pleins	ADJ	plein
d'	ADP	de
,	PUNCT	,
ne	ADV	ne
ne	ADV	ne
d'	DET	d'
s'	PRON	se
.	PUNCT	.
n'	ADV	n'
tant	ADV	tant
ce	DET	ce
?	PUNCT	?
,	PUNCT	,
qualités	NOUN	qualité
noble	ADJ	noble
un	DET	un
comme	ADP	comme
L'	PRON	l'
à	ADP	à
contre	ADP	contre
que	ADV	que
ordre	NOUN	ordre
.	PUNCT	.
était	AUX	être
hâte	NOUN	hâte
génial	ADJ	génial
eut	VERB	avoir
incarne	VERB	incarne
il	PRON	il
m'	PRON	me
toujours	ADV	toujours
Mon	DET	mon
et	CCONJ	et
insu	NOUN	insu
il	PRON	il
Il	PRON	il
magnifique	ADJ	magnifique
lignes	NOUN	ligne
ce	PRON	ce
un	DET	un
c'	PRON	ce
,	PUNCT	,
n'	ADV	n'
plus	ADV	plus
cruauté	NOUN	cruauté
eux	PRON	lui
c'	PRON	ce
Je	PRON	je
autres	PRON	autre
?	PUNCT	?
le	DET	le
Dieu	NOUN	dieu
chose	NOUN	chose
de	ADP	de
a	AUX	avoir
la	DET	le
ordinaire	ADV	ordinaire
A	ADP	à
,	PUNCT	,
les	DET	le
Ça	PRON	cela
du	ADP	de
,	PUNCT	,
qu'	SCONJ	que
lent	ADJ	lent
ne	ADV	ne
la	DET	le
dernier	ADJ	dernier
fait	VERB	faire
toutes	ADJ	tout
,	PUNCT	,
qu'	SCONJ	que
suis	VERB	suivre
Tombant	VERB	tomber
,	PUNCT	,
la	PRON	le
.	PUNCT	.
des	DET	un
pour	ADP	pour
—	PUNCT	—
duc	NOUN	duc
de	ADP	de
prêtres	NOUN	prêtre
dans	ADP	dans
la	DET	le
songé	VERB	songer
nonsentiment	NOUN	nonsentiment
m'	PRON	me
et	CCONJ	et
lors	ADV	lors
sublime	NOUN	sublime
(	PUNCT	(
morgue	NOUN	morgue
,	PUNCT	,
si	SCONJ	si
était	AUX	être
on	PRON	on
gracieuse	ADJ	gracieux
lui	PRON	lui
quelqu'	DET	quelque
aime	VERB	aime
en	ADP	en
.	PUNCT	.
esprit	NOUN	esprit
à	ADP	à
ma	DET	mon
sublime	ADJ	sublime
et	CCONJ	et
Attendez	VERB	attendre
sa	DET	son
.	PUNCT	.
de	ADP	de
pour	ADP	pour
diable	NOUN	diable
vertus	NOUN	vertu
qui	PRON	qui
.	PUNCT	.
d'	ADP	de
intérêts	NOUN	intérêt
l'	DET	le
dieux	NOUN	dieu
et	CCONJ	et
naissance	NOUN	naissance
on	PRON	on
n'	ADV	n'
et	CCONJ	et
,	PUNCT	,
voit	VERB	voir
de	ADP	de
plaisir	NOUN	plaisir
l'	DET	le
mal	NOUN	mal
de	ADP	de
faisait	VERB	faire
qui	PRON	qui
en	PRON	en
il	PRON	il
l'	DET	le
Toute	ADJ	tout
pas	ADV	pas
cynique	ADJ	cynique
le	DET	le
.	PUNCT	.
entrait	VERB	entrer
être	AUX	être
Choiseul	PROPN	Choiseul
mourir	VERB	mourir
en	PRON	en
parce	SCONJ	parce
fut	AUX	être
pas	ADV	pas
on	PRON	on
et	CCONJ	et
rue	NOUN	rue
table	NOUN	table
,	PUNCT	,
de	ADP	de
.	PUNCT	.
bien	ADV	bien
traits	NOUN	trait
,	PUNCT	,
l'	DET	le
à	ADP	à
Tendre	VERB	tendre
dix	NUM	dix
devant	ADP	devant
.	PUNCT	.
celui	PRON	celui
l'	DET	le
est	VERB	être
arrêtait	VERB	arrêter
.	PUNCT	.
Il	PRON	il
?	PUNCT	?
?	PUNCT	?
négligé	NOUN	négligé
,	PUNCT	,
énergie	NOUN	énergie
eut	VERB	avoir
effort	NOUN	effort
d'	DET	d'
,	PUNCT	,
dois	VERB	devoir
plaisir	NOUN	plaisir
écrites	VERB	écrire
[	PUNCT	[
ne	ADV	ne
en	ADP	en
cet	DET	ce
ai	AUX	avoir
j'	PRON	je
-t	PRON	-t
.	PUNCT	.
.	PUNCT	.
,	PUNCT	,
C'	PRON	ce
J'	PRON	je
il	PRON	il
ne	ADV	ne
Il	PRON	il
Choiseul	PROPN	Choiseul
vrai	ADJ	vrai
l'	PRON	l'
An	NOUN	an
survient	VERB	survenir
on	PRON	on
de	ADP	de
savait	VERB	savoir
être	AUX	être
;	PUNCT	;
a	AUX	avoir
nourrissons	NOUN	nourrisson
à	ADP	à
aucune	DET	aucun
fussent	AUX	être
chose	NOUN	chose
Personne	PRON	personne
rien	PRON	rien
le	PRON	le
il	PRON	il
.	PUNCT	.
c'	PRON	ce
quand	SCONJ	quand
je	PRON	je
.	PUNCT	.
?	PUNCT	?
n'	ADV	n'
moment	NOUN	moment
,	PUNCT	,
.	PUNCT	.
on	PRON	on
son	DET	son
de	ADP	de
Choiseul	PROPN	Choiseul
de	ADP	de
jamais	ADV	jamais
Il	PRON	il
des	ADP	de
dit	VERB	dire
IL	NOUN	il
incluent	VERB	inclure
mais	CCONJ	mais
.	PUNCT	.
à	ADP	à
insensible	ADJ	insensible
D'	ADP	de
blesser	VERB	blesser
la	DET	le
,	PUNCT	,
risque	VERB	risque
et	CCONJ	et
garda	VERB	garder
le	PRON	le
faisait	VERB	faire
,	PUNCT	,
idée	NOUN	idée
Sèvres	PROPN	Sèvres
de	ADP	de
la	DET	le
sans	ADP	sans
.	PUNCT	.
...	PUNCT	...
ne	ADV	ne
Irrésistible	ADJ	irrésistible
être	AUX	être
.	PUNCT	.
armes	NOUN	arme
,	PUNCT	,
Il	PRON	il
unique	ADJ	unique
était	AUX	être
pas	ADV	pas
,	PUNCT	,
vie	NOUN	vie
chevaux	NOUN	cheval
trous	NOUN	trou
religion	NOUN	religion
crois	VERB	croire
pour	ADP	pour
au	ADP	au
séduction	NOUN	séduction
Si	SCONJ	si
.	PUNCT	.
Beau	ADJ	beau
d'	ADP	de
un	PRON	un
Il	PRON	il
ce	PRON	ce
de	ADP	de
nourrices	NOUN	nourrice
le	PRON	le
,	PUNCT	,
avait	VERB	avoir
]	PUNCT	]
n'	ADV	n'
manière	NOUN	manière
et	CCONJ	et
plus	ADV	plus
jour	NOUN	jour
interdire	VERB	interdire
Je	PRON	je
réalité	NOUN	réalité
L'	DET	le
Je	PRON	je
?	PUNCT	?
pureté	NOUN	pureté
cesse	NOUN	cesse
une	DET	un
souci	NOUN	souci
jamais	ADV	jamais
je	PRON	je
début	NOUN	début
que	PRON	que
,	PUNCT	,
et	CCONJ	et
que	SCONJ	que
des	ADP	de
épatants	ADJ	épatant
ne	ADV	ne
pour	ADP	pour
amusait	VERB	amuser
,	PUNCT	,
demeurant	NOUN	demeurant
moins	ADV	moins
fastueux	ADJ	fastueux
Avec	ADP	avec
certains	DET	certain
savoir	VERB	savoir
l'	PRON	l'
il	PRON	il
.	PUNCT	.
sans	ADP	sans
,	PUNCT	,
Vous	PRON	vous
Des	DET	un
rassemblait	VERB	rassembler
se	PRON	se
comparable	ADJ	comparable
quand	ADV	quand
régiments	NOUN	régiment
n'	ADV	n'
ai	VERB	avoir
il	PRON	il
ce	PRON	ce
a	AUX	avoir
On	PRON	on
qu'	ADV	qu'
où	PRON	où
I	X	I
que	SCONJ	que
ne	ADV	ne
contradictoire	ADJ	contradictoire
la	DET	le
semblait	VERB	sembler
y	PRON	y
même	ADV	même
monsieur	NOUN	Monsieur
il	PRON	il
.	PUNCT	.
.	PUNCT	.
caractère	NOUN	caractère
laideur	NOUN	laideur
pas	ADV	pas
Mais	CCONJ	mais
aurait	AUX	avoir
ma	DET	mon
une	DET	un
capable	ADJ	capable
ne	ADV	ne
l'	PRON	l'
grâces	NOUN	grâce
pas	ADV	pas
ai	VERB	avoir
c'	PRON	ce
Parfois	ADV	parfois
la	DET	le
et	CCONJ	et
particulier	ADJ	particulier
oui	ADV	oui
Il	PRON	il
attention	NOUN	attention
n'	ADV	n'
au	ADP	au
Il	PRON	il
parler	VERB	parler
les	PRON	le
devant	ADP	devant
n	ADV	n
ce	PRON	ce
a	AUX	avoir
avec	ADP	avec
ne	ADV	ne
voulu	VERB	vouloir
est	AUX	être
voulez	VERB	vouloir
pas	ADV	pas
;	PUNCT	;
il	PRON	il
chiens	NOUN	chien
.	PUNCT	.
ennui	NOUN	ennui
mettrais	VERB	mettre
je	PRON	je
quelqu'	DET	quelque
,	PUNCT	,
qui	PRON	qui
on	PRON	on
sourire	NOUN	sourire
rigueur	NOUN	rigueur
craignait	VERB	craindre
ne	ADV	ne
sait	VERB	savoir
d'	ADP	de
du	ADP	de
de	ADP	de
était	AUX	être
monsieur	NOUN	Monsieur
son	DET	son
dit	VERB	dire
j'	PRON	je
aimé	VERB	aimer
,	PUNCT	,
écrits	VERB	écrire
,	PUNCT	,
était	AUX	être
.	PUNCT	.
beauté	NOUN	beauté
.	PUNCT	.
.	PUNCT	.
Monsieur	NOUN	Monsieur
tout	ADJ	tout
?	PUNCT	?
ma	DET	mon
séduisait	VERB	séduire
]	PUNCT	]
quoi	PRON	quoi
et	CCONJ	et
suis	AUX	être
,	PUNCT	,
ils	PRON	il
sa	DET	son
rouquin	NOUN	rouquin
Pénétrant	ADJ	pénétrant
juste	ADJ	juste
fond	NOUN	fond
Dix	NUM	Dix
oui	ADV	oui
personne	NOUN	personne
non	ADV	non
l'	PRON	l'
Vidée	PROPN	Vidée
nature	NOUN	nature
une	DET	un
présente	VERB	présente
moraliste	NOUN	moraliste
,	PUNCT	,
connût	VERB	connaître
pour	ADP	pour
dit	VERB	dire
on	PRON	on
est	AUX	être
convictions	NOUN	conviction
ou	CCONJ	ou
,	PUNCT	,
aucuns	PRON	aucuns
rancoeur	NOUN	rancoeur
avait	AUX	avoir
vu	VERB	voir
on	PRON	on
et	CCONJ	et
la	DET	le
l'	DET	le
Je	PRON	je
est	AUX	être
un	DET	un
l'	PRON	l'
Je	PRON	je
se	PRON	se
,	PUNCT	,
avait	VERB	avoir
haute	ADJ	haut
Lui	PRON	lui
en	PRON	en
je	PUNCT	je
pas	ADV	pas
,	PUNCT	,
D'	DET	d'
il	PRON	il
redites	NOUN	redite
,	PUNCT	,
moi	PRON	moi
Il	PRON	il
qu'	SCONJ	que
Drôle	ADJ	drôle
au	ADP	au
Amical	ADJ	amical
il	PRON	il
.	PUNCT	.
vous	PRON	vous
après	ADP	après
au	ADP	au
Je	PRON	je
nombre	NOUN	nombre
puisqu'	SCONJ	puisque
Nous	PRON	nous
la	DET	le
feu	NOUN	feu
à	ADP	à
sait	VERB	savoir
,	PUNCT	,
tous	ADJ	tout
de	ADP	de
obligation	NOUN	obligation
Il	PRON	il
goût	NOUN	goût
.	PUNCT	.
pas	ADV	pas
élégance	NOUN	élégance
et	CCONJ	et
rois	NOUN	roi
coup	NOUN	coup
pense	VERB	pense
à	ADP	à
était	AUX	être
,	PUNCT	,
.	PUNCT	.
.	PUNCT	.
sentiments	NOUN	sentiment
la	DET	le
lui	PRON	lui
disait	VERB	dire
couvent	NOUN	couvent
lentement	ADV	lentement
Grands	ADJ	grand
,	PUNCT	,
conquièrent	VERB	conquérir
.	PUNCT	.
.	PUNCT	.
vu	VERB	voir
était	AUX	être
,	PUNCT	,
faite	VERB	faire
grand	ADJ	grand
Il	PRON	il
.	PUNCT	.
aux	ADP	à
,	PUNCT	,
en	ADP	en
bien	ADV	bien
.	PUNCT	.
.	PUNCT	.
a	AUX	avoir
pour	ADP	pour
quels	ADJ	quel
gai	ADJ	gai
,	PUNCT	,
Détaché	VERB	détacher
entière	ADJ	entier
affronter	VERB	affronter
aimé	VERB	aimer
,	PUNCT	,
amour	NOUN	amour
comment	ADV	comment
entendent	VERB	entendre
rien	PRON	rien
vénéré	VERB	vénérer
l'	DET	le
de	ADP	de
tous	DET	tout
ai	AUX	avoir
L'	DET	le
passions	NOUN	passion
aller	VERB	aller
je	PRON	je
femme	NOUN	femme
fréquenter	VERB	fréquenter
,	PUNCT	,
qui	PRON	qui
après	ADP	après
avait	VERB	avoir
Un	DET	un
l'	PRON	l'
faut	VERB	falloir
,	PUNCT	,
invention	NOUN	invention
admiration	NOUN	admiration
Il	PRON	il
temps	NOUN	temps
l'	PRON	l'
où	PRON	où
.	PUNCT	.
et	CCONJ	et
Parfois	ADV	parfois
si	SCONJ	si
que	SCONJ	que
pas	ADV	pas
allons	VERB	aller
...	PUNCT	...
.	PUNCT	.
parlerai	VERB	parler
,	PUNCT	,
il	PRON	il
tendresse	NOUN	tendresse
parle	VERB	parle
en	ADP	en
valets	NOUN	valet
qui	PRON	qui
journée	NOUN	journée
sa	DET	son
Mais	CCONJ	mais
que	PRON	que
Il	PRON	il
autre	ADJ	autre
bon	ADJ	bon
Rapide	ADJ	rapide
,	PUNCT	,
personne	PRON	personne
hommes	NOUN	homme
esthète	NOUN	esthète
son	DET	son
à	ADP	à
moi	PRON	moi
.	PUNCT	.
,	PUNCT	,
Mais	CCONJ	mais
je	PRON	je
vérité	NOUN	vérité
un	DET	un
Cruel	ADJ	cruel
,	PUNCT	,
,	PUNCT	,
où	PRON	où
S'	SCONJ	s'
n'	ADV	n'
le	DET	le
qu'	SCONJ	que
—	PUNCT	—
de	ADP	de
travaillait	VERB	travailler
Oiseaux	NOUN	oiseau
par	ADP	par
.	PUNCT	.
heures	NOUN	heure
qui	PRON	qui
la	DET	le
est	AUX	être
était	AUX	être
admiration	NOUN	admiration
façon	NOUN	façon
?	PUNCT	?
avec	ADP	avec
pour	ADP	pour
coutumière	ADJ	coutumier
non	ADV	non
elle	PRON	lui
paragraphe	NOUN	paragraphe
de	ADP	de
Mémoires	NOUN	mémoire
doute	NOUN	doute
arracher	VERB	arracher
Dur	ADJ	dur
le	DET	le
qu'	PRON	qu'
méprisant	ADJ	méprisant
Au	ADP	au
princes	NOUN	prince
ne	ADV	ne
«	PUNCT	«
si	ADV	si
au	ADP	au
mettait	VERB	mettre
.	PUNCT	.
trouvent	VERB	trouver
chose	NOUN	chose
mais	CCONJ	mais
'	ADV	'
,	PUNCT	,
On	PRON	on
possible	ADJ	possible
,	PUNCT	,
avoir	VERB	avoir
la	DET	le
je	PRON	je
son	DET	son
Intelligent	ADJ	intelligent
Sans	ADP	sans
amitié	NOUN	amitié
Belleisle	PROPN	Belleisle
profusion	NOUN	profusion
est	VERB	être
le	DET	le
le	DET	le
les	DET	le
dira	VERB	dire
,	PUNCT	,
la	DET	le
Du	ADP	de
qu'	SCONJ	que
un	DET	un
Marie-Thérèse	PROPN	Marie-Thérèse
deux	NUM	deux
.	PUNCT	.
forme	NOUN	forme
où	PRON	où
on	PRON	on
,	PUNCT	,
normal	ADJ	normal
plaisir	NOUN	plaisir
a	AUX	avoir
les	DET	le
père	NOUN	père
il	PRON	il
Belleisle	PROPN	Belleisle
son	DET	son
est	AUX	être
pour	ADP	pour
de	ADP	de
y	PRON	y
pour	ADP	pour
j'	PRON	je
forte	ADJ	fort
commandé	VERB	commander
.	PUNCT	.
,	PUNCT	,
son	DET	son
Entre-temps	ADV	entre-temps
bassesse	NOUN	bassesse
s'	PRON	se
dans	ADP	dans
fidèle	ADJ	fidèle
une	DET	un
son	DET	son
devoir	NOUN	devoir
filles	NOUN	fille
conflagration	NOUN	conflagration
Et	CCONJ	et
inférieur	NOUN	inférieur
défaut	NOUN	défaut
intérêt	NOUN	intérêt
de	ADP	de
Choiseul	PROPN	Choiseul
d'	ADP	de
ni	CCONJ	ni
Silésie	PROPN	Silésie
conquêtes	NOUN	conquête
bêtes	NOUN	bête
de	ADP	de
Il	PRON	il
à	ADP	à
incapables	NOUN	incapable
au	ADP	au
un	DET	un
a	AUX	avoir
les	DET	le
l'	DET	le
.	PUNCT	.
Vous	PRON	vous
il	PRON	il
vices	NOUN	vice
a	VERB	avoir
vrais	ADJ	vrai
la	DET	le
Angleterre	PROPN	Angleterre
que	SCONJ	que
de	ADP	de
.	PUNCT	.
de	ADP	de
de	ADP	de
était	AUX	être
de	ADP	de
beaucoup	ADV	beaucoup
L'	DET	le
poche	NOUN	poche
il	PRON	il
Saxe	PROPN	Saxe
Ce	PRON	ce
bien	ADV	bien
.	PUNCT	.
passées	VERB	passer
.	PUNCT	.
théâtre	NOUN	théâtre
C'	PRON	ce
,	PUNCT	,
et	CCONJ	et
,	PUNCT	,
de	ADP	de
pas	ADV	pas
la	DET	le
des	ADP	de
pas	ADV	pas
,	PUNCT	,
point	NOUN	point
.	PUNCT	.
et	CCONJ	et
Sanction	NOUN	sanction
Ce	DET	ce
,	PUNCT	,
argent	NOUN	argent
ans	NOUN	an
,	PUNCT	,
armée	NOUN	armée
et	CCONJ	et
les	DET	le
dur	ADJ	dur
premier	ADJ	premier
On	PRON	on
masques	NOUN	masque
qu'	ADV	qu'
traiter	VERB	traiter
à	ADP	à
que	ADV	que
armes	NOUN	arme
temps	NOUN	temps
l'	DET	le
cœur	NOUN	cœur
.	PUNCT	.
exalté	VERB	exalter
.	PUNCT	.
comme	ADP	comme
,	PUNCT	,
Lowendal	PROPN	Lowendal
médiocre	NOUN	médiocre
:	PUNCT	:
soit1	VERB	soit1
.	PUNCT	.
idée	NOUN	idée
ce	PRON	ce
reniements	NOUN	reniement
trop	ADV	trop
Non	ADV	non
la	DET	le
deTrèves	PROPN	deTrèves
de	ADP	de
grand	ADJ	grand
L'	DET	le
songeait	VERB	songer
Enfin	ADV	enfin
époux	NOUN	époux
renversements	NOUN	renversement
Il	PRON	il
.	PUNCT	.
Anglais	NOUN	anglais
,	PUNCT	,
Il	PRON	il
avait	VERB	avoir
supportait	VERB	supporter
trouver	VERB	trouver
,	PUNCT	,
.	PUNCT	.
généalogie	NOUN	généalogie
double	NOUN	double
rien	PRON	rien
.	PUNCT	.
Puis	CCONJ	puis
.	PUNCT	.
fait	VERB	faire
les	DET	le
toujours	ADV	toujours
mêle	VERB	mêle
occasion	NOUN	occasion
,	PUNCT	,
Empereur	NOUN	empereur
vingt	NUM	vingt
elle	PRON	lui
profit	NOUN	profit
le	DET	le
ignore	VERB	ignore
;	PUNCT	;
la	DET	le
couteau	NOUN	couteau
possessions	NOUN	possession
qu'	SCONJ	que
un	DET	un
à	ADP	à
Frédéric	PROPN	Frédéric
mettait	VERB	mettre
.	PUNCT	.
une	DET	un
Deux	NUM	Deux
,	PUNCT	,
de	ADP	de
de	ADP	de
,	PUNCT	,
oui	ADV	oui
enfance	NOUN	enfance
sans	ADP	sans
,	PUNCT	,
regardé	VERB	regarder
pas	ADV	pas
leur	DET	leur
rien	PRON	rien
les	DET	le
à	ADP	à
que	SCONJ	que
la	DET	le
,	PUNCT	,
venir	VERB	venir
la	DET	le
cette	DET	ce
mon	DET	mon
moyens	NOUN	moyen
ailleurs	ADV	ailleurs
aura	VERB	avoir
écarte	VERB	écarte
duMéchant	PROPN	duMéchant
était	AUX	être
est	AUX	être
auquel	PRON	auquel
est	AUX	être
monde	NOUN	monde
assurer	VERB	assurer
son	DET	son
les	DET	le
C'	PRON	ce
d'	ADP	de
à	ADP	à
Roi	NOUN	roi
d'	ADP	de
Espagne	PROPN	Espagne
exceptions	NOUN	exception
.	PUNCT	.
en	ADP	en
On	PRON	on
,	PUNCT	,
Marie-Thérèse	PROPN	Marie-Thérèse
Le	DET	le
la	DET	le
,	PUNCT	,
de	ADP	de
outre	ADP	outre
n'	ADV	n'
qu'	PRON	qu'
Gresset	PROPN	Gresset
garantir	VERB	garantir
petit	ADJ	petit
s'	SCONJ	s'
Italie	PROPN	Italie
il	PRON	il
,	PUNCT	,
eu	VERB	avoir
tout	ADJ	tout
Autriche	PROPN	Autriche
reste	NOUN	reste
été	AUX	être
de	ADP	de
électeur	NOUN	électeur
Lorraine	PROPN	Lorraine
.	PUNCT	.
cela	PRON	cela
depuis	ADP	depuis
il	PRON	il
sa	DET	son
ennemi	NOUN	ennemi
«	PUNCT	«
autres	NOUN	autre
avoir	VERB	avoir
.	PUNCT	.
.	PUNCT	.
se	PRON	se
Prusse	PROPN	Prusse
ébloui	VERB	éblouir
,	PUNCT	,
et	CCONJ	et
de	ADP	de
l'	DET	le
maréchal	NOUN	maréchal
tranquille	ADJ	tranquille
signe	VERB	signe
le	DET	le
40	NUM	40
de	ADP	de
l'	DET	le
y	PRON	y
,	PUNCT	,
de	ADP	de
.	PUNCT	.
Espagne	PROPN	Espagne
»	PUNCT	»
.	PUNCT	.
deux	NUM	deux
,	PUNCT	,
la	DET	le
:	PUNCT	:
pour	ADP	pour
France	PROPN	France
Sardaigne	PROPN	Sardaigne
soldats	NOUN	soldat
dans	ADP	dans
que	SCONJ	que
électeur	NOUN	électeur
pas	ADV	pas
armée	NOUN	armée
plus	ADV	plus
tout	PRON	tout
,	PUNCT	,
parce	SCONJ	parce
en	ADP	en
.	PUNCT	.
,	PUNCT	,
à	ADP	à
de	ADP	de
Infanterie2	NOUN	infanterie2
-	PROPN	-
mon	DET	mon
pour	ADP	pour
main	NOUN	main
lieutenant	NOUN	lieutenant
avait	VERB	avoir
Choiseul	PROPN	Choiseul
est	AUX	être
les	DET	le
impératrice	NOUN	empereur
une	DET	un
ou	CCONJ	ou
absolument	ADV	absolument
traitent	VERB	traiter
reur	NOUN	reur
la	DET	le
près	ADV	près
avantage	NOUN	avantage
des	DET	un
deux	NUM	deux
des	ADP	de
aux	ADP	à
se	PRON	se
occupe	VERB	occupe
Bohême	PROPN	Bohême
pas	ADV	pas
l'	DET	le
et	CCONJ	et
Autriche	PROPN	Autriche
celle	PRON	celui
est	AUX	être
,	PUNCT	,
sais	VERB	savoir
de	ADP	de
l'	PRON	l'
