poudre	NOUN	poudre
avait	VERB	avoir
sous	ADP	sous
heure	NOUN	heure
de	ADP	de
avant	ADP	avant
petites	ADJ	petit
,	PUNCT	,
il	PRON	il
,	PUNCT	,
a	AUX	avoir
de	ADP	de
,	PUNCT	,
été	AUX	être
nous	PRON	nous
,	PUNCT	,
lui	PRON	lui
Celle	PRON	celui
la	DET	le
l'	DET	le
raconte	VERB	raconte
mot	NOUN	mot
âmes	NOUN	âme
avions	VERB	avoir
soixante-quatre	NUM	soixante-quatre
dire	VERB	dire
mes	DET	mon
Santerre	PROPN	Santerre
le	DET	le
plus	ADV	plus
quatre-vingt-cinq	NUM	quatre-vingt-cinq
,	PUNCT	,
fidèlement	ADV	fidèlement
ouvrit	VERB	ouvrir
heures	NOUN	heure
,	PUNCT	,
ai	AUX	avoir
.	PUNCT	.
de	ADP	de
elle	PRON	lui
les	DET	le
,	PUNCT	,
l'	DET	le
l'	PRON	l'
roue	NOUN	roue
elle	PRON	lui
d'	ADP	de
unique	ADJ	unique
ceux	PRON	celui
Une	DET	un
femme	NOUN	femme
Les	DET	le
Ceci	PRON	ceci
père	NOUN	père
à	ADP	à
.	PUNCT	.
aux	ADP	à
rond	ADJ	rond
et	CCONJ	et
une	DET	un
de	ADP	de
,	PUNCT	,
d'	ADP	de
,	PUNCT	,
misères	NOUN	misère
celle	PRON	celui
bien	ADV	bien
sur	ADP	sur
suis	AUX	être
petite	ADJ	petit
rigoureusement	ADV	rigoureusement
a	VERB	avoir
frères	NOUN	frère
existence	NOUN	existence
,	PUNCT	,
collait	VERB	coller
lit	NOUN	lit
C'	PRON	ce
22	NUM	22
un	DET	un
peu	ADV	peu
belle	ADJ	bel
tasse	NOUN	tasse
horaire	NOUN	horaire
avait	AUX	avoir
toujours	ADV	toujours
l'	DET	le
de	ADP	de
,	PUNCT	,
.	PUNCT	.
cuire	VERB	cuire
bien	ADV	bien
en	ADP	en
avait	AUX	avoir
fut	AUX	être
patois	NOUN	patois
à	ADP	à
était	AUX	être
cette	DET	ce
-	PRON	-
laisser	VERB	laisser
pour	ADP	pour
encore	ADV	encore
quotidienne	ADJ	quotidien
la	DET	le
Avesnes	PROPN	Avesnes
.	PUNCT	.
fut	AUX	être
de	ADP	de
à	ADP	à
et	CCONJ	et
avant-veille	NOUN	avant-veille
prodigieuse	ADJ	prodigieux
23	NUM	23
voler	VERB	voler
garnissaient	VERB	garnir
de	ADP	de
en	PRON	en
Comme	ADP	comme
.	PUNCT	.
bord	NOUN	bord
tous	ADJ	tout
.	PUNCT	.
n'	ADV	n'
Mon	DET	mon
beaucoup	ADV	beaucoup
engouffrait	VERB	engouffrer
d'	ADP	de
seul	ADJ	seul
est	AUX	être
la	DET	le
Cette	DET	ce
-là	NOUN	-là
dont	PRON	dont
à	ADP	à
détails	NOUN	détail
de	ADP	de
,	PUNCT	,
œuf	NOUN	œuf
café	NOUN	café
il	PRON	il
a	AUX	avoir
elle	PRON	lui
qui	PRON	qui
C'	PRON	ce
qu'	PRON	qu'
mille	NUM	mille
,	PUNCT	,
porte	NOUN	porte
les	DET	le
,	PUNCT	,
inutile	ADJ	inutile
tout	ADV	tout
heures	NOUN	heure
s'	PRON	se
petit	ADJ	petit
ce	PRON	ce
pour	ADP	pour
n'	ADV	n'
faisait	VERB	faire
lire	VERB	lire
avait	AUX	avoir
vent	NOUN	vent
,	PUNCT	,
autres	ADJ	autre
réussi	VERB	réussir
sa	DET	son
vous	PRON	vous
implacable	ADJ	implacable
neuf	NUM	neuf
premières	ADJ	premier
du	ADP	de
couchée	VERB	coucher
lui	PRON	lui
quatre-vingt-cinq	NUM	quatre-vingt-cinq
,	PUNCT	,
.	PUNCT	.
les	DET	le
,	PUNCT	,
la	PRON	le
leur	DET	leur
d'	ADP	de
,	PUNCT	,
,	PUNCT	,
à	ADP	à
des	DET	un
tous	ADJ	tout
casserait	VERB	casser
le	DET	le
mille	NUM	mille
gémissait	VERB	gémir
faites	VERB	faire
…	PUNCT	…
.	PUNCT	.
ce	DET	ce
dit	VERB	dire
annexe	NOUN	annexe
petit	ADJ	petit
m'	PRON	me
l'	DET	le
travaillé	VERB	travailler
douze	NUM	douze
celle	PRON	celui
elle	PRON	lui
je	PRON	je
femme	NOUN	femme
sœurs	NOUN	sœur
habitude	NOUN	habitude
à	ADP	à
…	PUNCT	…
pureté	NOUN	pureté
sacrée	ADJ	sacrer
et	CCONJ	et
loisirs	NOUN	loisir
en	ADP	en
la	DET	le
,	PUNCT	,
…	PUNCT	…
Je	PRON	je
le	DET	le
,	PUNCT	,
Zulma	PROPN	Zulma
nous	PRON	nous
,	PUNCT	,
murs	NOUN	mur
,	PUNCT	,
ma	DET	mon
une	DET	un
par	ADP	par
au	ADP	au
de	ADP	de
,	PUNCT	,
-on	PRON	on
suivez	VERB	suivre
Ma	DET	mon
vie	NOUN	vie
vie	NOUN	vie
assister	VERB	assister
,	PUNCT	,
peur	NOUN	peur
y	PRON	y
…	PUNCT	…
,	PUNCT	,
matin	NOUN	matin
méthodiquement	ADV	méthodiquement
moi	PRON	moi
l'	DET	le
les	DET	le
et	CCONJ	et
heure	NOUN	heure
son	DET	son
durant	ADP	durant
Santerre	PROPN	Santerre
et	CCONJ	et
et	CCONJ	et
que	SCONJ	que
appris	VERB	apprendre
dès	ADP	dès
faux	ADJ	faux
amour	NOUN	amour
et	CCONJ	et
une	DET	un
une	DET	un
immuable	ADJ	immuable
la	DET	le
se	PRON	se
table	NOUN	table
entendit	VERB	entendre
durant	ADP	durant
essentiels	ADJ	essentiel
Ainsi	ADV	ainsi
est	AUX	être
heures	NOUN	heure
de	ADP	de
l'	DET	le
bouillonnait	VERB	bouillonner
les	DET	le
de	ADP	de
allait	VERB	aller
Meaux	PROPN	Meaux
Non	ADV	non
faisait	AUX	faire
,	PUNCT	,
Pour	ADP	pour
narré	VERB	narrer
son	DET	son
humble	ADJ	humble
œufs	NOUN	œuf
ai	AUX	avoir
deux	NUM	deux
été	NOUN	été
monde	NOUN	monde
,	PUNCT	,
!	PUNCT	!
à	ADP	à
naissances	NOUN	naissance
ans	NOUN	an
ses	DET	son
trois	NUM	trois
buvions	VERB	boire
une	DET	un
appelions	VERB	appeler
21	NUM	21
où	PRON	où
pour	ADP	pour
,	PUNCT	,
je	PRON	je
est	AUX	être
-moi	PRON	moi
,	PUNCT	,
femme	NOUN	femme
Elle	PRON	lui
,	PUNCT	,
mériterait	VERB	mériter
-	PUNCT	-
4	NUM	4
hachant	VERB	hacher
de	ADP	de
,	PUNCT	,
maison	NOUN	maison
ce	PRON	ce
et	CCONJ	et
horloge	NOUN	horloge
,	PUNCT	,
de	ADP	de
dont	PRON	dont
elle	PRON	lui
Papa	PROPN	Papa
la	DET	le
,	PUNCT	,
…	PUNCT	…
mais	CCONJ	mais
l'	DET	le
moment	NOUN	moment
pris	VERB	prendre
,	PUNCT	,
Le	DET	le
,	PUNCT	,
Depuis	ADP	depuis
marquée	VERB	marquer
Je	PRON	je
temps	NOUN	temps
sous	NOUN	sou
est	ADV	est
grande	ADJ	grand
fut	AUX	être
rencontrée	VERB	rencontrer
l'	PRON	l'
rude	ADJ	rude
air	NOUN	air
un	DET	un
aide	NOUN	aide
pièces	NOUN	pièce
de	ADP	de
le	PRON	le
,	PUNCT	,
cessé	VERB	cesser
.	PUNCT	.
l'	DET	le
à	ADP	à
sauf	ADP	sauf
peine	ADV	peine
la	DET	le
aménager	VERB	aménager
,	PUNCT	,
;	PUNCT	;
préface	NOUN	préface
de	ADP	de
quelques	DET	quelque
salle	NOUN	salle
jours	NOUN	jour
Marie-Catherine	PROPN	Marie-Catherine
heures	NOUN	heure
Une	DET	un
aux	ADP	à
mis	VERB	mettre
guise	NOUN	guise
une	DET	un
le	DET	le
plaît	VERB	plaire
simple	ADJ	simple
chauffait	VERB	chauffer
peines	NOUN	peine
d'	ADP	de
nomme	VERB	nomme
ras	ADJ	ras
superflu	NOUN	superflu
grosse	ADJ	gros
se	PRON	se
exclu	VERB	exclure
mère	NOUN	mère
mesure	NOUN	mesure
admiration	NOUN	admiration
Happert	PROPN	Happert
cent	NUM	cent
moins	ADV	moins
assis	VERB	asseoir
l'	DET	le
expressions	NOUN	expression
réalité	NOUN	réalité
ai	AUX	avoir
il	PRON	il
faite	VERB	faire
mes	DET	mon
le	DET	le
un	DET	un
répandue	VERB	répandre
a	VERB	avoir
même	ADJ	même
«	PUNCT	«
de	ADP	de
le	DET	le
se	PRON	se
quelques	DET	quelque
hiver	NOUN	hiver
heures	NOUN	heure
l'	DET	le
servait	VERB	servir
est	AUX	être
elle	PRON	lui
,	PUNCT	,
des	DET	un
elle	PRON	lui
joies	NOUN	joie
orgue	NOUN	orgue
…	PUNCT	…
vêpres	NOUN	vêpres
Ce	PRON	ce
d'	ADP	de
coucher	VERB	coucher
substituer	VERB	substituer
née	VERB	naître
à	ADP	à
,	PUNCT	,
Elle	PRON	lui
.	PUNCT	.
amour	NOUN	amour
passer	VERB	passer
moi	PRON	moi
de	ADP	de
extraordinaire	ADJ	extraordinaire
brise	NOUN	brise
saisons	NOUN	saison
étaient	AUX	être
dire	VERB	dire
jour	NOUN	jour
dans	ADP	dans
courageuse	ADJ	courageux
chicorée	NOUN	chicorée
de	ADP	de
l'	DET	le
de	ADP	de
,	PUNCT	,
a	AUX	avoir
draps	NOUN	drap
aimer	VERB	aimer
.	PUNCT	.
parce	SCONJ	parce
l'	DET	le
cette	DET	ce
m'	PRON	me
de	ADP	de
ronflait	VERB	ronfler
nuages	NOUN	nuage
s'	PRON	se
dans	ADP	dans
Dans	ADP	dans
l'	DET	le
glaciale	ADJ	glacial
…	PUNCT	…
nous	PRON	nous
-t	PRON	-t
maman	NOUN	maman
doublée	VERB	doubler
Noël	PROPN	Noël
récit	NOUN	récit
qui	PRON	qui
de	ADP	de
.	PUNCT	.
lequel	PRON	lequel
Zulma	PROPN	Zulma
a	VERB	avoir
douleurs	NOUN	douleur
l'	DET	le
qu'	PRON	qu'
messe	NOUN	messe
lever	VERB	lever
à	ADP	à
.	PUNCT	.
Pendant	ADP	pendant
était	AUX	être
vivement	ADV	vivement
,	PUNCT	,
.	PUNCT	.
tout	ADV	tout
Marie-Catherine	PROPN	Marie-Catherine
glacé	ADJ	glacé
ci	PRON	ci
l'	DET	le
.	PUNCT	.
,	PUNCT	,
jamais	ADV	jamais
une	DET	un
pas	ADV	pas
d'	ADP	de
et	CCONJ	et
à	ADP	à
de	ADP	de
.	PUNCT	.
,	PUNCT	,
notre	DET	notre
désespérance	NOUN	désespérance
,	PUNCT	,
qui	PRON	qui
minutie	NOUN	minutie
petite	ADJ	petit
dessus	ADV	dessus
Mémé	PROPN	Mémé
réservés	VERB	réserver
Zulma	PROPN	Zulma
de	ADP	de
…	PUNCT	…
briques	NOUN	brique
coron	NOUN	coron
couche	NOUN	couche
fus	AUX	être
suffit	VERB	suffire
-là	NOUN	-là
de	ADP	de
le	DET	le
,	PUNCT	,
.	PUNCT	.
,	PUNCT	,
était	AUX	être
Sur	ADP	sur
En	ADP	en
aliments	NOUN	aliment
jamais	ADV	jamais
en	ADP	en
ces	DET	ce
,	PUNCT	,
Soudain	ADV	soudain
…	PUNCT	…
pour	ADP	pour
l'	DET	le
fins	ADJ	fin
le	DET	le
convenances	NOUN	convenance
s'	PRON	se
lassé	VERB	lasser
le	DET	le
fort	ADV	fort
à	ADP	à
n'	ADV	n'
.	PUNCT	.
existence	NOUN	existence
très	ADV	très
argent	NOUN	argent
jours	NOUN	jour
d'	ADP	de
,	PUNCT	,
.	PUNCT	.
son	DET	son
bonne	ADJ	bon
de	ADP	de
répéter	VERB	répéter
loin	ADV	loin
ami	NOUN	ami
poussier	NOUN	poussier
souvenirs	NOUN	souvenir
,	PUNCT	,
qui	PRON	qui
elle	PRON	lui
passionnant	ADJ	passionnant
le	DET	le
par	ADP	par
ce	DET	ce
sciure	NOUN	sciure
le	DET	le
hissait	VERB	hisser
poêle	NOUN	poêle
travaillé	VERB	travailler
nous	PRON	nous
dormions	VERB	dormir
.	PUNCT	.
du	ADP	de
les	DET	le
sans	ADP	sans
égrené	VERB	égrener
elle	PRON	lui
ce	DET	ce
banalité	NOUN	banalité
,	PUNCT	,
,	PUNCT	,
histoire	NOUN	histoire
famille	NOUN	famille
suivent	VERB	suivre
sans	ADP	sans
entre	ADP	entre
,	PUNCT	,
ainsi	ADV	ainsi
placard	NOUN	placard
d'	ADP	de
les	DET	le
grosse	ADJ	gros
et	CCONJ	et
,	PUNCT	,
à	ADP	à
que	SCONJ	que
on	PRON	on
,	PUNCT	,
qui	PRON	qui
bise	NOUN	bise
aigre	ADJ	aigre
une	DET	un
,	PUNCT	,
nous	PRON	nous
laisse	VERB	laisse
petits	ADJ	petit
était	AUX	être
préparé	VERB	préparer
le	PRON	le
Une	DET	un
chez	ADP	chez
plus	ADV	plus
,	PUNCT	,
Chapitre	NOUN	chapitre
,	PUNCT	,
Avec	ADP	avec
où	PRON	où
,	PUNCT	,
passe	VERB	passer
attendait	VERB	attendre
et	CCONJ	et
années	NOUN	année
la	DET	le
Mon	DET	mon
reconstituer	VERB	reconstituer
faut	VERB	falloir
attentivement	ADV	attentivement
allait	VERB	aller
blanche	ADJ	blanc
courageuse	ADJ	courageux
qu'	PRON	qu'
cuveau	NOUN	cuveau
…	PUNCT	…
voix	NOUN	voix
,	PUNCT	,
éprouvait	VERB	éprouver
être	AUX	être
moi	PRON	moi
face	NOUN	face
langage	NOUN	langage
quelques	DET	quelque
bonne	ADJ	bon
elle-même	PRON	lui-même
…	PUNCT	…
de	ADP	de
papa	NOUN	papa
un	DET	un
briquettes	NOUN	briquette
ce	DET	ce
de	ADP	de
La	DET	le
docteur	NOUN	docteur
France	PROPN	France
instant	NOUN	instant
infinie	ADJ	infini
Nord	NOUN	nord
femme	NOUN	femme
de	ADP	de
est	AUX	être
même	PRON	même
et	CCONJ	et
…	PUNCT	…
pages	NOUN	page
centaines	NOUN	centaine
tant	ADV	tant
soir	NOUN	soir
faite	VERB	faire
aurait	VERB	avoir
une	DET	un
que	PRON	que
qu'	PRON	qu'
,	PUNCT	,
le	DET	le
père	NOUN	père
travaillé	VERB	travailler
vie	NOUN	vie
l'	DET	le
avec	ADP	avec
des	ADP	de
pourboire	NOUN	pourboire
avec	ADP	avec
premier	ADJ	premier
chargé	VERB	charger
,	PUNCT	,
chef	NOUN	chef
donner	VERB	donner
Marie-Catherine	PROPN	Marie-Catherine
affectueusement	ADV	affectueusement
l'	PRON	l'
raconté	VERB	raconter
en	ADP	en
pièce	NOUN	pièce
vous	PRON	vous
pourtant	ADV	pourtant
est	AUX	être
ce	DET	ce
Meaux	PROPN	Meaux
entraient	VERB	entrer
une	DET	un
Des	DET	un
un	DET	un
prouve	VERB	prouve
affection	NOUN	affection
l'	DET	le
Mon	DET	mon
existence	NOUN	existence
allait	VERB	aller
en	ADP	en
solide	ADJ	solide
soixante-dix	NUM	soixante-dix
telle	ADJ	tel
Dehors	ADV	dehors
:	PUNCT	:
qu'	PRON	qu'
émaillé	VERB	émailler
tisser	VERB	tisser
Mais	CCONJ	mais
,	PUNCT	,
c'	ADV	c'
femme	NOUN	femme
que	SCONJ	que
grenier	NOUN	grenier
que	SCONJ	que
et	CCONJ	et
mère	NOUN	mère
soir	NOUN	soir
vrai	ADJ	vrai
,	PUNCT	,
N'	ADV	n'
j'	PRON	je
métier	NOUN	métier
Marie-Catherine	PROPN	Marie-Catherine
-ce	PRON	-ce
payer	VERB	payer
a	AUX	avoir
-nous	PRON	nous
a	AUX	avoir
,	PUNCT	,
,	PUNCT	,
,	PUNCT	,
…	PUNCT	…
la	DET	le
pu	VERB	pouvoir
et	CCONJ	et
qui	PRON	qui
drames	NOUN	drame
nous	PRON	nous
de	ADP	de
dans	ADP	dans
de	ADP	de
l'	DET	le
café	NOUN	café
friandises	NOUN	friandise
mon	DET	mon
qui	PRON	qui
et	CCONJ	et
dire	ADV	dire
de	ADP	de
cris	NOUN	cri
de	ADP	de
à	ADV	à
de	ADP	de
ait	AUX	avoir
événement	NOUN	événement
Marie-Catherine	PROPN	Marie-Catherine
de	ADP	de
jours	NOUN	jour
même	ADJ	même
notre	DET	notre
comme	ADP	comme
,	PUNCT	,
,	PUNCT	,
…	PUNCT	…
première	ADJ	premier
tout	PRON	tout
à	ADP	à
a	AUX	avoir
hôpital	NOUN	hôpital
ch'	PROPN	ch'
les	DET	le
,	PUNCT	,
dimanche	NOUN	dimanche
la	DET	le
aux	ADP	à
chambre	NOUN	chambre
heure	NOUN	heure
souvent	ADV	souvent
douce	ADJ	doux
qui	PRON	qui
à	ADP	à
cheval	NOUN	cheval
portes	NOUN	porte
plus	ADV	plus
sait	VERB	savoir
si	SCONJ	si
de	ADP	de
1891	NUM	1891
et	CCONJ	et
de	ADP	de
.	PUNCT	.
tout	ADV	tout
au-dessus	ADV	au-dessus
traitement	NOUN	traitement
-	ADV	-
devant	ADP	devant
champs	NOUN	champ
,	PUNCT	,
timi	PROPN	timi
…	PUNCT	…
,	PUNCT	,
la	DET	le
heureuse	ADJ	heureux
dura	VERB	durer
jamais	ADV	jamais
une	DET	un
et	CCONJ	et
poussée	VERB	pousser
plus	ADV	plus
écoutée	VERB	écouter
qui	PRON	qui
l'	DET	le
balayait	VERB	balayer
papa	NOUN	papa
mon	DET	mon
Zulma	PROPN	Zulma
portes	NOUN	porte
et	CCONJ	et
-	NOUN	-
souvenirs	NOUN	souvenir
de	ADP	de
les	DET	le
mon	DET	mon
pas	ADV	pas
leur	PRON	leur
parents	NOUN	parent
,	PUNCT	,
.	PUNCT	.
,	PUNCT	,
et	CCONJ	et
pommes	NOUN	pomme
temps	NOUN	temps
maternel	ADJ	maternel
encore	ADV	encore
.	PUNCT	.
du	ADP	de
le	DET	le
seulement	ADV	seulement
accoucher	VERB	accoucher
la	DET	le
heure	NOUN	heure
nourrisson	NOUN	nourrisson
le	DET	le
avec	ADP	avec
de	ADP	de
il	PRON	il
ou	CCONJ	ou
rond	ADJ	rond
et	CCONJ	et
cinquante	NUM	cinquante
,	PUNCT	,
buvait	VERB	boire
descendait	VERB	descendre
un	DET	un
.	PUNCT	.
…	PUNCT	…
,	PUNCT	,
ou	CCONJ	ou
Ainsi	ADV	ainsi
,	PUNCT	,
bête	NOUN	bête
,	PUNCT	,
qu'	SCONJ	que
qui	PRON	qui
«	PUNCT	«
la	DET	le
nous	PRON	nous
,	PUNCT	,
,	PUNCT	,
montions	VERB	monter
,	PUNCT	,
il	PRON	il
qu'	PRON	qu'
et	CCONJ	et
enfance	NOUN	enfance
à	ADP	à
aussi	ADV	aussi
.	PUNCT	.
on	PRON	on
appelait	VERB	appeler
manquait	VERB	manquer
poêle	NOUN	poêle
pas	ADV	pas
.	PUNCT	.
nous	PRON	nous
privilège	NOUN	privilège
patins	NOUN	patin
de	ADP	de
Maman	NOUN	maman
selon	ADP	selon
la	DET	le
chicorée	NOUN	chicorée
mois	NOUN	mois
de	ADP	de
dire	VERB	dire
les	DET	le
n'	ADV	n'
les	DET	le
jamais	ADV	jamais
Mon	DET	mon
que	PRON	que
elle	PRON	lui
qui	PRON	qui
.	PUNCT	.
même	ADV	même
sœurs	NOUN	sœur
lendemain	NOUN	lendemain
avec	ADP	avec
heures	NOUN	heure
le	PRON	le
serrions	VERB	serrer
son	DET	son
dizaine	NOUN	dizaine
lorsque	SCONJ	lorsque
hop	ADV	hop
la	DET	le
avait	AUX	avoir
alimentait	VERB	alimenter
Ils	PRON	il
l'	DET	le
sur	ADP	sur
ferme	NOUN	ferme
un	DET	un
jusqu'	ADP	jusque
été	AUX	être
-	NOUN	-
à	ADP	à
perdus	VERB	perdre
la	DET	le
mère	NOUN	mère
était	AUX	être
les	DET	le
ventre	NOUN	ventre
et	CCONJ	et
besoin	NOUN	besoin
notre	DET	notre
Mes	DET	mon
dix	NUM	dix
fille	NOUN	fille
eus	VERB	avoir
trames	NOUN	trame
c'	PRON	ce
ai	AUX	avoir
aimaient	VERB	aimer
avoir	VERB	avoir
du	ADP	de
Jamais	ADV	jamais
maman	NOUN	maman
vite	ADV	vite
,	PUNCT	,
le	DET	le
que	SCONJ	que
grattant	VERB	gratter
elle	PRON	lui
de	ADP	de
,	PUNCT	,
les	DET	le
de	ADP	de
elle	PRON	lui
auquel	PRON	auquel
faisant	AUX	faire
heures	NOUN	heure
des	ADP	de
,	PUNCT	,
la	DET	le
les	PRON	le
Telle	ADJ	tel
et	CCONJ	et
,	PUNCT	,
et	CCONJ	et
soupe	NOUN	soupe
cour	NOUN	cour
partaient	VERB	partir
sein	NOUN	sein
le	DET	le
d'	DET	d'
«	PUNCT	«
autres	PRON	autre
on	PRON	on
un	DET	un
donner	VERB	donner
des	DET	un
.	PUNCT	.
que	PRON	que
du	DET	de
et	CCONJ	et
fallait	VERB	falloir
l'	DET	le
ensemble	ADV	ensemble
malheureux	NOUN	malheureux
»	PUNCT	»
,	PUNCT	,
.	PUNCT	.
vache	NOUN	vache
Etant	AUX	etant
…	PUNCT	…
matin	NOUN	matin
pas	ADV	pas
ménagères	NOUN	ménagère
cinq	NUM	cinq
chassés	VERB	chasser
descendaient	VERB	descendre
en	ADP	en
fallait	VERB	falloir
une	DET	un
maternité	NOUN	maternité
sur	ADP	sur
Je	PRON	je
,	PUNCT	,
grandis	VERB	grandir
vers	ADP	vers
récurant	VERB	récurer
j'	PRON	je
travail	NOUN	travail
la	DET	le
bien	ADV	bien
et	CCONJ	et
,	PUNCT	,
avaient	VERB	avoir
à	ADP	à
était	AUX	être
qu'	PRON	qu'
ans	NOUN	an
désarticuler	VERB	désarticuler
allais	VERB	aller
village	NOUN	village
,	PUNCT	,
nourrie	VERB	nourrir
avions	VERB	avoir
.	PUNCT	.
nous	PRON	nous
me	PRON	me
Ayant	AUX	avoir
de	ADP	de
moi	PRON	moi
blanc	ADJ	blanc
ses	DET	son
Le	DET	le
entrées	NOUN	entrée
étaient	AUX	être
,	PUNCT	,
d'	ADP	de
vaquant	VERB	vaquer
vouvoyer	VERB	vouvoyer
café	NOUN	café
.	PUNCT	.
mon	DET	mon
pièce	NOUN	pièce
Même	ADV	même
»	PUNCT	»
on	PRON	on
la	DET	le
de	ADP	de
quand	SCONJ	quand
:	PUNCT	:
puits	NOUN	puits
préparer	VERB	préparer
à	ADP	à
un	DET	un
ce	DET	ce
Pour	ADP	pour
était	AUX	être
Je	PRON	je
boucher	NOUN	boucher
François	PROPN	François
quelques	DET	quelque
dans	ADP	dans
et	CCONJ	et
hiver	NOUN	hiver
et	CCONJ	et
—	PUNCT	—
avait	AUX	avoir
…	PUNCT	…
est	AUX	être
,	PUNCT	,
se	PRON	se
,	PUNCT	,
;	PUNCT	;
la	DET	le
pourtant	ADV	pourtant
étais	AUX	être
obscure	ADJ	obscur
avantageux	ADJ	avantageux
le	DET	le
j'	PRON	je
tambour	NOUN	tambour
C'	PRON	ce
en	PRON	en
.	PUNCT	.
le	DET	le
qu'	SCONJ	que
coron	NOUN	coron
dix-huit	NUM	dix-huit
à	ADP	à
voisins	ADJ	voisin
dire	VERB	dire
disait	VERB	dire
en	ADP	en
d'	ADP	de
décidé	VERB	décider
installa	VERB	installer
était	AUX	être
rapide	ADJ	rapide
du	ADP	de
,	PUNCT	,
j'	PRON	je
au	ADP	au
fois	NOUN	fois
.	PUNCT	.
délicieux	ADJ	délicieux
familles	NOUN	famille
l'	DET	le
aussi	ADV	aussi
dans	ADP	dans
compliquée	ADJ	compliqué
je	PRON	je
Maman	NOUN	maman
deux	NUM	deux
la	PRON	le
cités	NOUN	cité
vrai	ADJ	vrai
le	DET	le
chez	ADP	chez
la	DET	le
sœurs	NOUN	sœur
notre	DET	notre
née	NOUN	née
et	CCONJ	et
embaumaient	VERB	embaumer
dehors	ADV	dehors
On	PRON	on
nous	PRON	nous
plusieurs	DET	plusieurs
était	AUX	être
éclairée	VERB	éclairer
envoyer	VERB	envoyer
dans	ADP	dans
trop	ADV	trop
attendions	VERB	attendre
,	PUNCT	,
travailler	VERB	travailler
trouvaient	VERB	trouver
les	DET	le
que	SCONJ	que
n'	ADV	n'
après	ADP	après
Les	DET	le
l'	PRON	l'
dans	ADP	dans
y	PRON	y
bien	ADV	bien
le	DET	le
encore	ADV	encore
frères	NOUN	frère
du	ADP	de
.	PUNCT	.
en	PRON	en
fabriquer	VERB	fabriquer
l'	PRON	l'
