cotonnades	NOUN	cotonnade
donne	VERB	donne
le	DET	le
le	DET	le
enfin	ADV	enfin
scientifiques	ADJ	scientifique
que	SCONJ	que
de	ADP	de
n'	ADV	n'
notoriété	NOUN	notoriété
les	DET	le
et	CCONJ	et
espère	VERB	espérer
.	PUNCT	.
très	ADV	très
tant	ADV	tant
parlé	VERB	parler
pas	ADV	pas
fauteuil	NOUN	fauteuil
vous	PRON	vous
Une	DET	un
,	PUNCT	,
Je	PRON	je
y	PRON	y
cuir	NOUN	cuir
J'	PRON	je
détailler	VERB	détailler
Ça	PRON	cela
,	PUNCT	,
tasse	NOUN	tasse
d'	ADP	de
ancien	ADJ	ancien
écrivez	VERB	écrire
propres	ADJ	propre
.	PUNCT	.
rideaux	NOUN	rideau
...	PUNCT	...
polars	NOUN	polar
m'	PRON	me
,	PUNCT	,
dit	VERB	dire
Quand	SCONJ	quand
préparé	VERB	préparer
Il	PRON	il
écrivez	VERB	écrire
En	ADP	en
et	CCONJ	et
m'	PRON	me
pas	ADV	pas
Mais	CCONJ	mais
Pour	ADP	pour
...	PUNCT	...
est	AUX	être
quinzaine	NOUN	quinzaine
Si	SCONJ	si
est	AUX	être
demande	VERB	demande
:	PUNCT	:
un	DET	un
me	PRON	me
à	ADP	à
de	ADP	de
pourcentage	NOUN	pourcentage
voyez	VERB	voir
de	ADP	de
livres	NOUN	livre
-nous	PRON	nous
métier	NOUN	métier
vos	DET	votre
collaboration	NOUN	collaboration
trouvé	VERB	trouver
a	AUX	avoir
.	PUNCT	.
que	SCONJ	que
la	DET	le
somme	NOUN	somme
années	NOUN	année
propos	NOUN	propos
sans	ADP	sans
votre	DET	votre
.	PUNCT	.
en	PRON	en
faites	VERB	faire
fille	NOUN	fille
avachi	ADJ	avachi
et	CCONJ	et
,	PUNCT	,
document	NOUN	document
:	PUNCT	:
tout	ADJ	tout
et	CCONJ	et
Du	ADP	de
strict	ADJ	strict
sol	NOUN	sol
précis	ADJ	précis
les	PRON	le
.	PUNCT	.
puis	CCONJ	puis
pouvoir	VERB	pouvoir
ma	DET	mon
élever	VERB	élever
-vous	PRON	vous
on	PRON	on
communiqué	VERB	communiquer
celui	PRON	celui
âge	NOUN	âge
forfaitaire	ADJ	forfaitaire
ses	DET	son
plus	ADV	plus
de	ADP	de
le	DET	le
habitude	NOUN	habitude
surtout	ADV	surtout
ai	AUX	avoir
vulgarisation	NOUN	vulgarisation
Vous	PRON	vous
l'	DET	le
Comme	SCONJ	comme
des	DET	un
,	PUNCT	,
je	PRON	je
regarder	VERB	regarder
faites	VERB	faire
...	PUNCT	...
permet	VERB	permettre
c'	PRON	ce
beaucoup	ADV	beaucoup
a	AUX	avoir
.	PUNCT	.
personne	NOUN	personne
professeur	NOUN	professeur
à	ADP	à
:	PUNCT	:
les	DET	le
?	PUNCT	?
qui	PRON	qui
,	PUNCT	,
s'	PRON	se
j'	PRON	je
,	PUNCT	,
ce	PRON	ce
vers	ADP	vers
indiscrète	ADJ	indiscret
,	PUNCT	,
un	DET	un
pour	ADP	pour
que	PRON	que
qu'	SCONJ	que
de	ADP	de
l'	DET	le
est	AUX	être
dire	VERB	dire
ai	AUX	avoir
choses	NOUN	chose
jours	NOUN	jour
pas	ADV	pas
écrire	VERB	écrire
foulard	NOUN	foulard
fait	VERB	faire
je	PRON	je
et	CCONJ	et
faire	VERB	faire
en	ADP	en
coussins	NOUN	coussin
ce	PRON	ce
c'	PRON	ce
genre	NOUN	genre
d'	DET	d'
autres	NOUN	autre
dit	VERB	dire
,	PUNCT	,
portait	VERB	porter
.	PUNCT	.
des	DET	un
Aux	ADP	à
...	PUNCT	...
romans	NOUN	roman
il	PRON	il
est	AUX	être
des	DET	un
avait	VERB	avoir
son	DET	son
peut	VERB	pouvoir
Elle	PRON	lui
thé	NOUN	thé
et	CCONJ	et
il	PRON	il
et	CCONJ	et
eu	VERB	avoir
Elle	PRON	lui
est	AUX	être
étais	AUX	être
jus	NOUN	jus
bien	ADV	bien
part	ADP	part
,	PUNCT	,
fautes	NOUN	faute
afin	ADV	afin
fruits	NOUN	fruit
que	SCONJ	que
?	PUNCT	?
parler	VERB	parler
qu'	SCONJ	que
la	DET	le
enfin	ADV	enfin
les	DET	le
des	DET	un
du	ADP	de
,	PUNCT	,
que	SCONJ	que
Elle	PRON	lui
travail	NOUN	travail
de	ADP	de
suis	AUX	être
je	PRON	je
font	VERB	faire
écris	VERB	écrire
elle	PRON	lui
exactement	ADV	exactement
moment	NOUN	moment
A	ADP	à
gris	ADJ	gris
seul	ADJ	seul
colonial	ADJ	colonial
Ça	PRON	cela
photos	NOUN	photo
un	DET	un
des	DET	un
donnait	VERB	donner
ce	PRON	ce
dépareillées	VERB	dépareiller
les	DET	le
Greffier	PROPN	Greffier
—	PUNCT	—
?	PUNCT	?
,	PUNCT	,
disant	VERB	dire
paroles	NOUN	parole
que	PRON	que
chercher	VERB	chercher
comprends	VERB	comprendre
quarante	NUM	quarante
.	PUNCT	.
n'	ADV	n'
n'	ADV	n'
,	PUNCT	,
je	PRON	je
orthographe	NOUN	orthographe
la	DET	le
critiques	NOUN	critique
,	PUNCT	,
ou	CCONJ	ou
beaucoup	ADV	beaucoup
Pour	ADP	pour
les	PRON	le
.	PUNCT	.
mon	DET	mon
pouvoir	VERB	pouvoir
peau	NOUN	peau
énergie	NOUN	énergie
qui	PRON	qui
je	PRON	je
?	PUNCT	?
.	PUNCT	.
—	PUNCT	—
—	PUNCT	—
.	PUNCT	.
et	CCONJ	et
l'	PRON	l'
je	PRON	je
—	PUNCT	—
elle	PRON	lui
.	PUNCT	.
a	AUX	avoir
mais	CCONJ	mais
Du	ADP	de
oui	ADV	oui
Vous	PRON	vous
—	PUNCT	—
s'	PRON	se
rencontrer	VERB	rencontrer
honneur	NOUN	honneur
intimidait	VERB	intimider
vous	PRON	vous
vois	VERB	voir
,	PUNCT	,
seulement	ADV	seulement
des	DET	un
gâteaux	NOUN	gâteau
mettre	VERB	mettre
voudrais	VERB	vouloir
,	PUNCT	,
est	AUX	être
caméléon	ADJ	caméléon
prix	NOUN	prix
sur	ADP	sur
est	AUX	être
une	DET	un
d'	ADP	de
secs	ADJ	sec
divan	NOUN	divan
m'	PRON	me
.	PUNCT	.
pour	ADP	pour
y	PRON	y
plus	ADV	plus
terre	NOUN	terre
dans	ADP	dans
conversation	NOUN	conversation
Vous	PRON	vous
la	DET	le
à	ADP	à
un	DET	un
d'	ADP	de
,	PUNCT	,
dans	ADP	dans
eu	VERB	avoir
thé	NOUN	thé
en	ADP	en
qu'	PRON	qu'
identifier	VERB	identifier
elle	PRON	lui
aise	NOUN	aise
peu	ADV	peu
le	DET	le
siège	NOUN	siège
rouge	ADJ	rouge
.	PUNCT	.
,	PUNCT	,
entendre	VERB	entendre
assise	VERB	asseoir
jouissent	VERB	jouir
vais	VERB	aller
nos	DET	notre
ce	DET	ce
,	PUNCT	,
grande	ADJ	grand
longtemps	ADV	longtemps
,	PUNCT	,
peu	ADV	peu
vous	PRON	vous
.	PUNCT	.
et	CCONJ	et
à	ADP	à
romans	NOUN	roman
—	PUNCT	—
tailleur	NOUN	tailleur
un	DET	un
A	ADP	à
étaient	AUX	être
au	ADP	au
il	PRON	il
tasses	NOUN	tasse
cinquante	NUM	cinquante
et	CCONJ	et
polars	NOUN	polar
romans	NOUN	roman
attendais	VERB	attendre
intéresse	VERB	intéresse
la	DET	le
j'	PRON	je
traduis	VERB	traduire
les	DET	le
le	DET	le
ne	ADV	ne
Elle	PRON	lui
sur	ADP	sur
qualifieraient	VERB	qualifier
parfait	ADJ	parfait
peaux	NOUN	peau
plus	ADV	plus
J'	PRON	je
,	PUNCT	,
temps	NOUN	temps
Ça	PRON	cela
—	PUNCT	—
un	DET	un
,	PUNCT	,
d'	ADP	de
blanches	ADJ	blanc
très	ADV	très
docteur	NOUN	docteur
par	ADP	par
—	PUNCT	—
Ce	PRON	ce
livre	NOUN	livre
gâteaux	NOUN	gâteau
secs	ADJ	sec
s'	PRON	se
des	DET	un
,	PUNCT	,
des	DET	un
;	PUNCT	;
coussin	NOUN	coussin
qu'	PRON	qu'
.	PUNCT	.
empli	VERB	emplir
dépend	VERB	dépendre
de	ADP	de
il	PRON	il
il	PRON	il
corriger	VERB	corriger
En	ADP	en
y	PRON	y
que	PRON	que
que	PRON	que
fait	VERB	faire
en	PRON	en
je	PRON	je
pas	ADV	pas
goût	NOUN	goût
vous	PRON	vous
eu	VERB	avoir
aussi	ADV	aussi
.	PUNCT	.
un	DET	un
me	PRON	me
,	PUNCT	,
,	PUNCT	,
ses	DET	son
des	ADP	de
a	AUX	avoir
l'	PRON	l'
des	DET	un
de	ADP	de
France	PROPN	France
J'	PRON	je
un	DET	un
comme	SCONJ	comme
J'	PRON	je
.	PUNCT	.
uns	NOUN	un
les	DET	le
autour	ADV	autour
des	DET	un
début	NOUN	début
...	PUNCT	...
vous	PRON	vous
plutôt	ADV	plutôt
études	NOUN	étude
—	PUNCT	—
.	PUNCT	.
ne	ADV	ne
en	PRON	en
c'	PRON	ce
avez	AUX	avoir
pas	ADV	pas
y	PRON	y
physicien	NOUN	physicien
devait	VERB	devoir
J'	PRON	je
c'	PRON	ce
.	PUNCT	.
bougeait	VERB	bouger
d'	ADP	de
je	PRON	je
Je	PRON	je
lui	PRON	lui
Entre	ADP	entre
murs	NOUN	mur
c'	PRON	ce
oui	ADV	oui
de	ADP	de
textes	NOUN	texte
et	CCONJ	et
engagé	VERB	engager
une	DET	un
l'	PRON	l'
taper	VERB	taper
Oui	ADV	oui
sers	VERB	servir
certaine	ADJ	certain
de	ADP	de
ai	AUX	avoir
vis	VERB	voir
dans	ADP	dans
sont	AUX	être
bien	ADV	bien
pièce	NOUN	pièce
de	ADP	de
ça	PRON	cela
rédigeais	VERB	rédiger
,	PUNCT	,
était	AUX	être
ai	VERB	avoir
côté	NOUN	côté
...	PUNCT	...
est	AUX	être
l'	DET	le
-vous	PRON	vous
le	DET	le
n'	ADV	n'
,	PUNCT	,
.	PUNCT	.
chèvres	NOUN	chèvre
du	ADP	de
que	SCONJ	que
.	PUNCT	.
...	PUNCT	...
du	ADP	de
café	NOUN	café
-là	PRON	-là
ai	AUX	avoir
Elle	PRON	lui
,	PUNCT	,
Servez	VERB	servir
a	VERB	avoir
...	PUNCT	...
le	DET	le
autre	PRON	autre
coussins	NOUN	coussin
Vous	PRON	vous
Le	DET	le
?	PUNCT	?
un	DET	un
—	PUNCT	—
dans	ADP	dans
elle	PRON	lui
dû	VERB	devoir
,	PUNCT	,
ai	AUX	avoir
bien	ADV	bien
une	DET	un
corrigeais	VERB	corriger
écrire	VERB	écrire
—	PUNCT	—
,	PUNCT	,
amené	VERB	amener
de	ADP	de
des	ADP	de
ont	AUX	avoir
.	PUNCT	.
veux	VERB	vouloir
ai	AUX	avoir
avec	ADP	avec
à	ADP	à
,	PUNCT	,
me	PRON	me
Une	DET	un
succès	NOUN	succès
,	PUNCT	,
c'	PRON	ce
—	PUNCT	—
les	DET	le
c'	PRON	ce
femme	NOUN	femme
j'	PRON	je
vous	PRON	vous
qu'	PRON	qu'
nutrition	NOUN	nutrition
de	ADP	de
coup	NOUN	coup
,	PUNCT	,
.	PUNCT	.
préférez	VERB	préférer
lire	VERB	lire
,	PUNCT	,
thermodynamicien	NOUN	thermodynamicien
exprimait	VERB	exprimer
de	ADP	de
»	PUNCT	»
...	PUNCT	...
ont	VERB	avoir
conventionnel	ADJ	conventionnel
le	DET	le
verbales	ADJ	verbal
écrivait	VERB	écrire
J'	PRON	je
.	PUNCT	.
.	PUNCT	.
salon	NOUN	salon
et	CCONJ	et
installer	VERB	installer
du	DET	de
...	PUNCT	...
à	ADP	à
est	AUX	être
-on	PRON	on
signera	VERB	signer
conditions	NOUN	condition
qui	PRON	qui
gravures	NOUN	gravure
ça	PRON	cela
des	ADP	de
—	PUNCT	—
sort	VERB	sortir
vocabulaire	NOUN	vocabulaire
travail	NOUN	travail
personne	NOUN	personne
pour	ADP	pour
ne	ADV	ne
«	PUNCT	«
on	PRON	on
Je	PRON	je
asseoir	VERB	asseoir
le	DET	le
est	AUX	être
livres	NOUN	livre
Un	DET	un
d'	ADP	de
pas	ADV	pas
désigné	VERB	désigner
gagner	VERB	gagner
votre	DET	votre
...	PUNCT	...
Elle	PRON	lui
mise	VERB	mettre
depuis	ADP	depuis
le	PRON	le
Comment	ADV	comment
des	ADP	de
que	PRON	que
lui-même	PRON	lui-même
de	ADP	de
des	DET	un
m'	PRON	me
«	PUNCT	«
,	PUNCT	,
?	PUNCT	?
me	PRON	me
ai	AUX	avoir
elle	PRON	lui
donne	VERB	donne
était	AUX	être
sur	ADP	sur
pu	VERB	pouvoir
appris	VERB	apprendre
téléphone	NOUN	téléphone
qui	PRON	qui
Elle	PRON	lui
aimer	VERB	aimer
simple	ADJ	simple
étonné	VERB	étonner
:	PUNCT	:
vos	DET	votre
entends	VERB	entendre
ne	ADV	ne
est	AUX	être
un	DET	un
certains	DET	certain
années	NOUN	année
passionnant	ADJ	passionnant
»	PUNCT	»
C'	PRON	ce
des	ADP	de
être	AUX	être
.	PUNCT	.
était	AUX	être
,	PUNCT	,
,	PUNCT	,
.	PUNCT	.
et	CCONJ	et
Je	PRON	je
est	AUX	être
est	AUX	être
textes	NOUN	texte
Je	PRON	je
Elle	PRON	lui
joindre	VERB	joindre
Bourget	PROPN	Bourget
arrivez	VERB	arriver
prendrez	VERB	prendre
lire	VERB	lire
.	PUNCT	.
je	PRON	je
que	PRON	que
j'	PRON	je
je	PRON	je
,	PUNCT	,
à	ADP	à
»	PUNCT	»
senti	VERB	sentir
.	PUNCT	.
à	ADP	à
sur	ADP	sur
me	PRON	me
.	PUNCT	.
beau	ADJ	beau
.	PUNCT	.
docteur	NOUN	docteur
livre	NOUN	livre
des	DET	un
entendons	VERB	entendre
:	PUNCT	:
Quel	DET	quel
de	ADP	de
ils	PRON	il
J'	PRON	je
a	VERB	avoir
ai	AUX	avoir
peu	ADV	peu
pas	ADV	pas
.	PUNCT	.
est	AUX	être
j'	PRON	je
écriture	NOUN	écriture
pas	ADV	pas
rose	ADJ	rose
...	PUNCT	...
comme	ADP	comme
réfléchir	VERB	réfléchir
ai	AUX	avoir
et	CCONJ	et
,	PUNCT	,
métier	NOUN	métier
empli	VERB	emplir
:	PUNCT	:
temps	NOUN	temps
vos	DET	votre
arrive	VERB	arrive
J'	PRON	je
de	ADP	de
.	PUNCT	.
à	ADP	à
ça	PRON	cela
et	CCONJ	et
ai	AUX	avoir
de	ADP	de
agréable	ADJ	agréable
grand-chose	PRON	grand-chose
aucun	PRON	aucun
Presque	ADV	presque
tasses	NOUN	tasse
noué	VERB	nouer
de	ADP	de
son	DET	son
par	ADP	par
et	CCONJ	et
du	ADP	de
glisser	VERB	glisser
arbres	NOUN	arbre
que	SCONJ	que
,	PUNCT	,
Et	CCONJ	et
...	PUNCT	...
elle	PRON	lui
un	DET	un
mais	CCONJ	mais
plateau	NOUN	plateau
policiers	ADJ	policier
une	DET	un
longtemps	ADV	longtemps
sur	ADP	sur
offert	VERB	offrir
avec	ADP	avec
,	PUNCT	,
fautes	NOUN	faute
,	PUNCT	,
faut	VERB	falloir
cou	NOUN	cou
repartie	VERB	repartir
s'	PRON	se
a	AUX	avoir
à	ADP	à
qu'	PRON	qu'
bien	ADV	bien
suis	AUX	être
c'	PRON	ce
ce	PRON	ce
la	DET	le
autres	PRON	autre
—	PUNCT	—
au	ADP	au
des	DET	un
bas	NOUN	bas
de	ADP	de
Vous	PRON	vous
Elle	PRON	lui
m'	PRON	me
je	PRON	je
Je	PRON	je
noirs	ADJ	noir
livres	NOUN	livre
une	DET	un
moi	PRON	moi
,	PUNCT	,
je	PRON	je
trop	ADV	trop
s'	PRON	se
mes	DET	mon
,	PUNCT	,
dois	VERB	devoir
m'	PRON	me
d'	ADP	de
livres	NOUN	livre
fauteuil	NOUN	fauteuil
désir	NOUN	désir
délabré	VERB	délabrer
ans	NOUN	an
.	PUNCT	.
deux	NUM	deux
écrire	VERB	écrire
ai	AUX	avoir
cela	PRON	cela
m'	PRON	me
.	PUNCT	.
suite	NOUN	suite
—	PUNCT	—
m'	PRON	me
je	PRON	je
J'	PRON	je
des	DET	un
chose	NOUN	chose
Enfin	ADV	enfin
.	PUNCT	.
me	PRON	me
,	PUNCT	,
Des	DET	un
avec	ADP	avec
?	PUNCT	?
mon	DET	mon
ce	DET	ce
en	ADP	en
Bourget	PROPN	Bourget
un	DET	un
Pas	ADV	pas
me	PRON	me
étudiante	NOUN	étudiant
la	DET	le
...	PUNCT	...
des	DET	un
donné	VERB	donner
mes	DET	mon
une	DET	un
la	DET	le
des	DET	un
et	CCONJ	et
avait	AUX	avoir
autre	ADJ	autre
conventionnelle	ADJ	conventionnel
failli	VERB	faillir
revenue	VERB	revenir
un	DET	un
le	DET	le
Au	ADP	au
a	AUX	avoir
agréable	ADJ	agréable
.	PUNCT	.
fait	VERB	faire
qui	PRON	qui
autour	ADV	autour
occupais	VERB	occuper
été	AUX	être
de	ADP	de
je	PRON	je
elle	PRON	lui
a	VERB	avoir
de	ADP	de
policiers	NOUN	policier
,	PUNCT	,
exercé	VERB	exercer
vie	NOUN	vie
par	ADP	par
curieux	ADJ	curieux
je	PRON	je
.	PUNCT	.
que	SCONJ	que
m'	PRON	me
de	ADP	de
J'	PRON	je
ailleurs	ADV	ailleurs
elle	PRON	lui
ne	ADV	ne
avait	VERB	avoir
,	PUNCT	,
vous	PRON	vous
ont	VERB	avoir
Eh	INTJ	Eh
cru	VERB	croire
écrire	VERB	écrire
intrigué	VERB	intriguer
passionnait	VERB	passionner
une	DET	un
mûre	ADJ	mûr
se	PRON	se
pas	ADV	pas
mondaine	ADJ	mondain
la	DET	le
jouait	VERB	jouer
sa	DET	son
On	PRON	on
convenus	VERB	convenir
suis	AUX	être
n'	ADV	n'
aurais	VERB	avoir
:	PUNCT	:
,	PUNCT	,
à	ADP	à
»	PUNCT	»
s'	PRON	se
faisais	VERB	faire
ce	PRON	ce
pour	ADP	pour
Une	DET	un
essayons	VERB	essayer
aux	ADP	à
bout	NOUN	bout
moyens	NOUN	moyen
moi	PRON	moi
Tout	ADV	tout
J'	PRON	je
,	PUNCT	,
pages	NOUN	page
d'	ADP	de
possible	ADJ	possible
,	PUNCT	,
Et	CCONJ	et
...	PUNCT	...
dire	VERB	dire
j'	PRON	je
été	AUX	être
un	DET	un
répète	VERB	répète
Je	PRON	je
,	PUNCT	,
pourquoi	ADV	pourquoi
je	PRON	je
remettre	VERB	remettre
ça	PRON	cela
«	PUNCT	«
simples	ADJ	simple
je	PRON	je
pas	ADV	pas
besoin	NOUN	besoin
l'	PRON	l'
à	ADP	à
en	PRON	en
vacances	NOUN	vacance
que	SCONJ	que
Chester	PROPN	Chester
rauque	ADJ	rauque
servait	VERB	servir
vraies	ADJ	vrai
A	ADP	à
haute	ADJ	haut
à	ADP	à
pouvez	VERB	pouvoir
fait	VERB	faire
en	ADP	en
qui	PRON	qui
,	PUNCT	,
s'	PRON	se
Peut	ADV	peut
dont	PRON	dont
L'	DET	le
,	PUNCT	,
sera	AUX	être
pis	ADV	pis
j'	PRON	je
ai	VERB	avoir
cela	PRON	cela
que	PRON	que
ses	DET	son
d'	DET	d'
Honnêtement	ADV	honnêtement
?	PUNCT	?
«	PUNCT	«
grand-chose	NOUN	grand-chose
«	PUNCT	«
fait	VERB	faire
?	PUNCT	?
temps	NOUN	temps
,	PUNCT	,
m'	PRON	me
ça	PRON	cela
vécu	VERB	vivre
Pourtant	ADV	pourtant
de	DET	de
guillemets	NOUN	guillemet
souri	VERB	sourire
ses	DET	son
»	PUNCT	»
voix	NOUN	voix
tête	NOUN	tête
.	PUNCT	.
Ce	PRON	ce
s'	PRON	se
de	ADP	de
essayé	VERB	essayer
la	DET	le
authentique	ADJ	authentique
elle	PRON	lui
pas	ADV	pas
conversation	NOUN	conversation
index	NOUN	index
ne	ADV	ne
j'	PRON	je
ses	DET	son
.	PUNCT	.
.	PUNCT	.
Les	DET	le
Je	PRON	je
besoin	NOUN	besoin
mesure	NOUN	mesure
raconter	VERB	raconter
ce	PRON	ce
pas	ADV	pas
,	PUNCT	,
à	ADP	à
vous	PRON	vous
vu	VERB	voir
:	PUNCT	:
Mais	CCONJ	mais
chez	ADP	chez
,	PUNCT	,
:	PUNCT	:
voix	NOUN	voix
,	PUNCT	,
air	NOUN	air
—	PUNCT	—
récupéré	VERB	récupérer
plus	ADV	plus
ai	VERB	avoir
suis	AUX	être
.	PUNCT	.
sujet	NOUN	sujet
parler	VERB	parler
on	PRON	on
aise	NOUN	aise
que	PRON	que
d'	ADP	de
qui	PRON	qui
étais	VERB	être
seule	ADJ	seul
tâtaient	VERB	tâter
vous	PRON	vous
ses	DET	son
donné	VERB	donner
belle	ADJ	bel
.	PUNCT	.
êtes	VERB	être
la	DET	le
a	AUX	avoir
ce	PRON	ce
être	AUX	être
,	PUNCT	,
Voilà	VERB	voilà
qu'	SCONJ	que
Tant	ADV	tant
que	SCONJ	que
abord	NOUN	abord
«	PUNCT	«
partager	VERB	partager
si	SCONJ	si
peu	ADV	peu
vous	PRON	vous
semble	VERB	semble
lui	PRON	lui
matériel	NOUN	matériel
m'	PRON	me
de	ADP	de
elle	PRON	lui
est	AUX	être
savants	ADJ	savant
me	PRON	me
les	DET	le
Je	PRON	je
,	PUNCT	,
que	SCONJ	que
,	PUNCT	,
traduirai	VERB	traduire
séquences	NOUN	séquence
ai	AUX	avoir
je	PRON	je
surpris	VERB	surprendre
crois	VERB	croire
qui	PRON	qui
décembre	NOUN	décembre
de	ADP	de
...	PUNCT	...
peu	ADV	peu
en	ADP	en
je	PRON	je
.	PUNCT	.
tête	NOUN	tête
«	PUNCT	«
qu'	SCONJ	que
ses	DET	son
préférerais	VERB	préférer
forme	NOUN	forme
assez	ADV	assez
théoriques	ADJ	théorique
qu'	SCONJ	que
je	PRON	je
à	ADP	à
se	PRON	se
méthodes	NOUN	méthode
le	DET	le
s'	PRON	se
fournissiez	VERB	fournir
notes	NOUN	note
bonnet	NOUN	bonnet
a	AUX	avoir
Immédiatement	ADV	immédiatement
chez	ADP	chez
trop	ADV	trop
.	PUNCT	.
le	DET	le
ma	DET	mon
sommes	AUX	être
,	PUNCT	,
,	PUNCT	,
«	PUNCT	«
certaines	PRON	certains
sécurité	NOUN	sécurité
les	PRON	le
ce	PRON	ce
une	DET	un
voudrait	VERB	vouloir
redresser	VERB	redresser
fur	NOUN	fur
il	PRON	il
.	PUNCT	.
simple	ADJ	simple
elle	PRON	lui
resteront	VERB	rester
ils	PRON	il
les	DET	le
avion	NOUN	avion
aurai	VERB	avoir
J'	PRON	je
mots	NOUN	mot
cette	DET	ce
quelque	DET	quelque
faisait	VERB	faire
près	ADV	près
un	DET	un
heures	NOUN	heure
,	PUNCT	,
.	PUNCT	.
Je	PRON	je
attention	NOUN	attention
mentionné	VERB	mentionner
est	AUX	être
même	ADJ	même
d'	ADP	de
,	PUNCT	,
au	ADP	au
.	PUNCT	.
délivrent	VERB	délivrer
j'	PRON	je
Elle	PRON	lui
elle	PRON	lui
vous	PRON	vous
,	PUNCT	,
idoles	NOUN	idole
...	PUNCT	...
—	PUNCT	—
à	ADP	à
de	ADP	de
plus	ADV	plus
et	CCONJ	et
1979	NUM	1979
bouche	NOUN	bouche
écoutée	VERB	écouter
les	DET	le
Ses	DET	son
préférez	VERB	préférer
,	PUNCT	,
qu'	SCONJ	que
lui	PRON	lui
que	SCONJ	que
crois	VERB	croire
sens	NOUN	sens
compte	VERB	compte
de	ADP	de
par	ADP	par
Au	ADP	au
le	DET	le
elle	PRON	lui
elle	PRON	lui
m'	PRON	me
ai	VERB	avoir
sais	VERB	savoir
.	PUNCT	.
de	ADP	de
avis	NOUN	avis
égal	ADJ	égal
déformée	VERB	déformer
mes	DET	mon
tenir	VERB	tenir
perdue	VERB	perdre
qui	PRON	qui
grandes	ADJ	grand
trouvé	VERB	trouver
vendredi	NOUN	vendredi
Comment	ADV	comment
que	SCONJ	que
leur	DET	leur
.	PUNCT	.
pas	ADV	pas
émue	VERB	émouvoir
.	PUNCT	.
là	ADV	là
.	PUNCT	.
quelque	DET	quelque
a	AUX	avoir
là	ADV	là
Et	CCONJ	et
monde	NOUN	monde
combler	VERB	combler
devoir	NOUN	devoir
pour	ADP	pour
et	CCONJ	et
pourrait	VERB	pouvoir
elle	PRON	lui
,	PUNCT	,
casier	NOUN	casier
ce	PRON	ce
duré	VERB	durer
exprimer	VERB	exprimer
En	ADP	en
des	ADP	de
que	SCONJ	que
leur	DET	leur
et	CCONJ	et
distance	NOUN	distance
