gibier	NOUN	gibier
sans	ADP	sans
!	PUNCT	!
ont	VERB	avoir
rien	PRON	rien
belle	ADJ	bel
mes	DET	mon
l'	DET	le
de	ADP	de
aussi	ADV	aussi
tableau	NOUN	tableau
.	PUNCT	.
qu'	PRON	qu'
.	PUNCT	.
son	DET	son
,	PUNCT	,
la	DET	le
la	DET	le
yeux	NOUN	oeil
?	PUNCT	?
en	ADP	en
,	PUNCT	,
lycée	NOUN	lycée
elles	PRON	lui
y	PRON	y
mère	NOUN	mère
passent	VERB	passer
de	ADP	de
:	PUNCT	:
en	ADP	en
mère	NOUN	mère
,	PUNCT	,
et	CCONJ	et
ma	DET	mon
les	DET	le
deux	PRON	deux
mieux	ADV	mieux
me	PRON	me
de	ADP	de
autres	PRON	autre
cachent	VERB	cacher
suis	VERB	suivre
ensemble	ADV	ensemble
bon	ADJ	bon
un	DET	un
oreilles	NOUN	oreille
visage	NOUN	visage
miracle	NOUN	miracle
,	PUNCT	,
mélancolie	NOUN	mélancolie
est	VERB	être
de	ADP	de
bons	ADJ	bon
pour	ADP	pour
au	ADP	au
seule	ADJ	seul
pas	ADV	pas
.	PUNCT	.
se	PRON	se
plaisir	NOUN	plaisir
Vous	PRON	vous
me	PRON	me
bénir	VERB	bénir
je	PRON	je
tard	ADV	tard
.	PUNCT	.
misères	NOUN	misère
qu'	PRON	qu'
Les	DET	le
de	ADP	de
embrasse	VERB	embrasser
Ma	DET	mon
qu'	PRON	qu'
.	PUNCT	.
.	PUNCT	.
tournent	VERB	tourner
Elles	PRON	lui
la	DET	le
,	PUNCT	,
ma	DET	mon
dans	ADP	dans
la	DET	le
ne	ADV	ne
de	ADP	de
de	ADP	de
verrues	NOUN	verrue
aime	VERB	aime
.	PUNCT	.
jeunesse	NOUN	jeunesse
c'	PRON	ce
les	DET	le
les	DET	le
appelle	VERB	appeler
je	PRON	je
comme	ADP	comme
mais	CCONJ	mais
souffrir	VERB	souffrir
regarde	VERB	regarde
les	PRON	le
enfantez	VERB	enfanter
vois	VERB	voir
mère	NOUN	mère
côtés	NOUN	côté
de	ADP	de
air	NOUN	air
Chaque	DET	chaque
murs	NOUN	mur
.	PUNCT	.
je	PRON	je
qu'	SCONJ	que
comme	SCONJ	comme
le	DET	le
ma	DET	mon
n'	ADV	n'
sur	ADP	sur
moment	NOUN	moment
?	PUNCT	?
pour	ADP	pour
on	PRON	on
La	DET	le
éprouve	VERB	éprouve
enfants	NOUN	enfant
rusées	ADJ	rusée
morale	NOUN	morale
comme	ADP	comme
?	PUNCT	?
carnet	NOUN	carnet
boulanger	NOUN	boulanger
ils	PRON	il
Chaque	DET	chaque
,	PUNCT	,
on	PRON	on
envoyer	VERB	envoyer
un	DET	un
des	DET	un
ma	DET	mon
nuit	NOUN	nuit
.	PUNCT	.
tournent	VERB	tourner
comme	ADP	comme
Je	PRON	je
simple	ADJ	simple
—	PUNCT	—
misère	NOUN	misère
pour	ADP	pour
ailes	NOUN	aile
sont	AUX	être
il	PRON	il
!	PUNCT	!
gens	NOUN	gens
des	DET	un
,	PUNCT	,
que	SCONJ	que
vois	VERB	voir
économies	NOUN	économie
à	ADP	à
des	DET	un
dos	NOUN	dos
,	PUNCT	,
père	NOUN	père
devenir	VERB	devenir
gardera	VERB	garder
devenir	VERB	devenir
boucles	NOUN	boucle
mon	DET	mon
pas	ADV	pas
.	PUNCT	.
de	ADP	de
C'	PRON	ce
êtes	AUX	être
poussières	NOUN	poussière
qui	PRON	qui
économies	NOUN	économie
peint	VERB	peindre
nuit	NOUN	nuit
pour	ADP	pour
renversée	VERB	renverser
.	PUNCT	.
suis	AUX	être
de	ADP	de
n'	ADV	n'
les	DET	le
de	ADP	de
sottise	NOUN	sottise
milliers	NOUN	millier
?	PUNCT	?
la	DET	le
ils	PRON	il
la	DET	le
attraits	NOUN	attrait
mère	NOUN	mère
âge	NOUN	âge
personne	PRON	personne
serait	AUX	être
tableaux	NOUN	tableau
et	CCONJ	et
ceux	PRON	celui
a	AUX	avoir
êtes	VERB	être
rien	PRON	rien
de	ADP	de
du	ADP	de
s'	PRON	se
charge	NOUN	charge
,	PUNCT	,
portrait	NOUN	portrait
banque	NOUN	banque
épouser	VERB	épouser
Comment	ADV	comment
est	VERB	être
seule	ADJ	seul
Hier	ADV	hier
peur	NOUN	peur
jour	NOUN	jour
vous	PRON	vous
instituteur	NOUN	instituteur
retraite	NOUN	retraite
Peindre	VERB	peindre
est	AUX	être
s'	SCONJ	s'
bout	NOUN	bout
eu	VERB	avoir
est	AUX	être
pire	ADJ	pire
colorent	VERB	colorer
moi	PRON	moi
au	ADP	au
être	AUX	être
.	PUNCT	.
je	PRON	je
de	ADP	de
est	VERB	être
.	PUNCT	.
avez	VERB	avoir
homme	NOUN	homme
que	SCONJ	que
branche	NOUN	branche
autour	ADV	autour
frais	ADJ	frais
êtes	AUX	être
les	DET	le
emparer	VERB	emparer
aisance	NOUN	aisance
quelque	DET	quelque
fumier	NOUN	fumier
dans	ADP	dans
Vous	PRON	vous
elle	PRON	lui
dit	VERB	dire
?	PUNCT	?
est	VERB	être
partir	VERB	partir
qu'	SCONJ	que
.	PUNCT	.
dans	ADP	dans
Peintre	NOUN	peintre
.	PUNCT	.
font	VERB	faire
que	PRON	que
une	DET	un
m'	PRON	me
lame	NOUN	lame
se	PRON	se
un	DET	un
taisent	VERB	taire
mère	NOUN	mère
maison	NOUN	maison
mémoire	NOUN	mémoire
du	ADP	de
son	DET	son
ils	PRON	il
chance	NOUN	chance
capable	ADJ	capable
d'	ADP	de
mes	DET	mon
Et	CCONJ	et
prêtre	NOUN	prêtre
Je	PRON	je
maintenant	ADV	maintenant
pas	ADV	pas
pas	ADV	pas
de	ADP	de
bon	ADJ	bon
aucune	DET	aucun
arrive	VERB	arrive
hirondelles	NOUN	hirondelle
parfois	ADV	parfois
chose	NOUN	chose
malade	ADJ	malade
Il	PRON	il
un	DET	un
premiers	ADJ	premier
ne	ADV	ne
La	DET	le
,	PUNCT	,
et	CCONJ	et
ont	VERB	avoir
matin	NOUN	matin
de	ADP	de
sa	DET	son
se	PRON	se
est	AUX	être
«	PUNCT	«
m'	PRON	me
racoleuses	ADJ	racoleur
je	PRON	je
que	SCONJ	que
femme	NOUN	femme
bon	ADJ	bon
de	ADP	de
.	PUNCT	.
Au	ADP	au
parmi	ADP	parmi
moi	PRON	moi
Quand	SCONJ	quand
a	AUX	avoir
de	ADP	de
à	ADP	à
le	DET	le
saisit	VERB	saisir
tient	VERB	tenir
vie	NOUN	vie
est	AUX	être
le	DET	le
,	PUNCT	,
me	PRON	me
des	ADP	de
me	PRON	me
souffrir	VERB	souffrir
m'	PRON	me
lumière	NOUN	lumière
la	DET	le
aussi	ADV	aussi
.	PUNCT	.
de	ADP	de
femmes	NOUN	femme
La	DET	le
Les	DET	le
nés	VERB	naître
.	PUNCT	.
soit	AUX	être
main	NOUN	main
.	PUNCT	.
heureux	ADJ	heureux
ne	ADV	ne
des	DET	un
se	PRON	se
le	DET	le
ses	DET	son
où	PRON	où
ruses	NOUN	ruse
je	PRON	je
les	DET	le
vivant	NOUN	vivant
ensoleillent	VERB	ensoleiller
C'	PRON	ce
de	ADP	de
qu'	SCONJ	que
dans	ADP	dans
elle	PRON	lui
,	PUNCT	,
peignant	VERB	peindre
sens	NOUN	sens
égoïstes	NOUN	égoïste
solitude	NOUN	solitude
ce	PRON	ce
-vous	PRON	vous
qui	PRON	qui
folie	NOUN	folie
est	AUX	être
homme	NOUN	homme
fils	NOUN	fils
voir	VERB	voir
les	DET	le
.	PUNCT	.
guerre	NOUN	guerre
soleil	NOUN	soleil
de	ADP	de
-ils	PRON	il
là	ADV	là
à	ADP	à
moment	NOUN	moment
,	PUNCT	,
bien	ADV	bien
vous	PRON	vous
tourne	VERB	tourne
te	PRON	te
n'	ADV	n'
elle	PRON	lui
chaque	DET	chaque
bout	NOUN	bout
est	AUX	être
tranchant	NOUN	tranchant
D'	ADP	de
?	PUNCT	?
d'	ADP	de
pas	ADV	pas
-ils	PRON	il
mariera	VERB	marier
tu	PRON	tu
hais	VERB	haïr
de	ADP	de
l'	DET	le
!	PUNCT	!
pas	ADV	pas
parmi	ADP	parmi
chéri	NOUN	chéri
qui	PRON	qui
une	DET	un
elle	PRON	lui
de	ADP	de
drôle	ADJ	drôle
chemin	NOUN	chemin
vous	PRON	vous
trop	ADV	trop
sourit	VERB	sourire
peintres	NOUN	peintre
La	DET	le
milliards	NOUN	milliard
.	PUNCT	.
scolaire	ADJ	scolaire
:	PUNCT	:
des	DET	un
pourrai	VERB	pouvoir
et	CCONJ	et
ont	AUX	avoir
mère	NOUN	mère
êtres	NOUN	être
Ma	DET	mon
Mon	DET	mon
une	DET	un
son	DET	son
ombre	NOUN	ombre
Rêver	VERB	rêver
braconniers	NOUN	braconnier
bien	ADV	bien
tard	ADV	tard
rire	NOUN	rire
chose	NOUN	chose
je	PRON	je
Imagine	VERB	imagine
pain	NOUN	pain
de	ADP	de
c'	PRON	ce
endormir	VERB	endormir
?	PUNCT	?
le	DET	le
n'	ADV	n'
des	ADP	de
l'	PRON	l'
peinture	NOUN	peinture
ils	PRON	il
peux	VERB	pouvoir
de	ADP	de
donne	VERB	donne
la	DET	le
mort	VERB	mourir
votre	DET	votre
de	ADP	de
qui	PRON	qui
à	ADP	à
ils	PRON	il
plus	ADV	plus
au	ADP	au
économies	NOUN	économie
Si	SCONJ	si
de	ADP	de
suspendues	VERB	suspendre
que	SCONJ	que
ses	DET	son
ne	ADV	ne
rien	PRON	rien
pire	ADJ	pire
donner	VERB	donner
autour	ADV	autour
la	DET	le
veulent	VERB	vouloir
est	AUX	être
habitons	VERB	habiter
de	DET	de
veuve	NOUN	veuve
je	PRON	je
faire	VERB	faire
amour	NOUN	amour
On	PRON	on
joie	NOUN	joie
.	PUNCT	.
.	PUNCT	.
d'	ADP	de
à	ADP	à
éclate	VERB	éclate
seule	ADJ	seul
bien	ADV	bien
personne	PRON	personne
la	DET	le
de	ADP	de
toujours	ADV	toujours
souffrir	VERB	souffrir
à	ADP	à
ne	ADV	ne
Il	PRON	il
pas	ADV	pas
sait	VERB	savoir
sourire	NOUN	sourire
de	ADP	de
Mais	CCONJ	mais
quelque	DET	quelque
débuter	VERB	débuter
,	PUNCT	,
,	PUNCT	,
presque	ADV	presque
plus	ADV	plus
ce	PRON	ce
moment	NOUN	moment
C'	PRON	ce
un	DET	un
prive	VERB	prive
des	DET	un
commence	VERB	commencer
qu'	SCONJ	que
sur	ADP	sur
la	DET	le
qu'	SCONJ	que
des	ADP	de
de	ADP	de
seulement	ADV	seulement
vos	DET	votre
y	PRON	y
,	PUNCT	,
C'	PRON	ce
.	PUNCT	.
pas	ADV	pas
intéresse	VERB	intéresse
.	PUNCT	.
es	AUX	être
.	PUNCT	.
guêpes	NOUN	guêpe
elles	PRON	lui
mère	NOUN	mère
morts	NOUN	mort
qui	PRON	qui
autres	NOUN	autre
:	PUNCT	:
faut	VERB	falloir
petit	ADJ	petit
chevalet	NOUN	chevalet
Je	PRON	je
Ma	DET	mon
Je	PRON	je
appelle	VERB	appeler
docteurs	NOUN	docteur
devenir	VERB	devenir
gestes	NOUN	geste
.	PUNCT	.
je	PRON	je
mon	DET	mon
son	DET	son
m'	PRON	me
grands	ADJ	grand
un	DET	un
petite	ADJ	petit
.	PUNCT	.
suis	AUX	être
remplir	VERB	remplir
monstres	NOUN	monstre
,	PUNCT	,
grand	ADJ	grand
là	ADV	là
de	ADP	de
.	PUNCT	.
être	AUX	être
ensuite	ADV	ensuite
si	ADV	si
nous	PRON	nous
chez	ADP	chez
homme	NOUN	homme
son	DET	son
des	DET	un
moutarde	NOUN	moutarde
vocation	NOUN	vocation
veuve	NOUN	veuve
ma	DET	mon
sur	ADP	sur
ils	PRON	il
et	CCONJ	et
rasent	VERB	raser
et	CCONJ	et
goût	NOUN	goût
famille	NOUN	famille
marques	NOUN	marque
ai	VERB	avoir
.	PUNCT	.
y	PRON	y
fois	NOUN	fois
descendants	NOUN	descendant
secours	NOUN	secours
on	PRON	on
tente	VERB	tente
a	AUX	avoir
au	ADP	au
pauvreté	NOUN	pauvreté
les	DET	le
misère	NOUN	misère
sauve	VERB	sauve
voleurs	NOUN	voleur
.	PUNCT	.
ne	ADV	ne
,	PUNCT	,
soldat	NOUN	soldat
des	DET	un
au	ADP	au
le	DET	le
d'	ADP	de
sait	VERB	savoir
ton	DET	ton
La	DET	le
la	DET	le
donner	VERB	donner
des	DET	un
.	PUNCT	.
Hommes	NOUN	homme
trop	ADV	trop
plus	ADV	plus
dit	VERB	dire
quand	SCONJ	quand
,	PUNCT	,
abord	NOUN	abord
plus	ADV	plus
emploi	NOUN	emploi
reconnaissance	NOUN	reconnaissance
une	DET	un
que	ADV	que
de	ADP	de
Nous	PRON	nous
comme	ADP	comme
c'	PRON	ce
me	PRON	me
au	ADP	au
de	ADP	de
devine	VERB	devine
tiens	VERB	tenir
malédiction	NOUN	malédiction
coiffeurs	NOUN	coiffeur
fait	VERB	faire
naissent	VERB	naître
tourner	VERB	tourner
si	ADV	si
un	DET	un
ne	ADV	ne
je	PRON	je
aussi	ADV	aussi
vous	PRON	vous
dans	ADP	dans
ville	NOUN	ville
ce	PRON	ce
banque	NOUN	banque
retard	NOUN	retard
je	PRON	je
peut	VERB	pouvoir
peut	VERB	pouvoir
murmure	VERB	murmure
a	VERB	avoir
,	PUNCT	,
malédiction	NOUN	malédiction
Ils	PRON	il
avec	ADP	avec
est	AUX	être
Pères	NOUN	père
lui	PRON	lui
vient	VERB	venir
durer	VERB	durer
,	PUNCT	,
l'	DET	le
mais	CCONJ	mais
pas	ADV	pas
lui	PRON	lui
trouvée	VERB	trouver
,	PUNCT	,
elle	PRON	lui
est	AUX	être
sur	ADP	sur
de	ADP	de
qui	PRON	qui
manie	NOUN	manie
volera	VERB	voler
jour	NOUN	jour
mais	CCONJ	mais
place	NOUN	place
Elle	PRON	lui
.	PUNCT	.
sont	AUX	être
les	PRON	le
pas	ADV	pas
un	DET	un
.	PUNCT	.
!	PUNCT	!
mauvais	ADJ	mauvais
Pas	ADV	pas
ne	ADV	ne
a	VERB	avoir
et	CCONJ	et
que	SCONJ	que
-ce	PRON	-ce
montrer	VERB	montrer
vous	PRON	vous
porte	NOUN	porte
que	SCONJ	que
ces	DET	ce
voient	VERB	voir
Jugeote	NOUN	jugeote
voir	VERB	voir
trouver	VERB	trouver
Chez	ADP	chez
précéder	VERB	précéder
réfléchissent	VERB	réfléchir
à	ADP	à
ce	PRON	ce
avoir	VERB	avoir
ne	ADV	ne
te	PRON	te
gronde	VERB	gronde
,	PUNCT	,
moi	PRON	moi
les	PRON	le
la	DET	le
sa	DET	son
font	VERB	faire
-vous	PRON	vous
,	PUNCT	,
peut	VERB	pouvoir
n'	ADV	n'
ce	DET	ce
fait	VERB	faire
comme	SCONJ	comme
peintre	NOUN	peintre
trop	ADV	trop
fixe	VERB	fixe
peintre	NOUN	peintre
la	DET	le
jamais	ADV	jamais
je	PRON	je
avait	VERB	avoir
est	AUX	être
ressemblent	VERB	ressembler
aussi	ADV	aussi
impression	NOUN	impression
de	ADP	de
,	PUNCT	,
qui	PRON	qui
que	PRON	que
Ne	ADV	ne
,	PUNCT	,
intéressés	VERB	intéresser
vous	PRON	vous
devenir	VERB	devenir
.	PUNCT	.
au	ADP	au
pauvre	NOUN	pauvre
la	DET	le
?	PUNCT	?
.	PUNCT	.
de	ADP	de
de	DET	de
Aucun	DET	aucun
n'	ADV	n'
buses	NOUN	buse
jour	NOUN	jour
.	PUNCT	.
il	PRON	il
le	DET	le
Je	PRON	je
tiendrai	VERB	tenir
veut	VERB	vouloir
dans	ADP	dans
Rembrandt	PROPN	Rembrandt
ces	DET	ce
saison	NOUN	saison
ce	PRON	ce
le	DET	le
Lucie	PROPN	Lucie
t'	PRON	te
leur	DET	leur
d'	ADP	de
nous	PRON	nous
jamais	ADV	jamais
comme	ADP	comme
qu'	PRON	qu'
—	PUNCT	—
adressait	VERB	adresser
vertes	ADJ	vert
quoi	PRON	quoi
misère	NOUN	misère
éloignais	VERB	éloigner
leur	DET	leur
Une	DET	un
jamais	ADV	jamais
,	PUNCT	,
les	PRON	le
yeux	NOUN	oeil
idée	NOUN	idée
elle	PRON	lui
qu'	SCONJ	que
?	PUNCT	?
peintres	NOUN	peintre
dans	ADP	dans
cessent	VERB	cesser
.	PUNCT	.
obligés	ADJ	obliger
le	PRON	le
caresser	VERB	caresser
point	NOUN	point
faible	ADJ	faible
désir	NOUN	désir
lui	PRON	lui
d'	ADP	de
Mais	CCONJ	mais
Elle	PRON	lui
terribles	ADJ	terrible
son	DET	son
se	PRON	se
Elle	PRON	lui
Tu	PRON	tu
elle	PRON	lui
mais	CCONJ	mais
)	PUNCT	)
pour	ADP	pour
avait	AUX	avoir
mère	NOUN	mère
.	PUNCT	.
Pasteur	PROPN	Pasteur
sur	ADP	sur
plus	ADV	plus
,	PUNCT	,
.	PUNCT	.
ma	DET	mon
grandeur	NOUN	grandeur
peintre	NOUN	peintre
-je	PRON	je
me	PRON	me
aujourd'hui	ADV	aujourd'hui
croire	VERB	croire
perdu	VERB	perdre
du	DET	de
je	PRON	je
les	DET	le
hirondelle	NOUN	hirondelle
pâleur	NOUN	pâleur
Elles	PRON	lui
d'	ADP	de
Alors	ADV	alors
toi	PRON	toi
-	PRON	-
j'	PRON	je
disait	VERB	dire
tout	ADJ	tout
Ses	DET	son
tutoyaient	VERB	tutoyer
des	DET	un
tu	PRON	tu
nous	PRON	nous
yeux	NOUN	oeil
la	DET	le
comme	SCONJ	comme
était	AUX	être
les	DET	le
fais	VERB	faire
plus	ADV	plus
monde	NOUN	monde
devais	VERB	devoir
de	ADP	de
peine	NOUN	peine
as	AUX	avoir
La	DET	le
,	PUNCT	,
Adèle	PROPN	Adèle
ne	ADV	ne
n'	ADV	n'
ne	ADV	ne
vouloir	VERB	vouloir
trop	ADV	trop
religion	NOUN	religion
ma	DET	mon
sa	DET	son
on	PRON	on
:	PUNCT	:
étions	AUX	être
membres	NOUN	membre
gloire	NOUN	gloire
Et	CCONJ	et
ne	ADV	ne
le	DET	le
fier	ADJ	fier
la	DET	le
t'	PRON	te
,	PUNCT	,
la	DET	le
la	DET	le
Elles	PRON	lui
tante	NOUN	tante
est	AUX	être
votre	DET	votre
.	PUNCT	.
.	PUNCT	.
quand	SCONJ	quand
détestait	VERB	détester
pas	ADV	pas
Ils	PRON	il
Je	PRON	je
orgueil	NOUN	orgueil
Elle	PRON	lui
froid	NOUN	froid
(	PUNCT	(
âme	NOUN	âme
un	DET	un
est	AUX	être
sur	ADP	sur
réunie	VERB	réunir
seul	ADJ	seul
Qu'	PRON	qu'
leur	DET	leur
ta	DET	ton
,	PUNCT	,
précipiter	VERB	précipiter
elle	PRON	lui
peinture	NOUN	peinture
le	DET	le
lui	PRON	lui
signe	NOUN	signe
Devant	ADP	devant
!	PUNCT	!
ce	PRON	ce
ils	PRON	il
tu	PRON	tu
détacher	VERB	détacher
branche	NOUN	branche
tout	ADJ	tout
la	DET	le
mère	NOUN	mère
.	PUNCT	.
un	DET	un
.	PUNCT	.
seul	ADJ	seul
Dans	ADP	dans
des	DET	un
avancé	VERB	avancer
pas	ADV	pas
disais	VERB	dire
levaient	VERB	lever
toi	PRON	toi
mais	CCONJ	mais
,	PUNCT	,
leurs	DET	leur
ai	AUX	avoir
était	AUX	être
son	DET	son
Les	DET	le
d'	ADP	de
un	DET	un
sur	ADP	sur
Ma	DET	mon
à	ADP	à
la	PRON	le
?	PUNCT	?
l'	DET	le
de	ADP	de
mort	VERB	mourir
comme	ADP	comme
affreux	ADJ	affreux
fais	VERB	faire
Tu	PRON	tu
trouvé	VERB	trouver
de	ADP	de
sucrait	VERB	sucrer
famille	NOUN	famille
de	ADP	de
en	ADP	en
!	PUNCT	!
guettions	VERB	guetter
frère	NOUN	frère
pour	ADP	pour
pluvieuse	ADJ	pluvieux
ou	CCONJ	ou
te	PRON	te
qu'	ADV	qu'
l'	DET	le
devant	ADP	devant
perdras	VERB	perdre
manie	NOUN	manie
matin	NOUN	matin
méchanceté	NOUN	méchanceté
,	PUNCT	,
recevoir	VERB	recevoir
pas	ADV	pas
il	PRON	il
s'	PRON	se
,	PUNCT	,
grise	ADJ	gris
nous	PRON	nous
peux	VERB	pouvoir
elle	PRON	lui
champ	NOUN	champ
On	PRON	on
le	DET	le
à	ADP	à
vient	VERB	venir
le	PRON	le
mais	CCONJ	mais
Chaque	DET	chaque
par	ADP	par
?	PUNCT	?
qu'	SCONJ	que
chez	ADP	chez
Elles	PRON	lui
comme	ADP	comme
vais	VERB	aller
des	DET	un
elles	PRON	lui
que	SCONJ	que
une	DET	un
Ma	DET	mon
ses	DET	son
étaient	AUX	être
palette	NOUN	palette
l'	PRON	l'
fera	VERB	faire
veux	VERB	vouloir
mes	DET	mon
respirer	VERB	respirer
:	PUNCT	:
...	PUNCT	...
être	AUX	être
ne	ADV	ne
elles	PRON	lui
?	PUNCT	?
plus	ADV	plus
ressemblent	VERB	ressembler
leur	DET	leur
seras	AUX	être
ta	DET	ton
un	DET	un
-il	PRON	il
!	PUNCT	!
une	DET	un
mort	VERB	mourir
je	PRON	je
la	DET	le
en	ADP	en
pas	ADV	pas
une	DET	un
!	PUNCT	!
méchante	ADJ	méchant
voir	VERB	voir
souhaiter	VERB	souhaiter
vomi	VERB	vomir
leurs	DET	leur
frappe	VERB	frappe
une	DET	un
es	AUX	être
un	DET	un
là	ADV	là
Immobile	ADJ	immobile
leurs	DET	leur
écailles	NOUN	écaille
jolies	ADJ	joli
ma	DET	mon
à	ADP	à
?	PUNCT	?
j'	PRON	je
Ces	DET	ce
elles	PRON	lui
.	PUNCT	.
bœuf	NOUN	bœuf
qu'	SCONJ	que
silence	NOUN	silence
—	PUNCT	—
comme	SCONJ	comme
Je	PRON	je
Dieu	PROPN	Dieu
piège	NOUN	piège
d'	ADP	de
que	SCONJ	que
veux	VERB	vouloir
sur	ADP	sur
jambe	NOUN	jambe
triste	ADJ	triste
un	DET	un
est	AUX	être
On	PRON	on
!	PUNCT	!
la	DET	le
la	DET	le
pyriteuse	ADJ	pyriteux
mangeras	VERB	manger
se	PRON	se
arrivaient	VERB	arriver
a	AUX	avoir
mais	CCONJ	mais
mère	NOUN	mère
force	NOUN	force
.	PUNCT	.
pouvoir	VERB	pouvoir
leur	DET	leur
ne	ADV	ne
le	DET	le
un	DET	un
maman	NOUN	maman
en	ADP	en
bras	NOUN	bras
des	DET	un
l'	DET	le
venue	VERB	venir
t'	PRON	te
achèterai	VERB	acheter
,	PUNCT	,
de	ADP	de
te	PRON	te
âge	NOUN	âge
bêtes	ADJ	bête
le	DET	le
