objecteurs	NOUN	objecteur
dans	ADP	dans
.	PUNCT	.
ont	AUX	avoir
un	DET	un
sont	AUX	être
histoire	NOUN	histoire
avait	AUX	avoir
le	DET	le
«	PUNCT	«
aux	ADP	à
volants	NOUN	volant
clins	NOUN	clin
le	DET	le
surtout	ADV	surtout
l'	DET	le
emploi	NOUN	emploi
cerfs	NOUN	cerf
de	ADP	de
et	CCONJ	et
était	AUX	être
ne	ADV	ne
où	PRON	où
le	DET	le
«	PUNCT	«
ridicule	NOUN	ridicule
-	NOUN	-
volontiers	ADV	volontiers
trouve	VERB	trouve
une	DET	un
de	ADP	de
de	ADP	de
son	DET	son
le	PRON	le
fermer	VERB	fermer
,	PUNCT	,
d'	ADP	de
un	DET	un
ce	PRON	ce
réservé	VERB	réserver
de	ADP	de
n'	ADV	n'
il	PRON	il
craignait	VERB	craindre
;	PUNCT	;
il	PRON	il
nacelle	NOUN	nacelle
.	PUNCT	.
le	DET	le
Ambroise	PROPN	Ambroise
fortes	ADJ	fort
le	DET	le
soldat	NOUN	soldat
d'	ADP	de
fraîcheur	NOUN	fraîcheur
»	PUNCT	»
sur	ADP	sur
celui	PRON	celui
qui	PRON	qui
une	DET	un
disait	VERB	dire
la	DET	le
de	ADP	de
Cléry	PROPN	Cléry
une	DET	un
s'	PRON	se
mon	DET	mon
Gambetta	PROPN	Gambetta
médaille	NOUN	médaille
ses	DET	son
doux	ADJ	doux
j'	PRON	je
il	PRON	il
brosse	NOUN	brosse
A	ADP	à
facteur	NOUN	facteur
allait	VERB	aller
Première	ADJ	premier
leur	DET	leur
font	VERB	faire
autres	ADJ	autre
consacré	VERB	consacrer
de	ADP	de
.	PUNCT	.
parmi	ADP	parmi
avec	ADP	avec
peu	ADV	peu
coûta	VERB	coûter
»	PUNCT	»
que	PRON	que
la	DET	le
avait	AUX	avoir
Dans	ADP	dans
,	PUNCT	,
militaire	ADJ	militaire
des	ADP	de
des	ADP	de
sont	AUX	être
combattant	NOUN	combattant
ne	ADV	ne
de	ADP	de
,	PUNCT	,
,	PUNCT	,
et	CCONJ	et
de	ADP	de
au	ADP	au
une	DET	un
,	PUNCT	,
les	DET	le
hommes	NOUN	homme
toujours	ADV	toujours
pièces	NOUN	pièce
a	VERB	avoir
,	PUNCT	,
siège	NOUN	siège
mon	DET	mon
cerfs	NOUN	cerf
noms	NOUN	nom
Commune	NOUN	commune
idée	NOUN	idée
celle	PRON	celui
général	NOUN	général
de	ADP	de
passé	NOUN	passé
appellerais	VERB	appeler
barricades	NOUN	barricade
la	DET	le
l'	PRON	l'
de	ADP	de
Fleury	PROPN	Fleury
les	PRON	le
que	PRON	que
dans	ADP	dans
Ambroise	PROPN	Ambroise
I	NOUN	i
la	DET	le
père	NOUN	père
de	ADP	de
de	ADP	de
ciel	NOUN	ciel
leur	DET	leur
-	NOUN	-
et	CCONJ	et
un	DET	un
vides	ADJ	vide
.	PUNCT	.
sa	DET	son
conscience	NOUN	conscience
s'	SCONJ	s'
pas	ADV	pas
le	DET	le
que	PRON	que
les	DET	le
de	ADP	de
passer	VERB	passer
Il	PRON	il
La	DET	le
Physiquement	ADV	physiquement
ils	PRON	il
Dieu	PROPN	Dieu
leurs	DET	leur
de	ADP	de
lions	NOUN	lion
également	ADV	également
sur	ADP	sur
après	ADP	après
volants	NOUN	volant
et	CCONJ	et
représentaient	VERB	représenter
uniforme	NOUN	uniforme
qui	PRON	qui
l'	DET	le
est	AUX	être
longtemps	ADV	longtemps
oncle	NOUN	oncle
retrouve	VERB	retrouve
qu'	PRON	qu'
et	CCONJ	et
rendent	VERB	rendre
œuvres	NOUN	œuvre
regard	NOUN	regard
unanimes	ADJ	unanime
les	DET	le
.	PUNCT	.
cerfs	NOUN	cerf
,	PUNCT	,
peut-être	ADV	peut-être
Je	PRON	je
et	CCONJ	et
Ambroise	PROPN	Ambroise
Afrique	PROPN	Afrique
de	ADP	de
de	ADP	de
violence	NOUN	violence
»	PUNCT	»
le	DET	le
de	ADP	de
Quel	ADJ	quel
Malgré	ADP	malgré
de	ADP	de
mais	CCONJ	mais
après	ADP	après
et	CCONJ	et
la	DET	le
lui-même	PRON	lui-même
nés	VERB	naître
ventre	NOUN	ventre
,	PUNCT	,
de	ADP	de
-	NOUN	-
Fleury	PROPN	Fleury
poitrine	NOUN	poitrine
sa	DET	son
la	DET	le
malheureusement	ADV	malheureusement
,	PUNCT	,
toutes	ADJ	tout
gens	NOUN	gens
pas	ADV	pas
un	DET	un
soit	PRON	soit
citations	NOUN	citation
innocence	NOUN	innocence
et	CCONJ	et
La	DET	le
celui	PRON	celui
son	DET	son
Normand	PROPN	Normand
le	DET	le
On	PRON	on
Cléry	PROPN	Cléry
-	NOUN	-
manifester	VERB	manifester
rural	ADJ	rural
que	SCONJ	que
rural	ADJ	rural
d'	ADP	de
ni	CCONJ	ni
la	DET	le
clarté	NOUN	clarté
ce	DET	ce
tous	ADJ	tout
Ces	DET	ce
vie	NOUN	vie
:	PUNCT	:
un	DET	un
avec	ADP	avec
moustaches	NOUN	moustache
après	ADP	après
képi	NOUN	képi
plus	ADV	plus
de	ADP	de
volant	NOUN	volant
n'	ADV	n'
Avec	ADP	avec
pas	ADV	pas
et	CCONJ	et
la	DET	le
,	PUNCT	,
beaucoup	ADV	beaucoup
doute	NOUN	doute
encore	ADV	encore
salles	NOUN	salle
étonnait	VERB	étonner
sa	DET	son
Joli	PROPN	Joli
ont	AUX	avoir
avec	ADP	avec
un	DET	un
corps	NOUN	corps
une	DET	un
savait	VERB	savoir
visiteurs	NOUN	visiteur
Clos	NOUN	clos
un	DET	un
:	PUNCT	:
bon	ADJ	bon
volants	NOUN	volant
traversé	VERB	traverser
,	PUNCT	,
plaignait	VERB	plaindre
,	PUNCT	,
les	DET	le
gris	ADJ	gris
son	DET	son
la	DET	le
l'	DET	le
gnamas	NOUN	gnama
avant	ADP	avant
les	DET	le
-il	PRON	il
la	DET	le
paraissait	VERB	paraître
compte	NOUN	compte
oublier	VERB	oublier
.	PUNCT	.
qu'	SCONJ	que
des	DET	un
la	DET	le
,	PUNCT	,
à	ADP	à
réputation	NOUN	réputation
et	CCONJ	et
Ambroise	PROPN	Ambroise
parce	SCONJ	parce
pays	NOUN	pays
dans	ADP	dans
et	CCONJ	et
à	ADP	à
en	ADP	en
qu'	PRON	qu'
bien	ADV	bien
guerre	NOUN	guerre
il	PRON	il
,	PUNCT	,
ou	CCONJ	ou
dans	ADP	dans
son	DET	son
nous	PRON	nous
,	PUNCT	,
y	PRON	y
y	PRON	y
très	ADV	très
mémoire	NOUN	mémoire
inconnu	ADJ	inconnu
Fleury	PROPN	Fleury
Gaulois	NOUN	gaulois
à	ADP	à
mourut	VERB	mourir
parait	VERB	parer
un	DET	un
,	PUNCT	,
Fleury	PROPN	Fleury
tous	ADJ	tout
eut	AUX	avoir
,	PUNCT	,
cinq	NUM	cinq
à	ADP	à
historiques	ADJ	historique
sont	AUX	être
et	CCONJ	et
mondiale	ADJ	mondial
suscite	VERB	suscite
facile	ADJ	facile
deuxième	ADJ	deuxième
mots	NOUN	mot
que	SCONJ	que
-il	PRON	il
qui	PRON	qui
un	DET	un
morts	NOUN	mort
peuple	NOUN	peuple
Les	DET	le
longues	ADJ	long
de	ADP	de
que	SCONJ	que
postales	ADJ	postal
mot	NOUN	mot
car	CCONJ	car
cartes	NOUN	carte
il	PRON	il
Guerre	NOUN	guerre
métier	NOUN	métier
brûle	VERB	brûle
,	PUNCT	,
»	PUNCT	»
sont	VERB	être
On	PRON	on
des	ADP	de
blanc	NOUN	blanc
tuteur	NOUN	tuteur
.	PUNCT	.
peu	NOUN	peu
règle	NOUN	règle
poing	NOUN	poing
plupart	NOUN	plupart
signifie	VERB	signifier
ne	ADV	ne
consistait	VERB	consister
Robert	PROPN	Robert
,	PUNCT	,
à	ADP	à
musée	NOUN	musée
temps	NOUN	temps
ne	ADV	ne
était	AUX	être
cheveux	NOUN	cheveu
,	PUNCT	,
de	ADP	de
de	ADP	de
gaieté	NOUN	gaieté
mon	DET	mon
Marcellin	PROPN	Marcellin
Dieu	NOUN	dieu
le	DET	le
sur	ADP	sur
marque	NOUN	marque
lui	PRON	lui
de	ADP	de
et	CCONJ	et
se	PRON	se
fou	NOUN	fou
l'	DET	le
la	DET	le
que	SCONJ	que
sombre	ADJ	sombre
homme	NOUN	homme
souvenirs	NOUN	souvenir
.	PUNCT	.
,	PUNCT	,
,	PUNCT	,
détour	NOUN	détour
me	PRON	me
Ceux	PRON	celui
d'	ADP	de
du	ADP	de
qui	PRON	qui
plus	ADV	plus
marque	NOUN	marque
voyait	VERB	voir
histoire	NOUN	histoire
musée	NOUN	musée
à	ADP	à
couleurs	NOUN	couleur
un	DET	un
temps	NOUN	temps
»	PUNCT	»
y	PRON	y
.	PUNCT	.
avait	VERB	avoir
en	PRON	en
célèbre	ADJ	célèbre
cuir	NOUN	cuir
,	PUNCT	,
l'	DET	le
aussi	ADV	aussi
petit	ADJ	petit
,	PUNCT	,
de	ADP	de
de	ADP	de
exception	NOUN	exception
appelaient	VERB	appeler
il	PRON	il
les	DET	le
fin	NOUN	fin
.	PUNCT	.
envol	NOUN	envol
,	PUNCT	,
Motte	PROPN	Motte
d'	ADP	de
des	ADP	de
cependant	ADV	cependant
les	DET	le
coup	NOUN	coup
de	ADP	de
et	CCONJ	et
du	ADP	de
cette	DET	ce
rural	ADJ	rural
tout	ADJ	tout
faire	AUX	faire
populaire	ADJ	populaire
facteur	NOUN	facteur
les	DET	le
:	PUNCT	:
sa	DET	son
les	DET	le
la	DET	le
est	AUX	être
de	ADP	de
et	CCONJ	et
en	ADP	en
vieux	ADJ	vieux
qu'	ADV	qu'
dans	ADP	dans
de	ADP	de
l'	DET	le
les	DET	le
toutes	ADJ	tout
et	CCONJ	et
prêtait	VERB	prêter
jamais	ADV	jamais
de	ADP	de
,	PUNCT	,
qu'	PRON	qu'
reçoit	VERB	recevoir
a	AUX	avoir
visiteurs	NOUN	visiteur
à	ADP	à
Libération	NOUN	libération
décisif	ADJ	décisif
qui	PRON	qui
dans	ADP	dans
facteur	NOUN	facteur
.	PUNCT	.
vieillesse	NOUN	vieillesse
on	PRON	on
vaut	VERB	valoir
les	DET	le
droit	NOUN	droit
mon	DET	mon
la	DET	le
le	DET	le
sa	DET	son
avait	AUX	avoir
.	PUNCT	.
une	DET	un
ses	DET	son
plupart	NOUN	plupart
la	DET	le
gaieté	NOUN	gaieté
pacifistes	ADJ	pacifiste
portes	NOUN	porte
On	PRON	on
tuteur	NOUN	tuteur
à	ADP	à
croix	NOUN	croix
oncle	NOUN	oncle
Antoine	PROPN	Antoine
d'	ADP	de
de	ADP	de
patron	NOUN	patron
un	DET	un
cherchent	VERB	chercher
ce	DET	ce
Français	NOUN	français
bonhomie	NOUN	bonhomie
noir	NOUN	noir
,	PUNCT	,
,	PUNCT	,
ce	PRON	ce
avait	AUX	avoir
œil	NOUN	œil
il	PRON	il
peu	ADV	peu
mon	DET	mon
oncle	NOUN	oncle
époque	NOUN	époque
ses	DET	son
la	DET	le
ses	DET	son
de	ADP	de
.	PUNCT	.
œuvres	NOUN	œuvre
en	ADP	en
à	ADP	à
notre	DET	notre
tout	ADJ	tout
,	PUNCT	,
sonné	VERB	sonner
que	PRON	que
arrière-grand-père	NOUN	arrière-grand-père
pour	ADP	pour
que	PRON	que
eut	VERB	avoir
,	PUNCT	,
fond	NOUN	fond
pays	NOUN	pays
devenu	VERB	devenir
et	CCONJ	et
n'	ADV	n'
des	ADP	de
du	ADP	de
du	ADP	de
«	PUNCT	«
de	ADP	de
.	PUNCT	.
Cléry	PROPN	Cléry
épithète	NOUN	épithète
ses	DET	son
,	PUNCT	,
souvent	ADV	souvent
les	DET	le
,	PUNCT	,
formes	NOUN	forme
forment	VERB	former
et	CCONJ	et
Mon	DET	mon
faites	VERB	faire
vieux	ADJ	vieux
découvert	VERB	découvrir
œil	NOUN	œil
mineure	ADJ	mineur
de	ADP	de
s'	PRON	se
taillés	VERB	tailler
peu	ADV	peu
traits	NOUN	trait
sont	AUX	être
âme	NOUN	âme
à	ADP	à
au	ADP	au
années	NOUN	année
qui	PRON	qui
trois	NUM	trois
Il	PRON	il
pour	ADP	pour
il	PRON	il
intérêt	NOUN	intérêt
de	ADP	de
et	CCONJ	et
ce	PRON	ce
tenue	NOUN	tenue
lorsque	SCONJ	lorsque
imagerie	NOUN	imagerie
les	DET	le
le	DET	le
et	CCONJ	et
de	ADP	de
souvenir	VERB	souvenir
ouvrage	NOUN	ouvrage
,	PUNCT	,
qu'	SCONJ	que
la	DET	le
souffle	NOUN	souffle
original	NOUN	original
,	PUNCT	,
expliquait	VERB	expliquer
survécu	VERB	survivre
du	ADP	de
aperçu	NOUN	aperçu
,	PUNCT	,
,	PUNCT	,
,	PUNCT	,
,	PUNCT	,
.	PUNCT	.
balle	NOUN	balle
militaire	ADJ	militaire
est	VERB	être
cette	DET	ce
combats	NOUN	combat
qu'	SCONJ	que
la	DET	le
avait	AUX	avoir
aujourd'hui	ADV	aujourd'hui
plus	ADV	plus
de	ADP	de
entrée	NOUN	entrée
timbré	VERB	timbrer
,	PUNCT	,
qui	PRON	qui
son	DET	son
se	PRON	se
plupart	NOUN	plupart
salles	NOUN	salle
qui	PRON	qui
on	PRON	on
sacoche	NOUN	sacoche
cartes	NOUN	carte
France	PROPN	France
qu'	SCONJ	que
déjeuner	NOUN	déjeuner
bête	NOUN	bête
plutôt	ADV	plutôt
»	PUNCT	»
.	PUNCT	.
photo	NOUN	photo
ce	PRON	ce
l'	DET	le
qu'	SCONJ	que
guerre	NOUN	guerre
,	PUNCT	,
été	VERB	être
disait	VERB	dire
donnaient	VERB	donner
ceux	PRON	celui
il	PRON	il
atelier	NOUN	atelier
savent	VERB	savoir
chance	NOUN	chance
toutes	ADJ	tout
de	ADP	de
et	CCONJ	et
Paris	PROPN	Paris
crois	VERB	croire
moucherons	NOUN	moucheron
facteur	NOUN	facteur
lieux	NOUN	lieu
uniforme	NOUN	uniforme
des	ADP	de
--	PUNCT	--
son	DET	son
il	PRON	il
l'	PRON	l'
comme	ADP	comme
toujours	ADV	toujours
l'	PRON	l'
je	PRON	je
,	PUNCT	,
de	ADP	de
tiens	VERB	tenir
volant	NOUN	volant
la	DET	le
dans	ADP	dans
air	NOUN	air
et	CCONJ	et
retombant	VERB	retomber
l'	DET	le
,	PUNCT	,
forme	NOUN	forme
ça	PRON	cela
,	PUNCT	,
Je	PRON	je
emporter	VERB	emporter
,	PUNCT	,
trotte	NOUN	trotte
un	PRON	un
petit	ADJ	petit
dont	PRON	dont
Il	PRON	il
,	PUNCT	,
son	DET	son
notre	DET	notre
chercher	VERB	chercher
à	ADP	à
tout	ADJ	tout
pleure	VERB	pleure
bon	ADJ	bon
sans	ADP	sans
P.T.T.	NOUN	p.t.t.
dont	PRON	dont
copains	NOUN	copain
,	PUNCT	,
sept	NUM	sept
beaucoup	ADV	beaucoup
battant	VERB	battre
au-dessus	ADV	au-dessus
le	DET	le
.	PUNCT	.
ou	CCONJ	ou
brise	NOUN	brise
.	PUNCT	.
--	PUNCT	--
cette	DET	ce
donnait	VERB	donner
Mon	DET	mon
qui	PRON	qui
faisaient	VERB	faire
un	DET	un
plus	ADV	plus
du	ADP	de
cerf	NOUN	cerf
sa	DET	son
à	ADP	à
.	PUNCT	.
à	ADP	à
ses	DET	son
bien	ADV	bien
je	PRON	je
verre	NOUN	verre
-	NOUN	-
-	PRON	-
oreilles	NOUN	oreille
mes	DET	mon
imiter	VERB	imiter
cerf	NOUN	cerf
un	DET	un
la	DET	le
passait	VERB	passer
qui	PRON	qui
trouvais	VERB	trouver
il	PRON	il
école	NOUN	école
campagne	NOUN	campagne
ils	PRON	il
c'	PRON	ce
,	PUNCT	,
un	DET	un
et	CCONJ	et
mettaient	VERB	mettre
préféré	NOUN	préféré
gnama	NOUN	gnama
photo	NOUN	photo
courrier	NOUN	courrier
,	PUNCT	,
le	PRON	le
exécutait	VERB	exécuter
,	PUNCT	,
ce	PRON	ce
les	PRON	le
devant	ADP	devant
le	DET	le
les	PRON	le
commun	ADJ	commun
voler	VERB	voler
plutôt	ADV	plutôt
matin	NOUN	matin
,	PUNCT	,
sa	DET	son
favorables	ADJ	favorable
ramènent	VERB	ramener
les	PRON	le
ses	DET	son
compétitions	NOUN	compétition
écailles	NOUN	écaille
,	PUNCT	,
faire	VERB	faire
doivent	VERB	devoir
Ambroise	PROPN	Ambroise
fallut	VERB	falloir
vu	VERB	voir
journal	NOUN	journal
pré	NOUN	pré
rural	ADJ	rural
--	PUNCT	--
ses	DET	son
un	DET	un
était	AUX	être
,	PUNCT	,
que	SCONJ	que
,	PUNCT	,
pays	NOUN	pays
en	ADP	en
foin	NOUN	foin
d'	ADP	de
tout	ADJ	tout
Mon	DET	mon
c'	PRON	ce
disait	VERB	dire
étonnamment	ADV	étonnamment
Il	PRON	il
airs	NOUN	air
oncle	NOUN	oncle
-	PROPN	-
,	PUNCT	,
revois	VERB	revoir
à	ADP	à
dans	ADP	dans
lui	PRON	lui
lorsque	SCONJ	lorsque
,	PUNCT	,
pourquoi	ADV	pourquoi
se	PRON	se
dans	ADP	dans
laisser	AUX	laisser
.	PUNCT	.
à	ADP	à
les	DET	le
apprendre	VERB	apprendre
dormir	VERB	dormir
gens	NOUN	gens
ne	ADV	ne
nageoires	NOUN	nageoire
peut-être	ADV	peut-être
,	PUNCT	,
arrachent	VERB	arracher
nom	NOUN	nom
alors	ADV	alors
beauté	NOUN	beauté
c'	PRON	ce
dégâts	NOUN	dégât
-	NOUN	-
lorsque	SCONJ	lorsque
aussi	ADV	aussi
comme	ADP	comme
s'	PRON	se
seraient	AUX	être
au	ADP	au
de	ADP	de
était	AUX	être
suis	AUX	être
que	SCONJ	que
mettais	VERB	mettre
sympathique	ADJ	sympathique
et	CCONJ	et
faut	VERB	falloir
un	DET	un
.	PUNCT	.
qui	PRON	qui
la	DET	le
l'	DET	le
»	PUNCT	»
dentelles	NOUN	dentelle
Clopin	PROPN	Clopin
avec	ADP	avec
oncle	NOUN	oncle
.	PUNCT	.
après	ADP	après
.	PUNCT	.
vie	NOUN	vie
si	SCONJ	si
le	DET	le
là	ADV	là
Titube	PROPN	Titube
poisson	NOUN	poisson
.	PUNCT	.
mur	NOUN	mur
battant	VERB	battre
qui	PRON	qui
petits	ADJ	petit
-t	PRON	-t
allait	VERB	aller
le	PRON	le
tantôt	CCONJ	tantôt
Mais	CCONJ	mais
ventre	NOUN	ventre
dès	ADP	dès
le	DET	le
moi	PRON	moi
qui	PRON	qui
vous	PRON	vous
Il	PRON	il
est	AUX	être
les	DET	le
sol	NOUN	sol
il	PRON	il
,	PUNCT	,
levés	VERB	lever
années	NOUN	année
parce	SCONJ	parce
Motte	NOUN	motte
,	PUNCT	,
de	ADP	de
Rigole	PROPN	Rigole
est	AUX	être
gonflait	VERB	gonfler
de	ADP	de
il	PRON	il
faire	VERB	faire
-il	PRON	il
ne	ADV	ne
«	PUNCT	«
la	DET	le
--	PUNCT	--
de	ADP	de
dès	ADP	dès
goguenarde	ADJ	goguenard
tout	ADJ	tout
décrocher	VERB	décrocher
,	PUNCT	,
,	PUNCT	,
qu'	SCONJ	que
Lorsqu'	SCONJ	lorsque
,	PUNCT	,
air	NOUN	air
avec	ADP	avec
oncle	NOUN	oncle
des	DET	un
ficelle	NOUN	ficelle
Et	CCONJ	et
,	PUNCT	,
jour	NOUN	jour
chronique	NOUN	chronique
qu'	SCONJ	que
toujours	ADV	toujours
de	ADP	de
fort	ADV	fort
la	DET	le
-	NOUN	-
fut	AUX	être
ne	ADV	ne
en	ADP	en
écrit	VERB	écrire
pré	NOUN	pré
de	ADP	de
devant	ADP	devant
les	DET	le
pour	ADP	pour
forme	NOUN	forme
l'	DET	le
par	ADP	par
ce	PRON	ce
des	DET	un
encore	ADV	encore
je	PRON	je
Il	PRON	il
œil	NOUN	œil
accompagnais	VERB	accompagner
»	PUNCT	»
lui	PRON	lui
quand	SCONJ	quand
après-midi	NOUN	après-midi
volant	NOUN	volant
cerfs	NOUN	cerf
de	ADP	de
à	ADP	à
-	ADV	-
facteur	NOUN	facteur
s'	PRON	se
m'	PRON	me
qui	PRON	qui
Je	PRON	je
fin	NOUN	fin
pourrait	VERB	pouvoir
colle	NOUN	colle
au	ADP	au
,	PUNCT	,
chez	ADP	chez
martien	NOUN	martien
je	PRON	je
disait	VERB	dire
de	ADP	de
fait	VERB	faire
que	SCONJ	que
mit	VERB	mettre
que	PRON	que
d'	ADP	de
noms	NOUN	nom
,	PUNCT	,
je	PRON	je
seul	ADJ	seul
C'	PRON	ce
plus	ADV	plus
Mon	DET	mon
épanouir	VERB	épanouir
atelier	NOUN	atelier
Clapote	PROPN	Clapote
.	PUNCT	.
perdent	VERB	perdre
hilare	ADJ	hilare
les	PRON	le
déjà	ADV	déjà
,	PUNCT	,
exerçais	VERB	exercer
pas	ADV	pas
,	PUNCT	,
que	SCONJ	que
sa	DET	son
dans	ADP	dans
restait	VERB	rester
accompagnait	VERB	accompagner
:	PUNCT	:
arracha	VERB	arracher
.	PUNCT	.
perdîmes	VERB	perdre
gestes	NOUN	geste
,	PUNCT	,
les	DET	le
profondes	ADJ	profond
en	ADP	en
