enveloppes	NOUN	enveloppe
mémoire	NOUN	mémoire
autant	ADV	autant
dit	VERB	dire
ayant	AUX	avoir
célébré	VERB	célébrer
cérémonial	NOUN	cérémonial
rencontré	VERB	rencontrer
s'	PRON	se
aucun	DET	aucun
.	PUNCT	.
la	DET	le
toi	PROPN	toi
tout	DET	tout
hommes	NOUN	homme
,	PUNCT	,
récemment	ADV	récemment
ceux	PRON	celui
Mort	NOUN	mort
,	PUNCT	,
cette	DET	ce
s'	PRON	se
émouvantes	ADJ	émouvant
à	ADP	à
la	DET	le
être	AUX	être
,	PUNCT	,
avaient	AUX	avoir
toute	DET	tout
Smith	PROPN	Smith
lettre	NOUN	lettre
seule	ADJ	seul
attelés	VERB	atteler
de	ADP	de
bonne	ADJ	bon
à	ADP	à
corps	NOUN	corps
lit	NOUN	lit
planète	NOUN	planète
dire	VERB	dire
rendre	VERB	rendre
De	ADP	de
,	PUNCT	,
Et	CCONJ	et
Thanatos	PROPN	Thanatos
.	PUNCT	.
,	PUNCT	,
écoute	NOUN	écoute
paralysé	VERB	paralyser
d'	ADP	de
,	PUNCT	,
.	PUNCT	.
quart	NOUN	quart
jeunesse	NOUN	jeunesse
de	ADP	de
Les	DET	le
rarement	ADV	rarement
dans	ADP	dans
messes	NOUN	messe
aimerions	VERB	aimer
la	DET	le
la	DET	le
en	PRON	en
ce	DET	ce
avoir	AUX	avoir
tout	DET	tout
Umphelby	PROPN	Umphelby
d'	ADP	de
,	PUNCT	,
Plus	ADV	plus
la	DET	le
de	ADP	de
-	PUNCT	-
ou	CCONJ	ou
-elle	PRON	lui
s'	PRON	se
le	DET	le
qu'	SCONJ	que
vous	PRON	vous
,	PUNCT	,
nerfs	NOUN	nerf
éclair	NOUN	éclair
de	ADP	de
élever	VERB	élever
unique	ADJ	unique
songea	VERB	songer
immunitaire	ADJ	immunitaire
le	DET	le
vous	PRON	vous
d'	ADP	de
rayonnement	NOUN	rayonnement
saluer	VERB	saluer
un	DET	un
grippe	NOUN	grippe
son	DET	son
à	ADP	à
lutte	NOUN	lutte
L'	DET	le
une	DET	un
découvert	VERB	découvrir
une	DET	un
rendre	VERB	rendre
système	NOUN	système
imposent	VERB	imposer
de	ADP	de
après	ADP	après
malade	NOUN	malade
-	PUNCT	-
a	VERB	avoir
et	CCONJ	et
en	ADP	en
De	ADP	de
,	PUNCT	,
intimes	ADJ	intime
de	ADP	de
le	DET	le
«	PUNCT	«
plus	ADV	plus
En	ADP	en
en	PRON	en
.	PUNCT	.
ferma	VERB	fermer
un	DET	un
l'	DET	le
défunte	NOUN	défunt
sa	DET	son
état	NOUN	état
,	PUNCT	,
l'	DET	le
de	ADP	de
biographie	NOUN	biographie
au	ADP	au
avis	NOUN	avis
les	DET	le
au	ADP	au
Hadas	PROPN	Hadas
vers	ADP	vers
en	ADP	en
redoutait	VERB	redouter
plusieurs	DET	plusieurs
à	ADP	à
si	ADV	si
entrer	VERB	entrer
eu	VERB	avoir
de	ADP	de
,	PUNCT	,
d'	ADP	de
Ce	DET	ce
odeur	NOUN	odeur
nous	PRON	nous
était	AUX	être
à	ADP	à
et	CCONJ	et
déroula	VERB	dérouler
authentiques	ADJ	authentique
qu'	PRON	qu'
divers	ADJ	divers
,	PUNCT	,
,	PUNCT	,
au	ADP	au
par	ADP	par
est	AUX	être
ô	ADV	ô
et	CCONJ	et
faire	VERB	faire
un	DET	un
accordèrent	VERB	accorder
Patrice	PROPN	Patrice
avait	AUX	avoir
en	ADP	en
Patrice	PROPN	Patrice
tout	DET	tout
forme	NOUN	forme
révélèrent	VERB	révéler
engeance	NOUN	engeance
avait	AUX	avoir
.	PUNCT	.
qu'	PRON	qu'
support	NOUN	support
pensée	VERB	penser
rectifia	VERB	rectifier
des	DET	un
.	PUNCT	.
pas	ADV	pas
parfois	ADV	parfois
à	ADP	à
elle	PRON	lui
la	DET	le
que	SCONJ	que
par	ADP	par
.	PUNCT	.
atténuait	VERB	atténuer
terre	NOUN	terre
assister	VERB	assister
tous	PRON	tout
contre	ADP	contre
passé	NOUN	passé
de	ADP	de
et	CCONJ	et
des	ADP	de
conversations	NOUN	conversation
,	PUNCT	,
La	DET	le
prime	ADJ	prime
des	DET	un
sans	ADP	sans
vois	VERB	voir
funèbre	ADJ	funèbre
le	DET	le
d'	ADP	de
évoquer	VERB	évoquer
qu'	SCONJ	que
par	ADP	par
se	PRON	se
l'	DET	le
.	PUNCT	.
hommes	NOUN	homme
Umphelby	PROPN	Umphelby
n'	ADV	n'
existé	VERB	exister
Patrice	PROPN	Patrice
le	DET	le
n'	ADV	n'
la	DET	le
qui	PRON	qui
sien	PRON	sien
Stevie	PROPN	Stevie
une	DET	un
quelques	DET	quelque
qui	PRON	qui
inopinée	ADJ	inopiné
tenue	VERB	tenir
À	ADP	à
et	CCONJ	et
rien	PRON	rien
un	DET	un
renforcé	VERB	renforcer
rencontre	NOUN	rencontre
,	PUNCT	,
du	ADP	de
?	PUNCT	?
tout	ADV	tout
suscités	VERB	susciter
au	ADP	au
longue	ADJ	long
qui	PRON	qui
n'	ADV	n'
qu'	SCONJ	que
extinction	NOUN	extinction
retenir	VERB	retenir
-	PUNCT	-
de	ADP	de
loin	ADV	loin
,	PUNCT	,
annonçaient	VERB	annoncer
plus	ADV	plus
a	AUX	avoir
.	PUNCT	.
qui	PRON	qui
douce	ADJ	doux
magiques	ADJ	magique
dans	ADP	dans
nom	NOUN	nom
à	ADP	à
il	PRON	il
Fansler	PROPN	Fansler
à	ADP	à
souvenirs	NOUN	souvenir
qualité	NOUN	qualité
avait	AUX	avoir
dire	VERB	dire
être	AUX	être
anodins	ADJ	anodin
monde	NOUN	monde
en	ADP	en
dans	ADP	dans
parler	VERB	parler
et	CCONJ	et
personnellement	ADV	personnellement
c'	PRON	ce
Umphelby	PROPN	Umphelby
les	DET	le
amie	NOUN	amie
existent	VERB	exister
et	CCONJ	et
d'	ADP	de
qui	PRON	qui
pourraient	VERB	pouvoir
la	DET	le
s'	PRON	se
Patrice	PROPN	Patrice
vient	VERB	venir
entêter	VERB	entêter
concours	NOUN	concours
bien	ADV	bien
était	VERB	être
eût	AUX	avoir
veine	NOUN	veine
bonne	ADJ	bon
les	DET	le
fut	AUX	être
Les	DET	le
intervenants	NOUN	intervenant
universitaire	ADJ	universitaire
cet	DET	ce
Reed	PROPN	Reed
disperse	VERB	disperse
autre	ADJ	autre
était	AUX	être
la	DET	le
leur	DET	leur
dans	ADP	dans
puis	CCONJ	puis
au	ADP	au
en	ADP	en
les	DET	le
,	PUNCT	,
semblait	VERB	sembler
on	PRON	on
Stevie	PROPN	Stevie
.	PUNCT	.
,	PUNCT	,
peuvent	VERB	pouvoir
spirituel	ADJ	spirituel
lui	PRON	lui
connue	VERB	connaître
-	NOUN	-
avaient	AUX	avoir
la	DET	le
d'	ADP	de
un	PRON	un
sa	DET	son
peine	NOUN	peine
.	PUNCT	.
autre	ADJ	autre
barbare	ADJ	barbare
cérémonie	NOUN	cérémonie
générosité	NOUN	générosité
scientifico	ADJ	scientifico
totalement	ADV	totalement
commençait	VERB	commencer
pas	ADV	pas
sombrer	VERB	sombrer
accorder	VERB	accorder
attester	VERB	attester
qui	PRON	qui
qui	PRON	qui
souvenir	NOUN	souvenir
trace	NOUN	trace
quarantaine	NOUN	quarantaine
tout	PRON	tout
elle	PRON	lui
en	ADP	en
toujours	ADV	toujours
(	PUNCT	(
centaines	NOUN	centaine
de	ADP	de
n'	ADV	n'
enterrement	NOUN	enterrement
Kate	PROPN	Kate
?	PUNCT	?
siècle	NOUN	siècle
yeux	NOUN	oeil
un	DET	un
laissa	VERB	laisser
elle	PRON	lui
risquait	VERB	risquer
dieu	NOUN	dieu
de	ADP	de
main	NOUN	main
1	NUM	1
.	PUNCT	.
vie	NOUN	vie
dans	ADP	dans
s'	PRON	se
avait	AUX	avoir
.	PUNCT	.
-il	PRON	il
mois	NOUN	mois
défait	VERB	défaire
le	DET	le
plus	ADV	plus
,	PUNCT	,
:	PUNCT	:
comme	ADP	comme
une	DET	un
fasse	VERB	faire
plus	ADV	plus
sa	DET	son
,	PUNCT	,
est	VERB	être
Kate	PROPN	Kate
Amhearst	PROPN	Amhearst
,	PUNCT	,
telles	ADJ	tel
cessait	VERB	cesser
avec	ADP	avec
Smith	PROPN	Smith
leur	DET	leur
de	ADP	de
activité	NOUN	activité
prothèses	NOUN	prothèse
qu'	SCONJ	que
prononcer	VERB	prononcer
David	PROPN	David
aquilon	NOUN	aquilon
dû	VERB	devoir
cette	DET	ce
dans	ADP	dans
surpasse	VERB	surpasser
ses	DET	son
ci	PRON	ci
De	ADP	de
plus	ADV	plus
,	PUNCT	,
vie	NOUN	vie
la	DET	le
mort	NOUN	mort
profonde	ADJ	profond
depuis	ADP	depuis
en	ADP	en
que	SCONJ	que
se	PRON	se
à	ADP	à
de	ADP	de
projecteur	NOUN	projecteur
ils	PRON	il
de	ADP	de
fin	NOUN	fin
à	ADP	à
film	NOUN	film
se	PRON	se
aéroport	NOUN	aéroport
flash	NOUN	flash
sur	ADP	sur
jours	NOUN	jour
.	PUNCT	.
vous	PRON	vous
était	AUX	être
tôt	ADV	tôt
faisaient	VERB	faire
lanternes	NOUN	lanterne
déficience	NOUN	déficience
un	DET	un
ce	PRON	ce
back	NOUN	back
âme	NOUN	âme
dans	ADP	dans
-	PUNCT	-
souhaitaient	VERB	souhaiter
:	PUNCT	:
ce	DET	ce
,	PUNCT	,
le	DET	le
trouva	VERB	trouver
où	PRON	où
curieusement	ADV	curieusement
de	ADP	de
autres	ADJ	autre
porté	VERB	porter
humain	ADJ	humain
,	PUNCT	,
douleur	NOUN	douleur
et	CCONJ	et
contenu	NOUN	contenu
chez	ADP	chez
d'	ADP	de
le	PRON	le
et	CCONJ	et
une	DET	un
,	PUNCT	,
cas	NOUN	cas
,	PUNCT	,
,	PUNCT	,
que	SCONJ	que
y	PRON	y
,	PUNCT	,
yeux	NOUN	oeil
en	ADP	en
elle	PRON	lui
.	PUNCT	.
sa	DET	son
College	PROPN	College
elle	PRON	lui
genre	NOUN	genre
vous	PRON	vous
injustifiées	ADJ	injustifié
à	ADP	à
,	PUNCT	,
de	ADP	de
en	ADP	en
-elle	PRON	lui
Faux	ADJ	faux
les	DET	le
le	DET	le
qui	PRON	qui
de	ADP	de
ceux	PRON	celui
mémorables	ADJ	mémorable
de	ADP	de
la	DET	le
de	ADP	de
service	NOUN	service
assista	VERB	assister
années	NOUN	année
jamais	ADV	jamais
sales	ADJ	sale
Kate	PROPN	Kate
Mort	NOUN	mort
les	DET	le
avant	ADP	avant
compagnie	NOUN	compagnie
ayant	AUX	avoir
destinées	NOUN	destinée
en	ADP	en
se	PRON	se
au	ADP	au
autodéfense	NOUN	autodéfense
avait	AUX	avoir
Patrice	PROPN	Patrice
est	AUX	être
défunte	NOUN	défunt
quelqu'	DET	quelque
si	ADV	si
A	ADP	à
personnes	NOUN	personne
de	ADP	de
toute	ADJ	tout
nom	NOUN	nom
Mort	NOUN	mort
vient	VERB	venir
Puis	CCONJ	puis
levèrent	VERB	lever
Et	CCONJ	et
avait	AUX	avoir
bactéries	NOUN	bactérie
évoquer	VERB	évoquer
écrivain	NOUN	écrivain
faisaient	VERB	faire
Les	DET	le
d'	ADP	de
caractérisait	VERB	caractériser
ou	CCONJ	ou
tête	NOUN	tête
Kate	PROPN	Kate
dans	ADP	dans
davantage	ADV	davantage
que	SCONJ	que
ressemble	VERB	ressemble
tristesse	NOUN	tristesse
une	DET	un
-	ADJ	-
beau	ADJ	beau
elle	PRON	lui
ses	DET	son
contre	ADP	contre
discussion	NOUN	discussion
à	ADP	à
étaient	AUX	être
,	PUNCT	,
que	SCONJ	que
sa	DET	son
informel	ADJ	informel
elle	PRON	lui
et	CCONJ	et
vent	NOUN	vent
toute	DET	tout
âge	NOUN	âge
.	PUNCT	.
combien	ADV	combien
ou	CCONJ	ou
les	DET	le
sur	ADP	sur
la	DET	le
nucléaire	ADJ	nucléaire
ère	NOUN	ère
circonstances	NOUN	circonstance
vie	NOUN	vie
une	DET	un
virus	NOUN	virus
gare	NOUN	gare
mot	NOUN	mot
qui	PRON	qui
biographie	NOUN	biographie
,	PUNCT	,
,	PUNCT	,
hommage	NOUN	hommage
expérience	NOUN	expérience
qu'	PRON	qu'
simple	ADJ	simple
femmes	NOUN	femme
Les	DET	le
flashe	VERB	flashe
que	SCONJ	que
Pourquoi	ADV	pourquoi
exprimer	VERB	exprimer
Une	DET	un
d'	DET	d'
de	ADP	de
forcée	VERB	forcer
C'	PRON	ce
le	PRON	le
ou	CCONJ	ou
de	ADP	de
une	DET	un
la	DET	le
le	DET	le
à	ADP	à
n'	ADV	n'
Kate	PROPN	Kate
sa	DET	son
un	DET	un
,	PUNCT	,
de	ADP	de
souvenir	NOUN	souvenir
bestioles	NOUN	bestiole
image	NOUN	image
le	DET	le
d'	ADP	de
ne	ADV	ne
elle	PRON	lui
pour	ADP	pour
Mrs	NOUN	mr
conscience	NOUN	conscience
souvenirs	NOUN	souvenir
à	ADP	à
mort	NOUN	mort
Celle	PRON	celui
appel	NOUN	appel
,	PUNCT	,
rare	ADJ	rare
silence	NOUN	silence
antan	ADV	antan
tard	ADV	tard
,	PUNCT	,
Kate	PROPN	Kate
la	DET	le
été	AUX	être
bien	ADV	bien
capable	ADJ	capable
leur	DET	leur
dessus	ADP	dessus
Qu'	SCONJ	que
ils	PRON	il
service	NOUN	service
attend	VERB	attendre
survivraient	VERB	survivre
affleurait	VERB	affleurer
de	ADP	de
,	PUNCT	,
Et	CCONJ	et
cela	PRON	cela
sur	ADP	sur
ou	CCONJ	ou
vous	PRON	vous
personnelle	ADJ	personnel
littéraire	ADJ	littéraire
Dieu	PROPN	Dieu
à	ADP	à
ces	DET	ce
dans	ADP	dans
Ce	PRON	ce
reviennent	VERB	revenir
,	PUNCT	,
abyssale	ADJ	abyssal
l'	DET	le
craintes	NOUN	crainte
,	PUNCT	,
mémoire	NOUN	mémoire
,	PUNCT	,
,	PUNCT	,
bien	NOUN	bien
parviennent	VERB	parvenir
à	ADP	à
d'	ADP	de
désignant	VERB	désigner
-	PRON	-
notre	DET	notre
conditions	NOUN	condition
,	PUNCT	,
,	PUNCT	,
cette	DET	ce
des	DET	un
audiovisuelles	ADJ	audiovisuel
de	ADP	de
on	PRON	on
quelques	DET	quelque
rien	PRON	rien
qui	PRON	qui
moral	ADJ	moral
être	AUX	être
,	PUNCT	,
âme	NOUN	âme
Passé	ADP	passé
l'	DET	le
de	ADP	de
mais	CCONJ	mais
la	DET	le
se	PRON	se
veuille	VERB	vouloir
croissent	VERB	croître
pour	ADP	pour
ils	PRON	il
son	DET	son
clouée	VERB	clouer
presse	NOUN	presse
...	PUNCT	...
se	PRON	se
magiques	ADJ	magique
qu'	SCONJ	que
personne	NOUN	personne
Clare	PROPN	Clare
la	DET	le
indifférence	NOUN	indifférence
son	NOUN	son
un	DET	un
penser	VERB	penser
connu	VERB	connaître
la	DET	le
souvenait	VERB	souvenir
»	PUNCT	»
D'	ADP	de
-elle	PRON	lui
phénomène	NOUN	phénomène
qui	PRON	qui
pensée	NOUN	pensée
seule	ADJ	seul
avec	ADP	avec
cérémonie	NOUN	cérémonie
médical	ADJ	médical
sentiments	NOUN	sentiment
défiler	VERB	défiler
.	PUNCT	.
proprement	ADV	proprement
pour	ADP	pour
,	PUNCT	,
,	PUNCT	,
était	AUX	être
Celle	PRON	celui
,	PUNCT	,
York	PROPN	York
en	ADP	en
en	ADP	en
comme	ADP	comme
façon	NOUN	façon
Patrice	PROPN	Patrice
femme	NOUN	femme
,	PUNCT	,
,	PUNCT	,
Umphelby	PROPN	Umphelby
voilà	VERB	voilà
époux	NOUN	époux
il	PRON	il
où	PRON	où
son	DET	son
les	DET	le
ne	ADV	ne
certain	ADJ	certain
pouvoir	VERB	pouvoir
jour	NOUN	jour
un	DET	un
crier	VERB	crier
projectionniste	NOUN	projectionniste
qui	PRON	qui
sorte	NOUN	sorte
elle	PRON	lui
D'	ADP	de
idée	NOUN	idée
ces	DET	ce
agisse	VERB	agir
aux	ADP	à
et	CCONJ	et
entendu	VERB	entendre
elle	PRON	lui
d'	ADP	de
Umphelby	PROPN	Umphelby
où	PRON	où
reste	VERB	reste
ou	CCONJ	ou
présence	NOUN	présence
tous	ADJ	tout
.	PUNCT	.
doit	VERB	devoir
culte	NOUN	culte
dans	ADP	dans
ou	CCONJ	ou
avec	ADP	avec
elle	PRON	lui
courrier	NOUN	courrier
aller	VERB	aller
s'	PRON	se
si	ADV	si
qui	PRON	qui
entrefilets	NOUN	entrefilet
,	PUNCT	,
la	DET	le
correspondu	VERB	correspondre
prolifération	NOUN	prolifération
;	PUNCT	;
de	ADP	de
charger	VERB	charger
qu'	ADV	qu'
de	ADP	de
d'	ADP	de
Les	DET	le
,	PUNCT	,
Défaiseuse	NOUN	défaiseuse
-t	PRON	-t
déchaîner	VERB	déchaîner
son	DET	son
brouillard	NOUN	brouillard
,	PUNCT	,
pourtant	ADV	pourtant
d'	ADP	de
ceux	PRON	celui
les	DET	le
d'	ADP	de
l'	PRON	l'
de	ADP	de
gens	NOUN	gens
où	PRON	où
qu'	SCONJ	que
monde	NOUN	monde
deux	NUM	deux
,	PUNCT	,
éloquences	NOUN	éloquence
exquise	ADJ	exquis
oreillers	NOUN	oreiller
Son	DET	son
la	DET	le
à	ADP	à
portée	NOUN	portée
contact	NOUN	contact
en	ADP	en
le	DET	le
en	PRON	en
matin	NOUN	matin
néologisme	NOUN	néologisme
projet	NOUN	projet
lanternes	NOUN	lanterne
son	DET	son
?	PUNCT	?
gré	NOUN	gré
d'	ADP	de
moment	NOUN	moment
qu'	SCONJ	que
New	PROPN	New
appel	NOUN	appel
comme	ADP	comme
mentalement	ADV	mentalement
disparue	VERB	disparaître
.	PUNCT	.
es	AUX	être
.	PUNCT	.
.	PUNCT	.
genre	NOUN	genre
plus	ADV	plus
de	ADP	de
lui	PRON	lui
,	PUNCT	,
médecine	NOUN	médecine
l'	DET	le
pour	ADP	pour
.	PUNCT	.
ses	DET	son
des	DET	un
tout	ADV	tout
sur	ADP	sur
tant	ADV	tant
biographie	NOUN	biographie
Patrice	PROPN	Patrice
!	PUNCT	!
-là	NOUN	-là
funèbre	ADJ	funèbre
plus	ADV	plus
cela	PRON	cela
Kate	PROPN	Kate
.	PUNCT	.
la	DET	le
,	PUNCT	,
doute	NOUN	doute
comme	ADP	comme
mais	CCONJ	mais
la	DET	le
,	PUNCT	,
,	PUNCT	,
perspective	NOUN	perspective
elle	PRON	lui
Dieu	PROPN	Dieu
ne	ADV	ne
aéroport	NOUN	aéroport
d'	ADP	de
dans	ADP	dans
des	DET	un
souvenir	NOUN	souvenir
-il	PRON	il
sans	ADP	sans
,	PUNCT	,
temps	NOUN	temps
Kate	PROPN	Kate
n'	ADV	n'
Herbert	PROPN	Herbert
nom	NOUN	nom
Kate	PROPN	Kate
ceci	PRON	ceci
littérature	NOUN	littérature
de	ADP	de
fier	VERB	fier
aussi	ADV	aussi
mettre	VERB	mettre
amenés	VERB	amener
pourquoi	ADV	pourquoi
Dupin	PROPN	Dupin
parvinrent	VERB	parvenir
dans	ADP	dans
,	PUNCT	,
du	ADP	de
-	PUNCT	-
son	DET	son
.	PUNCT	.
l'	DET	le
version	NOUN	version
l'	DET	le
à	ADP	à
de	ADP	de
de	ADP	de
biographes	NOUN	biographe
elle	PRON	lui
C'	PRON	ce
Dieu	PROPN	Dieu
Dieu	NOUN	dieu
de	ADP	de
sans	ADP	sans
de	ADP	de
était	AUX	être
règle	NOUN	règle
une	DET	un
se	PRON	se
fit	VERB	faire
»	PUNCT	»
y	PRON	y
amitié	NOUN	amitié
Virginia	PROPN	Virginia
et	CCONJ	et
Herbert	PROPN	Herbert
de	ADP	de
permettait	VERB	permettre
mur	NOUN	mur
Aurore	PROPN	Aurore
utile	ADJ	utile
était	VERB	être
carburant	NOUN	carburant
la	PRON	le
plus	ADV	plus
la	DET	le
demanda	VERB	demander
,	PUNCT	,
foncière	ADJ	foncier
date	NOUN	date
jour	NOUN	jour
s'	PRON	se
de	ADP	de
excentricité	NOUN	excentricité
pour	ADP	pour
spontanément	ADV	spontanément
s'	SCONJ	s'
trait	NOUN	trait
la	DET	le
qu'	PRON	qu'
chose	NOUN	chose
prénom	NOUN	prénom
ingurgité	VERB	ingurgiter
se	PRON	se
qu'	SCONJ	que
l'	PRON	l'
.	PUNCT	.
époque	NOUN	époque
Kate	PROPN	Kate
Kate	PROPN	Kate
tout	ADV	tout
Aucun	DET	aucun
devait	VERB	devoir
deux	NUM	deux
fortiori	X	fortiori
Qu'	PRON	qu'
a	VERB	avoir
ils	PRON	il
Je	PRON	je
a	VERB	avoir
dont	PRON	dont
à	ADP	à
la	DET	le
êtes	VERB	être
les	DET	le
celles	PRON	celui
était	AUX	être
de	ADP	de
donné	VERB	donner
ni	CCONJ	ni
qui	PRON	qui
biographes	NOUN	biographe
je	PRON	je
affubler	VERB	affubler
n'	ADV	n'
mains	NOUN	main
seconde	NOUN	seconde
à	ADP	à
sorti	VERB	sortir
,	PUNCT	,
dans	ADP	dans
pas	ADV	pas
rarement	ADV	rarement
de	ADP	de
Kate	PROPN	Kate
l'	DET	le
de	ADP	de
n'	ADV	n'
n'	ADV	n'
pu	VERB	pouvoir
je	PRON	je
ne	ADV	ne
Patrice	PROPN	Patrice
Laphroaig	PROPN	Laphroaig
je	PRON	je
avait	AUX	avoir
études	NOUN	étude
,	PUNCT	,
avait	AUX	avoir
Depuis	ADP	depuis
inciter	VERB	inciter
inconnue	NOUN	inconnue
de	ADP	de
certaine	ADJ	certain
soit	AUX	être
même	ADJ	même
règle	NOUN	règle
j'	PRON	je
de	ADP	de
...	PUNCT	...
de	ADP	de
une	DET	un
-	PUNCT	-
-	PUNCT	-
.	PUNCT	.
eu	VERB	avoir
devait	VERB	devoir
impressions	NOUN	impression
le	DET	le
était	AUX	être
émerveillée	ADJ	émerveiller
un	PRON	un
version	NOUN	version
d'	ADP	de
brouillard	NOUN	brouillard
savait	VERB	savoir
comme	ADP	comme
)	PUNCT	)
Sand	PROPN	Sand
à	ADP	à
C'	PRON	ce
mutuelle	NOUN	mutuelle
monde	NOUN	monde
adversités	NOUN	adversité
vie	NOUN	vie
proches	NOUN	proche
la	DET	le
Woolf	PROPN	Woolf
-elle	PRON	lui
au	ADP	au
longue	ADJ	long
Ils	PRON	il
tous	ADJ	tout
répondu	VERB	répondre
Ça	PRON	cela
existe	VERB	existe
injustice	NOUN	injustice
à	ADP	à
écueils	NOUN	écueil
dès	ADP	dès
Lorsque	SCONJ	lorsque
compagnie	NOUN	compagnie
ceux	PRON	celui
:	PUNCT	:
bloquée	VERB	bloquer
des	ADP	de
le	PRON	le
conscience	NOUN	conscience
s'	PRON	se
qu'	PRON	qu'
à	ADP	à
que	SCONJ	que
ceci	PRON	ceci
'	PUNCT	'
à	ADP	à
sa	DET	son
ce	DET	ce
recrudescence	NOUN	recrudescence
branchés	ADJ	branché
Virginia	PROPN	Virginia
l'	DET	le
entichée	VERB	enticher
de	ADP	de
que	SCONJ	que
ignorait	VERB	ignorer
jugée	VERB	juger
de	ADP	de
sérieux	ADJ	sérieux
incapables	ADJ	incapable
donné	VERB	donner
cela	PRON	cela
Patrice	PROPN	Patrice
yeux	NOUN	oeil
,	PUNCT	,
avait	AUX	avoir
de	ADP	de
interview	NOUN	interview
justice	NOUN	justice
ni	CCONJ	ni
milieux	NOUN	milieu
,	PUNCT	,
eussent	AUX	avoir
Sur	ADP	sur
des	ADP	de
ses	DET	son
,	PUNCT	,
qu'	SCONJ	que
hauteur	NOUN	hauteur
son	DET	son
des	DET	un
du	ADP	de
les	DET	le
évidente	ADJ	évident
il	PRON	il
souvenait	VERB	souvenir
elle	PRON	lui
divorces	NOUN	divorce
la	DET	le
?	PUNCT	?
éloquents	ADJ	éloquent
mobilier	NOUN	mobilier
de	ADP	de
charme	NOUN	charme
que	PRON	que
rendez-vous	NOUN	rendez-vous
au	ADP	au
Kate	PROPN	Kate
la	DET	le
,	PUNCT	,
au	ADP	au
grands	ADJ	grand
elle	PRON	lui
mener	VERB	mener
vile	ADJ	vil
le	DET	le
)	PUNCT	)
elle	PRON	lui
de	ADP	de
de	ADP	de
arrive	VERB	arrive
il	PRON	il
sur	ADP	sur
sur	ADP	sur
à	ADP	à
et	CCONJ	et
le	DET	le
Il	PRON	il
vers	ADP	vers
les	DET	le
conversation	NOUN	conversation
sur	ADP	sur
qui	PRON	qui
du	ADP	de
que	SCONJ	que
de	ADP	de
et	CCONJ	et
de	ADP	de
avait	AUX	avoir
se	PRON	se
,	PUNCT	,
tard	ADV	tard
qu'	PRON	qu'
Ramsay	PROPN	Ramsay
malt	NOUN	malt
les	DET	le
cité	VERB	citer
laquelle	PRON	lequel
une	DET	un
s'	PRON	se
cette	DET	ce
parvint	VERB	parvenir
Patrice	PROPN	Patrice
discrets	ADJ	discret
cet	DET	ce
de	ADP	de
chevet	NOUN	chevet
convenablement	ADV	convenablement
souvent	ADV	souvent
dans	ADP	dans
mort	NOUN	mort
à	ADP	à
Nous	PRON	nous
genre	NOUN	genre
elle	PRON	lui
dû	VERB	devoir
de	ADP	de
