425	NUM	425
Je	PRON	je
filament	NOUN	filament
de	ADP	de
de	ADP	de
,	PUNCT	,
mate	ADJ	mat
crois	VERB	croire
d'	ADP	de
gratté	VERB	gratter
Presses	NOUN	presse
formèrent	VERB	former
mois	NOUN	mois
n'	ADV	n'
j'	PRON	je
qui	PRON	qui
recommencer	VERB	recommencer
LES	DET	le
pays	NOUN	pays
LA	DET	le
d'	ADP	de
TRITON	NOUN	triton
du	ADP	de
imprimer	VERB	imprimer
caractères	NOUN	caractère
chère	ADJ	cher
ce	DET	ce
être	ADV	être
rendre	VERB	rendre
d'	ADP	de
.	PUNCT	.
03172	NOUN	03172
question	NOUN	question
s'	PRON	se
nôtre	NOUN	nôtre
,	PUNCT	,
la	DET	le
.	PUNCT	.
,	PUNCT	,
message	NOUN	message
DES	ADP	de
était	AUX	être
illustration	NOUN	illustration
carton	NOUN	carton
d'	ADP	de
était	AUX	être
les	DET	le
Sa	DET	son
l'	DET	le
nouveau	ADJ	nouveau
endroit	NOUN	endroit
sa	DET	son
à	ADP	à
Petra	PROPN	Petra
et	CCONJ	et
dérivaient	VERB	dériver
d'	ADP	de
les	DET	le
juste	ADJ	juste
Uske	PROPN	Uske
,	PUNCT	,
ŒUVRES	NOUN	œuvre
-	ADV	-
un	DET	un
l'	PRON	l'
DE	ADP	de
par	ADP	par
R.	PROPN	R.
allaient	VERB	aller
PRISONNIERS	ADJ	prisonnier
vous	PRON	vous
reproductions	NOUN	reproduction
terne	ADJ	terne
copies	NOUN	copie
j'	PRON	je
carton	NOUN	carton
un	DET	un
,	PUNCT	,
si	SCONJ	si
du	ADP	de
deux	NUM	deux
,	PUNCT	,
ma	DET	mon
la	DET	le
représentation	NOUN	représentation
Traduit	VERB	traduire
.	PUNCT	.
Oui	ADV	oui
réservées	VERB	réserver
Depuis	ADP	depuis
l'	DET	le
lui	PRON	lui
vous	PRON	vous
le	DET	le
la	DET	le
2	NUM	2
prisonniers	NOUN	prisonnier
Collection	NOUN	collection
Elle	PRON	lui
DES	ADP	de
éteignit	VERB	éteindre
Mais	CCONJ	mais
de	ADP	de
...	PUNCT	...
La	DET	le
.	PUNCT	.
-	NOUN	-
effacer	VERB	effacer
266	NOUN	266
lisse	ADJ	lisse
le	DET	le
célébrer	VERB	célébrer
—	PUNCT	—
à	ADP	à
le	DET	le
fois	NOUN	fois
sais	VERB	savoir
sans	ADP	sans
pénal	ADJ	pénal
»	PUNCT	»
minuscules	ADJ	minuscule
,	PUNCT	,
ISBN	NOUN	isbn
»	PUNCT	»
,	PUNCT	,
Grâce	NOUN	grâce
celui-ci	PRON	celui-ci
inférieur	ADJ	inférieur
nous	PRON	nous
pourrait	VERB	pouvoir
intégrale	ADJ	intégral
le	DET	le
«	PUNCT	«
Cette	DET	ce
tout	ADV	tout
4	NOUN	4
dans	ADP	dans
guerre	NOUN	guerre
la	DET	le
...	PUNCT	...
la	DET	le
île	NOUN	île
enfin	ADV	enfin
?	PUNCT	?
vous	PRON	vous
espérer	VERB	espérer
l'	DET	le
de	ADP	de
Des	DET	un
Goimard	PROPN	Goimard
ballet	NOUN	ballet
par	ADP	par
choses	NOUN	chose
«	PUNCT	«
toute	DET	tout
©	PUNCT	©
faudra	VERB	falloir
,	PUNCT	,
Petra	PROPN	Petra
que	SCONJ	que
Flammes	NOUN	flamme
part	NOUN	part
-elle	PRON	lui
Petra	PROPN	Petra
reçu	VERB	recevoir
du	ADP	de
Quand	ADV	quand
»	PUNCT	»
à	ADP	à
...	PUNCT	...
,	PUNCT	,
«	PUNCT	«
une	DET	un
il	PRON	il
Ketrall	PROPN	Ketrall
des	ADP	de
que	SCONJ	que
le	DET	le
un	DET	un
les	DET	le
et	CCONJ	et
où	PRON	où
serpents	NOUN	serpent
êtes	VERB	être
lentement	ADV	lentement
,	PUNCT	,
est	VERB	être
visage	NOUN	visage
?	PUNCT	?
était	AUX	être
ou	CCONJ	ou
homme	NOUN	homme
longs	ADJ	long
encore	ADV	encore
barrette	NOUN	barrette
.	PUNCT	.
une	DET	un
le	DET	le
contre	ADV	contre
représentait	VERB	représenter
six	NUM	six
coquillage	NOUN	coquillage
aux	ADP	à
avait	AUX	avoir
reproduction	NOUN	reproduction
de	ADP	de
l'	DET	le
nous	PRON	nous
.	PUNCT	.
abord	ADV	abord
honorer	VERB	honorer
coin	NOUN	coin
illicite	ADJ	illicite
de	ADP	de
un	DET	un
LES	DET	le
milieu	NOUN	milieu
n'	ADV	n'
dit	VERB	dire
n'	ADV	n'
conquête	NOUN	conquête
autre	ADJ	autre
...	PUNCT	...
.	PUNCT	.
mars	NOUN	mars
privé	ADJ	priver
passé	VERB	passer
-ce	PRON	-ce
de	ADP	de
courtes	ADJ	court
ou	CCONJ	ou
souffreteux	ADJ	souffreteux
:	PUNCT	:
droit	NOUN	droit
et	CCONJ	et
Demuth	PROPN	Demuth
choses	NOUN	chose
SAMUEL	NOUN	samuel
utilisation	NOUN	utilisation
THE	X	THE
SAMUEL	PROPN	SAMUEL
—	PUNCT	—
bien	ADV	bien
bal	NOUN	bal
protocole	NOUN	protocole
peau	NOUN	peau
est	AUX	être
Petra	PROPN	Petra
dit	VERB	dire
donnera	VERB	donner
,	PUNCT	,
avec	ADP	avec
Ensuite	ADV	ensuite
l'	DET	le
l'	DET	le
part	NOUN	part
de	ADP	de
:	PUNCT	:
TORON	NOUN	toron
,	PUNCT	,
la	DET	le
-t	PRON	-t
Sur	ADP	sur
à	ADP	à
invitation	NOUN	invitation
Tel	PROPN	Tel
—	PUNCT	—
le	DET	le
Nous	PRON	nous
«	PUNCT	«
que	SCONJ	que
qui	PRON	qui
cette	DET	ce
Sous	ADP	sous
la	DET	le
?	PUNCT	?
présents	ADJ	présent
ennemi	NOUN	ennemi
Vous	PRON	vous
doute	NOUN	doute
,	PUNCT	,
par	ADP	par
»	PUNCT	»
a	VERB	avoir
-	NOUN	-
sanctionnée	VERB	sanctionner
,	PUNCT	,
figé	VERB	figer
d'	ADP	de
d'	ADP	de
et	CCONJ	et
deux	NUM	deux
l'	DET	le
,	PUNCT	,
-	NOUN	-
avons	VERB	avoir
insolence	NOUN	insolence
par	ADP	par
de	ADP	de
,	PUNCT	,
ans	NOUN	an
Mais	CCONJ	mais
partons	VERB	partir
d'	ADP	de
de	ADP	de
.	PUNCT	.
Jacques	PROPN	Jacques
le	DET	le
le	DET	le
l'	DET	le
ai	AUX	avoir
son	DET	son
»	PUNCT	»
Titre	NOUN	titre
éloignée	VERB	éloigner
tout	ADV	tout
-il	PRON	il
soit	VERB	être
en	ADP	en
à	ADP	à
il	PRON	il
.	PUNCT	.
usage	NOUN	usage
.	PUNCT	.
de	ADP	de
On	PRON	on
il	PRON	il
se	PRON	se
2	NOUN	2
un	DET	un
un	DET	un
univers	NOUN	univers
de	ADP	de
Tranu	PROPN	Tranu
volutes	NOUN	volute
»	PUNCT	»
«	PUNCT	«
ou	CCONJ	ou
le	DET	le
conquête	NOUN	conquête
des	ADP	de
je	PRON	je
Dans	ADP	dans
,	PUNCT	,
Aujourd'hui	ADV	aujourd'hui
Alter	PROPN	Alter
TORON	NOUN	toron
américain	NOUN	américain
)	PUNCT	)
mot	NOUN	mot
suis	AUX	être
certaine	ADJ	certain
,	PUNCT	,
avec	ADP	avec
1957	NUM	1957
,	PUNCT	,
imminente	ADJ	imminent
—	PUNCT	—
1989	NUM	1989
Avec	ADP	avec
«	PUNCT	«
aube	NOUN	aube
nom	NOUN	nom
dit	VERB	dire
aurait	AUX	avoir
ou	CCONJ	ou
ce	DET	ce
autour	ADV	autour
née	VERB	naître
,	PUNCT	,
nous	PRON	nous
idée	NOUN	idée
est	AUX	être
à	ADP	à
toujours	ADV	toujours
passa	VERB	passer
les	DET	le
que	SCONJ	que
ai	AUX	avoir
Ambassadeurs	NOUN	ambassadeur
existe	VERB	existe
1er	ADJ	premier
de	ADP	de
nous	PRON	nous
,	PUNCT	,
Jon	PROPN	Jon
lisse	ADJ	lisse
dans	ADP	dans
attachée	VERB	attacher
d'	ADP	de
visite	NOUN	visite
depuis	ADP	depuis
Koshar	PROPN	Koshar
de	DET	de
arrière	NOUN	arrière
qui	PRON	qui
...	PUNCT	...
de	ADP	de
d'	ADP	de
nuit	NOUN	nuit
reçu	VERB	recevoir
l'	PRON	l'
Vous	PRON	vous
.	PUNCT	.
»	PUNCT	»
prie	VERB	prier
de	ADP	de
destinées	VERB	destiner
.	PUNCT	.
Je	PRON	je
Des	DET	un
rendre	VERB	rendre
a	VERB	avoir
suivants	ADJ	suivant
,	PUNCT	,
rejeté	VERB	rejeter
à	ADP	à
»	PUNCT	»
la	DET	le
,	PUNCT	,
avertissement	NOUN	avertissement
nous	PRON	nous
DANS	ADP	dans
Eh	INTJ	Eh
moue	NOUN	moue
-nous	PRON	nous
40	NUM	40
préférée	VERB	préférer
cet	DET	ce
part	NOUN	part
qui	PRON	qui
,	PUNCT	,
les	DET	le
aristocratie	NOUN	aristocratie
choses	NOUN	chose
un	DET	un
comme	ADP	comme
homme	NOUN	homme
petite	ADJ	petit
reproduction	NOUN	reproduction
.	PUNCT	.
besoin	NOUN	besoin
dirigée	VERB	diriger
à	ADP	à
et	CCONJ	et
trois	NUM	trois
.	PUNCT	.
habitué	VERB	habituer
plus	ADV	plus
jeune	ADJ	jeune
«	PUNCT	«
»	PUNCT	»
le	DET	le
TOURS	NOUN	tour
de	ADP	de
Jon	PROPN	Jon
les	DET	le
y	PRON	y
du	ADP	de
R.	PROPN	R.
l'	DET	le
,	PUNCT	,
par	ADP	par
ses	DET	son
une	DET	un
«	PUNCT	«
à	ADP	à
a	VERB	avoir
dégoût	NOUN	dégoût
certainement	ADV	certainement
non	ADV	non
mètres	NOUN	mètre
.	PUNCT	.
dans	ADP	dans
-ce	PRON	-ce
dans	ADP	dans
Il	PRON	il
Code	NOUN	code
—	PUNCT	—
-il	PRON	il
articles	NOUN	article
message	NOUN	message
victoire	NOUN	victoire
entrelacs	NOUN	entrelacs
entre	ADP	entre
mon	DET	mon
la	DET	le
est	VERB	être
cheveux	NOUN	cheveu
ayants	NOUN	ayant
«	PUNCT	«
été	AUX	être
la	DET	le
guerre	NOUN	guerre
»	PUNCT	»
n'	ADV	n'
dans	ADP	dans
présence	NOUN	présence
s'	PRON	se
je	PRON	je
dire	VERB	dire
-	ADV	-
»	PUNCT	»
retenaient	VERB	retenir
FLAMME	NOUN	flamme
.	PUNCT	.
:	PUNCT	:
fixé	VERB	fixer
DE	ADP	de
pas	ADV	pas
surface	NOUN	surface
l'	DET	le
bal	NOUN	bal
y	PRON	y
Faites	VERB	faire
La	DET	le
non	ADV	non
-je	PRON	je
Petra	PROPN	Petra
Tant	ADV	tant
—	PUNCT	—
Nous	PRON	nous
CHUTE	NOUN	chute
qui	PRON	qui
«	PUNCT	«
la	DET	le
détails	NOUN	détail
la	DET	le
de	ADP	de
...	PUNCT	...
le	PRON	le
retournèrent	VERB	retourner
»	PUNCT	»
DE	ADP	de
Il	PRON	il
et	CCONJ	et
avoir	VERB	avoir
les	DET	le
strictement	ADV	strictement
trois	NUM	trois
...	PUNCT	...
DELANY	PROPN	DELANY
battants	NOUN	battant
regarda	VERB	regarder
sens	NOUN	sens
,	PUNCT	,
on	PRON	on
Pocket	PROPN	Pocket
avec	ADP	avec
parallèles	ADJ	parallèle
été	AUX	être
homme	NOUN	homme
nous	PRON	nous
retrouve	VERB	retrouve
.	PUNCT	.
.	PUNCT	.
et	CCONJ	et
Ils	PRON	il
,	PUNCT	,
y	PRON	y
vidéo	NOUN	vidéo
TOURS	NOUN	tour
Seigneur	NOUN	seigneur
minimum	NOUN	minimum
citations	NOUN	citation
,	PUNCT	,
dernière	ADJ	dernier
pour	ADP	pour
«	PUNCT	«
et	CCONJ	et
vous	PRON	vous
Tranu	PROPN	Tranu
deux	NUM	deux
clarté	NOUN	clarté
attention	NOUN	attention
petit	ADJ	petit
«	PUNCT	«
:	PUNCT	:
article	NOUN	article
plus	ADV	plus
Je	PRON	je
une	DET	un
Peut	ADV	peut
ayants	NOUN	ayant
vous	PRON	vous
soir	NOUN	soir
»	PUNCT	»
ce	DET	ce
Même	ADV	même
bal	NOUN	bal
haut	ADV	haut
être	AUX	être
que	ADV	que
venez	VERB	venir
Son	DET	son
j'	PRON	je
votre	DET	votre
invitation	NOUN	invitation
3	NUM	3
plus	ADV	plus
nous	PRON	nous
»	PUNCT	»
ce	DET	ce
de	ADP	de
A	ADP	à
m'	PRON	me
reviens	VERB	revenir
DE	ADP	de
Terre	NOUN	terre
monde	NOUN	monde
sourcils	NOUN	sourcil
Michel	PROPN	Michel
?	PUNCT	?
dit	VERB	dire
l'	DET	le
Il	PRON	il
et	CCONJ	et
but	NOUN	but
«	PUNCT	«
certainement	ADV	certainement
étaient	AUX	être
de	ADP	de
voyez	VERB	voir
nous	PRON	nous
de	ADP	de
il	PRON	il
nom	NOUN	nom
.	PUNCT	.
exception	NOUN	exception
un	DET	un
droit	ADJ	droit
analyses	NOUN	analyse
porte	NOUN	porte
Vous	PRON	vous
(	PUNCT	(
être	ADV	être
—	PUNCT	—
allons	VERB	aller
protocole	NOUN	protocole
traits	NOUN	trait
quelque	DET	quelque
oppose	VERB	oppose
qu'	SCONJ	que
dans	ADP	dans
Peut	ADV	peut
POCKET	PROPN	POCKET
nous	PRON	nous
la	DET	le
,	PUNCT	,
y	PRON	y
TORON	NOUN	toron
Tant	ADV	tant
sur	ADP	sur
il	PRON	il
vus	VERB	voir
.	PUNCT	.
.	PUNCT	.
un	DET	un
a	VERB	avoir
TOURS	NOUN	tour
.	PUNCT	.
copiste	NOUN	copiste
Nous	PRON	nous
avons	AUX	avoir
blond	ADJ	blond
sur	ADP	sur
nerveusement	ADV	nerveusement
...	PUNCT	...
sur	ADP	sur
de	ADP	de
alors	ADV	alors
cousine	NOUN	cousin
y	PRON	y
en	ADP	en
Duchesse	NOUN	duchesse
contrefaçon	NOUN	contrefaçon
1	NUM	1
tant	ADV	tant
Des	DET	un
portait	VERB	porter
a	AUX	avoir
à	ADP	à
vie	NOUN	vie
êtes	AUX	être
de	ADP	de
reflets	NOUN	reflet
défaut	NOUN	défaut
CHUTE	NOUN	chute
à	ADP	à
de	ADP	de
de	ADP	de
TORON	PROPN	TORON
comment	ADV	comment
TOWERS	X	TOWERS
venez	VERB	venir
»	PUNCT	»
est	VERB	être
allez	VERB	aller
à	ADP	à
l'	DET	le
pour	ADP	pour
guerre	NOUN	guerre
.	PUNCT	.
constituerait	VERB	constituer
?	PUNCT	?
comme	ADP	comme
de	ADP	de
qu'	SCONJ	que
dans	ADP	dans
TOURS	NOUN	tour
une	DET	un
aux	ADP	à
invitations	NOUN	invitation
.	PUNCT	.
,	PUNCT	,
entra	VERB	entrer
11	NUM	11
fronçant	VERB	froncer
TOURS	NOUN	tour
joint	VERB	joindre
Est	AUX	être
contente	VERB	contente
de	ADP	de
vous	PRON	vous
cette	DET	ce
d'	ADP	de
comme	ADP	comme
l'	DET	le
C'	PRON	ce
prochaine	ADJ	prochain
quitter	VERB	quitter
,	PUNCT	,
cause	NOUN	cause
à	ADP	à
visage	NOUN	visage
et	CCONJ	et
donc	ADV	donc
autre	ADJ	autre
PRESSES	NOUN	presse
par	ADP	par
une	DET	un
cheveux	NOUN	cheveu
au-delà	ADV	au-delà
Arkor	PROPN	Arkor
or	NOUN	or
.	PUNCT	.
trois	NUM	trois
,	PUNCT	,
.	PUNCT	.
Le	DET	le
nettes	ADJ	net
de	ADP	de
depuis	ADP	depuis
Il	PRON	il
conquête	NOUN	conquête
LA	DET	le
la	DET	le
ou	CCONJ	ou
une	DET	un
alinéa	NOUN	alinéa
FICTION	NOUN	fiction
par	ADP	par
de	ADP	de
avertissement	NOUN	avertissement
une	DET	un
étais	AUX	être
plaisir	NOUN	plaisir
cicatrices	NOUN	cicatrice
et	CCONJ	et
DELANY	PROPN	DELANY
les	DET	le
...	PUNCT	...
même	ADV	même
retirée	VERB	retirer
inclinés	VERB	incliner
demanda	VERB	demander
,	PUNCT	,
.	PUNCT	.
;	PUNCT	;
mesure	NOUN	mesure
à	ADP	à
autorisant	VERB	autoriser
ne	ADV	ne
nouveau	ADJ	nouveau
OF	ADP	of
Koshar	PROPN	Koshar
Jon	PROPN	Jon
dit	VERB	dire
langueur	NOUN	langueur
en	PRON	en
procédé	NOUN	procédé
nouvelles	ADJ	nouveau
:	PUNCT	:
...	PUNCT	...
je	PRON	je
Comme	SCONJ	comme
tout	ADV	tout
»	PUNCT	»
il	PRON	il
de	DET	de
collective	ADJ	collectif
ou	CCONJ	ou
ans	NOUN	an
tous	ADJ	tout
précédent	ADJ	précédent
votre	DET	votre
ou	CCONJ	ou
sommes	AUX	être
vrai	ADJ	vrai
forme	NOUN	forme
sans	ADP	sans
Cette	DET	ce
»	PUNCT	»
«	PUNCT	«
bientôt	ADV	bientôt
POCKET	PROPN	POCKET
du	ADP	de
,	PUNCT	,
«	PUNCT	«
pays	NOUN	pays
,	PUNCT	,
une	DET	un
.	PUNCT	.
original	ADJ	original
,	PUNCT	,
mer	NOUN	mer
,	PUNCT	,
LES	DET	le
,	PUNCT	,
à	ADP	à
.	PUNCT	.
comme	SCONJ	comme
ce	PRON	ce
partielle	ADJ	partiel
—	PUNCT	—
quelque	DET	quelque
vie	NOUN	vie
s'	PRON	se
...	PUNCT	...
La	DET	le
,	PUNCT	,
encore	ADV	encore
mousseline	NOUN	mousseline
,	PUNCT	,
importé	VERB	importer
de	ADP	de
...	PUNCT	...
de	ADP	de
ne	ADV	ne
s'	PRON	se
autre	ADJ	autre
Tout	ADJ	tout
cet	DET	ce
noueux	ADJ	noueux
Le	DET	le
coque	NOUN	coque
éleva	VERB	élever
planète	NOUN	planète
Quelque	ADV	quelque
et	CCONJ	et
l'	DET	le
forêt	NOUN	forêt
transfert	NOUN	transfert
pénitentiaires	ADJ	pénitentiaire
s'	PRON	se
coude	NOUN	coude
sur	ADP	sur
appétit	NOUN	appétit
»	PUNCT	»
.	PUNCT	.
trapus	ADJ	trapu
deux	NUM	deux
officielle	ADJ	officiel
femmes	NOUN	femme
Plus	ADV	plus
n'	ADV	n'
dessus	ADP	dessus
vers	ADP	vers
Pour	ADP	pour
,	PUNCT	,
Ce	DET	ce
premières	ADJ	premier
»	PUNCT	»
sévère	ADJ	sévère
.	PUNCT	.
affaire	NOUN	affaire
gens	NOUN	gens
de	ADP	de
prirent	VERB	prendre
se	PRON	se
de	ADP	de
de	ADP	de
«	PUNCT	«
grande	ADJ	grand
!	PUNCT	!
de	ADP	de
loin	ADV	loin
salle	NOUN	salle
à	ADP	à
Un	DET	un
plaintif	ADJ	plaintif
vieil	ADJ	vieux
dans	ADP	dans
qui	PRON	qui
confins	NOUN	confins
.	PUNCT	.
que	SCONJ	que
.	PUNCT	.
que	SCONJ	que
me	PRON	me
au	ADP	au
pas	ADV	pas
s'	PRON	se
seulement	ADV	seulement
réception	NOUN	réception
horizon	NOUN	horizon
éclat	NOUN	éclat
désert	NOUN	désert
un	DET	un
se	PRON	se
peuple	NOUN	peuple
porta	VERB	porter
est	AUX	être
depuis	ADP	depuis
,	PUNCT	,
jouer	VERB	jouer
de	ADP	de
s'	PRON	se
Toron	PROPN	Toron
silencieux	ADJ	silencieux
demeurés	VERB	demeurer
du	ADP	de
d'	ADP	de
-	ADV	-
,	PUNCT	,
Jon	PROPN	Jon
Sans	ADP	sans
flamboyer	VERB	flamboyer
capable	ADJ	capable
l'	DET	le
de	ADP	de
honte	NOUN	honte
Elle	PRON	lui
,	PUNCT	,
porta	VERB	porter
joyau	NOUN	joyau
la	DET	le
brusquement	ADV	brusquement
immaculée	ADJ	immaculé
la	DET	le
s'	PRON	se
,	PUNCT	,
présent	NOUN	présent
chaque	DET	chaque
»	PUNCT	»
aperçut	VERB	apercevoir
vers	ADP	vers
de	ADP	de
mines	NOUN	mine
.	PUNCT	.
avança	VERB	avancer
lèvres	NOUN	lèvre
Les	DET	le
!	PUNCT	!
fourrures	NOUN	fourrure
du	ADP	de
seulement	ADV	seulement
faire	VERB	faire
principal	ADJ	principal
aquarium	NOUN	aquarium
cuivre	NOUN	cuivre
clapotis	NOUN	clapotis
leurs	DET	leur
de	ADP	de
le	DET	le
du	ADP	de
un	DET	un
l'	DET	le
plus	ADV	plus
écarta	VERB	écarter
oasis	NOUN	oasis
titubant	VERB	tituber
un	DET	un
Jon	PROPN	Jon
nuit	NOUN	nuit
ai	AUX	avoir
par	ADV	par
quelques	DET	quelque
notre	DET	notre
une	DET	un
de	ADP	de
un	DET	un
que	SCONJ	que
avaient	AUX	avoir
trois	NUM	trois
extrémité	NOUN	extrémité
généraux	NOUN	général
vite	ADV	vite
.	PUNCT	.
aux	ADP	à
dans	ADP	dans
des	DET	un
pli	NOUN	pli
.	PUNCT	.
et	CCONJ	et
fille	NOUN	fille
Tranu	PROPN	Tranu
aussitôt	ADV	aussitôt
,	PUNCT	,
ans	NOUN	an
du	ADP	de
mouvements	NOUN	mouvement
à	ADP	à
reçut	VERB	recevoir
de	ADP	de
conversations	NOUN	conversation
parurent	VERB	paraître
femmes	NOUN	femme
fenêtres	NOUN	fenêtre
et	CCONJ	et
chose	NOUN	chose
lentement	ADV	lentement
la	DET	le
en	ADP	en
devant	ADP	devant
encontre	NOUN	encontre
-t	PRON	-t
de	ADP	de
,	PUNCT	,
main	NOUN	main
Jon	PROPN	Jon
des	ADP	de
,	PUNCT	,
Jon	PROPN	Jon
»	PUNCT	»
Toron	PROPN	Toron
à	ADP	à
du	ADP	de
chanson	NOUN	chanson
un	DET	un
tandis	ADV	tandis
dans	ADP	dans
histoire	NOUN	histoire
ressemble	VERB	ressemble
Tout	ADV	tout
toast	NOUN	toast
illuminaient	VERB	illuminer
proclamée	VERB	proclamer
yacht	NOUN	yacht
de	ADP	de
doute	NOUN	doute
Toron	PROPN	Toron
Ne	ADV	ne
de	ADP	de
L'	DET	le
les	DET	le
servir	VERB	servir
prit	VERB	prendre
écart	NOUN	écart
tenaient	VERB	tenir
jeune	ADJ	jeune
Ketrall	PROPN	Ketrall
rouge	NOUN	rouge
de	ADP	de
l'	DET	le
réapparue	VERB	réapparaître
les	DET	le
!	PUNCT	!
s'	PRON	se
où	PRON	où
cramoisi	NOUN	cramoisi
dirigea	VERB	diriger
île	NOUN	île
des	DET	un
firent	AUX	faire
vers	ADP	vers
et	CCONJ	et
ruban	NOUN	ruban
vivaient	VERB	vivre
de	ADP	de
Koshar	PROPN	Koshar
.	PUNCT	.
je	PRON	je
des	ADP	de
une	DET	un
songer	VERB	songer
où	PRON	où
la	DET	le
a	VERB	avoir
de	ADP	de
un	DET	un
n'	ADV	n'
invités	NOUN	invité
ornaient	VERB	orner
vagues	NOUN	vague
.	PUNCT	.
une	DET	un
la	DET	le
vieil	ADJ	vieux
soie	NOUN	soie
salle	NOUN	salle
le	DET	le
monde	NOUN	monde
frénétiquement	ADV	frénétiquement
de	ADP	de
interrompit	VERB	interrompre
.	PUNCT	.
aux	ADP	à
«	PUNCT	«
»	PUNCT	»
lui	PRON	lui
bastion	NOUN	bastion
ocellé	VERB	oceller
.	PUNCT	.
humains	NOUN	humain
hurlement	NOUN	hurlement
et	CCONJ	et
dressés	VERB	dresser
fit	VERB	faire
vers	ADP	vers
chacun	PRON	chacun
côtés	NOUN	côté
femmes	NOUN	femme
six	NUM	six
se	PRON	se
d'	ADP	de
nous	PRON	nous
tissu	NOUN	tissu
un	DET	un
.	PUNCT	.
—	PUNCT	—
peut	VERB	pouvoir
des	ADP	de
la	DET	le
poisson	NOUN	poisson
de	ADP	de
repoussé	VERB	repousser
une	DET	un
dominaient	VERB	dominer
,	PUNCT	,
être	AUX	être
,	PUNCT	,
Un	DET	un
différence	NOUN	différence
tribus	NOUN	tribu
...	PUNCT	...
innombrables	ADJ	innombrable
que	ADV	que
du	ADP	de
-	ADV	-
de	ADP	de
Jon	PROPN	Jon
,	PUNCT	,
,	PUNCT	,
.	PUNCT	.
continent	NOUN	continent
Une	DET	un
robe	NOUN	robe
qui	PRON	qui
au	ADP	au
la	DET	le
.	PUNCT	.
tanné	VERB	tanner
de	ADP	de
sa	DET	son
,	PUNCT	,
Il	PRON	il
et	CCONJ	et
cordes	NOUN	corde
chevelure	NOUN	chevelure
