Boudienny	PROPN	Boudienny
-	PROPN	-
,	PUNCT	,
germaniques	ADJ	germanique
aperçût	VERB	apercevoir
leur	DET	leur
d'	ADP	de
l'	DET	le
l'	PRON	l'
impression	NOUN	impression
,	PUNCT	,
l'	DET	le
partisans	NOUN	partisan
arbres	NOUN	arbre
endroit	NOUN	endroit
à	ADP	à
nuances	NOUN	nuance
,	PUNCT	,
et	CCONJ	et
était	AUX	être
littéralement	ADV	littéralement
et	CCONJ	et
des	ADP	de
fertile	ADJ	fertile
français	ADJ	français
déjà	ADV	déjà
,	PUNCT	,
nombre	NOUN	nombre
constamment	ADV	constamment
de	ADP	de
vigilance	NOUN	vigilance
et	CCONJ	et
fait	VERB	faire
tussent	VERB	taire
maintenue	VERB	maintenir
évasion	NOUN	évasion
esclavage	NOUN	esclavage
de	ADP	de
évasion	NOUN	évasion
primitives	ADJ	primitif
quelques	DET	quelque
se	PRON	se
où	PRON	où
y	PRON	y
exerçait	VERB	exercer
de	ADP	de
.	PUNCT	.
esprit	NOUN	esprit
un	DET	un
de	ADP	de
caserne	NOUN	caserne
en	ADP	en
.	PUNCT	.
cimetière	NOUN	cimetière
éclatement	NOUN	éclatement
le	PRON	le
le	DET	le
on	PRON	on
offensive	NOUN	offensive
accueillir	VERB	accueillir
réduire	VERB	réduire
temps	NOUN	temps
,	PUNCT	,
évolutions	NOUN	évolution
prisonniers	NOUN	prisonnier
s'	PRON	se
camp	NOUN	camp
portaient	VERB	porter
des	ADP	de
au	ADP	au
où	PRON	où
établi	VERB	établir
artisans	NOUN	artisan
La	DET	le
portait	VERB	porter
était	AUX	être
étant	AUX	être
ville	NOUN	ville
mitrailleuse	NOUN	mitrailleuse
sécurité	NOUN	sécurité
limites	NOUN	limite
froid	ADJ	froid
une	DET	un
trafic	NOUN	trafic
,	PUNCT	,
voyait	VERB	voir
que	SCONJ	que
,	PUNCT	,
Allemands	NOUN	allemand
bolchevisme	NOUN	bolchevisme
auraient	AUX	avoir
et	CCONJ	et
,	PUNCT	,
.	PUNCT	.
la	DET	le
faire	AUX	faire
espoir	NOUN	espoir
pouvait	VERB	pouvoir
dont	PRON	dont
grondement	NOUN	grondement
guerre	NOUN	guerre
du	ADP	de
un	DET	un
la	DET	le
au	ADP	au
étaient	AUX	être
à	ADP	à
époque	NOUN	époque
canonnade	NOUN	canonnade
blindés	ADJ	blindé
-	PROPN	-
zone	NOUN	zone
il	PRON	il
le	PRON	le
très	ADV	très
bordait	VERB	border
de	ADP	de
pas	ADV	pas
on	PRON	on
quinze	NUM	quinze
écuries	NOUN	écurie
à	ADP	à
la	DET	le
plan	NOUN	plan
s'	PRON	se
s'	PRON	se
déploiement	NOUN	déploiement
pays	NOUN	pays
avait	AUX	avoir
auxquels	PRON	auxquels
»	PUNCT	»
terrain	NOUN	terrain
campagne	NOUN	campagne
blanc	ADJ	blanc
devant	VERB	devoir
ci	PRON	ci
la	DET	le
«	PUNCT	«
achevaient	VERB	achever
frontières	NOUN	frontière
contents	ADJ	content
espace	NOUN	espace
apparaître	VERB	apparaître
reconnaissance	NOUN	reconnaissance
français	ADJ	français
ne	ADV	ne
une	DET	un
par	ADP	par
allemand	ADJ	allemand
caserne	NOUN	caserne
l'	DET	le
français	ADJ	français
cette	DET	ce
camp	NOUN	camp
nom	NOUN	nom
,	PUNCT	,
précédés	VERB	précéder
bâtiments	NOUN	bâtiment
tradition	NOUN	tradition
ou	CCONJ	ou
garde	NOUN	garde
barbelés	ADJ	barbelé
,	PUNCT	,
temps	NOUN	temps
allemand	ADJ	allemand
de	ADP	de
en	ADP	en
la	DET	le
plutôt	ADV	plutôt
On	PRON	on
Polonais	NOUN	polonais
était	AUX	être
l'	DET	le
de	ADP	de
d'	ADP	de
d'	ADP	de
moment	NOUN	moment
militaire	ADJ	militaire
plus	ADV	plus
dû	VERB	devoir
mesurée	VERB	mesurer
il	PRON	il
visage	NOUN	visage
la	DET	le
orientale	ADJ	oriental
Ruska	PROPN	Ruska
surveillance	NOUN	surveillance
ne	ADV	ne
à	ADP	à
cavalerie	NOUN	cavalerie
des	ADP	de
constitué	VERB	constituer
plus	ADV	plus
lendemain	NOUN	lendemain
sensiblement	ADV	sensiblement
illustre	ADJ	illustre
.	PUNCT	.
nationaliste	NOUN	nationaliste
avait	AUX	avoir
grande	ADJ	grand
le	DET	le
sous	ADP	sous
que	SCONJ	que
mais	CCONJ	mais
dresser	VERB	dresser
les	PRON	le
la	DET	le
de	ADP	de
brutale	ADJ	brutal
s'	PRON	se
la	DET	le
de	ADP	de
,	PUNCT	,
,	PUNCT	,
dans	ADP	dans
étaient	AUX	être
formée	VERB	former
peut-être	ADV	peut-être
rendue	VERB	rendre
miradors	NOUN	mirador
qui	PRON	qui
élevant	VERB	élever
,	PUNCT	,
ses	DET	son
à	ADP	à
la	DET	le
éventuels	ADJ	éventuel
ne	ADV	ne
secteur	NOUN	secteur
l'	DET	le
une	DET	un
1941	NUM	1941
dans	ADP	dans
le	DET	le
année	NOUN	année
Il	PRON	il
nous	PRON	nous
-	PROPN	-
une	DET	un
depuis	ADP	depuis
grande	ADJ	grand
manœuvre	NOUN	manœuvre
étendait	VERB	étendre
en	ADP	en
,	PUNCT	,
un	DET	un
de	ADP	de
était	AUX	être
étoile	NOUN	étoile
ville	NOUN	ville
déplacements	NOUN	déplacement
ne	ADV	ne
dans	ADP	dans
,	PUNCT	,
.	PUNCT	.
population	NOUN	population
y	PRON	y
logis	NOUN	logis
lancée	VERB	lancer
les	DET	le
inaccessible	ADJ	inaccessible
la	DET	le
fusil	NOUN	fusil
juifs	ADJ	juif
Le	DET	le
d'	ADP	de
fût	AUX	être
les	DET	le
,	PUNCT	,
bolcheviks	NOUN	bolchevik
le	DET	le
il	PRON	il
à	ADP	à
quelques	DET	quelque
trois	NUM	trois
au	ADP	au
paysan	NOUN	paysan
,	PUNCT	,
pays	NOUN	pays
maintenant	ADV	maintenant
gardait	VERB	garder
femme	NOUN	femme
coutume	NOUN	coutume
durci	VERB	durcir
Son	DET	son
rouge	ADJ	rouge
une	DET	un
,	PUNCT	,
,	PUNCT	,
le	DET	le
milieu	NOUN	milieu
qui	PRON	qui
qui	PRON	qui
qu'	PRON	qu'
temps	NOUN	temps
l'	PRON	l'
serait	AUX	être
par	ADP	par
,	PUNCT	,
s'	PRON	se
constituée	VERB	constituer
supporter	VERB	supporter
le	DET	le
;	PUNCT	;
que	SCONJ	que
à	ADP	à
coups	NOUN	coup
pour	ADP	pour
nous	PRON	nous
directions	NOUN	direction
semblait	VERB	sembler
,	PUNCT	,
des	ADP	de
par	ADP	par
aussi	ADV	aussi
de	ADP	de
,	PUNCT	,
de	ADP	de
de	ADP	de
Rawa	PROPN	Rawa
extérieur	NOUN	extérieur
finalement	ADV	finalement
camp	NOUN	camp
cents	NUM	cent
leur	DET	leur
autour	ADV	autour
trompés	VERB	tromper
guerre	NOUN	guerre
de	ADP	de
déportation	NOUN	déportation
soldat	NOUN	soldat
les	DET	le
plate	ADJ	plat
consolider	VERB	consolider
possible	ADJ	possible
avoir	AUX	avoir
abstraite	ADJ	abstrait
par	ADP	par
milieu	NOUN	milieu
nous	PRON	nous
front	NOUN	front
militaires	ADJ	militaire
qu'	ADV	qu'
héroïques	ADJ	héroïque
un	DET	un
espace	NOUN	espace
fuite	NOUN	fuite
uniformité	NOUN	uniformité
Les	DET	le
plus	ADV	plus
de	ADP	de
geôliers	NOUN	geôlier
signalait	VERB	signaler
qui	PRON	qui
de	ADP	de
était	AUX	être
un	DET	un
ils	PRON	il
les	DET	le
par	ADP	par
intercalaient	VERB	intercaler
.	PUNCT	.
que	PRON	que
ne	ADV	ne
que	SCONJ	que
seules	ADJ	seul
possession	NOUN	possession
du	ADP	de
et	CCONJ	et
reproduire	VERB	reproduire
élevait	VERB	élever
n'	ADV	n'
mobile	ADJ	mobile
avec	ADP	avec
camp	NOUN	camp
Au	ADP	au
air	NOUN	air
,	PUNCT	,
dont	PRON	dont
la	DET	le
,	PUNCT	,
.	PUNCT	.
devînt	VERB	devenir
de	ADP	de
l'	DET	le
autres	ADJ	autre
horizon	NOUN	horizon
,	PUNCT	,
Allemands	NOUN	allemand
plaçaient	VERB	placer
sous	ADP	sous
une	DET	un
les	DET	le
Juin	NOUN	juin
dans	ADP	dans
la	DET	le
,	PUNCT	,
les	DET	le
de	ADP	de
et	CCONJ	et
se	PRON	se
lointaine	ADJ	lointain
la	DET	le
Galicie	PROPN	Galicie
cessé	VERB	cesser
que	SCONJ	que
,	PUNCT	,
que	ADV	que
Allemands	NOUN	allemand
mise	VERB	mettre
au	ADP	au
n'	ADV	n'
lésine	VERB	lésine
grands	ADJ	grand
s'	PRON	se
,	PUNCT	,
maintenant	ADV	maintenant
moins	ADV	moins
,	PUNCT	,
établi	VERB	établir
qui	PRON	qui
le	DET	le
nécessaire	ADJ	nécessaire
eux	PRON	lui
du	ADP	de
en	ADP	en
.	PUNCT	.
tête	NOUN	tête
arrêté	VERB	arrêter
désormais	ADV	désormais
temps	NOUN	temps
avaient	AUX	avoir
dessinée	VERB	dessiner
une	DET	un
de	ADP	de
contre	ADP	contre
;	PUNCT	;
des	DET	un
;	PUNCT	;
la	DET	le
,	PUNCT	,
La	DET	le
l'	DET	le
il	PRON	il
à	ADP	à
,	PUNCT	,
premier	ADJ	premier
Celle	PRON	celui
et	CCONJ	et
notre	DET	notre
peur	NOUN	peur
civile	ADJ	civil
plus	ADV	plus
nous	PRON	nous
Le	DET	le
missions	NOUN	mission
la	DET	le
Dans	ADP	dans
jamais	ADV	jamais
,	PUNCT	,
,	PUNCT	,
les	DET	le
leur	DET	leur
remporté	VERB	remporter
la	DET	le
sont	AUX	être
était	AUX	être
blafarde	ADJ	blafard
on	PRON	on
la	DET	le
lisière	NOUN	lisière
.	PUNCT	.
.	PUNCT	.
une	DET	un
très	ADV	très
d'	ADP	de
de	ADP	de
l'	DET	le
la	DET	le
Rawa	PROPN	Rawa
près	ADV	près
en	ADP	en
l'	DET	le
replis	NOUN	repli
poussière	NOUN	poussière
1917	NUM	1917
s'	PRON	se
presque	ADV	presque
qui	PRON	qui
couvert	NOUN	couvert
butte	NOUN	butte
allions	VERB	allier
avait	AUX	avoir
la	DET	le
russe	ADJ	russe
dans	ADP	dans
champs	NOUN	champ
tombée	VERB	tomber
.	PUNCT	.
qu'	SCONJ	que
anciens	ADJ	ancien
simplement	ADV	simplement
l'	DET	le
deçà	ADV	deçà
déjà	ADV	déjà
de	ADP	de
au	ADP	au
de	ADP	de
enclos	NOUN	enclos
l'	PRON	l'
pas	ADV	pas
plaine	NOUN	plaine
arrières	NOUN	arrière
des	DET	un
,	PUNCT	,
nous	PRON	nous
des	DET	un
campagne	NOUN	campagne
nôtre	PRON	nôtre
et	CCONJ	et
et	CCONJ	et
sans	ADP	sans
prisonniers	NOUN	prisonnier
une	DET	un
les	DET	le
nombre	NOUN	nombre
dans	ADP	dans
un	DET	un
quelques	DET	quelque
qui	PRON	qui
égal	ADJ	égal
en	ADP	en
être	AUX	être
Le	DET	le
des	DET	un
auquel	PRON	auquel
de	ADP	de
à	ADP	à
camp	NOUN	camp
cette	DET	ce
maisons	NOUN	maison
cette	DET	ce
le	DET	le
et	CCONJ	et
du	ADP	de
une	DET	un
l'	DET	le
silence	NOUN	silence
en	ADP	en
d'	ADP	de
lors	ADV	lors
temps	NOUN	temps
notre	DET	notre
,	PUNCT	,
une	DET	un
avant	ADP	avant
matérielle	ADJ	matériel
large	ADJ	large
hof	PROPN	hof
combattu	VERB	combattre
ce	PRON	ce
la	DET	le
;	PUNCT	;
destinée	VERB	destiner
récente	ADJ	récent
quinzaine	NOUN	quinzaine
au	ADP	au
,	PUNCT	,
souvent	ADV	souvent
,	PUNCT	,
prisonniers	ADJ	prisonnier
rompait	VERB	rompre
ne	ADV	ne
sur	ADP	sur
transparence	NOUN	transparence
enceinte	NOUN	enceinte
été	AUX	être
manquer	VERB	manquer
,	PUNCT	,
autant	ADV	autant
s'	PRON	se
seule	ADJ	seul
été	AUX	être
regard	NOUN	regard
milice	NOUN	milice
ses	DET	son
était	AUX	être
partie	NOUN	partie
de	ADP	de
.	PUNCT	.
et	CCONJ	et
.	PUNCT	.
et	CCONJ	et
sous	ADP	sous
la	DET	le
rappelait	VERB	rappeler
fut	AUX	être
à	ADP	à
commandant	NOUN	commandant
qu'	SCONJ	que
qui	PRON	qui
leur	DET	leur
ombragés	ADJ	ombrager
pour	ADP	pour
L'	DET	le
aux	ADP	à
allemandes	ADJ	allemand
en	ADP	en
faisait	AUX	faire
.	PUNCT	.
guerre	NOUN	guerre
étaient	AUX	être
comme	ADP	comme
Fried	PROPN	Fried
;	PUNCT	;
l'	DET	le
pied	NOUN	pied
une	DET	un
adossait	VERB	adosser
du	ADP	de
une	DET	un
militaire	ADJ	militaire
fin	NOUN	fin
des	DET	un
accordait	VERB	accorder
quoi	PRON	quoi
hectares	NOUN	hectare
Alentour	NOUN	alentour
avait	AUX	avoir
paix	NOUN	paix
on	PRON	on
où	PRON	où
était	AUX	être
accomplissaient	VERB	accomplir
était	AUX	être
Armée	NOUN	armée
trains	NOUN	train
de	ADP	de
apercevait	VERB	apercevoir
hauteur	NOUN	hauteur
de	ADP	de
les	DET	le
de	DET	de
rails	NOUN	rail
de	ADP	de
foulard	NOUN	foulard
que	ADV	que
basses	ADJ	bas
Bien	ADV	bien
commerçants	NOUN	commerçant
...	PUNCT	...
écart	NOUN	écart
de	ADP	de
Bien	ADV	bien
extermination	NOUN	extermination
exposer	VERB	exposer
ne	ADV	ne
camp	NOUN	camp
soulevait	VERB	soulever
et	CCONJ	et
,	PUNCT	,
les	DET	le
une	DET	un
d'	ADP	de
petite	ADJ	petit
avait	AUX	avoir
imposées	VERB	imposer
milieu	NOUN	milieu
conditions	NOUN	condition
nue	ADJ	nu
,	PUNCT	,
le	DET	le
cimetière	NOUN	cimetière
de	ADP	de
batterie	NOUN	batterie
et	CCONJ	et
l'	DET	le
les	DET	le
brassard	NOUN	brassard
avait	VERB	avoir
fils	NOUN	fils
leur	DET	leur
le	DET	le
transporter	VERB	transporter
bois	NOUN	bois
de	ADP	de
boisée	ADJ	boisé
et	CCONJ	et
alentour	ADV	alentour
contrée	NOUN	contrée
l'	DET	le
voitures	NOUN	voiture
temps	NOUN	temps
campagne	NOUN	campagne
la	PRON	le
les	DET	le
Petlioura	PROPN	Petlioura
mines	NOUN	mine
escadron	NOUN	escadron
Dans	ADP	dans
arrivée	NOUN	arrivée
à	ADP	à
de	ADP	de
des	ADP	de
propice	ADJ	propice
n'	ADV	n'
de	ADP	de
-	NOUN	-
avaient	AUX	avoir
est	NOUN	est
profondeur	NOUN	profondeur
prévu	VERB	prévoir
pu	VERB	pouvoir
sans	ADP	sans
disaient	VERB	dire
cavaliers	NOUN	cavalier
une	DET	un
chevaux	NOUN	cheval
on	PRON	on
entre	ADP	entre
;	PUNCT	;
maréchal	NOUN	maréchal
longtemps	ADV	longtemps
décourager	VERB	décourager
armée	NOUN	armée
de	ADP	de
qu'	SCONJ	que
Non	ADV	non
ce	DET	ce
laquelle	PRON	lequel
au	ADP	au
gare	NOUN	gare
d'	ADP	de
étaient	AUX	être
misère	NOUN	misère
et	CCONJ	et
Ce	PRON	ce
commence	VERB	commencer
revivre	VERB	revivre
d'	ADP	de
était	AUX	être
qui	PRON	qui
d'	ADP	de
circulaient	VERB	circuler
étendait	VERB	étendre
vent	NOUN	vent
la	DET	le
ainsi	ADV	ainsi
que	SCONJ	que
Pour	ADP	pour
,	PUNCT	,
les	DET	le
vie	NOUN	vie
l'	DET	le
été	AUX	être
d'	ADP	de
dans	ADP	dans
éloigné	ADJ	éloigné
voulu	VERB	vouloir
de	ADP	de
,	PUNCT	,
où	PRON	où
une	DET	un
l'	DET	le
Allemands	NOUN	allemand
,	PUNCT	,
Ukraine	PROPN	Ukraine
Le	DET	le
enceinte	NOUN	enceinte
nu	ADJ	nu
la	DET	le
décida	VERB	décider
automobiles	NOUN	automobile
pourvue	VERB	pourvoir
clandestins	ADJ	clandestin
forme	NOUN	forme
les	DET	le
victoire	NOUN	victoire
évasion	NOUN	évasion
-	PRON	-
unités	NOUN	unité
surcroît	NOUN	surcroît
avant	ADP	avant
,	PUNCT	,
découvertes	VERB	découvrir
et	CCONJ	et
prisonniers	NOUN	prisonnier
montrait	VERB	montrer
prolonger	VERB	prolonger
allemand	ADJ	allemand
Armée	NOUN	armée
herbe	NOUN	herbe
soumis	VERB	soumettre
sur	ADP	sur
,	PUNCT	,
d'	ADP	de
avait	AUX	avoir
ukrainien	ADJ	ukrainien
,	PUNCT	,
,	PUNCT	,
courant	VERB	courir
de	ADP	de
.	PUNCT	.
mais	CCONJ	mais
écoulée	VERB	écouler
,	PUNCT	,
qui	PRON	qui
,	PUNCT	,
eau	NOUN	eau
région	NOUN	région
du	ADP	de
régime	NOUN	régime
révolution	NOUN	révolution
d'	ADP	de
idées	NOUN	idée
les	DET	le
loin	ADV	loin
par	ADP	par
.	PUNCT	.
,	PUNCT	,
placées	VERB	placer
populations	NOUN	population
son	DET	son
endroit	NOUN	endroit
notre	DET	notre
Aux	ADP	à
à	ADP	à
la	DET	le
vouée	VERB	vouer
ici	ADV	ici
vie	NOUN	vie
piétiner	VERB	piétiner
les	DET	le
de	ADP	de
travaillés	VERB	travailler
déroute	NOUN	déroute
d'	ADP	de
vers	ADP	vers
avec	ADP	avec
camp	NOUN	camp
ancien	ADJ	ancien
prisonniers	NOUN	prisonnier
abords	NOUN	abord
retiré	VERB	retirer
d'	ADP	de
due	ADJ	devoir
moins	ADV	moins
,	PUNCT	,
,	PUNCT	,
en	ADP	en
sur	ADP	sur
le	DET	le
eût	AUX	avoir
nus	ADJ	nu
commencerait	VERB	commencer
jusqu'	ADP	jusque
garantir	VERB	garantir
involontaires	ADJ	involontaire
kilomètres	NOUN	kilomètre
sol	NOUN	sol
à	ADP	à
vide	NOUN	vide
de	ADP	de
.	PUNCT	.
un	DET	un
,	PUNCT	,
s'	PRON	se
car	CCONJ	car
,	PUNCT	,
les	DET	le
de	ADP	de
elle	PRON	lui
couverte	VERB	couvrir
lointain	ADJ	lointain
mot	NOUN	mot
de	ADP	de
.	PUNCT	.
Rawa	PROPN	Rawa
en	ADP	en
plus	ADV	plus
peu	ADV	peu
,	PUNCT	,
un	PRON	un
eût	AUX	avoir
d'	ADP	de
indiquer	VERB	indiquer
cas	NOUN	cas
contre	ADP	contre
stationnée	VERB	stationner
commençait	VERB	commencer
de	ADP	de
,	PUNCT	,
;	PUNCT	;
figurais	VERB	figurer
ce	PRON	ce
nous	PRON	nous
posée	VERB	poser
le	DET	le
.	PUNCT	.
nous	PRON	nous
y	PRON	y
de	ADP	de
disparaître	VERB	disparaître
Pour	ADP	pour
et	CCONJ	et
,	PUNCT	,
,	PUNCT	,
allemand	ADJ	allemand
y	PRON	y
uns	PRON	un
de	ADP	de
impatience	NOUN	impatience
son	DET	son
pour	ADP	pour
,	PUNCT	,
et	CCONJ	et
couleurs	NOUN	couleur
les	DET	le
était	AUX	être
sur	ADP	sur
fait	NOUN	fait
donnerait	VERB	donner
d'	ADP	de
de	ADP	de
pénétré	VERB	pénétrer
la	DET	le
dans	ADP	dans
comportement	NOUN	comportement
afin	ADV	afin
pour	ADP	pour
cheval	NOUN	cheval
créé	VERB	créer
ennuyait	VERB	ennuyer
fixer	VERB	fixer
le	DET	le
composé	VERB	composer
fallait	VERB	falloir
arbres	NOUN	arbre
question	NOUN	question
bois	NOUN	bois
était	AUX	être
,	PUNCT	,
que	ADV	que
gais	ADJ	gai
conduite	NOUN	conduite
...	PUNCT	...
toujours	ADV	toujours
bout	NOUN	bout
,	PUNCT	,
d'	ADP	de
etc.	ADV	etc.
on	PRON	on
était	AUX	être
qui	PRON	qui
arbres	NOUN	arbre
élever	VERB	élever
,	PUNCT	,
de	ADP	de
pouvoir	VERB	pouvoir
l'	DET	le
-nous	PRON	nous
de	ADP	de
décidé	VERB	décider
surveillait	VERB	surveiller
ce	DET	ce
même	ADV	même
d'	ADP	de
de	ADP	de
la	DET	le
pain	NOUN	pain
l'	DET	le
nonchalante	ADJ	nonchalant
que	PRON	que
soupe	NOUN	soupe
.	PUNCT	.
nous	PRON	nous
s'	PRON	se
,	PUNCT	,
du	ADP	de
élan	NOUN	élan
à	ADP	à
,	PUNCT	,
,	PUNCT	,
plutôt	ADV	plutôt
car	CCONJ	car
tandis	ADV	tandis
et	CCONJ	et
lentement	ADV	lentement
traduire	VERB	traduire
autres	ADJ	autre
dont	PRON	dont
de	ADP	de
prisonniers	NOUN	prisonnier
,	PUNCT	,
légendaire	ADJ	légendaire
dans	ADP	dans
quelquefois	ADV	quelquefois
est	VERB	être
,	PUNCT	,
étaient	AUX	être
pour	ADP	pour
peint	VERB	peindre
ville	NOUN	ville
barrière	NOUN	barrière
,	PUNCT	,
aux	ADP	à
pas	ADV	pas
intelligent	ADJ	intelligent
pour	ADP	pour
on	PRON	on
agenouillés	VERB	agenouiller
sous	ADP	sous
tout	ADV	tout
évoquait	VERB	évoquer
des	DET	un
le	DET	le
,	PUNCT	,
troupe	NOUN	troupe
grau	NOUN	grau
toujours	ADV	toujours
,	PUNCT	,
Le	DET	le
un	DET	un
Je	PRON	je
cimetière	NOUN	cimetière
comme	SCONJ	comme
n'	ADV	n'
de	ADP	de
divers	ADJ	divers
:	PUNCT	:
.	PUNCT	.
toujours	ADV	toujours
plants	NOUN	plant
ses	DET	son
espace	NOUN	espace
)	PUNCT	)
achever	VERB	achever
à	ADP	à
au	ADP	au
la	DET	le
laquelle	PRON	lequel
faire	VERB	faire
nature	NOUN	nature
-	PRON	-
rester	VERB	rester
voisins	ADJ	voisin
nous	PRON	nous
réserverait	VERB	réserver
,	PUNCT	,
dans	ADP	dans
»	PUNCT	»
,	PUNCT	,
Il	PRON	il
lui	PRON	lui
l'	PRON	l'
deçà	ADV	deçà
était	VERB	être
de	ADP	de
mourait	VERB	mourir
soudain	ADV	soudain
lisière	NOUN	lisière
dans	ADP	dans
,	PUNCT	,
loin	ADV	loin
la	DET	le
autour	ADV	autour
relèves	NOUN	relève
occuper	VERB	occuper
accroupis	ADJ	accroupi
Afin	ADV	afin
,	PUNCT	,
la	DET	le
le	PRON	le
formuler	VERB	formuler
entretenu	VERB	entretenir
.	PUNCT	.
,	PUNCT	,
sans	ADP	sans
accomplir	VERB	accomplir
la	DET	le
quelques	DET	quelque
dernière	ADJ	dernier
vivait	VERB	vivre
la	DET	le
d'	ADP	de
,	PUNCT	,
remettait	VERB	remettre
militaire	ADJ	militaire
le	DET	le
vrai	ADJ	vrai
franc	ADJ	franc
de	ADP	de
pires	ADJ	pire
ou	CCONJ	ou
la	DET	le
provoquaient	VERB	provoquer
nous	PRON	nous
,	PUNCT	,
:	PUNCT	:
limites	NOUN	limite
notre	DET	notre
nous	PRON	nous
de	DET	de
,	PUNCT	,
M'	PRON	me
morts	NOUN	mort
depuis	ADP	depuis
dans	ADP	dans
une	DET	un
,	PUNCT	,
une	DET	un
l'	DET	le
cimetière	NOUN	cimetière
en	ADP	en
l'	DET	le
manquait	VERB	manquer
expédiés	VERB	expédier
comme	ADP	comme
en	ADP	en
;	PUNCT	;
allemand	NOUN	allemand
d'	ADP	de
médicaments	NOUN	médicament
,	PUNCT	,
ont	VERB	avoir
clôture	NOUN	clôture
quand	SCONJ	quand
fallut	VERB	falloir
endroit	NOUN	endroit
peu	ADV	peu
au	ADP	au
deux	NUM	deux
le	DET	le
notre	DET	notre
impression	NOUN	impression
prisonniers	NOUN	prisonnier
le	DET	le
possible	ADJ	possible
leurs	DET	leur
dévotion	NOUN	dévotion
ou	CCONJ	ou
les	DET	le
bien	ADV	bien
allemand	ADJ	allemand
de	ADP	de
avions	AUX	avoir
...	PUNCT	...
des	ADP	de
leürs	PROPN	leürs
vraiment	ADV	vraiment
deux	NUM	deux
été	AUX	être
quotidienne	ADJ	quotidien
,	PUNCT	,
en	PRON	en
avec	ADP	avec
éphémère	ADJ	éphémère
celle	PRON	celui
trouvions	VERB	trouver
manquait	VERB	manquer
souhaitait	VERB	souhaiter
liberté	NOUN	liberté
anxieux	ADJ	anxieux
plaques	NOUN	plaque
car	CCONJ	car
régime	NOUN	régime
par	ADP	par
à	ADP	à
trouvait	VERB	trouver
en	ADP	en
large	ADJ	large
,	PUNCT	,
jamais	ADV	jamais
d'	ADP	de
doute	NOUN	doute
,	PUNCT	,
venait	VERB	venir
cela	PRON	cela
l'	DET	le
que	SCONJ	que
y	PRON	y
du	ADP	de
,	PUNCT	,
,	PUNCT	,
supérieurs	ADJ	supérieur
qui	PRON	qui
,	PUNCT	,
mieux	ADV	mieux
-il	PRON	il
tâche	NOUN	tâche
outils	NOUN	outil
ensevelir	VERB	ensevelir
,	PUNCT	,
internationale	ADJ	international
.	PUNCT	.
les	DET	le
nous	PRON	nous
y	PRON	y
,	PUNCT	,
disponible	ADJ	disponible
de	ADP	de
que	SCONJ	que
état	NOUN	état
des	DET	un
,	PUNCT	,
un	DET	un
Le	DET	le
paysages	NOUN	paysage
pour	ADP	pour
pouvait	VERB	pouvoir
terrain	NOUN	terrain
faute	ADV	faute
.	PUNCT	.
moment	NOUN	moment
.	PUNCT	.
morceau	NOUN	morceau
voisin	ADJ	voisin
le	DET	le
