1	NUM	1
à	ADP	à
belle	ADJ	bel
tout	ADV	tout
de	DET	de
.	PUNCT	.
,	PUNCT	,
cratère	NOUN	cratère
agit	VERB	agir
bornait	VERB	borner
sujet	NOUN	sujet
.	PUNCT	.
homme	NOUN	homme
elle	PRON	lui
plus	ADV	plus
rendez-vous	NOUN	rendez-vous
plus	ADV	plus
,	PUNCT	,
trop	ADV	trop
une	DET	un
elle	PRON	lui
de	ADP	de
inquiéta	VERB	inquiéter
votre	DET	votre
pas	ADV	pas
projet	NOUN	projet
fenêtre	NOUN	fenêtre
que	SCONJ	que
chaleur	NOUN	chaleur
véhicule	NOUN	véhicule
cette	DET	ce
yeux	NOUN	oeil
sa	DET	son
N'	ADV	n'
six	NUM	six
je	PRON	je
à	ADP	à
un	DET	un
police	NOUN	police
athlète	NOUN	athlète
Elle	PRON	lui
plus	ADV	plus
à	ADP	à
parler	VERB	parler
Mélanie	PROPN	Mélanie
.	PUNCT	.
éloigner	VERB	éloigner
elle	PRON	lui
flammes	NOUN	flamme
soigneusement	ADV	soigneusement
représentait	VERB	représenter
San	PROPN	San
fenêtre	NOUN	fenêtre
posa	VERB	poser
n'	ADV	n'
la	DET	le
frappa	VERB	frapper
puis	CCONJ	puis
portière	NOUN	portière
autour	ADV	autour
put	VERB	pouvoir
passe	VERB	passer
son	DET	son
j'	PRON	je
la	DET	le
un	DET	un
Mélanie	PROPN	Mélanie
senti	VERB	sentir
vous	PRON	vous
était	AUX	être
d'	ADP	de
s'	PRON	se
Sur	ADP	sur
affaire	NOUN	affaire
portez	VERB	porter
voiture	NOUN	voiture
.	PUNCT	.
Elle	PRON	lui
.	PUNCT	.
elle	PRON	lui
,	PUNCT	,
gaine	NOUN	gaine
vous	PRON	vous
lui	PRON	lui
.	PUNCT	.
étiez	AUX	être
pouvait	VERB	pouvoir
l'	DET	le
l'	PRON	l'
poche	NOUN	poche
En	ADP	en
.	PUNCT	.
pouvait	VERB	pouvoir
vieil	ADJ	vieux
avait	AUX	avoir
.	PUNCT	.
agence	NOUN	agence
vingt	NUM	vingt
,	PUNCT	,
toujours	ADV	toujours
bien	ADV	bien
Elle	PRON	lui
véhicules	NOUN	véhicule
lança	VERB	lancer
faisaient	VERB	faire
bureau	NOUN	bureau
important	ADJ	important
les	DET	le
ouverte	ADJ	ouvert
je	PRON	je
femme	NOUN	femme
Et	CCONJ	et
m'	PRON	me
ans	NOUN	an
pour	ADP	pour
ai	AUX	avoir
y	PRON	y
la	DET	le
Il	PRON	il
essaya	VERB	essayer
sa	DET	son
quittant	VERB	quitter
,	PUNCT	,
je	PRON	je
détective	NOUN	détective
délicats	ADJ	délicat
son	DET	son
n'	ADV	n'
la	PRON	le
mêlée	VERB	mêler
—	PUNCT	—
les	DET	le
vers	ADP	vers
ce	DET	ce
passerai	VERB	passer
Elle	PRON	lui
touche	NOUN	touche
air	NOUN	air
qu'	PRON	qu'
aider	VERB	aider
ni	CCONJ	ni
d'	ADP	de
ce	PRON	ce
mots	NOUN	mot
restiez	VERB	rester
ses	DET	son
.	PUNCT	.
de	ADP	de
!	PUNCT	!
étonna	VERB	étonner
avaient	VERB	avoir
un	DET	un
il	PRON	il
pourquoi	ADV	pourquoi
cette	DET	ce
.	PUNCT	.
aucun	DET	aucun
ses	DET	son
et	CCONJ	et
le	DET	le
,	PUNCT	,
,	PUNCT	,
fumée	NOUN	fumée
jolie	ADJ	joli
cette	DET	ce
minutieusement	ADV	minutieusement
.	PUNCT	.
se	PRON	se
plus	ADV	plus
simple	ADJ	simple
.	NUM	.
avec	ADP	avec
n'	ADV	n'
par	ADP	par
alla	VERB	aller
des	ADP	de
accrocha	VERB	accrocher
,	PUNCT	,
tête	NOUN	tête
son	DET	son
Comme	ADP	comme
y	PRON	y
un	DET	un
son	DET	son
faire	VERB	faire
reprendre	VERB	reprendre
vers	ADP	vers
son	DET	son
arrêta	VERB	arrêter
?	PUNCT	?
-il	PRON	il
que	PRON	que
fumée	NOUN	fumée
prudent	ADJ	prudent
un	PRON	un
de	ADP	de
.	PUNCT	.
entreprises	NOUN	entreprise
dans	ADP	dans
pleurer	VERB	pleurer
tiroir	NOUN	tiroir
idée	NOUN	idée
lui	PRON	lui
qu'	ADV	qu'
comme	ADP	comme
le	DET	le
voir	VERB	voir
vérifiant	VERB	vérifier
.	PUNCT	.
la	DET	le
l'	PRON	l'
dans	ADP	dans
depuis	ADP	depuis
.	PUNCT	.
et	CCONJ	et
.	PUNCT	.
voyant	VERB	voir
besoin	NOUN	besoin
instants	NOUN	instant
secteur	NOUN	secteur
le	DET	le
le	DET	le
ses	DET	son
heures	NOUN	heure
en	PRON	en
.	PUNCT	.
prendre	VERB	prendre
années	NOUN	année
reculer	VERB	reculer
fois	NOUN	fois
place	NOUN	place
regard	NOUN	regard
du	ADP	de
rompre	NOUN	rompre
trou	NOUN	trou
un	DET	un
soir	NOUN	soir
deux	PRON	deux
moi	PRON	moi
le	DET	le
-il	PRON	il
Francisco	PROPN	Francisco
saurai	VERB	savoir
.	PUNCT	.
,	PUNCT	,
était	AUX	être
se	PRON	se
ça	PRON	cela
ne	ADV	ne
Des	DET	un
Cardenas	PROPN	Cardenas
commença	VERB	commencer
à	ADP	à
calibre	NOUN	calibre
était	AUX	être
de	ADP	de
Ses	DET	son
en	PRON	en
approcher	VERB	approcher
il	PRON	il
C'	PRON	ce
tranquillement	ADV	tranquillement
que	ADV	que
Andy	PROPN	Andy
porter	VERB	porter
un	DET	un
osait	VERB	oser
de	ADP	de
dirigea	VERB	diriger
vers	ADP	vers
pourquoi	ADV	pourquoi
verre	NOUN	verre
,	PUNCT	,
avant	ADP	avant
.	PUNCT	.
cheveux	NOUN	cheveu
se	PRON	se
la	DET	le
vous	PRON	vous
Des	DET	un
et	CCONJ	et
était	AUX	être
,	PUNCT	,
fait	VERB	faire
grands	ADJ	grand
de	ADP	de
.	PUNCT	.
-elle	PRON	lui
aucune	DET	aucun
s'	SCONJ	s'
son	DET	son
oreilles	NOUN	oreille
observa	VERB	observer
chercher	VERB	chercher
Andy	PROPN	Andy
—	PUNCT	—
—	PUNCT	—
poumons	NOUN	poumon
compris	VERB	comprendre
le	DET	le
—	PUNCT	—
comportait	VERB	comporter
entendit	VERB	entendre
la	DET	le
un	DET	un
est	AUX	être
en	PRON	en
?	PUNCT	?
trente	NUM	trente
donnaient	VERB	donner
faisait	VERB	faire
air	NOUN	air
Et	CCONJ	et
.	PUNCT	.
cause	NOUN	cause
,	PUNCT	,
quelqu'	DET	quelque
vous	PRON	vous
son	DET	son
Il	PRON	il
bras	NOUN	bras
explosion	NOUN	explosion
les	DET	le
que	SCONJ	que
—	PUNCT	—
jeune	ADJ	jeune
Elle	PRON	lui
Andy	PROPN	Andy
vingt	NUM	vingt
,	PUNCT	,
sourit	VERB	sourire
nécessaire	ADJ	nécessaire
Mélanie	PROPN	Mélanie
voir	VERB	voir
d'	ADP	de
Nous	PRON	nous
n'	ADV	n'
répondit	VERB	répondre
Andy	PROPN	Andy
sur	ADP	sur
célibataire	ADJ	célibataire
,	PUNCT	,
services	NOUN	service
preuve	NOUN	preuve
elle	PRON	lui
,	PUNCT	,
et	CCONJ	et
—	PUNCT	—
la	DET	le
son	DET	son
devait	VERB	devoir
la	DET	le
.	PUNCT	.
.	PUNCT	.
ai	VERB	avoir
une	DET	un
,	PUNCT	,
faire	VERB	faire
ses	DET	son
,	PUNCT	,
devant	ADP	devant
feu	NOUN	feu
autour	ADV	autour
continua	VERB	continuer
elle	PRON	lui
deux	NUM	deux
homme	NOUN	homme
enjamba	VERB	enjamber
conservait	VERB	conserver
simple	ADJ	simple
avait	AUX	avoir
levé	VERB	lever
Andy	PROPN	Andy
sombres	ADJ	sombre
un	DET	un
souffle	NOUN	souffle
Vous	PRON	vous
.	PUNCT	.
plus	ADV	plus
s'	PRON	se
le	PRON	le
de	ADP	de
.	PUNCT	.
tout	ADJ	tout
yeux	NOUN	oeil
O'	PROPN	O'
avait	AUX	avoir
tirait	VERB	tirer
,	PUNCT	,
tourner	VERB	tourner
n'	ADV	n'
en	ADP	en
rousse	ADJ	roux
.	PUNCT	.
,	PUNCT	,
associé	NOUN	associé
,	PUNCT	,
embaucher	VERB	embaucher
agence	NOUN	agence
dans	ADP	dans
ce	PRON	ce
parking	NOUN	parking
jetant	VERB	jeter
vous	PRON	vous
bureau	NOUN	bureau
vers	ADP	vers
leur	DET	leur
silencieusement	ADV	silencieusement
sa	DET	son
routinier	ADJ	routinier
.	PUNCT	.
l'	PRON	l'
tour	ADV	tour
a	ADP	à
promèneriez	VERB	promener
veste	NOUN	veste
,	PUNCT	,
laissait	VERB	laisser
.	PUNCT	.
êtes	AUX	être
holster	NOUN	holster
Vous	PRON	vous
pas	ADV	pas
fenêtre	NOUN	fenêtre
et	CCONJ	et
.	PUNCT	.
la	DET	le
risque	NOUN	risque
appartement	NOUN	appartement
d'	ADP	de
une	DET	un
première	ADJ	premier
aucun	DET	aucun
repoussa	VERB	repousser
et	CCONJ	et
.	PUNCT	.
terrifiée	VERB	terrifier
autour	ADV	autour
Mais	CCONJ	mais
à	ADP	à
.	PUNCT	.
—	PUNCT	—
sa	DET	son
à	ADP	à
passées	VERB	passer
halo	NOUN	halo
son	DET	son
Riley	PROPN	Riley
qui	PRON	qui
Elle	PRON	lui
nous	PRON	nous
très	ADV	très
pour	ADP	pour
parliez	VERB	parler
,	PUNCT	,
,	PUNCT	,
fils	NOUN	fils
Mélanie	PROPN	Mélanie
bien	ADV	bien
Elle	PRON	lui
son	DET	son
ne	ADV	ne
et	CCONJ	et
œil	NOUN	œil
Inutile	ADV	inutile
Nous	PRON	nous
sur	ADP	sur
sortir	VERB	sortir
.	PUNCT	.
cœur	NOUN	cœur
le	DET	le
porte	NOUN	porte
la	PRON	le
.	PUNCT	.
demandé	VERB	demander
un	DET	un
connais	VERB	connaître
O'	PROPN	O'
précises	ADJ	précis
Il	PRON	il
il	PRON	il
prit	VERB	prendre
du	ADP	de
des	DET	un
de	ADP	de
rapidement	ADV	rapidement
d'	ADP	de
quand	SCONJ	quand
dans	ADP	dans
Si	SCONJ	si
soir	NOUN	soir
avez	VERB	avoir
entrer	VERB	entrer
de	ADP	de
personnes	NOUN	personne
Son	DET	son
c'	PRON	ce
la	DET	le
de	ADP	de
dans	ADP	dans
son	DET	son
Elle	PRON	lui
Je	PRON	je
.	PUNCT	.
sommes	VERB	être
qu'	SCONJ	que
pour	ADP	pour
Il	PRON	il
,	PUNCT	,
se	PRON	se
fait	VERB	faire
.	PUNCT	.
et	CCONJ	et
associé	NOUN	associé
le	DET	le
soixantaine	NOUN	soixantaine
visage	NOUN	visage
bon	ADJ	bon
de	ADP	de
vous	PRON	vous
tout	ADJ	tout
les	DET	le
voiture	NOUN	voiture
Pour	ADP	pour
tint	VERB	tenir
holster	NOUN	holster
l'	DET	le
vous	PRON	vous
agence	NOUN	agence
qui	PRON	qui
enquêtes	NOUN	enquête
regard	NOUN	regard
distingué	ADJ	distingué
n'	ADV	n'
coup	NOUN	coup
de	ADP	de
et	CCONJ	et
,	PUNCT	,
.	PUNCT	.
?	PUNCT	?
dans	ADP	dans
signe	NOUN	signe
se	PRON	se
fenêtre	NOUN	fenêtre
abandonner	VERB	abandonner
abattirent	VERB	abattre
Non	ADV	non
aviez	VERB	avoir
avaient	AUX	avoir
pourrons	VERB	pouvoir
-il	PRON	il
vous	PRON	vous
se	PRON	se
de	ADP	de
son	DET	son
clefs	NOUN	clé
avais	VERB	avoir
installa	VERB	installer
L'	DET	le
et	CCONJ	et
.	PUNCT	.
de	ADP	de
police	NOUN	police
glissa	VERB	glisser
.	PUNCT	.
voiture	NOUN	voiture
plus	ADV	plus
.	PUNCT	.
instant	NOUN	instant
que	SCONJ	que
têtue	ADJ	têtu
maintenant	ADV	maintenant
le	DET	le
Cardenas	PROPN	Cardenas
les	DET	le
approche	NOUN	approche
y	PRON	y
d'	DET	d'
tousser	VERB	tousser
s'	PRON	se
Elle	PRON	lui
!	PUNCT	!
inquiet	ADJ	inquiet
leur	PRON	leur
devait	VERB	devoir
demi	NOUN	demi
qui	PRON	qui
vous	PRON	vous
.	PUNCT	.
Savais	VERB	savoir
Pourtant	ADV	pourtant
vous	PRON	vous
regard	NOUN	regard
colla	VERB	coller
explosion	NOUN	explosion
n'	ADV	n'
ai	AUX	avoir
Nous	PRON	nous
alerte	ADJ	alerte
Mais	CCONJ	mais
sa	DET	son
.	PUNCT	.
Je	PRON	je
sur	ADP	sur
bien	ADV	bien
pour	ADP	pour
Elle	PRON	lui
Andy	PROPN	Andy
car	CCONJ	car
commandaient	VERB	commander
Je	PRON	je
Il	PRON	il
de	ADP	de
le	DET	le
tous	ADJ	tout
à	ADP	à
l'	DET	le
serai	VERB	être
j'	PRON	je
qu'	PRON	qu'
nuit	NOUN	nuit
.	PUNCT	.
n'	ADV	n'
sentit	VERB	sentir
vous	PRON	vous
Andy	PROPN	Andy
de	ADP	de
.	PUNCT	.
A	ADP	à
à	ADP	à
d'	ADP	de
d'	ADP	de
son	DET	son
coup	NOUN	coup
Nous	PRON	nous
comprendre	VERB	comprendre
une	DET	un
.	PUNCT	.
Andy	PROPN	Andy
lui	PRON	lui
même	ADV	même
barillet	NOUN	barillet
?	PUNCT	?
travailler	VERB	travailler
je	PRON	je
la	PRON	le
d'	ADP	de
avant	ADP	avant
rien	PRON	rien
La	DET	le
une	DET	un
,	PUNCT	,
lui	PRON	lui
de	ADP	de
associé	NOUN	associé
ce	PRON	ce
n'	ADV	n'
,	PUNCT	,
pas	ADV	pas
ce	PRON	ce
Instinctivement	ADV	instinctivement
Andy	PROPN	Andy
bien	ADV	bien
cherchait	VERB	chercher
l'	DET	le
,	PUNCT	,
-il	PRON	il
-il	PRON	il
autres	ADJ	autre
années	NOUN	année
ne	ADV	ne
Je	PRON	je
étions	VERB	être
—	PUNCT	—
reparlerons	VERB	reparler
du	ADP	de
les	DET	le
et	CCONJ	et
.	PUNCT	.
tour	ADV	tour
pour	ADP	pour
la	DET	le
quelques	DET	quelque
qui	PRON	qui
voir	VERB	voir
était	AUX	être
interdite	ADJ	interdire
Et	CCONJ	et
ai	AUX	avoir
car	CCONJ	car
associé	NOUN	associé
changer	VERB	changer
ouvrit	VERB	ouvrir
la	PRON	le
Andy	PROPN	Andy
petit	ADJ	petit
un	DET	un
tiens	VERB	tenir
put	VERB	pouvoir
vers	ADP	vers
.	PUNCT	.
fit	VERB	faire
vous	PRON	vous
libérer	VERB	libérer
trop	ADV	trop
bureau	NOUN	bureau
à	ADP	à
!	PUNCT	!
a	VERB	avoir
qui	PRON	qui
un	DET	un
vous	PRON	vous
.	PUNCT	.
et	CCONJ	et
maintenant	ADV	maintenant
ans	NOUN	an
revolver	NOUN	revolver
sifflotant	VERB	siffloter
vous	PRON	vous
avait	VERB	avoir
se	PRON	se
avisé	ADJ	avisé
moi	PRON	moi
—	PUNCT	—
,	PUNCT	,
Ses	DET	son
avait	AUX	avoir
avancer	VERB	avancer
de	ADP	de
soupçons	NOUN	soupçon
femme	NOUN	femme
voitures	NOUN	voiture
traits	NOUN	trait
plus	ADV	plus
alors	ADV	alors
vous	PRON	vous
.	PUNCT	.
était	AUX	être
l'	DET	le
brasier	NOUN	brasier
époque	NOUN	époque
regard	NOUN	regard
et	CCONJ	et
lentement	ADV	lentement
s'	PRON	se
une	DET	un
n'	ADV	n'
suis	AUX	être
la	DET	le
—	PUNCT	—
y	PRON	y
voix	NOUN	voix
fenêtre	NOUN	fenêtre
Mais	CCONJ	mais
voisine	ADJ	voisin
Son	DET	son
sont	VERB	être
Mélanie	PROPN	Mélanie
un	DET	un
tragédie	NOUN	tragédie
d'	ADP	de
Elle	PRON	lui
.	PUNCT	.
ce	PRON	ce
,	PUNCT	,
fenêtre	NOUN	fenêtre
la	DET	le
de	ADP	de
avait	AUX	avoir
?	PUNCT	?
pu	VERB	pouvoir
et	CCONJ	et
faire	VERB	faire
,	PUNCT	,
devant	ADP	devant
que	PRON	que
devait	VERB	devoir
avait	VERB	avoir
verre	NOUN	verre
distraitement	ADV	distraitement
Ses	DET	son
à	ADP	à
mais	CCONJ	mais
Les	DET	le
.	PUNCT	.
besoin	NOUN	besoin
.	PUNCT	.
soit	AUX	être
s'	PRON	se
conservé	VERB	conserver
—	PUNCT	—
police	NOUN	police
,	PUNCT	,
inspecteur	NOUN	inspecteur
,	PUNCT	,
ce	PRON	ce
heurta	VERB	heurter
pleurer	VERB	pleurer
—	PUNCT	—
d'	ADP	de
de	ADP	de
ce	PRON	ce
elle	PRON	lui
aurait	AUX	avoir
impression	NOUN	impression
observation	NOUN	observation
pourrai	VERB	pouvoir
crayon	NOUN	crayon
courage	NOUN	courage
.	PUNCT	.
—	PUNCT	—
Elle	PRON	lui
.	PUNCT	.
lit	NOUN	lit
coupures	NOUN	coupure
poche	NOUN	poche
,	PUNCT	,
souffrir	VERB	souffrir
mort	NOUN	mort
.	PUNCT	.
ici	ADV	ici
que	SCONJ	que
femme	NOUN	femme
-t	PRON	-t
en	ADP	en
rouvrit	VERB	rouvrir
étroit	ADJ	étroit
.	PUNCT	.
costume	NOUN	costume
été	AUX	être
regard	NOUN	regard
qu'	SCONJ	que
d'	ADP	de
et	CCONJ	et
bien	ADV	bien
était	AUX	être
.	PUNCT	.
.	PUNCT	.
.	PUNCT	.
sur	ADP	sur
mes	DET	mon
C'	PRON	ce
à	ADP	à
comté	NOUN	comté
douloureux	ADJ	douloureux
,	PUNCT	,
.	PUNCT	.
s'	PRON	se
jeune	ADJ	jeune
j'	PRON	je
.	PUNCT	.
notes	NOUN	note
pourrait	VERB	pouvoir
Un	DET	un
pas	ADV	pas
lui	PRON	lui
j'	PRON	je
murmura	VERB	murmurer
elle	PRON	lui
de	ADP	de
était	AUX	être
pu	VERB	pouvoir
montré	VERB	montrer
que	SCONJ	que
Vous	PRON	vous
vous	PRON	vous
faisait	VERB	faire
trop	ADV	trop
,	PUNCT	,
Vous	PRON	vous
eu	VERB	avoir
elle	PRON	lui
avait	AUX	avoir
mais	CCONJ	mais
avez	AUX	avoir
à	ADP	à
et	CCONJ	et
.	PUNCT	.
s'	PRON	se
de	ADP	de
sentiment	NOUN	sentiment
fait	VERB	faire
déjà	ADV	déjà
.	PUNCT	.
Elle	PRON	lui
entier	ADJ	entier
,	PUNCT	,
simplement	ADV	simplement
avez	VERB	avoir
tête	NOUN	tête
elle	PRON	lui
de	ADP	de
sa	DET	son
son	DET	son
corps	NOUN	corps
,	PUNCT	,
Andy	PROPN	Andy
placard	NOUN	placard
essayant	VERB	essayer
le	DET	le
vous	PRON	vous
,	PUNCT	,
de	ADP	de
l'	DET	le
en	ADP	en
ou	CCONJ	ou
même	ADJ	même
un	PRON	un
explosion	NOUN	explosion
Une	DET	un
devait	VERB	devoir
elle	PRON	lui
j'	PRON	je
connaissait	VERB	connaître
chambre	NOUN	chambre
brouillard	NOUN	brouillard
Epuisée	VERB	epuiser
pire	ADV	pire
Elle	PRON	lui
,	PUNCT	,
tristesse	NOUN	tristesse
sortirez	VERB	sortir
,	PUNCT	,
peine	ADV	peine
à	ADP	à
était	AUX	être
Elle	PRON	lui
.	PUNCT	.
Andy	PROPN	Andy
accompagné	VERB	accompagner
pu	VERB	pouvoir
il	PRON	il
et	CCONJ	et
été	AUX	être
apprécierais	VERB	apprécier
qu'	PRON	qu'
vêtements	NOUN	vêtement
êtes	VERB	être
même	ADV	même
de	ADP	de
son	DET	son
.	PUNCT	.
.	PUNCT	.
pour	ADP	pour
avait	VERB	avoir
beaucoup	ADV	beaucoup
travail	NOUN	travail
pâle	ADJ	pâle
eau	NOUN	eau
.	PUNCT	.
porte	NOUN	porte
de	ADP	de
Il	PRON	il
montèrent	VERB	monter
Elle	PRON	lui
.	PUNCT	.
donner	VERB	donner
hors	ADP	hors
lit	NOUN	lit
,	PUNCT	,
.	PUNCT	.
Comment	ADV	comment
parler	VERB	parler
l'	PRON	l'
en	ADP	en
-	NOUN	-
de	ADP	de
Tout	PRON	tout
être	AUX	être
lui	PRON	lui
.	PUNCT	.
les	DET	le
et	CCONJ	et
homme	NOUN	homme
brigade	NOUN	brigade
se	PRON	se
.	PUNCT	.
peut-être	ADV	peut-être
et	CCONJ	et
la	DET	le
—	PUNCT	—
dit	VERB	dire
veut	VERB	vouloir
l'	PRON	l'
l'	DET	le
elle	PRON	lui
Vous	PRON	vous
—	PUNCT	—
Dans	ADP	dans
Mais	CCONJ	mais
elle	PRON	lui
!	PUNCT	!
elle	PRON	lui
attendait	VERB	attendre
.	PUNCT	.
chose	NOUN	chose
.	PUNCT	.
.	PUNCT	.
de	ADP	de
reconnut	VERB	reconnaître
coopérer	VERB	coopérer
plus	ADV	plus
sédatif	NOUN	sédatif
,	PUNCT	,
si	SCONJ	si
-elle	PRON	lui
une	DET	un
poussa	VERB	pousser
à	ADP	à
.	PUNCT	.
ai	VERB	avoir
je	PRON	je
cet	DET	ce
ne	ADV	ne
elle	PRON	lui
en	ADP	en
l'	PRON	l'
reposiez	VERB	reposer
:	PUNCT	:
.	PUNCT	.
laquelle	PRON	lequel
vous	PRON	vous
sol	NOUN	sol
pour	ADP	pour
abattait	VERB	abattre
des	ADP	de
elle	PRON	lui
vous	PRON	vous
aller	VERB	aller
En	ADP	en
yeux	NOUN	oeil
douleur	NOUN	douleur
la	DET	le
Elle	PRON	lui
devait	VERB	devoir
pénible	ADJ	pénible
et	CCONJ	et
la	DET	le
affaire	NOUN	affaire
désolée	ADJ	désolé
détourna	VERB	détourner
main	NOUN	main
qu'	SCONJ	que
.	PUNCT	.
L'	DET	le
des	DET	un
était	AUX	être
inspecteur	NOUN	inspecteur
expliquer	VERB	expliquer
.	PUNCT	.
questions	NOUN	question
parler	VERB	parler
l'	DET	le
dire	VERB	dire
avait	AUX	avoir
je	PRON	je
dû	VERB	devoir
quoi	PRON	quoi
Pourra	VERB	pouvoir
aurait	AUX	avoir
.	PUNCT	.
—	PUNCT	—
l'	PRON	l'
il	PRON	il
elle	PRON	lui
.	PUNCT	.
larmes	NOUN	larme
sachiez	VERB	savoir
une	DET	un
devant	ADP	devant
-	PRON	-
.	PUNCT	.
,	PUNCT	,
.	PUNCT	.
le	DET	le
corps	NOUN	corps
fumée	NOUN	fumée
avez	VERB	avoir
deviez	VERB	devoir
.	PUNCT	.
remonta	VERB	remonter
obliger	VERB	obliger
