regardèrent	VERB	regarder
minutes	NOUN	minute
ressemblait	VERB	ressembler
voies	NOUN	voie
un	DET	un
une	DET	un
tour	NOUN	tour
en	ADP	en
une	DET	un
Camier	PROPN	Camier
construit	VERB	construire
ne	ADV	ne
au	ADP	au
elle	PRON	lui
d'	ADP	de
,	PUNCT	,
chère	ADJ	cher
fois	NOUN	fois
capables	ADJ	capable
que	PRON	que
à	ADP	à
ou	CCONJ	ou
obscur	ADJ	obscur
Au	ADP	au
main	NOUN	main
expression	NOUN	expression
pas	ADV	pas
âgées	ADJ	âgé
Revenu	VERB	revenir
pagode	NOUN	pagode
,	PUNCT	,
Car	CCONJ	car
Arr	PROPN	Arr
sortir	VERB	sortir
à	ADP	à
pourtant	ADV	pourtant
,	PUNCT	,
,	PUNCT	,
.	PUNCT	.
dans	ADP	dans
vêtu	VERB	vêtir
Quant	ADV	quant
lutter	VERB	lutter
rendez-vous	NOUN	rendez-vous
débats	NOUN	débat
sans	ADP	sans
accès	NOUN	accès
étaient	AUX	être
tantôt	CCONJ	tantôt
I	NOUN	i
et	CCONJ	et
les	PRON	le
Mais	CCONJ	mais
que	SCONJ	que
En	ADP	en
fut	AUX	être
.	PUNCT	.
apparemment	ADV	apparemment
eux	PRON	lui
Quant	ADV	quant
et	CCONJ	et
avaient	VERB	avoir
y	PRON	y
statues	NOUN	statue
,	PUNCT	,
,	PUNCT	,
Pendant	ADP	pendant
Arr	PROPN	Arr
ils	PRON	il
cet	DET	ce
depuis	ADP	depuis
Il	PRON	il
.	PROPN	.
cinq	NUM	cinq
en	ADP	en
abri	NOUN	abri
contre	ADP	contre
,	PUNCT	,
ce	DET	ce
station	NOUN	station
avec	ADP	avec
était	AUX	être
pour	ADP	pour
les	DET	le
d'	ADP	de
se	PRON	se
gens	NOUN	gens
à	ADP	à
,	PUNCT	,
premier	ADJ	premier
celle	PRON	celui
naturellement	ADV	naturellement
pue	VERB	pue
une	DET	un
luisant	ADJ	luisant
chez	ADP	chez
On	PRON	on
9.20	NOUN	9.20
,	PUNCT	,
il	PRON	il
également	ADV	également
chercha	VERB	chercher
veille	NOUN	veille
rendez-vous	NOUN	rendez-vous
avec	ADP	avec
embrassaient	VERB	embrasser
à	ADP	à
de	ADP	de
voie	NOUN	voie
temps	NOUN	temps
était	AUX	être
où	PRON	où
,	PUNCT	,
favorables	ADJ	favorable
il	PRON	il
,	PUNCT	,
un	DET	un
facilement	ADV	facilement
cinq	NUM	cinq
je	PRON	je
beaucoup	ADV	beaucoup
Mercier	PROPN	Mercier
de	ADP	de
-	ADV	-
heure	NOUN	heure
peu	ADV	peu
vit	VERB	voir
de	ADP	de
musardise	NOUN	musardise
,	PUNCT	,
,	PUNCT	,
,	PUNCT	,
ne	ADV	ne
parfait	ADJ	parfait
fleurs	NOUN	fleur
affronter	VERB	affronter
eurent	VERB	avoir
ayant	AUX	avoir
endurcis	VERB	endurcir
hommes	NOUN	homme
chaussé	VERB	chausser
ils	PRON	il
minutes	NOUN	minute
venir	VERB	venir
cette	DET	ce
était	AUX	être
qui	PRON	qui
pas	ADV	pas
patienté	VERB	patienter
instant	NOUN	instant
bout	NOUN	bout
se	PRON	se
,	PUNCT	,
s'	PRON	se
.	PUNCT	.
tour	NOUN	tour
que	PRON	que
précipitèrent	VERB	précipiter
la	DET	le
l'	DET	le
,	PUNCT	,
avaient	AUX	avoir
légère	NOUN	légère
temps	NOUN	temps
les	DET	le
les	DET	le
n'	ADV	n'
neuf	NUM	neuf
Ce	DET	ce
,	PUNCT	,
au	ADP	au
C'	PRON	ce
la	DET	le
alcôves	NOUN	alcôve
recommencer	VERB	recommencer
-	NOUN	-
même	ADJ	même
convenait	VERB	convenir
,	PUNCT	,
de	ADP	de
contre	ADP	contre
à	ADP	à
,	PUNCT	,
en	ADP	en
ruelles	NOUN	ruelle
et	CCONJ	et
restèrent	VERB	rester
voyager	VERB	voyager
désagrément	NOUN	désagrément
étranglé	VERB	étrangler
le	DET	le
par	ADP	par
car	CCONJ	car
mais	CCONJ	mais
:	PUNCT	:
.	PUNCT	.
donc	ADV	donc
sa	DET	son
.	PUNCT	.
Ils	PRON	il
un	DET	un
matériellement	ADV	matériellement
de	ADP	de
,	PUNCT	,
endroit	NOUN	endroit
respectivement	ADV	respectivement
avec	ADP	avec
franchir	VERB	franchir
alla	VERB	aller
autre	PRON	autre
l'	DET	le
place	NOUN	place
sinon	CCONJ	sinon
Dép	PROPN	Dép
qu'	SCONJ	que
s'	PRON	se
avec	ADP	avec
son	DET	son
faire	VERB	faire
se	PRON	se
petit	ADJ	petit
,	PUNCT	,
,	PUNCT	,
conditions	NOUN	condition
-	ADV	-
,	PUNCT	,
disant	VERB	dire
vue	NOUN	vue
L'	DET	le
temps	NOUN	temps
ils	PRON	il
dans	ADP	dans
,	PUNCT	,
..	PUNCT	..
mœurs	NOUN	mœur
des	ADP	de
,	PUNCT	,
.	PUNCT	.
sans	ADP	sans
à	ADP	à
servir	VERB	servir
mais	CCONJ	mais
tempéré	NOUN	tempéré
fallait	VERB	falloir
petite	ADJ	petit
qu'	SCONJ	que
sans	ADP	sans
en	ADP	en
pigeons	NOUN	pigeon
artifice	NOUN	artifice
désavantages	NOUN	désavantage
du	ADP	de
qui	PRON	qui
c'	ADV	c'
au-delà	ADV	au-delà
dix	NUM	dix
lui	PRON	lui
,	PUNCT	,
pavé	NOUN	pavé
dérouiller	VERB	dérouiller
était	AUX	être
abondant	ADJ	abondant
,	PUNCT	,
,	PUNCT	,
la	DET	le
on	PRON	on
et	CCONJ	et
gêne	NOUN	gêne
n'	ADV	n'
les	DET	le
d'	ADP	de
pouvait	VERB	pouvoir
Arr	NOUN	arr
donc	ADV	donc
Malheureusement	ADV	malheureusement
calme	NOUN	calme
Mercier	PROPN	Mercier
chiens	NOUN	chien
,	PUNCT	,
par	ADP	par
que	SCONJ	que
longuement	ADV	longuement
Camier	PROPN	Camier
Mercier	PROPN	Mercier
.	PUNCT	.
s'	PRON	se
l'	DET	le
dans	ADP	dans
Mercier	PROPN	Mercier
.	PUNCT	.
durer	VERB	durer
,	PUNCT	,
Dép	PROPN	Dép
heure	NOUN	heure
ils	PRON	il
un	DET	un
arriva	VERB	arriver
se	PRON	se
dire	VERB	dire
eux	PRON	lui
bonnes	ADJ	bon
square	NOUN	square
,	PUNCT	,
noir	NOUN	noir
immense	ADJ	immense
avait	AUX	avoir
dédale	NOUN	dédale
des	ADP	de
Le	DET	le
avec	ADP	avec
soudaineté	NOUN	soudaineté
sans	ADP	sans
et	CCONJ	et
arrivée	NOUN	arrivée
au	ADP	au
que	PRON	que
pas	ADV	pas
et	CCONJ	et
bien	ADV	bien
à	ADP	à
après	ADP	après
avec	ADP	avec
et	CCONJ	et
Ils	PRON	il
ensuite	ADV	ensuite
après	ADP	après
,	PUNCT	,
Et	CCONJ	et
en	ADP	en
.	PUNCT	.
tout	ADJ	tout
jamais	ADV	jamais
se	PRON	se
soutenaient	VERB	soutenir
,	PUNCT	,
Mercier	PROPN	Mercier
pouvaient	VERB	pouvoir
endroit	NOUN	endroit
de	ADP	de
assez	ADV	assez
partit	VERB	partir
vaguement	ADV	vaguement
l'	DET	le
,	PUNCT	,
entreprendre	VERB	entreprendre
avec	ADP	avec
intempéries	NOUN	intempérie
ci	NOUN	ci
9.40	NOUN	9.40
d'	ADP	de
tomber	VERB	tomber
faisaient	VERB	faire
ami	NOUN	ami
s'	PRON	se
et	CCONJ	et
Camier	PROPN	Camier
de	ADP	de
limites	NOUN	limite
se	PRON	se
,	PUNCT	,
embrassés	VERB	embrasser
trouvaient	VERB	trouver
,	PUNCT	,
il	PRON	il
classe	NOUN	classe
,	PUNCT	,
besoin	NOUN	besoin
peu	ADV	peu
sans	ADP	sans
affirmer	VERB	affirmer
.	PUNCT	.
,	PUNCT	,
le	DET	le
de	ADP	de
reprit	VERB	reprendre
le	DET	le
mûr	ADJ	mûr
de	ADP	de
semblait	VERB	sembler
heures	NOUN	heure
mit	VERB	mettre
est	ADV	est
n'	ADV	n'
,	PUNCT	,
-	ADV	-
.	PUNCT	.
pas	ADV	pas
de	ADP	de
enclavé	VERB	enclaver
pluie	NOUN	pluie
.	PUNCT	.
9.30	NOUN	9.30
orientale	ADJ	oriental
,	PUNCT	,
la	DET	le
de	ADP	de
de	ADP	de
code	NOUN	code
emprunter	VERB	emprunter
,	PUNCT	,
sur	ADP	sur
ne	ADV	ne
débouchant	VERB	déboucher
effet	NOUN	effet
amoureux	NOUN	amoureux
besoin	NOUN	besoin
si	SCONJ	si
fontaines	NOUN	fontaine
se	PRON	se
Ayant	AUX	avoir
,	PUNCT	,
à	ADP	à
déjà	ADV	déjà
élevait	VERB	élever
suivi	VERB	suivre
et	CCONJ	et
,	PUNCT	,
un	DET	un
en	PRON	en
matin	NOUN	matin
tombés	VERB	tomber
pourpre	ADJ	pourpre
cet	DET	ce
l'	PRON	l'
résulter	VERB	résulter
,	PUNCT	,
s'	PRON	se
les	DET	le
.	PUNCT	.
irrésolus	ADJ	irrésolu
petit	ADJ	petit
endroits	NOUN	endroit
En	ADP	en
.	PUNCT	.
raconter	VERB	raconter
ils	PRON	il
poussés	VERB	pousser
,	PUNCT	,
l'	DET	le
de	ADP	de
de	ADP	de
Soit	ADV	soit
celle	PRON	celui
celui	PRON	celui
à	ADP	à
plus	ADV	plus
un	DET	un
.	NOUN	.
minutes	NOUN	minute
coins	NOUN	coin
cela	PRON	cela
joie	NOUN	joie
tout	ADJ	tout
,	PUNCT	,
aux	DET	aux
.	PUNCT	.
des	ADP	de
du	ADP	de
et	CCONJ	et
Ce	PRON	ce
pendant	ADP	pendant
âge	NOUN	âge
Camier	PROPN	Camier
rendez-vous	NOUN	rendez-vous
-	ADV	-
l'	DET	le
il	PRON	il
donc	ADV	donc
dix	NUM	dix
au	ADP	au
sa	DET	son
de	ADP	de
vain	ADJ	vain
moins	ADV	moins
climat	NOUN	climat
rendez-vous	NOUN	rendez-vous
9.05	NUM	9.05
d'	ADP	de
Mercier	PROPN	Mercier
endroit	NOUN	endroit
devait	VERB	devoir
nouveau	ADJ	nouveau
employer	VERB	employer
,	PUNCT	,
celle	PRON	celui
l'	PRON	l'
promenade	NOUN	promenade
était	VERB	être
,	PUNCT	,
argent	NOUN	argent
ils	PRON	il
Ce	PRON	ce
qui	PRON	qui
quoique	ADV	quoique
Ils	PRON	il
de	ADP	de
chien	NOUN	chien
simultanément	ADV	simultanément
ayant	VERB	avoir
cinquante	NUM	cinquante
de	ADP	de
,	PUNCT	,
en	PRON	en
et	CCONJ	et
minutes	NOUN	minute
d'	ADP	de
quoique	ADV	quoique
de	ADP	de
y	PRON	y
face	NOUN	face
..	PUNCT	..
convenablement	ADV	convenablement
Sombre	ADJ	sombre
la	DET	le
,	PUNCT	,
y	PRON	y
autres	ADJ	autre
voyage	NOUN	voyage
se	PRON	se
planté	VERB	planter
en	ADP	en
plus	ADV	plus
ils	PRON	il
son	DET	son
.	NOUN	.
.	PUNCT	.
arriva	VERB	arriver
de	ADP	de
après	ADP	après
consultés	VERB	consulter
soir	NOUN	soir
,	PUNCT	,
,	PUNCT	,
fut	AUX	être
eux	PRON	lui
dont	PRON	dont
un	DET	un
pas	ADV	pas
comprend	VERB	comprendre
non	ADV	non
.	PUNCT	.
Mercier	PROPN	Mercier
plus	ADV	plus
décor	NOUN	décor
palaces	NOUN	palace
donc	ADV	donc
,	PUNCT	,
se	PRON	se
et	CCONJ	et
dans	ADP	dans
eurent	VERB	avoir
la	DET	le
qui	PRON	qui
brumes	NOUN	brume
face	NOUN	face
Camier	PROPN	Camier
.	PROPN	.
première	ADJ	premier
les	DET	le
tantôt	CCONJ	tantôt
gênait	VERB	gêner
le	DET	le
,	PUNCT	,
minutes	NOUN	minute
.	PUNCT	.
,	PUNCT	,
ils	PRON	il
,	PUNCT	,
connaître	VERB	connaître
étaient	AUX	être
carrés	NOUN	carré
.	NOUN	.
attente	NOUN	attente
qu'	SCONJ	que
le	DET	le
de	ADP	de
un	DET	un
,	PUNCT	,
avait	AUX	avoir
9.40	NOUN	9.40
,	PUNCT	,
des	DET	un
cela	PRON	cela
habituels	ADJ	habituel
,	PUNCT	,
et	CCONJ	et
voyage	NOUN	voyage
ce	PRON	ce
petit	ADJ	petit
inquiète	NOUN	inquiète
étrangères	ADJ	étranger
)	PUNCT	)
bout	NOUN	bout
,	PUNCT	,
forme	NOUN	forme
le	PRON	le
pas	ADV	pas
on	PRON	on
Peut	ADV	peut
,	PUNCT	,
Camier	PROPN	Camier
à	ADP	à
ayant	VERB	avoir
était	AUX	être
l'	PRON	l'
les	DET	le
,	PUNCT	,
.	PUNCT	.
un	DET	un
cinq	NUM	cinq
et	CCONJ	et
celle	PRON	celui
rôle	NOUN	rôle
pour	ADP	pour
,	PUNCT	,
un	DET	un
était	AUX	être
la	DET	le
est	AUX	être
il	PRON	il
comme	ADP	comme
ça	PRON	cela
.	PUNCT	.
par	ADP	par
avoir	VERB	avoir
voudraient	VERB	vouloir
amena	VERB	amener
de	ADP	de
Patience	NOUN	patience
cul-à-cul	ADV	cul-à-cul
morcellement	NOUN	morcellement
Tu	PRON	tu
maréchal	NOUN	maréchal
,	PUNCT	,
autre	PRON	autre
fit	AUX	faire
excursions	NOUN	excursion
aussi	ADV	aussi
attendre	VERB	attendre
pluie	NOUN	pluie
merde	NOUN	merde
avec	ADP	avec
un	DET	un
.	PUNCT	.
les	DET	le
les	DET	le
pas	ADV	pas
ceux	PRON	celui
avance	NOUN	avance
avec	ADP	avec
leurs	DET	leur
-	PRON	-
partir	VERB	partir
Après	ADP	après
Tu	PRON	tu
Un	DET	un
ne	ADV	ne
sur	ADP	sur
Tu	PRON	tu
-il	PRON	il
Mais	CCONJ	mais
exister	VERB	exister
recommençait	VERB	recommencer
Mercier	PROPN	Mercier
manger	VERB	manger
planté	VERB	planter
.	PUNCT	.
mariage	NOUN	mariage
faisons	VERB	faire
trop	ADV	trop
restait	VERB	rester
de	ADP	de
,	PUNCT	,
De	ADP	de
s'	PRON	se
square	NOUN	square
lourds	ADJ	lourd
tu	PRON	tu
sans	ADP	sans
,	PUNCT	,
tronc	NOUN	tronc
est	AUX	être
ceux	PRON	celui
fit	VERB	faire
apparemment	ADV	apparemment
morceau	NOUN	morceau
dit	VERB	dire
il	PRON	il
pas	NOUN	pas
fort	ADV	fort
peux	VERB	pouvoir
une	DET	un
,	PUNCT	,
lui	PRON	lui
large	ADJ	large
Mercier	PROPN	Mercier
,	PUNCT	,
parler	VERB	parler
,	PUNCT	,
,	PUNCT	,
d'	ADP	de
,	PUNCT	,
ne	ADV	ne
trou	NOUN	trou
ardeur	NOUN	ardeur
se	PRON	se
.	PUNCT	.
et	CCONJ	et
assoyait	VERB	asseoir
alors	ADV	alors
à	ADP	à
positif	ADJ	positif
square	NOUN	square
pas	ADV	pas
ferais	VERB	faire
,	PUNCT	,
,	PUNCT	,
,	PUNCT	,
,	PUNCT	,
Mercier	PROPN	Mercier
vaquaient	VERB	vaquer
parapluie	NOUN	parapluie
à	ADP	à
bataille	NOUN	bataille
d'	ADP	de
assurer	VERB	assurer
pluie	NOUN	pluie
veux	VERB	vouloir
---	PUNCT	---
de	ADP	de
transports	NOUN	transport
l'	DET	le
la	DET	le
le	DET	le
ils	PRON	il
tirait	VERB	tirer
faire	VERB	faire
pour	ADP	pour
intrusion	NOUN	intrusion
la	DET	le
Camier	PROPN	Camier
du	ADP	de
,	PUNCT	,
dont	PRON	dont
contre	ADP	contre
et	CCONJ	et
vrai	ADJ	vrai
avait	AUX	avoir
La	DET	le
porte	NOUN	porte
étaient	AUX	être
Camier	PROPN	Camier
,	PUNCT	,
se	PRON	se
au	ADP	au
Camier	PROPN	Camier
délicatesse	NOUN	délicatesse
tout	ADV	tout
mais	CCONJ	mais
,	PUNCT	,
dire	VERB	dire
-moi	PRON	moi
qu'	SCONJ	que
convenu	VERB	convenir
connaissaient	VERB	connaître
avait	AUX	avoir
et	CCONJ	et
là	ADV	là
doute	NOUN	doute
Mercier	PROPN	Mercier
bribes	NOUN	bribe
Camier	PROPN	Camier
retire	VERB	retire
arrêtera	VERB	arrêter
.	PUNCT	.
ses	DET	son
ils	PRON	il
le	DET	le
L'	DET	le
ses	DET	son
dit	VERB	dire
nous	PRON	nous
?	PUNCT	?
à	ADP	à
un	DET	un
et	CCONJ	et
Pose	VERB	pose
charme	NOUN	charme
dit	VERB	dire
réduit	ADJ	réduit
,	PUNCT	,
que	PRON	que
et	CCONJ	et
.	PUNCT	.
même	ADJ	même
avait	AUX	avoir
frêle	ADJ	frêle
bataille	NOUN	bataille
déjà	ADV	déjà
et	CCONJ	et
dit	VERB	dire
une	DET	un
dire	VERB	dire
de	ADP	de
.	PUNCT	.
ils	PRON	il
Mercier	PROPN	Mercier
,	PUNCT	,
de	ADP	de
jusqu'	ADP	jusque
Je	PRON	je
autre	PRON	autre
se	PRON	se
posés	VERB	poser
fait	AUX	faire
bien	ADV	bien
Camier	PROPN	Camier
Square	NOUN	square
un	DET	un
Et	CCONJ	et
nouveau	ADJ	nouveau
,	PUNCT	,
siècles	NOUN	siècle
Que	PRON	que
un	DET	un
.	PUNCT	.
Alors	ADV	alors
au	ADP	au
.	PUNCT	.
orangée	ADJ	orangé
Camier	PROPN	Camier
tombait	VERB	tomber
regretter	VERB	regretter
guère	ADV	guère
Mercier	PROPN	Mercier
.	PUNCT	.
où	PRON	où
dispositif	NOUN	dispositif
arrivé	VERB	arriver
d'	ADP	de
ne	ADV	ne
Saint-Ruth	PROPN	Saint-Ruth
.	PUNCT	.
et	CCONJ	et
fait	VERB	faire
leurs	DET	leur
,	PUNCT	,
,	PUNCT	,
long	ADJ	long
de	ADP	de
Tu	PRON	tu
écart	NOUN	écart
sur	ADP	sur
,	PUNCT	,
semblant	NOUN	semblant
.	PUNCT	.
azur	NOUN	azur
choses	NOUN	chose
,	PUNCT	,
aussitôt	ADV	aussitôt
Camier	PROPN	Camier
connaissaient	VERB	connaître
à	ADP	à
plus	ADV	plus
Le	DET	le
fait	VERB	faire
inscription	NOUN	inscription
de	ADP	de
de	ADP	de
s'	PRON	se
choses	NOUN	chose
Les	DET	le
mettaient	VERB	mettre
air	NOUN	air
travers	NOUN	travers
bien	ADV	bien
de	ADP	de
peu	ADV	peu
les	PRON	le
dos	NOUN	dos
.	PUNCT	.
dit	VERB	dire
.	PUNCT	.
se	PRON	se
en	PRON	en
,	PUNCT	,
toutes	DET	tout
une	DET	un
société	NOUN	société
le	DET	le
mais	CCONJ	mais
cinq	NUM	cinq
devait	VERB	devoir
autant	ADV	autant
dit	VERB	dire
il	PRON	il
sans	ADP	sans
C'	PRON	ce
de	ADP	de
dans	ADP	dans
,	PUNCT	,
coutume	NOUN	coutume
la	DET	le
La	DET	le
,	PUNCT	,
qu'	SCONJ	que
vespérale	ADJ	vespéral
la	DET	le
?	PUNCT	?
pas	ADV	pas
as	AUX	avoir
dû	VERB	devoir
peine	ADV	peine
,	PUNCT	,
ainsi	ADV	ainsi
square	NOUN	square
Mais	CCONJ	mais
tels	ADJ	tel
n'	ADV	n'
attendre	VERB	attendre
dit	VERB	dire
,	PUNCT	,
Pourquoi	ADV	pourquoi
d'	ADP	de
,	PUNCT	,
l'	PRON	l'
se	PRON	se
en	ADP	en
un	DET	un
en	ADP	en
,	PUNCT	,
devant	ADP	devant
il	PRON	il
.	PUNCT	.
dit	VERB	dire
lui	PRON	lui
,	PUNCT	,
repue	ADJ	repu
pas	ADV	pas
dit	VERB	dire
,	PUNCT	,
être	AUX	être
le	DET	le
on	PRON	on
terminée	VERB	terminer
.	PUNCT	.
-nous	PRON	nous
qui	PRON	qui
et	CCONJ	et
l'	PRON	l'
dit	VERB	dire
dit	VERB	dire
parlé	VERB	parler
