vraimententendu	VERB	vraimententendu
;	PUNCT	;
pensées	NOUN	pensée
et	CCONJ	et
entre	ADP	entre
l'	DET	le
de	ADP	de
propre	ADJ	propre
battit	VERB	battre
de	ADP	de
des	ADP	de
réduites	VERB	réduire
du	ADP	de
le	DET	le
un	DET	un
insondable	ADJ	insondable
couloir	NOUN	couloir
l'	DET	le
de	ADP	de
à	ADP	à
moitié	NOUN	moitié
à	ADP	à
d'	ADP	de
long	ADJ	long
foncer	VERB	foncer
Malgré	ADP	malgré
elle	PRON	lui
le	DET	le
poupe	NOUN	poupe
poing	NOUN	poing
origine	NOUN	origine
un	DET	un
un	DET	un
réguliers	ADJ	régulier
Son	DET	son
-ce	PRON	-ce
,	PUNCT	,
d'	ADP	de
commande	NOUN	commande
mort	NOUN	mort
cette	DET	ce
réservé	VERB	réserver
semblait	VERB	sembler
endroits	NOUN	endroit
avec	ADP	avec
Il	PRON	il
elle	PRON	lui
sa	DET	son
au-dessus	ADV	au-dessus
dominer	VERB	dominer
ébauche	NOUN	ébauche
canalisations	NOUN	canalisation
.	PUNCT	.
mieux	ADV	mieux
,	PUNCT	,
dans	ADP	dans
.	PUNCT	.
d'	DET	d'
une	DET	un
sans	ADP	sans
manœuvre	NOUN	manœuvre
avancement	NOUN	avancement
et	CCONJ	et
,	PUNCT	,
ou	CCONJ	ou
Bess	PROPN	Bess
.	PUNCT	.
obscurité	NOUN	obscurité
les	DET	le
machines	NOUN	machine
Plus	ADV	plus
luisant	VERB	luire
et	CCONJ	et
,	PUNCT	,
.	PUNCT	.
silence	NOUN	silence
les	DET	le
les	DET	le
.	PUNCT	.
.	PUNCT	.
beaucoup	ADV	beaucoup
...	PUNCT	...
presque	ADV	presque
du	ADP	de
acier	NOUN	acier
se	PRON	se
lèvres	NOUN	lèvre
apercevoir	VERB	apercevoir
rapprocha	VERB	rapprocher
que	ADV	que
Un	DET	un
régnait	VERB	régner
épaisse	ADJ	épais
simplement	ADV	simplement
immenses	ADJ	immense
A	ADP	à
Quelque	DET	quelque
découvrir	VERB	découvrir
,	PUNCT	,
Elle	PRON	lui
premiers	ADJ	premier
par	ADP	par
souffle	NOUN	souffle
chose	NOUN	chose
que	ADV	que
fut	AUX	être
voir	VERB	voir
créature	NOUN	créature
absence	NOUN	absence
,	PUNCT	,
rouille	NOUN	rouille
;	PUNCT	;
travers	NOUN	travers
.	PUNCT	.
se	PRON	se
aurait	AUX	avoir
colosses	NOUN	colosse
aurait	AUX	avoir
plafond	NOUN	plafond
cette	DET	ce
colla	VERB	coller
de	DET	de
mit	VERB	mettre
de	ADP	de
imagination	NOUN	imagination
métal	NOUN	métal
dans	ADP	dans
avait	VERB	avoir
Bess	PROPN	Bess
nouveau	ADJ	nouveau
tristes	ADJ	triste
machines	NOUN	machine
labyrinthe	NOUN	labyrinthe
intuition	NOUN	intuition
galerie	NOUN	galerie
sortit	VERB	sortir
Flaming	PROPN	Flaming
un	DET	un
ces	DET	ce
de	ADP	de
elle	PRON	lui
de	ADP	de
d'	ADP	de
et	CCONJ	et
d'	ADP	de
ruine	NOUN	ruine
angoissante	ADJ	angoissant
mieux	ADV	mieux
de	ADP	de
moindre	ADJ	moindre
Elle	PRON	lui
La	DET	le
étroits	ADJ	étroit
le	DET	le
.	PUNCT	.
à	ADP	à
La	DET	le
sortit	VERB	sortir
nouveau	ADJ	nouveau
.	PUNCT	.
et	CCONJ	et
.	PUNCT	.
se	PRON	se
,	PUNCT	,
le	DET	le
Ses	DET	son
à	ADP	à
calme	ADJ	calme
compteurs	NOUN	compteur
temps	NOUN	temps
mouvements	NOUN	mouvement
regrettait	VERB	regretter
Et	CCONJ	et
bruit	NOUN	bruit
se	PRON	se
Bess	PROPN	Bess
que	PRON	que
pendait	VERB	pendre
ne	ADV	ne
,	PUNCT	,
l'	PRON	l'
sa	DET	son
.	PUNCT	.
instinct	NOUN	instinct
le	DET	le
avant-pont	NOUN	avant-pont
un	DET	un
son	DET	son
mal	NOUN	mal
qui	PRON	qui
que	SCONJ	que
pesant	ADJ	pesant
L'	DET	le
machines	NOUN	machine
avait	AUX	avoir
recommençait	VERB	recommencer
,	PUNCT	,
pas	ADV	pas
droite	NOUN	droite
de	ADP	de
posée	VERB	poser
couloir	NOUN	couloir
Le	DET	le
un	DET	un
.	PUNCT	.
fait	VERB	faire
tout	ADJ	tout
une	DET	un
se	PRON	se
Son	DET	son
signifiait	VERB	signifier
et	CCONJ	et
acier	NOUN	acier
venait	VERB	venir
impression	NOUN	impression
pourtant	ADV	pourtant
tête	NOUN	tête
contre	ADP	contre
.	PUNCT	.
cela	PRON	cela
alors	ADV	alors
les	DET	le
de	ADP	de
elle-même	PRON	lui-même
abandonnée	VERB	abandonner
elle	PRON	lui
bientôt	ADV	bientôt
cœur	NOUN	cœur
dans	ADP	dans
Il	PRON	il
droite	NOUN	droite
était	AUX	être
son	DET	son
reliait	VERB	relier
de	ADP	de
avalait	VERB	avaler
—	PUNCT	—
part	NOUN	part
avait	AUX	avoir
poussière	NOUN	poussière
A	ADP	à
provoque	VERB	provoque
de	ADP	de
ne	ADV	ne
était	AUX	être
tendit	VERB	tendre
l'	DET	le
peu	ADV	peu
ses	DET	son
à	ADP	à
bien	ADV	bien
couloirs	NOUN	couloir
métal	NOUN	métal
coula	VERB	couler
,	PUNCT	,
Elle	PRON	lui
où	PRON	où
rapide	ADJ	rapide
contempla	VERB	contempler
enfonça	VERB	enfoncer
d'	ADP	de
Elle	PRON	lui
métal	NOUN	métal
celui-ci	PRON	celui-ci
revint	VERB	revenir
évidence	NOUN	évidence
son	DET	son
un	DET	un
terrible	ADJ	terrible
périphériques	ADJ	périphérique
yeux	NOUN	oeil
totale	ADJ	total
,	PUNCT	,
côte	NOUN	côte
Lentement	ADV	lentement
.	PUNCT	.
eut	VERB	avoir
.	PUNCT	.
,	PUNCT	,
latéral	ADJ	latéral
se	PRON	se
autre	PRON	autre
grattement	NOUN	grattement
ascenseur	NOUN	ascenseur
dans	ADP	dans
Elle	PRON	lui
y	PRON	y
dans	ADP	dans
obscurité	NOUN	obscurité
câbles	NOUN	câble
,	PUNCT	,
contre	ADP	contre
l'	PRON	l'
pouvait	VERB	pouvoir
quelqu'	DET	quelque
,	PUNCT	,
un	DET	un
Retenant	VERB	retenir
disparaissait	VERB	disparaître
ce	PRON	ce
'	PRON	'
Dès	ADP	dès
donnaient	VERB	donner
sur	ADP	sur
que	SCONJ	que
vaisseau	NOUN	vaisseau
qu'	SCONJ	que
Pas	ADV	pas
scrutèrent	VERB	scruter
Ce	PRON	ce
roues	NOUN	roue
apercevait	VERB	apercevoir
pour	ADP	pour
ombre	NOUN	ombre
puis	CCONJ	puis
regarda	VERB	regarder
Nova	PROPN	Nova
l'	DET	le
.	PUNCT	.
visibles	ADJ	visible
mais	CCONJ	mais
,	PUNCT	,
frottement	NOUN	frottement
se	PRON	se
poussière	NOUN	poussière
soudain	ADV	soudain
L'	DET	le
se	PRON	se
chacun	PRON	chacun
de	ADP	de
elle	PRON	lui
faisait	VERB	faire
Flaming	PROPN	Flaming
silencieux	ADJ	silencieux
épiaient	VERB	épier
n'	ADV	n'
géant	ADJ	géant
de	ADP	de
d'	ADP	de
sourire	NOUN	sourire
une	DET	un
quelques	DET	quelque
et	CCONJ	et
où	PRON	où
objet	NOUN	objet
centaines	NOUN	centaine
l'	DET	le
par	ADP	par
seraient	AUX	être
tarda	VERB	tarder
Elle	PRON	lui
rapprocha	VERB	rapprocher
monstre	NOUN	monstre
s'	PRON	se
dissipa	VERB	dissiper
tombé	VERB	tomber
du	ADP	de
Flaming	PROPN	Flaming
passa	VERB	passer
perdit	VERB	perdre
,	PUNCT	,
d'	ADP	de
dans	ADP	dans
partie	NOUN	partie
couche	NOUN	couche
Une	DET	un
des	ADP	de
les	DET	le
personne	PRON	personne
.	PUNCT	.
aucun	DET	aucun
était	AUX	être
sa	DET	son
autour	ADV	autour
vaste	ADJ	vaste
examiner	VERB	examiner
Elle	PRON	lui
,	PUNCT	,
faire	VERB	faire
pièces	NOUN	pièce
son	DET	son
si	SCONJ	si
était	AUX	être
dans	ADP	dans
loin	ADV	loin
.	PUNCT	.
qui	PRON	qui
il	PRON	il
suspect	ADJ	suspect
de	ADP	de
ce	DET	ce
que	SCONJ	que
étendait	VERB	étendre
la	DET	le
,	PUNCT	,
de	ADP	de
dû	VERB	devoir
dit	VERB	dire
Un	DET	un
étaient	AUX	être
éloigna	VERB	éloigner
,	PUNCT	,
se	PRON	se
des	DET	un
compte	NOUN	compte
qui	PRON	qui
,	PUNCT	,
était	AUX	être
consoles	NOUN	console
.	PUNCT	.
centrale	ADJ	central
coulé	VERB	couler
s'	PRON	se
.	PUNCT	.
cette	DET	ce
perdait	VERB	perdre
qu'	SCONJ	que
oreille	NOUN	oreille
partout	ADV	partout
.	PUNCT	.
instant	NOUN	instant
de	ADP	de
laissaient	VERB	laisser
squelette	NOUN	squelette
seule	ADJ	seul
un	DET	un
qui	PRON	qui
sa	DET	son
une	DET	un
une	DET	un
peu	NOUN	peu
Elle	PRON	lui
traces	NOUN	trace
quiconque	PRON	quiconque
Elle	PRON	lui
insaisissable	ADJ	insaisissable
l'	DET	le
Tout	PRON	tout
interminablement	ADV	interminablement
et	CCONJ	et
travaux	NOUN	travail
vite	ADV	vite
avait	AUX	avoir
latéral	ADJ	latéral
plus	ADV	plus
Bess	PROPN	Bess
parallèles	ADJ	parallèle
avoir	AUX	avoir
d'	ADP	de
—	PUNCT	—
son	DET	son
les	DET	le
le	DET	le
petites	ADJ	petit
un	DET	un
éteintes	VERB	éteindre
,	PUNCT	,
Le	DET	le
endroit	NOUN	endroit
elle	PRON	lui
moment	NOUN	moment
.	PUNCT	.
.	PUNCT	.
de	ADP	de
passage	NOUN	passage
entortillement	NOUN	entortillement
de	ADP	de
prendre	VERB	prendre
des	DET	un
perplexe	ADJ	perplexe
A	ADP	à
baissa	VERB	baisser
jusqu'	ADP	jusque
Elle	PRON	lui
Sur	ADP	sur
entre	ADP	entre
de	ADP	de
se	PRON	se
de	ADP	de
Rien	PRON	rien
Bess	PROPN	Bess
A	ADP	à
étui	NOUN	étui
Elle	PRON	lui
fort	ADV	fort
glissa	VERB	glisser
épiait	VERB	épier
longtemps	ADV	longtemps
zéro	PRON	zéro
par	ADP	par
roues	NOUN	roue
mis	VERB	mettre
Bess	PROPN	Bess
avait	AUX	avoir
intervalles	NOUN	intervalle
,	PUNCT	,
moteurs	NOUN	moteur
un	DET	un
cela	PRON	cela
de	ADP	de
Jaillissant	VERB	jaillir
étaient	AUX	être
de	ADP	de
des	ADP	de
sur	ADP	sur
situé	VERB	situer
immobile	ADJ	immobile
lumière	NOUN	lumière
impression	NOUN	impression
venait	VERB	venir
maintenant	ADV	maintenant
de	ADP	de
frôlement	NOUN	frôlement
que	ADV	que
.	PUNCT	.
pourtant	ADV	pourtant
avait	AUX	avoir
voulu	VERB	vouloir
.	PUNCT	.
l'	DET	le
fond	NOUN	fond
demanda	VERB	demander
la	DET	le
bruit	NOUN	bruit
délabrement	NOUN	délabrement
qui	PRON	qui
vide	NOUN	vide
.	PUNCT	.
.	PUNCT	.
le	DET	le
le	DET	le
,	PUNCT	,
se	PRON	se
Tout	PRON	tout
se	PRON	se
.	PUNCT	.
,	PUNCT	,
fantôme	NOUN	fantôme
Elle	PRON	lui
éternités	NOUN	éternité
guettait	VERB	guetter
ses	DET	son
machines	NOUN	machine
un	DET	un
sale	ADJ	sale
l'	DET	le
et	CCONJ	et
.	PUNCT	.
,	PUNCT	,
plus	ADV	plus
paraissaient	VERB	paraître
chasser	VERB	chasser
.	PUNCT	.
le	DET	le
dans	ADP	dans
d'	ADP	de
détachées	ADJ	détaché
Un	DET	un
elle	PRON	lui
rôdait	VERB	rôder
de	ADP	de
vaisseau	NOUN	vaisseau
mais	CCONJ	mais
recouvrait	VERB	recouvrir
malaise	NOUN	malaise
,	PUNCT	,
.	PUNCT	.
dans	ADP	dans
le	DET	le
.	PUNCT	.
.	PUNCT	.
ascenseur	NOUN	ascenseur
d'	ADP	de
Et	CCONJ	et
aiguilles	NOUN	aiguille
L'	DET	le
.	PUNCT	.
du	ADP	de
A	ADP	à
était	AUX	être
Après	ADP	après
C'	PRON	ce
labyrinthe	NOUN	labyrinthe
toujours	ADV	toujours
qui	PRON	qui
implosé	VERB	imploser
?	PUNCT	?
augmentait	VERB	augmenter
une	DET	un
Elle	PRON	lui
rangés	VERB	ranger
côte	ADV	côte
en	ADP	en
et	CCONJ	et
se	PRON	se
malaise	NOUN	malaise
C'	PRON	ce
au	ADP	au
d'	ADP	de
avoir	AUX	avoir
ceinture	NOUN	ceinture
qu'	PRON	qu'
Flaming	PROPN	Flaming
la	DET	le
espérer	VERB	espérer
curieux	ADJ	curieux
ne	ADV	ne
le	DET	le
imaginations	NOUN	imagination
certains	PRON	certains
fut	AUX	être
grattement	NOUN	grattement
silence	NOUN	silence
vivant	ADJ	vivant
noyée	VERB	noyer
ce	PRON	ce
élança	VERB	élancer
.	PUNCT	.
Dans	ADP	dans
partie	NOUN	partie
se	PRON	se
s'	PRON	se
pas	ADV	pas
traînait	VERB	traîner
les	DET	le
pouvaient	VERB	pouvoir
la	DET	le
On	PRON	on
les	DET	le
des	ADP	de
donnait	VERB	donner
,	PUNCT	,
un	PRON	un
son	DET	son
l'	DET	le
on	PRON	on
être	ADV	être
allée	NOUN	allée
le	DET	le
peu	ADV	peu
trompée	VERB	tromper
autre	ADJ	autre
dissimuler	VERB	dissimuler
laisser	AUX	laisser
encore	ADV	encore
Son	DET	son
marcher	VERB	marcher
mais	CCONJ	mais
,	PUNCT	,
.	PUNCT	.
On	PRON	on
fois	NOUN	fois
ressentit	VERB	ressentir
les	DET	le
de	ADP	de
capacités	NOUN	capacité
présent	NOUN	présent
appareils	NOUN	appareil
sol	NOUN	sol
le	DET	le
il	PRON	il
elle	PRON	lui
des	ADP	de
inquiétude	NOUN	inquiétude
au	ADP	au
blocs	NOUN	bloc
ombres	NOUN	ombre
pour	ADP	pour
œuvre	NOUN	œuvre
une	DET	un
et	CCONJ	et
des	ADP	de
.	PUNCT	.
le	DET	le
prise	VERB	prendre
pas	ADV	pas
lumières	NOUN	lumière
n'	ADV	n'
des	ADP	de
Cette	DET	ce
entre	ADP	entre
troubla	VERB	troubler
deux	NUM	deux
zone	NOUN	zone
Rien	ADV	rien
l'	DET	le
l'	DET	le
encore	ADV	encore
pénombre	NOUN	pénombre
tendit	VERB	tendre
tour	NOUN	tour
stupides	ADJ	stupide
savoir	VERB	savoir
se	PRON	se
poussière	NOUN	poussière
de	ADP	de
secours	NOUN	secours
empreintes	NOUN	empreinte
elle	PRON	lui
dimension	NOUN	dimension
glacé	ADJ	glacé
plus	ADV	plus
appareils	NOUN	appareil
.	PUNCT	.
rendre	VERB	rendre
lignes	NOUN	ligne
brillant	NOUN	brillant
de	ADP	de
d'	ADP	de
proche	ADJ	proche
de	ADP	de
avança	VERB	avancer
en	ADP	en
l'	DET	le
l'	DET	le
.	PUNCT	.
à	ADP	à
.	PUNCT	.
solitude	NOUN	solitude
.	PUNCT	.
.	PUNCT	.
poisson	NOUN	poisson
juste	ADV	juste
pour	ADP	pour
le	DET	le
direction	NOUN	direction
réparables	ADJ	réparable
savait	VERB	savoir
gauche	NOUN	gauche
aux	ADP	à
.	PUNCT	.
et	CCONJ	et
être	NOUN	être
Seules	ADJ	seul
était	AUX	être
.	PUNCT	.
poussière	NOUN	poussière
malaise	NOUN	malaise
Peut	ADV	peut
respiration	NOUN	respiration
était	AUX	être
,	PUNCT	,
?	PUNCT	?
angle	NOUN	angle
.	PUNCT	.
rouille	NOUN	rouille
et	CCONJ	et
divers	ADJ	divers
bruit	NOUN	bruit
femme	NOUN	femme
Starétait	PROPN	Starétait
.	PUNCT	.
pouvait	VERB	pouvoir
quelque	DET	quelque
hésitation	NOUN	hésitation
la	DET	le
plus	ADV	plus
un	DET	un
Flaming	PROPN	Flaming
.	PUNCT	.
on	PRON	on
par	ADP	par
que	PRON	que
couloir	NOUN	couloir
seules	ADJ	seul
.	PUNCT	.
Etait	AUX	etait
arma	VERB	armer
caveau	NOUN	caveau
fut	AUX	être
s'	PRON	se
Mais	CCONJ	mais
,	PUNCT	,
les	DET	le
dessin	NOUN	dessin
avait	VERB	avoir
Elle	PRON	lui
l'	DET	le
glissa	VERB	glisser
fois	NOUN	fois
se	PRON	se
tout	ADV	tout
,	PUNCT	,
étouffait	VERB	étouffer
«	PUNCT	«
,	PUNCT	,
!	PUNCT	!
était	AUX	être
-elle	PRON	lui
très	ADV	très
embranchement	NOUN	embranchement
arranger	VERB	arranger
agit	VERB	agir
,	PUNCT	,
avec	ADP	avec
Oui	ADV	oui
...	PUNCT	...
en	ADP	en
à	ADP	à
plastique	NOUN	plastique
seul	ADJ	seul
un	DET	un
cet	DET	ce
une	DET	un
spéciale	ADJ	spécial
un	DET	un
tu	VERB	taire
s'	PRON	se
interrompit	VERB	interrompre
décidée	VERB	décider
yeux	NOUN	oeil
de	ADP	de
êtes	VERB	être
gibier	NOUN	gibier
.	PUNCT	.
une	DET	un
sarcastique	ADJ	sarcastique
avec	ADP	avec
sa	DET	son
,	PUNCT	,
les	DET	le
-il	PRON	il
en	ADP	en
douleur	NOUN	douleur
s'	PRON	se
les	DET	le
massue	NOUN	massue
à	ADP	à
?	PUNCT	?
Et	CCONJ	et
-vous	PRON	vous
étrange	ADJ	étrange
Il	PRON	il
«	PUNCT	«
commande	NOUN	commande
.	PUNCT	.
Et	CCONJ	et
Commandante	NOUN	commandant
couloirs	NOUN	couloir
marmonna	VERB	marmonner
lamentait	VERB	lamenter
quelques	DET	quelque
meubles	NOUN	meuble
pied	NOUN	pied
-vous	PRON	vous
peu	ADV	peu
interloquée	VERB	interloquer
tendit	VERB	tendre
releva	VERB	relever
qui	PRON	qui
qui	PRON	qui
se	PRON	se
!	PUNCT	!
un	DET	un
s'	PRON	se
d'	ADP	de
Encore	ADV	encore
mètres	NOUN	mètre
menaçante	ADJ	menaçant
et	CCONJ	et
Elle	PRON	lui
.	PUNCT	.
d'	ADP	de
une	DET	un
Le	DET	le
le	DET	le
.	PUNCT	.
grimace	NOUN	grimace
avais	AUX	avoir
obscurité	NOUN	obscurité
est	AUX	être
quelques	DET	quelque
de	ADP	de
bras	NOUN	bras
une	DET	un
c'	PRON	ce
le	DET	le
baissa	VERB	baisser
!	PUNCT	!
console	NOUN	console
Son	DET	son
que	SCONJ	que
se	PRON	se
lourdement	ADV	lourdement
dernière	ADJ	dernier
trébucha	VERB	trébucher
Je	PRON	je
est	ADV	est
un	DET	un
container	NOUN	container
mauvais	ADJ	mauvais
?	PUNCT	?
tourné	VERB	tourner
vite	ADV	vite
et	CCONJ	et
»	PUNCT	»
paisible	ADJ	paisible
il	PRON	il
danger	NOUN	danger
le	DET	le
moquait	VERB	moquer
un	DET	un
Oui	ADV	oui
container	NOUN	container
.	PUNCT	.
et	CCONJ	et
en	ADP	en
?	PUNCT	?
Flaming	PROPN	Flaming
étonna	VERB	étonner
fusa	VERB	fuser
Elle	PRON	lui
un	DET	un
coursez	VERB	courser
techniques	ADJ	technique
fit	VERB	faire
hurlant	VERB	hurler
!	PUNCT	!
dire	ADV	dire
Ce	DET	ce
à	ADP	à
plissa	VERB	plisser
ne	ADV	ne
mit	VERB	mettre
Il	PRON	il
d'	ADP	de
Alertez	VERB	alerter
élança	VERB	élancer
sang	NOUN	sang
tunnel	NOUN	tunnel
,	PUNCT	,
de	ADP	de
elle	PRON	lui
un	DET	un
la	DET	le
—	PUNCT	—
proie	NOUN	proie
.	PUNCT	.
Stengel	PROPN	Stengel
appel	NOUN	appel
»	PUNCT	»
stupidement	ADV	stupidement
homme	NOUN	homme
au	ADP	au
menton	NOUN	menton
se	PRON	se
elles	PRON	lui
suivant	ADJ	suivant
murmura	VERB	murmurer
,	PUNCT	,
la	DET	le
ses	DET	son
bleue	ADJ	bleu
en	ADP	en
Tu	PRON	tu
confus	ADJ	confus
la	DET	le
confondre	VERB	confondre
Mort	NOUN	mort
embarras	NOUN	embarras
,	PUNCT	,
«	PUNCT	«
technicien	NOUN	technicien
de	ADP	de
la	DET	le
gémissant	VERB	gémir
celui-ci	PRON	celui-ci
savez	VERB	savoir
ici	ADV	ici
frôla	VERB	frôler
laisser	AUX	laisser
,	PUNCT	,
outils	NOUN	outil
bruit	NOUN	bruit
Lorsqu'	SCONJ	lorsque
Mais	CCONJ	mais
à	ADP	à
supplia	VERB	supplier
...	PUNCT	...
,	PUNCT	,
avait	AUX	avoir
.	PUNCT	.
.	PUNCT	.
...	PUNCT	...
qu'	SCONJ	que
arme	NOUN	arme
Et	CCONJ	et
Mais	CCONJ	mais
bras	NOUN	bras
,	PUNCT	,
l'	DET	le
incapable	ADJ	incapable
la	PRON	le
Bess	PROPN	Bess
,	PUNCT	,
Elle	PRON	lui
d'	ADP	de
.	PUNCT	.
nez	NOUN	nez
tu	PRON	tu
sortit	VERB	sortir
,	PUNCT	,
l'	DET	le
Stengel	PROPN	Stengel
pour	ADP	pour
aussi	ADV	aussi
marteau	NOUN	marteau
,	PUNCT	,
accéléra	VERB	accélérer
caisse	NOUN	caisse
me	PRON	me
ne	ADV	ne
de	ADP	de
un	DET	un
un	DET	un
danger	NOUN	danger
émit	VERB	émettre
sur	ADP	sur
le	DET	le
elle	PRON	lui
»	PUNCT	»
averti	VERB	avertir
remarqua	VERB	remarquer
les	DET	le
était	AUX	être
Flaming	PROPN	Flaming
Mon	DET	mon
cliquetis	NOUN	cliquetis
Néandertal	PROPN	Néandertal
retrouva	VERB	retrouver
le	DET	le
—	PUNCT	—
masse	NOUN	masse
L'	DET	le
du	ADP	de
gens	NOUN	gens
,	PUNCT	,
caisse	NOUN	caisse
chassez	VERB	chasser
traquait	VERB	traquer
,	PUNCT	,
le	DET	le
entre	ADP	entre
vous	PRON	vous
faire	VERB	faire
possible	ADJ	possible
et	CCONJ	et
à	ADP	à
différence	NOUN	différence
dire	VERB	dire
avalée	VERB	avaler
?	PUNCT	?
droit	ADV	droit
,	PUNCT	,
la	DET	le
Bess	PROPN	Bess
»	PUNCT	»
m'	PRON	me
en	ADP	en
arrive	VERB	arrive
je	PRON	je
-elle	PRON	lui
séparer	VERB	séparer
de	ADP	de
.	PUNCT	.
pivoine	NOUN	pivoine
et	CCONJ	et
Je	PRON	je
qu'	PRON	qu'
cri	NOUN	cri
son	DET	son
!	PUNCT	!
acier	NOUN	acier
s'	PRON	se
adorez	VERB	adorer
.	PUNCT	.
partie	NOUN	partie
qu'	SCONJ	que
de	ADP	de
elle	PRON	lui
,	PUNCT	,
Il	PRON	il
suis	AUX	être
.	PUNCT	.
secousses	NOUN	secousse
Au	ADP	au
enfonçait	VERB	enfoncer
indiqua	VERB	indiquer
en	ADP	en
une	DET	un
-t	PRON	-t
sabote	VERB	sabote
,	PUNCT	,
vois	VERB	voir
diverses	ADJ	divers
et	CCONJ	et
l'	DET	le
Cette	DET	ce
et	CCONJ	et
ne	ADV	ne
?	PUNCT	?
Au	ADP	au
Bess	PROPN	Bess
faites	VERB	faire
,	PUNCT	,
une	DET	un
tristement	ADV	tristement
l'	DET	le
...	PUNCT	...
