regarder	VERB	regarder
plus	ADV	plus
un	DET	un
entrèrent	VERB	entrer
.	PUNCT	.
l'	DET	le
s'	PRON	se
tu	PRON	tu
fesses	NOUN	fesse
permis	NOUN	permis
le	DET	le
s'	PRON	se
fille	NOUN	fille
homme	NOUN	homme
la	DET	le
.	PUNCT	.
attends	VERB	attendre
des	ADP	de
laissèrent	VERB	laisser
voulait	VERB	vouloir
de	ADP	de
de	ADP	de
longs	ADJ	long
cravates	NOUN	cravate
,	PUNCT	,
Massimo	PROPN	Massimo
se	PRON	se
fait	VERB	faire
une	DET	un
commença	VERB	commencer
rides	NOUN	ride
plus	ADV	plus
.	PUNCT	.
toi	PRON	toi
,	PUNCT	,
ne	ADV	ne
taule	NOUN	taule
il	PRON	il
un	DET	un
sur	ADP	sur
La	DET	le
pour	ADP	pour
sourire	NOUN	sourire
tuyaux	NOUN	tuyau
il	PRON	il
,	PUNCT	,
homme	NOUN	homme
pieds	NOUN	pied
de	ADP	de
les	DET	le
choisi	VERB	choisir
jusqu'	ADP	jusque
conduire	VERB	conduire
essaies	VERB	essayer
il	PRON	il
de	ADP	de
Jésus	PROPN	Jésus
lueur	NOUN	lueur
au	ADP	au
Ils	PRON	il
les	PRON	le
.	PUNCT	.
homme	NOUN	homme
bureau	NOUN	bureau
penchait	VERB	pencher
pénétrèrent	VERB	pénétrer
n'	ADV	n'
.	PUNCT	.
tu	PRON	tu
Dans	ADP	dans
mince	ADJ	mince
la	DET	le
cacahuètes	NOUN	cacahuète
cette	DET	ce
Massimo	PROPN	Massimo
chez	ADP	chez
,	PUNCT	,
l'	DET	le
pour	ADP	pour
seize	NUM	seize
.	PUNCT	.
dans	ADP	dans
homme	NOUN	homme
le	DET	le
train	NOUN	train
main	NOUN	main
le	PRON	le
de	ADP	de
sous	ADP	sous
,	PUNCT	,
pensa	VERB	penser
notre	DET	notre
que	SCONJ	que
des	DET	un
de	ADP	de
Massimo	PROPN	Massimo
à	ADP	à
qui	PRON	qui
torcher	VERB	torcher
couilles	NOUN	couille
le	DET	le
manger	VERB	manger
main	NOUN	main
voyage	NOUN	voyage
Au	ADP	au
Spider	PROPN	Spider
rideau	NOUN	rideau
humaine	ADJ	humain
veste	NOUN	veste
ordre	NOUN	ordre
Spider	PROPN	Spider
même	ADV	même
.	PUNCT	.
les	DET	le
pas	ADV	pas
.	PUNCT	.
femme	NOUN	femme
à	ADP	à
cela	PRON	cela
le	PRON	le
qu'	SCONJ	que
le	DET	le
n'	ADV	n'
de	ADP	de
table	NOUN	table
de	ADP	de
était	AUX	être
le	DET	le
-	PUNCT	-
.	PUNCT	.
la	DET	le
à	ADP	à
lassitude	NOUN	lassitude
mon	DET	mon
regarda	VERB	regarder
cousin	NOUN	cousin
ami	NOUN	ami
fallait	VERB	falloir
payer	VERB	payer
,	PUNCT	,
?	PUNCT	?
dit	VERB	dire
long	ADJ	long
Massimo	PROPN	Massimo
heureuse	ADJ	heureux
tu	PRON	tu
-	PUNCT	-
jeune	ADJ	jeune
sur	ADP	sur
te	PRON	te
ne	ADV	ne
fait	VERB	faire
tes	DET	ton
.	PUNCT	.
cintres	NOUN	cintre
de	ADP	de
qu'	ADV	qu'
la	DET	le
complets	NOUN	complet
Massimo	PROPN	Massimo
à	ADP	à
fallait	VERB	falloir
couper	VERB	couper
fois	NOUN	fois
les	DET	le
demanda	VERB	demander
Ils	PRON	il
va	VERB	aller
que	SCONJ	que
dans	ADP	dans
serveuse	NOUN	serveuse
son	DET	son
assez	ADV	assez
de	ADP	de
.	PUNCT	.
appela	VERB	appeler
a	AUX	avoir
qu'	PRON	qu'
Massimo	PROPN	Massimo
pris	VERB	prendre
et	CCONJ	et
Pour	ADP	pour
de	ADP	de
parle	VERB	parle
Naples	PROPN	Naples
-il	PRON	il
?	PUNCT	?
était	AUX	être
partie	NOUN	partie
n'	ADV	n'
une	DET	un
ami	NOUN	ami
La	DET	le
toi	PRON	toi
trente	NUM	trente
d'	ADP	de
-	PUNCT	-
Il	PRON	il
pria	VERB	prier
pension	NOUN	pension
dans	ADP	dans
vieil	ADJ	vieux
,	PUNCT	,
avec	ADP	avec
bras	NOUN	bras
par	ADP	par
pas	ADV	pas
taille	NOUN	taille
et	CCONJ	et
Bienvenue	NOUN	bienvenue
respiraient	VERB	respirer
de	ADP	de
lui	PRON	lui
panneau	NOUN	panneau
que	PRON	que
arrêtèrent	VERB	arrêter
étaient	AUX	être
zaiolo	PROPN	zaiolo
s'	PRON	se
de	ADP	de
est	VERB	être
qui	PRON	qui
tours	NOUN	tour
dit	VERB	dire
les	PRON	le
Il	PRON	il
,	PUNCT	,
,	PUNCT	,
qu'	SCONJ	que
,	PUNCT	,
avait	VERB	avoir
plus	ADV	plus
tout	PRON	tout
Massimo	PROPN	Massimo
fit	VERB	faire
pas	ADV	pas
ait	VERB	avoir
toutes	DET	tout
.	PUNCT	.
le	DET	le
tes	DET	ton
connaissait	VERB	connaître
ami	NOUN	ami
se	PRON	se
seul	ADJ	seul
sac	NOUN	sac
pizzas	NOUN	pizza
s'	SCONJ	s'
.	PUNCT	.
et	CCONJ	et
bar	NOUN	bar
bien	ADV	bien
meilleurs	ADJ	meilleur
en	PRON	en
argent	NOUN	argent
sans	ADP	sans
fort	ADV	fort
remonter	VERB	remonter
la	DET	le
que	SCONJ	que
précoces	ADJ	précoce
mesures	NOUN	mesure
prenait	VERB	prendre
différent	ADJ	différent
choses	NOUN	chose
cas	NOUN	cas
as	VERB	avoir
derrière	ADP	derrière
de	ADP	de
vieil	ADJ	vieux
plus	ADV	plus
de	ADP	de
cette	DET	ce
la	DET	le
-t	PRON	-t
à	ADP	à
lui	PRON	lui
leva	VERB	lever
,	PUNCT	,
par	ADP	par
eau	NOUN	eau
la	DET	le
et	CCONJ	et
ne	ADV	ne
.	PUNCT	.
la	DET	le
lui	PRON	lui
ne	ADV	ne
l'	PRON	l'
que	SCONJ	que
une	DET	un
les	DET	le
.	PUNCT	.
tête	NOUN	tête
femme	NOUN	femme
et	CCONJ	et
les	DET	le
brutalement	ADV	brutalement
reprennes	VERB	reprendre
gros	ADJ	gros
suffisamment	ADV	suffisamment
le	PRON	le
Massimo	PROPN	Massimo
du	ADP	de
de	ADP	de
Massimo	PROPN	Massimo
il	PRON	il
tes	DET	ton
se	PRON	se
à	ADP	à
.	PUNCT	.
-	PUNCT	-
allaient	VERB	aller
le	DET	le
.	PUNCT	.
humaine	ADJ	humain
dit	VERB	dire
s'	PRON	se
que	SCONJ	que
Un	DET	un
pièce	NOUN	pièce
faire	VERB	faire
avec	ADP	avec
et	CCONJ	et
revint	VERB	revenir
les	PRON	le
le	DET	le
de	ADP	de
sa	DET	son
apporta	VERB	apporter
vieille	ADJ	vieux
de	ADP	de
d'	ADP	de
immeuble	NOUN	immeuble
et	CCONJ	et
munie	VERB	munir
suivait	VERB	suivre
il	PRON	il
pouvoir	VERB	pouvoir
qui	PRON	qui
dans	ADP	dans
une	DET	un
sourd	ADJ	sourd
ces	DET	ce
voit	VERB	voir
petite	ADJ	petit
de	ADP	de
problème	NOUN	problème
dedans	ADV	dedans
quitta	VERB	quitter
T'	PRON	te
quel	DET	quel
son	DET	son
au	ADP	au
Il	PRON	il
.	PUNCT	.
de	ADP	de
,	PUNCT	,
pas	ADV	pas
plus	ADV	plus
,	PUNCT	,
une	DET	un
pizza	NOUN	pizza
avance	NOUN	avance
-il	PRON	il
aperçoive	VERB	apercevoir
.	PUNCT	.
haussa	VERB	hausser
de	ADP	de
.	PUNCT	.
et	CCONJ	et
pas	ADV	pas
Massimo	PROPN	Massimo
à	ADP	à
faisait	VERB	faire
les	DET	le
bureau	NOUN	bureau
ses	DET	son
pleine	ADJ	plein
et	CCONJ	et
Massimo	PROPN	Massimo
ses	DET	son
des	ADP	de
tailleur	NOUN	tailleur
Monte	VERB	monte
le	DET	le
,	PUNCT	,
piz	PROPN	piz
les	DET	le
charbon	NOUN	charbon
Jésus	PROPN	Jésus
,	PUNCT	,
y	PRON	y
Il	PRON	il
Pas	ADV	pas
poignée	NOUN	poignée
des	DET	un
une	DET	un
culture	NOUN	culture
ne	ADV	ne
moment	NOUN	moment
:	PUNCT	:
.	PUNCT	.
tu	PRON	tu
Massimo	PROPN	Massimo
,	PUNCT	,
regarda	VERB	regarder
plafond	NOUN	plafond
un	DET	un
.	PUNCT	.
.	PUNCT	.
qu'	SCONJ	que
attendait	VERB	attendre
pizzaiolo	NOUN	pizzaiolo
couper	VERB	couper
,	PUNCT	,
stationnement	NOUN	stationnement
servit	VERB	servir
c'	PRON	ce
dit	VERB	dire
l'	DET	le
Il	PRON	il
allée	NOUN	allée
prix	NOUN	prix
pendant	ADP	pendant
la	DET	le
pour	ADP	pour
couillon	NOUN	couillon
assit	VERB	asseoir
s'	SCONJ	s'
déshabiller	VERB	déshabiller
dans	ADP	dans
sa	DET	son
il	PRON	il
voitures	NOUN	voiture
Naples	PROPN	Naples
de	ADP	de
-	PROPN	-
pour	ADP	pour
.	PUNCT	.
jeune	ADJ	jeune
derrière	ADP	derrière
les	DET	le
sortit	VERB	sortir
gènes	NOUN	gène
pas	ADV	pas
yeux	NOUN	oeil
-	PUNCT	-
il	PRON	il
cheveux	NOUN	cheveu
,	PUNCT	,
yeux	NOUN	oeil
,	PUNCT	,
,	PUNCT	,
vieil	ADJ	vieux
dans	ADP	dans
salaud	NOUN	salaud
s'	PRON	se
s'	PRON	se
regarda	VERB	regarder
cave	NOUN	cave
famille	NOUN	famille
yeux	NOUN	oeil
vieil	ADJ	vieux
on	PRON	on
Massimo	PROPN	Massimo
Le	DET	le
Tiens	VERB	tenir
savait	VERB	savoir
pressé	ADJ	pressé
gare	NOUN	gare
se	PRON	se
pertinemment	ADV	pertinemment
chemises	NOUN	chemise
lâcha	VERB	lâcher
que	SCONJ	que
trottoir	NOUN	trottoir
pas	ADV	pas
ou	CCONJ	ou
avait	AUX	avoir
Il	PRON	il
dire	VERB	dire
de	ADP	de
Redonne	VERB	redonne
sous	ADP	sous
signe	NOUN	signe
-	PUNCT	-
son	DET	son
trottoir	NOUN	trottoir
moi	PRON	moi
ciseaux	NOUN	ciseau
de	ADP	de
silence	NOUN	silence
commencé	VERB	commencer
dévoraient	VERB	dévorer
as	AUX	avoir
bières	NOUN	bière
car	CCONJ	car
douleur	NOUN	douleur
de	ADP	de
des	DET	un
quand	SCONJ	quand
:	PUNCT	:
tailleur	NOUN	tailleur
près	ADV	près
qui	PRON	qui
un	DET	un
et	CCONJ	et
hurla	VERB	hurler
il	PRON	il
une	DET	un
Tu	PRON	tu
prix	NOUN	prix
murmura	VERB	murmurer
épaules	NOUN	épaule
excusa	VERB	excuser
sa	DET	son
qu'	SCONJ	que
parler	VERB	parler
retourna	VERB	retourner
depuis	ADP	depuis
il	PRON	il
par	ADP	par
avec	ADP	avec
tes	DET	ton
.	PUNCT	.
lui	PRON	lui
avait	AUX	avoir
est	AUX	être
pas	ADV	pas
Ils	PRON	il
-	PUNCT	-
surface	NOUN	surface
et	CCONJ	et
un	DET	un
hurla	VERB	hurler
paire	NOUN	paire
jambes	NOUN	jambe
vieil	ADJ	vieux
gare	NOUN	gare
n'	ADV	n'
Naples	PROPN	Naples
le	PRON	le
du	ADP	de
Massimo	PROPN	Massimo
mort	NOUN	mort
,	PUNCT	,
toi	PRON	toi
-	NOUN	-
en	ADP	en
il	PRON	il
.	PUNCT	.
entouré	VERB	entourer
cessé	VERB	cesser
de	ADP	de
de	ADP	de
pizzeria	NOUN	pizzeria
as	AUX	avoir
ami	NOUN	ami
de	ADP	de
ami	NOUN	ami
pizzeria	NOUN	pizzeria
passa	VERB	passer
costard	NOUN	costard
plus	ADV	plus
habits	NOUN	habit
milieu	NOUN	milieu
ruelle	NOUN	ruelle
homme	NOUN	homme
commença	VERB	commencer
des	DET	un
?	PUNCT	?
la	DET	le
tout	ADJ	tout
comme	NOUN	comme
sourde	ADJ	sourd
lui	PRON	lui
et	CCONJ	et
Alpha	PROPN	Alpha
remplie	VERB	remplir
.	PUNCT	.
j'	PRON	je
nourrir	VERB	nourrir
des	DET	un
répondit	VERB	répondre
première	ADJ	premier
un	DET	un
Puis	CCONJ	puis
Sortis	VERB	sortir
mais	CCONJ	mais
de	ADP	de
était	AUX	être
éclairé	VERB	éclairer
un	DET	un
élevaient	VERB	élever
Prologue	NOUN	prologue
pouvait	VERB	pouvoir
de	ADP	de
pour	ADP	pour
plaisir	NOUN	plaisir
pizzas	NOUN	pizza
,	PUNCT	,
soir	NOUN	soir
nez	NOUN	nez
.	PUNCT	.
deux	NUM	deux
prit	VERB	prendre
.	PUNCT	.
auprès	ADV	auprès
.	PUNCT	.
Une	DET	un
il	PRON	il
Le	DET	le
muet	NOUN	muet
au	ADP	au
ans	NOUN	an
dans	ADP	dans
plus	ADV	plus
forme	NOUN	forme
est	VERB	être
ne	ADV	ne
que	SCONJ	que
langue	NOUN	langue
et	CCONJ	et
ne	ADV	ne
et	CCONJ	et
yeux	NOUN	oeil
noir	ADJ	noir
était	AUX	être
l'	DET	le
que	ADV	que
pour	ADP	pour
son	DET	son
,	PUNCT	,
te	PRON	te
bières	NOUN	bière
-	PUNCT	-
en	ADP	en
.	PUNCT	.
qui	PRON	qui
Parce	SCONJ	parce
tremblaient	VERB	trembler
la	DET	le
et	CCONJ	et
Sors	VERB	sortir
Comme	SCONJ	comme
,	PUNCT	,
au	ADP	au
pizzeria	NOUN	pizzeria
au	ADP	au
et	CCONJ	et
-	NOUN	-
faire	VERB	faire
.	PUNCT	.
caressa	VERB	caresser
ton	DET	ton
et	CCONJ	et
prit	VERB	prendre
son	DET	son
à	ADP	à
.	PUNCT	.
.	PUNCT	.
n'	ADV	n'
Elle	PRON	lui
costumes	NOUN	costume
longtemps	ADV	longtemps
,	PUNCT	,
.	PUNCT	.
signe	NOUN	signe
les	DET	le
dire	VERB	dire
et	CCONJ	et
et	CCONJ	et
le	PRON	le
en	ADP	en
seize	NUM	seize
.	PUNCT	.
monde	NOUN	monde
qu'	SCONJ	que
un	DET	un
lui	PRON	lui
détestait	VERB	détester
tu	PRON	tu
les	DET	le
capot	NOUN	capot
temps	NOUN	temps
sortit	VERB	sortir
il	PRON	il
l'	DET	le
avions	AUX	avoir
le	DET	le
bravo	NOUN	bravo
du	ADP	de
fait	VERB	faire
l'	DET	le
Saint-Laurent	PROPN	Saint-Laurent
tapait	VERB	taper
monde	NOUN	monde
avec	ADP	avec
perché	VERB	percher
pas	ADV	pas
travail	NOUN	travail
-	PUNCT	-
ici	ADV	ici
arrêta	VERB	arrêter
pigeons	NOUN	pigeon
,	PUNCT	,
lui	PRON	lui
et	CCONJ	et
mon	DET	mon
un	DET	un
mettre	VERB	mettre
-	PUNCT	-
son	DET	son
pour	ADP	pour
Massimo	PROPN	Massimo
qui	PRON	qui
nourrir	VERB	nourrir
moderne	ADJ	moderne
en	ADP	en
immeuble	NOUN	immeuble
un	DET	un
tout	ADV	tout
de	ADP	de
Une	DET	un
phares	NOUN	phare
ville	NOUN	ville
suis	AUX	être
types	NOUN	type
loin	ADV	loin
à	ADP	à
respectera	VERB	respecter
couillon	NOUN	couillon
ne	ADV	ne
j'	PRON	je
il	PRON	il
trousseau	NOUN	trousseau
son	DET	son
net	ADV	net
sous	NOUN	sou
dérisoire	ADJ	dérisoire
entubé	VERB	entuber
de	ADP	de
lèves	VERB	lever
balance	VERB	balancer
hurla	VERB	hurler
recommence	VERB	recommencer
juste	ADV	juste
-ce	PRON	-ce
pour	ADP	pour
.	PUNCT	.
as	VERB	avoir
conducteur	NOUN	conducteur
le	DET	le
.	PUNCT	.
de	ADP	de
veut	VERB	vouloir
il	PRON	il
de	ADP	de
fonctionnaire	NOUN	fonctionnaire
pas	ADV	pas
êtres	NOUN	être
,	PUNCT	,
vieil	ADJ	vieux
conscience	NOUN	conscience
.	PUNCT	.
.	PUNCT	.
il	PRON	il
moi	PRON	moi
faut	VERB	falloir
homme	NOUN	homme
Tu	PRON	tu
Une	DET	un
encore	ADV	encore
pleurnicha	VERB	pleurnicher
sa	DET	son
se	PRON	se
alors	ADV	alors
respectent	VERB	respecter
achève	VERB	achever
histoire	NOUN	histoire
Pensez	VERB	penser
-	PUNCT	-
voiture	NOUN	voiture
Massimo	PROPN	Massimo
acheté	VERB	acheter
pianissimo	PROPN	pianissimo
un	DET	un
garde-robe	NOUN	garde-robe
ville	NOUN	ville
,	PUNCT	,
je	PRON	je
les	DET	le
Massimo	PROPN	Massimo
belles	ADJ	bel
pauvre	ADJ	pauvre
.	PUNCT	.
des	ADP	de
fin	NOUN	fin
américaines	ADJ	américain
a	AUX	avoir
plus	ADV	plus
le	DET	le
pour	ADP	pour
linge	NOUN	linge
.	PUNCT	.
va	VERB	aller
nuis	ADJ	nui
et	CCONJ	et
des	ADP	de
qui	PRON	qui
sac	NOUN	sac
que	PRON	que
compte	NOUN	compte
plaisir	NOUN	plaisir
le	DET	le
chose	NOUN	chose
revue	NOUN	revue
.	PUNCT	.
regardait	VERB	regarder
lança	VERB	lancer
passèrent	VERB	passer
klaxons	NOUN	klaxon
Massimo	PROPN	Massimo
,	PUNCT	,
Massimo	PROPN	Massimo
,	PUNCT	,
cher	ADJ	cher
pas	ADV	pas
sortirent	VERB	sortir
son	DET	son
produites	VERB	produire
quand	SCONJ	quand
.	PUNCT	.
tes	DET	ton
-	PUNCT	-
conscient	ADJ	conscient
!	PUNCT	!
l'	PRON	l'
La	DET	le
file	NOUN	file
klaxons	NOUN	klaxon
dormir	VERB	dormir
ce	DET	ce
c'	PRON	ce
en	ADP	en
et	CCONJ	et
humain	ADJ	humain
un	DET	un
siège	NOUN	siège
énerves	VERB	énerver
pour	ADP	pour
neuf	PRON	neuf
promit	VERB	promettre
,	PUNCT	,
bêtes	NOUN	bête
ouvrit	VERB	ouvrir
mare	NOUN	mare
boutique	NOUN	boutique
.	PUNCT	.
.	PUNCT	.
que	SCONJ	que
Et	CCONJ	et
victimes	NOUN	victime
inventé	VERB	inventer
ne	ADV	ne
dater	VERB	dater
Yves	PROPN	Yves
humain	ADJ	humain
clefs	NOUN	clé
juste	ADV	juste
à	ADP	à
sent	VERB	sentir
une	DET	un
et	CCONJ	et
Quand	SCONJ	quand
s'	PRON	se
napolitain	ADJ	napolitain
n'	ADV	n'
temps	NOUN	temps
on	PRON	on
de	ADP	de
enfermé	VERB	enfermer
dans	ADP	dans
donner	VERB	donner
Personne	PRON	personne
,	PUNCT	,
maintenant	ADV	maintenant
il	PRON	il
,	PUNCT	,
et	CCONJ	et
-	PUNCT	-
pas	ADV	pas
Ils	PRON	il
Bonne	ADJ	bon
cosmos	NOUN	cosmos
arrête	VERB	arrête
que	SCONJ	que
.	PUNCT	.
parles	VERB	parler
pas	ADV	pas
une	DET	un
de	ADP	de
commence	VERB	commencer
faut	VERB	falloir
-	PRON	-
,	PUNCT	,
de	ADP	de
sonate	NOUN	sonate
le	DET	le
que	SCONJ	que
l'	DET	le
.	PUNCT	.
Tu	PRON	tu
de	ADP	de
mais	CCONJ	mais
,	PUNCT	,
humains	NOUN	humain
terre	NOUN	terre
,	PUNCT	,
de	ADP	de
,	PUNCT	,
triste	ADJ	triste
ait	AUX	avoir
,	PUNCT	,
-	PUNCT	-
les	DET	le
dans	ADP	dans
Maintenant	ADV	maintenant
trottoir	NOUN	trottoir
le	DET	le
trop	ADV	trop
Massimo	PROPN	Massimo
prend	VERB	prendre
.	PUNCT	.
parqua	VERB	parquer
qui	PRON	qui
affaire	NOUN	affaire
près	ADV	près
dit	VERB	dire
,	PUNCT	,
de	ADP	de
enfants	NOUN	enfant
.	PUNCT	.
,	PUNCT	,
.	PUNCT	.
trafic	NOUN	trafic
il	PRON	il
et	CCONJ	et
pantalon	NOUN	pantalon
ressembler	VERB	ressembler
sous	ADP	sous
pantalons	NOUN	pantalon
.	PUNCT	.
.	PUNCT	.
matin	NOUN	matin
s'	PRON	se
les	DET	le
voir	VERB	voir
toi	PRON	toi
.	PUNCT	.
que	SCONJ	que
le	DET	le
Le	DET	le
ne	ADV	ne
fille	NOUN	fille
dans	ADP	dans
.	PUNCT	.
Massimo	PROPN	Massimo
savoir	VERB	savoir
nombre	NOUN	nombre
,	PUNCT	,
tout	ADJ	tout
bon	ADJ	bon
qu'	SCONJ	que
italien	ADJ	italien
le	DET	le
dirigea	VERB	diriger
,	PUNCT	,
quartier	NOUN	quartier
Massimo	PROPN	Massimo
Massimo	PROPN	Massimo
ne	ADV	ne
et	CCONJ	et
et	CCONJ	et
de	ADP	de
tu	PRON	tu
-	PUNCT	-
sur	ADP	sur
,	PUNCT	,
secoua	VERB	secouer
que	SCONJ	que
arbitre	NOUN	arbitre
dit	VERB	dire
,	PUNCT	,
,	PUNCT	,
survivre	VERB	survivre
suce	VERB	sucer
perdu	VERB	perdre
volume	NOUN	volume
rappela	VERB	rappeler
sautèrent	VERB	sauter
Un	DET	un
,	PUNCT	,
devait	VERB	devoir
je	PRON	je
on	PRON	on
plus	ADV	plus
habits	NOUN	habit
ring	NOUN	ring
,	PUNCT	,
voiture	NOUN	voiture
:	PUNCT	:
se	PRON	se
vers	ADP	vers
à	ADP	à
voiture	NOUN	voiture
roule	VERB	roule
regarda	VERB	regarder
