mi-farce	NOUN	mi-farce
dit	VERB	dire
haine	NOUN	haine
découvrir	VERB	découvrir
Roissy	PROPN	Roissy
mon	DET	mon
qui	PRON	qui
.	PUNCT	.
Célia	PROPN	Célia
fourrageant	VERB	fourrager
,	PUNCT	,
de	ADP	de
.	PUNCT	.
gagner	VERB	gagner
amuse	VERB	amuse
ai	AUX	avoir
Italie	PROPN	Italie
à	ADP	à
jeune	ADJ	jeune
celle-ci	PRON	celui-ci
leur	PRON	leur
de	ADP	de
aéroport	NOUN	aéroport
peut-être	ADV	peut-être
bien	ADV	bien
,	PUNCT	,
de	ADP	de
de	ADP	de
mon	DET	mon
m'	PRON	me
surprise	NOUN	surprise
à	ADP	à
Je	PRON	je
sans	ADP	sans
à	ADP	à
solitaire	ADJ	solitaire
la	DET	le
.	PUNCT	.
l'	DET	le
débarrassaient	VERB	débarrasser
Je	PRON	je
cette	DET	ce
chignon	NOUN	chignon
la	DET	le
ou	CCONJ	ou
,	PUNCT	,
-t	PRON	-t
une	DET	un
de	ADP	de
repos	NOUN	repos
mais	CCONJ	mais
En	ADP	en
salon	NOUN	salon
le	PRON	le
trouvant	VERB	trouver
à	ADP	à
personne	NOUN	personne
de	ADP	de
doute	NOUN	doute
la	DET	le
et	CCONJ	et
un	DET	un
,	PUNCT	,
devait	VERB	devoir
ouverture	NOUN	ouverture
est	AUX	être
pisciculteurs	NOUN	pisciculteur
assurément	ADV	assurément
néanmoins	ADV	néanmoins
réception	NOUN	réception
Pierre	PROPN	Pierre
bien	ADV	bien
Chichimèques	NOUN	chichimèque
homme	NOUN	homme
des	ADP	de
partageais	VERB	partager
,	PUNCT	,
appartement	NOUN	appartement
ses	DET	son
on	PRON	on
Mais	CCONJ	mais
.	PUNCT	.
-on	PRON	on
,	PUNCT	,
on	PRON	on
comme	ADP	comme
mon	DET	mon
raison	NOUN	raison
le	DET	le
Alors	ADV	alors
circulation	NOUN	circulation
je	PRON	je
gâteaux	NOUN	gâteau
,	PUNCT	,
le	DET	le
Paris	PROPN	Paris
Ingrid	PROPN	Ingrid
province	NOUN	province
,	PUNCT	,
pétrifié	VERB	pétrifier
leur	DET	leur
jeune	ADJ	jeune
où	PRON	où
du	ADP	de
les	DET	le
gare	NOUN	gare
poignet	NOUN	poignet
ennuient	VERB	ennuyer
terrorisé	VERB	terroriser
nonchalant	ADJ	nonchalant
du	ADP	de
m'	PRON	me
.	PUNCT	.
dans	ADP	dans
sourire	NOUN	sourire
chambre	NOUN	chambre
est	AUX	être
fût	AUX	être
.	PUNCT	.
un	DET	un
elle	PRON	lui
vain	ADJ	vain
aéroport	NOUN	aéroport
malheur	NOUN	malheur
celle-ci	PRON	celui-ci
projets	NOUN	projet
pont	NOUN	pont
septième	ADJ	septième
présent	NOUN	présent
heure	NOUN	heure
de	ADP	de
je	PRON	je
m'	PRON	me
donc	ADV	donc
de	ADP	de
.	PUNCT	.
,	PUNCT	,
que	SCONJ	que
épaules	NOUN	épaule
profitons	VERB	profiter
ruse	NOUN	ruse
Les	DET	le
,	PUNCT	,
passage	NOUN	passage
les	DET	le
nuit	NOUN	nuit
frayeur	NOUN	frayeur
Comme	SCONJ	comme
.	PUNCT	.
mi-figue	NOUN	mi-figue
reconnus	VERB	reconnaître
entraîna	VERB	entraîner
avec	ADP	avec
,	PUNCT	,
aéroport	NOUN	aéroport
reflet	NOUN	reflet
livres	NOUN	livre
tandis	ADV	tandis
sans	ADP	sans
sentir	VERB	sentir
une	DET	un
évidemment	ADV	évidemment
.	PUNCT	.
Strasbourg	PROPN	Strasbourg
les	DET	le
une	DET	un
femme	NOUN	femme
silence	NOUN	silence
à	ADP	à
pour	ADP	pour
à	ADP	à
dîner	NOUN	dîner
montai	VERB	monter
me	PRON	me
que	SCONJ	que
que	SCONJ	que
me	PRON	me
en	ADP	en
la	DET	le
du	ADP	de
soir	NOUN	soir
sur	ADP	sur
m'	PRON	me
m'	PRON	me
inquisiteur	ADJ	inquisiteur
l'	DET	le
d'	ADP	de
,	PUNCT	,
,	PUNCT	,
avoir	AUX	avoir
et	CCONJ	et
décrochaient	VERB	décrocher
l'	PRON	l'
pourquoi	ADV	pourquoi
sale	ADJ	sale
de	ADP	de
se	PRON	se
décidai	VERB	décider
un	DET	un
se	PRON	se
abside	NOUN	abside
crus	VERB	croire
étaient	AUX	être
à	ADP	à
ai	VERB	avoir
l'	DET	le
et	CCONJ	et
.	PUNCT	.
devait	VERB	devoir
rien	PRON	rien
employeurs	NOUN	employeur
Fonfrin	NOUN	fonfrin
d'	ADP	de
veut	VERB	vouloir
bonnes	NOUN	bonne
l'	DET	le
de	ADP	de
à	ADP	à
ville	NOUN	ville
et	CCONJ	et
,	PUNCT	,
avec	ADP	avec
,	PUNCT	,
se	PRON	se
genre	NOUN	genre
.	PUNCT	.
son	DET	son
gèrent	VERB	gérer
ce	DET	ce
une	DET	un
.	PUNCT	.
gaucherie	NOUN	gaucherie
ne	ADV	ne
gêné	VERB	gêner
flic	NOUN	flic
seuil	NOUN	seuil
que	SCONJ	que
l'	DET	le
genre	NOUN	genre
taxi	NOUN	taxi
repose	VERB	repose
,	PUNCT	,
les	DET	le
nervosité	NOUN	nervosité
qui	PRON	qui
est	AUX	être
portait	VERB	porter
contenance	NOUN	contenance
même	ADV	même
,	PUNCT	,
regardées	VERB	regarder
de	ADP	de
à	ADP	à
chasseurs	NOUN	chasseur
donner	VERB	donner
soudain	ADV	soudain
N.	PROPN	N.
me	PRON	me
.	PUNCT	.
regardait	VERB	regarder
.	PUNCT	.
celui	PRON	celui
I	NUM	I
vestibule	NOUN	vestibule
qui	PRON	qui
jouais	VERB	jouer
recherche	NOUN	recherche
les	DET	le
pas	ADV	pas
tardive	ADJ	tardif
on	PRON	on
devait	VERB	devoir
de	ADP	de
trouble	VERB	trouble
l'	DET	le
.	PUNCT	.
escalier	NOUN	escalier
,	PUNCT	,
leur	DET	leur
le	DET	le
celui	PRON	celui
un	DET	un
train	NOUN	train
traditionnel	ADJ	traditionnel
.	PUNCT	.
accident	NOUN	accident
de	ADP	de
elle	PRON	lui
vie	NOUN	vie
)	PUNCT	)
du	ADP	de
d'	ADP	de
décollait	VERB	décoller
et	CCONJ	et
.	PUNCT	.
Distraitement	ADV	distraitement
priai	VERB	prier
La	DET	le
Sanders	PROPN	Sanders
avec	ADP	avec
avion	NOUN	avion
les	DET	le
puis	CCONJ	puis
Bergman	PROPN	Bergman
itinéraire	NOUN	itinéraire
m'	PRON	me
de	ADP	de
ambigu	ADJ	ambigu
jette	VERB	jeter
atterrissage	NOUN	atterrissage
,	PUNCT	,
malchance	NOUN	malchance
fromage	NOUN	fromage
brun	ADJ	brun
Tous	ADJ	tout
sur	ADP	sur
me	PRON	me
malentendu	NOUN	malentendu
.	PUNCT	.
de	ADP	de
,	PUNCT	,
dans	ADP	dans
vocation	NOUN	vocation
ouverts	ADJ	ouvert
la	DET	le
chauffeur	NOUN	chauffeur
bonne	ADJ	bon
!	PUNCT	!
on	PRON	on
Les	DET	le
venait	VERB	venir
sonnai	VERB	sonner
tard	ADV	tard
costumée	VERB	costumer
de	ADP	de
des	ADP	de
partout	ADV	partout
-il	PRON	il
cet	DET	ce
terre	NOUN	terre
agaça	VERB	agacer
on	PRON	on
valsant	VERB	valser
mes	DET	mon
vers	ADP	vers
pas	ADV	pas
absence	NOUN	absence
arrivée	NOUN	arrivée
sur	ADP	sur
vérité	NOUN	vérité
,	PUNCT	,
font	VERB	faire
la	DET	le
,	PUNCT	,
.	PUNCT	.
tira	VERB	tirer
égaré	VERB	égarer
un	DET	un
prisonnière	ADJ	prisonnier
à	ADP	à
,	PUNCT	,
,	PUNCT	,
avait	VERB	avoir
obscur	ADJ	obscur
et	CCONJ	et
de	ADP	de
Brest	PROPN	Brest
vingtaine	NOUN	vingtaine
!	PUNCT	!
la	DET	le
par	ADP	par
âmes	NOUN	âme
elle	PRON	lui
de	ADP	de
nouvelle	NOUN	nouvelle
de	ADP	de
arrière-boutiques	NOUN	arrière-boutique
un	DET	un
l'	DET	le
de	ADP	de
.	PUNCT	.
tirés	VERB	tirer
langue	NOUN	langue
ville	NOUN	ville
me	PRON	me
mettait	VERB	mettre
je	PRON	je
une	DET	un
étrangère	ADJ	étranger
jeune	ADJ	jeune
mon	DET	mon
de	ADP	de
je	PRON	je
de	ADP	de
les	DET	le
Sans	ADP	sans
se	PRON	se
portière	NOUN	portière
de	ADP	de
mon	DET	mon
.	PUNCT	.
–	PUNCT	–
de	ADP	de
patientâmes	VERB	patienter
il	PRON	il
qu'	SCONJ	que
remontai	VERB	remonter
cette	DET	ce
eu	VERB	avoir
l'	DET	le
patrons	NOUN	patron
personne	NOUN	personne
cheveux	NOUN	cheveu
couvert	NOUN	couvert
soirée	NOUN	soirée
excusât	VERB	excuser
tremble	VERB	tremble
la	DET	le
on	PRON	on
le	DET	le
chargeai	VERB	charger
de	ADP	de
Toulouse	PROPN	Toulouse
porte	NOUN	porte
au	ADP	au
.	PUNCT	.
de	ADP	de
sont	AUX	être
satiné	ADJ	satiner
,	PUNCT	,
à	ADP	à
Elle	PRON	lui
due	ADJ	devoir
On	PRON	on
tout	ADV	tout
élégance	NOUN	élégance
les	DET	le
sa	DET	son
deux	NUM	deux
George	PROPN	George
idée	NOUN	idée
porte	NOUN	porte
net	ADJ	net
de	ADP	de
une	DET	un
arrêter	VERB	arrêter
veille	NOUN	veille
belle-sœur	NOUN	belle-sœur
Hélas	INTJ	Hélas
dans	ADP	dans
.	PUNCT	.
la	DET	le
qualités	NOUN	qualité
de	ADP	de
mal	ADV	mal
décidai	VERB	décider
politesse	NOUN	politesse
singea	VERB	singer
d'	ADP	de
essaierais	VERB	essayer
apprendre	VERB	apprendre
un	DET	un
qu'	SCONJ	que
dieux	NOUN	dieu
Voyage	NOUN	voyage
Cette	DET	ce
nom	NOUN	nom
cette	DET	ce
chez	ADP	chez
loden	NOUN	loden
les	DET	le
personnage	NOUN	personnage
me	PRON	me
maquillage	NOUN	maquillage
yeux	NOUN	oeil
Pourtant	ADV	pourtant
inutile	ADJ	inutile
un	DET	un
vint	VERB	venir
Fonfrin	PROPN	Fonfrin
par	ADP	par
vis	VERB	voir
hôtel	NOUN	hôtel
passage	NOUN	passage
,	PUNCT	,
à	ADP	à
malgracieux	ADJ	malgracieux
vêtue	VERB	vêtir
faire	VERB	faire
avec	ADP	avec
me	PRON	me
de	ADP	de
par	ADP	par
Un	DET	un
Un	DET	un
Roberto	PROPN	Roberto
la	PRON	le
ouvrit	VERB	ouvrir
cette	DET	ce
blanc	ADJ	blanc
mon	DET	mon
soulagement	NOUN	soulagement
visage	NOUN	visage
On	PRON	on
Lille	PROPN	Lille
plupart	NOUN	plupart
haussai	VERB	hausser
dans	ADP	dans
lisse	ADJ	lisse
sais	VERB	savoir
minutes	NOUN	minute
-je	PRON	je
silencieux	ADJ	silencieux
de	ADP	de
laissa	VERB	laisser
Fonfrin	PROPN	Fonfrin
.	PUNCT	.
déconcertante	ADJ	déconcertant
par	ADP	par
la	DET	le
le	DET	le
traverse	VERB	traverse
églises	NOUN	église
en	ADP	en
autant	ADV	autant
se	PRON	se
je	PRON	je
de	ADP	de
en	ADP	en
ma	DET	mon
inconnu	NOUN	inconnu
esprit	NOUN	esprit
.	PUNCT	.
ce	DET	ce
je	PRON	je
et	CCONJ	et
n'	ADV	n'
être	AUX	être
et	CCONJ	et
hôtes	NOUN	hôte
bonne	ADJ	bon
joyeuse	ADJ	joyeux
dit	VERB	dire
mon	DET	mon
fois	NOUN	fois
aller	VERB	aller
puisque	SCONJ	puisque
tenus	VERB	tenir
,	PUNCT	,
bien	ADV	bien
.	PUNCT	.
mon	DET	mon
bon	ADJ	bon
,	PUNCT	,
membres	NOUN	membre
de	ADP	de
,	PUNCT	,
gentille	ADJ	gentil
,	PUNCT	,
le	DET	le
ma	DET	mon
qui	PRON	qui
de	ADP	de
,	PUNCT	,
saisissant	VERB	saisir
Que	SCONJ	que
un	DET	un
à	ADP	à
de	ADP	de
corsage	NOUN	corsage
mon	DET	mon
Une	DET	un
me	PRON	me
L'	DET	le
hésitai	VERB	hésiter
,	PUNCT	,
l'	DET	le
air	NOUN	air
,	PUNCT	,
wagons-lits	NOUN	wagon-lit
désormais	ADV	désormais
confirma	VERB	confirmer
chœur	NOUN	chœur
dans	ADP	dans
et	CCONJ	et
classées	VERB	classer
l'	DET	le
œil	NOUN	œil
galeries	NOUN	galerie
une	DET	un
de	ADP	de
A	ADP	à
,	PUNCT	,
bourrait	VERB	bourrer
un	DET	un
mais	CCONJ	mais
(	PUNCT	(
à	ADP	à
.	PUNCT	.
vu	VERB	voir
,	PUNCT	,
Je	PRON	je
,	PUNCT	,
Le	DET	le
instant	NOUN	instant
l'	DET	le
197	NUM	197
les	DET	le
domestique	NOUN	domestique
se	PRON	se
les	DET	le
et	CCONJ	et
Avec	ADP	avec
et	CCONJ	et
monter	VERB	monter
soirée	NOUN	soirée
,	PUNCT	,
,	PUNCT	,
reconnut	VERB	reconnaître
Fonfrin	PROPN	Fonfrin
,	PUNCT	,
reliée	VERB	relier
de	ADP	de
,	PUNCT	,
Ma	DET	mon
tablier	NOUN	tablier
je	PRON	je
mon	DET	mon
flattait	VERB	flatter
,	PUNCT	,
Concorde	PROPN	Concorde
l'	DET	le
par	ADP	par
devant	ADP	devant
son	DET	son
-en	PRON	-en
la	DET	le
Mme	NOUN	mme
,	PUNCT	,
cruelle	ADJ	cruel
ou	CCONJ	ou
la	DET	le
monstre	ADJ	monstre
.	PUNCT	.
Des	DET	un
me	PRON	me
présentée	VERB	présenter
un	DET	un
.	PUNCT	.
Amusé	VERB	amuser
Le	DET	le
me	PRON	me
me	PRON	me
France	PROPN	France
Stanislas	PROPN	Stanislas
irrita	VERB	irriter
stupeur	NOUN	stupeur
hôtel	NOUN	hôtel
Après	ADP	après
à	ADP	à
la	DET	le
moins	ADV	moins
emprunter	VERB	emprunter
guerre	NOUN	guerre
moment	NOUN	moment
chambre	NOUN	chambre
aider	VERB	aider
Le	DET	le
D'	ADP	de
solitude	NOUN	solitude
que	PRON	que
à	ADP	à
il	PRON	il
Même	ADV	même
yeux	NOUN	oeil
j'	PRON	je
autoritaire	ADJ	autoritaire
la	DET	le
petites	ADJ	petit
et	CCONJ	et
l'	DET	le
devant	ADP	devant
.	PUNCT	.
Mers	PROPN	Mers
.	PUNCT	.
mon	DET	mon
estimait	VERB	estimer
,	PUNCT	,
l'	DET	le
l'	DET	le
il	PRON	il
l'	PRON	l'
à	ADP	à
dans	ADP	dans
paradoxes	NOUN	paradoxe
,	PUNCT	,
la	DET	le
essuya	VERB	essuyer
?	PUNCT	?
avec	ADP	avec
de	ADP	de
sec	ADJ	sec
Versailles	PROPN	Versailles
nouveau	ADJ	nouveau
,	PUNCT	,
genre	NOUN	genre
faisant	VERB	faire
la	DET	le
Fonfrin	PROPN	Fonfrin
le	DET	le
est	AUX	être
ce	PRON	ce
faire	VERB	faire
son	DET	son
la	DET	le
avec	ADP	avec
plus	ADV	plus
est	AUX	être
son	DET	son
...	PUNCT	...
fut	AUX	être
,	PUNCT	,
du	ADP	de
.	PUNCT	.
coude	NOUN	coude
la	DET	le
aux	ADP	à
de	ADP	de
petits-enfants	NOUN	petit-enfant
avec	ADP	avec
Dieu	PROPN	Dieu
et	CCONJ	et
,	PUNCT	,
questionnée	VERB	questionner
étrangère	ADJ	étranger
carotte	NOUN	carotte
sujet	NOUN	sujet
ami	NOUN	ami
il	PRON	il
éteignit	VERB	éteindre
prendre	VERB	prendre
cette	DET	ce
est	AUX	être
est	AUX	être
Martial	PROPN	Martial
ouest	NOUN	ouest
d'	ADP	de
mon	DET	mon
minuscules	ADJ	minuscule
ailleurs	ADV	ailleurs
les	DET	le
Mme	NOUN	mme
la	DET	le
me	PRON	me
fondues	VERB	fondre
des	DET	un
assiettes	NOUN	assiette
la	DET	le
les	DET	le
je	PRON	je
au	ADP	au
belle-sœur	NOUN	belle-sœur
poliment	ADV	poliment
beaucoup	ADV	beaucoup
éloignée	ADJ	éloigné
ailleurs	NOUN	ailleurs
Je	PRON	je
La	DET	le
me	PRON	me
cresson	NOUN	cresson
pas	ADV	pas
qui	PRON	qui
,	PUNCT	,
une	DET	un
tout	ADV	tout
ses	DET	son
Envahis	VERB	envahir
m'	PRON	me
fichées	VERB	ficher
-	PROPN	-
incroyablement	ADV	incroyablement
saintongeaise	ADJ	saintongeais
de	ADP	de
carafe	NOUN	carafe
la	DET	le
pas	ADV	pas
de	ADP	de
plus	ADV	plus
l'	DET	le
lui	PRON	lui
de	ADP	de
il	PRON	il
J'	PRON	je
que	SCONJ	que
dans	ADP	dans
géographiques	ADJ	géographique
l'	DET	le
les	DET	le
en	PRON	en
se	PRON	se
est	AUX	être
belle-sœur	NOUN	belle-sœur
amis	NOUN	ami
insolubles	ADJ	insoluble
porte	NOUN	porte
une	DET	un
de	ADP	de
l'	PRON	l'
onctueuse	ADJ	onctueux
rebeller	VERB	rebeller
morose	ADJ	morose
je	PRON	je
souci	NOUN	souci
avait	AUX	avoir
pour	ADP	pour
instant	NOUN	instant
qu'	SCONJ	que
à	ADP	à
onze	NUM	onze
–	PUNCT	–
pré-salé	NOUN	pré-salé
est	AUX	être
de	DET	de
une	DET	un
un	DET	un
la	DET	le
maison	NOUN	maison
prénom	NOUN	prénom
Mme	NOUN	mme
doigts	NOUN	doigt
en	ADP	en
m'	PRON	me
)	PUNCT	)
se	PRON	se
de	ADP	de
liait	VERB	lier
et	CCONJ	et
bien	ADV	bien
avais	VERB	avoir
n'	ADV	n'
(	PUNCT	(
.	PUNCT	.
est	PRON	est
qui	PRON	qui
pratiquer	VERB	pratiquer
était	AUX	être
cravate	NOUN	cravate
embarrassants	ADJ	embarrassant
tragédie	NOUN	tragédie
cause	NOUN	cause
assommant	ADJ	assommant
.	PUNCT	.
circulation	NOUN	circulation
table	NOUN	table
pièce	NOUN	pièce
commenta	VERB	commenter
à	ADP	à
–	PUNCT	–
:	PUNCT	:
de	ADP	de
Kébir	PROPN	Kébir
bonne	ADJ	bon
identifiai	VERB	identifier
l'	DET	le
régression	NOUN	régression
la	DET	le
la	DET	le
le	DET	le
estomac	NOUN	estomac
le	DET	le
.	PUNCT	.
écoute	VERB	écoute
le	DET	le
-ils	PRON	il
pour	ADP	pour
découvrir	VERB	découvrir
et	CCONJ	et
de	ADP	de
parole	NOUN	parole
.	PUNCT	.
rumeur	NOUN	rumeur
Mers	PROPN	Mers
.	PUNCT	.
Après	ADP	après
me	PRON	me
j'	PRON	je
et	CCONJ	et
fils	NOUN	fils
Fonfrin	PROPN	Fonfrin
de	ADP	de
;	PUNCT	;
ne	ADV	ne
le	PRON	le
plus	ADV	plus
A	ADP	à
mystère	NOUN	mystère
ou	CCONJ	ou
brune	ADJ	brun
Quetzalcoatl	PROPN	Quetzalcoatl
la	DET	le
comme	SCONJ	comme
bavarde	ADJ	bavard
famille	NOUN	famille
gloire	NOUN	gloire
de	ADP	de
On	PRON	on
cœur	NOUN	cœur
avant	ADP	avant
,	PUNCT	,
portais	VERB	porter
les	DET	le
un	DET	un
par	ADP	par
quand	SCONJ	quand
haricots	NOUN	haricot
le	DET	le
.	PUNCT	.
que	PRON	que
.	PUNCT	.
s'	PRON	se
soles	NOUN	sole
distinction	NOUN	distinction
hôtels	NOUN	hôtel
troubla	VERB	troubler
jugeant	VERB	juger
ouvrière	ADJ	ouvrier
parce	SCONJ	parce
l'	DET	le
l'	DET	le
lui	PRON	lui
d'	ADP	de
que	SCONJ	que
Saint-Cyr	PROPN	Saint-Cyr
,	PUNCT	,
en	ADP	en
un	DET	un
les	DET	le
M.	NOUN	m.
posés	VERB	poser
de	ADP	de
cette	DET	ce
servit	VERB	servir
pays	NOUN	pays
D'	ADP	de
concluait	VERB	conclure
humilité	NOUN	humilité
piquant	NOUN	piquant
ergo	NOUN	ergo
,	PUNCT	,
oser	VERB	oser
de	ADP	de
sévissait	VERB	sévir
,	PUNCT	,
M.	NOUN	m.
,	PUNCT	,
devait	VERB	devoir
.	PUNCT	.
de	ADP	de
veston	NOUN	veston
,	PUNCT	,
d'	ADP	de
juste	ADJ	juste
eau	NOUN	eau
crut	VERB	croire
.	PUNCT	.
bourgeoisie	NOUN	bourgeoisie
par	ADP	par
que	SCONJ	que
une	DET	un
n'	ADV	n'
el	PROPN	el
Et	CCONJ	et
de	ADP	de
se	PRON	se
n'	ADV	n'
-on	PRON	on
les	DET	le
plus	ADV	plus
tomate	NOUN	tomate
lie	NOUN	lie
ce	DET	ce
mettre	VERB	mettre
versa	VERB	verser
crise	NOUN	crise
.	PUNCT	.
On	PRON	on
peuple	NOUN	peuple
l'	PRON	l'
–	PUNCT	–
.	PUNCT	.
le	DET	le
de	ADP	de
d'	ADP	de
d'	ADP	de
de	ADP	de
