philosophie	NOUN	philosophie
«	PUNCT	«
que	SCONJ	que
espionné	VERB	espionner
que	SCONJ	que
passerait	VERB	passer
intérieur	ADJ	intérieur
les	DET	le
tzu	PROPN	tzu
,	PUNCT	,
cela	PRON	cela
demanda	VERB	demander
elle	PRON	lui
prochaine	ADJ	prochain
tiens	VERB	tenir
,	PUNCT	,
.	PUNCT	.
quel	DET	quel
mais	CCONJ	mais
,	PUNCT	,
position	NOUN	position
près	ADV	près
elle	PRON	lui
partager	VERB	partager
femme	NOUN	femme
je	PRON	je
de	ADP	de
vous	PRON	vous
d'	ADP	de
de	ADP	de
est	AUX	être
portait	VERB	porter
nous	PRON	nous
Han	PROPN	Han
bras	NOUN	bras
plus	ADV	plus
car	CCONJ	car
un	DET	un
Se	PRON	se
pensait	VERB	penser
que	SCONJ	que
ou	CCONJ	ou
récita	VERB	réciter
réussissaient	VERB	réussir
longtemps	ADV	longtemps
était	AUX	être
toi	PRON	toi
D'	DET	d'
de	ADP	de
Fei	PROPN	Fei
,	PUNCT	,
qu'	SCONJ	que
?	PUNCT	?
femme	NOUN	femme
maintenant	ADV	maintenant
et	CCONJ	et
de	ADP	de
n'	ADV	n'
afin	ADP	afin
pour	ADP	pour
pesante	ADJ	pesant
venir	VERB	venir
.	PUNCT	.
syllabe	NOUN	syllabe
,	PUNCT	,
âmes	NOUN	âme
cartilages	NOUN	cartilage
tirer	VERB	tirer
un	PRON	un
,	PUNCT	,
libère	VERB	libérer
Han	PROPN	Han
la	DET	le
Et	CCONJ	et
Doherty	PROPN	Doherty
ait	AUX	avoir
distinctement	ADV	distinctement
Je	PRON	je
te	PRON	te
-	PROPN	-
meure	VERB	mourir
Voie	NOUN	voie
Ces	DET	ce
peut	VERB	pouvoir
-	PROPN	-
tzu	PROPN	tzu
de	ADP	de
.	PUNCT	.
Han	PROPN	Han
soir	NOUN	soir
épouse	NOUN	épouse
plus	ADV	plus
était	AUX	être
,	PUNCT	,
»	PUNCT	»
idées	NOUN	idée
:	PUNCT	:
inévitable	ADJ	inévitable
lui	PRON	lui
-ce	PRON	-ce
L'	DET	le
maison	NOUN	maison
C'	PRON	ce
:	PUNCT	:
un	DET	un
perdu	VERB	perdre
du	ADP	de
demandé	VERB	demander
la	DET	le
ces	DET	ce
pas	ADV	pas
ne	ADV	ne
son	DET	son
mari	NOUN	mari
désir	NOUN	désir
de	ADP	de
lui	PRON	lui
‘	PUNCT	‘
qing	PROPN	qing
à	ADP	à
fausse	ADJ	faux
-nous	PRON	nous
demain	ADV	demain
silencieuse	ADJ	silencieux
notre	DET	notre
vigueur	NOUN	vigueur
qu'	PRON	qu'
,	PUNCT	,
,	PUNCT	,
cabrioles	NOUN	cabriole
solitaires	ADJ	solitaire
debout	ADV	debout
assis	VERB	asseoir
,	PUNCT	,
.	PUNCT	.
la	DET	le
il	PRON	il
Orson	PROPN	Orson
pour	ADP	pour
tension	NOUN	tension
serviteurs	NOUN	serviteur
ne	ADV	ne
,	PUNCT	,
des	DET	un
l'	DET	le
qu'	SCONJ	que
le	DET	le
CARD	PROPN	CARD
résista	VERB	résister
Elles	PRON	lui
,	PUNCT	,
la	DET	le
«	PUNCT	«
et	CCONJ	et
incapacité	NOUN	incapacité
autres	ADJ	autre
le	DET	le
pour	ADP	pour
Pour	ADP	pour
forcé	VERB	forcer
à	ADP	à
renversée	VERB	renverser
désir	NOUN	désir
semblé	VERB	sembler
dans	ADP	dans
ce	PRON	ce
À	ADP	à
demandait	VERB	demander
lui	PRON	lui
C'	PRON	ce
:	PUNCT	:
lui	PRON	lui
avait	AUX	avoir
de	ADP	de
ce	PRON	ce
lever	VERB	lever
avait	AUX	avoir
Fei	PROPN	Fei
tzu	PROPN	tzu
pas	ADV	pas
sa	DET	son
femmes	NOUN	femme
mais	CCONJ	mais
d'	ADP	de
,	PUNCT	,
chaque	DET	chaque
la	DET	le
que	SCONJ	que
la	DET	le
désirera	VERB	désirer
ses	DET	son
dieux	NOUN	dieu
française	ADJ	français
à	ADP	à
où	PRON	où
.	PUNCT	.
des	DET	un
à	ADP	à
lui	PRON	lui
-t	PRON	-t
dit	VERB	dire
liberté	NOUN	liberté
Est	AUX	être
parfait	ADJ	parfait
la	DET	le
qui	PRON	qui
pouvait	VERB	pouvoir
que	SCONJ	que
.	PUNCT	.
©	ADP	©
Il	PRON	il
tzu	PROPN	tzu
,	PUNCT	,
la	DET	le
pas	ADV	pas
ancêtre-de-cœur	NOUN	ancêtre-de-cœur
:	PUNCT	:
-elle	PRON	lui
lotus	NOUN	lotus
est	AUX	être
Card	PROPN	Card
?	PUNCT	?
—	PUNCT	—
tzu	PROPN	tzu
Han	PROPN	Han
pas	ADV	pas
.	PUNCT	.
leurs	DET	leur
d'	ADP	de
par	ADP	par
qing	PROPN	qing
toujours	ADV	toujours
dit	VERB	dire
épouses	NOUN	épouse
long	ADV	long
.	PUNCT	.
bruit	NOUN	bruit
la	DET	le
,	PUNCT	,
1993	NUM	1993
se	PRON	se
ô	NOUN	ö
son	DET	son
vain	ADJ	vain
jamais	ADV	jamais
.	PUNCT	.
révolutionnaire	ADJ	révolutionnaire
Je	PRON	je
était	AUX	être
-elle	PRON	lui
par	ADP	par
l'	PRON	l'
.	PUNCT	.
dans	ADP	dans
Associates	X	Associates
Pas	ADV	pas
la	DET	le
qing	PROPN	qing
respiration	NOUN	respiration
ai	VERB	avoir
sois	AUX	être
actuels	ADJ	actuel
de	ADP	de
nom	NOUN	nom
ne	ADV	ne
qu'	SCONJ	que
survécu	VERB	survivre
dit	VERB	dire
de	ADP	de
siennes	NOUN	sienne
fassent	AUX	faire
frères	NOUN	frère
des	ADP	de
-	PROPN	-
toujours	ADV	toujours
parlé	VERB	parler
bois	NOUN	bois
mort	NOUN	mort
.	PUNCT	.
plus	ADV	plus
n'	ADV	n'
Afin	SCONJ	afin
le	DET	le
sa	DET	son
m'	PRON	me
Tom	PROPN	Tom
détecter	VERB	détecter
plus	ADV	plus
était	AUX	être
vie	NOUN	vie
1	NUM	1
l'	PRON	l'
elle	PRON	lui
.	PUNCT	.
ne	ADV	ne
ses	DET	son
mélancolie	NOUN	mélancolie
tes	DET	ton
que	ADV	que
la	DET	le
du	ADP	de
Fei	PROPN	Fei
tzu	PROPN	tzu
Mon	DET	mon
fassent	VERB	faire
.	PUNCT	.
-	PROPN	-
.	PUNCT	.
.	PUNCT	.
il	PRON	il
jeu	NOUN	jeu
était	AUX	être
Voie	NOUN	voie
on	PRON	on
donc	ADV	donc
il	PRON	il
voire	CCONJ	voire
leurs	DET	leur
.	PUNCT	.
l'	DET	le
de	ADP	de
lui	PRON	lui
mais	CCONJ	mais
as	AUX	avoir
-il	PRON	il
.	PUNCT	.
pas	ADV	pas
.	PUNCT	.
bonheur	NOUN	bonheur
savait	VERB	savoir
encore	ADV	encore
pour	ADP	pour
«	PUNCT	«
et	CCONJ	et
Jiang	PROPN	Jiang
ORSON	PROPN	ORSON
au	ADP	au
abord	NOUN	abord
toi	PRON	toi
qu'	SCONJ	que
n'	ADV	n'
qu'	SCONJ	que
Le	DET	le
:	PUNCT	:
me	PRON	me
le	PRON	le
ne	ADV	ne
disent	VERB	dire
changement	NOUN	changement
ancêtre-de-cœur	NOUN	ancêtre-de-cœur
longtemps	ADV	longtemps
Han	PROPN	Han
du	ADP	de
en	ADP	en
n'	ADV	n'
ne	ADV	ne
l'	DET	le
tzu	PROPN	tzu
quoi	PRON	quoi
on	PRON	on
,	PUNCT	,
-	PROPN	-
»	PUNCT	»
dit	VERB	dire
avait	AUX	avoir
sans	ADP	sans
changement	NOUN	changement
aucun	DET	aucun
Jiang	PROPN	Jiang
étaient	AUX	être
pèses	VERB	peser
Han	PROPN	Han
d'	ADP	de
été	AUX	être
soit	VERB	être
souffrante	ADJ	souffrant
était	AUX	être
j'	PRON	je
Titre	NOUN	titre
pensées	NOUN	pensée
Alors	ADV	alors
Ou	CCONJ	ou
de	ADP	de
un	DET	un
agir	VERB	agir
peut	VERB	pouvoir
muscles	NOUN	muscle
bras	NOUN	bras
derniers	ADJ	dernier
elle	PRON	lui
pour	ADP	pour
dit	VERB	dire
pour	ADP	pour
seulement	ADV	seulement
.	PUNCT	.
silence	NOUN	silence
Clark	PROPN	Clark
manière	NOUN	manière
-	PROPN	-
lèvres	NOUN	lèvre
parlez	VERB	parler
tout	ADV	tout
Han	PROPN	Han
Kathy	PROPN	Kathy
réponse	NOUN	réponse
AMÉRICAIN	NOUN	américain
de	ADP	de
avec	ADP	avec
'	PUNCT	'
,	PUNCT	,
aligner	VERB	aligner
a	AUX	avoir
lointain	ADJ	lointain
Kidd	PROPN	Kidd
pourrions	VERB	pouvoir
l'	DET	le
Ce	PRON	ce
Paris	PROPN	Paris
‘	PUNCT	‘
Fei	PROPN	Fei
,	PUNCT	,
seul	ADJ	seul
Mais	CCONJ	mais
avant	ADP	avant
Comme	ADP	comme
en	ADP	en
aussi	ADV	aussi
-il	PRON	il
tzu	PROPN	tzu
que	SCONJ	que
SÉPARATION	NOUN	séparation
tenir	VERB	tenir
chez	ADP	chez
qu'	SCONJ	que
voix	NOUN	voix
plancher	NOUN	plancher
—	PUNCT	—
crépuscule	NOUN	crépuscule
rester	VERB	rester
paroles	NOUN	parole
ainsi	ADV	ainsi
'	PUNCT	'
—	PUNCT	—
ce	PRON	ce
désir	NOUN	désir
.	PUNCT	.
Il	PRON	il
ensemble	ADV	ensemble
,	PUNCT	,
.	NOUN	.
médiocres	NOUN	médiocre
qu'	ADV	qu'
apprendre	VERB	apprendre
leurs	DET	leur
elle	PRON	lui
de	ADP	de
d'	DET	d'
d'	ADP	de
pouvoir	VERB	pouvoir
se	PRON	se
du	ADP	de
donna	VERB	donner
fragilité	NOUN	fragilité
Copyright	NOUN	copyright
ce	DET	ce
une	DET	un
accueilli	VERB	accueillir
amis	NOUN	ami
même	ADV	même
répondit	VERB	répondre
le	PRON	le
comme	ADP	comme
Robert	PROPN	Robert
parce	SCONJ	parce
son	DET	son
ironiques	ADJ	ironique
entendait	VERB	entendre
la	DET	le
,	PUNCT	,
avoir	VERB	avoir
Jiang	PROPN	Jiang
elle	PRON	lui
—	PUNCT	—
dû	VERB	devoir
1991	NUM	1991
SCOTT	PROPN	SCOTT
–	PUNCT	–
Le	DET	le
jamais	ADV	jamais
désir	NOUN	désir
Lorsque	SCONJ	lorsque
-il	PRON	il
faut	VERB	falloir
à	ADP	à
Ou	CCONJ	ou
cléments	ADJ	clément
.	PUNCT	.
déception	NOUN	déception
reprendre	VERB	reprendre
te	PRON	te
lui	PRON	lui
ait	AUX	avoir
Ce	PRON	ce
qu'	SCONJ	que
mener	VERB	mener
Il	PRON	il
à	ADP	à
sa	DET	son
—	PUNCT	—
était	AUX	être
jours	NOUN	jour
Qu'	PRON	qu'
sont	AUX	être
Laffont	PROPN	Laffont
d'	ADP	de
ne	ADV	ne
étouffée	VERB	étouffer
à	ADP	à
complètes	ADJ	complet
ne	ADV	ne
'	PUNCT	'
qui	PRON	qui
la	DET	le
Envisageons	VERB	envisager
l'	DET	le
perdrai	VERB	perdre
.	PUNCT	.
a	AUX	avoir
?	PUNCT	?
pas	ADV	pas
intimes	ADJ	intime
.	PUNCT	.
dit	VERB	dire
les	DET	le
se	PRON	se
sûr	ADJ	sûr
convoiter	VERB	convoiter
ne	ADV	ne
aimons	VERB	aimer
ressemblant	VERB	ressembler
,	PUNCT	,
—	PUNCT	—
de	ADP	de
les	DET	le
en	ADP	en
propres	ADJ	propre
la	DET	le
monde	NOUN	monde
-ce	PRON	-ce
choix	NOUN	choix
.	PUNCT	.
perçoit	VERB	percevoir
.	PUNCT	.
l'	DET	le
pas	ADV	pas
araignée	NOUN	araignée
,	PUNCT	,
il	PRON	il
partie	NOUN	partie
le	DET	le
,	PUNCT	,
ont	AUX	avoir
C'	PRON	ce
de	ADP	de
J'	PRON	je
lorsqu'	SCONJ	lorsque
l'	DET	le
le	DET	le
petite	ADJ	petit
jours	NOUN	jour
escompter	VERB	escompter
.	PUNCT	.
.	PUNCT	.
désir	NOUN	désir
sens	NOUN	sens
de	ADP	de
si	SCONJ	si
contenant	VERB	contenir
humilient	VERB	humilier
telle	ADJ	tel
Il	PRON	il
Fei	PROPN	Fei
croire	VERB	croire
,	PUNCT	,
aussi	ADV	aussi
m'	PRON	me
Ainsi	ADV	ainsi
.	PUNCT	.
transforme	VERB	transforme
seule	ADJ	seul
par	ADP	par
.	PUNCT	.
la	DET	le
,	PUNCT	,
des	DET	un
soit	AUX	être
pour	ADP	pour
croit	VERB	croire
lui	PRON	lui
C'	PRON	ce
qing	PROPN	qing
serai	VERB	être
,	PUNCT	,
,	PUNCT	,
de	ADP	de
qu'	PRON	qu'
,	PUNCT	,
lui	PRON	lui
l'	DET	le
pour	ADP	pour
franchir	VERB	franchir
il	PRON	il
ne	ADV	ne
tout	PRON	tout
nostalgie	NOUN	nostalgie
surprend	VERB	surprendre
-	PROPN	-
Mais	CCONJ	mais
c'	PRON	ce
.	PUNCT	.
dieux	NOUN	dieu
insista	VERB	insister
tranchant	ADJ	tranchant
apprendre	VERB	apprendre
mouvements	NOUN	mouvement
—	PUNCT	—
taquinait	VERB	taquiner
que	PRON	que
japonais	ADJ	japonais
les	DET	le
une	DET	un
est	AUX	être
,	PUNCT	,
—	PUNCT	—
reprochera	VERB	reprocher
épouse	NOUN	épouse
que	ADV	que
se	PRON	se
que	PRON	que
-	PROPN	-
—	PUNCT	—
peut	VERB	pouvoir
a	VERB	avoir
l'	DET	le
,	PUNCT	,
n'	ADV	n'
elle	PRON	lui
jao	PROPN	jao
sa	DET	son
a	AUX	avoir
elle	PRON	lui
à	ADP	à
union	NOUN	union
éveille	VERB	éveille
y	PRON	y
il	PRON	il
maison	NOUN	maison
j'	PRON	je
cette	DET	ce
d'	ADP	de
—	PUNCT	—
cendres	NOUN	cendre
dans	ADP	dans
aussi	ADV	aussi
lui	PRON	lui
aimes	VERB	aimer
colère	NOUN	colère
philosophie	NOUN	philosophie
aucun	DET	aucun
être	NOUN	être
idée	NOUN	idée
en	ADP	en
Les	DET	le
les	DET	le
tzu	PROPN	tzu
vécu	VERB	vivre
.	PUNCT	.
amèrement	ADV	amèrement
peut	VERB	pouvoir
conserve	VERB	conserve
-	PROPN	-
—	PUNCT	—
ils	PRON	il
sa	DET	son
aurais	AUX	avoir
.	PUNCT	.
?	PUNCT	?
est	AUX	être
garde	VERB	garde
,	PUNCT	,
naturelles	ADJ	naturel
.	PUNCT	.
J'	PRON	je
une	DET	un
de	ADP	de
grandissant	VERB	grandir
le	DET	le
s'	PRON	se
pas	ADV	pas
t'	PRON	te
,	PUNCT	,
mouvement	NOUN	mouvement
qu'	SCONJ	que
les	DET	le
tzu	PROPN	tzu
pour	ADP	pour
femme	NOUN	femme
soupira	VERB	soupirer
l'	DET	le
-t	PRON	-t
la	DET	le
question	NOUN	question
de	ADP	de
.	PUNCT	.
Elle	PRON	lui
bien	NOUN	bien
moi	PRON	moi
entrailles	NOUN	entrailles
La	DET	le
ce	PRON	ce
je	PRON	je
vraiment	ADV	vraiment
qing	PROPN	qing
d'	ADP	de
en	PRON	en
sa	DET	son
Tu	PRON	tu
la	DET	le
avec	ADP	avec
trompes	VERB	tromper
avoir	AUX	avoir
qu'	SCONJ	que
m'	PRON	me
moitié	NOUN	moitié
fois	NOUN	fois
dit	VERB	dire
pensées	NOUN	pensée
soit	CCONJ	soit
sermon	NOUN	sermon
souverains	NOUN	souverain
—	PUNCT	—
parler	VERB	parler
qui	PRON	qui
de	ADP	de
fallait	VERB	falloir
projets	NOUN	projet
humeur	NOUN	humeur
est	VERB	être
les	PRON	le
chuchota	VERB	chuchoter
moi	PRON	moi
un	DET	un
du	ADP	de
je	PRON	je
,	PUNCT	,
à	ADP	à
de	ADP	de
et	CCONJ	et
être	NOUN	être
possible	ADJ	possible
idées	NOUN	idée
la	DET	le
comme	ADP	comme
ton	DET	ton
à	ADP	à
du	ADP	de
point	ADV	point
-	PROPN	-
est	AUX	être
en	ADP	en
Pourquoi	ADV	pourquoi
Han	PROPN	Han
philosophie	NOUN	philosophie
il	PRON	il
femme	NOUN	femme
obsidienne	NOUN	obsidienne
je	PRON	je
et	CCONJ	et
la	DET	le
mon	DET	mon
apprends	VERB	apprendre
qu'	SCONJ	que
Voie	NOUN	voie
et	CCONJ	et
Qing	PROPN	Qing
j'	PRON	je
la	DET	le
les	DET	le
-	PROPN	-
Tu	PRON	tu
ils	PRON	il
-	PROPN	-
lui	PRON	lui
relève	VERB	relever
une	DET	un
est	VERB	être
qu'	SCONJ	que
les	DET	le
besoin	NOUN	besoin
est	AUX	être
ce	PRON	ce
dit	VERB	dire
elle	PRON	lui
devenir	VERB	devenir
Voie	NOUN	voie
piqua	VERB	piquer
trouve	VERB	trouve
demanda	VERB	demander
ont	AUX	avoir
créé	VERB	créer
sa	DET	son
les	PRON	le
ancêtres	NOUN	ancêtre
que	PRON	que
soit	VERB	être
à	ADP	à
dit	VERB	dire
elle	PRON	lui
de	ADP	de
—	PUNCT	—
bûcher	NOUN	bûcher
que	SCONJ	que
—	PUNCT	—
moi	NOUN	moi
fais	VERB	faire
femme	NOUN	femme
sur	ADP	sur
son	DET	son
,	PUNCT	,
ils	PRON	il
qing	PROPN	qing
à	ADP	à
—	PUNCT	—
Fei	PROPN	Fei
Voie	NOUN	voie
.	PUNCT	.
le	DET	le
imparable	ADJ	imparable
sale	ADJ	sale
jao	PROPN	jao
mort	ADJ	mort
toute	DET	tout
d'	ADP	de
n'	ADV	n'
d'	ADP	de
le	DET	le
nous	PRON	nous
seraient	AUX	être
le	PRON	le
être	AUX	être
profond	ADJ	profond
un	DET	un
où	PRON	où
.	PUNCT	.
Mais	CCONJ	mais
,	PUNCT	,
ensemble	ADV	ensemble
,	PUNCT	,
la	PRON	le
œil	NOUN	œil
plaisanter	VERB	plaisanter
,	PUNCT	,
,	PUNCT	,
quoi	PRON	quoi
dieux	NOUN	dieu
pas	ADV	pas
,	PUNCT	,
réside	VERB	réside
à	ADP	à
