voulais	VERB	vouloir
n'	ADV	n'
ses	DET	son
du	ADP	de
je	PRON	je
et	CCONJ	et
l'	DET	le
toujours	ADV	toujours
.	PUNCT	.
oublieras	VERB	oublier
choisis	VERB	choisir
présentait	VERB	présenter
.	PUNCT	.
jamais	ADV	jamais
brume	NOUN	brume
Je	PRON	je
est	AUX	être
rien	PRON	rien
,	PUNCT	,
poussais	VERB	pousser
rien	PRON	rien
chaud	NOUN	chaud
et	CCONJ	et
,	PUNCT	,
peur	NOUN	peur
,	PUNCT	,
murs	NOUN	mur
de	ADP	de
à	ADP	à
filets	NOUN	filet
terreur	NOUN	terreur
pas	ADV	pas
taille	NOUN	taille
de	ADP	de
,	PUNCT	,
tendre	ADJ	tendre
cause	NOUN	cause
de	ADP	de
m'	PRON	me
J'	PRON	je
il	PRON	il
dors	VERB	dormir
Bien	ADV	bien
dit	VERB	dire
directement	ADV	directement
je	PRON	je
et	CCONJ	et
pas	ADV	pas
pas	ADV	pas
comme	ADP	comme
suis	AUX	être
ne	ADV	ne
,	PUNCT	,
a	AUX	avoir
angoisse	NOUN	angoisse
.	PUNCT	.
les	DET	le
dit	VERB	dire
sûr	ADJ	sûr
de	ADP	de
.	PUNCT	.
mégarde	NOUN	mégarde
,	PUNCT	,
Luc	PROPN	Luc
quelque	DET	quelque
pas	ADV	pas
fait	VERB	faire
C'	PRON	ce
puis	CCONJ	puis
,	PUNCT	,
C'	PRON	ce
pousse	VERB	pousse
n'	ADV	n'
sur	ADP	sur
solide	ADJ	solide
,	PUNCT	,
faits	VERB	faire
n'	ADV	n'
,	PUNCT	,
.	PUNCT	.
.	PUNCT	.
,	PUNCT	,
Luc	PROPN	Luc
Agréable	ADJ	agréable
existent	VERB	exister
ne	ADV	ne
Alors	ADV	alors
que	SCONJ	que
lune	NOUN	lune
ne	ADV	ne
me	PRON	me
faire	VERB	faire
à	ADP	à
de	DET	de
eau	NOUN	eau
J'	PRON	je
personne	PRON	personne
que	PRON	que
Mais	CCONJ	mais
panique	NOUN	panique
mesure	NOUN	mesure
ou	CCONJ	ou
infernaux	ADJ	infernal
carrée	ADJ	carré
temps	NOUN	temps
que	SCONJ	que
ont	AUX	avoir
.	PUNCT	.
visage	NOUN	visage
J'	PRON	je
est	AUX	être
un	DET	un
le	PRON	le
choix	NOUN	choix
.	PUNCT	.
.	PUNCT	.
le	DET	le
ami	NOUN	ami
Elles	PRON	lui
ce	PRON	ce
.	PUNCT	.
mesure	NOUN	mesure
cachent	VERB	cacher
.	PUNCT	.
si	SCONJ	si
seul	ADJ	seul
étais	AUX	être
mou	ADJ	mou
,	PUNCT	,
de	ADP	de
,	PUNCT	,
reviens	VERB	revenir
.	PUNCT	.
était	AUX	être
.	PUNCT	.
retrouver	VERB	retrouver
avais	AUX	avoir
le	PRON	le
.	PUNCT	.
était	AUX	être
sais	VERB	savoir
peur	NOUN	peur
bien	ADV	bien
Je	PRON	je
Ce	PRON	ce
,	PUNCT	,
.	PUNCT	.
devant	ADP	devant
les	DET	le
mais	CCONJ	mais
,	PUNCT	,
grasse	ADJ	gras
tête	NOUN	tête
au	ADP	au
creux	NOUN	creux
Lui	PRON	lui
sable	NOUN	sable
n'	ADV	n'
cernés	VERB	cerner
.	PUNCT	.
peu	ADV	peu
,	PUNCT	,
Comme	ADP	comme
une	DET	un
cet	DET	ce
sais	VERB	savoir
le	DET	le
était	AUX	être
n'	ADV	n'
ne	ADV	ne
ma	DET	mon
Ce	PRON	ce
.	PUNCT	.
semble	VERB	semble
.	PUNCT	.
.	PUNCT	.
chaleur	NOUN	chaleur
Polipotern	PROPN	Polipotern
fait	NOUN	fait
affreux	ADJ	affreux
une	DET	un
peu	ADV	peu
terriblement	ADV	terriblement
.	PUNCT	.
ailleurs	ADV	ailleurs
là	ADV	là
sable	NOUN	sable
ces	DET	ce
portes	NOUN	porte
un	DET	un
même	ADV	même
que	PRON	que
et	CCONJ	et
ai	VERB	avoir
D'	DET	d'
que	SCONJ	que
,	PUNCT	,
cela	PRON	cela
ai	VERB	avoir
suis	VERB	suivre
.	PUNCT	.
,	PUNCT	,
de	ADP	de
dans	ADP	dans
...	PUNCT	...
était	VERB	être
regarde	VERB	regarde
,	PUNCT	,
la	DET	le
à	ADP	à
encore	ADV	encore
sans	ADP	sans
progressivement	ADV	progressivement
maison	NOUN	maison
sur	ADP	sur
les	DET	le
a	VERB	avoir
les	DET	le
ai	VERB	avoir
Le	DET	le
.	PUNCT	.
qui	PRON	qui
tout	PRON	tout
le	DET	le
encore	ADV	encore
souvent	ADV	souvent
un	DET	un
ignorance	NOUN	ignorance
d'	DET	d'
préférais	VERB	préférer
ai	VERB	avoir
vue	VERB	voir
.	PUNCT	.
ailleurs	ADV	ailleurs
J'	PRON	je
,	PUNCT	,
,	PUNCT	,
pas	ADV	pas
A	ADP	à
faut	VERB	falloir
définitivement	ADV	définitivement
,	PUNCT	,
dansait	VERB	danser
je	PRON	je
connaître	VERB	connaître
mentais	VERB	mentir
que	SCONJ	que
même	ADV	même
J'	PRON	je
,	PUNCT	,
bien	ADV	bien
débattre	VERB	débattre
d'	DET	d'
j'	PRON	je
l'	DET	le
comme	ADP	comme
est	AUX	être
J'	PRON	je
c'	PRON	ce
pour	ADP	pour
—	PUNCT	—
l'	PRON	l'
est	AUX	être
a	AUX	avoir
véritable	ADJ	véritable
—	PUNCT	—
simplement	ADV	simplement
pas	ADV	pas
toutes	ADJ	tout
pièce	NOUN	pièce
moi	PRON	moi
y	PRON	y
lune	NOUN	lune
ai	AUX	avoir
porte	NOUN	porte
rouge	NOUN	rouge
d'	ADP	de
la	DET	le
quelqu'	PRON	quelqu'
je	PRON	je
A	ADP	à
«	PUNCT	«
de	ADP	de
Polipotern	PROPN	Polipotern
,	PUNCT	,
j'	PRON	je
,	PUNCT	,
porte	NOUN	porte
en	PRON	en
Au	ADP	au
maintenant	ADV	maintenant
personne	PRON	personne
le	PRON	le
:	PUNCT	:
.	PUNCT	.
.	PUNCT	.
—	PUNCT	—
.	PUNCT	.
était	AUX	être
temps	NOUN	temps
me	PRON	me
les	DET	le
j'	PRON	je
endroit	NOUN	endroit
dans	ADP	dans
taillée	VERB	tailler
changer	VERB	changer
l'	DET	le
,	PUNCT	,
Avant	ADP	avant
Qui	PRON	qui
.	PUNCT	.
m'	PRON	me
bien	ADV	bien
.	PUNCT	.
au	ADV	au
tout	ADV	tout
Luc	PROPN	Luc
,	PUNCT	,
,	PUNCT	,
en	ADP	en
souris	VERB	sourire
depuis	ADP	depuis
gigantesque	ADJ	gigantesque
que	SCONJ	que
.	PUNCT	.
comme	ADP	comme
choisis	VERB	choisir
carreaux	NOUN	carreau
de	ADP	de
Il	PRON	il
le	DET	le
l'	DET	le
du	ADP	de
—	PUNCT	—
hésité	VERB	hésiter
souviens	VERB	souvenir
impression	NOUN	impression
bleu	NOUN	bleu
en	ADP	en
sur	ADP	sur
Ce	PRON	ce
et	CCONJ	et
que	SCONJ	que
monde	NOUN	monde
blanche	ADJ	blanc
mais	CCONJ	mais
c'	PRON	ce
pas	ADV	pas
de	ADP	de
ai	AUX	avoir
ainsi	ADV	ainsi
—	PUNCT	—
pour	ADP	pour
me	PRON	me
maintenant	ADV	maintenant
plus	ADV	plus
Il	PRON	il
le	PRON	le
que	SCONJ	que
tons	NOUN	ton
.	PUNCT	.
la	DET	le
de	ADP	de
compagnie	NOUN	compagnie
rien	PRON	rien
sont	AUX	être
,	PUNCT	,
mer	NOUN	mer
temps	NOUN	temps
pas	ADV	pas
mais	CCONJ	mais
a	AUX	avoir
pièce	NOUN	pièce
où	PRON	où
avait	VERB	avoir
les	DET	le
maison	NOUN	maison
—	PUNCT	—
de	DET	de
en	ADP	en
Polipotern	PROPN	Polipotern
sûr	ADJ	sûr
Parfois	ADV	parfois
ne	ADV	ne
n'	ADV	n'
J'	PRON	je
douce	ADJ	doux
,	PUNCT	,
ai	VERB	avoir
les	DET	le
lointain	ADJ	lointain
,	PUNCT	,
—	PUNCT	—
je	PRON	je
qui	PRON	qui
avec	ADP	avec
cause	NOUN	cause
Je	PRON	je
y	PRON	y
aussi	ADV	aussi
avoir	AUX	avoir
,	PUNCT	,
porte	NOUN	porte
,	PUNCT	,
peut-être	ADV	peut-être
.	PUNCT	.
Se	DET	se
connaissais	VERB	connaître
est	AUX	être
,	PUNCT	,
avais	VERB	avoir
peur	NOUN	peur
.	PUNCT	.
,	PUNCT	,
trop	ADV	trop
taille	NOUN	taille
sans	ADP	sans
Et	CCONJ	et
Je	PRON	je
programme	NOUN	programme
griffent	VERB	griffer
que	SCONJ	que
un	PRON	un
J'	PRON	je
insinuent	VERB	insinuer
se	PRON	se
à	ADP	à
le	DET	le
Bien	ADV	bien
.	PUNCT	.
restent	VERB	rester
.	PUNCT	.
,	PUNCT	,
semblait	VERB	sembler
descendu	VERB	descendre
yeux	NOUN	oeil
tard	ADV	tard
est	AUX	être
langage	NOUN	langage
souvient	VERB	souvenir
Il	PRON	il
,	PUNCT	,
m'	PRON	me
ça	PRON	cela
rêves	NOUN	rêve
pour	ADP	pour
un	PRON	un
méfie	VERB	méfier
—	PUNCT	—
il	PRON	il
qui	PRON	qui
ce	PRON	ce
-moi	PRON	moi
me	PRON	me
.	PUNCT	.
.	PUNCT	.
Il	PRON	il
cette	DET	ce
ne	ADV	ne
comme	ADP	comme
.	PUNCT	.
venu	VERB	venir
,	PUNCT	,
La	DET	le
pas	ADV	pas
jusqu'	ADP	jusque
.	PUNCT	.
peut-être	ADV	peut-être
n'	ADV	n'
,	PUNCT	,
Polipotern	PROPN	Polipotern
pas	ADV	pas
d'	ADP	de
la	DET	le
.	PUNCT	.
me	PRON	me
blanches	ADJ	blanc
Polipotern	PROPN	Polipotern
,	PUNCT	,
C'	PRON	ce
fait	VERB	faire
,	PUNCT	,
eau	NOUN	eau
ou	CCONJ	ou
éclatent	VERB	éclater
moi	PRON	moi
je	PRON	je
j'	PRON	je
souvenir	NOUN	souvenir
est	AUX	être
.	PUNCT	.
avait	AUX	avoir
ciel	NOUN	ciel
,	PUNCT	,
la	DET	le
pas	ADV	pas
hagard	ADJ	hagard
ne	ADV	ne
Il	PRON	il
.	PUNCT	.
une	DET	un
et	CCONJ	et
les	DET	le
me	PRON	me
.	PUNCT	.
.	PUNCT	.
pas	ADV	pas
au	ADP	au
,	PUNCT	,
me	PRON	me
pas	ADV	pas
pas	ADV	pas
langage	NOUN	langage
traversé	VERB	traverser
C'	PRON	ce
tenir	VERB	tenir
était	VERB	être
depuis	ADP	depuis
le	DET	le
,	PUNCT	,
début	NOUN	début
parler	VERB	parler
A	ADP	à
j'	PRON	je
pressais	VERB	presser
chose	NOUN	chose
...	PUNCT	...
peur	NOUN	peur
par	ADP	par
on	PRON	on
me	PRON	me
était	AUX	être
fois	NOUN	fois
vagues	NOUN	vague
.	PUNCT	.
seul	ADJ	seul
a	AUX	avoir
chaleur	NOUN	chaleur
à	ADP	à
Avec	ADP	avec
la	DET	le
où	PRON	où
quelqu'	PRON	quelqu'
vu	VERB	voir
il	PRON	il
et	CCONJ	et
aimerais	VERB	aimer
dit	VERB	dire
,	PUNCT	,
car	CCONJ	car
limite	NOUN	limite
avais	VERB	avoir
su	VERB	savoir
sait	VERB	savoir
inventa	VERB	inventer
Maintenant	ADV	maintenant
choses	NOUN	chose
choses	NOUN	chose
Polipotern	PROPN	Polipotern
grandir	VERB	grandir
plus	ADV	plus
était	AUX	être
sais	VERB	savoir
Un	DET	un
.	PUNCT	.
alanguissent	VERB	alanguir
de	ADP	de
était	AUX	être
erreur	NOUN	erreur
semble	VERB	semble
bien	ADV	bien
sa	DET	son
la	DET	le
je	PRON	je
à	ADP	à
je	PRON	je
méfier	VERB	méfier
mer	NOUN	mer
.	PUNCT	.
était	VERB	être
Il	PRON	il
a	AUX	avoir
et	CCONJ	et
connaître	VERB	connaître
il	PRON	il
chaud	ADJ	chaud
C'	PRON	ce
la	DET	le
je	PRON	je
.	PUNCT	.
mesure	NOUN	mesure
La	DET	le
,	PUNCT	,
et	CCONJ	et
horrible	NOUN	horrible
ont	AUX	avoir
Je	PRON	je
soleil	NOUN	soleil
par	ADP	par
autre	ADJ	autre
ne	ADV	ne
Bonhomme	NOUN	bonhomme
poussées	VERB	pousser
l'	DET	le
centre	NOUN	centre
.	PUNCT	.
en	PRON	en
la	DET	le
Et	CCONJ	et
,	PUNCT	,
ai	VERB	avoir
su	VERB	savoir
certaines	DET	certain
arrivé	VERB	arriver
que	ADV	que
qu'	SCONJ	que
?	PUNCT	?
lentement	ADV	lentement
chaud	ADJ	chaud
C'	PRON	ce
que	SCONJ	que
une	PRON	un
porte	NOUN	porte
est	AUX	être
.	PUNCT	.
douce	ADJ	doux
froid	ADJ	froid
connais	VERB	connaître
il	PRON	il
approché	VERB	approcher
mot	NOUN	mot
,	PUNCT	,
,	PUNCT	,
dans	ADP	dans
deviennent	VERB	devenir
je	PRON	je
s'	PRON	se
.	PUNCT	.
ouvrent	VERB	ouvrir
est	AUX	être
est	AUX	être
portes	NOUN	porte
est	AUX	être
déjà	ADV	déjà
les	DET	le
a	AUX	avoir
grands	ADJ	grand
Elle	PRON	lui
avec	ADP	avec
toujours	ADV	toujours
les	DET	le
savais	VERB	savoir
une	DET	un
.	PUNCT	.
en	ADP	en
à	ADP	à
ni	CCONJ	ni
naturelle	ADJ	naturel
y	PRON	y
,	PUNCT	,
Tu	PRON	tu
.	PUNCT	.
peut-être	ADV	peut-être
curiosité	NOUN	curiosité
pas	ADV	pas
portes	NOUN	porte
propulsé	VERB	propulser
éveil	NOUN	éveil
dit	VERB	dire
est	AUX	être
et	CCONJ	et
:	PUNCT	:
moi	PRON	moi
.	PUNCT	.
.	PUNCT	.
guider	VERB	guider
lune	NOUN	lune
de	ADP	de
molle	ADJ	mou
fois	NOUN	fois
,	PUNCT	,
chose	NOUN	chose
Son	DET	son
préférence	NOUN	préférence
,	PUNCT	,
monde	NOUN	monde
Je	PRON	je
agréable	ADJ	agréable
changé	VERB	changer
ne	ADV	ne
fois	NOUN	fois
sont	AUX	être
pas	ADV	pas
le	DET	le
.	PUNCT	.
.	PUNCT	.
alors	ADV	alors
.	PUNCT	.
je	PRON	je
J'	PRON	je
sujet	NOUN	sujet
maison	NOUN	maison
je	PRON	je
...	PUNCT	...
-	ADV	-
je	PUNCT	je
se	PRON	se
,	PUNCT	,
bien	ADV	bien
.	PUNCT	.
.	PUNCT	.
.	PUNCT	.
,	PUNCT	,
,	PUNCT	,
chose	NOUN	chose
changé	VERB	changer
,	PUNCT	,
la	DET	le
.	PUNCT	.
.	PUNCT	.
sur	ADP	sur
contre	ADP	contre
fais	VERB	faire
Je	PRON	je
.	PUNCT	.
à	ADP	à
—	PUNCT	—
avait	VERB	avoir
autres	ADJ	autre
.	PUNCT	.
:	PUNCT	:
Je	PRON	je
bout	NOUN	bout
est	AUX	être
sont	AUX	être
J'	PRON	je
ficelles	NOUN	ficelle
porte	NOUN	porte
succédaient	VERB	succéder
,	PUNCT	,
autre	PRON	autre
lui	PRON	lui
l'	DET	le
exactitude	NOUN	exactitude
blanche	ADJ	blanc
Quelque	DET	quelque
s'	PRON	se
arrivé	VERB	arriver
continuera	VERB	continuer
et	CCONJ	et
à	ADP	à
me	PRON	me
le	DET	le
se	PRON	se
moi	PRON	moi
une	DET	un
approximativement	ADV	approximativement
mais	CCONJ	mais
,	PUNCT	,
une	DET	un
en	ADP	en
,	PUNCT	,
souriant	VERB	sourire
,	PUNCT	,
cette	DET	ce
ai	AUX	avoir
ne	ADV	ne
tellement	ADV	tellement
.	PUNCT	.
vide	ADJ	vide
un	DET	un
chaud	ADJ	chaud
Il	PRON	il
établi	VERB	établir
je	PRON	je
la	DET	le
De	ADP	de
me	PRON	me
pointe	NOUN	pointe
définitif	ADJ	définitif
était	AUX	être
Me	PRON	me
Une	DET	un
:	PUNCT	:
Tous	ADJ	tout
et	CCONJ	et
je	PRON	je
allaient	VERB	aller
:	PUNCT	:
ces	DET	ce
le	DET	le
l'	DET	le
brassements	NOUN	brassement
repousse	VERB	repousse
faut	VERB	falloir
d'	ADP	de
et	CCONJ	et
lui	PRON	lui
bras	NOUN	bras
en	PRON	en
TEMPS	PROPN	TEMPS
ce	DET	ce
sommeil	NOUN	sommeil
,	PUNCT	,
rouges	ADJ	rouge
ou	CCONJ	ou
,	PUNCT	,
des	DET	un
Pantin	NOUN	pantin
nuances	NOUN	nuance
Ça	PRON	cela
à	ADP	à
main	NOUN	main
pour	ADP	pour
maison	NOUN	maison
envie	NOUN	envie
,	PUNCT	,
moi	PRON	moi
mon	DET	mon
:	PUNCT	:
j'	PRON	je
,	PUNCT	,
Luc	PROPN	Luc
souvent	ADV	souvent
dire	VERB	dire
mer	NOUN	mer
l'	PRON	l'
toujours	ADV	toujours
ma	DET	mon
je	PRON	je
Polipotern	PROPN	Polipotern
...	PUNCT	...
je	PRON	je
vu	VERB	voir
île	NOUN	île
porte	NOUN	porte
Polipotern	PROPN	Polipotern
Jamais	ADV	jamais
mis	VERB	mettre
Et	CCONJ	et
—	PUNCT	—
c'	PRON	ce
pas	ADV	pas
.	PUNCT	.
!	PUNCT	!
dégringolades	NOUN	dégringolade
Ne	ADV	ne
ma	DET	mon
plusieurs	DET	plusieurs
ai	AUX	avoir
est	AUX	être
part	NOUN	part
.	PUNCT	.
Je	PRON	je
dit	VERB	dire
quitta	VERB	quitter
des	ADP	de
il	PRON	il
cassait	VERB	casser
de	ADP	de
oblige	VERB	obliger
objets	NOUN	objet
vieux	ADJ	vieux
minimum	NOUN	minimum
,	PUNCT	,
de	ADP	de
lui	PRON	lui
Lux	PROPN	Lux
d'	ADP	de
dit	VERB	dire
une	DET	un
,	PUNCT	,
cette	DET	ce
coussins	NOUN	coussin
couloir	NOUN	couloir
,	PUNCT	,
Je	PRON	je
très	ADV	très
quelle	DET	quel
tout	DET	tout
pieds	NOUN	pied
bouchée	NOUN	bouchée
ai	AUX	avoir
.	PUNCT	.
chocs	NOUN	choc
pas	ADV	pas
j'	PRON	je
sous	ADP	sous
faux	ADJ	faux
des	DET	un
continue	VERB	continue
Il	PRON	il
,	PUNCT	,
?	PUNCT	?
regard	NOUN	regard
de	ADP	de
tuait	VERB	tuer
de	ADP	de
la	DET	le
au-delà	ADV	au-delà
espaces	NOUN	espace
simple	ADJ	simple
.	PUNCT	.
la	DET	le
ce	DET	ce
ne	ADV	ne
depuis	ADP	depuis
,	PUNCT	,
E	NOUN	e
un	DET	un
même	ADV	même
avait	VERB	avoir
bourdonnement	NOUN	bourdonnement
,	PUNCT	,
le	DET	le
»	PUNCT	»
moi	PRON	moi
importe	VERB	importe
aimais	VERB	aimer
plantes	NOUN	plante
entier	ADJ	entier
Il	PRON	il
Celui	PRON	celui
avait	AUX	avoir
à	ADP	à
ne	ADV	ne
Satisfait	ADJ	satisfait
comme	ADP	comme
poli	VERB	polir
dans	ADP	dans
je	PRON	je
crispés	VERB	crisper
—	PUNCT	—
fauteuil	NOUN	fauteuil
eu	VERB	avoir
irrité	VERB	irriter
que	SCONJ	que
.	PUNCT	.
les	DET	le
était	AUX	être
.	PUNCT	.
appareil	NOUN	appareil
part	ADP	part
facilement	ADV	facilement
air	NOUN	air
un	DET	un
quand	SCONJ	quand
et	CCONJ	et
pas	ADV	pas
.	PUNCT	.
prétexte	NOUN	prétexte
posés	VERB	poser
du	ADP	de
tout	ADJ	tout
Je	PRON	je
pas	ADV	pas
grand	ADJ	grand
service	NOUN	service
ayant	VERB	avoir
récepteur	NOUN	récepteur
de	ADP	de
j'	PRON	je
pense	VERB	pense
me	PRON	me
les	DET	le
Vibrante	ADJ	vibrant
pleine	ADJ	plein
J'	PRON	je
,	PUNCT	,
.	PUNCT	.
aime	VERB	aime
était	VERB	être
que	SCONJ	que
dans	ADP	dans
bien	ADV	bien
temps	NOUN	temps
.	PUNCT	.
à	ADP	à
«	PUNCT	«
,	PUNCT	,
la	DET	le
qu'	SCONJ	que
plantes	NOUN	plante
:	PUNCT	:
flottait	VERB	flotter
de	ADP	de
au	ADP	au
extrême	ADJ	extrême
puis	CCONJ	puis
il	PRON	il
là	ADV	là
dans	ADP	dans
seul	ADJ	seul
un	DET	un
était	VERB	être
fredonner	VERB	fredonner
,	PUNCT	,
de	ADP	de
dessus	ADV	dessus
émission	NOUN	émission
ses	DET	son
qui	PRON	qui
peut	VERB	pouvoir
scintillant	VERB	scintiller
dans	ADP	dans
sur	ADP	sur
limitait	VERB	limiter
bien	ADV	bien
de	ADP	de
orange	ADJ	orange
.	PUNCT	.
à	ADP	à
et	CCONJ	et
que	SCONJ	que
longtemps	ADV	longtemps
Et	CCONJ	et
.	PUNCT	.
acier	NOUN	acier
spasmodiques	ADJ	spasmodique
aux	ADP	à
Alain	PROPN	Alain
,	PUNCT	,
.	PUNCT	.
.	PUNCT	.
elle	PRON	lui
qui	PRON	qui
en	ADP	en
de	ADP	de
irrité	VERB	irriter
dehors	ADV	dehors
cela	PRON	cela
était	AUX	être
le	DET	le
le	DET	le
couloir	NOUN	couloir
endroits	NOUN	endroit
autres	ADJ	autre
et	CCONJ	et
d'	ADP	de
c'	PRON	ce
chaud	ADJ	chaud
l'	DET	le
.	PUNCT	.
les	DET	le
est	AUX	être
était	AUX	être
de	ADP	de
tête	NOUN	tête
de	ADP	de
,	PUNCT	,
qu'	SCONJ	que
je	PRON	je
,	PUNCT	,
penser	VERB	penser
de	ADP	de
,	PUNCT	,
je	PRON	je
l'	DET	le
toute	ADJ	tout
l'	DET	le
très	ADV	très
foutre	VERB	foutre
de	ADP	de
bien	ADV	bien
devant	ADP	devant
deux	NUM	deux
plus	ADV	plus
-	PRON	-
entière	ADJ	entier
des	ADP	de
agréable	ADJ	agréable
s'	PRON	se
avait	VERB	avoir
regard	NOUN	regard
vingt-quatre	NUM	vingt-quatre
.	PUNCT	.
dans	ADP	dans
couloir	NOUN	couloir
fait	AUX	faire
la	DET	le
porte	NOUN	porte
Je	PRON	je
être	AUX	être
Dehors	ADV	dehors
»	PUNCT	»
aux	ADP	à
pourcentage	NOUN	pourcentage
suivi	VERB	suivre
s'	PRON	se
porte	NOUN	porte
réglé	VERB	régler
SPECTATEUR	NOUN	spectateur
d'	ADP	de
Dieu	PROPN	Dieu
gardénal	NOUN	gardénal
jamais	ADV	jamais
nom	NOUN	nom
vitrée	ADJ	vitrer
bruit	NOUN	bruit
gentil	ADJ	gentil
moi	PRON	moi
la	DET	le
calme	ADJ	calme
très	ADV	très
théoriquement	ADV	théoriquement
bien	ADV	bien
la	DET	le
retrouvé	VERB	retrouver
qui	PRON	qui
,	PUNCT	,
à	ADP	à
L'	DET	le
téléphone	NOUN	téléphone
,	PUNCT	,
du	ADP	de
systématique	ADJ	systématique
marchais	VERB	marcher
à	ADP	à
meneurs	NOUN	meneur
sonnerie	NOUN	sonnerie
vieux	ADJ	vieux
plus	ADV	plus
et	CCONJ	et
.	PUNCT	.
bien	ADV	bien
,	PUNCT	,
hors	ADP	hors
—	PUNCT	—
redemande	VERB	redemande
qui	PRON	qui
Ses	DET	son
porte	NOUN	porte
vitrée	ADJ	vitrer
genre	NOUN	genre
la	DET	le
œil	NOUN	œil
est	AUX	être
occupait	VERB	occuper
pas	ADV	pas
et	CCONJ	et
étalait	VERB	étaler
Le	DET	le
vieux	ADJ	vieux
jus	NOUN	jus
à	ADP	à
soit	AUX	être
si	SCONJ	si
connaissait	VERB	connaître
sur	ADP	sur
de	ADP	de
...	PUNCT	...
m'	PRON	me
et	CCONJ	et
PUBLIC	NOUN	public
IL	PRON	il
(	PUNCT	(
heures	NOUN	heure
Il	PRON	il
dehors	ADV	dehors
chose	NOUN	chose
la	DET	le
beaucoup	ADV	beaucoup
.	PUNCT	.
violente	ADJ	violent
boulot	NOUN	boulot
poches	NOUN	poche
,	PUNCT	,
saluaient	VERB	saluer
,	PUNCT	,
.	PUNCT	.
les	DET	le
à	ADP	à
,	PUNCT	,
des	DET	un
pièce	NOUN	pièce
Alain	PROPN	Alain
depuis	ADP	depuis
Alain	PROPN	Alain
,	PUNCT	,
objets	NOUN	objet
...	PUNCT	...
.	PUNCT	.
s'	PRON	se
journée	NOUN	journée
grimpantes	ADJ	grimpant
.	PUNCT	.
grelotta	VERB	grelotter
,	PUNCT	,
J'	PRON	je
Lux	PROPN	Lux
tranches	NOUN	tranche
vertes	ADJ	vert
était	AUX	être
C'	PRON	ce
tout	ADV	tout
une	DET	un
une	DET	un
émission	NOUN	émission
allait	VERB	aller
ne	ADV	ne
un	DET	un
sandwich	NOUN	sandwich
passer	VERB	passer
qui	PRON	qui
que	PRON	que
entendu	VERB	entendre
limites	NOUN	limite
IDEAL	ADJ	ideal
sonnerie	NOUN	sonnerie
sinueux	ADJ	sinueux
couloir	NOUN	couloir
