bien	ADV	bien
.	PUNCT	.
,	PUNCT	,
il	PRON	il
la	DET	le
enlevé	VERB	enlever
retenu	VERB	retenir
retourne	VERB	retourne
,	PUNCT	,
et	CCONJ	et
du	ADP	de
deux	NUM	deux
matinale	ADJ	matinal
agitaient	VERB	agiter
sa	DET	son
dessus	ADP	dessus
son	DET	son
tandis	ADV	tandis
.	PUNCT	.
m'	PRON	me
,	PUNCT	,
abattre	VERB	abattre
déclara	VERB	déclarer
fond	NOUN	fond
mètres	NOUN	mètre
être	AUX	être
bains	NOUN	bain
plus	ADV	plus
situé	VERB	situer
annonça	VERB	annoncer
la	DET	le
un	DET	un
.	PUNCT	.
bon	ADJ	bon
entre	ADP	entre
pendant	ADP	pendant
coup	NOUN	coup
travaillait	VERB	travailler
un	DET	un
douche	NOUN	douche
-il	PRON	il
—	PUNCT	—
terre	NOUN	terre
de	ADP	de
matin	NOUN	matin
dressait	VERB	dresser
,	PUNCT	,
Sur	ADP	sur
rendant	VERB	rendre
deux	NUM	deux
ton	NOUN	ton
la	DET	le
des	DET	un
Que	PRON	que
à	ADP	à
des	DET	un
se	PRON	se
tasse	NOUN	tasse
fut	AUX	être
atteindre	VERB	atteindre
-t	PRON	-t
?	PUNCT	?
eu	VERB	avoir
dans	ADP	dans
voisin	NOUN	voisin
tranchée	NOUN	tranchée
sentit	VERB	sentir
déjeuner	NOUN	déjeuner
son	DET	son
ensuite	ADV	ensuite
veille	NOUN	veille
la	DET	le
lointaine	ADJ	lointain
passe	VERB	passer
ne	ADV	ne
lotissement	NOUN	lotissement
.	PUNCT	.
d'	ADP	de
revenir	VERB	revenir
en	ADP	en
en	ADP	en
la	DET	le
,	PUNCT	,
,	PUNCT	,
de	ADP	de
se	PRON	se
en	ADP	en
d'	DET	d'
Atwood	PROPN	Atwood
s'	PRON	se
brigade	NOUN	brigade
cette	DET	ce
articulé	ADJ	articulé
à	ADP	à
de	ADP	de
nouvelle	ADJ	nouveau
présence	NOUN	présence
La	DET	le
vienne	VERB	venir
-vous	PRON	vous
criminelle	ADJ	criminel
.	PUNCT	.
d'	ADP	de
nouveau	ADJ	nouveau
autre	ADJ	autre
Annulez	VERB	annuler
bruns	ADJ	brun
policier	NOUN	policier
tête	NOUN	tête
parlé	VERB	parler
bouclés	ADJ	bouclé
minutes	NOUN	minute
et	CCONJ	et
—	PUNCT	—
D'	ADP	de
permis	VERB	permettre
sortit	VERB	sortir
à	ADP	à
mètres	NOUN	mètre
tenait	VERB	tenir
lieutenant	NOUN	lieutenant
avant	ADP	avant
.	PUNCT	.
dans	ADP	dans
répondit	VERB	répondre
taper	VERB	taper
arrêtait	VERB	arrêter
pour	ADP	pour
On	PRON	on
résidentiels	ADJ	résidentiel
et	CCONJ	et
policiers	NOUN	policier
la	DET	le
d'	ADP	de
,	PUNCT	,
tenter	VERB	tenter
l'	DET	le
était	AUX	être
lui	PRON	lui
la	DET	le
installer	VERB	installer
bonjour	PROPN	bonjour
La	DET	le
,	PUNCT	,
de	ADP	de
de	ADP	de
monsieur	NOUN	Monsieur
de	ADP	de
oreiller	NOUN	oreiller
avez	AUX	avoir
bureau	NOUN	bureau
barrière	NOUN	barrière
il	PRON	il
Les	DET	le
crâne	NOUN	crâne
avant	ADP	avant
pose	NOUN	pose
sa	DET	son
.	PUNCT	.
l'	DET	le
,	PUNCT	,
qui	PRON	qui
grave	ADJ	grave
de	ADP	de
Je	PRON	je
œil	NOUN	œil
arriva	VERB	arriver
suis	AUX	être
avait	AUX	avoir
mon	DET	mon
personne	NOUN	personne
où	PRON	où
large	ADJ	large
—	PUNCT	—
,	PUNCT	,
il	PRON	il
la	DET	le
de	ADP	de
derrière	PRON	derrière
combiné	NOUN	combiné
se	PRON	se
un	DET	un
Réveillé	VERB	réveiller
y	PRON	y
semble	VERB	semble
se	PRON	se
le	DET	le
heures	NOUN	heure
Efficacité	NOUN	efficacité
grises	ADJ	gris
Les	DET	le
chassa	VERB	chasser
presque	ADV	presque
de	ADP	de
l'	DET	le
!	PUNCT	!
épais	ADJ	épais
à	ADP	à
.	PUNCT	.
le	PRON	le
la	DET	le
se	PRON	se
s'	SCONJ	s'
qu'	PRON	qu'
assis	VERB	asseoir
être	AUX	être
.	PUNCT	.
prunelles	NOUN	prunelle
obligeant	VERB	obliger
construit	VERB	construire
avait	AUX	avoir
consolait	VERB	consoler
son	DET	son
homme	NOUN	homme
peut-être	ADV	peut-être
jeter	VERB	jeter
bavarder	VERB	bavarder
appuya	VERB	appuyer
-t	PRON	-t
,	PUNCT	,
afin	ADV	afin
d'	ADP	de
de	ADP	de
se	PRON	se
clos	ADJ	clos
surpris	ADJ	surpris
du	ADP	de
.	PUNCT	.
.	PUNCT	.
étouffer	VERB	étouffer
pelleteuse	NOUN	pelleteuse
mit	VERB	mettre
,	PUNCT	,
en	ADP	en
,	PUNCT	,
tout	ADV	tout
Un	DET	un
Robert	PROPN	Robert
elle	PRON	lui
retourna	VERB	retourner
,	PUNCT	,
pas	ADV	pas
-t	PRON	-t
y	PRON	y
guidait	VERB	guider
assourdissant	ADJ	assourdissant
.	PUNCT	.
,	PUNCT	,
le	PRON	le
la	DET	le
découvert	VERB	découvrir
un	DET	un
puis	CCONJ	puis
réveiller	VERB	réveiller
situé	VERB	situer
service	NOUN	service
—	PUNCT	—
première	ADJ	premier
?	PUNCT	?
je	PRON	je
le	DET	le
petit	ADJ	petit
en	ADP	en
Patty	PROPN	Patty
peut	VERB	pouvoir
en	ADP	en
—	PUNCT	—
le	DET	le
son	DET	son
-	VERB	-
séparant	VERB	séparer
vacarme	NOUN	vacarme
voiture	NOUN	voiture
vue	NOUN	vue
d'	ADP	de
de	ADP	de
on	PRON	on
à	ADP	à
équipe	NOUN	équipe
d'	ADP	de
dans	ADP	dans
fixait	VERB	fixer
:	PUNCT	:
un	DET	un
par	ADV	par
rue	NOUN	rue
perte	NOUN	perte
énorme	ADJ	énorme
il	PRON	il
grouillait	VERB	grouiller
il	PRON	il
Bob	PROPN	Bob
dans	ADP	dans
celui	PRON	celui
heures	NOUN	heure
la	DET	le
interlocuteur	NOUN	interlocuteur
étaient	AUX	être
groupe	NOUN	groupe
est	AUX	être
7	NUM	7
macadam	NOUN	macadam
raccrocha	VERB	raccrocher
Atwood	PROPN	Atwood
au	ADP	au
Klein	PROPN	Klein
vers	ADP	vers
.	PUNCT	.
lui	PRON	lui
un	DET	un
avoir	AUX	avoir
!	PUNCT	!
rendit	VERB	rendre
les	DET	le
cinq	NUM	cinq
heure	NOUN	heure
suivit	VERB	suivre
calvitie	NOUN	calvitie
.	PUNCT	.
de	ADP	de
et	CCONJ	et
,	PUNCT	,
matin	NOUN	matin
,	PUNCT	,
:	PUNCT	:
se	PRON	se
jardin	NOUN	jardin
Le	DET	le
.	PUNCT	.
,	PUNCT	,
de	ADP	de
découvert	VERB	découvrir
,	PUNCT	,
Robert	PROPN	Robert
un	DET	un
de	ADP	de
une	DET	un
figure	NOUN	figure
matériel	NOUN	matériel
ouvriers	NOUN	ouvrier
l'	DET	le
poste	NOUN	poste
l'	DET	le
,	PUNCT	,
Atwood	PROPN	Atwood
3	PRON	3
arrière	NOUN	arrière
son	DET	son
et	CCONJ	et
Quelqu'	PRON	quelqu'
Atwood	PROPN	Atwood
d'	ADP	de
elle	PRON	lui
.	PUNCT	.
y	PRON	y
grand	ADJ	grand
observa	VERB	observer
ce	DET	ce
ne	ADV	ne
!	PUNCT	!
homme	NOUN	homme
—	PUNCT	—
fracas	NOUN	fracas
concentra	VERB	concentrer
mais	CCONJ	mais
des	ADP	de
matin	NOUN	matin
,	PUNCT	,
?	PUNCT	?
pour	ADP	pour
.	PUNCT	.
bâtiment	NOUN	bâtiment
un	DET	un
qu'	PRON	qu'
pour	ADP	pour
sa	DET	son
le	PRON	le
barrière	NOUN	barrière
nécessaires	ADJ	nécessaire
du	ADP	de
,	PUNCT	,
devant	ADP	devant
il	PRON	il
Il	PRON	il
,	PUNCT	,
Ça	PRON	cela
de	ADP	de
avait	AUX	avoir
augurait	VERB	augurer
a	AUX	avoir
du	ADP	de
début	NOUN	début
un	DET	un
.	PUNCT	.
plus	ADV	plus
savoir	VERB	savoir
.	PUNCT	.
?	PUNCT	?
se	PRON	se
j'	PRON	je
C'	PRON	ce
telle	ADJ	tel
à	ADP	à
le	DET	le
le	DET	le
Vivian	PROPN	Vivian
.	PUNCT	.
on	PRON	on
vers	ADP	vers
Robert	PROPN	Robert
sa	DET	son
.	PUNCT	.
eut	VERB	avoir
d'	ADP	de
par	ADP	par
vers	ADP	vers
sortait	VERB	sortir
,	PUNCT	,
?	PUNCT	?
sur	ADP	sur
écarquil	VERB	écarquil
voisine	NOUN	voisin
La	DET	le
dans	ADP	dans
interphone	NOUN	interphone
casque	NOUN	casque
Deux	NUM	Deux
ces	DET	ce
caoutchouc	NOUN	caoutchouc
une	DET	un
depuis	ADP	depuis
—	PUNCT	—
rendez-vous	NOUN	rendez-vous
creusée	VERB	creuser
et	CCONJ	et
détacha	VERB	détacher
avec	ADP	avec
en	PRON	en
de	ADP	de
enfouie	VERB	enfouir
travaux	NOUN	travail
sur	ADP	sur
du	ADP	de
autour	ADV	autour
Vivian	PROPN	Vivian
du	ADP	de
maison	NOUN	maison
arrivée	VERB	arriver
espère	VERB	espérer
,	PUNCT	,
garer	VERB	garer
et	CCONJ	et
hommes	NOUN	homme
plusieurs	DET	plusieurs
me	PRON	me
j'	PRON	je
en	ADP	en
!	PUNCT	!
avec	ADP	avec
mon	DET	mon
annoncer	VERB	annoncer
suis	AUX	être
commença	VERB	commencer
—	PUNCT	—
j'	PRON	je
un	DET	un
du	ADP	de
a	AUX	avoir
sommeil	NOUN	sommeil
courut	VERB	courir
avaient	VERB	avoir
sans	ADP	sans
un	PRON	un
tout	ADV	tout
avec	ADP	avec
son	DET	son
un	DET	un
dans	ADP	dans
sa	DET	son
le	PRON	le
petite	ADJ	petit
et	CCONJ	et
-il	PRON	il
fait	NOUN	fait
compétence	NOUN	compétence
se	PRON	se
serai	VERB	être
gens	NOUN	gens
cependant	ADV	cependant
soupir	NOUN	soupir
lui	PRON	lui
désagréable	ADJ	désagréable
de	ADP	de
au	ADP	au
à	ADP	à
devant	ADP	devant
m'	PRON	me
rien	PRON	rien
.	PUNCT	.
tous	ADJ	tout
de	ADP	de
ce	PRON	ce
,	PUNCT	,
de	ADP	de
guindé	ADJ	guindé
mais	CCONJ	mais
Atwood	PROPN	Atwood
.	PUNCT	.
quartiers	NOUN	quartier
sous	ADP	sous
avait	AUX	avoir
police	NOUN	police
n'	ADV	n'
parlant	VERB	parler
.	PUNCT	.
trouvait	VERB	trouver
identiques	ADJ	identique
son	DET	son
mince	ADJ	mince
rendre	VERB	rendre
sourire	NOUN	sourire
son	DET	son
lui	PRON	lui
je	PRON	je
de	ADP	de
,	PUNCT	,
endroit	NOUN	endroit
résigné	VERB	résigner
aie	VERB	avoir
qui	PRON	qui
éditeur	NOUN	éditeur
—	PUNCT	—
de	ADP	de
d'	ADP	de
criminelle	ADJ	criminel
Je	PRON	je
.	PUNCT	.
elle	PRON	lui
acheva	VERB	achever
peux	VERB	pouvoir
de	ADP	de
mettant	VERB	mettre
ne	ADV	ne
dans	ADP	dans
—	PUNCT	—
.	PUNCT	.
déclara	VERB	déclarer
en	ADP	en
équipé	VERB	équiper
que	SCONJ	que
à	ADP	à
se	PRON	se
les	DET	le
vous	PRON	vous
—	PUNCT	—
suite	NOUN	suite
qu'	PRON	qu'
Un	DET	un
l'	DET	le
ici	ADV	ici
à	ADP	à
de	ADP	de
du	ADP	de
Je	PRON	je
de	ADP	de
un	PRON	un
passe	VERB	passer
sourcils	NOUN	sourcil
-t	PRON	-t
—	PUNCT	—
C'	PRON	ce
la	DET	le
action	NOUN	action
jardin	NOUN	jardin
,	PUNCT	,
du	ADP	de
accéder	VERB	accéder
creusait	VERB	creuser
avant	ADP	avant
étonnerait	VERB	étonner
Sur	ADP	sur
traversa	VERB	traverser
de	ADP	de
est	AUX	être
d'	ADP	de
rien	PRON	rien
se	PRON	se
lit	NOUN	lit
terre	NOUN	terre
ton	NOUN	ton
,	PUNCT	,
enterré	VERB	enterrer
,	PUNCT	,
succès	NOUN	succès
sursaut	NOUN	sursaut
profondeur	NOUN	profondeur
.	PUNCT	.
depuis	ADP	depuis
L'	DET	le
—	PUNCT	—
Je	PRON	je
Sans	ADP	sans
extrémité	NOUN	extrémité
labourer	VERB	labourer
Oui	ADV	oui
.	PUNCT	.
conduite	NOUN	conduite
monde	NOUN	monde
avec	ADP	avec
-	ADV	-
-il	PRON	il
un	DET	un
l'	DET	le
je	PRON	je
moi	PRON	moi
:	PUNCT	:
ailleurs	ADV	ailleurs
n'	ADV	n'
répéta	VERB	répéter
ressort	NOUN	ressort
-t	PRON	-t
et	CCONJ	et
environ	ADV	environ
à	ADP	à
en	ADP	en
,	PUNCT	,
téléphonerai	VERB	téléphoner
plaqua	VERB	plaquer
qui	PRON	qui
pas	ADV	pas
.	PUNCT	.
sourire	NOUN	sourire
et	CCONJ	et
Des	DET	un
bruits	NOUN	bruit
chez	ADP	chez
lui	PRON	lui
d'	ADP	de
,	PUNCT	,
se	PRON	se
de	ADP	de
couloir	NOUN	couloir
un	PRON	un
Ah	INTJ	Ah
!	PUNCT	!
Monsieur	NOUN	Monsieur
,	PUNCT	,
en	ADP	en
un	DET	un
leur	DET	leur
comptant	VERB	compter
h	NOUN	heure
jusqu'	ADP	jusque
police	NOUN	police
rôle	NOUN	rôle
à	ADP	à
à	ADP	à
,	PUNCT	,
sa	DET	son
Robert	PROPN	Robert
.	PUNCT	.
-vous	PRON	vous
fait	NOUN	fait
crâne	NOUN	crâne
bons	ADJ	bon
fait	NOUN	fait
leur	DET	leur
et	CCONJ	et
bras	NOUN	bras
conduite	NOUN	conduite
Etait	AUX	etait
jour	NOUN	jour
viendrait	VERB	venir
si	ADV	si
pour	ADP	pour
,	PUNCT	,
associé	VERB	associer
.	PUNCT	.
chasser	VERB	chasser
agit	VERB	agir
de	ADP	de
port	NOUN	port
Bartowski	PROPN	Bartowski
à	ADP	à
je	PRON	je
du	ADP	de
Blaine	PROPN	Blaine
place	NOUN	place
,	PUNCT	,
furtifs	ADJ	furtif
.	PUNCT	.
et	CCONJ	et
avait	AUX	avoir
s'	PRON	se
qu'	SCONJ	que
avait	AUX	avoir
des	ADP	de
en	ADP	en
:	PUNCT	:
possible	ADJ	possible
lui	PRON	lui
un	DET	un
l'	DET	le
depuis	ADP	depuis
infligée	VERB	infliger
.	PUNCT	.
ignore	VERB	ignore
retard	NOUN	retard
,	PUNCT	,
aux	ADP	à
collée	VERB	coller
ce	DET	ce
donc	ADV	donc
soutien	NOUN	soutien
confiance	NOUN	confiance
Et	CCONJ	et
sa	DET	son
,	PUNCT	,
vert	ADJ	vert
,	PUNCT	,
Un	DET	un
ans	NOUN	an
avait	AUX	avoir
se	PRON	se
Robert	PROPN	Robert
déjà	ADV	déjà
s'	PRON	se
à	ADP	à
dessus	ADV	dessus
d'	ADP	de
J'	PRON	je
fut	AUX	être
humiliation	NOUN	humiliation
de	ADP	de
ses	DET	son
étroitement	ADV	étroitement
de	ADP	de
mémoire	NOUN	mémoire
fois	NOUN	fois
aurait	AUX	avoir
pas	ADV	pas
la	DET	le
—	PUNCT	—
yeux	NOUN	oeil
prie	VERB	prier
en	ADP	en
longtemps	ADV	longtemps
au	ADP	au
que	PRON	que
son	DET	son
arrivée	NOUN	arrivée
un	DET	un
prononçant	VERB	prononcer
que	PRON	que
était	AUX	être
n'	ADV	n'
ont	AUX	avoir
fait	VERB	faire
d'	ADP	de
enterrée	VERB	enterrer
un	DET	un
été	AUX	être
qui	PRON	qui
son	DET	son
quitter	VERB	quitter
pour	ADP	pour
Obtenant	VERB	obtenir
n'	ADV	n'
lui	PRON	lui
parler	VERB	parler
à	ADP	à
ensuite	ADV	ensuite
souffrance	NOUN	souffrance
sais	VERB	savoir
huit	NUM	huit
relatant	VERB	relater
d'	ADP	de
vous	PRON	vous
avez	VERB	avoir
la	DET	le
voix	NOUN	voix
bonne	ADJ	bon
venus	VERB	venir
était	AUX	être
ce	DET	ce
:	PUNCT	:
l'	PRON	l'
,	PUNCT	,
précisément	ADV	précisément
compréhensif	ADJ	compréhensif
-il	PRON	il
arrivée	VERB	arriver
vie	NOUN	vie
était	AUX	être
jardin	NOUN	jardin
du	ADP	de
considéré	VERB	considérer
Atwood	PROPN	Atwood
les	DET	le
l'	DET	le
défection	NOUN	défection
l'	DET	le
Robert	PROPN	Robert
à	ADP	à
que	PRON	que
d'	ADP	de
avait	AUX	avoir
en	ADP	en
Alors	ADV	alors
assez	ADV	assez
et	CCONJ	et
plus	ADV	plus
sans	ADP	sans
découverte	NOUN	découverte
de	ADP	de
,	PUNCT	,
fallu	VERB	falloir
Connaissant	VERB	connaître
elle	PRON	lui
s'	PRON	se
parlaient	VERB	parler
souriante	ADJ	souriant
ne	ADV	ne
mois	NOUN	mois
Katharine	PROPN	Katharine
,	PUNCT	,
eux	PRON	lui
empêcher	VERB	empêcher
fixa	VERB	fixer
fiancé	NOUN	fiancé
—	PUNCT	—
Il	PRON	il
Robert	PROPN	Robert
.	PUNCT	.
.	PUNCT	.
était	AUX	être
une	DET	un
dans	ADP	dans
lui	PRON	lui
jardin	NOUN	jardin
était	AUX	être
de	ADP	de
responsable	ADJ	responsable
Mais	CCONJ	mais
pensées	NOUN	pensée
directeur	NOUN	directeur
de	ADP	de
,	PUNCT	,
temps	NOUN	temps
qu'	SCONJ	que
très	ADV	très
dépassait	VERB	dépasser
sous	ADP	sous
trouvait	VERB	trouver
de	ADP	de
juste	ADV	juste
projets	NOUN	projet
,	PUNCT	,
et	CCONJ	et
à	ADP	à
avait	AUX	avoir
attendaient	VERB	attendre
le	DET	le
soit	AUX	être
par	ADP	par
chronique	ADJ	chronique
ses	DET	son
celui-ci	PRON	celui-ci
qu'	PRON	qu'
un	DET	un
creusait	VERB	creuser
il	PRON	il
ce	DET	ce
la	DET	le
la	DET	le
Jason	PROPN	Jason
avait	AUX	avoir
un	DET	un
épaules	NOUN	épaule
le	DET	le
lien	NOUN	lien
d'	ADP	de
qui	PRON	qui
sac	NOUN	sac
ses	DET	son
elle	PRON	lui
qui	PRON	qui
eux	PRON	lui
,	PUNCT	,
Bartowski	PROPN	Bartowski
de	ADP	de
tempête	NOUN	tempête
tranchant	NOUN	tranchant
Atwood	PROPN	Atwood
en	PRON	en
événements	NOUN	événement
Un	DET	un
.	PUNCT	.
le	DET	le
écoulés	VERB	écouler
Après	ADP	après
tendit	VERB	tendre
.	PUNCT	.
de	ADP	de
personne	NOUN	personne
C'	PRON	ce
éditeur	NOUN	éditeur
invités	NOUN	invité
devant	ADP	devant
de	ADP	de
?	PUNCT	?
elle	PRON	lui
parce	SCONJ	parce
ami	NOUN	ami
pas	ADV	pas
de	ADP	de
elle	PRON	lui
Ce	PRON	ce
identifie	VERB	identifier
dernières	ADJ	dernier
honneur	NOUN	honneur
de	ADP	de
l'	DET	le
,	PUNCT	,
policier	NOUN	policier
en	PRON	en
parle	VERB	parle
travailler	VERB	travailler
le	DET	le
moindre	ADJ	moindre
remis	VERB	remettre
était	AUX	être
de	ADP	de
le	DET	le
micro	NOUN	micro
la	DET	le
un	DET	un
—	PUNCT	—
Le	PRON	le
chaleureux	ADJ	chaleureux
de	ADP	de
jeté	VERB	jeter
entre	ADP	entre
,	PUNCT	,
ils	PRON	il
esprit	NOUN	esprit
train	NOUN	train
bête	ADJ	bête
j'	PRON	je
épisode	NOUN	épisode
C'	PRON	ce
la	DET	le
mais	CCONJ	mais
temps	NOUN	temps
bien	ADV	bien
croire	VERB	croire
réaction	NOUN	réaction
,	PUNCT	,
avait	AUX	avoir
hasard	NOUN	hasard
.	PUNCT	.
observa	VERB	observer
,	PUNCT	,
en	ADP	en
le	DET	le
à	ADP	à
.	PUNCT	.
,	PUNCT	,
—	PUNCT	—
quelque	DET	quelque
cette	DET	ce
je	PRON	je
vu	VERB	voir
minute	NOUN	minute
dans	ADP	dans
subitement	ADV	subitement
fond	NOUN	fond
contenir	VERB	contenir
mal	NOUN	mal
a	AUX	avoir
?	PUNCT	?
un	DET	un
.	PUNCT	.
suivants	ADJ	suivant
son	DET	son
excuser	VERB	excuser
ans	NOUN	an
,	PUNCT	,
Katharine	PROPN	Katharine
femme	NOUN	femme
drame	NOUN	drame
amas	NOUN	amas
,	PUNCT	,
...	PUNCT	...
ignoble	ADJ	ignoble
—	PUNCT	—
mais	CCONJ	mais
