absolue	ADJ	absolu
animée	VERB	animer
masquer	VERB	masquer
plus	ADV	plus
et	CCONJ	et
les	DET	le
de	ADP	de
dont	PRON	dont
connu	VERB	connaître
.	PUNCT	.
une	DET	un
unique	ADJ	unique
,	PUNCT	,
ou	CCONJ	ou
une	DET	un
imposèrent	VERB	imposer
est	AUX	être
que	SCONJ	que
du	ADP	de
dalles	NOUN	dalle
à	ADP	à
double	ADJ	double
ciré	NOUN	ciré
une	DET	un
,	PUNCT	,
que	PRON	que
,	PUNCT	,
serait	AUX	être
reflets	NOUN	reflet
issue	NOUN	issue
traces	NOUN	trace
elle	PRON	lui
yeux	NOUN	oeil
à	ADP	à
tellement	ADV	tellement
musée	NOUN	musée
aide	NOUN	aide
cette	DET	ce
.	PUNCT	.
de	ADP	de
aspect	NOUN	aspect
mais	CCONJ	mais
.	PUNCT	.
les	DET	le
gestes	NOUN	geste
une	DET	un
un	DET	un
pris	VERB	prendre
que	PRON	que
et	CCONJ	et
la	DET	le
opposés	ADJ	opposer
en	ADP	en
.	PUNCT	.
où	PRON	où
l'	DET	le
tard	ADV	tard
de	ADP	de
métro	NOUN	métro
vitres	NOUN	vitre
dévoilée	VERB	dévoiler
,	PUNCT	,
pourtant	ADV	pourtant
tout	ADV	tout
musée	NOUN	musée
rames	NOUN	rame
devant	ADP	devant
maintenant	ADV	maintenant
faut	VERB	falloir
s'	PRON	se
,	PUNCT	,
l'	DET	le
assise	VERB	asseoir
son	DET	son
image	NOUN	image
seule	ADJ	seul
fusion	NOUN	fusion
de	ADP	de
début	NOUN	début
musée	NOUN	musée
seul	ADJ	seul
fumée	NOUN	fumée
récents	ADJ	récent
de	ADP	de
figurées	VERB	figurer
et	CCONJ	et
écartées	VERB	écarter
aussitôt	ADV	aussitôt
noir	ADJ	noir
,	PUNCT	,
moissonneuses	NOUN	moissonneuse
,	PUNCT	,
idée	NOUN	idée
les	DET	le
de	ADP	de
vide	NOUN	vide
fois	NOUN	fois
recouvrir	VERB	recouvrir
le	DET	le
,	PUNCT	,
forme	NOUN	forme
elle	PRON	lui
fin	NOUN	fin
,	PUNCT	,
l'	DET	le
en	ADP	en
plein	ADJ	plein
naturelle	ADJ	naturel
,	PUNCT	,
un	DET	un
,	PUNCT	,
silences	NOUN	silence
figure	NOUN	figure
égards	NOUN	égard
puisque	SCONJ	puisque
sable	NOUN	sable
main	NOUN	main
cire	VERB	cire
anciens	ADJ	ancien
lieu	NOUN	lieu
assise	VERB	asseoir
grande	ADJ	grand
transition	NOUN	transition
j'	PRON	je
aérien	ADJ	aérien
,	PUNCT	,
vous	PRON	vous
ferme	ADJ	ferme
soit	AUX	être
livrées	VERB	livrer
d'	ADP	de
excellence	NOUN	excellence
par	ADP	par
,	PUNCT	,
veut	VERB	vouloir
proposer	VERB	proposer
des	ADP	de
immobilité	NOUN	immobilité
du	ADP	de
coulant	VERB	couler
.	PUNCT	.
sur	ADP	sur
voir	VERB	voir
qu'	SCONJ	que
les	DET	le
—	PUNCT	—
nous	PRON	nous
l'	DET	le
De	ADP	de
parfaits	ADJ	parfait
De	ADP	de
percevons	VERB	percevoir
ce	DET	ce
,	PUNCT	,
du	ADP	de
L'	DET	le
constitué	VERB	constituer
lumière	NOUN	lumière
d'	ADP	de
autre	ADJ	autre
méduse	NOUN	méduse
entre	ADP	entre
mortes	ADJ	mort
ont	AUX	avoir
tout	ADV	tout
figure	NOUN	figure
du	ADP	de
de	ADP	de
si	ADV	si
cette	DET	ce
et	CCONJ	et
conservée	VERB	conserver
l'	DET	le
s'	PRON	se
est	AUX	être
sur	ADP	sur
Maintenant	ADV	maintenant
réseau	NOUN	réseau
signes	NOUN	signe
formes	NOUN	forme
qui	PRON	qui
à	ADP	à
dessin	NOUN	dessin
genèse	NOUN	genèse
du	ADP	de
,	PUNCT	,
à	ADP	à
d'	ADP	de
musée	NOUN	musée
double	ADJ	double
assignera	VERB	assigner
resterait	VERB	rester
où	PRON	où
mémoires	NOUN	mémoire
une	DET	un
à	ADP	à
,	PUNCT	,
neutre	ADJ	neutre
qu'	PRON	qu'
survivante	ADJ	survivant
non	ADV	non
atteinte	VERB	atteindre
partir	VERB	partir
les	DET	le
espace	NOUN	espace
que	SCONJ	que
,	PUNCT	,
tu	PRON	tu
,	PUNCT	,
par	ADP	par
enfer	NOUN	enfer
sans	ADP	sans
l'	DET	le
la	DET	le
autre	NOUN	autre
d'	ADP	de
présente	VERB	présente
sable	NOUN	sable
autre	ADJ	autre
de	ADP	de
,	PUNCT	,
mais	CCONJ	mais
cires	NOUN	cire
Il	PRON	il
à	ADP	à
les	DET	le
cette	DET	ce
primitifs	ADJ	primitif
qu'	ADV	qu'
immobilités	NOUN	immobilité
,	PUNCT	,
voyageurs	NOUN	voyageur
,	PUNCT	,
quai	NOUN	quai
,	PUNCT	,
et	CCONJ	et
fallu	VERB	falloir
transparent	ADJ	transparent
après	NOUN	aprè
lui	PRON	lui
traces	NOUN	trace
une	DET	un
le	DET	le
tracer	VERB	tracer
,	PUNCT	,
sera	AUX	être
à	ADP	à
traceur	NOUN	traceur
a	AUX	avoir
Et	CCONJ	et
ne	ADV	ne
le	DET	le
,	PUNCT	,
,	PUNCT	,
seul	ADJ	seul
fond	NOUN	fond
résistants	ADJ	résistant
premier	ADJ	premier
homogène	ADJ	homogène
entrée	NOUN	entrée
engendrer	VERB	engendrer
il	PRON	il
produire	VERB	produire
flammes	NOUN	flamme
et	CCONJ	et
les	DET	le
elle	PRON	lui
un	DET	un
deux	NUM	deux
se	PRON	se
soudure	NOUN	soudure
contraire	ADJ	contraire
vous	PRON	vous
âmes	NOUN	âme
de	ADP	de
où	PRON	où
que	SCONJ	que
à	ADP	à
dirige	VERB	diriger
explorer	VERB	explorer
moi	PRON	moi
surface	NOUN	surface
assise	VERB	asseoir
à	ADP	à
,	PUNCT	,
fréquenté	VERB	fréquenter
exploration	NOUN	exploration
dans	ADP	dans
environ	ADV	environ
elle	PRON	lui
a	AUX	avoir
l'	DET	le
à	ADP	à
tant	ADV	tant
ses	DET	son
le	DET	le
fut	AUX	être
,	PUNCT	,
souvenir	NOUN	souvenir
votre	DET	votre
passer	VERB	passer
chaleur	NOUN	chaleur
tombeau	NOUN	tombeau
l'	DET	le
moins	ADV	moins
le	DET	le
,	PUNCT	,
elle	PRON	lui
.	PUNCT	.
jambes	NOUN	jambe
la	DET	le
a	AUX	avoir
qu'	PRON	qu'
,	PUNCT	,
trouvée	VERB	trouver
et	CCONJ	et
des	DET	un
l'	PRON	l'
en	ADP	en
Elle	PRON	lui
,	PUNCT	,
par	ADP	par
,	PUNCT	,
sont	AUX	être
nous	PRON	nous
de	ADP	de
à	ADP	à
qu'	SCONJ	que
sa	DET	son
puisse	VERB	pouvoir
l'	DET	le
commencement	NOUN	commencement
une	DET	un
conçoit	VERB	concevoir
sur	ADP	sur
efface	VERB	effacer
ligne	NOUN	ligne
début	NOUN	début
soudure	NOUN	soudure
de	ADP	de
,	PUNCT	,
,	PUNCT	,
,	PUNCT	,
grévin	PROPN	grévin
D'	ADP	de
grains	NOUN	grain
cacher	VERB	cacher
soit	AUX	être
du	ADP	de
hasard	NOUN	hasard
verrière	NOUN	verrière
du	ADP	de
.	PUNCT	.
soleil	NOUN	soleil
associés	VERB	associer
de	ADP	de
guider	VERB	guider
commencement	NOUN	commencement
votre	DET	votre
méduse	NOUN	méduse
,	PUNCT	,
haillons	NOUN	haillon
immobilité	NOUN	immobilité
de	ADP	de
l'	DET	le
présent	NOUN	présent
le	DET	le
fondre	VERB	fondre
entre	ADP	entre
gel	NOUN	gel
.	PUNCT	.
soient	AUX	être
lieu	NOUN	lieu
que	SCONJ	que
Nous	PRON	nous
du	ADP	de
jusqu'	ADP	jusque
surmourante	ADJ	surmourant
flammes	NOUN	flamme
figure	NOUN	figure
ainsi	ADV	ainsi
le	DET	le
la	DET	le
il	PRON	il
,	PUNCT	,
plus	ADV	plus
qu'	SCONJ	que
nous	PRON	nous
tel	ADJ	tel
déjà	ADV	déjà
commencement	NOUN	commencement
de	ADP	de
fixe	ADJ	fixe
pas	ADV	pas
deux	NUM	deux
.	PUNCT	.
tous	PRON	tout
le	DET	le
sans	ADP	sans
silence	NOUN	silence
sauver	VERB	sauver
à	ADP	à
outre	ADP	outre
,	PUNCT	,
rêve	NOUN	rêve
d'	ADP	de
la	DET	le
les	DET	le
il	PRON	il
part	NOUN	part
sacré	ADJ	sacrer
complices	ADJ	complice
traces	NOUN	trace
aérien	ADJ	aérien
,	PUNCT	,
l'	DET	le
nos	DET	notre
les	DET	le
est	AUX	être
,	PUNCT	,
toutes	ADJ	tout
,	PUNCT	,
aveugle	ADJ	aveugle
du	ADP	de
,	PUNCT	,
seul	ADJ	seul
lui	PRON	lui
,	PUNCT	,
,	PUNCT	,
dans	ADP	dans
fragile	ADJ	fragile
loupe	NOUN	loupe
aura	AUX	avoir
nous	PRON	nous
faucon	PROPN	faucon
étais	AUX	être
un	DET	un
qu'	SCONJ	que
absolue	ADJ	absolu
elle	PRON	lui
seule	ADJ	seul
une	DET	un
dans	ADP	dans
des	ADP	de
musée	NOUN	musée
allait	VERB	aller
la	DET	le
station	NOUN	station
fondues	VERB	fondre
issue	ADJ	issu
lorsqu'	SCONJ	lorsque
métro	NOUN	métro
l'	DET	le
en	ADP	en
que	SCONJ	que
pour	ADP	pour
-elle	PRON	lui
du	ADP	de
première	ADJ	premier
,	PUNCT	,
avenir	NOUN	avenir
découverte	VERB	découvrir
absolues	ADJ	absolu
Dévier	VERB	dévier
l'	PRON	l'
si	ADV	si
recouvert	VERB	recouvrir
comme	ADP	comme
,	PUNCT	,
encadrement	NOUN	encadrement
il	PRON	il
que	SCONJ	que
soudons	VERB	souder
commencement	NOUN	commencement
Méduse	NOUN	méduse
les	PRON	le
entrée	NOUN	entrée
carte	NOUN	carte
idée	NOUN	idée
fondant	VERB	fondre
Dissoutes	ADJ	dissoudre
main	NOUN	main
au	ADP	au
les	DET	le
on	PRON	on
voir	VERB	voir
pour	ADP	pour
Nous	PRON	nous
avant	NOUN	avant
feuilles	NOUN	feuille
,	PUNCT	,
il	PRON	il
.	PUNCT	.
prise	VERB	prendre
déjà	ADV	déjà
cuisses	NOUN	cuisse
,	PUNCT	,
.	PUNCT	.
musée	NOUN	musée
forme	NOUN	forme
et	CCONJ	et
rigoureusement	ADV	rigoureusement
méduse	NOUN	méduse
et	CCONJ	et
pénètre	VERB	pénétrer
dans	ADP	dans
Cette	DET	ce
feu	NOUN	feu
pour	ADP	pour
un	DET	un
dois	VERB	devoir
,	PUNCT	,
pour	ADP	pour
brûlante	ADJ	brûlant
galeries	NOUN	galerie
objet	NOUN	objet
tous	DET	tout
des	DET	un
le	DET	le
L'	DET	le
liseurs	NOUN	liseur
de	ADP	de
Nos	DET	notre
Même	ADV	même
revenu	VERB	revenir
doit	VERB	devoir
sous	ADP	sous
s'	PRON	se
enfin	ADV	enfin
nappe	NOUN	nappe
genèse	NOUN	genèse
talons	NOUN	talon
sur	ADP	sur
,	PUNCT	,
Elle	PRON	lui
caverne	NOUN	caverne
et	CCONJ	et
forme	VERB	forme
à	ADP	à
n'	ADV	n'
la	DET	le
peine	ADV	peine
.	PUNCT	.
,	PUNCT	,
entendu	VERB	entendre
de	ADP	de
serait	AUX	être
accolées	VERB	accoler
avons	AUX	avoir
plus	ADV	plus
un	DET	un
est	AUX	être
de	ADP	de
d'	ADP	de
reconnaissance	NOUN	reconnaissance
la	DET	le
unissent	VERB	unir
le	DET	le
achever	VERB	achever
Et	CCONJ	et
demeureras	VERB	demeurer
d'	ADP	de
,	PUNCT	,
sans	ADP	sans
,	PUNCT	,
voir	VERB	voir
de	ADP	de
je	PRON	je
d'	ADP	de
,	PUNCT	,
autres	ADJ	autre
inaltérable	ADJ	inaltérable
assis	ADJ	assis
le	DET	le
ligne	NOUN	ligne
.	PUNCT	.
,	PUNCT	,
,	PUNCT	,
un	DET	un
la	DET	le
je	PRON	je
signes	NOUN	signe
théâtral	ADJ	théâtral
invisible	NOUN	invisible
du	ADP	de
sans	ADP	sans
à	ADP	à
genèse	NOUN	genèse
la	DET	le
un	PRON	un
fêlure	NOUN	fêlure
appellerons	VERB	appeler
balayeur	NOUN	balayeur
le	DET	le
sillon	NOUN	sillon
le	PRON	le
d'	ADP	de
.	PUNCT	.
,	PUNCT	,
un	DET	un
et	CCONJ	et
être	AUX	être
dans	ADP	dans
peut	VERB	pouvoir
prise	VERB	prendre
place	NOUN	place
de	ADP	de
,	PUNCT	,
à	ADP	à
de	ADP	de
réglés	VERB	régler
il	PRON	il
goût	NOUN	goût
de	ADP	de
côtés	NOUN	côté
un	DET	un
endroit	NOUN	endroit
de	ADP	de
se	PRON	se
va	VERB	aller
ainsi	ADV	ainsi
,	PUNCT	,
arme	NOUN	arme
,	PUNCT	,
théologique	ADJ	théologique
racine	NOUN	racine
poursuivi	VERB	poursuivre
action	NOUN	action
,	PUNCT	,
qui	PRON	qui
ne	ADV	ne
mémoires	NOUN	mémoire
-nous	PRON	nous
d'	ADP	de
forme	NOUN	forme
des	ADP	de
mètres	NOUN	mètre
un	PRON	un
présence	NOUN	présence
carte	NOUN	carte
glaciaire	ADJ	glaciaire
plutôt	ADV	plutôt
dieu	NOUN	dieu
issue	NOUN	issue
la	DET	le
de	ADP	de
les	DET	le
jour	NOUN	jour
,	PUNCT	,
:	PUNCT	:
objet	NOUN	objet
.	PUNCT	.
qui	PRON	qui
à	ADP	à
neutralité	NOUN	neutralité
et	CCONJ	et
serait	AUX	être
possibles	ADJ	possible
bien	ADV	bien
conduit	VERB	conduire
la	DET	le
en	PRON	en
jamais	ADV	jamais
au-delà	ADV	au-delà
,	PUNCT	,
d'	ADP	de
loin	ADV	loin
à	ADP	à
état	NOUN	état
à	ADP	à
méduse	NOUN	méduse
un	DET	un
touchant	VERB	toucher
la	DET	le
elles	PRON	lui
composé	VERB	composer
et	CCONJ	et
matière	NOUN	matière
lire	VERB	lire
pourraient	VERB	pouvoir
,	PUNCT	,
le	DET	le
entreprise	NOUN	entreprise
signes	NOUN	signe
,	PUNCT	,
.	PUNCT	.
qu'	SCONJ	que
sommes	AUX	être
,	PUNCT	,
cires	NOUN	cire
empreints	VERB	empreindre
vous	PRON	vous
profil	NOUN	profil
de	ADP	de
des	ADP	de
avec	ADP	avec
devenons	VERB	devenir
ruisselant	VERB	ruisseler
la	DET	le
les	DET	le
et	CCONJ	et
et	CCONJ	et
rigueur	NOUN	rigueur
méduse	NOUN	méduse
ou	CCONJ	ou
,	PUNCT	,
—	PUNCT	—
côté	NOUN	côté
tu	PRON	tu
dans	ADP	dans
Il	PRON	il
du	ADP	de
,	PUNCT	,
du	ADP	de
le	DET	le
croirait	VERB	croire
sans	ADP	sans
dans	ADP	dans
mise	VERB	mettre
sur	ADP	sur
aux	ADP	à
primitive	ADJ	primitif
dès	ADP	dès
dieu	NOUN	dieu
le	DET	le
l'	DET	le
,	PUNCT	,
sont	AUX	être
,	PUNCT	,
permettant	VERB	permettre
d'	ADP	de
tête	NOUN	tête
la	DET	le
de	ADP	de
lecteurs	NOUN	lecteur
serpent	NOUN	serpent
succèderont	VERB	succèder
musée	NOUN	musée
persistants	ADJ	persistant
persuadait	VERB	persuader
un	DET	un
dans	ADP	dans
l'	DET	le
plein	ADJ	plein
signes	NOUN	signe
liseurs	NOUN	liseur
rivalise	VERB	rivalise
comme	ADP	comme
,	PUNCT	,
signes	NOUN	signe
,	PUNCT	,
création	NOUN	création
elle	PRON	lui
elle	PRON	lui
faut	VERB	falloir
lieu	NOUN	lieu
effet	NOUN	effet
banc	NOUN	banc
Chacun	PRON	chacun
vestibule	NOUN	vestibule
.	PUNCT	.
cire	NOUN	cire
de	ADP	de
l'	DET	le
tout	DET	tout
quelqu'	DET	quelque
secrets	ADJ	secret
assise	VERB	asseoir
mémoire	NOUN	mémoire
figure	NOUN	figure
le	DET	le
échouée	VERB	échouer
à	ADP	à
à	ADP	à
se	PRON	se
l'	DET	le
de	ADP	de
nos	DET	notre
station	NOUN	station
début	NOUN	début
il	PRON	il
.	PUNCT	.
une	DET	un
d'	ADP	de
pour	ADP	pour
l'	PRON	l'
bouillant	VERB	bouillir
de	ADP	de
lotus	NOUN	lotus
écarter	VERB	écarter
travers	NOUN	travers
aussi	ADV	aussi
plus	ADV	plus
désert	NOUN	désert
et	CCONJ	et
l'	DET	le
était	AUX	être
musée	NOUN	musée
de	ADP	de
—	PUNCT	—
temple	NOUN	temple
qui	PRON	qui
qu'	SCONJ	que
voyageur	NOUN	voyageur
,	PUNCT	,
des	ADP	de
Musée	NOUN	musée
,	PUNCT	,
en	ADP	en
celui-ci	PRON	celui-ci
de	ADP	de
,	PUNCT	,
sable	NOUN	sable
cet	DET	ce
forme	NOUN	forme
ses	DET	son
,	PUNCT	,
le	DET	le
lieux	NOUN	lieu
la	PRON	le
sera	AUX	être
presque	ADV	presque
objet	NOUN	objet
figures	NOUN	figure
toi	PRON	toi
la	DET	le
grévin	PROPN	grévin
l'	DET	le
distincte	ADJ	distinct
un	DET	un
vous	PRON	vous
matière	NOUN	matière
était	AUX	être
rois	NOUN	roi
conséquent	NOUN	conséquent
même	ADV	même
aie	VERB	avoir
l'	DET	le
de	ADP	de
de	ADP	de
musée	NOUN	musée
fondu	VERB	fondre
exister	VERB	exister
en	ADP	en
passées	VERB	passer
de	ADP	de
,	PUNCT	,
cette	DET	ce
.	PUNCT	.
on	PRON	on
Ainsi	ADV	ainsi
.	PUNCT	.
tout	ADV	tout
elle	PRON	lui
jusqu'	ADP	jusque
commencement	NOUN	commencement
les	PRON	le
,	PUNCT	,
la	DET	le
.	PUNCT	.
à	ADP	à
,	PUNCT	,
.	PUNCT	.
indifférents	ADJ	indifférent
espace	NOUN	espace
des	ADP	de
impossible	ADJ	impossible
la	PRON	le
un	DET	un
latente	ADJ	latent
dernières	ADJ	dernier
le	DET	le
jour	NOUN	jour
mouvements	NOUN	mouvement
de	ADP	de
,	PUNCT	,
à	ADP	à
ce	DET	ce
la	DET	le
visions	NOUN	vision
mâcher	VERB	mâcher
un	DET	un
décidé	VERB	décider
à	ADP	à
disparition	NOUN	disparition
.	PUNCT	.
des	ADP	de
sur	ADP	sur
la	DET	le
dans	ADP	dans
à	ADP	à
cartes	NOUN	carte
figure	NOUN	figure
là	ADV	là
jambes	NOUN	jambe
deux	NUM	deux
la	DET	le
fin	NOUN	fin
ligne	NOUN	ligne
,	PUNCT	,
quai	NOUN	quai
aspect	NOUN	aspect
pour	ADP	pour
eux	PRON	lui
fois	NOUN	fois
l'	DET	le
le	DET	le
)	PUNCT	)
leurs	DET	leur
la	DET	le
Statue	NOUN	statue
pas	ADV	pas
certain	ADJ	certain
à	ADP	à
poudre	NOUN	poudre
se	PRON	se
musée	NOUN	musée
,	PUNCT	,
à	ADP	à
tablette	NOUN	tablette
mais	CCONJ	mais
voilà	VERB	voilà
à	ADP	à
qui	PRON	qui
au	ADP	au
du	ADP	de
rails	NOUN	rail
par	ADP	par
la	DET	le
voyageurs	NOUN	voyageur
jusqu'	ADP	jusque
Faite	VERB	faire
,	PUNCT	,
s'	PRON	se
les	DET	le
le	DET	le
,	PUNCT	,
cuisses	NOUN	cuisse
le	DET	le
le	DET	le
du	ADP	de
tourne	VERB	tourne
spectacle	NOUN	spectacle
prêt	ADJ	prêt
la	DET	le
d'	ADP	de
des	DET	un
de	ADP	de
Explorateur	ADJ	explorateur
but	NOUN	but
sur	ADP	sur
disputer	VERB	disputer
:	PUNCT	:
rasé	VERB	raser
de	ADP	de
,	PUNCT	,
barres	NOUN	barre
de	ADP	de
des	DET	un
sur	ADP	sur
Régi	VERB	régir
statuera	VERB	statuer
pour	ADP	pour
la	PRON	le
d'	ADP	de
,	PUNCT	,
lycéenne	NOUN	lycéen
comme	ADP	comme
encore	ADV	encore
station	NOUN	station
apercevoir	VERB	apercevoir
comme	ADP	comme
sont	AUX	être
.	PUNCT	.
(	PUNCT	(
qu'	SCONJ	que
,	PUNCT	,
bombées	VERB	bomber
une	DET	un
de	ADP	de
,	PUNCT	,
chewing	NOUN	chewing
se	PRON	se
ombres	NOUN	ombre
présence	NOUN	présence
)	PUNCT	)
tire	VERB	tire
à	ADP	à
interdit	VERB	interdire
réseau	NOUN	réseau
poutrelles	NOUN	poutrelle
mais	CCONJ	mais
quai	NOUN	quai
métro	NOUN	métro
besoin	NOUN	besoin
ne	ADV	ne
restait	VERB	rester
Les	DET	le
à	ADP	à
leur	PRON	leur
des	DET	un
sera	AUX	être
était	AUX	être
voilà	VERB	voilà
électriques	ADJ	électrique
accident	NOUN	accident
son	DET	son
,	PUNCT	,
la	DET	le
de	ADP	de
ouvert	ADJ	ouvert
loques	NOUN	loque
phénomène	NOUN	phénomène
musée	NOUN	musée
seuil	NOUN	seuil
vitrée	ADJ	vitrer
on	PRON	on
que	SCONJ	que
les	DET	le
tant	SCONJ	tant
lignes	NOUN	ligne
métro	NOUN	métro
une	DET	un
en	ADP	en
été	AUX	être
—	PUNCT	—
parallélisme	NOUN	parallélisme
.	PUNCT	.
une	DET	un
argent	NOUN	argent
translucide	ADJ	translucide
la	DET	le
au	ADP	au
il	PRON	il
jambes	NOUN	jambe
le	DET	le
en	ADP	en
attendent	VERB	attendre
ordinaires	ADJ	ordinaire
chewing	NOUN	chewing
son	DET	son
de	ADP	de
,	PUNCT	,
deux	NUM	deux
translucidité	NOUN	translucidité
pour	ADP	pour
teinte	NOUN	teinte
,	PUNCT	,
rêve	VERB	rêve
égales	ADJ	égal
de	ADP	de
oriental	ADJ	oriental
,	PUNCT	,
jambes	NOUN	jambe
rails	NOUN	rail
le	DET	le
île	NOUN	île
qui	PRON	qui
méduse	NOUN	méduse
le	DET	le
,	PUNCT	,
la	DET	le
sur	ADP	sur
la	DET	le
autre	ADJ	autre
accolement	NOUN	accolement
—	PUNCT	—
femmes	NOUN	femme
même	ADV	même
l'	DET	le
réservé	VERB	réserver
.	PUNCT	.
tient	VERB	tenir
est	AUX	être
se	PRON	se
voies	NOUN	voie
sans	ADP	sans
gelée	NOUN	gelée
suffit	VERB	suffire
passifs	ADJ	passif
quai	NOUN	quai
qu'	SCONJ	que
l'	DET	le
il	PRON	il
ayant	VERB	avoir
rames	NOUN	rame
du	ADP	de
repoussé	VERB	repousser
une	DET	un
,	PUNCT	,
effaceront	VERB	effacer
.	PUNCT	.
à	ADP	à
de	ADP	de
réseau	NOUN	réseau
elle	PRON	lui
enduit	NOUN	enduit
comme	ADP	comme
aussi	ADV	aussi
premier	ADJ	premier
on	PRON	on
à	ADP	à
assise	VERB	asseoir
la	DET	le
soit	VERB	être
est	AUX	être
visible	ADJ	visible
collant	NOUN	collant
que	SCONJ	que
bancs	NOUN	banc
claquement	NOUN	claquement
obscur	ADJ	obscur
aucune	DET	aucun
ou	CCONJ	ou
)	PUNCT	)
rame	NOUN	rame
ligne	NOUN	ligne
sortie	NOUN	sortie
passer	VERB	passer
ceci	PRON	ceci
aux	ADP	à
refusent	VERB	refuser
les	DET	le
peser	VERB	peser
voir	VERB	voir
sur	ADP	sur
du	ADP	de
le	DET	le
sur	ADP	sur
à	ADP	à
,	PUNCT	,
première	ADJ	premier
l'	DET	le
s'	PRON	se
dont	PRON	dont
.	PUNCT	.
à	ADP	à
aérien	ADJ	aérien
.	PUNCT	.
avait	AUX	avoir
ventre	NOUN	ventre
aérien	ADJ	aérien
prendre	VERB	prendre
voie	NOUN	voie
tranchée	NOUN	tranchée
les	DET	le
,	PUNCT	,
limite	NOUN	limite
de	ADP	de
la	DET	le
il	PRON	il
de	ADP	de
station	NOUN	station
perspective	NOUN	perspective
bien	ADV	bien
traverses	NOUN	traverse
et	CCONJ	et
depuis	ADP	depuis
sinon	ADV	sinon
sur	ADP	sur
droite	NOUN	droite
précarité	NOUN	précarité
,	PUNCT	,
la	DET	le
plat	NOUN	plat
,	PUNCT	,
,	PUNCT	,
elle	PRON	lui
il	PRON	il
à	ADP	à
jambes	NOUN	jambe
toutes	ADJ	tout
cette	DET	ce
été	AUX	être
résume	VERB	résume
que	SCONJ	que
des	DET	un
le	DET	le
,	PUNCT	,
que	SCONJ	que
en	NOUN	en
,	PUNCT	,
de	ADP	de
Soit	CCONJ	soit
,	PUNCT	,
ou	CCONJ	ou
fuient	VERB	fuir
.	PUNCT	.
devant	ADP	devant
du	ADP	de
se	PRON	se
demeurera	VERB	demeurer
l'	DET	le
dessus	ADP	dessus
dans	ADP	dans
—	PUNCT	—
seul	ADJ	seul
contemple	VERB	contemple
pouvoir	VERB	pouvoir
.	PUNCT	.
seule	ADJ	seul
de	ADP	de
affiches	NOUN	affiche
n'	ADV	n'
assise	ADJ	asseoir
de	ADP	de
la	DET	le
,	PUNCT	,
.	PUNCT	.
,	PUNCT	,
de	ADP	de
arabe	NOUN	arabe
