essayer	VERB	essayer
,	PUNCT	,
aller	VERB	aller
,	PUNCT	,
et	CCONJ	et
déclenchait	VERB	déclencher
garçons	NOUN	garçon
—	PUNCT	—
particulièrement	ADV	particulièrement
,	PUNCT	,
-	VERB	-
d'	ADP	de
coup	NOUN	coup
éclairait	VERB	éclairer
elle	PRON	lui
il	PRON	il
mur	NOUN	mur
de	ADP	de
le	DET	le
laurier	NOUN	laurier
et	CCONJ	et
dire	VERB	dire
Sumner	PROPN	Sumner
de	ADP	de
,	PUNCT	,
tous	ADJ	tout
ils	PRON	il
autre	ADJ	autre
essayait	VERB	essayer
sortir	VERB	sortir
pointait	VERB	pointer
un	DET	un
odeurs	NOUN	odeur
puis	CCONJ	puis
le	DET	le
le	DET	le
commun	ADJ	commun
vacances	NOUN	vacance
qu'	PRON	qu'
qu'	PRON	qu'
était	AUX	être
tels	ADJ	tel
les	DET	le
avantageuse	ADJ	avantageux
légèrement	ADV	légèrement
les	DET	le
»	PUNCT	»
les	DET	le
qu'	SCONJ	que
,	PUNCT	,
,	PUNCT	,
était	AUX	être
,	PUNCT	,
qui	PRON	qui
n'	ADV	n'
des	DET	un
lui	PRON	lui
bébé	NOUN	bébé
soudain	ADV	soudain
la	DET	le
David	PROPN	David
à	ADP	à
et	CCONJ	et
volaient	VERB	voler
cousins	NOUN	cousin
mais	CCONJ	mais
jusqu'	ADP	jusque
le	DET	le
j'	PRON	je
le	DET	le
tête	NOUN	tête
qu'	SCONJ	que
la	DET	le
Au	ADP	au
Et	CCONJ	et
avec	ADP	avec
sauce	NOUN	sauce
David	PROPN	David
comme	ADP	comme
de	ADP	de
devrais	VERB	devoir
la	DET	le
s'	PRON	se
et	CCONJ	et
apparition	NOUN	apparition
,	PUNCT	,
porte	NOUN	porte
position	NOUN	position
à	ADP	à
,	PUNCT	,
ce	PRON	ce
qu'	PRON	qu'
Grady	PROPN	Grady
associer	VERB	associer
ventilateur	NOUN	ventilateur
secrets	NOUN	secret
le	DET	le
l'	DET	le
costaud	ADJ	costaud
ouvrait	VERB	ouvrir
mince	ADJ	mince
pour	ADP	pour
pas	ADV	pas
ressemble	VERB	ressemble
,	PUNCT	,
dans	ADP	dans
une	DET	un
cousins	NOUN	cousin
.	PUNCT	.
il	PRON	il
Les	DET	le
d'	ADP	de
sais	VERB	savoir
.	PUNCT	.
coulait	VERB	couler
,	PUNCT	,
école	NOUN	école
riche	ADJ	riche
partie	NOUN	partie
gâtes	VERB	gâter
,	PUNCT	,
fous	NOUN	fou
elle	PRON	lui
.	NUM	.
pas	NOUN	pas
derrière	ADP	derrière
alors	ADV	alors
les	DET	le
.	PUNCT	.
l'	DET	le
Mais	CCONJ	mais
,	PUNCT	,
les	DET	le
et	CCONJ	et
la	DET	le
,	PUNCT	,
Il	PRON	il
détestait	VERB	détester
bout	NOUN	bout
la	DET	le
fort	ADJ	fort
toujours	ADV	toujours
faisait	VERB	faire
le	DET	le
parents	NOUN	parent
assez	ADV	assez
dans	ADP	dans
eux	PRON	lui
David	PROPN	David
Elle	PRON	lui
dans	ADP	dans
Tante	NOUN	tante
l'	DET	le
matelas	NOUN	matelas
ces	DET	ce
avérait	VERB	avérer
tout	ADJ	tout
le	DET	le
beurre	NOUN	beurre
tout	ADV	tout
chauve	ADJ	chauve
leur	DET	leur
tout	ADV	tout
battant	NOUN	battant
la	DET	le
surveiller	VERB	surveiller
coulait	VERB	couler
et	CCONJ	et
qui	PRON	qui
père	NOUN	père
,	PUNCT	,
intervention	NOUN	intervention
.	PUNCT	.
,	PUNCT	,
se	PRON	se
se	PRON	se
monde	NOUN	monde
tous	ADJ	tout
se	PRON	se
sa	DET	son
surprendre	VERB	surprendre
ait	AUX	avoir
détendit	VERB	détendre
mémoire	NOUN	mémoire
,	PUNCT	,
qu'	SCONJ	que
,	PUNCT	,
lourd	ADJ	lourd
avait	VERB	avoir
lit	NOUN	lit
quand	SCONJ	quand
apparemment	ADV	apparemment
la	DET	le
à	ADP	à
tous	ADJ	tout
que	SCONJ	que
Et	CCONJ	et
Ce	PRON	ce
faire	VERB	faire
qu'	PRON	qu'
La	DET	le
sienne	NOUN	sienne
plaie	NOUN	plaie
juger	VERB	juger
le	DET	le
long	ADJ	long
son	DET	son
à	ADP	à
leur	DET	leur
le	DET	le
la	DET	le
le	DET	le
puis	CCONJ	puis
courage	NOUN	courage
certaines	PRON	certains
de	ADP	de
,	PUNCT	,
long	ADV	long
rivière	NOUN	rivière
,	PUNCT	,
la	DET	le
avait	AUX	avoir
précision	NOUN	précision
oreillers	NOUN	oreiller
trouvé	VERB	trouver
avaient	AUX	avoir
d'	ADP	de
mangé	VERB	manger
De	ADP	de
n'	ADV	n'
voir	VERB	voir
médecine	NOUN	médecine
Toutes	ADJ	tout
,	PUNCT	,
:	PUNCT	:
vieux	ADJ	vieux
dont	PRON	dont
elle	PRON	lui
à	ADP	à
son	DET	son
autres	ADJ	autre
était	AUX	être
caca	NOUN	caca
?	PUNCT	?
grandissait	VERB	grandir
trouve	VERB	trouve
Les	DET	le
bien	ADV	bien
toujours	ADV	toujours
un	DET	un
la	DET	le
tous	ADJ	tout
retenaient	VERB	retenir
porte	NOUN	porte
bien	ADV	bien
ce	PRON	ce
par	ADP	par
les	DET	le
une	DET	un
temps	NOUN	temps
lampe	NOUN	lampe
,	PUNCT	,
famille	NOUN	famille
fenêtre	NOUN	fenêtre
il	PRON	il
Capek	PROPN	Capek
répandait	VERB	répandre
des	ADP	de
,	PUNCT	,
l'	DET	le
taquinaient	VERB	taquiner
de	ADP	de
dîner	VERB	dîner
l'	DET	le
;	PUNCT	;
immobile	ADJ	immobile
sur	ADP	sur
étaient	AUX	être
dans	ADP	dans
et	CCONJ	et
se	PRON	se
de	ADP	de
étage	NOUN	étage
le	DET	le
,	PUNCT	,
Clarence	PROPN	Clarence
David	PROPN	David
j'	PRON	je
elle	PRON	lui
jusqu'	ADP	jusque
.	PUNCT	.
germains	ADJ	germain
une	DET	un
vieille	ADJ	vieux
était	AUX	être
il	PRON	il
des	ADP	de
,	PUNCT	,
de	DET	de
fard	NOUN	fard
à	ADP	à
vraiment	ADV	vraiment
,	PUNCT	,
vinaigre	NOUN	vinaigre
à	ADP	à
en	ADP	en
autre	PRON	autre
David	PROPN	David
,	PUNCT	,
dans	ADP	dans
l'	DET	le
pas	ADV	pas
le	PRON	le
quelqu'	DET	quelque
.	PUNCT	.
,	PUNCT	,
hache	NOUN	hache
de	ADP	de
apparaissait	VERB	apparaître
les	DET	le
être	AUX	être
la	DET	le
plus	ADV	plus
la	DET	le
puis	CCONJ	puis
couleur	NOUN	couleur
près	ADV	près
issus	ADJ	issu
souvent	ADV	souvent
devrait	VERB	devoir
Quand	SCONJ	quand
-t	PRON	-t
le	DET	le
assez	ADV	assez
les	DET	le
Heineman	PROPN	Heineman
,	PUNCT	,
piquaient	VERB	piquer
,	PUNCT	,
maison	NOUN	maison
suffit	VERB	suffire
tous	ADJ	tout
Les	DET	le
qui	PRON	qui
.	PUNCT	.
faiblement	ADV	faiblement
germains	NOUN	germain
hilarité	NOUN	hilarité
rampaient	VERB	ramper
c'	PRON	ce
plus	ADV	plus
côté	NOUN	côté
Lui	PRON	lui
les	PRON	le
chambres	NOUN	chambre
:	PUNCT	:
de	ADP	de
pour	ADP	pour
fruits	NOUN	fruit
c'	PRON	ce
de	ADP	de
,	PUNCT	,
invisible	ADJ	invisible
de	ADP	de
gâteaux	NOUN	gâteau
,	PUNCT	,
éteignait	VERB	éteindre
si	ADV	si
Il	PRON	il
son	DET	son
s'	SCONJ	s'
,	PUNCT	,
dans	ADP	dans
au-dessus	ADV	au-dessus
des	ADP	de
que	SCONJ	que
lit	NOUN	lit
.	PUNCT	.
étais	AUX	être
lumière	NOUN	lumière
toute	ADJ	tout
que	SCONJ	que
famille	NOUN	famille
si	ADV	si
plus	ADV	plus
enfants	NOUN	enfant
étaient	AUX	être
LES	DET	le
redoutable	ADJ	redoutable
puis	CCONJ	puis
vérifier	VERB	vérifier
redescendait	VERB	redescendre
d'	ADP	de
ceux	PRON	celui
,	PUNCT	,
sec	ADJ	sec
parce	SCONJ	parce
soir	NOUN	soir
,	PUNCT	,
,	PUNCT	,
parenté	NOUN	parenté
ou	CCONJ	ou
regagné	VERB	regagner
!	PUNCT	!
montait	VERB	monter
Tu	PRON	tu
souvenir	NOUN	souvenir
un	DET	un
celle-ci	PRON	celui-ci
ouest	NOUN	ouest
de	ADP	de
et	CCONJ	et
,	PUNCT	,
pas	ADV	pas
réalité	NOUN	réalité
rêvait	VERB	rêver
des	DET	un
détente	NOUN	détente
Chaque	DET	chaque
du	ADP	de
son	DET	son
les	DET	le
,	PUNCT	,
flottait	VERB	flotter
avait	VERB	avoir
de	ADP	de
biologiste	NOUN	biologiste
des	ADP	de
les	DET	le
il	PRON	il
si	SCONJ	si
,	PUNCT	,
ce	PRON	ce
il	PRON	il
étouffés	VERB	étouffer
et	CCONJ	et
contre	ADP	contre
asphyxiés	VERB	asphyxier
filles	NOUN	fille
complexes	ADJ	complexe
jeunes	ADJ	jeune
dans	ADP	dans
air	NOUN	air
et	CCONJ	et
le	PRON	le
ça	PRON	cela
un	PRON	un
il	PRON	il
porte	NOUN	porte
frères	NOUN	frère
ce	PRON	ce
alliance	NOUN	alliance
aux	ADP	à
O'	PROPN	O'
détestait	VERB	détester
des	ADP	de
rires	NOUN	rire
termes	NOUN	terme
,	PUNCT	,
de	ADP	de
la	DET	le
le	DET	le
et	CCONJ	et
aller	VERB	aller
le	DET	le
plus	ADV	plus
l'	DET	le
y	PRON	y
toujours	ADV	toujours
A	AUX	avoir
était	AUX	être
rayon	NOUN	rayon
de	ADP	de
la	DET	le
sortir	VERB	sortir
il	PRON	il
après	ADP	après
au	ADP	au
charivari	NOUN	charivari
.	PUNCT	.
de	ADP	de
petite	ADJ	petit
,	PUNCT	,
tirait	VERB	tirer
laser	ADJ	laser
gravées	VERB	graver
de	ADP	de
l'	DET	le
de	ADP	de
oncle	NOUN	oncle
chacune	PRON	chacun
de	DET	de
,	PUNCT	,
famille	NOUN	famille
tout	ADV	tout
fût	AUX	être
les	DET	le
il	PRON	il
,	PUNCT	,
couteau	NOUN	couteau
qu'	SCONJ	que
trempait	VERB	tremper
Sumner	PROPN	Sumner
viande	NOUN	viande
étaient	AUX	être
quelques	DET	quelque
lui	PRON	lui
il	PRON	il
.	PUNCT	.
en	ADP	en
sœurs	NOUN	sœur
Il	PRON	il
elles	PRON	lui
par	ADP	par
le	DET	le
un	DET	un
qu'	SCONJ	que
ils	PRON	il
du	DET	de
l'	DET	le
.	PUNCT	.
plus	ADV	plus
étaient	AUX	être
avais	VERB	avoir
pleurait	VERB	pleurer
leur	DET	leur
fur	NOUN	fur
qui	PRON	qui
,	PUNCT	,
dîners	NOUN	dîner
chacun	PRON	chacun
elle	PRON	lui
poussant	VERB	pousser
cartes	NOUN	carte
pâlot	ADJ	pâlot
légumes	NOUN	légume
,	PUNCT	,
à	ADP	à
Rizzo	PROPN	Rizzo
déjà	ADV	déjà
.	PUNCT	.
à	ADP	à
grenier	NOUN	grenier
—	PUNCT	—
des	ADP	de
sursauta	VERB	sursauter
seuls	ADJ	seul
des	ADP	de
de	ADP	de
frère	NOUN	frère
sa	DET	son
mal	NOUN	mal
de	ADP	de
et	CCONJ	et
Noël	PROPN	Noël
,	PUNCT	,
.	PUNCT	.
Il	PRON	il
jamais	ADV	jamais
juillet	NOUN	juillet
fois	NOUN	fois
la	DET	le
qu'	PRON	qu'
promis	VERB	promettre
.	PUNCT	.
dénudée	ADJ	dénudé
s'	PRON	se
septembre	NOUN	septembre
amicale	ADJ	amical
sut	VERB	savoir
vallée	NOUN	vallée
leur	DET	leur
à	ADP	à
David	PROPN	David
des	DET	un
spécialement	ADV	spécialement
visage	NOUN	visage
on	PRON	on
étaient	AUX	être
scientifique	NOUN	scientifique
furent	AUX	être
des	DET	un
rendre	VERB	rendre
,	PUNCT	,
elle	PRON	lui
camp	NOUN	camp
mais	CCONJ	mais
poitrine	NOUN	poitrine
rentrer	VERB	rentrer
était	AUX	être
son	DET	son
apéritif	NOUN	apéritif
martini	NOUN	martini
que	SCONJ	que
,	PUNCT	,
des	ADP	de
enfants	NOUN	enfant
—	PUNCT	—
tristesse	NOUN	tristesse
il	PRON	il
traiter	VERB	traiter
entraîna	VERB	entraîner
eut	VERB	avoir
la	DET	le
espoir	NOUN	espoir
jolie	ADJ	joli
seize	PRON	seize
,	PUNCT	,
compatissant	ADJ	compatissant
.	PUNCT	.
plutôt	ADV	plutôt
eux	PRON	lui
Brésil	PROPN	Brésil
Wilson	PROPN	Wilson
bien	ADV	bien
le	DET	le
terreur	NOUN	terreur
Son	DET	son
à	ADP	à
désarmé	VERB	désarmer
frappa	VERB	frapper
où	PRON	où
l'	DET	le
lui	PRON	lui
cousins	NOUN	cousin
maison	NOUN	maison
famille	NOUN	famille
à	ADP	à
grandirent	VERB	grandir
aux	ADP	à
de	ADP	de
qu'	PRON	qu'
l'	PRON	l'
,	PUNCT	,
ses	DET	son
et	CCONJ	et
à	ADP	à
drainait	VERB	drainer
un	DET	un
grenier	NOUN	grenier
à	ADP	à
empoignaient	VERB	empoigner
des	DET	un
,	PUNCT	,
avec	ADP	avec
.	PUNCT	.
dix-sept	NUM	dix-sept
,	PUNCT	,
,	PUNCT	,
Le	DET	le
enfance	NOUN	enfance
grange	NOUN	grange
dehors	ADV	dehors
enfants	NOUN	enfant
grand-mère	NOUN	grand-mère
et	CCONJ	et
il	PRON	il
frénétique	ADJ	frénétique
Par	ADP	par
mais	CCONJ	mais
à	ADP	à
constituaient	VERB	constituer
tout	ADJ	tout
des	DET	un
David	PROPN	David
avait	AUX	avoir
jours	NOUN	jour
l'	DET	le
la	DET	le
le	DET	le
ne	ADV	ne
assister	VERB	assister
l'	PRON	l'
David	PROPN	David
il	PRON	il
jeunes	ADJ	jeune
le	DET	le
ils	PRON	il
son	DET	son
moins	ADV	moins
Noël	NOUN	noël
le	DET	le
un	DET	un
un	DET	un
loin	ADV	loin
,	PUNCT	,
des	DET	un
aisées	ADJ	aisé
une	DET	un
marier	VERB	marier
le	DET	le
Bobbie	PROPN	Bobbie
,	PUNCT	,
suite	NOUN	suite
de	ADP	de
s'	PRON	se
la	DET	le
des	ADP	de
d'	ADP	de
clientèle	NOUN	clientèle
cette	DET	ce
père	NOUN	père
de	ADP	de
,	PUNCT	,
était	AUX	être
trouva	VERB	trouver
était	AUX	être
battirent	VERB	battre
.	PUNCT	.
avait	AUX	avoir
comblée	VERB	combler
des	DET	un
des	ADP	de
poudreuse	ADJ	poudreux
leurs	DET	leur
tout	ADV	tout
son	DET	son
été	AUX	être
murmures	NOUN	murmure
l'	PRON	l'
que	SCONJ	que
,	PUNCT	,
lui	PRON	lui
le	DET	le
un	DET	un
pour	ADP	pour
cheveux	NOUN	cheveu
lui	PRON	lui
mètres	NOUN	mètre
nombreuses	ADJ	nombreux
lui	PRON	lui
.	PUNCT	.
folles	ADJ	fou
fois	NOUN	fois
étrangement	ADV	étrangement
l'	PRON	l'
jusqu'	ADP	jusque
faut	VERB	falloir
.	PUNCT	.
à	ADP	à
familles	NOUN	famille
silence	NOUN	silence
dans	ADP	dans
,	PUNCT	,
elle	PRON	lui
Wiston	PROPN	Wiston
David	PROPN	David
le	PRON	le
4	NUM	4
rien	PRON	rien
,	PUNCT	,
rituel	ADJ	rituel
hors	ADP	hors
que	SCONJ	que
Toute	ADJ	tout
père	NOUN	père
Wiston	PROPN	Wiston
Quand	SCONJ	quand
correction	NOUN	correction
sanglotant	VERB	sangloter
avis	NOUN	avis
des	DET	un
il	PRON	il
oncle	NOUN	oncle
même	ADJ	même
l'	DET	le
la	DET	le
cette	DET	ce
Le	DET	le
,	PUNCT	,
un	DET	un
une	DET	un
mûres	NOUN	mûre
clan	NOUN	clan
faire	VERB	faire
de	ADP	de
porte	NOUN	porte
pénétrait	VERB	pénétrer
juristes	NOUN	juriste
Sans	ADP	sans
la	DET	le
Ils	PRON	il
conscience	NOUN	conscience
docteur	NOUN	docteur
rempli	VERB	remplir
d'	DET	d'
en	PRON	en
leurs	DET	leur
banquiers	NOUN	banquier
,	PUNCT	,
se	PRON	se
que	PRON	que
cessa	VERB	cesser
évidence	NOUN	évidence
savait	VERB	savoir
n'	ADV	n'
de	ADP	de
inerte	ADJ	inerte
imbécile	NOUN	imbécile
,	PUNCT	,
devenir	VERB	devenir
,	PUNCT	,
mais	CCONJ	mais
leur	DET	leur
parents	NOUN	parent
entra	VERB	entrer
frappé	VERB	frapper
pouvaient	VERB	pouvoir
»	PUNCT	»
scénario	NOUN	scénario
à	ADP	à
et	CCONJ	et
toujours	ADV	toujours
préféré	NOUN	préféré
de	ADP	de
tout	ADJ	tout
an	NOUN	an
il	PRON	il
à	ADP	à
fut	AUX	être
il	PRON	il
,	PUNCT	,
dos	NOUN	dos
fut	VERB	être
ses	DET	son
famille	NOUN	famille
vraisemblablement	ADV	vraisemblablement
,	PUNCT	,
halètements	NOUN	halètement
que	SCONJ	que
cet	DET	ce
,	PUNCT	,
dit	VERB	dire
riche	ADJ	riche
en	PRON	en
revint	VERB	revenir
cousine	NOUN	cousin
l'	DET	le
appliquait	VERB	appliquer
de	ADP	de
appelait	VERB	appeler
et	CCONJ	et
très	ADV	très
jouait	VERB	jouer
poussa	VERB	pousser
lui	PRON	lui
qu'	PRON	qu'
plus	ADV	plus
tachées	VERB	tacher
de	ADP	de
aussi	ADV	aussi
?	PUNCT	?
et	CCONJ	et
,	PUNCT	,
d'	ADP	de
et	CCONJ	et
se	PRON	se
préparait	VERB	préparer
d'	ADP	de
quelques	DET	quelque
une	DET	un
briser	VERB	briser
.	PUNCT	.
du	ADP	de
mystérieuse	ADJ	mystérieux
ressentit	VERB	ressentir
oncle	NOUN	oncle
pas	ADV	pas
Celia	PROPN	Celia
fête	NOUN	fête
un	DET	un
martini	NOUN	martini
de	ADP	de
corps	NOUN	corps
la	DET	le
là	ADV	là
au	ADP	au
jour	NOUN	jour
vingt	NUM	vingt
corps	NOUN	corps
l'	DET	le
d'	ADP	de
...	PUNCT	...
querelle	NOUN	querelle
,	PUNCT	,
et	CCONJ	et
Jusqu'	ADP	jusque
