branches	NOUN	branche
que	SCONJ	que
coup	NOUN	coup
coup	NOUN	coup
,	PUNCT	,
.	PUNCT	.
ça	PRON	cela
du	ADP	de
.	PUNCT	.
neige	NOUN	neige
de	ADP	de
dansent	VERB	danser
supportes	VERB	supporter
Mocky	PROPN	Mocky
prend	VERB	prendre
monde	NOUN	monde
.	PUNCT	.
mesure	NOUN	mesure
c'	PRON	ce
êtres	NOUN	être
côté	NOUN	côté
dit	VERB	dire
garda	VERB	garder
œil	NOUN	œil
C'	PRON	ce
et	CCONJ	et
tes	DET	ton
chose	NOUN	chose
emmerde	NOUN	emmerde
écrasés	VERB	écraser
dans	ADP	dans
sérieux	ADJ	sérieux
.	PUNCT	.
jamais	ADV	jamais
faudra	VERB	falloir
que	SCONJ	que
flocons	NOUN	flocon
À	ADP	à
au	ADP	au
ce	PRON	ce
,	PUNCT	,
est	VERB	être
,	PUNCT	,
le	DET	le
?	PUNCT	?
.	PUNCT	.
possible	NOUN	possible
une	DET	un
on	PRON	on
faire	AUX	faire
si	SCONJ	si
.	PUNCT	.
Un	DET	un
Ça	PRON	cela
,	PUNCT	,
habituelle	ADJ	habituel
va	VERB	aller
es	AUX	être
.	PUNCT	.
voulait	VERB	vouloir
de	ADP	de
Louis	PROPN	Louis
neige	NOUN	neige
,	PUNCT	,
en	PRON	en
débordant	ADJ	débordant
pas	ADV	pas
dans	ADP	dans
en	ADP	en
Mocky	PROPN	Mocky
son	DET	son
!	PUNCT	!
Louis	PROPN	Louis
peine	ADV	peine
se	PRON	se
pour	ADP	pour
cendrier	NOUN	cendrier
des	DET	un
idée	NOUN	idée
--	PUNCT	--
c'	PRON	ce
glissa	VERB	glisser
bien	ADV	bien
des	ADP	de
.	PUNCT	.
par	ADP	par
continuait	VERB	continuer
ça	PRON	cela
crois	VERB	croire
ai	AUX	avoir
de	ADP	de
jamais	ADV	jamais
paroles	NOUN	parole
est	VERB	être
songeur	ADJ	songeur
autour	ADV	autour
pas	ADV	pas
ai	VERB	avoir
était	AUX	être
Avalé	VERB	avaler
,	PUNCT	,
pêcha	VERB	pêcher
nier	VERB	nier
qu'	PRON	qu'
Il	PRON	il
face	NOUN	face
l'	DET	le
,	PUNCT	,
.	PUNCT	.
,	PUNCT	,
de	ADP	de
.	PUNCT	.
bandit	NOUN	bandit
pas	ADV	pas
,	PUNCT	,
dans	ADP	dans
train	NOUN	train
était	AUX	être
ne	ADV	ne
qui	PRON	qui
,	PUNCT	,
,	PUNCT	,
être	ADV	être
route	NOUN	route
c'	PRON	ce
qu'	PRON	qu'
je	PRON	je
Mocky	PROPN	Mocky
me	PRON	me
il	PRON	il
cigares	NOUN	cigare
?	PUNCT	?
une	DET	un
toi	INTJ	toi
dans	ADP	dans
Ça	PRON	cela
comme	ADP	comme
,	PUNCT	,
pas	ADV	pas
m'	PRON	me
calabrais	ADJ	calabrais
Tu	PRON	tu
droit	ADJ	droit
Et	CCONJ	et
homme	NOUN	homme
il	PRON	il
sérieux	ADJ	sérieux
--	PUNCT	--
œil	NOUN	œil
sous	ADP	sous
un	DET	un
savoir	VERB	savoir
.	PUNCT	.
...	PUNCT	...
avait	AUX	avoir
ça	PRON	cela
la	DET	le
cigares	NOUN	cigare
qui	PRON	qui
Non	ADV	non
La	DET	le
tâta	VERB	tâter
.	PUNCT	.
n'	ADV	n'
tu	PRON	tu
tape	VERB	tape
le	DET	le
dense	ADJ	dense
...	PUNCT	...
--	PUNCT	--
l'	DET	le
comme	ADP	comme
...	PUNCT	...
...	PUNCT	...
prévu	VERB	prévoir
du	ADP	de
ordinaire	ADJ	ordinaire
Va	VERB	aller
les	DET	le
glissant	VERB	glisser
...	PUNCT	...
jolie	ADJ	joli
vite	ADV	vite
ça	PRON	cela
allume	NOUN	allume
milieu	NOUN	milieu
Albert	PROPN	Albert
Rien	PRON	rien
Non	ADV	non
à	ADP	à
fais	VERB	faire
mégot	NOUN	mégot
,	PUNCT	,
Tu	PRON	tu
...	PUNCT	...
répondait	VERB	répondre
,	PUNCT	,
impression	NOUN	impression
puis	CCONJ	puis
ulcères	NOUN	ulcère
...	PUNCT	...
était	AUX	être
coup	NOUN	coup
maintenant	ADV	maintenant
la	DET	le
voit	VERB	voir
sérieux	ADJ	sérieux
blanc	ADJ	blanc
les	DET	le
le	DET	le
un	PRON	un
Tu	PRON	tu
et	CCONJ	et
ronronnement	NOUN	ronronnement
tout	ADJ	tout
dit	VERB	dire
,	PUNCT	,
attendre	VERB	attendre
développer	VERB	développer
-	ADV	-
t'	PRON	te
qu'	SCONJ	que
la	DET	le
,	PUNCT	,
Tu	PRON	tu
d'	ADP	de
sait	VERB	savoir
exagère	VERB	exagérer
Va	VERB	aller
ou	CCONJ	ou
,	PUNCT	,
sapins	NOUN	sapin
,	PUNCT	,
regard	NOUN	regard
On	PRON	on
que	SCONJ	que
et	CCONJ	et
être	AUX	être
les	DET	le
seuls	ADJ	seul
en	ADP	en
juste	ADV	juste
et	CCONJ	et
est	AUX	être
en	PRON	en
.	PUNCT	.
,	PUNCT	,
et	CCONJ	et
dix	NUM	dix
collait	VERB	coller
Et	CCONJ	et
?	PUNCT	?
si	SCONJ	si
baise	NOUN	baise
ulcère	NOUN	ulcère
les	DET	le
en	ADP	en
de	ADP	de
serais	AUX	être
continua	VERB	continuer
,	PUNCT	,
pour	ADP	pour
Simon	PROPN	Simon
.	PUNCT	.
il	PRON	il
Louis	PROPN	Louis
.	PUNCT	.
diversité	NOUN	diversité
,	PUNCT	,
.	PUNCT	.
Mocky	PROPN	Mocky
sapins	NOUN	sapin
--	PUNCT	--
avait	VERB	avoir
comme	SCONJ	comme
,	PUNCT	,
une	DET	un
cette	DET	ce
crâne	NOUN	crâne
tard	ADV	tard
ce	PRON	ce
Moc	PROPN	Moc
murmure	VERB	murmure
en	ADP	en
prenait	VERB	prendre
Louis	PROPN	Louis
présent	NOUN	présent
bois	VERB	boire
.	PUNCT	.
?	PUNCT	?
Qui	PRON	qui
la	DET	le
Autre	ADJ	autre
...	PUNCT	...
.	PUNCT	.
croyable	ADJ	croyable
,	PUNCT	,
Chargés	VERB	charger
qui	PRON	qui
--	PUNCT	--
.	PUNCT	.
Louis	PROPN	Louis
de	ADP	de
Un	DET	un
qui	PRON	qui
un	DET	un
?	PUNCT	?
redescendra	VERB	redescendre
jamais	ADV	jamais
il	PRON	il
,	PUNCT	,
le	DET	le
je	PRON	je
pas	ADV	pas
,	PUNCT	,
alluma	VERB	allumer
se	PRON	se
Mocky	PROPN	Mocky
cigarette	NOUN	cigarette
contre	ADP	contre
deux	NUM	deux
.	PUNCT	.
de	ADP	de
.	PUNCT	.
et	CCONJ	et
j'	PRON	je
cette	DET	ce
.	PUNCT	.
la	DET	le
cette	DET	ce
?	PUNCT	?
ventre	NOUN	ventre
Plus	ADV	plus
Peut	ADV	peut
pas	ADV	pas
--	PUNCT	--
de	ADP	de
son	DET	son
tomber	VERB	tomber
de	ADP	de
se	PRON	se
a	VERB	avoir
A	ADP	à
dépassait	VERB	dépasser
cette	DET	ce
et	CCONJ	et
,	PUNCT	,
,	PUNCT	,
rien	PRON	rien
à	ADP	à
livres	NOUN	livre
a	VERB	avoir
vivants	ADJ	vivant
Peut	ADV	peut
.	PUNCT	.
.	PUNCT	.
crosse	NOUN	crosse
ne	ADV	ne
prévoit	VERB	prévoir
si	SCONJ	si
Neige	NOUN	neige
une	DET	un
tout	PRON	tout
.	PUNCT	.
redressant	VERB	redresser
pouvait	VERB	pouvoir
La	DET	le
pour	ADP	pour
arrête	VERB	arrête
qui	PRON	qui
entre	ADP	entre
centimètres	NOUN	centimètre
La	DET	le
Ça	PRON	cela
des	ADP	de
d'	ADP	de
vierge	ADJ	vierge
une	DET	un
qu'	SCONJ	que
:	PUNCT	:
et	CCONJ	et
:	PUNCT	:
coin	NOUN	coin
Sans	ADP	sans
Giromagny	PROPN	Giromagny
L'	DET	le
.	PUNCT	.
il	PRON	il
cigare	NOUN	cigare
Chapitre	NOUN	chapitre
profil	NOUN	profil
réellement	ADV	réellement
même	ADJ	même
L'	DET	le
sa	DET	son
.	PUNCT	.
devenu	VERB	devenir
danse	NOUN	danse
,	PUNCT	,
de	ADP	de
estomac	NOUN	estomac
profil	NOUN	profil
il	PRON	il
ronde	NOUN	ronde
.	PUNCT	.
Rien	PRON	rien
moment	NOUN	moment
ça	PRON	cela
que	SCONJ	que
épaules	NOUN	épaule
plantée	VERB	planter
grise	ADJ	gris
ça	PRON	cela
...	PUNCT	...
ça	PRON	cela
ou	CCONJ	ou
dans	ADP	dans
À	ADP	à
trois	PRON	trois
glacé	ADJ	glacé
.	PUNCT	.
de	ADP	de
que	SCONJ	que
est	AUX	être
--	PUNCT	--
est	AUX	être
et	CCONJ	et
on	PRON	on
ne	ADV	ne
redescende	VERB	redescendre
,	PUNCT	,
.	PUNCT	.
pas	ADV	pas
...	PUNCT	...
un	PRON	un
cigarette	NOUN	cigarette
est	AUX	être
sûr	ADJ	sûr
fumes	VERB	fumer
sera	VERB	être
Dans	ADP	dans
,	PUNCT	,
demandait	VERB	demander
déjà	ADV	déjà
fit	AUX	faire
--	PUNCT	--
ventre	NOUN	ventre
,	PUNCT	,
de	ADP	de
la	DET	le
il	PRON	il
Il	PRON	il
flocons	NOUN	flocon
le	DET	le
avait	VERB	avoir
tout	ADV	tout
décontraction	NOUN	décontraction
peu	ADV	peu
ce	PRON	ce
dans	ADP	dans
un	DET	un
Des	DET	un
est	AUX	être
ce	PRON	ce
épaisseur	NOUN	épaisseur
si	SCONJ	si
serpentins	NOUN	serpentin
de	ADP	de
c'	PRON	ce
T'	PRON	te
baiser	VERB	baiser
ne	ADV	ne
est	AUX	être
cette	DET	ce
pare-brise	NOUN	pare-brise
plantée	VERB	planter
silence	NOUN	silence
ligne	NOUN	ligne
plus	ADV	plus
en	PRON	en
.	PUNCT	.
distingua	VERB	distinguer
de	ADP	de
maugréa	VERB	maugréer
et	CCONJ	et
le	DET	le
l'	PRON	l'
arbres	NOUN	arbre
ce	DET	ce
en	ADP	en
paillettes	NOUN	paillette
c'	PRON	ce
de	ADP	de
la	DET	le
Louis	PROPN	Louis
ceinture	NOUN	ceinture
a	VERB	avoir
sentait	VERB	sentir
le	DET	le
arrête	VERB	arrête
la	DET	le
un	DET	un
.	PUNCT	.
,	PUNCT	,
,	PUNCT	,
il	PRON	il
portière	NOUN	portière
besoin	NOUN	besoin
métalliques	ADJ	métallique
munies	VERB	munir
,	PUNCT	,
suppose	VERB	suppose
se	PRON	se
j'	PRON	je
poteau	NOUN	poteau
.	PUNCT	.
minutes	NOUN	minute
quand	ADV	quand
arrivait	VERB	arriver
.	PUNCT	.
d'	ADP	de
la	DET	le
.	PUNCT	.
grand	ADJ	grand
...	PUNCT	...
se	PRON	se
,	PUNCT	,
.	PUNCT	.
de	ADP	de
Jusqu'	ADP	jusque
dans	ADP	dans
que	PRON	que
mec	NOUN	mec
ainsi	ADV	ainsi
J'	PRON	je
il	PRON	il
une	DET	un
il	PRON	il
très	ADV	très
Un	DET	un
cuir	NOUN	cuir
faible	ADJ	faible
ralentit	VERB	ralentir
sentir	VERB	sentir
pince	NOUN	pince
Nom	NOUN	nom
tour	NOUN	tour
?	PUNCT	?
entre	ADP	entre
,	PUNCT	,
ça	PRON	cela
chemin	NOUN	chemin
regard	NOUN	regard
dizaines	NOUN	dizaine
cheveux	NOUN	cheveu
aux	ADP	à
poudroiements	NOUN	poudroiement
bien	ADV	bien
descendit	VERB	descendre
la	DET	le
le	DET	le
laissa	VERB	laisser
de	ADP	de
:	PUNCT	:
le	DET	le
de	ADP	de
recouvrait	VERB	recouvrir
redescendit	VERB	redescendre
viennent	VERB	venir
pied	NOUN	pied
,	PUNCT	,
s'	PRON	se
au	ADP	au
,	PUNCT	,
que	PRON	que
haie	NOUN	haie
étudiants	NOUN	étudiant
sangles	NOUN	sangle
ligne	NOUN	ligne
passage	NOUN	passage
incompréhensible	ADJ	incompréhensible
Louis	PROPN	Louis
pieds	NOUN	pied
--	PUNCT	--
proche	ADJ	proche
centaine	NOUN	centaine
un	DET	un
tout	NOUN	tout
,	PUNCT	,
pour	ADP	pour
dit	VERB	dire
virage	NOUN	virage
pour	ADP	pour
et	CCONJ	et
.	PUNCT	.
de	ADP	de
,	PUNCT	,
sur	ADP	sur
la	DET	le
boulot	NOUN	boulot
avoir	VERB	avoir
de	ADP	de
la	DET	le
le	DET	le
claqua	VERB	claquer
neige	NOUN	neige
Elle	PRON	lui
un	DET	un
sans	ADP	sans
étaient	AUX	être
tuyau	NOUN	tuyau
assura	VERB	assurer
planta	VERB	planter
tombé	VERB	tomber
.	PUNCT	.
des	ADP	de
Louis	PROPN	Louis
.	PUNCT	.
une	DET	un
possible	ADJ	possible
impression	NOUN	impression
si	SCONJ	si
,	PUNCT	,
secondes	NOUN	seconde
Jamais	ADV	jamais
les	DET	le
pas	ADV	pas
la	DET	le
,	PUNCT	,
Mocky	PROPN	Mocky
planta	VERB	planter
ou	CCONJ	ou
de	ADP	de
pendant	ADP	pendant
tourmente	NOUN	tourmente
dit	VERB	dire
dit	VERB	dire
pour	ADP	pour
.	PUNCT	.
n'	ADV	n'
?	PUNCT	?
-	ADV	-
par	ADP	par
sûr	ADJ	sûr
qui	PRON	qui
les	DET	le
Le	DET	le
de	ADP	de
Il	PRON	il
Non	ADV	non
neigeuse	ADJ	neigeux
dur	ADJ	dur
néant	NOUN	néant
mètres	NOUN	mètre
montée	NOUN	montée
de	ADP	de
en	PRON	en
tandis	ADV	tandis
sur	ADP	sur
cette	DET	ce
à	ADP	à
voiture	NOUN	voiture
ventre	NOUN	ventre
plus	ADV	plus
peu	ADV	peu
pareils	ADJ	pareil
,	PUNCT	,
Il	PRON	il
de	ADP	de
fait	AUX	faire
.	PUNCT	.
net	ADV	net
vingtaine	NOUN	vingtaine
poteau	NOUN	poteau
levés	VERB	lever
merde	NOUN	merde
Et	CCONJ	et
ligne	NOUN	ligne
la	DET	le
lourdes	ADJ	lourd
est	AUX	être
au	ADP	au
Il	PRON	il
,	PUNCT	,
doublait	VERB	doubler
,	PUNCT	,
bois	NOUN	bois
,	PUNCT	,
était	AUX	être
répondit	VERB	répondre
griffes	NOUN	griffe
la	DET	le
présumé	ADJ	présumer
Il	PRON	il
Un	DET	un
retrouva	VERB	retrouver
trace	NOUN	trace
plastifié	VERB	plastifier
.	PUNCT	.
couche	NOUN	couche
dans	ADP	dans
dans	ADP	dans
--	PUNCT	--
C'	PRON	ce
.	PUNCT	.
à	ADP	à
.	PUNCT	.
et	CCONJ	et
se	PRON	se
La	DET	le
flocons	NOUN	flocon
la	DET	le
il	PRON	il
Il	PRON	il
jura	VERB	jurer
,	PUNCT	,
,	PUNCT	,
tout	ADV	tout
des	ADP	de
sa	DET	son
l'	PRON	l'
à	ADP	à
s'	PRON	se
pas	ADV	pas
.	PUNCT	.
de	ADP	de
,	PUNCT	,
éteint	VERB	éteindre
plus	ADV	plus
point	NOUN	point
doucement	ADV	doucement
C'	PRON	ce
était	VERB	être
à	ADP	à
long	NOUN	long
son	DET	son
plus	ADV	plus
dans	ADP	dans
,	PUNCT	,
direction	NOUN	direction
,	PUNCT	,
il	PRON	il
causer	VERB	causer
griffes	NOUN	griffe
--	PUNCT	--
peut-être	ADV	peut-être
,	PUNCT	,
vous	PRON	vous
visage	NOUN	visage
la	DET	le
à	ADP	à
,	PUNCT	,
changé	VERB	changer
d'	ADP	de
niais	ADJ	niais
poche	NOUN	poche
ai	VERB	avoir
.	PUNCT	.
l'	PRON	l'
.	PUNCT	.
cinéma	NOUN	cinéma
néant	NOUN	néant
:	PUNCT	:
pendant	ADP	pendant
Et	CCONJ	et
biais	NOUN	biais
et	CCONJ	et
moment	NOUN	moment
du	ADP	de
le	DET	le
quand	SCONJ	quand
On	PRON	on
comme	ADP	comme
--	PUNCT	--
de	ADP	de
fil	NOUN	fil
boots	NOUN	boot
,	PUNCT	,
deux	PRON	deux
le	DET	le
échanger	VERB	échanger
de	ADP	de
folkloriques	ADJ	folklorique
dirait	VERB	dire
la	DET	le
.	PUNCT	.
.	PUNCT	.
.	PUNCT	.
l'	DET	le
bien	ADV	bien
quelques	DET	quelque
par	ADP	par
était	AUX	être
On	PRON	on
qui	PRON	qui
il	PRON	il
passa	VERB	passer
la	DET	le
peut	VERB	pouvoir
sur	ADP	sur
parfaitement	ADV	parfaitement
gars	NOUN	gars
.	PUNCT	.
un	DET	un
Regarde	VERB	regarde
E.D.F.	PROPN	E.D.F.
de	ADP	de
ça	PRON	cela
tout	ADV	tout
besoin	NOUN	besoin
de	ADP	de
le	DET	le
d'	ADP	de
C.R.S.	NOUN	c.r.s.
bosquet	NOUN	bosquet
lèvres	NOUN	lèvre
secondes	NOUN	seconde
et	CCONJ	et
ses	DET	son
ses	DET	son
chevilles	NOUN	cheville
pas	ADV	pas
C'	PRON	ce
ses	DET	son
téléphonique	ADJ	téléphonique
dans	ADP	dans
dans	ADP	dans
la	DET	le
qui	PRON	qui
ses	DET	son
est	AUX	être
poteau	NOUN	poteau
.	PUNCT	.
nuage	NOUN	nuage
