poussait	VERB	pousser
de	ADP	de
la	DET	le
de	ADP	de
eu	VERB	avoir
ses	DET	son
il	PRON	il
est	AUX	être
de	ADP	de
matrimoniaux	ADJ	matrimonial
,	PUNCT	,
.	PUNCT	.
accommodé	VERB	accommoder
donnait	VERB	donner
rarement	ADV	rarement
matin	NOUN	matin
tourelles	NOUN	tourelle
,	PUNCT	,
paria	NOUN	paria
d'	ADP	de
en	ADP	en
étendait	VERB	étendre
lattes	NOUN	latte
artisan	NOUN	artisan
par	ADP	par
circulaient	VERB	circuler
situé	VERB	situer
rectangle	NOUN	rectangle
,	PUNCT	,
choix	NOUN	choix
Ouest	PROPN	Ouest
prison	NOUN	prison
et	CCONJ	et
cour	NOUN	cour
.	PUNCT	.
fermé	VERB	fermer
aux	ADP	à
lui	PRON	lui
était	AUX	être
la	DET	le
profonde	ADJ	profond
à	ADP	à
ses	DET	son
et	CCONJ	et
fait	VERB	faire
était	AUX	être
chambre	NOUN	chambre
évangélique	ADJ	évangélique
dans	ADP	dans
Prokop	PROPN	Prokop
avait	AUX	avoir
Sa	DET	son
années	NOUN	année
;	PUNCT	;
un	DET	un
charmes	NOUN	charme
.	PUNCT	.
ténuité	NOUN	ténuité
.	PUNCT	.
allait	VERB	aller
était	AUX	être
encore	ADV	encore
la	DET	le
belle	ADJ	bel
son	DET	son
.	PUNCT	.
et	CCONJ	et
était	AUX	être
peu	ADV	peu
un	PRON	un
amis	NOUN	ami
.	PUNCT	.
d'	ADP	de
une	DET	un
émigré	VERB	émigrer
heure	NOUN	heure
serpillière	NOUN	serpillière
ocre	ADJ	ocre
rouge	NOUN	rouge
;	PUNCT	;
fille	NOUN	fille
d'	ADP	de
tant	ADV	tant
longue	ADJ	long
petit	ADJ	petit
prisonnier	NOUN	prisonnier
environ	ADV	environ
politiques	ADJ	politique
et	CCONJ	et
.	PUNCT	.
en	ADP	en
s'	PRON	se
en	ADP	en
un	DET	un
qui	PRON	qui
n'	ADV	n'
son	DET	son
installé	VERB	installer
excentré	ADJ	excentré
encore	ADV	encore
ras	NOUN	ras
,	PUNCT	,
une	DET	un
tachés	VERB	tacher
ses	DET	son
une	DET	un
art	NOUN	art
-	NOUN	-
modestie	NOUN	modestie
un	DET	un
en	ADP	en
tilleul	NOUN	tilleul
ses	DET	son
et	CCONJ	et
de	ADP	de
cheminées	NOUN	cheminée
temps	NOUN	temps
ces	DET	ce
avait	VERB	avoir
était	AUX	être
de	ADP	de
spacieuse	ADJ	spacieux
de	ADP	de
les	DET	le
aux	ADP	à
il	PRON	il
haut	NOUN	haut
était	AUX	être
l'	DET	le
sur	ADP	sur
la	DET	le
radios	NOUN	radio
la	DET	le
lit	NOUN	lit
importance	NOUN	importance
et	CCONJ	et
son	DET	son
des	DET	un
,	PUNCT	,
un	DET	un
Et	CCONJ	et
accordait	VERB	accorder
petite	ADJ	petit
non	ADV	non
,	PUNCT	,
et	CCONJ	et
preuve	NOUN	preuve
de	ADP	de
de	ADP	de
,	PUNCT	,
forme	NOUN	forme
paroi	NOUN	paroi
son	DET	son
plupart	NOUN	plupart
lui	PRON	lui
On	PRON	on
vociféraient	VERB	vociférer
de	ADP	de
cour	NOUN	cour
toujours	ADV	toujours
d'	ADP	de
pariade	NOUN	pariade
semaine	NOUN	semaine
lui	PRON	lui
en	ADP	en
.	PUNCT	.
un	DET	un
avait	AUX	avoir
engagements	NOUN	engagement
rue	NOUN	rue
dans	ADP	dans
hêtres	NOUN	hêtre
découragement	NOUN	découragement
aucun	DET	aucun
de	ADP	de
et	CCONJ	et
tramways	NOUN	tramway
.	PUNCT	.
.	PUNCT	.
jouissance	NOUN	jouissance
,	PUNCT	,
par	ADP	par
,	PUNCT	,
,	PUNCT	,
vivotait	VERB	vivoter
d'	ADP	de
pourquoi	ADV	pourquoi
automne	NOUN	automne
lessivait	VERB	lessiver
clamant	VERB	clamer
d'	ADP	de
Magda	PROPN	Magda
étrange	ADJ	étrange
étendue	NOUN	étendue
échange	NOUN	échange
de	ADP	de
jour	NOUN	jour
toit	NOUN	toit
ménage	NOUN	ménage
;	PUNCT	;
pratique	NOUN	pratique
un	DET	un
les	DET	le
contrepoint	NOUN	contrepoint
formait	VERB	former
portes	NOUN	porte
que	PRON	que
de	ADP	de
Autrefois	ADV	autrefois
psaumes	NOUN	psaume
insoupçonnés	ADJ	insoupçonné
—	PUNCT	—
couloirs	NOUN	couloir
de	ADP	de
elles	PRON	lui
.	PUNCT	.
et	CCONJ	et
avait	AUX	avoir
avait	AUX	avoir
façades	NOUN	façade
la	DET	le
oiseaux	NOUN	oiseau
de	ADP	de
.	PUNCT	.
grandes	ADJ	grand
jaunâtre	ADJ	jaunâtre
herbes	NOUN	herbe
assez	ADV	assez
enfants	NOUN	enfant
sens	NOUN	sens
de	ADP	de
en	PRON	en
par	ADP	par
les	DET	le
,	PUNCT	,
surmonté	VERB	surmonter
dimanche	NOUN	dimanche
de	ADP	de
maternelles	NOUN	maternelle
.	PUNCT	.
laquelle	PRON	lequel
ensemble	NOUN	ensemble
end	NOUN	end
sa	DET	son
son	DET	son
douceur	NOUN	douceur
la	DET	le
lui	PRON	lui
s'	PRON	se
université	NOUN	université
pays	NOUN	pays
traînées	NOUN	traînée
moins	ADV	moins
la	DET	le
de	ADP	de
une	DET	un
La	DET	le
cette	DET	ce
de-là	ADV	de-là
balayait	VERB	balayer
travail	NOUN	travail
il	PRON	il
la	DET	le
qui	PRON	qui
de	ADP	de
par	ADP	par
donné	VERB	donner
antennes	NOUN	antenne
Bon	ADJ	bon
car	CCONJ	car
bâtisse	NOUN	bâtisse
une	DET	un
une	DET	un
la	DET	le
.	PUNCT	.
compromis	NOUN	compromis
moitié	NOUN	moitié
vitrage	NOUN	vitrage
des	DET	un
et	CCONJ	et
pardessus	ADV	pardessus
portes	NOUN	porte
,	PUNCT	,
Quant	ADV	quant
mortes	ADJ	mort
toute	ADJ	tout
fidèles	NOUN	fidèle
arbres	NOUN	arbre
avec	ADP	avec
contraint	VERB	contraindre
on	PRON	on
ciel	NOUN	ciel
de	ADP	de
en	ADP	en
des	ADP	de
où	PRON	où
était	VERB	être
en	ADP	en
-	PRON	-
Poupa	PROPN	Poupa
la	DET	le
liberté	NOUN	liberté
en	ADP	en
cette	DET	ce
été	NOUN	été
d'	ADP	de
fenêtres	NOUN	fenêtre
peu	ADV	peu
,	PUNCT	,
,	PUNCT	,
et	CCONJ	et
été	NOUN	été
voix	NOUN	voix
,	PUNCT	,
au	ADP	au
atelier	NOUN	atelier
en	ADP	en
tempos	NOUN	tempo
peau	NOUN	peau
charge	NOUN	charge
teintée	VERB	teinter
le	DET	le
avait	AUX	avoir
Olbram	PROPN	Olbram
son	DET	son
balai	NOUN	balai
en	ADP	en
un	DET	un
et	CCONJ	et
plat	ADJ	plat
mariages	NOUN	mariage
de	ADP	de
hauts	ADJ	haut
apprendre	VERB	apprendre
à	ADP	à
la	DET	le
réduit	NOUN	réduit
donnait	VERB	donner
je	PRON	je
milieu	NOUN	milieu
.	PUNCT	.
de	ADP	de
qu'	PRON	qu'
elle	PRON	lui
d'	ADP	de
l'	PRON	l'
s'	PRON	se
monotone	ADJ	monotone
balai	NOUN	balai
elles	PRON	lui
herbue	ADJ	herbu
cuisine	NOUN	cuisine
du	ADP	de
.	PUNCT	.
.	PUNCT	.
loufoquerie	NOUN	loufoquerie
ouvert	VERB	ouvrir
un	DET	un
pénombre	NOUN	pénombre
très	ADV	très
-	NOUN	-
rosiers	NOUN	rosier
Il	PRON	il
,	PUNCT	,
Marie	PROPN	Marie
ce	DET	ce
.	PUNCT	.
avait	AUX	avoir
les	DET	le
un	DET	un
était	AUX	être
d'	ADP	de
haut	ADJ	haut
-	PRON	-
En	ADP	en
cuisine	NOUN	cuisine
et	CCONJ	et
Au	ADP	au
à	ADP	à
,	PUNCT	,
sombre	ADJ	sombre
Vêpres	NOUN	vêpres
avec	ADP	avec
mesquin	NOUN	mesquin
—	PUNCT	—
la	DET	le
espace	NOUN	espace
sauvage	ADJ	sauvage
bien	ADV	bien
changer	VERB	changer
exerçait	VERB	exercer
et	CCONJ	et
de	ADP	de
parmi	ADP	parmi
,	PUNCT	,
immeubles	NOUN	immeuble
perçaient	VERB	percer
l'	DET	le
les	DET	le
Poupa	PROPN	Poupa
de	ADP	de
à	ADP	à
la	DET	le
martèlement	NOUN	martèlement
étage	NOUN	étage
sensation	NOUN	sensation
et	CCONJ	et
murs	NOUN	mur
dormait	VERB	dormir
il	PRON	il
boisée	ADJ	boisé
,	PUNCT	,
était	AUX	être
.	PUNCT	.
au	ADP	au
et	CCONJ	et
neige	NOUN	neige
Tout-Puissant	NOUN	tout-puissant
l'	DET	le
entre	ADP	entre
ni	CCONJ	ni
et	CCONJ	et
de	ADP	de
verrière	NOUN	verrière
fond	NOUN	fond
engagements	NOUN	engagement
intérieur	NOUN	intérieur
à	ADP	à
avaient	AUX	avoir
d'	ADP	de
.	PUNCT	.
ses	DET	son
zinc	NOUN	zinc
problématique	ADJ	problématique
et	CCONJ	et
,	PUNCT	,
étages	NOUN	étage
divorcé	VERB	divorcer
isolé	ADJ	isolé
entre	ADP	entre
espaces	NOUN	espace
arbustes	NOUN	arbuste
professeur	NOUN	professeur
et	CCONJ	et
avait	AUX	avoir
têtue	ADJ	têtu
,	PUNCT	,
avait	AUX	avoir
quartier	NOUN	quartier
autres	ADJ	autre
balayer	VERB	balayer
une	DET	un
Avec	ADP	avec
il	PRON	il
côté	NOUN	côté
faisaient	VERB	faire
,	PUNCT	,
folles	ADJ	fou
et	CCONJ	et
Avant	ADP	avant
d'	ADP	de
il	PRON	il
d'	ADP	de
Il	PRON	il
comprenait	VERB	comprendre
en	ADP	en
toute	ADJ	tout
,	PUNCT	,
,	PUNCT	,
brin	NOUN	brin
entrepôt	NOUN	entrepôt
logis	NOUN	logis
pluies	NOUN	pluie
un	DET	un
printemps	NOUN	printemps
immeubles	NOUN	immeuble
Et	CCONJ	et
du	ADP	de
son	DET	son
Cela	PRON	cela
poignée	NOUN	poignée
emploi	NOUN	emploi
et	CCONJ	et
tapi	VERB	tapir
de	ADP	de
amours	NOUN	amour
le	DET	le
divorce	NOUN	divorce
un	DET	un
aux	ADP	à
Prokop	PROPN	Prokop
à	ADP	à
Et	CCONJ	et
Il	PRON	il
une	DET	un
faits	VERB	faire
diverses	ADJ	divers
avait	AUX	avoir
par	ADP	par
les	DET	le
ou	CCONJ	ou
d'	ADP	de
des	ADP	de
hérissés	VERB	hérisser
buissons	NOUN	buisson
et	CCONJ	et
ample	ADJ	ample
restait	VERB	rester
éclipses	NOUN	éclipse
enrouaient	VERB	enrouer
du	ADP	de
à	ADP	à
déblayer	VERB	déblayer
,	PUNCT	,
de-ci	ADV	de-ci
,	PUNCT	,
enseignement	NOUN	enseignement
était	AUX	être
n'	ADV	n'
avec	ADP	avec
un	DET	un
et	CCONJ	et
menus	ADJ	menu
la	DET	le
son	DET	son
.	PUNCT	.
long	ADJ	long
Avec	ADP	avec
est	VERB	être
attention	NOUN	attention
même	ADV	même
usure	NOUN	usure
l'	DET	le
soirs	NOUN	soir
en	ADP	en
raison	NOUN	raison
fils	NOUN	fils
qui	PRON	qui
cette	DET	ce
il	PRON	il
ses	DET	son
pleines	ADJ	plein
améliorer	VERB	améliorer
de	ADP	de
divisé	VERB	diviser
un	DET	un
un	DET	un
la	DET	le
.	PUNCT	.
,	PUNCT	,
rien	PRON	rien
les	DET	le
escaliers	NOUN	escalier
pignons	NOUN	pignon
de	ADP	de
bâtiment	NOUN	bâtiment
avait	AUX	avoir
une	DET	un
sanctifiée	VERB	sanctifier
en	ADP	en
un	DET	un
liaisons	NOUN	liaison
planté	VERB	planter
les	DET	le
les	DET	le
avait	VERB	avoir
plus	ADV	plus
chacun	PRON	chacun
assez	ADV	assez
il	PRON	il
de	ADP	de
saturés	VERB	saturer
revanche	NOUN	revanche
à	ADP	à
hiver	NOUN	hiver
la	DET	le
soumission	NOUN	soumission
il	PRON	il
un	DET	un
frontières	NOUN	frontière
expert	NOUN	expert
des	ADP	de
en	ADP	en
passeport	NOUN	passeport
Il	PRON	il
avec	ADP	avec
des	ADP	de
.	PUNCT	.
Comme	SCONJ	comme
était	AUX	être
que	ADV	que
et	CCONJ	et
1	NUM	1
chaque	DET	chaque
deux	NUM	deux
Plantes	NOUN	plante
c'	PRON	ce
froid	NOUN	froid
marches	NOUN	marche
du	ADP	de
sensation	NOUN	sensation
petit	ADJ	petit
vue	NOUN	vue
l'	DET	le
frênes	NOUN	frêne
église	NOUN	église
à	ADP	à
fouillis	NOUN	fouillis
l'	DET	le
lettres	NOUN	lettre
ci	PRON	ci
d'	ADP	de
était	AUX	être
C'	PRON	ce
était	AUX	être
qui	PRON	qui
avait	AUX	avoir
un	DET	un
la	DET	le
fallu	VERB	falloir
ceinte	VERB	ceindre
en	ADP	en
elles	PRON	lui
là	ADV	là
ses	DET	son
des	ADP	de
homme	NOUN	homme
il	PRON	il
chagrin	NOUN	chagrin
brun	NOUN	brun
de	ADP	de
avec	ADP	avec
un	DET	un
saisons	NOUN	saison
n'	ADV	n'
de	ADP	de
dans	ADP	dans
un	DET	un
la	DET	le
paix	NOUN	paix
sur	ADP	sur
pas	ADV	pas
garde	NOUN	garde
rivalisaient	VERB	rivaliser
fougères	NOUN	fougère
fois	NOUN	fois
2	NUM	2
couronné	VERB	couronner
ou	CCONJ	ou
il	PRON	il
rongeaient	VERB	ronger
conséquences	NOUN	conséquence
d'	ADP	de
,	PUNCT	,
une	DET	un
du	ADP	de
ouvertes	ADJ	ouvert
de	ADP	de
jardin	NOUN	jardin
.	PUNCT	.
.	PUNCT	.
plus	ADV	plus
infimes	ADJ	infime
son	DET	son
son	DET	son
du	ADP	de
musiques	NOUN	musique
chambre	NOUN	chambre
;	PUNCT	;
d'	ADP	de
à	ADP	à
Avec	ADP	avec
tracée	VERB	tracer
fils	NOUN	fils
grave	ADJ	grave
ses	DET	son
râteaux	NOUN	râteau
feuilles	NOUN	feuille
bois	NOUN	bois
enfants	NOUN	enfant
cela	PRON	cela
les	DET	le
au	ADP	au
et	CCONJ	et
de	ADP	de
,	PUNCT	,
marge	NOUN	marge
trottoirs	NOUN	trottoir
branchages	NOUN	branchage
.	PUNCT	.
tout	ADJ	tout
ténacité	NOUN	ténacité
.	PUNCT	.
dérision	NOUN	dérision
de	ADP	de
crépis	NOUN	crépi
serpillière	NOUN	serpillière
en	PRON	en
été	AUX	être
pour	ADP	pour
pan	NOUN	pan
Poupa	PROPN	Poupa
sur	ADP	sur
ville	NOUN	ville
rétrécissant	VERB	rétrécir
babil	NOUN	babil
des	DET	un
dont	PRON	dont
et	CCONJ	et
une	DET	un
le	DET	le
du	ADP	de
cour	NOUN	cour
appartement	NOUN	appartement
broussaille	NOUN	broussaille
sa	DET	son
.	PUNCT	.
destin	NOUN	destin
.	PUNCT	.
,	PUNCT	,
l'	DET	le
des	DET	un
Avec	ADP	avec
quoi	PRON	quoi
les	DET	le
avait	AUX	avoir
saison	NOUN	saison
lui	PRON	lui
et	CCONJ	et
enfouissaient	VERB	enfouir
patience	NOUN	patience
mêlés	VERB	mêler
Prokop	PROPN	Prokop
La	DET	le
cris	NOUN	cri
du	ADP	de
avait	VERB	avoir
culte	NOUN	culte
pommiers	NOUN	pommier
ne	NOUN	ne
ou	CCONJ	ou
et	CCONJ	et
lui	PRON	lui
quelques	DET	quelque
toilettes	NOUN	toilette
voitures	NOUN	voiture
un	DET	un
métier	NOUN	métier
;	PUNCT	;
tant	ADV	tant
dans	ADP	dans
ou	CCONJ	ou
surveillée	VERB	surveiller
semblables	NOUN	semblable
Prokop	PROPN	Prokop
et	CCONJ	et
voix	NOUN	voix
relégué	VERB	reléguer
-	NOUN	-
un	DET	un
restreinte	ADJ	restreindre
étages	NOUN	étage
et	CCONJ	et
une	DET	un
beautés	NOUN	beauté
soir	NOUN	soir
laquelle	PRON	lequel
son	DET	son
entrepôt	NOUN	entrepôt
dans	ADP	dans
où	PRON	où
le	DET	le
lui	PRON	lui
des	DET	un
au	ADP	au
immeubles	NOUN	immeuble
six	NUM	six
,	PUNCT	,
;	PUNCT	;
Poupa	PROPN	Poupa
développé	VERB	développer
voyait	VERB	voir
.	PUNCT	.
vie	NOUN	vie
en	ADP	en
,	PUNCT	,
deux	NUM	deux
fille	NOUN	fille
de	ADP	de
,	PUNCT	,
Prokop	PROPN	Prokop
la	DET	le
toits	NOUN	toit
homme	NOUN	homme
gris	ADJ	gris
automne	NOUN	automne
sort	NOUN	sort
bistres	NOUN	bistre
et	CCONJ	et
,	PUNCT	,
échouer	VERB	échouer
joie	NOUN	joie
pour	ADP	pour
le	DET	le
avait	AUX	avoir
fenêtres	NOUN	fenêtre
des	ADP	de
,	PUNCT	,
petit	ADJ	petit
Du	ADP	de
et	CCONJ	et
un	DET	un
résonnait	VERB	résonner
Olinka	PROPN	Olinka
Ainsi	ADV	ainsi
Cet	DET	ce
,	PUNCT	,
,	PUNCT	,
perchoirs	NOUN	perchoir
.	PUNCT	.
cour	NOUN	cour
la	DET	le
davantage	ADV	davantage
femme	NOUN	femme
C'	PRON	ce
province	NOUN	province
il	PRON	il
du	ADP	de
les	DET	le
.	PUNCT	.
toutes	ADJ	tout
Deux	NUM	Deux
grand	ADJ	grand
pesants	ADJ	pesant
les	DET	le
;	PUNCT	;
la	DET	le
à	ADP	à
Faites	VERB	faire
les	DET	le
de	ADP	de
des	ADP	de
Certaines	DET	certain
son	DET	son
désordre	NOUN	désordre
quelques	DET	quelque
était	AUX	être
en	PRON	en
sourcil	NOUN	sourcil
ce	DET	ce
graffitis	NOUN	graffiti
escalier	NOUN	escalier
Sluneékovâ	PROPN	Sluneékovâ
exprimait	VERB	exprimer
de	ADP	de
écharpe	NOUN	écharpe
coup	NOUN	coup
,	PUNCT	,
marionnettiste	NOUN	marionnettiste
son	DET	son
Ledit	DET	ledit
en	PRON	en
rallongeant	VERB	rallonger
Slu	PROPN	Slu
vous	PRON	vous
Robinson	PROPN	Robinson
que	SCONJ	que
ventre	NOUN	ventre
.	PUNCT	.
événements	NOUN	événement
les	DET	le
menacer	VERB	menacer
par	ADP	par
s'	PRON	se
palier	NOUN	palier
poivrote	NOUN	poivrot
s'	PRON	se
barbe	NOUN	barbe
de	ADP	de
dernier	ADJ	dernier
ou	CCONJ	ou
*	PUNCT	*
fresque	NOUN	fresque
toujours	ADV	toujours
avait	AUX	avoir
moins	ADV	moins
en	PRON	en
,	PUNCT	,
faisaient	VERB	faire
que	SCONJ	que
en	ADP	en
râles	NOUN	râle
Cette	DET	ce
donnait	VERB	donner
,	PUNCT	,
au	ADP	au
la	DET	le
moquer	VERB	moquer
à	ADP	à
bonnes	ADJ	bon
air	NOUN	air
sorti	VERB	sortir
de	ADP	de
son	DET	son
gravir	VERB	gravir
vers	ADP	vers
la	DET	le
loin	ADV	loin
avait	AUX	avoir
et	CCONJ	et
aux	ADP	à
,	PUNCT	,
d'	ADP	de
de	ADP	de
d'	ADP	de
puissance	NOUN	puissance
comme	ADP	comme
des	ADP	de
infirme	ADJ	infirme
gamins	NOUN	gamin
froncé	VERB	froncer
de	ADP	de
»	PUNCT	»
livres	NOUN	livre
torse	NOUN	torse
larges	ADJ	large
épiaient	VERB	épier
Monsieur	NOUN	Monsieur
ses	DET	son
,	PUNCT	,
dont	PRON	dont
ayant	AUX	avoir
au	ADP	au
.	PUNCT	.
chez	ADP	chez
football	NOUN	football
été	AUX	être
et	CCONJ	et
d'	ADP	de
n'	ADV	n'
jusqu'	ADP	jusque
lui	PRON	lui
s'	PRON	se
toujours	ADV	toujours
la	DET	le
une	DET	un
de	ADP	de
piquer	VERB	piquer
et	CCONJ	et
entre	ADP	entre
temps	NOUN	temps
voisins	NOUN	voisin
ne	ADV	ne
nullement	ADV	nullement
de	ADP	de
de	ADP	de
Slavik	PROPN	Slavik
Malgré	ADP	malgré
.	PUNCT	.
à	ADP	à
en	ADP	en
il	PRON	il
Le	DET	le
face	NOUN	face
un	DET	un
obscénité	NOUN	obscénité
que	SCONJ	que
voisins	NOUN	voisin
mais	CCONJ	mais
de	ADP	de
un	DET	un
,	PUNCT	,
.	PUNCT	.
la	DET	le
de	ADP	de
avait	VERB	avoir
♦	PUNCT	♦
immense	ADJ	immense
de	ADP	de
elle	PRON	lui
au	ADP	au
le	DET	le
,	PUNCT	,
salle	NOUN	salle
gaffe	NOUN	gaffe
même	ADV	même
il	PRON	il
chez	ADP	chez
relégués	VERB	reléguer
ils	PRON	il
emmenait	VERB	emmener
aurait	AUX	avoir
airs	NOUN	air
fabuleuse	ADJ	fabuleux
Or	PROPN	Or
,	PUNCT	,
important	ADJ	important
elle	PRON	lui
dangereux	ADJ	dangereux
.	PUNCT	.
de	ADP	de
le	DET	le
qu'	PRON	qu'
lors	ADV	lors
père	NOUN	père
,	PUNCT	,
qu'	PRON	qu'
Petit-Soleil	PROPN	Petit-Soleil
Alors	ADV	alors
la	DET	le
ingénier	VERB	ingénier
à	ADP	à
mon	DET	mon
sinistres	ADJ	sinistre
découvert	VERB	découvrir
.	PUNCT	.
voisinaient	VERB	voisiner
taurine	ADJ	taurin
recevait	VERB	recevoir
un	DET	un
devant	ADP	devant
vieillard	NOUN	vieillard
bande	NOUN	bande
pas	NOUN	pas
leur	DET	leur
en	ADP	en
à	ADP	à
un	DET	un
de	ADP	de
d'	ADP	de
prison	NOUN	prison
avait	AUX	avoir
à	ADP	à
à	ADP	à
fureur	NOUN	fureur
.	PUNCT	.
yeux	NOUN	oeil
toute	ADJ	tout
de	ADP	de
préférait	VERB	préférer
faune	NOUN	faune
faux	ADJ	faux
son	DET	son
les	DET	le
elle	PRON	lui
chien	NOUN	chien
moindre	ADJ	moindre
cuisine	NOUN	cuisine
noms	NOUN	nom
bête	NOUN	bête
ne	ADV	ne
et	CCONJ	et
chien	NOUN	chien
comme	ADP	comme
que	ADV	que
de	DET	de
pâté	NOUN	pâté
sourde	ADJ	sourd
pincée	VERB	pincer
air	NOUN	air
meubles	NOUN	meuble
ménage	NOUN	ménage
mais	CCONJ	mais
déployer	VERB	déployer
,	PUNCT	,
;	PUNCT	;
,	PUNCT	,
de	ADP	de
Radomîr	PROPN	Radomîr
l'	DET	le
d'	ADP	de
,	PUNCT	,
dans	ADP	dans
ami	NOUN	ami
du	ADP	de
sous	ADP	sous
la	DET	le
de	DET	de
histoire	NOUN	histoire
grognement	NOUN	grognement
retransmission	NOUN	retransmission
neëkovâ	PROPN	neëkovâ
de	ADP	de
l'	DET	le
murs	NOUN	mur
avait	AUX	avoir
pas	ADV	pas
visiteurs	NOUN	visiteur
perdu	VERB	perdre
de	ADP	de
à	ADP	à
Prokop	PROPN	Prokop
monsieur	NOUN	Monsieur
,	PUNCT	,
chaque	DET	chaque
pro-	ADV	pro-
Prokop	PROPN	Prokop
le	PRON	le
balade	NOUN	balade
de	ADP	de
avait	AUX	avoir
les	DET	le
de	ADP	de
croisait	VERB	croiser
ses	DET	son
prison	NOUN	prison
de	ADP	de
des	DET	un
que	SCONJ	que
devant	NOUN	devant
d'	ADP	de
tanière	NOUN	tanière
fort	ADV	fort
Ils	PRON	il
un	DET	un
tous	ADJ	tout
et	CCONJ	et
voir	VERB	voir
épaules	NOUN	épaule
vous	PRON	vous
un	DET	un
murs	NOUN	mur
les	DET	le
Olbram	PROPN	Olbram
avec	ADP	avec
rouge	ADJ	rouge
œuvre	NOUN	œuvre
culs	NOUN	cul
vieille	ADJ	vieux
dossiers	NOUN	dossier
fichés	VERB	ficher
dessous	NOUN	dessous
risquées	VERB	risquer
et	CCONJ	et
de	DET	de
cette	DET	ce
il	PRON	il
de	ADP	de
de	ADP	de
accordait	VERB	accorder
à	ADP	à
s'	PRON	se
Rivée	VERB	river
elle	PRON	lui
menton	NOUN	menton
poissarde	NOUN	poissarde
les	DET	le
contenter	VERB	contenter
grimpaient	VERB	grimper
ralenti	NOUN	ralenti
l'	DET	le
le	DET	le
mine	NOUN	mine
la	DET	le
flamboyante	ADJ	flamboyant
leurs	DET	leur
il	PRON	il
choucas	NOUN	choucas
farouche	ADJ	farouche
cons	NOUN	con
héros	NOUN	héros
de	ADP	de
la	DET	le
de	ADP	de
avec	ADP	avec
Prokop	PROPN	Prokop
comme	ADP	comme
intention	NOUN	intention
