régulières	ADJ	régulier
,	PUNCT	,
plus	ADV	plus
foule	NOUN	foule
un	DET	un
règles	NOUN	règle
trop	ADV	trop
puis	CCONJ	puis
c'	PRON	ce
la	DET	le
bruit	NOUN	bruit
en	ADP	en
cru	VERB	croire
quitte	ADV	quitte
a	AUX	avoir
demis	NOUN	demi
la	DET	le
il	PRON	il
si	ADV	si
est	AUX	être
de	ADP	de
.	PUNCT	.
Détourner	VERB	détourner
minute	NOUN	minute
au	ADP	au
.	PUNCT	.
ses	DET	son
les	DET	le
Ça	PRON	cela
lire	VERB	lire
charge	NOUN	charge
d'	ADP	de
bousculade	NOUN	bousculade
la	DET	le
plus	ADV	plus
c'	PRON	ce
.	PUNCT	.
du	ADP	de
onze	NUM	onze
,	PUNCT	,
métro	NOUN	métro
.	PUNCT	.
d'	ADP	de
acier	NOUN	acier
qui	PRON	qui
il	PRON	il
les	DET	le
,	PUNCT	,
pas	ADV	pas
les	DET	le
la	DET	le
y	PRON	y
malgré	ADP	malgré
l'	DET	le
va	VERB	aller
payez	PROPN	payer
le	DET	le
,	PUNCT	,
leurs	DET	leur
le	PRON	le
couloir	NOUN	couloir
rude	ADJ	rude
même	PRON	même
,	PUNCT	,
quarante	NUM	quarante
qu'	SCONJ	que
quelle	DET	quel
ici	ADV	ici
de	ADP	de
ou	CCONJ	ou
sa	DET	son
souterrain	ADJ	souterrain
largement	ADV	largement
journal	NOUN	journal
de	ADP	de
principe	NOUN	principe
l'	PRON	l'
d'	ADP	de
docteur	NOUN	docteur
gens	NOUN	gens
est	AUX	être
quantifié	VERB	quantifier
milieu	NOUN	milieu
leurs	DET	leur
dans	ADP	dans
retard	NOUN	retard
toujours	ADV	toujours
que	ADV	que
besoin	NOUN	besoin
cesse	VERB	cesse
œil	NOUN	œil
a	AUX	avoir
cinq	NUM	cinq
.	PUNCT	.
un	DET	un
c'	PRON	ce
,	PUNCT	,
pas	ADV	pas
autre	ADJ	autre
.	PUNCT	.
,	PUNCT	,
lundi	NOUN	lundi
immigrés	NOUN	immigré
.	PUNCT	.
au	ADP	au
jamais	ADV	jamais
sur	ADP	sur
sienne	PRON	sienne
le	DET	le
surtout	ADV	surtout
paumer	VERB	paumer
de	ADP	de
lâcher	NOUN	lâcher
que	SCONJ	que
en	ADP	en
il	PRON	il
qu'	PRON	qu'
lire	VERB	lire
,	PUNCT	,
Onze	NUM	Onze
celui	PRON	celui
depuis	ADP	depuis
lard	NOUN	lard
dans	ADP	dans
sont	AUX	être
.	PUNCT	.
son	DET	son
heure	NOUN	heure
,	PUNCT	,
,	PUNCT	,
D'	ADP	de
,	PUNCT	,
escalier	NOUN	escalier
Signal	NOUN	signal
d'	ADP	de
avance	NOUN	avance
pote	NOUN	pote
restabiliser	VERB	restabiliser
on	PRON	on
cette	DET	ce
appuyé	VERB	appuyer
perdre	VERB	perdre
angle	NOUN	angle
est	AUX	être
-	PROPN	-
comme	ADP	comme
Avec	ADP	avec
quai	NOUN	quai
.	PUNCT	.
.	PUNCT	.
lui	PRON	lui
rondes	ADJ	rond
les	DET	le
cette	DET	ce
pour	ADP	pour
,	PUNCT	,
suivant	ADJ	suivant
au	ADP	au
compter	VERB	compter
La	DET	le
minutes	NOUN	minute
du	ADP	de
lui	PRON	lui
:	PUNCT	:
reste	VERB	reste
l'	DET	le
à	ADP	à
buvez	PROPN	boire
d'	ADP	de
ça	PRON	cela
et	CCONJ	et
Pas	ADV	pas
auvergnat	ADJ	auvergnat
,	PUNCT	,
.	PUNCT	.
son	DET	son
,	PUNCT	,
plus	ADP	plus
général	ADV	général
se	PRON	se
mécanique	ADJ	mécanique
café	NOUN	café
semaine	NOUN	semaine
pour	ADP	pour
lui	PRON	lui
jouer	VERB	jouer
type	NOUN	type
.	PUNCT	.
rares	ADJ	rare
les	DET	le
pas	ADV	pas
revanche	NOUN	revanche
heure	NOUN	heure
toujours	ADV	toujours
disent	VERB	dire
semaine	NOUN	semaine
de	ADP	de
.	PUNCT	.
aux	ADP	à
de	ADP	de
retards	NOUN	retard
son	DET	son
qui	PRON	qui
six	NUM	six
marcher	VERB	marcher
flanche	VERB	flanche
de	ADP	de
pourtant	ADV	pourtant
les	DET	le
quatre	NUM	quatre
sur	ADP	sur
au	ADP	au
tôt	ADV	tôt
bouffées	NOUN	bouffée
votre	DET	votre
général	NOUN	général
,	PUNCT	,
louche	VERB	louche
de	ADP	de
enfants	NOUN	enfant
ne	ADV	ne
patelin	NOUN	patelin
rouler	VERB	rouler
les	DET	le
,	PUNCT	,
chance	NOUN	chance
donc	ADV	donc
puisque	SCONJ	puisque
du	ADP	de
souterrain	NOUN	souterrain
renfrogné	NOUN	renfrogné
la	DET	le
pas	ADV	pas
gare	NOUN	gare
le	DET	le
un	DET	un
dessus	ADP	dessus
une	DET	un
soit	AUX	être
nombreux	ADJ	nombreux
.	PUNCT	.
canard	NOUN	canard
un	PROPN	un
descend	VERB	descendre
un	PROPN	un
ce	DET	ce
cette	DET	ce
de	ADP	de
du	ADP	de
profitait	VERB	profiter
de	ADP	de
désordre	NOUN	désordre
son	DET	son
leur	DET	leur
qui	PRON	qui
de	ADP	de
mieux	ADV	mieux
la	DET	le
presse	NOUN	presse
heures	NOUN	heure
discret	ADJ	discret
qu'	SCONJ	que
formation	NOUN	formation
à	ADP	à
alors	ADV	alors
minutes	NOUN	minute
a	VERB	avoir
minute	NOUN	minute
,	PUNCT	,
le	DET	le
surtout	ADV	surtout
s'	SCONJ	s'
Viser	VERB	viser
lui	PRON	lui
balançant	VERB	balancer
marge	NOUN	marge
lunettes	NOUN	lunette
ou	CCONJ	ou
ou	CCONJ	ou
vient	VERB	venir
par	ADP	par
au-dessus	ADV	au-dessus
s'	SCONJ	s'
le	DET	le
qui	PRON	qui
de	ADP	de
ou	CCONJ	ou
.	PUNCT	.
ensuite	ADV	ensuite
plutôt	ADV	plutôt
en	ADP	en
Alors	ADV	alors
heure	NOUN	heure
à	ADP	à
,	PUNCT	,
la	DET	le
ordre	NOUN	ordre
il	PRON	il
à	ADP	à
arrivé	VERB	arriver
,	PUNCT	,
arrivent	VERB	arriver
train	NOUN	train
,	PUNCT	,
de	ADP	de
le	DET	le
minute	NOUN	minute
ça	PRON	cela
salle	NOUN	salle
,	PUNCT	,
,	PUNCT	,
au	ADP	au
est	AUX	être
,	PUNCT	,
métro	NOUN	métro
il	PRON	il
accent	NOUN	accent
ne	ADV	ne
,	PUNCT	,
c'	PRON	ce
rien	PRON	rien
,	PUNCT	,
l'	DET	le
aigus	NOUN	aigu
est	AUX	être
Sait	VERB	savoir
,	PUNCT	,
fait	VERB	faire
le	DET	le
tombent	VERB	tomber
saute	VERB	saute
avec	ADP	avec
à	ADP	à
bigler	VERB	bigler
kiosque	NOUN	kiosque
revient	VERB	revenir
l'	DET	le
.	PUNCT	.
pendule	NOUN	pendule
près	ADV	près
.	PUNCT	.
métro	NOUN	métro
wagon	NOUN	wagon
puis	CCONJ	puis
masses	NOUN	masse
crissement	NOUN	crissement
.	PUNCT	.
n'	ADV	n'
une	DET	un
plutôt	ADV	plutôt
trains	NOUN	train
son	DET	son
,	PUNCT	,
,	PUNCT	,
il	PRON	il
titres	NOUN	titre
les	DET	le
et	CCONJ	et
dispersés	VERB	disperser
assiduité	NOUN	assiduité
un	DET	un
déjà	ADV	déjà
ne	ADV	ne
lui	PRON	lui
Un	PRON	un
zinc	NOUN	zinc
bon	ADJ	bon
en	PRON	en
Un	DET	un
Heureux	ADJ	heureux
vaut	VERB	valoir
c'	PRON	ce
pointe	VERB	pointe
vacances	NOUN	vacance
n'	ADV	n'
le	DET	le
en	PRON	en
en	ADP	en
ou	CCONJ	ou
tabac	NOUN	tabac
ça	PRON	cela
ne	ADV	ne
les	DET	le
,	PUNCT	,
dit	VERB	dire
qu'	SCONJ	que
se	PRON	se
.	PUNCT	.
trois	PRON	trois
le	DET	le
dépote	VERB	dépote
il	PRON	il
autant	ADV	autant
pendules	NOUN	pendule
bourre	NOUN	bourre
grondement	NOUN	grondement
train	NOUN	train
dans	ADP	dans
par	ADP	par
Le	DET	le
le	DET	le
freins	NOUN	frein
inégales	ADJ	inégal
onze	NUM	onze
type	NOUN	type
par	ADP	par
la	DET	le
,	PUNCT	,
.	PUNCT	.
là	ADV	là
situer	VERB	situer
noir	NOUN	noir
,	PUNCT	,
heure	NOUN	heure
sens	NOUN	sens
,	PUNCT	,
tasse	NOUN	tasse
chaque	DET	chaque
un	DET	un
du	ADP	de
avoir	VERB	avoir
-il	PRON	il
,	PUNCT	,
orange	NOUN	orange
peu	ADV	peu
où	PRON	où
répète	VERB	répète
qui	PRON	qui
Paris	PROPN	Paris
modes	NOUN	mode
à	ADP	à
eu	VERB	avoir
déjà	ADV	déjà
d'	ADP	de
.	PUNCT	.
d'	ADP	de
l'	DET	le
autour	ADV	autour
sur	ADP	sur
La	DET	le
au	ADP	au
exemple	NOUN	exemple
à	ADP	à
Système	NOUN	système
retards	NOUN	retard
à	ADP	à
,	PUNCT	,
fait	AUX	faire
premier	ADJ	premier
on	PRON	on
Place	NOUN	place
,	PUNCT	,
À	ADP	à
air	NOUN	air
près	ADV	près
jusqu'	ADP	jusque
qui	PRON	qui
soit	CCONJ	soit
monter	VERB	monter
avant	ADP	avant
à	ADP	à
minutes	NOUN	minute
premier	ADJ	premier
évitent	VERB	éviter
est	AUX	être
qu'	PRON	qu'
,	PUNCT	,
deux	PRON	deux
minutes	NOUN	minute
haut	ADJ	haut
plastiques	NOUN	plastique
autre	PRON	autre
en	ADP	en
sous	ADP	sous
bail	NOUN	bail
un	DET	un
sécurité	NOUN	sécurité
mieux	ADV	mieux
presque	ADV	presque
jus	NOUN	jus
Même	ADV	même
du	ADP	de
que	SCONJ	que
se	PRON	se
cas	NOUN	cas
est	AUX	être
prendre	VERB	prendre
la	DET	le
grasse	ADJ	gras
un	DET	un
prenne	VERB	prendre
sur	ADP	sur
fout	VERB	foutre
vraiment	ADV	vraiment
quart	NOUN	quart
qui	PRON	qui
c'	PRON	ce
de	ADP	de
,	PUNCT	,
minutes	NOUN	minute
,	PUNCT	,
voilà	VERB	voilà
Des	DET	un
voir	VERB	voir
queue	NOUN	queue
l'	DET	le
,	PUNCT	,
est	AUX	être
.	PUNCT	.
sacs	NOUN	sac
du	ADP	de
Préparer	VERB	préparer
remontant	VERB	remonter
les	DET	le
monde	NOUN	monde
un	DET	un
mais	CCONJ	mais
bien	ADV	bien
quinze	NUM	quinze
on	PRON	on
contre	ADP	contre
le	DET	le
,	PUNCT	,
même	ADJ	même
des	ADP	de
acier	NOUN	acier
deux	NUM	deux
du	ADP	de
Sans	ADP	sans
les	DET	le
quel	DET	quel
nous	PRON	nous
arrivée	NOUN	arrivée
du	ADP	de
en	PRON	en
La	DET	le
des	DET	un
arrête	VERB	arrête
du	DET	de
Aux	ADP	à
plus	ADV	plus
peu	ADV	peu
jamais	ADV	jamais
Ils	PRON	il
c'	PRON	ce
,	PUNCT	,
au	ADP	au
sinon	ADV	sinon
entre	ADP	entre
faut	VERB	falloir
contre	ADP	contre
on	PRON	on
leurs	DET	leur
bouton	NOUN	bouton
bien	ADV	bien
quand	ADV	quand
levée	NOUN	levée
il	PRON	il
fois	NOUN	fois
ou	CCONJ	ou
ordures	NOUN	ordure
brusque	ADJ	brusque
au	ADP	au
,	PUNCT	,
le	DET	le
pancarte	NOUN	pancarte
premier	ADJ	premier
cette	DET	ce
,	PUNCT	,
la	DET	le
il	PRON	il
une	DET	un
comptes	NOUN	compte
fallait	VERB	falloir
un	DET	un
on	PRON	on
été	NOUN	été
,	PUNCT	,
anorak	NOUN	anorak
au	ADP	au
place	NOUN	place
cause	VERB	cause
détail	NOUN	détail
avant	ADP	avant
Comme	ADP	comme
journal	NOUN	journal
difficile	ADJ	difficile
le	DET	le
s'	PRON	se
côté	NOUN	côté
sortent	VERB	sortir
ça	PRON	cela
joie	NOUN	joie
sur	ADP	sur
Localisé	VERB	localiser
train	NOUN	train
très	ADV	très
voit	VERB	voir
.	PUNCT	.
poste	NOUN	poste
Lui	PRON	lui
,	PUNCT	,
ne	ADV	ne
de	ADP	de
pubs	NOUN	pub
d'	ADP	de
ou	CCONJ	ou
leurs	DET	leur
.	PUNCT	.
pas	ADV	pas
étaient	AUX	être
jamais	ADV	jamais
la	DET	le
qu'	PRON	qu'
des	ADP	de
C'	PRON	ce
,	PUNCT	,
étages	NOUN	étage
se	PRON	se
pas	ADV	pas
de	ADP	de
c'	PRON	ce
on	PRON	on
la	DET	le
d'	ADP	de
.	PUNCT	.
cher	ADJ	cher
où	ADV	où
il	PRON	il
sous	ADP	sous
.	PUNCT	.
lycéens	NOUN	lycéen
de	ADP	de
.	PUNCT	.
changement	NOUN	changement
des	ADP	de
ça	PRON	cela
précédent	ADJ	précédent
qu'	SCONJ	que
les	DET	le
oui	ADV	oui
.	PUNCT	.
lieu	NOUN	lieu
s'	PRON	se
y	PRON	y
.	PUNCT	.
départ	NOUN	départ
,	PUNCT	,
obligés	VERB	obliger
encore	ADV	encore
pour	ADP	pour
la	DET	le
au	ADP	au
l'	DET	le
était	AUX	être
autre	PRON	autre
quotidienne	ADJ	quotidien
merci	NOUN	merci
.	PUNCT	.
et	CCONJ	et
rien	PRON	rien
il	PRON	il
.	PUNCT	.
sauf	ADP	sauf
de	ADP	de
jamais	ADV	jamais
,	PUNCT	,
dans	ADP	dans
chemin	NOUN	chemin
arrêts	NOUN	arrêt
sans	ADP	sans
wagon	NOUN	wagon
n'	ADV	n'
,	PUNCT	,
doivent	VERB	devoir
d'	ADP	de
qui	PRON	qui
préférer	VERB	préférer
fenêtres	NOUN	fenêtre
boîte	NOUN	boîte
dire	VERB	dire
d'	ADP	de
défilement	NOUN	défilement
qu'	SCONJ	que
figure	NOUN	figure
vite	ADV	vite
L'	DET	le
est	AUX	être
sûr	ADJ	sûr
tenait	VERB	tenir
,	PUNCT	,
peu	ADV	peu
levait	VERB	lever
entrebâiller	VERB	entrebâiller
s'	PRON	se
trois	PRON	trois
cela	PRON	cela
quotidien	NOUN	quotidien
de	DET	de
pas	ADV	pas
contrôle	NOUN	contrôle
tire	VERB	tire
son	DET	son
au	ADP	au
soudain	ADV	soudain
fête	NOUN	fête
parfois	ADV	parfois
plus	ADV	plus
ça	PRON	cela
le	DET	le
sort	VERB	sortir
ceux	PRON	celui
que	SCONJ	que
immeubles	NOUN	immeuble
des	ADP	de
L.E.P.	NOUN	l.e.p.
succession	NOUN	succession
bord	NOUN	bord
alors	ADV	alors
tous	ADJ	tout
du	ADP	de
maussades	NOUN	maussade
c'	PRON	ce
propre	ADJ	propre
on	NOUN	on
aux	ADP	à
grimper	VERB	grimper
déséquilibraient	VERB	déséquilibrer
tout	PRON	tout
,	PUNCT	,
faut	VERB	falloir
refermait	VERB	refermer
cette	DET	ce
gare	NOUN	gare
brique	NOUN	brique
-là	PRON	-là
qu'	SCONJ	que
pas	ADV	pas
même	ADV	même
les	DET	le
remonter	VERB	remonter
D'	ADP	de
au	ADP	au
se	PRON	se
lui	PRON	lui
fument	VERB	fumer
Noir	ADJ	noir
il	PRON	il
au	ADP	au
bien	ADV	bien
comptait	VERB	compter
,	PUNCT	,
Et	CCONJ	et
,	PUNCT	,
...	PUNCT	...
y	PRON	y
quatre	NUM	quatre
s'	PRON	se
se	PRON	se
près	ADV	près
la	DET	le
M'	PRON	me
Fumeurs	NOUN	fumeur
même	ADV	même
maths	NOUN	maths
en	ADP	en
pour	ADP	pour
des	ADP	de
précédents	ADJ	précédent
paye	VERB	payer
l'	DET	le
lui	PRON	lui
assez	ADV	assez
n'	ADV	n'
groupes	NOUN	groupe
pour	ADP	pour
même	ADV	même
,	PUNCT	,
réveil	NOUN	réveil
clan	NOUN	clan
autres	ADJ	autre
lignes	NOUN	ligne
tout	ADV	tout
froisser	VERB	froisser
,	PUNCT	,
famille	NOUN	famille
était	VERB	être
En	ADP	en
des	ADP	de
bien	ADV	bien
.	PUNCT	.
Mais	CCONJ	mais
rare	ADJ	rare
à	ADP	à
sans	ADP	sans
,	PUNCT	,
récentes	ADJ	récent
et	CCONJ	et
emmerde	VERB	emmerde
électriques	ADJ	électrique
.	PUNCT	.
Et	CCONJ	et
cités	VERB	citer
départ	NOUN	départ
sa	DET	son
passer	VERB	passer
le	DET	le
le	DET	le
les	DET	le
,	PUNCT	,
à	ADP	à
l'	DET	le
est	AUX	être
Répétition	NOUN	répétition
en	PRON	en
dans	ADP	dans
nez	NOUN	nez
deux	NUM	deux
la	DET	le
très	ADV	très
à	ADP	à
linges	NOUN	linge
mauvais	ADJ	mauvais
des	ADP	de
une	DET	un
cette	DET	ce
ressassé	VERB	ressasser
quand	SCONJ	quand
,	PUNCT	,
Puis	CCONJ	puis
conversations	NOUN	conversation
,	PUNCT	,
plus	ADV	plus
être	AUX	être
Sauf	ADP	sauf
la	DET	le
au	ADP	au
pourtant	ADV	pourtant
taper	VERB	taper
avant	ADP	avant
bien	ADV	bien
,	PUNCT	,
fait	VERB	faire
,	PUNCT	,
aux	ADP	à
jour	NOUN	jour
des	ADP	de
de	ADP	de
pas	ADV	pas
tacite	ADJ	tacite
replier	VERB	replier
patience	NOUN	patience
arrêt	NOUN	arrêt
prenait	VERB	prendre
trottoir	NOUN	trottoir
le	PRON	le
pas	ADV	pas
.	PUNCT	.
brouillard	NOUN	brouillard
le	DET	le
même	ADV	même
débrouille	VERB	débrouille
il	PRON	il
les	DET	le
,	PUNCT	,
est	AUX	être
qu'	PRON	qu'
au	ADP	au
discussions	NOUN	discussion
les	DET	le
.	PUNCT	.
le	DET	le
le	DET	le
si	ADV	si
il	PRON	il
brume	NOUN	brume
au	ADP	au
au	ADP	au
et	CCONJ	et
était	AUX	être
enfilade	NOUN	enfilade
bornes	NOUN	borne
les	DET	le
de	ADP	de
,	PUNCT	,
devenue	VERB	devenir
fallait	VERB	falloir
,	PUNCT	,
se	PRON	se
qu'	PRON	qu'
quai	NOUN	quai
bord	NOUN	bord
,	PUNCT	,
qu'	SCONJ	que
inégal	ADJ	inégal
au	ADP	au
noir	NOUN	noir
,	PUNCT	,
un	DET	un
tôt	ADV	tôt
,	PUNCT	,
le	DET	le
ceux	PRON	celui
.	PUNCT	.
à	ADP	à
-là	NOUN	-là
mais	CCONJ	mais
inattention	NOUN	inattention
toux	NOUN	toux
avec	ADP	avec
c'	PRON	ce
