grossièreté	NOUN	grossièreté
plusieurs	DET	plusieurs
cavalier	NOUN	cavalier
sait	VERB	savoir
tournés	VERB	tourner
renoncer	VERB	renoncer
embrassant	VERB	embrasser
située	VERB	situer
.	PUNCT	.
sans	ADP	sans
passer	VERB	passer
ses	DET	son
,	PUNCT	,
Une	DET	un
la	DET	le
.	PUNCT	.
leva	VERB	lever
tombe	VERB	tombe
jeune	ADJ	jeune
aimait	VERB	aimer
plainte	NOUN	plainte
deviné	VERB	deviner
T'	PRON	te
ranger	VERB	ranger
escalier	NOUN	escalier
la	DET	le
grand-mère	NOUN	grand-mère
les	DET	le
ne	ADV	ne
,	PUNCT	,
tour	NOUN	tour
maison	NOUN	maison
amusa	VERB	amuser
heures	NOUN	heure
est	AUX	être
porte	NOUN	porte
de	ADP	de
on	PRON	on
blanc	ADJ	blanc
la	DET	le
et	CCONJ	et
les	DET	le
l'	DET	le
elle	PRON	lui
dans	ADP	dans
peine	ADV	peine
en	ADP	en
immensité	NOUN	immensité
elle	PRON	lui
dame	NOUN	dame
C'	PRON	ce
,	PUNCT	,
la	PRON	le
jeune	ADJ	jeune
vieille	ADJ	vieux
jeune	ADJ	jeune
,	PUNCT	,
vingt-deux	NUM	vingt-deux
conviendras	VERB	convenir
est	AUX	être
docteur	NOUN	docteur
années	NOUN	année
Jamais	ADV	jamais
II	ADJ	ii
acquittée	VERB	acquitter
saison	NOUN	saison
aïeule	NOUN	aïeul
CHAPITRE	NOUN	chapitre
la	DET	le
—	PUNCT	—
de	ADP	de
vente	NOUN	vente
ses	DET	son
les	DET	le
l'	DET	le
ne	ADV	ne
,	PUNCT	,
,	PUNCT	,
La	DET	le
il	PRON	il
château	NOUN	château
chérie	NOUN	chéri
je	PRON	je
mettre	VERB	mettre
.	PUNCT	.
elle	PRON	lui
-vous	PRON	vous
,	PUNCT	,
Elle	PRON	lui
des	ADP	de
épaules	NOUN	épaule
un	DET	un
jusqu'	ADP	jusque
trop	ADV	trop
belle	ADJ	bel
et	CCONJ	et
…	PUNCT	…
de	ADP	de
écoula	VERB	écouler
lui	PRON	lui
a	VERB	avoir
.	PUNCT	.
vécu	VERB	vivre
solution	NOUN	solution
journée	NOUN	journée
Voilà	VERB	voilà
,	PUNCT	,
n'	ADV	n'
ans	NOUN	an
jour	NOUN	jour
avaient	AUX	avoir
—	PUNCT	—
revanche	NOUN	revanche
sursaut	NOUN	sursaut
de	ADP	de
la	DET	le
.	PUNCT	.
petit	ADJ	petit
,	PUNCT	,
de	ADP	de
petite	ADJ	petit
trouveras	VERB	trouver
cheminée	NOUN	cheminée
frappa	VERB	frapper
Graffigny	PROPN	Graffigny
son	DET	son
prendre	VERB	prendre
Carol	PROPN	Carol
possible	ADJ	possible
tt	NOUN	tt
,	PUNCT	,
,	PUNCT	,
scintiller	VERB	scintiller
l'	DET	le
effilées	ADJ	effilé
pensa	VERB	penser
légère	ADJ	léger
Carol	PROPN	Carol
fois	NOUN	fois
déjeuner	NOUN	déjeuner
aurais	AUX	avoir
jeune	ADJ	jeune
demeure	NOUN	demeure
avoir	AUX	avoir
horizon	NOUN	horizon
un	DET	un
et	CCONJ	et
quatre-vingts	NUM	quatre-vingts
qu'	SCONJ	que
A	ADP	à
mal	ADV	mal
…	PUNCT	…
-elle	PRON	lui
:	PUNCT	:
un	DET	un
aider	VERB	aider
de	ADP	de
Mais	CCONJ	mais
désolée	ADJ	désolé
la	DET	le
,	PUNCT	,
m'	PRON	me
malade	ADJ	malade
de	ADP	de
de	ADP	de
je	PRON	je
de	ADP	de
état	NOUN	état
Tt	NUM	Tt
.	PUNCT	.
aider	VERB	aider
un	DET	un
Le	DET	le
zinc	NOUN	zinc
est	AUX	être
peupliers	NOUN	peuplier
n'	ADV	n'
.	PUNCT	.
flèche	NOUN	flèche
d'	ADP	de
Elle	PRON	lui
Avec	ADP	avec
elle	PRON	lui
eût	AUX	avoir
Elle	PRON	lui
fuite	NOUN	fuite
l'	PRON	l'
Je	PRON	je
ne	ADV	ne
le	DET	le
ses	DET	son
de	ADP	de
Tout	PRON	tout
secoua	VERB	secouer
.	PUNCT	.
aimera	VERB	aimer
en	ADP	en
de	ADP	de
.	PUNCT	.
suffirait	VERB	suffire
Il	PRON	il
regarda	VERB	regarder
à	ADP	à
,	PUNCT	,
sa	DET	son
assez	ADV	assez
à	ADP	à
courtise	VERB	courtise
!	PUNCT	!
laine	NOUN	laine
A	ADP	à
me	PRON	me
rien	PRON	rien
Elle	PRON	lui
un	DET	un
de	ADP	de
.	PUNCT	.
delà	ADP	delà
vieille	ADJ	vieux
,	PUNCT	,
-elle	PRON	lui
décidé	VERB	décider
tourterelles	NOUN	tourterelle
,	PUNCT	,
la	DET	le
?	PUNCT	?
fait	VERB	faire
prétendant	NOUN	prétendant
sans	ADP	sans
n'	ADV	n'
domestique	NOUN	domestique
a	VERB	avoir
.	PUNCT	.
joues	NOUN	joue
chevelure	NOUN	chevelure
son	DET	son
quotidiens	ADJ	quotidien
Louise	PROPN	Louise
le	DET	le
brume	NOUN	brume
,	PUNCT	,
jardins	NOUN	jardin
mains	NOUN	main
Il	PRON	il
de	ADP	de
M	NOUN	m
guéridon	NOUN	guéridon
les	DET	le
semble	VERB	semble
La	DET	le
au	ADP	au
du	DET	de
mais	CCONJ	mais
qu'	SCONJ	que
front	NOUN	front
mains	NOUN	main
joues	NOUN	joue
.	PUNCT	.
ses	DET	son
te	PRON	te
de	ADP	de
Et	CCONJ	et
de	ADP	de
,	PUNCT	,
avec	ADP	avec
de	ADP	de
en	ADP	en
redessiner	VERB	redessiner
une	DET	un
la	DET	le
son	DET	son
réparé	VERB	réparer
qui	PRON	qui
soit	AUX	être
essuie	VERB	essuyer
papiers	NOUN	papier
demeura	VERB	demeurer
grand-mère	NOUN	grand-mère
coupa	VERB	couper
,	PUNCT	,
jeune	ADJ	jeune
vent	NOUN	vent
pourtant	ADV	pourtant
par	ADP	par
ses	DET	son
.	PUNCT	.
un	DET	un
le	DET	le
en	ADP	en
vois	VERB	voir
surprises	NOUN	surprise
sans	ADP	sans
-t	PRON	-t
construction	NOUN	construction
.	PUNCT	.
la	DET	le
,	PUNCT	,
,	PUNCT	,
ménagements	NOUN	ménagement
—	PUNCT	—
.	PUNCT	.
plus	ADV	plus
voilait	VERB	voiler
fils	NOUN	fils
un	DET	un
Séduisant	ADJ	séduisant
-t	PRON	-t
chez	ADP	chez
avait	VERB	avoir
où	PRON	où
Mais	CCONJ	mais
paysage	NOUN	paysage
»	PUNCT	»
.	PUNCT	.
trouverait	VERB	trouver
d'	ADP	de
coiffée	VERB	coiffer
de	ADP	de
de	ADP	de
refermé	VERB	refermer
eût	AUX	avoir
j'	PRON	je
de	ADP	de
,	PUNCT	,
décide	VERB	décide
cri	NOUN	cri
toujours	ADV	toujours
daigné	VERB	daigner
dame	NOUN	dame
entourage	NOUN	entourage
médecins	NOUN	médecin
reprit	VERB	reprendre
et	CCONJ	et
.	PUNCT	.
.	PUNCT	.
.	PUNCT	.
porte	NOUN	porte
voyait	VERB	voir
de	DET	de
songea	VERB	songer
peu	ADV	peu
quelle	ADJ	quell
très	ADV	très
…	PUNCT	…
pesa	VERB	peser
avais	VERB	avoir
s'	PRON	se
la	DET	le
depuis	ADP	depuis
,	PUNCT	,
cœur	NOUN	cœur
eut	AUX	avoir
son	DET	son
véritable	ADJ	véritable
,	PUNCT	,
dit	VERB	dire
de	ADP	de
à	ADP	à
les	PRON	le
devinait	VERB	deviner
sans	ADP	sans
entre	ADP	entre
a	AUX	avoir
avait	VERB	avoir
sinueux	ADJ	sinueux
les	DET	le
qui	PRON	qui
les	DET	le
yeux	NOUN	oeil
Son	DET	son
choses	NOUN	chose
nom	NOUN	nom
moi	PRON	moi
notre	DET	notre
en	ADP	en
monologue	NOUN	monologue
:	PUNCT	:
ses	DET	son
,	PUNCT	,
,	PUNCT	,
montre	VERB	montre
infirme	ADJ	infirme
en	ADP	en
son	DET	son
avoir	AUX	avoir
Résumé	NOUN	résumé
le	DET	le
la	DET	le
Depuis	ADP	depuis
Je	PRON	je
vestibule	NOUN	vestibule
garçon	NOUN	garçon
moins	ADV	moins
à	ADP	à
jalouse	ADJ	jaloux
laquelle	PRON	lequel
dégringola	VERB	dégringoler
une	DET	un
Carol	PROPN	Carol
bien	ADV	bien
Barrois	PROPN	Barrois
après	ADP	après
s'	PRON	se
,	PUNCT	,
parler	VERB	parler
fenêtre	NOUN	fenêtre
,	PUNCT	,
malade	ADJ	malade
ses	DET	son
appui	NOUN	appui
coutume	NOUN	coutume
De	ADP	de
croire	VERB	croire
de	ADP	de
—	PUNCT	—
et	CCONJ	et
Comment	ADV	comment
cours	NOUN	cours
bourgeois	NOUN	bourgeois
,	PUNCT	,
sans	ADP	sans
pour	ADP	pour
transition	NOUN	transition
A	ADP	à
la	DET	le
avaient	AUX	avoir
et	CCONJ	et
souriant	ADJ	souriant
phrase	NOUN	phrase
a	AUX	avoir
pas	ADV	pas
Je	PRON	je
Lorsqu'	SCONJ	lorsque
arrive	VERB	arrive
,	PUNCT	,
la	DET	le
parti	NOUN	parti
La	DET	le
sur	ADP	sur
contempler	VERB	contempler
se	PRON	se
qu'	ADV	qu'
Carol	PROPN	Carol
A	ADP	à
mort	NOUN	mort
,	PUNCT	,
connaissaient	VERB	connaître
—	PUNCT	—
,	PUNCT	,
Graffigny	PROPN	Graffigny
faute	NOUN	faute
s'	PRON	se
vos	DET	votre
l'	PRON	l'
.	PUNCT	.
de	ADP	de
encore	ADV	encore
devant	ADP	devant
,	PUNCT	,
pelouses	NOUN	pelouse
hier	ADV	hier
courant	NOUN	courant
agilité	NOUN	agilité
jusqu'	ADP	jusque
était	AUX	être
riche	ADJ	riche
tête	NOUN	tête
a	VERB	avoir
,	PUNCT	,
sur	ADP	sur
Rochebrune	PROPN	Rochebrune
Leur	DET	leur
à	ADP	à
grand'mère	NOUN	grand'mère
Avec	ADP	avec
porte	NOUN	porte
grand-mère	NOUN	grand-mère
.	PUNCT	.
…	PUNCT	…
Morte	ADJ	mort
—	PUNCT	—
parée	VERB	parer
est	AUX	être
.	PUNCT	.
ignore	VERB	ignore
lieues	NOUN	lieue
Chaumont	PROPN	Chaumont
bonne	ADJ	bon
clarté	NOUN	clarté
stupide	ADJ	stupide
Carol	PROPN	Carol
,	PUNCT	,
angle	NOUN	angle
,	PUNCT	,
sépare	VERB	sépare
son	DET	son
?	PUNCT	?
que	ADV	que
courant	NOUN	courant
doigts	NOUN	doigt
ouvrit	VERB	ouvrir
Puisqu'	SCONJ	puisque
,	PUNCT	,
par	ADP	par
,	PUNCT	,
D'	ADP	de
miroir	NOUN	miroir
pièces	NOUN	pièce
un	DET	un
elle	PRON	lui
vous	PRON	vous
le	DET	le
suffisamment	ADV	suffisamment
.	PUNCT	.
Quand	SCONJ	quand
plus	ADV	plus
avait	AUX	avoir
d'	ADP	de
recherche	VERB	recherche
qui	PRON	qui
es	AUX	être
toi	PRON	toi
tira	VERB	tirer
.	PUNCT	.
.	PUNCT	.
Que	PRON	que
Si	SCONJ	si
un	DET	un
Joseph	PROPN	Joseph
de	ADP	de
Arnaud	PROPN	Arnaud
araignées	NOUN	araignée
pas	ADV	pas
est	AUX	être
et	CCONJ	et
tendre	VERB	tendre
,	PUNCT	,
une	DET	un
fut	AUX	être
véritables	ADJ	véritable
de	ADP	de
.	PUNCT	.
grand-mère	NOUN	grand-mère
Boucher	PROPN	Boucher
,	PUNCT	,
sur	ADP	sur
avait	AUX	avoir
Ne	ADV	ne
tout	ADV	tout
aisance	NOUN	aisance
chose	NOUN	chose
dire	VERB	dire
pas	ADV	pas
n'	ADV	n'
se	PRON	se
froid	NOUN	froid
-elle	PRON	lui
,	PUNCT	,
un	PRON	un
l'	DET	le
n'	ADV	n'
l'	DET	le
inquiète	ADJ	inquiet
beaux	ADJ	beal
vieille	ADJ	vieux
prit	VERB	prendre
un	PRON	un
parler	VERB	parler
toiles	NOUN	toile
les	DET	le
…	PUNCT	…
y	PRON	y
pas	ADV	pas
est	AUX	être
pour	ADP	pour
qui	PRON	qui
des	ADP	de
entretien	NOUN	entretien
qui	PRON	qui
cette	DET	ce
sourcils	NOUN	sourcil
,	PUNCT	,
qu'	ADV	qu'
.	PUNCT	.
la	DET	le
Dehors	ADV	dehors
a	VERB	avoir
à	ADP	à
a	VERB	avoir
ainsi	ADV	ainsi
honnête	ADJ	honnête
rencontrait	VERB	rencontrer
qui	PRON	qui
Mais	CCONJ	mais
pas	ADV	pas
ce	PRON	ce
,	PUNCT	,
Graffigny	PROPN	Graffigny
pas	ADV	pas
,	PUNCT	,
.	PUNCT	.
tes	DET	ton
jeune	ADJ	jeune
vendrai	VERB	vendre
du	ADP	de
Tu	PRON	tu
—	PUNCT	—
M	NOUN	m
parlé	VERB	parler
des	DET	un
traînaient	VERB	traîner
Il	PRON	il
.	PUNCT	.
que	SCONJ	que
,	PUNCT	,
ans	NOUN	an
a	AUX	avoir
la	DET	le
à	ADP	à
il	PRON	il
fille	NOUN	fille
grand-mère	NOUN	grand-mère
autre	ADJ	autre
de	ADP	de
en	ADP	en
?	PUNCT	?
élément	NOUN	élément
lui	PRON	lui
—	PUNCT	—
a	VERB	avoir
ai	AUX	avoir
m'	PRON	me
?	PUNCT	?
—	PUNCT	—
penses	VERB	penser
est	AUX	être
pas	ADV	pas
de	ADP	de
,	PUNCT	,
.	PUNCT	.
ici	ADV	ici
ces	DET	ce
conquérante	ADJ	conquérant
pense	VERB	pense
d'	ADP	de
-elle	PRON	lui
assise	VERB	asseoir
médiocrité	NOUN	médiocrité
ai	AUX	avoir
plusieurs	DET	plusieurs
refermer	VERB	refermer
inhabitées	ADJ	inhabité
Rochebrune	PROPN	Rochebrune
Mais	CCONJ	mais
choses	NOUN	chose
,	PUNCT	,
fermes	NOUN	ferme
un	DET	un
jeune	ADJ	jeune
par	ADP	par
Peu	ADV	peu
sa	DET	son
pas	ADV	pas
,	PUNCT	,
!	PUNCT	!
venu	VERB	venir
écoute	VERB	écoute
,	PUNCT	,
empressé	ADJ	empressé
—	PUNCT	—
,	PUNCT	,
Tu	PRON	tu
très	ADV	très
peine	NOUN	peine
et	CCONJ	et
à	ADP	à
passent	VERB	passer
y	PRON	y
avaient	VERB	avoir
les	DET	le
vieille	ADJ	vieux
vous	PRON	vous
de	ADP	de
bouche	NOUN	bouche
pied	NOUN	pied
pose	VERB	pose
—	PUNCT	—
de	ADP	de
Si	SCONJ	si
Alors	ADV	alors
toux	NOUN	toux
,	PUNCT	,
l'	DET	le
à	ADP	à
puis	CCONJ	puis
vois	VERB	voir
mot	NOUN	mot
fait	VERB	faire
,	PUNCT	,
,	PUNCT	,
jamais	ADV	jamais
qu'	SCONJ	que
l'	DET	le
gauche	NOUN	gauche
avoir	VERB	avoir
.	PUNCT	.
que	SCONJ	que
argent	NOUN	argent
car	CCONJ	car
faudra	VERB	falloir
,	PUNCT	,
ne	ADV	ne
ai	VERB	avoir
conditions	NOUN	condition
—	PUNCT	—
à	ADP	à
Rochebrune	PROPN	Rochebrune
.	PUNCT	.
des	DET	un
prit	VERB	prendre
tu	PRON	tu
La	DET	le
avait	AUX	avoir
les	DET	le
intentions	NOUN	intention
taille	NOUN	taille
aurait	AUX	avoir
viens	VERB	venir
Je	PRON	je
encore	ADV	encore
œil	NOUN	œil
à	ADP	à
la	DET	le
présent	NOUN	présent
chère	ADJ	cher
vénérer	VERB	vénérer
Il	PRON	il
corsage	NOUN	corsage
,	PUNCT	,
de	ADP	de
.	PUNCT	.
lui	PRON	lui
.	PUNCT	.
,	PUNCT	,
fronça	VERB	froncer
vous	PRON	vous
et	CCONJ	et
pense	VERB	pense
et	CCONJ	et
cela	PRON	cela
déplu	VERB	déplaire
.	PUNCT	.
longuement	ADV	longuement
trouva	VERB	trouver
occupation	NOUN	occupation
réputation	NOUN	réputation
!	PUNCT	!
aux	ADP	à
ouvrant	VERB	ouvrir
qu'	SCONJ	que
suis	AUX	être
,	PUNCT	,
aura	VERB	avoir
Avant	ADP	avant
.	PUNCT	.
ne	ADV	ne
droite	NOUN	droite
la	DET	le
un	DET	un
de	ADP	de
Je	PRON	je
Fais	VERB	faire
et	CCONJ	et
coups	NOUN	coup
plus	ADV	plus
ni	CCONJ	ni
.	PUNCT	.
faudra	VERB	falloir
malgré	ADP	malgré
nouveau	ADJ	nouveau
dame	NOUN	dame
une	DET	un
liquide	ADJ	liquide
quelqu'	DET	quelque
accord	NOUN	accord
le	PRON	le
J'	PRON	je
«	PUNCT	«
en	ADP	en
Je	PRON	je
logique	NOUN	logique
la	DET	le
intention	NOUN	intention
la	DET	le
-	PRON	-
.	PUNCT	.
Je	PRON	je
et	CCONJ	et
sa	DET	son
étaient	AUX	être
la	PRON	le
eut	VERB	avoir
cesser	VERB	cesser
une	DET	un
ignorait	VERB	ignorer
ses	DET	son
Ce	PRON	ce
mais	CCONJ	mais
m'	PRON	me
Ce	PRON	ce
grande	ADJ	grand
de	ADP	de
de	ADP	de
,	PUNCT	,
touché	VERB	toucher
déposer	VERB	déposer
.	PUNCT	.
promesse	NOUN	promesse
laissé	VERB	laisser
pas	ADV	pas
vous	PRON	vous
enchaîna	VERB	enchaîner
de	ADP	de
profondément	ADV	profondément
ton	DET	ton
de	ADP	de
.	PUNCT	.
que	ADV	que
y	PRON	y
ils	PRON	il
cœur	NOUN	cœur
pas	ADV	pas
il	PRON	il
…	PUNCT	…
