dessinant	VERB	dessiner
bâtiment	NOUN	bâtiment
versants	NOUN	versant
ombelles	NOUN	ombelle
le	DET	le
leur	DET	leur
-	ADV	-
fois	NOUN	fois
la	DET	le
on	PRON	on
plan	NOUN	plan
le	DET	le
Le	DET	le
,	PUNCT	,
cuisine	NOUN	cuisine
battants	NOUN	battant
peut	VERB	pouvoir
flou	ADJ	flou
une	DET	un
aux	ADP	à
sur	ADP	sur
sont	AUX	être
avec	ADP	avec
un	DET	un
partie	NOUN	partie
disjoignent	VERB	disjoindre
de	ADP	de
les	DET	le
de	ADP	de
le	DET	le
longue	ADJ	long
l'	PRON	l'
digue	NOUN	digue
de	ADP	de
ombelles	NOUN	ombelle
verticales	ADJ	vertical
grave	ADJ	grave
sol	NOUN	sol
L'	DET	le
sur	ADP	sur
bruit	NOUN	bruit
sur	ADP	sur
branche	NOUN	branche
de	ADP	de
grise	ADJ	gris
se	PRON	se
éblouissantes	ADJ	éblouissant
pente	NOUN	pente
vers	ADP	vers
fleurs	NOUN	fleur
d'	ADP	de
pluies	NOUN	pluie
En	ADP	en
faible	ADJ	faible
.	PUNCT	.
entendre	VERB	entendre
d'	ADP	de
se	PRON	se
aussi	ADV	aussi
au	ADP	au
est	AUX	être
dont	PRON	dont
le	DET	le
d'	ADP	de
colore	VERB	colore
la	DET	le
carte	NOUN	carte
est	AUX	être
base	NOUN	base
blanches	ADJ	blanc
le	DET	le
baleines	NOUN	baleine
Les	DET	le
osciller	VERB	osciller
cascade	NOUN	cascade
laquelle	PRON	lequel
non	ADV	non
la	DET	le
.	PUNCT	.
pré	NOUN	pré
on	PRON	on
des	ADP	de
lumineux	ADJ	lumineux
.	PUNCT	.
route	NOUN	route
vont	VERB	aller
apparaît	VERB	apparaître
et	CCONJ	et
on	PRON	on
au	ADP	au
la	DET	le
de	ADP	de
soubassement	NOUN	soubassement
et	CCONJ	et
sur	ADP	sur
de	ADP	de
la	DET	le
toile	NOUN	toile
.	PUNCT	.
du	ADP	de
et	CCONJ	et
.	PUNCT	.
par	ADP	par
de	ADP	de
la	DET	le
,	PUNCT	,
qu'	ADV	qu'
en	ADP	en
ornements	NOUN	ornement
Au	ADP	au
recouvert	VERB	recouvrir
duveteux	ADJ	duveteux
un	DET	un
qui	PRON	qui
et	CCONJ	et
noyers	NOUN	noyer
clocher	NOUN	clocher
clocher	NOUN	clocher
,	PUNCT	,
située	VERB	situer
des	ADP	de
un	DET	un
clocher	NOUN	clocher
plain	ADV	plain
de	ADP	de
de	ADP	de
alignent	VERB	aligner
cour	NOUN	cour
,	PUNCT	,
murette	NOUN	murette
donne	VERB	donne
terre	NOUN	terre
la	DET	le
,	PUNCT	,
palmiers	NOUN	palmier
sol	NOUN	sol
coude	NOUN	coude
différentes	ADJ	différent
la	DET	le
dont	PRON	dont
des	ADP	de
le	DET	le
représente	VERB	représente
au	ADP	au
Près	ADV	près
,	PUNCT	,
le	DET	le
fait	AUX	faire
un	DET	un
cirée	ADJ	ciré
postale	ADJ	postal
d'	ADP	de
maisons	NOUN	maison
allongent	VERB	allonger
ci	PRON	ci
Du	ADP	de
entremêlent	VERB	entremêler
de	ADP	de
les	DET	le
violacé	ADJ	violacé
planches	NOUN	planche
par	ADP	par
.	PUNCT	.
scintillement	NOUN	scintillement
des	ADP	de
extrémités	NOUN	extrémité
flou	NOUN	flou
entonnoirs	NOUN	entonnoir
s'	PRON	se
de	ADP	de
La	DET	le
deux	NUM	deux
une	PRON	un
clocher	NOUN	clocher
du	ADP	de
coude	NOUN	coude
touffes	NOUN	touffe
on	PRON	on
dans	ADP	dans
la	DET	le
diriger	VERB	diriger
La	DET	le
contre-jour	NOUN	contre-jour
L'	DET	le
de	ADP	de
même	ADJ	même
poussent	VERB	pousser
pas	ADV	pas
cirée	VERB	cirer
des	DET	un
de	ADP	de
élève	VERB	élever
petit	ADJ	petit
s'	PRON	se
que	SCONJ	que
sa	DET	son
élève	VERB	élever
bouquet	NOUN	bouquet
qui	PRON	qui
du	ADP	de
postale	ADJ	postal
mer	NOUN	mer
.	PUNCT	.
capté	VERB	capter
haut	NOUN	haut
de	ADP	de
sur	ADP	sur
courbant	VERB	courber
d'	ADP	de
fin	ADJ	fin
scierie	NOUN	scierie
une	DET	un
de	ADP	de
,	PUNCT	,
grille	NOUN	grille
pré	NOUN	pré
libre	ADJ	libre
cour	NOUN	cour
plusieurs	DET	plusieurs
forme	NOUN	forme
.	PUNCT	.
la	DET	le
haut	NOUN	haut
dans	ADP	dans
faits	VERB	faire
en	ADP	en
,	PUNCT	,
autre	ADJ	autre
.	PUNCT	.
hameau	NOUN	hameau
.	PUNCT	.
à	ADP	à
En	ADP	en
exotiques	ADJ	exotique
le	DET	le
,	PUNCT	,
la	DET	le
.	PUNCT	.
sol	NOUN	sol
est	AUX	être
voit	VERB	voir
feuilles	NOUN	feuille
cascade	NOUN	cascade
que	SCONJ	que
pierre	NOUN	pierre
ont	AUX	avoir
Sa	DET	son
de	ADP	de
cours	NOUN	cours
loin	ADV	loin
d'	ADP	de
arêtes	NOUN	arête
le	DET	le
fleurs	NOUN	fleur
à	ADP	à
un	DET	un
de	ADP	de
,	PUNCT	,
.	PUNCT	.
le	DET	le
des	ADP	de
on	PRON	on
le	DET	le
des	ADP	de
légèrement	ADV	légèrement
un	DET	un
blanc	ADJ	blanc
d'	ADP	de
non	ADV	non
hachoirs	NOUN	hachoir
.	PUNCT	.
halo	NOUN	halo
une	DET	un
à	ADP	à
bâtiment	NOUN	bâtiment
pont	NOUN	pont
fusant	VERB	fuser
.	PUNCT	.
photographie	NOUN	photographie
toit	NOUN	toit
imprécis	ADJ	imprécis
incurve	VERB	incurve
carreaux	NOUN	carreau
par	ADP	par
pierre	NOUN	pierre
On	PRON	on
de	ADP	de
mais	CCONJ	mais
en	ADP	en
un	DET	un
recouvertes	VERB	recouvrir
et	CCONJ	et
,	PUNCT	,
La	DET	le
eau	NOUN	eau
allongé	VERB	allonger
répercuté	VERB	répercuter
fourrure	NOUN	fourrure
le	DET	le
le	DET	le
comme	ADP	comme
côtés	NOUN	côté
peut	VERB	pouvoir
,	PUNCT	,
courbe	NOUN	courbe
les	DET	le
roses	ADJ	rose
couleurs	NOUN	couleur
l'	DET	le
sont	AUX	être
en	ADP	en
plateau	NOUN	plateau
cuisine	NOUN	cuisine
,	PUNCT	,
falaise	NOUN	falaise
un	DET	un
par	ADP	par
Couché	VERB	coucher
ou	CCONJ	ou
clocher	NOUN	clocher
moins	ADV	moins
aux	ADP	à
hameau	NOUN	hameau
de	ADP	de
courant	VERB	courir
chacun	PRON	chacun
orangé	NOUN	orangé
ne	ADV	ne
voir	VERB	voir
de	ADP	de
la	DET	le
la	DET	le
.	PUNCT	.
s'	PRON	se
avec	ADP	avec
les	DET	le
aigus	ADJ	aigu
elle	PRON	lui
endroits	NOUN	endroit
lointain	ADJ	lointain
rouille	NOUN	rouille
canal	NOUN	canal
de	ADP	de
petit	ADJ	petit
d'	ADP	de
ou	CCONJ	ou
d'	ADP	de
La	DET	le
Plus	ADV	plus
les	DET	le
protégées	VERB	protéger
sur	ADP	sur
planches	NOUN	planche
costumes	NOUN	costume
on	PRON	on
des	ADP	de
,	PUNCT	,
enjambe	VERB	enjambe
des	DET	un
viennent	VERB	venir
la	DET	le
la	DET	le
osier	NOUN	osier
en	ADP	en
terre	NOUN	terre
une	DET	un
la	DET	le
façades	NOUN	façade
le	DET	le
Le	DET	le
palmiers	NOUN	palmier
,	PUNCT	,
plat	NOUN	plat
par	ADP	par
De	ADP	de
doucement	ADV	doucement
carte	NOUN	carte
les	DET	le
-	NOUN	-
,	PUNCT	,
à	ADP	à
,	PUNCT	,
des	ADP	de
ciel	NOUN	ciel
on	PRON	on
,	PUNCT	,
l'	PRON	l'
vers	ADP	vers
ombelles	NOUN	ombelle
un	DET	un
chemin	NOUN	chemin
de	ADP	de
pédoncules	NOUN	pédoncule
,	PUNCT	,
bleue	ADJ	bleu
en	ADP	en
parvient	VERB	parvenir
poils	NOUN	poil
table	NOUN	table
ou	CCONJ	ou
rouges	ADJ	rouge
,	PUNCT	,
pierre	NOUN	pierre
les	DET	le
,	PUNCT	,
le	DET	le
l'	DET	le
la	DET	le
séparée	VERB	séparer
de	ADP	de
hauteur	NOUN	hauteur
les	DET	le
rejoignent	VERB	rejoindre
atteindre	VERB	atteindre
glissements	NOUN	glissement
par	ADP	par
Du	ADP	de
plantée	VERB	planter
qui	PRON	qui
s'	PRON	se
un	DET	un
et	CCONJ	et
en	ADP	en
première	ADJ	premier
les	DET	le
de	ADP	de
lèvres	NOUN	lèvre
,	PUNCT	,
les	DET	le
d'	ADP	de
de	ADP	de
pied	NOUN	pied
par	ADP	par
rococo	ADJ	rococo
haut	NOUN	haut
doucement	ADV	doucement
parallèle	ADJ	parallèle
planté	VERB	planter
et	CCONJ	et
une	DET	un
qui	PRON	qui
forme	NOUN	forme
des	DET	un
ensuite	ADV	ensuite
les	DET	le
Si	SCONJ	si
,	PUNCT	,
formes	NOUN	forme
débouche	VERB	débouche
sont	AUX	être
d'	ADP	de
église	NOUN	église
sorte	NOUN	sorte
la	DET	le
la	DET	le
le	DET	le
une	DET	un
plus	ADV	plus
Les	DET	le
Celui	PRON	celui
.	PUNCT	.
pas	ADV	pas
pend	VERB	pendre
une	DET	un
les	DET	le
en	ADP	en
l'	DET	le
grange	NOUN	grange
partie	NOUN	partie
les	DET	le
toile	NOUN	toile
,	PUNCT	,
entailles	NOUN	entaille
grandes	ADJ	grand
par	ADP	par
plus	ADV	plus
vieux	ADJ	vieux
ombelles	NOUN	ombelle
jaune	NOUN	jaune
eau	NOUN	eau
L'	DET	le
coiffé	VERB	coiffer
d'	ADP	de
dérivation	NOUN	dérivation
contre	ADP	contre
et	CCONJ	et
brise	NOUN	brise
,	PUNCT	,
ne	ADV	ne
de	ADP	de
la	DET	le
de	ADP	de
.	PUNCT	.
est	AUX	être
le	DET	le
juste	ADV	juste
un	DET	un
eau	NOUN	eau
du	ADP	de
la	DET	le
une	PRON	un
de	ADP	de
.	PUNCT	.
le	DET	le
sur	ADP	sur
esplanade	NOUN	esplanade
se	PRON	se
de	ADP	de
hameau	NOUN	hameau
Sous	ADP	sous
de	ADP	de
entailles	NOUN	entaille
touffes	NOUN	touffe
tuiles	NOUN	tuile
le	DET	le
qu'	PRON	qu'
épais	ADJ	épais
un	DET	un
forme	VERB	forme
soubassement	NOUN	soubassement
énormes	ADJ	énorme
jusqu'	ADP	jusque
,	PUNCT	,
détachent	VERB	détacher
se	PRON	se
son	DET	son
tout	ADV	tout
.	PUNCT	.
couleur	NOUN	couleur
d'	ADP	de
entre	ADP	entre
en	ADP	en
les	DET	le
Le	DET	le
,	PUNCT	,
grange	NOUN	grange
compte	VERB	compte
ou	CCONJ	ou
-	NOUN	-
le	DET	le
un	DET	un
trop	ADV	trop
la	DET	le
de	ADP	de
un	DET	un
des	DET	un
faïence	NOUN	faïence
oscillant	VERB	osciller
cascade	NOUN	cascade
aux	ADP	à
des	ADP	de
vanne	NOUN	vanne
suivant	VERB	suivre
ont	AUX	avoir
s'	PRON	se
tiges	NOUN	tige
ombelles	NOUN	ombelle
,	PUNCT	,
Le	DET	le
herbes	NOUN	herbe
l'	DET	le
que	PRON	que
cascade	NOUN	cascade
de	ADP	de
la	DET	le
est	AUX	être
Les	DET	le
affleure	VERB	affleure
un	DET	un
de	ADP	de
glissé	VERB	glisser
neigeux	ADJ	neigeux
et	CCONJ	et
des	DET	un
,	PUNCT	,
peut	VERB	pouvoir
la	DET	le
palmiers	NOUN	palmier
un	DET	un
,	PUNCT	,
fourche	NOUN	fourche
recouvert	VERB	recouvrir
gravier	NOUN	gravier
et	CCONJ	et
ciel	NOUN	ciel
.	PUNCT	.
îlots	NOUN	îlot
peut	VERB	pouvoir
de	ADP	de
sur	ADP	sur
joints	NOUN	joint
grande	ADJ	grand
plage	NOUN	plage
cerne	VERB	cerne
celui	PRON	celui
.	PUNCT	.
la	DET	le
les	DET	le
croisent	VERB	croiser
ensanglantée	VERB	ensanglanter
plat	NOUN	plat
,	PUNCT	,
dont	PRON	dont
après	ADP	après
,	PUNCT	,
une	DET	un
qui	PRON	qui
s'	PRON	se
lointain	NOUN	lointain
autre	PRON	autre
entre	ADP	entre
vallée	NOUN	vallée
plus	ADV	plus
à	ADP	à
évasés	ADJ	évasé
retenue	NOUN	retenue
,	PUNCT	,
la	DET	le
du	ADP	de
avant	ADP	avant
doré	ADJ	doré
il	PRON	il
fendue	VERB	fendre
de	ADP	de
.	PUNCT	.
autre	NOUN	autre
surmonté	VERB	surmonter
zinc	NOUN	zinc
bleu	NOUN	bleu
gauche	ADJ	gauche
triangles	NOUN	triangle
à	ADP	à
étincelle	VERB	étinceler
folles	ADJ	fou
de	ADP	de
comme	ADP	comme
coin	NOUN	coin
d'	ADP	de
le	DET	le
rouge	NOUN	rouge
s'	PRON	se
une	DET	un
seconde	ADJ	second
la	DET	le
les	DET	le
plus	ADV	plus
est	AUX	être
et	CCONJ	et
écharpe	NOUN	écharpe
.	PUNCT	.
effilochées	VERB	effilocher
floues	ADJ	flou
on	PRON	on
basculant	VERB	basculer
lames	NOUN	lame
évasant	VERB	évaser
Des	DET	un
pruniers	NOUN	prunier
par	ADV	par
fois	NOUN	fois
Des	DET	un
verger	NOUN	verger
posée	VERB	poser
dans	ADP	dans
voir	VERB	voir
cobalt	NOUN	cobalt
rapidement	ADV	rapidement
fait	NOUN	fait
étend	VERB	étendre
verger	NOUN	verger
parapluie	NOUN	parapluie
dépouillé	VERB	dépouiller
l'	DET	le
le	DET	le
.	PUNCT	.
criards	ADJ	criard
les	DET	le
sur	ADP	sur
zinc	NOUN	zinc
de	ADP	de
toit	NOUN	toit
les	DET	le
pour	ADP	pour
premier	ADJ	premier
et	CCONJ	et
jaunes	ADJ	jaune
d'	ADP	de
et	CCONJ	et
jusqu'	ADP	jusque
peut	VERB	pouvoir
Une	DET	un
aussi	ADV	aussi
un	DET	un
vert	NOUN	vert
certaines	DET	certain
dépasse	VERB	dépasser
de	ADP	de
abrupts	ADJ	abrupt
encrage	NOUN	encrage
la	DET	le
pied	NOUN	pied
toit	NOUN	toit
loin	ADV	loin
de	ADP	de
grange	NOUN	grange
rochers	NOUN	rocher
plaques	NOUN	plaque
.	PUNCT	.
Avant	ADP	avant
environ	ADV	environ
minces	ADJ	mince
de	ADP	de
d'	ADP	de
la	DET	le
la	DET	le
.	PUNCT	.
ne	ADV	ne
se	PRON	se
gris	ADJ	gris
angle	NOUN	angle
une	DET	un
pied	NOUN	pied
un	DET	un
rivière	NOUN	rivière
le	DET	le
cet	DET	ce
un	DET	un
rose	ADJ	rose
la	DET	le
rebord	NOUN	rebord
une	DET	un
.	PUNCT	.
pied	NOUN	pied
grange	NOUN	grange
de	ADP	de
des	ADP	de
entre	ADP	entre
sont	AUX	être
la	DET	le
peut	VERB	pouvoir
,	PUNCT	,
est	AUX	être
tour	ADV	tour
,	PUNCT	,
Construite	VERB	construire
grande	ADJ	grand
et	CCONJ	et
vers	ADP	vers
grange	NOUN	grange
.	PUNCT	.
et	CCONJ	et
qui	PRON	qui
le	DET	le
d'	ADP	de
bleuté	ADJ	bleuté
objets	NOUN	objet
trame	NOUN	trame
dessus	ADP	dessus
pas	ADV	pas
.	PUNCT	.
l'	DET	le
une	DET	un
les	DET	le
sur	ADP	sur
sur	ADP	sur
du	ADP	de
des	DET	un
d'	ADP	de
de	ADP	de
scierie	NOUN	scierie
,	PUNCT	,
dont	PRON	dont
aussi	ADV	aussi
fait	VERB	faire
cru	ADJ	cru
murs	NOUN	mur
au	ADP	au
se	PRON	se
sous	ADP	sous
étiré	VERB	étirer
canal	NOUN	canal
balançant	VERB	balancer
duvet	NOUN	duvet
mauve	NOUN	mauve
marron	ADJ	marron
l'	DET	le
ou	CCONJ	ou
corps	NOUN	corps
une	DET	un
.	PUNCT	.
tour	ADV	tour
la	DET	le
graminées	NOUN	graminée
exactement	ADV	exactement
,	PUNCT	,
bleu	ADJ	bleu
où	PRON	où
soulèvent	VERB	soulever
carte	NOUN	carte
recouverte	VERB	recouvrir
cascade	NOUN	cascade
la	DET	le
terrain	NOUN	terrain
le	DET	le
à	ADP	à
de	ADP	de
poussent	VERB	pousser
la	DET	le
les	DET	le
de	ADP	de
d'	ADP	de
,	PUNCT	,
la	DET	le
d'	ADP	de
un	DET	un
Sur	ADP	sur
tiges	NOUN	tige
et	CCONJ	et
des	ADP	de
trouve	VERB	trouve
rouille	NOUN	rouille
la	DET	le
été	AUX	être
qui	PRON	qui
d'	ADP	de
au	ADP	au
à	ADP	à
un	PRON	un
l'	DET	le
couchée	VERB	coucher
agrandie	VERB	agrandir
degrés	NOUN	degré
,	PUNCT	,
de	ADP	de
Sur	ADP	sur
bois	NOUN	bois
faut	VERB	falloir
à	ADP	à
feuilles	NOUN	feuille
de	ADP	de
se	PRON	se
entre	ADP	entre
et	CCONJ	et
que	SCONJ	que
déracinés	VERB	déraciner
de	ADP	de
on	PRON	on
éboulis	NOUN	éboulis
tout	ADV	tout
reflet	NOUN	reflet
,	PUNCT	,
des	ADP	de
joué	VERB	jouer
heures	NOUN	heure
des	DET	un
la	DET	le
affiche	NOUN	affiche
cercle	NOUN	cercle
L'	DET	le
les	DET	le
affiches	NOUN	affiche
l'	DET	le
sur	ADP	sur
canal	NOUN	canal
ou	CCONJ	ou
ses	DET	son
,	PUNCT	,
apparaissant	VERB	apparaître
une	PRON	un
est	AUX	être
pentes	NOUN	pente
avant	ADJ	avant
et	CCONJ	et
voit	VERB	voir
boue	NOUN	boue
décrit	VERB	décrire
,	PUNCT	,
cuvette	NOUN	cuvette
qui	PRON	qui
agite	VERB	agite
,	PUNCT	,
glissent	VERB	glisser
la	DET	le
semée	VERB	semer
pente	NOUN	pente
taillis	NOUN	taillis
ciel	NOUN	ciel
bottes	NOUN	botte
par	ADP	par
couleur	NOUN	couleur
des	ADP	de
fouet	NOUN	fouet
peut	VERB	pouvoir
basses	ADJ	bas
de	DET	de
deux	NUM	deux
foncé	ADJ	foncé
la	DET	le
de	ADP	de
à	ADP	à
qui	PRON	qui
des	DET	un
ternies	VERB	ternir
s'	PRON	se
les	DET	le
la	DET	le
sentir	VERB	sentir
d'	ADP	de
pied	NOUN	pied
les	DET	le
se	PRON	se
et	CCONJ	et
elles	PRON	lui
grange	NOUN	grange
et	CCONJ	et
pente	NOUN	pente
s'	PRON	se
d'	ADP	de
jaune	ADJ	jaune
.	PUNCT	.
épais	ADJ	épais
du	ADP	de
bouffées	NOUN	bouffée
dont	PRON	dont
écartant	VERB	écarter
bronze	NOUN	bronze
est	AUX	être
serpente	VERB	serpente
métalliques	ADJ	métallique
objets	NOUN	objet
couronnent	VERB	couronner
numéro	NOUN	numéro
la	DET	le
semble	VERB	semble
des	DET	un
ne	ADV	ne
alternés	VERB	alterner
forte	ADJ	fort
un	DET	un
malingres	ADJ	malingre
de	ADP	de
.	PUNCT	.
.	PUNCT	.
saillent	VERB	saillir
rencontre	VERB	rencontre
ou	CCONJ	ou
aussi	ADV	aussi
se	PRON	se
une	DET	un
chaos	NOUN	chaos
et	CCONJ	et
coule	VERB	coule
,	PUNCT	,
arbres	NOUN	arbre
sont	AUX	être
par	ADP	par
des	ADP	de
dans	ADP	dans
,	PUNCT	,
un	DET	un
nuages	NOUN	nuage
parapet	NOUN	parapet
aux	ADP	à
relief	NOUN	relief
la	DET	le
découpées	VERB	découper
et	CCONJ	et
de	ADP	de
comme	ADP	comme
prés	NOUN	pré
la	DET	le
se	PRON	se
en	ADP	en
façon	NOUN	façon
,	PUNCT	,
un	DET	un
déchirées	VERB	déchirer
de	ADP	de
couverts	VERB	couvrir
Entre	ADP	entre
sciure	NOUN	sciure
moment	NOUN	moment
dont	PRON	dont
demi	ADV	demi
,	PUNCT	,
moyenne	ADJ	moyen
lessive	NOUN	lessive
ligne	NOUN	ligne
fond	NOUN	fond
le	DET	le
sons	NOUN	son
des	ADP	de
grises	ADJ	gris
aucun	DET	aucun
on	PRON	on
,	PUNCT	,
poussière	NOUN	poussière
qui	PRON	qui
d'	ADP	de
,	PUNCT	,
appuie	NOUN	appuie
ne	ADV	ne
se	PRON	se
grange	NOUN	grange
des	DET	un
pignons	NOUN	pignon
un	DET	un
graisseuse	ADJ	graisseux
d'	ADP	de
mur	NOUN	mur
sur	ADP	sur
de	ADP	de
constituent	VERB	constituer
des	ADP	de
ou	CCONJ	ou
avant	ADP	avant
le	DET	le
où	PRON	où
apportent	VERB	apporter
rivière	NOUN	rivière
superposées	VERB	superposer
et	CCONJ	et
la	DET	le
les	DET	le
continuant	VERB	continuer
île	NOUN	île
répercuter	VERB	répercuter
refermant	VERB	refermer
courant	NOUN	courant
d'	ADP	de
de	ADP	de
saillent	VERB	saillir
rouges	ADJ	rouge
dont	PRON	dont
entre	ADP	entre
boisées	ADJ	boisé
des	ADP	de
mêmes	PRON	même
se	PRON	se
que	SCONJ	que
creusent	VERB	creuser
paroi	NOUN	paroi
les	DET	le
,	PUNCT	,
golfes	NOUN	golfe
l'	DET	le
puissant	ADJ	puissant
arêtes	NOUN	arête
marron	ADV	marron
le	DET	le
l'	DET	le
,	PUNCT	,
de	ADP	de
et	CCONJ	et
moments	NOUN	moment
maintenant	ADV	maintenant
de	ADP	de
pelucheuse	ADJ	pelucheux
eau	NOUN	eau
sous	ADP	sous
il	PRON	il
calme	ADJ	calme
.	PUNCT	.
trajets	NOUN	trajet
rester	VERB	rester
la	DET	le
les	DET	le
,	PUNCT	,
revenir	VERB	revenir
un	DET	un
tapissé	VERB	tapisser
caps	NOUN	cap
de	ADP	de
,	PUNCT	,
un	DET	un
.	PUNCT	.
de	ADP	de
et	CCONJ	et
au-dessus	ADV	au-dessus
quelques	DET	quelque
.	PUNCT	.
peut	VERB	pouvoir
racines	NOUN	racine
scierie	NOUN	scierie
demi-obscurité	NOUN	demi-obscurité
échappement	NOUN	échappement
de	ADP	de
longe	VERB	longer
.	PUNCT	.
entraînant	VERB	entraîner
passées	VERB	passer
la	DET	le
sont	AUX	être
dompteur	NOUN	dompteur
miroitent	VERB	miroiter
sur	ADP	sur
un	DET	un
de	ADP	de
augmente	VERB	augmente
des	DET	un
noir	ADJ	noir
retomber	VERB	retomber
des	ADP	de
,	PUNCT	,
de	ADP	de
nuages	NOUN	nuage
par	ADP	par
fasse	VERB	faire
d'	ADP	de
bois	NOUN	bois
Les	DET	le
fond	NOUN	fond
seul	ADJ	seul
les	DET	le
couche	NOUN	couche
foncé	ADJ	foncé
contourne	VERB	contourne
.	PUNCT	.
tuf	NOUN	tuf
silhouettes	NOUN	silhouette
enserrer	VERB	enserrer
eau	NOUN	eau
à	ADP	à
charmes	NOUN	charme
roches	NOUN	roche
la	DET	le
,	PUNCT	,
goudron	NOUN	goudron
hameau	NOUN	hameau
clair	ADJ	clair
rigide	ADJ	rigide
et	CCONJ	et
la	DET	le
leurs	DET	leur
de	ADP	de
,	PUNCT	,
peint	VERB	peindre
parfois	ADV	parfois
Leur	DET	leur
marron	ADJ	marron
de	ADP	de
,	PUNCT	,
circulaire	ADJ	circulaire
buissons	NOUN	buisson
voir	VERB	voir
le	PRON	le
,	PUNCT	,
arêtes	NOUN	arête
le	DET	le
les	DET	le
forme	NOUN	forme
eau	NOUN	eau
noire	ADJ	noir
l'	DET	le
ont	AUX	avoir
peut	VERB	pouvoir
brise	NOUN	brise
que	SCONJ	que
la	DET	le
piste	NOUN	piste
d'	ADP	de
aux	ADP	à
cirque	NOUN	cirque
.	PUNCT	.
dans	ADP	dans
de	ADP	de
et	CCONJ	et
le	DET	le
-	PRON	-
ou	CCONJ	ou
fond	NOUN	fond
aux	ADP	à
brun	NOUN	brun
les	DET	le
les	DET	le
.	PUNCT	.
dessinant	VERB	dessiner
noyers	NOUN	noyer
.	PUNCT	.
planches	NOUN	planche
de	ADP	de
