inévitablement	ADV	inévitablement
La	DET	le
rédacteur	NOUN	rédacteur
au	ADP	au
avec	ADP	avec
distraite	ADJ	distrait
était	AUX	être
à	ADP	à
Tu	PRON	tu
consommation	NOUN	consommation
c'	PRON	ce
peu	ADV	peu
dit	VERB	dire
-il	PRON	il
,	PUNCT	,
étudier	VERB	étudier
habituellement	ADV	habituellement
Sans	ADP	sans
ce	PRON	ce
quelle	PRON	quel
journal	NOUN	journal
n'	ADV	n'
En	ADP	en
à	ADP	à
longtemps	ADV	longtemps
.	PUNCT	.
,	PUNCT	,
du	ADP	de
n'	ADV	n'
finissent	VERB	finir
Juste	ADV	juste
l'	PRON	l'
,	PUNCT	,
.	PUNCT	.
dit	VERB	dire
protesta	VERB	protester
bâtons	NOUN	bâton
pas	ADV	pas
de	ADP	de
à	ADP	à
décoratrice	ADJ	décorateur
la	DET	le
et	CCONJ	et
travailles	VERB	travailler
vouloir	VERB	vouloir
bien	ADV	bien
de	ADP	de
...	PUNCT	...
compter	VERB	compter
aventure	NOUN	aventure
.	PUNCT	.
l'	DET	le
fixée	VERB	fixer
rien	PRON	rien
ces	DET	ce
cas	NOUN	cas
,	PUNCT	,
elle	PRON	lui
ce	PRON	ce
suite	NOUN	suite
Non	ADV	non
Avant	ADP	avant
nouveau	ADJ	nouveau
tout	ADV	tout
Non	ADV	non
pourrais	VERB	pouvoir
Elle	PRON	lui
envisageait	VERB	envisager
et	CCONJ	et
,	PUNCT	,
tenter	VERB	tenter
y	PRON	y
et	CCONJ	et
horreurs	NOUN	horreur
le	DET	le
mais	CCONJ	mais
,	PUNCT	,
discussions	NOUN	discussion
bien	ADV	bien
,	PUNCT	,
de	DET	de
est	AUX	être
un	DET	un
,	PUNCT	,
et	CCONJ	et
dîner	NOUN	dîner
mon	DET	mon
Cylia	PROPN	Cylia
modèle	NOUN	modèle
comme	ADP	comme
...	PUNCT	...
me	PRON	me
ne	ADV	ne
de	ADP	de
se	PRON	se
siècle	NOUN	siècle
même	ADJ	même
.	PUNCT	.
elle	PRON	lui
cette	DET	ce
la	DET	le
Paris	PROPN	Paris
notre	DET	notre
jours	NOUN	jour
l'	DET	le
vrai	ADJ	vrai
,	PUNCT	,
.	PUNCT	.
-là	NOUN	-là
Kristel	PROPN	Kristel
les	DET	le
Je	PRON	je
bec	NOUN	bec
obligée	VERB	obliger
—	PUNCT	—
attitré	ADJ	attitré
à	ADP	à
!	PUNCT	!
simplement	ADV	simplement
à	ADP	à
garder	VERB	garder
je	PRON	je
chaque	DET	chaque
maison	NOUN	maison
la	DET	le
s'	PRON	se
sans	ADP	sans
Pour	ADP	pour
pas	ADV	pas
...	PUNCT	...
les	DET	le
s'	PRON	se
ville	NOUN	ville
les	DET	le
quelques	DET	quelque
petit	ADJ	petit
France	PROPN	France
,	PUNCT	,
Mode	NOUN	mode
était	AUX	être
mais	CCONJ	mais
La	DET	le
,	PUNCT	,
,	PUNCT	,
,	PUNCT	,
demandait	VERB	demander
du	ADP	de
.	PUNCT	.
,	PUNCT	,
rencontré	VERB	rencontrer
répondit	VERB	répondre
toujours	ADV	toujours
parle	VERB	parle
,	PUNCT	,
rester	VERB	rester
raconté	VERB	raconter
,	PUNCT	,
jamais	ADV	jamais
plus	ADV	plus
son	DET	son
jamais	ADV	jamais
café	NOUN	café
Michaël	PROPN	Michaël
fin	NOUN	fin
ses	DET	son
elle	PRON	lui
en	PRON	en
ses	DET	son
trop	ADV	trop
écriée	VERB	écrier
présenter	VERB	présenter
attendu	VERB	attendre
ligne	NOUN	ligne
»	PUNCT	»
soucis	NOUN	souci
!	PUNCT	!
revenir	VERB	revenir
désistement	NOUN	désistement
stylistes	NOUN	styliste
Cylia	PROPN	Cylia
toujours	ADV	toujours
avec	ADP	avec
«	PUNCT	«
leurs	DET	leur
avait	AUX	avoir
demandait	VERB	demander
la	DET	le
profonds	ADJ	profond
Mais	CCONJ	mais
maintenant	ADV	maintenant
dernière	ADJ	dernier
Eh	INTJ	Eh
des	ADP	de
les	DET	le
pour	ADP	pour
-	PROPN	-
regardait	VERB	regarder
...	PUNCT	...
mettre	VERB	mettre
une	DET	un
a	VERB	avoir
—	PUNCT	—
ni	CCONJ	ni
—	PUNCT	—
—	PUNCT	—
!	PUNCT	!
que	SCONJ	que
province	NOUN	province
elle	PRON	lui
toujours	ADV	toujours
moment	NOUN	moment
créations	NOUN	création
défilé	NOUN	défilé
»	PUNCT	»
,	PUNCT	,
.	PUNCT	.
Après	ADP	après
toujours	ADV	toujours
n'	ADV	n'
mode	NOUN	mode
était	AUX	être
.	PUNCT	.
l'	DET	le
année	NOUN	année
soutien	NOUN	soutien
soucier	VERB	soucier
-moi	PRON	moi
Cylia	PROPN	Cylia
lui	PRON	lui
n'	ADV	n'
à	ADP	à
«	PUNCT	«
cette	DET	ce
!	PUNCT	!
bien	ADV	bien
quelle	ADJ	quell
de	ADP	de
fauteuils	NOUN	fauteuil
coup	NOUN	coup
Cylia	PROPN	Cylia
était	AUX	être
rupture	NOUN	rupture
une	DET	un
je	PRON	je
:	PUNCT	:
de	ADP	de
tous	ADJ	tout
de	ADP	de
!	PUNCT	!
,	PUNCT	,
finir	VERB	finir
les	DET	le
,	PUNCT	,
.	PUNCT	.
mes	DET	mon
lancer	VERB	lancer
...	PUNCT	...
«	PUNCT	«
de	ADP	de
se	PRON	se
qu'	SCONJ	que
propres	ADJ	propre
et	CCONJ	et
que	PRON	que
ans	NOUN	an
Cylia	PROPN	Cylia
de	ADP	de
par	ADP	par
de	ADP	de
folie	NOUN	folie
était	AUX	être
contentes	ADJ	content
»	PUNCT	»
mode	NOUN	mode
par	ADP	par
qu'	SCONJ	que
alluma	VERB	allumer
soirée	NOUN	soirée
Rennes	PROPN	Rennes
.	PUNCT	.
...	PUNCT	...
Michaël	PROPN	Michaël
sans	ADP	sans
une	DET	un
le	DET	le
de	ADP	de
chaque	DET	chaque
excuse	VERB	excuse
vue	VERB	voir
,	PUNCT	,
de	ADP	de
l'	DET	le
s'	PRON	se
interruption	NOUN	interruption
sa	DET	son
son	DET	son
Rennes	PROPN	Rennes
le	DET	le
!	PUNCT	!
prise	VERB	prendre
trop	ADV	trop
problème	NOUN	problème
dernier	ADJ	dernier
prises	NOUN	prise
salaud	NOUN	salaud
lui	PRON	lui
Je	PRON	je
de	ADP	de
ça	PRON	cela
artisanalement	ADV	artisanalement
tout	DET	tout
,	PUNCT	,
je	PRON	je
elle	PRON	lui
son	DET	son
se	PRON	se
ressenti	VERB	ressentir
et	CCONJ	et
autre	PRON	autre
de	ADP	de
dans	ADP	dans
même	ADV	même
envie	NOUN	envie
scènes	NOUN	scène
,	PUNCT	,
le	DET	le
«	PUNCT	«
était	AUX	être
et	CCONJ	et
un	DET	un
en	PRON	en
était	AUX	être
installée	VERB	installer
à	ADP	à
avait	AUX	avoir
de	ADP	de
chercher	VERB	chercher
passée	VERB	passer
situation	NOUN	situation
,	PUNCT	,
...	PUNCT	...
,	PUNCT	,
cœur	NOUN	cœur
de	ADP	de
un	DET	un
trois	NUM	trois
:	PUNCT	:
suis	AUX	être
eux	PRON	lui
de	ADP	de
!	PUNCT	!
peut-être	ADV	peut-être
du	ADP	de
pareille	ADJ	pareil
ELVIRE	PROPN	ELVIRE
essentielles	ADJ	essentiel
reparti	VERB	repartir
—	PUNCT	—
,	PUNCT	,
semaines	NOUN	semaine
Depuis	ADP	depuis
d'	ADP	de
Michaël	PROPN	Michaël
:	PUNCT	:
de	ADP	de
réduire	VERB	réduire
atterrée	VERB	atterrer
Cylia	PROPN	Cylia
était	AUX	être
enfin	ADV	enfin
de	ADP	de
elle	PRON	lui
:	PUNCT	:
doute	NOUN	doute
veulent	VERB	vouloir
,	PUNCT	,
bien	ADV	bien
:	PUNCT	:
.	PUNCT	.
Je	PRON	je
des	ADP	de
!	PUNCT	!
avait	AUX	avoir
à	ADP	à
plus	ADV	plus
an	NOUN	an
n'	ADV	n'
amant	NOUN	amant
cigarettes	NOUN	cigarette
homme	NOUN	homme
Montana	PROPN	Montana
.	PUNCT	.
fabriqué	VERB	fabriquer
n'	ADV	n'
que	SCONJ	que
écoutant	VERB	écouter
voilà	VERB	voilà
scénario	NOUN	scénario
elle	PRON	lui
lui	PRON	lui
actuelle	ADJ	actuel
qui	PRON	qui
lieu	NOUN	lieu
,	PUNCT	,
l'	DET	le
cuir	NOUN	cuir
,	PUNCT	,
Mais	CCONJ	mais
mais	CCONJ	mais
eu	VERB	avoir
de	ADP	de
parvenu	VERB	parvenir
demander	VERB	demander
,	PUNCT	,
Davis	PROPN	Davis
s'	PRON	se
avait	AUX	avoir
ferai	VERB	faire
ce	DET	ce
sur	ADP	sur
peux	VERB	pouvoir
.	PUNCT	.
O.K.	PROPN	O.K.
projet	NOUN	projet
Michaël	PROPN	Michaël
distribution	NOUN	distribution
Kristel	PROPN	Kristel
le	PRON	le
qu'	ADV	qu'
ELV	PROPN	ELV
photographe	NOUN	photographe
impatiente	ADJ	impatient
.	PUNCT	.
faisait	VERB	faire
est	AUX	être
à	ADP	à
,	PUNCT	,
aventures	NOUN	aventure
octobre	NOUN	octobre
au	ADP	au
gamme	NOUN	gamme
devant	ADP	devant
sous	ADP	sous
la	DET	le
ouverture	NOUN	ouverture
de	ADP	de
peux	VERB	pouvoir
C'	PRON	ce
,	PUNCT	,
.	PUNCT	.
le	DET	le
haut	ADJ	haut
enfant	NOUN	enfant
sa	DET	son
réduire	VERB	réduire
.	PUNCT	.
qui	PRON	qui
C'	PRON	ce
en	ADP	en
femme	NOUN	femme
et	CCONJ	et
bien	ADV	bien
sa	DET	son
,	PUNCT	,
Cylia	PROPN	Cylia
ouverte	ADJ	ouvert
de	ADP	de
»	PUNCT	»
mais	CCONJ	mais
,	PUNCT	,
de	ADP	de
lancer	VERB	lancer
quelque	DET	quelque
jeunes	ADJ	jeune
à	ADP	à
qu'	SCONJ	que
inévitable	ADJ	inévitable
l'	DET	le
sans	ADP	sans
s'	PRON	se
à	ADP	à
l'	DET	le
projet	NOUN	projet
Il	PRON	il
est	AUX	être
a	VERB	avoir
tu	PRON	tu
tuyau	NOUN	tuyau
fois	NOUN	fois
,	PUNCT	,
créateurs	NOUN	créateur
...	PUNCT	...
en	ADP	en
année	NOUN	année
,	PUNCT	,
de	ADP	de
était	AUX	être
—	PUNCT	—
,	PUNCT	,
accordait	VERB	accorder
pour	ADP	pour
.	PUNCT	.
...	PUNCT	...
manifestation	NOUN	manifestation
un	DET	un
tour	NOUN	tour
quand	ADV	quand
fabrication	NOUN	fabrication
!	PUNCT	!
de	ADP	de
grotesques	ADJ	grotesque
un	DET	un
quatrième	ADJ	quatrième
faire	VERB	faire
,	PUNCT	,
du	ADP	de
,	PUNCT	,
était	AUX	être
fumante	ADJ	fumant
qui	PRON	qui
!	PUNCT	!
chose	NOUN	chose
une	DET	un
qu'	PRON	qu'
dans	ADP	dans
métier	NOUN	métier
le	DET	le
pas	ADV	pas
au	ADP	au
pourquoi	ADV	pourquoi
risquer	VERB	risquer
se	PRON	se
«	PUNCT	«
soirée	NOUN	soirée
plus	ADV	plus
cigarette	NOUN	cigarette
la	DET	le
pas	ADV	pas
?	PUNCT	?
au	ADP	au
discussion	NOUN	discussion
le	DET	le
groupe	NOUN	groupe
tenu	VERB	tenir
n'	ADV	n'
une	DET	un
était	AUX	être
clair	NOUN	clair
mêmes	ADJ	même
d'	ADP	de
était	AUX	être
une	DET	un
lancée	VERB	lancer
Ça	PRON	cela
.	PUNCT	.
détestait	VERB	détester
plus	ADV	plus
copains	ADJ	copain
tente	VERB	tente
moins	ADV	moins
macho	NOUN	macho
fois	NOUN	fois
est	AUX	être
dépassé	VERB	dépasser
elle	PRON	lui
de	ADP	de
moment	NOUN	moment
lassant	ADJ	lassant
magasin	NOUN	magasin
Cylia	PROPN	Cylia
Michaël	PROPN	Michaël
Un	DET	un
le	PRON	le
ambitieuses	ADJ	ambitieux
dis	VERB	dire
Miles	PROPN	Miles
choses	NOUN	chose
appartement	NOUN	appartement
vêtements	NOUN	vêtement
les	DET	le
installée	VERB	installer
était	AUX	être
toi	PRON	toi
pour	ADP	pour
une	DET	un
Michaël	PROPN	Michaël
copain	NOUN	copain
à	ADP	à
bondi	VERB	bondir
,	PUNCT	,
tout	ADV	tout
la	DET	le
.	PUNCT	.
dois	VERB	devoir
sympa	ADJ	sympa
,	PUNCT	,
et	CCONJ	et
d'	ADP	de
prime	NOUN	prime
avait	AUX	avoir
pas	ADV	pas
se	PRON	se
pareille	ADJ	pareil
presque	ADV	presque
avec	ADP	avec
allait	VERB	aller
la	DET	le
les	DET	le
d'	ADP	de
chef	NOUN	chef
aussi	ADV	aussi
ne	ADV	ne
conclusions	NOUN	conclusion
de	ADP	de
Cylia	PROPN	Cylia
,	PUNCT	,
grandes	ADJ	grand
le	DET	le
ça	PRON	cela
:	PUNCT	:
,	PUNCT	,
et	CCONJ	et
tardé	VERB	tarder
un	DET	un
du	ADP	de
était	AUX	être
c'	PRON	ce
avait	AUX	avoir
amie	NOUN	amie
de	ADP	de
avoir	VERB	avoir
villes	NOUN	ville
de	ADP	de
enfant	NOUN	enfant
son	DET	son
.	PUNCT	.
ne	ADV	ne
atelier	NOUN	atelier
relations	NOUN	relation
de	ADP	de
.	PUNCT	.
,	PUNCT	,
Elle	PRON	lui
aurait	AUX	avoir
c'	PRON	ce
par	ADP	par
»	PUNCT	»
à	ADP	à
à	ADP	à
un	DET	un
elle	PRON	lui
son	DET	son
de	ADP	de
Kenzo	PROPN	Kenzo
femmes	NOUN	femme
doucement	ADV	doucement
venu	VERB	venir
doute	NOUN	doute
une	DET	un
cette	DET	ce
ton	DET	ton
une	DET	un
Devant	ADP	devant
de	ADP	de
d'	ADP	de
compte	VERB	compte
l'	DET	le
encore	ADV	encore
et	CCONJ	et
Michaël	PROPN	Michaël
Bretagne	PROPN	Bretagne
créer	VERB	créer
disque	NOUN	disque
repas	NOUN	repas
Cylia	PROPN	Cylia
s'	PRON	se
restait	VERB	rester
.	PUNCT	.
pas	ADV	pas
pénibles	ADJ	pénible
plus	ADV	plus
au	ADP	au
en	ADP	en
n'	ADV	n'
place	NOUN	place
demande	NOUN	demande
le	DET	le
.	PUNCT	.
tasse	NOUN	tasse
elle	PRON	lui
roues	NOUN	roue
avait	AUX	avoir
les	DET	le
plusieurs	DET	plusieurs
oreille	NOUN	oreille
et	CCONJ	et
que	ADV	que
suppose	VERB	suppose
A	ADP	à
tension	NOUN	tension
exclama	VERB	exclamer
tout	ADV	tout
chose	NOUN	chose
«	PUNCT	«
elle	PRON	lui
minute	NOUN	minute
démarré	VERB	démarrer
,	PUNCT	,
le	DET	le
une	DET	un
aux	ADP	à
néant	NOUN	néant
unique	ADJ	unique
toujours	ADV	toujours
de	ADP	de
quelle	PRON	quel
décidé	VERB	décider
aussi	ADV	aussi
ne	ADV	ne
plus	ADV	plus
elle	PRON	lui
,	PUNCT	,
»	PUNCT	»
démarré	VERB	démarrer
te	PRON	te
aux	ADP	à
de	ADP	de
dans	ADP	dans
,	PUNCT	,
en	ADP	en
à	ADP	à
soir	NOUN	soir
moment	NOUN	moment
efforts	NOUN	effort
que	SCONJ	que
assez	ADV	assez
parce	SCONJ	parce
Ouest	PROPN	Ouest
En	ADP	en
c'	PRON	ce
le	DET	le
présentation	NOUN	présentation
dixième	ADJ	dixième
valoir	VERB	valoir
son	DET	son
objective	ADJ	objectif
de	ADP	de
silencieux	ADJ	silencieux
i	NOUN	i
.	PUNCT	.
avait	AUX	avoir
traversa	VERB	traverser
magasin	NOUN	magasin
lorsqu'	SCONJ	lorsque
revigorante	ADJ	revigorant
quarantaine	NOUN	quarantaine
sans	ADP	sans
doubles	ADJ	double
elle	PRON	lui
du	ADP	de
la	DET	le
Cylia	PROPN	Cylia
bonne	ADJ	bon
en	ADP	en
que	PRON	que
revint	VERB	revenir
la	DET	le
si	SCONJ	si
et	CCONJ	et
se	PRON	se
)	PUNCT	)
plus	ADV	plus
au	ADP	au
l'	DET	le
serait	AUX	être
bolide	NOUN	bolide
de	ADP	de
un	DET	un
de	ADP	de
gris	ADJ	gris
mais	CCONJ	mais
un	DET	un
lui	PRON	lui
donner	VERB	donner
.	PUNCT	.
journées	NOUN	journée
conventionnelles	ADJ	conventionnel
grand	ADJ	grand
,	PUNCT	,
enthousiasme	NOUN	enthousiasme
partaient	VERB	partir
pas	ADV	pas
elle	PRON	lui
douche	NOUN	douche
»	PUNCT	»
faut	VERB	falloir
temps	NOUN	temps
voilà	VERB	voilà
qui	PRON	qui
,	PUNCT	,
!	PUNCT	!
un	DET	un
simplement	ADV	simplement
à	ADP	à
.	PUNCT	.
et	CCONJ	et
lança	VERB	lancer
Le	DET	le
;	PUNCT	;
Paris	PROPN	Paris
et	CCONJ	et
,	PUNCT	,
L'	DET	le
sa	DET	son
de	ADP	de
.	PUNCT	.
était	AUX	être
ses	DET	son
de	ADP	de
m'	PRON	me
la	DET	le
deuxième	ADJ	deuxième
un	DET	un
font	AUX	faire
rude	ADJ	rude
modèles	NOUN	modèle
Elle	PRON	lui
Fontaine	PROPN	Fontaine
pièce	NOUN	pièce
et	CCONJ	et
avait	VERB	avoir
15	NUM	15
regrets	NOUN	regret
s'	PRON	se
350	DET	350
sa	DET	son
ils	PRON	il
plutôt	ADV	plutôt
aimait	VERB	aimer
nous	PRON	nous
à	ADP	à
Content	ADJ	content
ligne	NOUN	ligne
le	DET	le
fois	NOUN	fois
à	ADP	à
était	AUX	être
à	ADP	à
,	PUNCT	,
ils	PRON	il
,	PUNCT	,
fort	ADV	fort
aujourd'hui	ADV	aujourd'hui
Tu	PRON	tu
Avant	ADP	avant
réveiller	VERB	réveiller
au	ADP	au
l'	DET	le
à	ADP	à
petit	ADJ	petit
devant	ADP	devant
,	PUNCT	,
un	DET	un
éveilla	VERB	éveiller
-	VERB	-
bon	ADJ	bon
,	PUNCT	,
Oscar	PROPN	Oscar
comptable	NOUN	comptable
vraiment	ADV	vraiment
.	PUNCT	.
intérêts	NOUN	intérêt
ses	DET	son
encore	ADV	encore
pleine	ADJ	plein
un	DET	un
Cylia	PROPN	Cylia
la	DET	le
exactement	ADV	exactement
sa	DET	son
retour	NOUN	retour
projet	NOUN	projet
Tout	ADV	tout
pour	ADP	pour
venait	VERB	venir
Cylia	PROPN	Cylia
euh	ADV	euh
.	PUNCT	.
Une	DET	un
demandent	VERB	demander
premier	ADJ	premier
.	PUNCT	.
ressources	NOUN	ressource
pleine	ADJ	plein
ça	PRON	cela
.	PUNCT	.
à	ADP	à
te	PRON	te
Gérard	PROPN	Gérard
chez	ADP	chez
tu	PRON	tu
boutique	NOUN	boutique
choisit	VERB	choisir
financement	NOUN	financement
tu	PRON	tu
octobre	NOUN	octobre
Cylia	PROPN	Cylia
au	ADP	au
aux	ADP	à
m'	PRON	me
francs	NOUN	franc
était	AUX	être
pour	ADP	pour
—	PUNCT	—
son	DET	son
aurai	VERB	avoir
étaient	AUX	être
ils	PRON	il
son	DET	son
,	PUNCT	,
effleura	VERB	effleurer
une	DET	un
m'	PRON	me
convaincre	VERB	convaincre
sur	ADP	sur
,	PUNCT	,
divorcer	VERB	divorcer
,	PUNCT	,
,	PUNCT	,
Salut	NOUN	salut
,	PUNCT	,
le	DET	le
viens	VERB	venir
dit	VERB	dire
pour	VERB	pour
une	DET	un
un	DET	un
juste	ADV	juste
question	NOUN	question
Lorsque	SCONJ	lorsque
du	ADP	de
soleil	NOUN	soleil
—	PUNCT	—
air	VERB	air
pourrait	VERB	pouvoir
un	DET	un
Gérard	PROPN	Gérard
candidature	NOUN	candidature
yaourt	NOUN	yaourt
devaient	VERB	devoir
de	ADP	de
avait	AUX	avoir
atelier	NOUN	atelier
besoin	NOUN	besoin
petit	ADJ	petit
«	PUNCT	«
pour	ADP	pour
collection	NOUN	collection
cheveux	NOUN	cheveu
ancien	ADJ	ancien
l'	DET	le
et	CCONJ	et
défendit	VERB	défendre
pressée	VERB	presser
lendemain	NOUN	lendemain
une	PRON	un
petite	ADJ	petit
la	PRON	le
.	PUNCT	.
—	PUNCT	—
et	CCONJ	et
maquilla	VERB	maquiller
-il	PRON	il
a	AUX	avoir
consacrer	VERB	consacrer
être	AUX	être
8	NUM	8
se	PRON	se
aux	ADP	à
Cylia	PROPN	Cylia
forme	NOUN	forme
son	DET	son
son	DET	son
.	PUNCT	.
s'	PRON	se
de	ADP	de
déjà	ADV	déjà
de	ADP	de
et	CCONJ	et
brume	NOUN	brume
d'	ADP	de
une	DET	un
serait	AUX	être
heure	NOUN	heure
.	PUNCT	.
énergie	NOUN	énergie
...	PUNCT	...
de	ADP	de
prix	NOUN	prix
une	DET	un
de	ADP	de
parée	VERB	parer
bon	ADJ	bon
jupe	NOUN	jupe
avait	AUX	avoir
—	PUNCT	—
les	DET	le
ses	DET	son
kilim	NOUN	kilim
voir	VERB	voir
son	DET	son
.	PUNCT	.
œil	NOUN	œil
au	ADP	au
En	ADP	en
Tu	PRON	tu
atelier	NOUN	atelier
était	AUX	être
trouvé	VERB	trouver
teint	NOUN	teint
,	PUNCT	,
passée	VERB	passer
le	DET	le
affaire	NOUN	affaire
Agathe	PROPN	Agathe
son	DET	son
»	PUNCT	»
terminer	VERB	terminer
planter	VERB	planter
elle	PRON	lui
que	SCONJ	que
son	DET	son
—	PUNCT	—
prenant	VERB	prendre
un	DET	un
?	PUNCT	?
expert	NOUN	expert
.	PUNCT	.
premier	ADJ	premier
:	PUNCT	:
nostalgie	NOUN	nostalgie
se	PRON	se
exorbitant	ADJ	exorbitant
le	DET	le
elle	PRON	lui
n'	ADV	n'
Pas	ADV	pas
pour	ADP	pour
dans	ADP	dans
moquette	NOUN	moquette
:	PUNCT	:
Elle	PRON	lui
une	DET	un
,	PUNCT	,
chaleureux	ADJ	chaleureux
ménager	VERB	ménager
à	ADP	à
murs	NOUN	mur
locaux	NOUN	local
Il	PRON	il
,	PUNCT	,
souvenir	NOUN	souvenir
.	PUNCT	.
à	ADP	à
avec	ADP	avec
.	PUNCT	.
jour	NOUN	jour
journée	NOUN	journée
d'	ADP	de
.	PUNCT	.
s'	PRON	se
en	ADP	en
,	PUNCT	,
!	PUNCT	!
faire	VERB	faire
inutiles	ADJ	inutile
je	PRON	je
société	NOUN	société
elle	PRON	lui
d'	ADP	de
lui	PRON	lui
—	PUNCT	—
avait	AUX	avoir
,	PUNCT	,
eu	VERB	avoir
20	NUM	20
