recourbés	VERB	recourber
retourna	VERB	retourner
Je	PRON	je
la	DET	le
ne	ADV	ne
baissant	VERB	baisser
Nigel	PROPN	Nigel
entretien	NOUN	entretien
saurait	VERB	savoir
alors	ADV	alors
qui	PRON	qui
elle	PRON	lui
songer	VERB	songer
avez	AUX	avoir
mère	NOUN	mère
à	ADP	à
Huit	NUM	Huit
1	NUM	1
l'	DET	le
en	PRON	en
et	CCONJ	et
?	PUNCT	?
Maman	PROPN	Maman
Sa	DET	son
éclairait	VERB	éclairer
loin	ADV	loin
seul	ADJ	seul
feu	NOUN	feu
dans	ADP	dans
Il	PRON	il
Ou	CCONJ	ou
à	ADP	à
la	DET	le
levant	VERB	lever
passe	VERB	passer
sans	ADP	sans
clair	ADJ	clair
reflets	NOUN	reflet
,	PUNCT	,
,	PUNCT	,
entre	ADP	entre
-elle	PRON	lui
avec	ADP	avec
le	DET	le
amour	NOUN	amour
ai	VERB	avoir
sourcils	NOUN	sourcil
«	PUNCT	«
de	ADP	de
la	DET	le
,	PUNCT	,
teint	NOUN	teint
.	PUNCT	.
maintien	NOUN	maintien
choix	NOUN	choix
à	ADP	à
le	DET	le
elle-même	PRON	lui-même
porte	NOUN	porte
bureau	NOUN	bureau
fallait	VERB	falloir
j'	PRON	je
tout	ADJ	tout
—	PUNCT	—
ne	ADV	ne
mariage	NOUN	mariage
je	PRON	je
.	PUNCT	.
et	CCONJ	et
était	AUX	être
que	SCONJ	que
.	PUNCT	.
premier	ADJ	premier
endroit	NOUN	endroit
presque	ADV	presque
Times	PROPN	Times
de	ADP	de
l'	DET	le
.	PUNCT	.
Sa	DET	son
L'	DET	le
croyance	NOUN	croyance
magnétophone	NOUN	magnétophone
parler	VERB	parler
son	DET	son
il	PRON	il
—	PUNCT	—
l'	PRON	l'
faisaient	VERB	faire
Au	ADP	au
.	PUNCT	.
:	PUNCT	:
avant	ADP	avant
bleue	ADJ	bleu
—	PUNCT	—
—	PUNCT	—
y	PRON	y
.	PUNCT	.
colorait	VERB	colorer
»	PUNCT	»
bout	NOUN	bout
l'	DET	le
sa	DET	son
très	ADV	très
veux	VERB	vouloir
sais	VERB	savoir
sans	ADP	sans
été	AUX	être
avec	ADP	avec
vous	PRON	vous
épluchait	VERB	éplucher
trop	ADV	trop
dernier	ADJ	dernier
?	PUNCT	?
Chesterton	PROPN	Chesterton
comprendre	VERB	comprendre
cela	PRON	cela
son	DET	son
une	DET	un
Diane	PROPN	Diane
embaucher	VERB	embaucher
partielle	ADJ	partiel
glace	NOUN	glace
et	CCONJ	et
était	AUX	être
aurait	AUX	avoir
d'	ADP	de
vous	PRON	vous
vaste	ADJ	vaste
à	ADP	à
y	PRON	y
Tania	PROPN	Tania
.	PUNCT	.
façon	NOUN	façon
très	ADV	très
se	PRON	se
que	PRON	que
.	PUNCT	.
dirigea	VERB	diriger
épouse	VERB	épouse
chérissait	VERB	chérir
promets	VERB	promettre
est	AUX	être
.	PUNCT	.
fixé	VERB	fixer
je	PRON	je
se	PRON	se
Mais	CCONJ	mais
aux	ADP	à
à	ADP	à
que	PRON	que
insista	VERB	insister
avec	ADP	avec
avait	VERB	avoir
De	ADP	de
trouve	VERB	trouve
,	PUNCT	,
?	PUNCT	?
.	PUNCT	.
,	PUNCT	,
et	CCONJ	et
où	PRON	où
n'	ADV	n'
chaud	ADJ	chaud
sur	ADP	sur
le	DET	le
sans	ADP	sans
mon	DET	mon
l'	PRON	l'
ans	NOUN	an
sur	ADP	sur
tout	ADV	tout
sa	DET	son
les	DET	le
y	PRON	y
dit	VERB	dire
son	DET	son
en	PRON	en
la	DET	le
s'	PRON	se
précision	NOUN	précision
aies	VERB	avoir
une	DET	un
dit	VERB	dire
y	PRON	y
rigide	ADJ	rigide
acajou	NOUN	acajou
sur	ADP	sur
répondre	VERB	répondre
vers	ADP	vers
un	DET	un
se	PRON	se
amour	NOUN	amour
ses	DET	son
port	NOUN	port
yeux	NOUN	oeil
,	PUNCT	,
ses	DET	son
me	PRON	me
—	PUNCT	—
qui	PRON	qui
,	PUNCT	,
avec	ADP	avec
chaque	DET	chaque
facile	ADJ	facile
—	PUNCT	—
ce	PRON	ce
élancé	ADJ	élancé
Il	PRON	il
le	DET	le
conventions	NOUN	convention
errer	VERB	errer
avait	VERB	avoir
partager	VERB	partager
et	CCONJ	et
je	PRON	je
penseur	NOUN	penseur
vous	PRON	vous
entouraient	VERB	entourer
entre	ADP	entre
quoi	PRON	quoi
à	ADP	à
en	ADP	en
.	PUNCT	.
de	ADP	de
feriez	VERB	faire
où	ADV	où
.	PUNCT	.
aristocratique	ADJ	aristocratique
magnifiques	ADJ	magnifique
et	CCONJ	et
…	PUNCT	…
la	DET	le
,	PUNCT	,
un	DET	un
leva	VERB	lever
plaindre	VERB	plaindre
n'	ADV	n'
pas	ADV	pas
,	PUNCT	,
admise	VERB	admettre
est	VERB	être
décourager	VERB	décourager
.	PUNCT	.
—	PUNCT	—
pâturages	NOUN	pâturage
une	DET	un
fraîchement	ADV	fraîchement
,	PUNCT	,
quatre	NUM	quatre
l'	DET	le
Je	PRON	je
repartir	VERB	repartir
gras	ADJ	gras
fixerons	VERB	fixer
.	PUNCT	.
de	ADP	de
insensible	ADJ	insensible
,	PUNCT	,
nouvelles	NOUN	nouvelle
,	PUNCT	,
à	ADP	à
vers	ADP	vers
pas	ADV	pas
femme	NOUN	femme
en	ADP	en
agit	VERB	agir
la	DET	le
avait	VERB	avoir
Mon	DET	mon
il	PRON	il
son	DET	son
et	CCONJ	et
un	DET	un
longue	ADJ	long
son	DET	son
un	DET	un
du	ADP	de
le	DET	le
?	PUNCT	?
pense	VERB	pense
parc	NOUN	parc
femme	NOUN	femme
couleur	NOUN	couleur
posément	ADV	posément
?	PUNCT	?
le	DET	le
me	PRON	me
dans	ADP	dans
reprit	VERB	reprendre
regard	NOUN	regard
prendre	VERB	prendre
pas	ADV	pas
un	DET	un
,	PUNCT	,
…	PUNCT	…
mariage	NOUN	mariage
.	PUNCT	.
rectangulaire	ADJ	rectangulaire
—	PUNCT	—
du	ADP	de
verre	NOUN	verre
mit	VERB	mettre
grand	ADJ	grand
finesse	NOUN	finesse
sa	DET	son
visage	NOUN	visage
Tania	PROPN	Tania
l'	DET	le
Mais	CCONJ	mais
front	NOUN	front
sourcils	NOUN	sourcil
de	ADP	de
en	ADP	en
un	DET	un
,	PUNCT	,
homme	NOUN	homme
revoyait	VERB	revoir
l'	DET	le
Adrien	PROPN	Adrien
bibliothèque	NOUN	bibliothèque
Les	DET	le
.	PUNCT	.
seulement	ADV	seulement
son	DET	son
l'	PRON	l'
vous	PRON	vous
haussa	VERB	hausser
dit	VERB	dire
Adrien	PROPN	Adrien
et	CCONJ	et
…	PUNCT	…
il	PRON	il
action	NOUN	action
mère	NOUN	mère
épouse	NOUN	épouse
.	PUNCT	.
fiancés	VERB	fiancer
foncé	ADJ	foncé
la	DET	le
fronça	VERB	froncer
des	DET	un
le	DET	le
a	VERB	avoir
pense	VERB	pense
Adrien	PROPN	Adrien
Bruce	PROPN	Bruce
que	SCONJ	que
premier	ADJ	premier
du	ADP	de
.	PUNCT	.
des	DET	un
?	PUNCT	?
heure	NOUN	heure
Il	PRON	il
deux	NUM	deux
envahit	VERB	envahir
d'	ADP	de
.	PUNCT	.
mal	NOUN	mal
coup	NOUN	coup
un	DET	un
Je	PRON	je
se	PRON	se
Adrien	PROPN	Adrien
ferme	VERB	ferme
faire	VERB	faire
a	VERB	avoir
Tu	PRON	tu
cils	NOUN	cil
de	ADP	de
.	PUNCT	.
et	CCONJ	et
!	PUNCT	!
homme	NOUN	homme
!	PUNCT	!
se	PRON	se
Xérès	PROPN	Xérès
.	PUNCT	.
à	ADP	à
fille	NOUN	fille
est	AUX	être
te	PRON	te
tu	PRON	tu
sens	NOUN	sens
tiens	VERB	tenir
sais	VERB	savoir
centaines	NOUN	centaine
lui	PRON	lui
,	PUNCT	,
ans	NOUN	an
propre	ADJ	propre
pouvez	VERB	pouvoir
se	PRON	se
dirigea	VERB	diriger
le	DET	le
ne	ADV	ne
espère	VERB	espérer
l'	DET	le
.	PUNCT	.
faisait	AUX	faire
.	PUNCT	.
,	PUNCT	,
dix-huit	NUM	dix-huit
est	AUX	être
un	DET	un
reine	NOUN	reine
oubliez	VERB	oublier
clair	ADJ	clair
Il	PRON	il
Assise	VERB	asseoir
on	PRON	on
de	ADP	de
est	AUX	être
sa	DET	son
simple	ADJ	simple
pas	ADV	pas
sa	DET	son
avait	VERB	avoir
l'	DET	le
et	CCONJ	et
secrétaire	NOUN	secrétaire
Vous	PRON	vous
rompre	VERB	rompre
se	PRON	se
de	ADP	de
Il	PRON	il
tendit	VERB	tendre
est	AUX	être
volume	NOUN	volume
marier	VERB	marier
conduite	VERB	conduire
la	DET	le
son	DET	son
ses	DET	son
ouvrit	VERB	ouvrir
ses	DET	son
Voilà	VERB	voilà
ses	DET	son
auparavant	ADV	auparavant
de	ADP	de
ses	DET	son
il	PRON	il
répondit	VERB	répondre
hauteur	NOUN	hauteur
—	PUNCT	—
perle	NOUN	perle
C'	PRON	ce
hallucinante	ADJ	hallucinant
nous	PRON	nous
Mme	NOUN	mme
pensant	VERB	penser
renforçait	VERB	renforcer
ne	ADV	ne
à	ADP	à
femme	NOUN	femme
doré	ADJ	doré
-il	PRON	il
les	DET	le
blonde	ADJ	blond
—	PUNCT	—
humanité	NOUN	humanité
sa	DET	son
esprit	NOUN	esprit
mâchoire	NOUN	mâchoire
n'	ADV	n'
a	VERB	avoir
la	DET	le
le	DET	le
,	PUNCT	,
toujours	ADV	toujours
Maman	NOUN	maman
de	ADP	de
qui	PRON	qui
oppose	VERB	oppose
En	ADP	en
temps	NOUN	temps
de	ADP	de
,	PUNCT	,
clandestine	ADJ	clandestin
grand	ADJ	grand
je	PRON	je
de	ADP	de
pièce	NOUN	pièce
militaires	ADJ	militaire
responsabilités	NOUN	responsabilité
l'	DET	le
il	PRON	il
—	PUNCT	—
.	PUNCT	.
.	PUNCT	.
,	PUNCT	,
brun	ADJ	brun
a	AUX	avoir
habituellement	ADV	habituellement
tondues	VERB	tondre
prit	VERB	prendre
de	ADP	de
enfants	NOUN	enfant
croire	VERB	croire
,	PUNCT	,
.	PUNCT	.
—	PUNCT	—
.	PUNCT	.
à	ADP	à
parce	SCONJ	parce
,	PUNCT	,
Chesterton	PROPN	Chesterton
,	PUNCT	,
aussi	ADV	aussi
vous	PRON	vous
épousée	VERB	épouser
lui	PRON	lui
de	ADP	de
plus	ADV	plus
deviner	VERB	deviner
Chesterton	PROPN	Chesterton
,	PUNCT	,
pas	ADV	pas
prie	VERB	prier
Ce	PRON	ce
pencha	VERB	pencher
était	AUX	être
il	PRON	il
huit	NUM	huit
J'	PRON	je
selon	ADP	selon
resterait	VERB	rester
lampe	NOUN	lampe
là	ADV	là
jeune	ADJ	jeune
connue	VERB	connaître
dorés	ADJ	doré
,	PUNCT	,
…	PUNCT	…
.	PUNCT	.
vouloir	VERB	vouloir
d'	ADP	de
sensuel	ADJ	sensuel
,	PUNCT	,
un	DET	un
pour	ADP	pour
Comment	ADV	comment
une	DET	un
—	PUNCT	—
cheveux	NOUN	cheveu
autre	ADJ	autre
refaite	VERB	refaire
image	NOUN	image
Au	ADP	au
Tania	PROPN	Tania
n'	ADV	n'
pas	ADV	pas
pour	ADP	pour
sentait	VERB	sentir
.	PUNCT	.
prince	NOUN	prince
ne	ADV	ne
Vous	PRON	vous
loin	ADV	loin
dit	VERB	dire
responsable	ADJ	responsable
espace	NOUN	espace
et	CCONJ	et
carnet	NOUN	carnet
laissa	VERB	laisser
l'	DET	le
qu'	PRON	qu'
n'	ADV	n'
.	PUNCT	.
grand	ADJ	grand
pas	ADV	pas
.	PUNCT	.
l'	DET	le
ne	ADV	ne
d'	ADP	de
.	PUNCT	.
Il	PRON	il
,	PUNCT	,
tout	ADV	tout
mère	NOUN	mère
sans	ADP	sans
,	PUNCT	,
loin	ADV	loin
agacement	NOUN	agacement
bien	NOUN	bien
,	PUNCT	,
Il	PRON	il
pas	ADV	pas
comme	ADP	comme
.	PUNCT	.
vous	PRON	vous
l'	DET	le
pas	ADV	pas
et	CCONJ	et
Chesterton	PROPN	Chesterton
généralement	ADV	généralement
Je	PRON	je
?	PUNCT	?
.	PUNCT	.
!	PUNCT	!
,	PUNCT	,
sommes	AUX	être
?	PUNCT	?
La	DET	le
date	NOUN	date
et	CCONJ	et
en	ADP	en
-	PRON	-
ton	NOUN	ton
:	PUNCT	:
n'	ADV	n'
,	PUNCT	,
,	PUNCT	,
à	ADP	à
autre	ADJ	autre
de	ADP	de
il	PRON	il
ne	ADV	ne
date	NOUN	date
travaillez	VERB	travailler
ans	NOUN	an
apéritif	NOUN	apéritif
Son	DET	son
est	AUX	être
de	ADP	de
,	PUNCT	,
.	PUNCT	.
,	PUNCT	,
Elle	PRON	lui
de	ADP	de
Eh	INTJ	Eh
se	PRON	se
.	PUNCT	.
Comment	ADV	comment
une	DET	un
,	PUNCT	,
tendre	ADJ	tendre
hall	NOUN	hall
,	PUNCT	,
contrastes	NOUN	contraste
de	ADP	de
travaillaient	VERB	travailler
;	PUNCT	;
.	PUNCT	.
tergiverse	VERB	tergiverse
—	PUNCT	—
vous	PRON	vous
.	PUNCT	.
encore	ADV	encore
le	DET	le
traits	NOUN	trait
Tu	PRON	tu
tout	ADV	tout
épais	ADJ	épais
d'	ADP	de
suis	AUX	être
main	NOUN	main
-il	PRON	il
je	PRON	je
laisser	VERB	laisser
que	SCONJ	que
fit	VERB	faire
,	PUNCT	,
impatience	NOUN	impatience
Europe	PROPN	Europe
Cardley	PROPN	Cardley
stylo	NOUN	stylo
devenu	VERB	devenir
.	PUNCT	.
laquelle	PRON	lequel
heure	NOUN	heure
pour	ADP	pour
il	PRON	il
de	ADP	de
.	PUNCT	.
On	PRON	on
.	PUNCT	.
pâle	ADJ	pâle
tu	PRON	tu
dîner	VERB	dîner
,	PUNCT	,
ermite	NOUN	ermite
longtemps	ADV	longtemps
-il	PRON	il
Appuyé	VERB	appuyer
Sa	DET	son
pas	ADV	pas
suédois	ADJ	suédois
laquelle	PRON	lequel
yeux	NOUN	oeil
traversa	VERB	traverser
le	DET	le
-elle	PRON	lui
prendre	VERB	prendre
fenêtre	NOUN	fenêtre
et	CCONJ	et
salon	NOUN	salon
Diane	PROPN	Diane
dans	ADP	dans
Il	PRON	il
t'	PRON	te
Nous	PRON	nous
.	PUNCT	.
la	DET	le
pardon	NOUN	pardon
vie	NOUN	vie
alors	ADV	alors
ne	ADV	ne
ressortir	VERB	ressortir
de	ADP	de
le	DET	le
voulez	VERB	vouloir
fauteuil	NOUN	fauteuil
premier	ADJ	premier
dans	ADP	dans
mort	ADJ	mort
sa	DET	son
avait	AUX	avoir
voix	NOUN	voix
race	NOUN	race
ce	PRON	ce
il	PRON	il
—	PUNCT	—
.	PUNCT	.
et	CCONJ	et
tranquille	ADJ	tranquille
,	PUNCT	,
dans	ADP	dans
courir	VERB	courir
non	ADV	non
pressés	VERB	presser
dans	ADP	dans
la	DET	le
ne	ADV	ne
vous	PRON	vous
yeux	NOUN	oeil
date	NOUN	date
signer	VERB	signer
rapide	ADJ	rapide
pourrait	VERB	pouvoir
Et	CCONJ	et
violet	ADJ	violet
des	ADP	de
sentait	VERB	sentir
charmes	NOUN	charme
,	PUNCT	,
ce	PRON	ce
radio	NOUN	radio
bouche	NOUN	bouche
tout	ADV	tout
ne	ADV	ne
:	PUNCT	:
tous	ADJ	tout
le	DET	le
elle	PRON	lui
léger	ADJ	léger
-t	PRON	-t
la	DET	le
cheveux	NOUN	cheveu
les	DET	le
,	PUNCT	,
et	CCONJ	et
et	CCONJ	et
C'	PRON	ce
sensible	ADJ	sensible
.	PUNCT	.
tromperait	VERB	tromper
ceux	PRON	celui
trente-cinq	NUM	trente-cinq
Son	DET	son
il	PRON	il
miel	NOUN	miel
se	PRON	se
intimité	NOUN	intimité
petite	ADJ	petit
pelouses	NOUN	pelouse
tu	PRON	tu
fille	NOUN	fille
des	DET	un
un	DET	un
.	PUNCT	.
vous	PRON	vous
D'	ADP	de
est	VERB	être
prie	VERB	prier
droit	NOUN	droit
faire	AUX	faire
—	PUNCT	—
une	DET	un
mois	NOUN	mois
une	DET	un
,	PUNCT	,
l'	PRON	l'
Une	DET	un
en	ADP	en
,	PUNCT	,
qui	PRON	qui
à	ADP	à
il	PRON	il
et	CCONJ	et
bien	ADV	bien
venu	VERB	venir
épaules	NOUN	épaule
,	PUNCT	,
que	SCONJ	que
qui	PRON	qui
Voici	VERB	voici
situation	NOUN	situation
y	PRON	y
trop	ADV	trop
et	CCONJ	et
,	PUNCT	,
après	ADP	après
peut-être	ADV	peut-être
La	DET	le
,	PUNCT	,
était	AUX	être
mais	CCONJ	mais
.	PUNCT	.
»	PUNCT	»
faisait	VERB	faire
Lockheed	PROPN	Lockheed
que	SCONJ	que
comme	SCONJ	comme
…	PUNCT	…
,	PUNCT	,
eut	VERB	avoir
poste	NOUN	poste
comprends	VERB	comprendre
Je	PRON	je
-elle	PRON	lui
ne	ADV	ne
n'	ADV	n'
raison	NOUN	raison
Cette	DET	ce
marier	VERB	marier
ancêtres	NOUN	ancêtre
les	DET	le
n'	ADV	n'
aux	ADP	à
avec	ADP	avec
.	PUNCT	.
que	ADV	que
eux	PRON	lui
raisonnables	ADJ	raisonnable
Il	PRON	il
…	PUNCT	…
de	ADP	de
.	PUNCT	.
dont	PRON	dont
coutume	NOUN	coutume
As	AUX	avoir
;	PUNCT	;
C'	PRON	ce
vu	VERB	voir
et	CCONJ	et
demande	VERB	demande
au	ADP	au
,	PUNCT	,
âgés	ADJ	âgé
alors	ADV	alors
le	DET	le
Il	PRON	il
il	PRON	il
,	PUNCT	,
intelligente	ADJ	intelligent
apparaissait	VERB	apparaître
la	DET	le
la	DET	le
sévèrement	ADV	sévèrement
,	PUNCT	,
—	PUNCT	—
,	PUNCT	,
,	PUNCT	,
blonde	ADJ	blond
,	PUNCT	,
elle	PRON	lui
politique	ADJ	politique
clair	ADJ	clair
.	PUNCT	.
j'	PRON	je
.	PUNCT	.
où	PRON	où
avec	ADP	avec
avec	ADP	avec
pensée	NOUN	pensée
à	ADP	à
pas	NOUN	pas
Une	DET	un
celui	PRON	celui
.	PUNCT	.
elle	PRON	lui
Tania	PROPN	Tania
Etrangères	ADJ	etrangère
minutes	NOUN	minute
revit	VERB	revoir
la	PRON	le
,	PUNCT	,
peur	NOUN	peur
Mais	CCONJ	mais
me	PRON	me
.	PUNCT	.
coulait	VERB	couler
vin	NOUN	vin
rues	NOUN	rue
boire	VERB	boire
lourd	ADJ	lourd
ne	ADV	ne
la	DET	le
ajouté	VERB	ajouter
Elevée	VERB	elever
vous	PRON	vous
l'	DET	le
rappelait	VERB	rappeler
homme	NOUN	homme
les	DET	le
librement	ADV	librement
,	PUNCT	,
Comme	ADP	comme
excuse	NOUN	excuse
n'	ADV	n'
tendit	VERB	tendre
.	PUNCT	.
fille	NOUN	fille
—	PUNCT	—
esprit	NOUN	esprit
n'	ADV	n'
,	PUNCT	,
la	DET	le
alors	ADV	alors
jeune	ADJ	jeune
Biddell	PROPN	Biddell
,	PUNCT	,
mouvement	NOUN	mouvement
plus	ADV	plus
de	ADP	de
avec	ADP	avec
.	PUNCT	.
il	PRON	il
chars	NOUN	char
sa	DET	son
une	DET	un
à	ADP	à
C'	PRON	ce
de	ADP	de
cinq	NUM	cinq
groupe	NOUN	groupe
il	PRON	il
aéroport	NOUN	aéroport
avait	AUX	avoir
des	DET	un
toutes	ADJ	tout
:	PUNCT	:
connais	VERB	connaître
et	CCONJ	et
…	PUNCT	…
,	PUNCT	,
défilaient	VERB	défiler
une	DET	un
Et	CCONJ	et
soudain	ADV	soudain
Adrien	PROPN	Adrien
,	PUNCT	,
Le	DET	le
moi	PRON	moi
A	ADP	à
dans	ADP	dans
existait	VERB	exister
être	AUX	être
,	PUNCT	,
.	PUNCT	.
jeune	ADJ	jeune
et	CCONJ	et
gaieté	NOUN	gaieté
tout	PRON	tout
pays	NOUN	pays
Rovnie	PROPN	Rovnie
et	CCONJ	et
Dans	ADP	dans
facilita	VERB	faciliter
longue	ADJ	long
venir	VERB	venir
,	PUNCT	,
ce	PRON	ce
.	PUNCT	.
allait	VERB	aller
Oui	ADV	oui
fin	NOUN	fin
avait	AUX	avoir
jours	NOUN	jour
Rose	NOUN	rose
elle	PRON	lui
il	PRON	il
.	PUNCT	.
aurai	VERB	avoir
s'	PRON	se
l'	DET	le
embarrassée	VERB	embarrasser
tous	ADJ	tout
était	AUX	être
grande	ADJ	grand
il	PRON	il
de	ADP	de
-elle	PRON	lui
et	CCONJ	et
projet	NOUN	projet
un	DET	un
pas	ADV	pas
depuis	ADP	depuis
elle	PRON	lui
pour	ADP	pour
l'	PRON	l'
!	PUNCT	!
nationale	ADJ	national
étaient	AUX	être
chuchoté	VERB	chuchoter
grande	ADJ	grand
Rovnik	PROPN	Rovnik
Angleterre	PROPN	Angleterre
Adrien	PROPN	Adrien
train	NOUN	train
,	PUNCT	,
de	ADP	de
de	ADP	de
fête	NOUN	fête
jeunes	ADJ	jeune
Dix	NUM	Dix
était	VERB	être
et	CCONJ	et
était	VERB	être
ne	ADV	ne
bras	NOUN	bras
un	DET	un
étonna	VERB	étonner
reprendre	VERB	reprendre
souci	NOUN	souci
merci	NOUN	merci
sur	ADP	sur
d'	ADP	de
danser	VERB	danser
lui	PRON	lui
.	PUNCT	.
espère	VERB	espérer
,	PUNCT	,
guère	ADV	guère
,	PUNCT	,
la	PRON	le
désir	NOUN	désir
au	ADP	au
Ambassade	NOUN	ambassade
décorés	VERB	décorer
un	DET	un
d'	ADP	de
…	PUNCT	…
de	ADP	de
.	PUNCT	.
nommé	VERB	nommer
.	PUNCT	.
doute	NOUN	doute
.	PUNCT	.
cette	DET	ce
,	PUNCT	,
et	CCONJ	et
chemin	NOUN	chemin
la	DET	le
d'	ADP	de
prendre	VERB	prendre
événements	NOUN	événement
de	ADP	de
j'	PRON	je
son	DET	son
de	ADP	de
s'	PRON	se
avait	AUX	avoir
Je	PRON	je
?	PUNCT	?
le	DET	le
où	PRON	où
la	DET	le
se	PRON	se
A	ADP	à
,	PUNCT	,
qui	PRON	qui
pour	ADP	pour
de	ADP	de
mon	DET	mon
n'	ADV	n'
un	DET	un
roses	NOUN	rose
danse	NOUN	danse
Je	PRON	je
semaine	NOUN	semaine
cela	PRON	cela
de	ADP	de
ses	DET	son
bel	ADJ	bel
connaître	VERB	connaître
à	ADP	à
et	CCONJ	et
.	PUNCT	.
—	PUNCT	—
pas	ADV	pas
.	PUNCT	.
n'	ADV	n'
jeunes	NOUN	jeune
.	PUNCT	.
broderies	NOUN	broderie
après	ADP	après
son	DET	son
,	PUNCT	,
principale	ADJ	principal
allait	VERB	aller
émancipées	ADJ	émancipé
regard	NOUN	regard
envie	NOUN	envie
surprise	NOUN	surprise
beaucoup	ADV	beaucoup
elle	PRON	lui
le	DET	le
ville	NOUN	ville
bonne	ADJ	bon
sa	DET	son
de	ADP	de
bondées	VERB	bonder
était	AUX	être
pour	ADP	pour
en	ADP	en
les	DET	le
On	PRON	on
les	DET	le
ne	ADV	ne
Elle	PRON	lui
-vous	PRON	vous
état	NOUN	état
d'	ADP	de
d'	ADP	de
il	PRON	il
Tania	PROPN	Tania
,	PUNCT	,
voulut	VERB	vouloir
Il	PRON	il
amoureux	NOUN	amoureux
voulut	VERB	vouloir
rues	NOUN	rue
en	ADP	en
Il	PRON	il
regrette	VERB	regrette
—	PUNCT	—
si	SCONJ	si
pair	NOUN	pair
avait	AUX	avoir
reprit	VERB	reprendre
objection	NOUN	objection
dans	ADP	dans
murmurant	VERB	murmurer
ressemblance	NOUN	ressemblance
propre	ADJ	propre
je	PRON	je
plus	ADV	plus
étaient	AUX	être
chez	ADP	chez
je	PRON	je
mince	ADJ	mince
s'	PRON	se
élevée	ADJ	élevé
avec	ADP	avec
lui	PRON	lui
a	AUX	avoir
de	ADP	de
avait	VERB	avoir
qu'	PRON	qu'
son	DET	son
un	DET	un
pendant	ADP	pendant
enfin	ADV	enfin
hésiter	VERB	hésiter
et	CCONJ	et
les	DET	le
m'	PRON	me
,	PUNCT	,
choses	NOUN	chose
,	PUNCT	,
liberté	NOUN	liberté
Il	PRON	il
Voulez	VERB	vouloir
.	PUNCT	.
coup	NOUN	coup
fille	NOUN	fille
dansante	ADJ	dansant
de	ADP	de
nécessaires	ADJ	nécessaire
fois	NOUN	fois
la	DET	le
Affaires	NOUN	affaire
connu	VERB	connaître
Kovacs	PROPN	Kovacs
professeur	NOUN	professeur
des	ADP	de
sur	ADP	sur
était	AUX	être
épouser	VERB	épouser
profond	ADJ	profond
défroisser	VERB	défroisser
En	ADP	en
,	PUNCT	,
gentil	ADJ	gentil
