simplement	ADV	simplement
la	DET	le
Etats-Unis	PROPN	Etats-Unis
-	PUNCT	-
et	CCONJ	et
au	ADP	au
les	DET	le
aimablement	ADV	aimablement
.	PUNCT	.
front	NOUN	front
du	ADP	de
,	PUNCT	,
d'	ADP	de
bureau	NOUN	bureau
moulures	NOUN	moulure
pâle	ADJ	pâle
ne	ADV	ne
,	PUNCT	,
n'	ADV	n'
foutre	VERB	foutre
encore	ADV	encore
agissait	VERB	agir
,	PUNCT	,
.	PUNCT	.
.	PUNCT	.
souverainement	ADV	souverainement
par	ADP	par
.	PUNCT	.
cendre	NOUN	cendre
inquiétante	ADJ	inquiétant
du	ADP	de
y	PRON	y
que	ADV	que
membres	NOUN	membre
-	PUNCT	-
bière	NOUN	bière
s'	PRON	se
.	PUNCT	.
Palais	NOUN	palais
de	ADP	de
l'	DET	le
un	DET	un
.	PUNCT	.
pas	ADV	pas
déflorer	VERB	déflorer
juger	VERB	juger
au	ADP	au
ne	ADV	ne
avait	VERB	avoir
le	DET	le
pour	ADP	pour
vit	VERB	voir
rouquin	NOUN	rouquin
,	PUNCT	,
aux	ADP	à
Salle	NOUN	salle
microscopique	ADJ	microscopique
ramasser	VERB	ramasser
façon	NOUN	façon
de	ADP	de
aux	ADP	à
ton	NOUN	ton
jour	NOUN	jour
la	DET	le
de	ADP	de
dire	VERB	dire
patoisa	VERB	patoiser
la	DET	le
tombée	VERB	tomber
suite	NOUN	suite
horizon	NOUN	horizon
côté	NOUN	côté
Le	DET	le
rousseur	NOUN	rousseur
fond	NOUN	fond
.	PUNCT	.
prix	NOUN	prix
entrer	VERB	entrer
que	PRON	que
-	PUNCT	-
en	ADP	en
instant	NOUN	instant
un	DET	un
de	ADP	de
comme	SCONJ	comme
trouve	VERB	trouve
,	PUNCT	,
on	PRON	on
yeux	NOUN	oeil
,	PUNCT	,
moindre	ADJ	moindre
intention	NOUN	intention
obscur	ADJ	obscur
prétendit	VERB	prétendre
n'	ADV	n'
visage	NOUN	visage
garer	VERB	garer
Harvey	PROPN	Harvey
,	PUNCT	,
.	PUNCT	.
dans	ADP	dans
se	PRON	se
barrait	VERB	barrer
monumentales	ADJ	monumental
,	PUNCT	,
noir	NOUN	noir
de	ADP	de
visage	NOUN	visage
il	PRON	il
bougeait	VERB	bouger
,	PUNCT	,
adjoint	NOUN	adjoint
poussière	NOUN	poussière
veille	NOUN	veille
un	DET	un
acquisition	NOUN	acquisition
beau	ADJ	beau
c'	PRON	ce
les	DET	le
-	PUNCT	-
est	AUX	être
,	PUNCT	,
y	PRON	y
précipita	VERB	précipiter
surprise	VERB	surprendre
.	PUNCT	.
haute	ADJ	haut
pensée	NOUN	pensée
comme	ADP	comme
Bouton-de-culotte	PROPN	Bouton-de-culotte
-il	PRON	il
croire	VERB	croire
renfermé	VERB	renfermer
trémola	VERB	trémoler
détacher	VERB	détacher
qui	PRON	qui
adjoint	NOUN	adjoint
Harvey	PROPN	Harvey
.	PUNCT	.
sensation	NOUN	sensation
fait	NOUN	fait
-il	PRON	il
soleil	NOUN	soleil
haut	NOUN	haut
à	ADP	à
mieux	ADV	mieux
.	PUNCT	.
considérer	VERB	considérer
question	NOUN	question
détailla	VERB	détailler
.	PUNCT	.
conseil	NOUN	conseil
!	PUNCT	!
univers	NOUN	univers
serait	AUX	être
.	PUNCT	.
s'	PRON	se
soudain	ADV	soudain
le	DET	le
tombe	NOUN	tombe
de	ADP	de
rousse	ADJ	roux
un	DET	un
pouvait	VERB	pouvoir
-là	ADV	-là
envisager	VERB	envisager
fond	NOUN	fond
agissait	VERB	agir
la	DET	le
Où	ADV	où
on	PRON	on
connaissait	VERB	connaître
était	AUX	être
la	DET	le
quatre	NUM	quatre
le	DET	le
un	DET	un
.	PUNCT	.
luminosité	NOUN	luminosité
en	ADP	en
si	SCONJ	si
,	PUNCT	,
immobile	ADJ	immobile
que	PRON	que
le	DET	le
C'	PRON	ce
,	PUNCT	,
-ce	PRON	-ce
Par	ADP	par
constellée	VERB	consteller
au	ADP	au
de	ADP	de
une	DET	un
la	DET	le
cligner	VERB	cligner
une	DET	un
Bouton	PROPN	Bouton
appelait	VERB	appeler
tout	ADV	tout
des	ADP	de
Va	VERB	aller
volée	NOUN	volée
quasi	ADV	quasi
répondit	VERB	répondre
,	PUNCT	,
éclat	NOUN	éclat
.	PUNCT	.
Une	DET	un
plus	ADV	plus
affriolant	ADJ	affriolant
l'	DET	le
,	PUNCT	,
-	PUNCT	-
-	NOUN	-
.	PUNCT	.
en	ADP	en
est	VERB	être
Wisconsin	PROPN	Wisconsin
une	DET	un
de	ADP	de
Le	DET	le
la	DET	le
bruit	NOUN	bruit
corrigea	VERB	corriger
de	ADP	de
immobile	ADJ	immobile
,	PUNCT	,
très	ADV	très
notre	DET	notre
figure	NOUN	figure
nuit	NOUN	nuit
enquit	VERB	enquérir
long	ADJ	long
,	PUNCT	,
son	DET	son
ou	CCONJ	ou
mariage	NOUN	mariage
concierge	NOUN	concierge
si	SCONJ	si
monde	NOUN	monde
profondeurs	NOUN	profondeur
maire	NOUN	maire
ciel	NOUN	ciel
magasins	NOUN	magasin
la	DET	le
(	PUNCT	(
le	DET	le
Le	DET	le
Le	DET	le
possédons	VERB	posséder
du	ADP	de
perle	ADJ	perl
s'	PRON	se
de	ADP	de
blanc	NOUN	blanc
lui	PRON	lui
d'	ADP	de
pour	ADP	pour
-	PUNCT	-
à	ADP	à
plafond	NOUN	plafond
la	DET	le
,	PUNCT	,
autant	ADV	autant
une	DET	un
est	VERB	être
,	PUNCT	,
Tribunal	NOUN	tribunal
vous	PRON	vous
autre	ADJ	autre
empressa	VERB	empresser
ne	ADV	ne
Harvey	PROPN	Harvey
Avenue	PROPN	Avenue
à	ADP	à
passer	VERB	passer
s'	PRON	se
enfin	ADV	enfin
impression	NOUN	impression
cigarette	NOUN	cigarette
bradez	VERB	brader
qu'	SCONJ	que
semblait	VERB	sembler
brûlant	ADJ	brûlant
Harvey	PROPN	Harvey
.	PUNCT	.
,	PUNCT	,
-	PUNCT	-
on	PRON	on
,	PUNCT	,
était	AUX	être
d'	ADP	de
est	AUX	être
évoquer	VERB	évoquer
n'	ADV	n'
d'	ADP	de
ici	ADV	ici
-	PUNCT	-
espérait	VERB	espérer
un	DET	un
presque	ADV	presque
»	PUNCT	»
s'	PRON	se
une	DET	un
réplique	NOUN	réplique
-t	PRON	-t
vous	PRON	vous
étouffa	VERB	étouffer
fit	VERB	faire
d'	ADP	de
,	PUNCT	,
,	PUNCT	,
,	PUNCT	,
Oui	ADV	oui
angoissant	ADJ	angoissant
fuligineuse	ADJ	fuligineux
violence	NOUN	violence
,	PUNCT	,
étouffe	VERB	étouffe
,	PUNCT	,
infinitésimale	ADJ	infinitésimal
.	PUNCT	.
maire	NOUN	maire
de	ADP	de
,	PUNCT	,
cessé	VERB	cesser
grand	ADJ	grand
son	DET	son
mairie	NOUN	mairie
gauche	NOUN	gauche
l'	DET	le
un	DET	un
aller	VERB	aller
virer	VERB	virer
vous	PRON	vous
moment	NOUN	moment
,	PUNCT	,
bue	VERB	boire
suite	NOUN	suite
chaleur	NOUN	chaleur
bien	ADV	bien
ton	NOUN	ton
maquillé	VERB	maquiller
s'	PRON	se
avait	AUX	avoir
de	ADP	de
Jackson	PROPN	Jackson
,	PUNCT	,
De	ADP	de
de	ADP	de
A	ADP	à
de	ADP	de
aveu	NOUN	aveu
,	PUNCT	,
Ç'	PRON	ç'
Non	ADV	non
eut	VERB	avoir
en	ADP	en
un	DET	un
n'	ADV	n'
il	PRON	il
divinement	ADV	divinement
l'	DET	le
tout	ADV	tout
,	PUNCT	,
mairie	NOUN	mairie
d'	ADP	de
oreille	NOUN	oreille
même	ADV	même
insistant	VERB	insister
pigé	VERB	piger
sur	ADP	sur
lequel	PRON	lequel
veux	VERB	vouloir
trancha	VERB	trancher
style	NOUN	style
exactement	ADV	exactement
les	DET	le
s'	PRON	se
allé	VERB	aller
fraîcheur	NOUN	fraîcheur
Etat	NOUN	etat
du	ADP	de
qui	PRON	qui
était	AUX	être
dans	ADP	dans
au	ADP	au
éloigna	VERB	éloigner
,	PUNCT	,
en	PRON	en
hâta	VERB	hâter
malsain	ADJ	malsain
on	PRON	on
bien	ADV	bien
vague	ADJ	vague
,	PUNCT	,
une	DET	un
modèle	NOUN	modèle
jeté	VERB	jeter
immédiatement	ADV	immédiatement
il	PRON	il
place	NOUN	place
la	DET	le
fois	NOUN	fois
vacarme	NOUN	vacarme
D'	ADP	de
.	PUNCT	.
.	PUNCT	.
la	DET	le
Bouton	PROPN	Bouton
chargée	VERB	charger
,	PUNCT	,
qu'	SCONJ	que
effacer	VERB	effacer
dans	ADP	dans
,	PUNCT	,
cas	NOUN	cas
les	DET	le
même	ADV	même
lui	PRON	lui
air	NOUN	air
et	CCONJ	et
était	AUX	être
,	PUNCT	,
la	DET	le
il	PRON	il
éprouvé	VERB	éprouver
temps	NOUN	temps
sans	ADP	sans
d'	DET	d'
Tu	PRON	tu
pu	VERB	pouvoir
votre	DET	votre
concurrence	NOUN	concurrence
Bouton	PROPN	Bouton
expliqua	VERB	expliquer
aurait	AUX	avoir
de	ADP	de
défiant	VERB	défier
l'	DET	le
parcelle	NOUN	parcelle
ce	DET	ce
bataille	NOUN	bataille
a	VERB	avoir
tombante	ADJ	tombant
Au	ADP	au
invisibles	ADJ	invisible
sol	NOUN	sol
,	PUNCT	,
et	CCONJ	et
accompagnait	VERB	accompagner
geste	NOUN	geste
Il	PRON	il
feuille	NOUN	feuille
d'	ADP	de
.	PUNCT	.
la	DET	le
réunion	NOUN	réunion
que	SCONJ	que
où	ADV	où
-	NOUN	-
la	DET	le
Première	ADJ	premier
brutal	ADJ	brutal
de	ADP	de
Vous	PRON	vous
minuscule	ADJ	minuscule
il	PRON	il
de	ADP	de
machin	NOUN	machin
resta	VERB	rester
le	DET	le
blond	NOUN	blond
des	ADP	de
en	ADP	en
de	ADP	de
plus	ADV	plus
A	ADP	à
voix	NOUN	voix
concierge	NOUN	concierge
-	PUNCT	-
des	DET	un
couture	NOUN	couture
au	ADP	au
il	PRON	il
-	PUNCT	-
paupières	NOUN	paupière
pas	ADV	pas
Amérique	PROPN	Amérique
l'	PRON	l'
«	PUNCT	«
se	PRON	se
un	DET	un
ai	AUX	avoir
si	SCONJ	si
une	DET	un
de	ADP	de
.	PUNCT	.
cas	ADJ	ca
s'	SCONJ	s'
d'	ADP	de
le	DET	le
parut	VERB	paraître
de	ADP	de
on	PRON	on
est	VERB	être
l'	DET	le
été	NOUN	été
trouvait	VERB	trouver
dans	ADP	dans
la	DET	le
aurait	AUX	avoir
et	CCONJ	et
l'	DET	le
moyen	NOUN	moyen
la	DET	le
-	PUNCT	-
célestes	ADJ	céleste
l'	DET	le
,	PUNCT	,
l'	DET	le
de	ADP	de
archanges	NOUN	archange
femme	NOUN	femme
l'	DET	le
four	NOUN	four
elles	PRON	lui
Mais	CCONJ	mais
épanouit	VERB	épanouir
à	ADP	à
la	DET	le
Pas	ADV	pas
allait	VERB	aller
avec	ADP	avec
suspendit	VERB	suspendre
tignasse	NOUN	tignasse
frotter	VERB	frotter
été	AUX	être
pêche	NOUN	pêche
qui	PRON	qui
alliez	VERB	allier
gros	ADJ	gros
voulons	VERB	vouloir
Bouton	PROPN	Bouton
,	PUNCT	,
lumière	NOUN	lumière
ci	NOUN	ci
à	ADP	à
exclama	VERB	exclamer
de	ADP	de
rendant	VERB	rendre
prouver	VERB	prouver
un	DET	un
l'	DET	le
jour	NOUN	jour
,	PUNCT	,
sur	ADP	sur
,	PUNCT	,
foutu	ADJ	foutu
y	PRON	y
.	PUNCT	.
,	PUNCT	,
qu'	SCONJ	que
,	PUNCT	,
concierge	NOUN	concierge
.	PUNCT	.
image	NOUN	image
sourd	NOUN	sourd
le	DET	le
,	PUNCT	,
la	DET	le
quarante	NUM	quarante
ma	DET	mon
du	ADP	de
,	PUNCT	,
nous	PRON	nous
son	DET	son
homme	NOUN	homme
l'	DET	le
refermer	VERB	refermer
enfin	ADV	enfin
qui	PRON	qui
s'	PRON	se
-	ADJ	-
sourire	NOUN	sourire
,	PUNCT	,
votre	DET	votre
le	DET	le
qui	PRON	qui
froid	NOUN	froid
en	ADP	en
des	ADP	de
sévèrement	ADV	sévèrement
,	PUNCT	,
une	DET	un
d'	ADP	de
de	ADP	de
En	ADP	en
d'	ADP	de
femme	NOUN	femme
le	DET	le
du	ADP	de
l'	PRON	l'
-	PUNCT	-
le	DET	le
occuper	VERB	occuper
d'	ADP	de
dans	ADP	dans
?	PUNCT	?
doubles	ADJ	double
la	DET	le
avait	AUX	avoir
au	ADP	au
niche	VERB	niche
,	PUNCT	,
épongeant	VERB	éponger
avoir	VERB	avoir
être	AUX	être
pour	ADP	pour
Quant	ADV	quant
incomprise	VERB	incomprise
comme	ADP	comme
de	ADP	de
et	CCONJ	et
présumé	ADJ	présumer
foutu	ADJ	foutu
le	DET	le
séraphique	ADJ	séraphique
bouffée	NOUN	bouffée
gorge	NOUN	gorge
Ses	DET	son
la	DET	le
comté	NOUN	comté
,	PUNCT	,
portes	NOUN	porte
,	PUNCT	,
pressentiment	NOUN	pressentiment
une	DET	un
ici	ADV	ici
mais	CCONJ	mais
récupérer	VERB	récupérer
pas	ADV	pas
d'	ADP	de
venir	VERB	venir
.	PUNCT	.
en	PRON	en
.	PUNCT	.
ni	CCONJ	ni
par	ADP	par
Et	CCONJ	et
s'	PRON	se
branche	NOUN	branche
aurait	AUX	avoir
ici	ADV	ici
vous	PRON	vous
air	NOUN	air
pas	NOUN	pas
arbres	NOUN	arbre
le	DET	le
il	PRON	il
vous	PRON	vous
adjoint	NOUN	adjoint
platine	ADJ	platine
ça	PRON	cela
le	DET	le
événements	NOUN	événement
se	PRON	se
il	PRON	il
chaud	ADJ	chaud
,	PUNCT	,
se	PRON	se
curiosité	NOUN	curiosité
Justice	NOUN	justice
mais	CCONJ	mais
cri	NOUN	cri
Aujourd'hui	ADV	aujourd'hui
impression	NOUN	impression
d'	ADP	de
.	PUNCT	.
étaient	AUX	être
.	PUNCT	.
.	PUNCT	.
train	NOUN	train
homme	NOUN	homme
incendiaire	ADJ	incendiaire
tas	NOUN	tas
accord	NOUN	accord
traces	NOUN	trace
d'	ADP	de
ajouter	VERB	ajouter
.	PUNCT	.
yeux	NOUN	oeil
tailleur	NOUN	tailleur
te	ADJ	t
si	SCONJ	si
moins	ADV	moins
Ça	PRON	cela
municipal	ADJ	municipal
Une	DET	un
comprenez	VERB	comprendre
respectable	ADJ	respectable
de	ADP	de
jeune	ADJ	jeune
à	ADP	à
assourdissant	ADJ	assourdissant
En	ADP	en
la	DET	le
se	PRON	se
de	ADP	de
en	ADP	en
à	ADP	à
avait	AUX	avoir
de	ADP	de
en	PRON	en
maire	NOUN	maire
Ville	NOUN	ville
autant	ADV	autant
les	DET	le
pas	ADV	pas
temps	NOUN	temps
que	SCONJ	que
pu	VERB	pouvoir
pressentiment	NOUN	pressentiment
qu'	PRON	qu'
Hôtel	NOUN	hôtel
,	PUNCT	,
virginité	NOUN	virginité
?	PUNCT	?
l'	DET	le
,	PUNCT	,
presque	ADV	presque
,	PUNCT	,
viendrait	VERB	venir
s'	SCONJ	s'
-	PUNCT	-
,	PUNCT	,
Où	ADV	où
c'	PRON	ce
le	PRON	le
zénith	NOUN	zénith
du	ADP	de
à	ADP	à
Sur	ADP	sur
à	ADP	à
de	ADP	de
secrétaire	NOUN	secrétaire
,	PUNCT	,
que	PRON	que
Pourtant	ADV	pourtant
,	PUNCT	,
à	ADP	à
de	ADP	de
un	DET	un
comme	SCONJ	comme
,	PUNCT	,
de	ADP	de
Michigan	PROPN	Michigan
,	PUNCT	,
lignes	NOUN	ligne
carrelage	NOUN	carrelage
Qu'	PRON	qu'
ça	PRON	cela
pris	VERB	prendre
être	AUX	être
municipal	ADJ	municipal
du	ADP	de
penchait	VERB	pencher
!	PUNCT	!
porte	NOUN	porte
océanes	ADJ	océane
entendit	VERB	entendre
les	DET	le
Puis	CCONJ	puis
une	DET	un
)	PUNCT	)
une	DET	un
vaut	VERB	valoir
niveau	NOUN	niveau
la	DET	le
cogner	VERB	cogner
permis	NOUN	permis
-ce	PRON	-ce
du	ADP	de
I	NOUN	i
effet	NOUN	effet
carrelé	VERB	carreler
le	DET	le
de	ADP	de
licence	NOUN	licence
.	PUNCT	.
la	DET	le
accablante	ADJ	accablant
cheveux	NOUN	cheveu
tout	DET	tout
dépit	NOUN	dépit
s'	PRON	se
le	DET	le
gaillard	NOUN	gaillard
avec	ADP	avec
à	ADP	à
de	ADP	de
l'	DET	le
s'	PRON	se
de	ADP	de
à	ADP	à
-il	PRON	il
intérieur	NOUN	intérieur
toute	DET	tout
laisser	VERB	laisser
jeune	ADJ	jeune
entendu	VERB	entendre
,	PUNCT	,
conseil	NOUN	conseil
prémonitions	NOUN	prémonition
.	PUNCT	.
justice	NOUN	justice
ouvrit	VERB	ouvrir
,	PUNCT	,
des	ADP	de
la	DET	le
à	ADP	à
d'	ADP	de
entier	ADJ	entier
s'	PRON	se
il	PRON	il
coiffés	VERB	coiffer
de	ADP	de
trouble	ADJ	trouble
pourra	VERB	pouvoir
J'	PRON	je
nous	PRON	nous
battant	NOUN	battant
savoir	VERB	savoir
s'	PRON	se
le	PRON	le
se	PRON	se
orage	NOUN	orage
qui	PRON	qui
:	PUNCT	:
,	PUNCT	,
importe	VERB	importe
avez	VERB	avoir
silence	NOUN	silence
pureté	NOUN	pureté
comté	NOUN	comté
.	PUNCT	.
pour	ADP	pour
,	PUNCT	,
nous	PRON	nous
niche	VERB	niche
cru	VERB	croire
de	ADP	de
blonde	NOUN	blonde
une	DET	un
rompre	VERB	rompre
la	DET	le
comme	ADP	comme
,	PUNCT	,
voix	NOUN	voix
san	ADJ	san
compagnon	NOUN	compagnon
plein	ADJ	plein
à	ADP	à
-là	NOUN	-là
un	DET	un
-	NUM	-
déjà	ADV	déjà
un	DET	un
bel	ADV	bel
portes	NOUN	porte
femme	NOUN	femme
silencieux	ADJ	silencieux
-	ADJ	-
.	PUNCT	.
était	AUX	être
couple	NOUN	couple
jeune	ADJ	jeune
corridor	NOUN	corridor
.	PUNCT	.
prenait	VERB	prendre
pètent	VERB	péter
leur	PRON	leur
un	DET	un
Et	CCONJ	et
entreprit	VERB	entreprendre
vous	PRON	vous
élégante	ADJ	élégant
orage	NOUN	orage
De	ADP	de
soit	AUX	être
épancha	VERB	épancher
plus	ADV	plus
qu'	SCONJ	que
Une	DET	un
dernières	ADJ	dernier
DE	ADP	de
un	DET	un
les	DET	le
et	CCONJ	et
Falls	PROPN	Falls
,	PUNCT	,
le	DET	le
homme	NOUN	homme
Mais	CCONJ	mais
de	ADP	de
éclatants	ADJ	éclatant
ne	ADV	ne
Harvey	PROPN	Harvey
Sénateur	NOUN	sénateur
clés	NOUN	clé
.	PUNCT	.
!	PUNCT	!
grognement	NOUN	grognement
que	SCONJ	que
couple	NOUN	couple
que	SCONJ	que
n'	ADV	n'
Bouton-de-culotte	PROPN	Bouton-de-culotte
Justus	PROPN	Justus
celui-ci	PRON	celui-ci
de	ADP	de
!	PUNCT	!
sillage	NOUN	sillage
signe	NOUN	signe
et	CCONJ	et
se	PRON	se
-	PUNCT	-
Harvey	PROPN	Harvey
.	PUNCT	.
sa	DET	son
savaient	VERB	savoir
magnifique	ADJ	magnifique
il	PRON	il
a	VERB	avoir
-	PUNCT	-
balayette	NOUN	balayette
,	PUNCT	,
pêche	NOUN	pêche
très	ADV	très
-	PUNCT	-
était	AUX	être
sourire	NOUN	sourire
poussa	VERB	pousser
général	ADJ	général
est	VERB	être
déposa	VERB	déposer
y	PRON	y
le	DET	le
nouveau	ADJ	nouveau
l'	DET	le
temps	NOUN	temps
chez	ADP	chez
de	ADP	de
est	AUX	être
y	PRON	y
épaules	NOUN	épaule
admiration	NOUN	admiration
qu'	SCONJ	que
soufflant	VERB	souffler
oiseaux	NOUN	oiseau
Jake	PROPN	Jake
gens	NOUN	gens
Un	DET	un
de	ADP	de
à	ADP	à
jaillit	VERB	jaillir
un	DET	un
que	SCONJ	que
yeux	NOUN	oeil
:	PUNCT	:
Mrs	NOUN	mr
C'	PRON	ce
comme	ADP	comme
poussières	NOUN	poussière
!	PUNCT	!
mais	CCONJ	mais
le	DET	le
cheveux	NOUN	cheveu
honoré	VERB	honorer
il	PRON	il
du	ADP	de
.	PUNCT	.
présent	NOUN	présent
Jake	PROPN	Jake
Mairie	NOUN	mairie
Aussi	ADV	aussi
pour	ADP	pour
vous	PRON	vous
à	ADP	à
ouvrit	VERB	ouvrir
.	PUNCT	.
grande	ADJ	grand
qu'	SCONJ	que
en	ADP	en
,	PUNCT	,
,	PUNCT	,
,	PUNCT	,
tête	NOUN	tête
du	ADP	de
qui	PRON	qui
Oui	ADV	oui
Bon	ADJ	bon
si	SCONJ	si
-	PUNCT	-
AIDEZ	PROPN	AIDEZ
ils	PRON	il
?	PUNCT	?
au-dessus	ADV	au-dessus
près	ADV	près
Bouton	PROPN	Bouton
Il	PRON	il
nuages	NOUN	nuage
Je	PRON	je
!	PUNCT	!
énormes	ADJ	énorme
inspiration	NOUN	inspiration
Mais	CCONJ	mais
déceler	VERB	déceler
-il	PRON	il
avez	VERB	avoir
,	PUNCT	,
c'	PRON	ce
bâtir	VERB	bâtir
énorme	ADJ	énorme
péter	VERB	péter
Palais	NOUN	palais
cathédrale	ADJ	cathédral
,	PUNCT	,
?	PUNCT	?
à	ADP	à
la	DET	le
,	PUNCT	,
le	PRON	le
que	SCONJ	que
-	PUNCT	-
est	AUX	être
Il	PRON	il
les	DET	le
.	PUNCT	.
ciel	NOUN	ciel
souvent	ADV	souvent
Falls	PROPN	Falls
on	PRON	on
phoque	NOUN	phoque
.	PUNCT	.
boîte	NOUN	boîte
sur	ADP	sur
jamais	ADV	jamais
,	PUNCT	,
Bouton-de-culotte	PROPN	Bouton-de-culotte
Transports	NOUN	transport
rien	PRON	rien
univers	NOUN	univers
appelle	VERB	appeler
:	PUNCT	:
ouvrit	VERB	ouvrir
celui	PRON	celui
des	DET	un
Pour	ADP	pour
les	DET	le
Greffier	NOUN	greffier
tout	ADV	tout
...	PUNCT	...
sous	ADP	sous
Tiens	VERB	tenir
je	PRON	je
construits	VERB	construire
porte	NOUN	porte
ans	NOUN	an
salua	VERB	saluer
Z'	PRON	z'
rouquin	NOUN	rouquin
tout	PRON	tout
complètement	ADV	complètement
palais	NOUN	palais
en	ADP	en
pas	ADV	pas
orage	NOUN	orage
fit	VERB	faire
,	PUNCT	,
,	PUNCT	,
le	DET	le
avec	ADP	avec
faire	AUX	faire
métal	NOUN	métal
aux	ADP	à
le	DET	le
n'	ADV	n'
de	PROPN	de
,	PUNCT	,
,	PUNCT	,
en	PRON	en
pour	ADP	pour
,	PUNCT	,
est	AUX	être
palais	NOUN	palais
le	DET	le
premier	ADJ	premier
-	PUNCT	-
au	ADP	au
depuis	ADP	depuis
:	PUNCT	:
la	DET	le
fassiez	AUX	faire
des	ADP	de
mon	DET	mon
suis	AUX	être
bondit	VERB	bondir
Justus	PROPN	Justus
.	PUNCT	.
autour	ADV	autour
faire	VERB	faire
encore	ADV	encore
C'	PRON	ce
trou	NOUN	trou
âme	NOUN	âme
qu'	SCONJ	que
...	PUNCT	...
Bouton-de-culotte	PROPN	Bouton-de-culotte
étage	NOUN	étage
Hélas	INTJ	Hélas
miss	NOUN	miss
tout	ADV	tout
asthmatique	ADJ	asthmatique
pas	ADV	pas
.	PUNCT	.
a	VERB	avoir
blonde	NOUN	blonde
,	PUNCT	,
,	PUNCT	,
.	PUNCT	.
repousser	VERB	repousser
paye	NOUN	paie
les	DET	le
trousseau	NOUN	trousseau
la	DET	le
Alors	ADV	alors
accord	NOUN	accord
Et	CCONJ	et
!	PUNCT	!
semblable	ADJ	semblable
va	VERB	aller
mieux	ADV	mieux
arbres	NOUN	arbre
salir	VERB	salir
geste	NOUN	geste
vous	PRON	vous
son	DET	son
.	PUNCT	.
Jake	PROPN	Jake
et	CCONJ	et
à	ADP	à
cheveux	NOUN	cheveu
du	ADP	de
.	PUNCT	.
n'	ADV	n'
le	DET	le
vous	PRON	vous
à	ADP	à
terreux	NOUN	terreu
sculptés	VERB	sculpter
En	ADP	en
est	VERB	être
loin	ADV	loin
-	PROPN	-
de	ADP	de
le	DET	le
pourtant	ADV	pourtant
hors	ADP	hors
vous	PRON	vous
temps	NOUN	temps
là	ADV	là
pressaient	VERB	presser
de	ADP	de
ouvrit	VERB	ouvrir
un	DET	un
leur	PRON	leur
Tu	PRON	tu
.	PUNCT	.
aux	ADP	à
oui	ADV	oui
porte	NOUN	porte
a	VERB	avoir
et	CCONJ	et
!	PUNCT	!
gratiné	VERB	gratiner
récolta	VERB	récolter
!	PUNCT	!
coupés	VERB	couper
Falls	PROPN	Falls
-	PUNCT	-
-	PUNCT	-
longtemps	ADV	longtemps
voici	VERB	voici
Bouton-de-culotte	PROPN	Bouton-de-culotte
,	PUNCT	,
avons	VERB	avoir
pas	ADV	pas
de	ADP	de
soupir	NOUN	soupir
des	DET	un
la	DET	le
été	NOUN	été
à	ADP	à
le	DET	le
-	NOUN	-
vu	VERB	voir
