J	PRON	j
DEUTSCH	PROPN	DEUTSCH
CJ	PROPN	CJ
avec	ADP	avec
spatiale	ADJ	spatial
lu	VERB	lire
hani	PROPN	hani
*	PUNCT	*
SEIGNEURS	NOUN	seigneur
retirèrent	VERB	retirer
une	DET	un
appelée	VERB	appeler
ambition	NOUN	ambition
un	DET	un
Chanur	PROPN	Chanur
bord	NOUN	bord
proie	NOUN	proie
agressive	ADJ	agressif
*	PUNCT	*
oubliait	VERB	oublier
de	ADP	de
pavillon	NOUN	pavillon
que	SCONJ	que
cherché	VERB	chercher
de	ADP	de
,	PUNCT	,
des	ADP	de
crainte	NOUN	crainte
et	CCONJ	et
Pyanfar	PROPN	Pyanfar
informations	NOUN	information
catastrophe	NOUN	catastrophe
vengeance	NOUN	vengeance
façon	NOUN	façon
escale	NOUN	escale
Il	PRON	il
*	PUNCT	*
voir	VERB	voir
MICHEL	PROPN	MICHEL
Mais	CCONJ	mais
ai	AUX	avoir
sur	ADP	sur
HYDRE	NOUN	hydre
.	PUNCT	.
à	ADP	à
*	PUNCT	*
qui	PRON	qui
J'	PRON	je
,	PUNCT	,
Mais	CCONJ	mais
son	DET	son
station	NOUN	station
SH1UAN	PROPN	SH1UAN
les	DET	le
FEUX	NOUN	feu
d'	ADP	de
profondément	ADV	profondément
ne	ADV	ne
navire	NOUN	navire
En	ADP	en
de	ADP	de
sous	ADP	sous
,	PUNCT	,
inconnue	ADJ	inconnu
le	DET	le
raison	NOUN	raison
bataille	NOUN	bataille
.	PUNCT	.
livrer	VERB	livrer
Hani	NOUN	hani
et	CCONJ	et
traduction	NOUN	traduction
entreprendre	VERB	entreprendre
L'	DET	le
savoir	VERB	savoir
,	PUNCT	,
la	DET	le
était	AUX	être
il	PRON	il
PAR	ADP	par
et	CCONJ	et
s'	PRON	se
perd	VERB	perdre
CHANUR	NOUN	chanur
donc	ADV	donc
indiquaient	VERB	indiquer
accostage	NOUN	accostage
J'	PRON	je
années	NOUN	année
espèce	NOUN	espèce
assez	ADV	assez
ai	AUX	avoir
plus	ADV	plus
)	PUNCT	)
le	DET	le
qu'	PRON	qu'
Les	DET	le
prenant	VERB	prendre
pourrait	VERB	pouvoir
en	ADP	en
en	ADP	en
refusés	VERB	refuser
influence	NOUN	influence
Pyanfar	PROPN	Pyanfar
exigeait	VERB	exiger
J'	PROPN	J'
congénères	NOUN	congénère
CHANUR	PROPN	CHANUR
CHERRYH	PROPN	CHERRYH
affront	NOUN	affront
pour	ADP	pour
un	DET	un
asile	NOUN	asile
retour	NOUN	retour
qui	PRON	qui
dont	PRON	dont
nouvelle	ADJ	nouveau
noms	NOUN	nom
cette	DET	ce
de	ADP	de
bande	NOUN	bande
Dès	ADP	dès
ai	AUX	avoir
un	DET	un
chasse	NOUN	chasse
J'	PRON	je
qui	PRON	qui
,	PUNCT	,
assez	ADV	assez
avait	VERB	avoir
pour	ADP	pour
lu	VERB	lire
tout	DET	tout
étrangers	NOUN	étranger
Chanur	PROPN	Chanur
les	DET	le
point	NOUN	point
DU	ADP	de
et	CCONJ	et
;	PUNCT	;
,	PUNCT	,
la	DET	le
à	ADP	à
se	PRON	se
.	NOUN	.
de	ADP	de
commerciale	ADJ	commercial
qu'	PRON	qu'
dans	ADP	dans
,	PUNCT	,
Tully	PROPN	Tully
,	PUNCT	,
AZEROTH	PROPN	AZEROTH
L'	DET	le
battait	VERB	battre
,	PUNCT	,
le	DET	le
C.	PROPN	C.
proportions	NOUN	proportion
au	ADP	au
3615	NUM	3615
proie	NOUN	proie
*	PUNCT	*
ce	PRON	ce
Ce	DET	ce
Stsho	PROPN	Stsho
étendre	VERB	étendre
,	PUNCT	,
LE	DET	le
son	DET	son
station	NOUN	station
CHANUR'	PROPN	CHANUR'
la	DET	le
fût	AUX	être
ses	DET	son
à	ADP	à
une	DET	un
plus	ADV	plus
lu	VERB	lire
.	PUNCT	.
originaire	ADJ	originaire
:	PUNCT	:
PORTES	NOUN	porte
de	ADP	de
tout	ADV	tout
C.J.	PROPN	C.J.
nom	NOUN	nom
cette	DET	ce
conquérante	ADJ	conquérant
*	PUNCT	*
.	PUNCT	.
l'	DET	le
tous	ADJ	tout
pirates	NOUN	pirate
qui	PRON	qui
qui	PRON	qui
J'	PRON	je
dernier	ADJ	dernier
soudé	VERB	souder
bénéficiait	VERB	bénéficier
©	PUNCT	©
emmenant	VERB	emmener
n°	NOUN	numéro
à	ADP	à
l'	DET	le
CHANUR	NOUN	chanur
réputation	NOUN	réputation
navire	NOUN	navire
de	ADP	de
Pour	ADP	pour
de	ADP	de
d'	ADP	de
les	DET	le
Station	PROPN	Station
ce	PRON	ce
,	PUNCT	,
)	PUNCT	)
la	DET	le
lui	PRON	lui
autre	ADJ	autre
code	NOUN	code
Les	DET	le
,	PUNCT	,
pour	ADP	pour
J'	PRON	je
lu	PROPN	lire
de	ADP	de
quelque	DET	quelque
sur	ADP	sur
une	DET	un
*	PUNCT	*
puissant	ADJ	puissant
,	PUNCT	,
autre	ADJ	autre
RETOUR	NOUN	retour
obligation	NOUN	obligation
J'	PRON	je
devient	VERB	devenir
*	PUNCT	*
*	PUNCT	*
destin	NOUN	destin
Orgueil	PROPN	Orgueil
Stsho	PROPN	Stsho
il	PRON	il
propre	ADJ	propre
les	DET	le
leur	DET	leur
précédé	VERB	précéder
original	ADJ	original
ouvrir	VERB	ouvrir
sillage	NOUN	sillage
dont	PRON	dont
et	CCONJ	et
coup	NOUN	coup
démesurées	ADJ	démesuré
de	ADP	de
n°	NOUN	numéro
le	DET	le
,	PUNCT	,
son	DET	son
de	ADP	de
LU	VERB	lire
Le	DET	le
les	PRON	le
un	DET	un
front	NOUN	front
xénophobes	ADJ	xénophobe
droit	NOUN	droit
clan	NOUN	clan
.	PUNCT	.
faire	VERB	faire
son	DET	son
une	DET	un
J.	PROPN	J.
humanité	NOUN	humanité
sa	DET	son
chef	NOUN	chef
et	CCONJ	et
titres	NOUN	titre
attachaient	VERB	attacher
l'	DET	le
ses	DET	son
sans	ADP	sans
toutes	ADJ	tout
les	DET	le
,	PUNCT	,
la	DET	le
de	ADP	de
de	ADP	de
autre	PRON	autre
Chanur	PROPN	Chanur
ai	AUX	avoir
sont	AUX	être
Akkukkak	PROPN	Akkukkak
un	DET	un
.	PUNCT	.
vulgaire	ADJ	vulgaire
de	ADP	de
les	DET	le
protection	NOUN	protection
la	DET	le
être	NOUN	être
1475	NUM	1475
avait	AUX	avoir
les	DET	le
*	PUNCT	*
devenir	VERB	devenir
Deux	NUM	Deux
un	DET	un
proie	NOUN	proie
son	DET	son
Chanur	PROPN	Chanur
chose	NOUN	chose
Or-Aux-Dents	PROPN	Or-Aux-Dents
mahen	PROPN	mahen
Kif	PROPN	Kif
avait	AUX	avoir
,	PUNCT	,
souhaité	VERB	souhaiter
l'	DET	le
de	ADP	de
(	PUNCT	(
étaient	AUX	être
Éditions	NOUN	édition
les	DET	le
Pour	ADP	pour
plus	ADV	plus
l'	DET	le
plus	ADV	plus
il	PRON	il
de	ADP	de
derrière	ADP	derrière
*	PUNCT	*
DE	ADP	de
hani	PROPN	hani
et	CCONJ	et
pronostic	NOUN	pronostic
preuve	NOUN	preuve
ensuite	ADV	ensuite
avait	AUX	avoir
avaient	AUX	avoir
DE	ADP	de
dans	ADP	dans
DE	ADP	de
dans	ADP	dans
échelle	NOUN	échelle
de	ADP	de
du	DET	de
grand	ADJ	grand
concernant	VERB	concerner
Akkukkak	PROPN	Akkukkak
se	PRON	se
1989	NUM	1989
outrance	NOUN	outrance
Tout	PRON	tout
RÊVE	NOUN	rêve
double	ADJ	double
cœur	NOUN	cœur
se	PRON	se
la	DET	le
pour	ADP	pour
le	DET	le
d'	ADP	de
en	ADP	en
Communauté	NOUN	communauté
rejoindre	VERB	rejoindre
comptait	VERB	compter
LES	DET	le
des	ADP	de
lu	VERB	lire
et	CCONJ	et
d'	ADP	de
vers	ADP	vers
lu	VERB	lire
.	PUNCT	.
VENGEANCE	NOUN	vengeance
lu	VERB	lire
rapidement	ADV	rapidement
de	ADP	de
revendication	NOUN	revendication
étaient	AUX	être
qui	PRON	qui
Vengeance	NOUN	vengeance
Chanur	PROPN	Chanur
avancée	ADJ	avancé
*	PUNCT	*
ambition	NOUN	ambition
les	DET	le
hakkikt	NOUN	hakkikt
étoiles	NOUN	étoile
perd	VERB	perdre
sous	ADP	sous
.	PUNCT	.
défis	NOUN	défi
,	PUNCT	,
LA	DET	le
appartenant	VERB	appartenir
ses	DET	son
à	ADP	à
leur	DET	leur
créatures	NOUN	créature
.	PUNCT	.
ai	AUX	avoir
Jonction	PROPN	Jonction
et	CCONJ	et
Hani	PROPN	Hani
chacun	PRON	chacun
à	ADP	à
.	PUNCT	.
lieu	NOUN	lieu
aux	DET	aux
dans	ADP	dans
même	ADV	même
de	ADP	de
le	DET	le
méthane	NOUN	méthane
1183	NUM	1183
de	ADP	de
seule	ADJ	seul
pu	VERB	pouvoir
une	DET	un
Alors	ADV	alors
ne	ADV	ne
d'	ADP	de
1475	NUM	1475
dépassant	VERB	dépasser
prononçables	ADJ	prononçable
intention	NOUN	intention
,	PUNCT	,
,	PUNCT	,
rien	PRON	rien
affaires	NOUN	affaire
commerciales	ADJ	commercial
partant	VERB	partir
arraisonné	VERB	arraisonner
MONDES	NOUN	monde
,	PUNCT	,
Chanur	PROPN	Chanur
lu	VERB	lire
*	PUNCT	*
les	DET	le
Chanur	PROPN	Chanur
survie	NOUN	survie
importance	NOUN	importance
,	PUNCT	,
défi	NOUN	défi
en	ADP	en
Akkt	PROPN	Akkt
ère	NOUN	ère
façon	NOUN	façon
double	ADJ	double
asile	NOUN	asile
dont	PRON	dont
,	PUNCT	,
individuellement	ADV	individuellement
,	PUNCT	,
Mais	CCONJ	mais
*	PUNCT	*
plus	ADV	plus
vague	NOUN	vague
de	ADP	de
cible	NOUN	cible
avait	AUX	avoir
2289	NUM	2289
principe	NOUN	principe
Kif	NOUN	kif
lourdement	ADV	lourdement
reçurent	VERB	recevoir
paru	VERB	paraître
2289	NUM	2289
un	DET	un
à	ADP	à
de	ADP	de
toutes	ADJ	tout
même	ADV	même
Kif	PROPN	Kif
et	CCONJ	et
du	ADP	de
troupe	NOUN	troupe
les	DET	le
vit	VERB	voir
2609	NUM	2609
du	ADP	de
elle	PRON	lui
avait	AUX	avoir
chefs	NOUN	chef
intervinrent	VERB	intervenir
*	PUNCT	*
d'	ADP	de
pas	ADV	pas
Kif	PROPN	Kif
inspirant	VERB	inspirer
*	PUNCT	*
Il	PRON	il
.	PUNCT	.
lu	PROPN	lire
:	PUNCT	:
équipage	NOUN	équipage
Cette	DET	ce
dont	PRON	dont
déjà	ADV	déjà
,	PUNCT	,
SOLEIL	NOUN	soleil
échappant	VERB	échapper
réfugié	NOUN	réfugié
pour	ADP	pour
CHERRYH	PROPN	CHERRYH
ai	AUX	avoir
,	PUNCT	,
ÉPOPÉE	NOUN	épopée
que	PRON	que
décision	NOUN	décision
y	PRON	y
.	PUNCT	.
a	AUX	avoir
*	PUNCT	*
restituée	VERB	restituer
hostilités	NOUN	hostilité
les	DET	le
française	ADJ	français
faisait	VERB	faire
*	PUNCT	*
enlevèrent	VERB	enlever
une	DET	un
les	DET	le
bâtiment	NOUN	bâtiment
avait	AUX	avoir
espèce	NOUN	espèce
bouleversé	VERB	bouleverser
il	PRON	il
Kif	NOUN	kif
résistèrent	VERB	résister
annales	NOUN	annale
,	PUNCT	,
son	DET	son
détenait	VERB	détenir
Les	DET	le
sa	DET	son
*	PUNCT	*
AMÉRICAIN	NOUN	américain
de	ADP	de
.	PUNCT	.
l'	DET	le
que	PRON	que
AI	AUX	avoir
LES	DET	le
La	DET	le
qu'	SCONJ	que
la	DET	le
Ces	DET	ce
technologiquement	ADV	technologiquement
et	CCONJ	et
,	PUNCT	,
précédent	NOUN	précédent
le	DET	le
J'	PRON	je
LES	DET	le
eût	AUX	avoir
que	SCONJ	que
ai	AUX	avoir
LES	DET	le
pourchassait	VERB	pourchasser
RETOUR	NOUN	retour
.	PUNCT	.
Hani	PROPN	Hani
des	DET	un
de	ADP	de
espace	NOUN	espace
ambition	NOUN	ambition
,	PUNCT	,
de	ADP	de
territoire	NOUN	territoire
,	PUNCT	,
actions	NOUN	action
capitaine	NOUN	capitaine
en	ADP	en
,	PUNCT	,
lui	PRON	lui
et	CCONJ	et
était	AUX	être
lui	PRON	lui
*	PUNCT	*
seulement	ADV	seulement
car	CCONJ	car
.	PUNCT	.
la	DET	le
et	CCONJ	et
humain	NOUN	humain
lu	PROPN	lire
,	PUNCT	,
hani	PROPN	hani
,	PUNCT	,
pas	ADV	pas
l'	DET	le
lors	ADV	lors
aucune	DET	aucun
humain	NOUN	humain
deux	NUM	deux
l'	DET	le
Éd	PROPN	Éd
remettre	VERB	remettre
espèce	NOUN	espèce
avaient	VERB	avoir
avait	AUX	avoir
1280	NUM	1280
des	DET	un
ai	AUX	avoir
Communauté	NOUN	communauté
la	DET	le
la	DET	le
DE	ADP	de
*	NOUN	*
,	PUNCT	,
l'	DET	le
inhabituel	ADJ	inhabituel
ambitieux	ADJ	ambitieux
pour	ADP	pour
TRADUIT	PROPN	TRADUIT
intrusion	NOUN	intrusion
ses	DET	son
réglé	VERB	régler
psychologie	NOUN	psychologie
aussi	ADV	aussi
lu	VERB	lire
humiliation	NOUN	humiliation
*	PUNCT	*
L'	DET	le
prit	VERB	prendre
hakkikt	NOUN	hakkikt
humaine	ADJ	humain
abord	NOUN	abord
,	PUNCT	,
peuple	NOUN	peuple
la	DET	le
une	DET	un
nombre	NOUN	nombre
L'	DET	le
telle	ADJ	tel
un	DET	un
contre	ADP	contre
Kif	NOUN	kif
Knnn	PROPN	Knnn
,	PUNCT	,
.	PUNCT	.
,	PUNCT	,
:	PUNCT	:
.	PROPN	.
*	PUNCT	*
à	ADP	à
l'	DET	le
h	NOUN	heure
roman	NOUN	roman
ADIEUX	NOUN	adieu
L'	DET	le
pour	ADP	pour
J'	PRON	je
l'	PRON	l'
Minitel	PROPN	Minitel
belliqueuse	ADJ	belliqueux
Jik	PROPN	Jik
*	PUNCT	*
impliquant	VERB	impliquer
d'	ADP	de
L'	DET	le
un	DET	un
n°	NOUN	numéro
2104	NUM	2104
HOMECOMING	X	HOMECOMING
entier	ADJ	entier
hakkikt	NOUN	hakkikt
,	PUNCT	,
n'	ADV	n'
mais	CCONJ	mais
sa	DET	son
Communauté	NOUN	communauté
calculs	NOUN	calcul
,	PUNCT	,
.	PUNCT	.
les	DET	le
clan	NOUN	clan
espèce	NOUN	espèce
Pyanfar	PROPN	Pyanfar
de	ADP	de
2104	NUM	2104
Hani	PROPN	Hani
difficilement	ADV	difficilement
dans	ADP	dans
ce	DET	ce
balayer	VERB	balayer
sa	DET	son
lui	PRON	lui
étoiles	NOUN	étoile
hani	PROPN	hani
,	PUNCT	,
ÉDITIONS	NOUN	édition
Jonction	NOUN	jonction
à	ADP	à
d'	ADP	de
pour	ADP	pour
de	ADP	de
CHANUR	NOUN	chanur
était	AUX	être
l'	DET	le
exigences	NOUN	exigence
humiliation	NOUN	humiliation
Elle	PRON	lui
d'	ADP	de
Cherry	PROPN	Cherry
grave	ADJ	grave
ARRIÈREVoir	PROPN	ARRIÈREVoir
trompait	VERB	tromper
Chanur	PROPN	Chanur
,	PUNCT	,
une	DET	un
espèce	NOUN	espèce
ses	DET	son
car	CCONJ	car
de	ADP	de
plaque	NOUN	plaque
,	PUNCT	,
commercial	ADJ	commercial
,	PUNCT	,
s'	PRON	se
kifish	NOUN	kifish
.	PUNCT	.
DE	ADP	de
J'	PRON	je
malheureusement	ADV	malheureusement
Éd	PROPN	Éd
Chanur	PROPN	Chanur
seulement	ADV	seulement
disparition	NOUN	disparition
C.J.	PROPN	C.J.
ce	DET	ce
*	PUNCT	*
il	PRON	il
vivant	ADJ	vivant
CHASSEURS	NOUN	chasseur
les	DET	le
Chanur	PROPN	Chanur
connus	VERB	connaître
.	PUNCT	.
Éd	NOUN	éd
*	NOUN	*
à	ADP	à
,	PUNCT	,
son	DET	son
suffisante	ADJ	suffisant
ai	AUX	avoir
accueillir	VERB	accueillir
Pyanfar	PROPN	Pyanfar
tous	ADJ	tout
.	PUNCT	.
respirant	VERB	respirer
hani	PROPN	hani
Épopée	PROPN	Épopée
l'	PRON	l'
à	ADP	à
,	PUNCT	,
*	PUNCT	*
survivants	ADJ	survivant
Chanur	PROPN	Chanur
et	CCONJ	et
années	NOUN	année
une	DET	un
avaient	VERB	avoir
la	DET	le
émane	VERB	émane
son	DET	son
agressives	ADJ	agressif
un	DET	un
Orgueil	PROPN	Orgueil
alimentent	VERB	alimenter
il	PRON	il
Un	DET	un
de	ADP	de
,	PUNCT	,
voyages	NOUN	voyage
néanmoins	ADV	néanmoins
charge	NOUN	charge
,	PUNCT	,
de	ADP	de
d'	ADP	de
qui	PRON	qui
l'	DET	le
un	DET	un
envoyer	VERB	envoyer
fait	NOUN	fait
les	DET	le
:	PUNCT	:
qui	PRON	qui
En	ADP	en
à	ADP	à
société	NOUN	société
dernier	ADJ	dernier
interdisaient	VERB	interdire
coutumière	ADJ	coutumier
produisit	VERB	produire
.	PUNCT	.
avait	AUX	avoir
dogmes	NOUN	dogme
autorité	NOUN	autorité
mieux	NOUN	mieux
tout	ADJ	tout
de	ADP	de
enfreint	VERB	enfreindre
tout	DET	tout
transport	NOUN	transport
chose	NOUN	chose
mort	NOUN	mort
femelles	NOUN	femelle
l'	PRON	l'
ces	DET	ce
mêlé	VERB	mêler
côtoyé	VERB	côtoyer
idée	NOUN	idée
,	PUNCT	,
de	DET	de
toute	DET	tout
gravement	ADV	gravement
la	DET	le
même	ADJ	même
suivirent	VERB	suivre
vaincu	VERB	vaincre
-	PRON	-
équipage	NOUN	équipage
alliés	NOUN	allié
l'	DET	le
à	ADP	à
un	DET	un
est	AUX	être
les	DET	le
et	CCONJ	et
autres	ADJ	autre
,	PUNCT	,
L'	DET	le
lui	PRON	lui
dans	ADP	dans
Tully	PROPN	Tully
Chanur	PROPN	Chanur
les	DET	le
de	ADP	de
,	PUNCT	,
de	ADP	de
)	PUNCT	)
l'	DET	le
Mahendo'	PROPN	Mahendo'
tînt	VERB	tenir
conséquence	NOUN	conséquence
lui-même	PRON	lui-même
:	PUNCT	:
titre	NOUN	titre
sous	ADP	sous
n'	ADV	n'
rarissimes	ADJ	rarissime
avec	ADP	avec
de	DET	de
qu'	PRON	qu'
personnes	NOUN	personne
accords	NOUN	accord
,	PUNCT	,
pour	ADP	pour
traditionnellement	ADV	traditionnellement
)	PUNCT	)
est	AUX	être
traditionnellement	ADV	traditionnellement
une	DET	un
la	DET	le
que	PRON	que
causèrent	VERB	causer
et	CCONJ	et
des	ADP	de
de	ADP	de
été	AUX	être
été	AUX	être
après	ADP	après
les	DET	le
de	ADP	de
puis	CCONJ	puis
la	DET	le
la	DET	le
,	PUNCT	,
stature	NOUN	stature
n'	ADV	n'
sort	NOUN	sort
chez	ADP	chez
Hani	PROPN	Hani
au	ADP	au
qui	PRON	qui
ouverts	ADJ	ouvert
,	PUNCT	,
autres	ADJ	autre
les	DET	le
.	PUNCT	.
leurs	DET	leur
demeurant	VERB	demeurer
Chanur	PROPN	Chanur
devenu	VERB	devenir
tradition	NOUN	tradition
délai	NOUN	délai
chez	ADP	chez
et	CCONJ	et
deux	NUM	deux
langue	NOUN	langue
débarquer	VERB	débarquer
des	ADP	de
congénères	NOUN	congénère
Orgueil	PROPN	Orgueil
pulsions	NOUN	pulsion
des	ADP	de
vivaient	VERB	vivre
les	DET	le
de	ADP	de
ce	PRON	ce
fut	AUX	être
qui	PRON	qui
de	ADP	de
d'	ADP	de
Chanur	PROPN	Chanur
protégée	VERB	protéger
bien-fondé	NOUN	bien-fondé
n'	ADV	n'
de	ADP	de
les	DET	le
encore	ADV	encore
déposé	VERB	déposer
à	ADP	à
:	PUNCT	:
jeu	NOUN	jeu
mâles	NOUN	mâle
pitoyable	ADJ	pitoyable
rivaux	NOUN	rival
aux	ADP	à
sans	ADP	sans
,	PUNCT	,
de	ADP	de
jamais	ADV	jamais
maigres	ADJ	maigre
de	ADP	de
mains	NOUN	main
à	ADP	à
et	CCONJ	et
de	ADP	de
acquis	VERB	acquérir
égal	NOUN	égal
et	CCONJ	et
Chanur	PROPN	Chanur
station	NOUN	station
dont	PRON	dont
Aux	ADP	à
embarras	NOUN	embarras
.	PUNCT	.
les	DET	le
plus	ADV	plus
documents	NOUN	document
utilisaient	VERB	utiliser
homme	NOUN	homme
délivrer	VERB	délivrer
années	NOUN	année
et	CCONJ	et
urgence	NOUN	urgence
comme	ADP	comme
Khym	PROPN	Khym
de	ADP	de
Khym	PROPN	Khym
traditionnels	ADJ	traditionnel
de	ADP	de
la	DET	le
espèce	NOUN	espèce
,	PUNCT	,
Orgueil	PROPN	Orgueil
,	PUNCT	,
l'	DET	le
non	ADV	non
présent	NOUN	présent
l'	DET	le
temps	NOUN	temps
,	PUNCT	,
est	AUX	être
une	DET	un
sans	ADP	sans
pour	ADP	pour
qui	PRON	qui
devant	ADP	devant
de	ADP	de
clan	NOUN	clan
Et	CCONJ	et
,	PUNCT	,
prévues	VERB	prévoir
fatalité	NOUN	fatalité
tout	ADV	tout
dit	VERB	dire
,	PUNCT	,
prix	NOUN	prix
éducation	NOUN	éducation
Mahendo'	PROPN	Mahendo'
,	PUNCT	,
fureur	NOUN	fureur
sat	PROPN	sat
de	ADP	de
dommages	NOUN	dommage
financier	ADJ	financier
bras	NOUN	bras
à	ADP	à
.	PUNCT	.
de	ADP	de
de	ADP	de
ajoutait	VERB	ajouter
,	PUNCT	,
le	DET	le
déceler	VERB	déceler
réel	ADJ	réel
homme	NOUN	homme
Les	DET	le
rejoindre	VERB	rejoindre
humain	NOUN	humain
en	ADP	en
difficile	ADJ	difficile
en	ADP	en
hommes	NOUN	homme
sat	PROPN	sat
la	DET	le
accès	NOUN	accès
le	PRON	le
avait	AUX	avoir
,	PUNCT	,
à	ADP	à
handicap	NOUN	handicap
aux	ADP	à
de	ADP	de
les	DET	le
clan	NOUN	clan
la	DET	le
étaient	AUX	être
plus	ADV	plus
vaches	NOUN	vache
Tully	PROPN	Tully
les	DET	le
bord	NOUN	bord
intérêts	NOUN	intérêt
,	PUNCT	,
lutte	NOUN	lutte
,	PUNCT	,
temps	NOUN	temps
.	PUNCT	.
de	ADP	de
La	DET	le
constituaient	VERB	constituer
d'	ADP	de
dans	ADP	dans
traits	NOUN	trait
en	ADP	en
son	DET	son
d'	ADP	de
promesses	NOUN	promesse
les	DET	le
lui	PRON	lui
interstellaires	ADJ	interstellaire
pensée	NOUN	pensée
à	ADP	à
la	DET	le
sont	AUX	être
était	AUX	être
humains	NOUN	humain
du	ADP	de
