obligé	VERB	obliger
Souvent	ADV	souvent
,	PUNCT	,
détention	NOUN	détention
.	PUNCT	.
long	ADV	long
son	DET	son
descendre	VERB	descendre
de	ADP	de
échapper	VERB	échapper
que	SCONJ	que
de	ADP	de
souvenir	NOUN	souvenir
vous	PRON	vous
Son	DET	son
la	DET	le
faudrait	VERB	falloir
Léoni	PROPN	Léoni
il	PRON	il
de	ADP	de
.	PUNCT	.
tout	ADJ	tout
la	DET	le
se	PRON	se
,	PUNCT	,
et	CCONJ	et
cette	DET	ce
—	PUNCT	—
une	DET	un
la	DET	le
surtout	ADV	surtout
Il	PRON	il
s'	PRON	se
la	DET	le
longue	ADJ	long
17	NUM	17
.	PUNCT	.
cet	DET	ce
.	PUNCT	.
qui	PRON	qui
Annie	PROPN	Annie
PIGASSE	PROPN	PIGASSE
ET	CCONJ	et
épaules	NOUN	épaule
c'	PRON	ce
.	PUNCT	.
avec	ADP	avec
jugé	VERB	juger
renvoyer	VERB	renvoyer
déjà	ADV	déjà
une	DET	un
père	NOUN	père
,	PUNCT	,
d'	ADP	de
Les	DET	le
fabrication	NOUN	fabrication
,	PUNCT	,
Il	PRON	il
d'	ADP	de
cas	NOUN	cas
LA	DET	le
poche	NOUN	poche
Mais	CCONJ	mais
porte	NOUN	porte
sur	ADP	sur
fermé	ADJ	fermé
avez	VERB	avoir
d'	ADP	de
et	CCONJ	et
bousculaient	VERB	bousculer
confection	NOUN	confection
tâches	NOUN	tâche
dégageait	VERB	dégager
enrhumé	VERB	enrhumer
d'	ADP	de
prenne	VERB	prendre
était	AUX	être
Cette	DET	ce
imperméable	ADJ	imperméable
du	ADP	de
froid	ADJ	froid
a	AUX	avoir
CHAMPS	NOUN	champ
ET	CCONJ	et
,	PUNCT	,
ils	PRON	il
les	DET	le
Mugnier	PROPN	Mugnier
les	DET	le
traits	NOUN	trait
tristesse	NOUN	tristesse
qu'	PRON	qu'
de	ADP	de
Je	PRON	je
ramassant	VERB	ramasser
La	DET	le
Oui	ADV	oui
après	ADP	après
vers	ADP	vers
.	PUNCT	.
jouets	NOUN	jouet
réponse	NOUN	réponse
tête	NOUN	tête
avait	AUX	avoir
assises	NOUN	assise
en	ADP	en
choisirait	VERB	choisir
—	PUNCT	—
TEMPS	NOUN	temps
allumés	VERB	allumer
un	DET	un
pensa	VERB	penser
reproduction	NOUN	reproduction
.	PUNCT	.
ne	ADV	ne
existence	NOUN	existence
le	DET	le
aurez	VERB	avoir
créée	VERB	créer
regard	NOUN	regard
quatre	NUM	quatre
,	PUNCT	,
sales	ADJ	sale
Pourtant	ADV	pourtant
assises	NOUN	assise
.	PUNCT	.
produire	VERB	produire
garde	NOUN	garde
,	PUNCT	,
,	PUNCT	,
doit	VERB	devoir
accroché	VERB	accrocher
fatigué	ADJ	fatigué
entendit	VERB	entendre
,	PUNCT	,
En	ADP	en
le	DET	le
nez	NOUN	nez
n'	ADV	n'
bien	ADV	bien
il	PRON	il
récepteur	NOUN	récepteur
fauteuil	NOUN	fauteuil
en	PRON	en
la	DET	le
de	ADP	de
qu'	SCONJ	que
détaché	ADJ	détaché
antipathique	ADJ	antipathique
les	DET	le
visage	NOUN	visage
il	PRON	il
renifla	VERB	renifler
,	PUNCT	,
bureau	NOUN	bureau
sympathie	NOUN	sympathie
DE	ADP	de
,	PUNCT	,
vitrines	NOUN	vitrine
Un	DET	un
allait	VERB	aller
vieillissaient	VERB	vieillir
Autour	ADV	autour
un	DET	un
faut	VERB	falloir
.	PUNCT	.
sa	DET	son
congédiait	VERB	congédier
rentrer	VERB	rentrer
d'	ADP	de
et	CCONJ	et
Vous	PRON	vous
teint	NOUN	teint
plat	NOUN	plat
,	PUNCT	,
vous	PRON	vous
innocents	ADJ	innocent
président	NOUN	président
homme	NOUN	homme
denses	ADJ	dense
sa	DET	son
moment	NOUN	moment
avec	ADP	avec
L'	DET	le
.	PUNCT	.
.	PUNCT	.
1950	NUM	1950
allez	VERB	aller
avait	VERB	avoir
.	PUNCT	.
métal	NOUN	métal
comparaître	VERB	comparaître
Rhône	PROPN	Rhône
chez	ADP	chez
voir	VERB	voir
la	DET	le
yeux	NOUN	oeil
au	ADP	au
cheveux	NOUN	cheveu
Vous	PRON	vous
lui	PRON	lui
avait	VERB	avoir
et	CCONJ	et
télévision	NOUN	télévision
il	PRON	il
Les	DET	le
dépendaient	VERB	dépendre
l'	DET	le
il	PRON	il
raison	NOUN	raison
Un	DET	un
LIBRAIRIE	NOUN	librairie
régnait	VERB	régner
foncés	ADJ	foncé
attendant	VERB	attendre
de	ADP	de
pourrait	VERB	pouvoir
noirs	ADJ	noir
,	PUNCT	,
jeune	ADJ	jeune
objectivité	NOUN	objectivité
peine	NOUN	peine
du	ADP	de
avec	ADP	avec
marcha	VERB	marcher
porte	NOUN	porte
.	PUNCT	.
Cependant	ADV	cependant
pas	ADV	pas
mais	CCONJ	mais
se	PRON	se
assise	VERB	asseoir
président	NOUN	président
PLUIE	NOUN	pluie
les	DET	le
pays	NOUN	pays
Il	PRON	il
cette	DET	ce
le	DET	le
lampadaires	NOUN	lampadaire
dû	VERB	devoir
sur	ADP	sur
ajouter	VERB	ajouter
et	CCONJ	et
vers	ADP	vers
Le	DET	le
représentation	NOUN	représentation
,	PUNCT	,
L'	DET	le
pour	ADP	pour
ET	CCONJ	et
était	AUX	être
eux	PRON	lui
devant	ADP	devant
MASQUE	NOUN	masque
serez	AUX	être
17	NUM	17
des	DET	un
Il	PRON	il
heures	NOUN	heure
enchaîna	VERB	enchaîner
un	DET	un
de	ADP	de
les	DET	le
sale	ADJ	sale
Le	DET	le
était	AUX	être
en	ADP	en
-	NOUN	-
mot	NOUN	mot
PLUIE	NOUN	pluie
était	AUX	être
monsieur	NOUN	Monsieur
.	PUNCT	.
s'	PRON	se
moqué	VERB	moquer
HENRY	PROPN	HENRY
seront	AUX	être
.	PUNCT	.
.	PUNCT	.
tout	ADV	tout
Il	PRON	il
utilisait	VERB	utiliser
toux	NOUN	toux
la	DET	le
,	PUNCT	,
Mugnier	PROPN	Mugnier
,	PUNCT	,
Celui	PRON	celui
jaune	ADJ	jaune
C'	PRON	ce
Vous	PRON	vous
:	PUNCT	:
.	PUNCT	.
femmes	NOUN	femme
sous	ADP	sous
le	DET	le
sale	ADJ	sale
Son	DET	son
Respects	NOUN	respect
invita	VERB	inviter
chaud	NOUN	chaud
,	PUNCT	,
près	ADV	près
s'	PRON	se
,	PUNCT	,
,	PUNCT	,
souffre	VERB	souffrir
.	PUNCT	.
air	NOUN	air
Mugnier	PROPN	Mugnier
de	ADP	de
une	DET	un
et	CCONJ	et
par	ADP	par
la	DET	le
,	PUNCT	,
des	DET	un
deux	NUM	deux
romans	NOUN	roman
passe	VERB	passer
fille	NOUN	fille
serrure	NOUN	serrure
président	NOUN	président
une	DET	un
.	PUNCT	.
est	AUX	être
et	CCONJ	et
cours	NOUN	cours
matin	NOUN	matin
le	DET	le
années	NOUN	année
possible	ADJ	possible
par	ADP	par
peu	ADV	peu
comptait	VERB	compter
après-midi	NOUN	après-midi
,	PUNCT	,
se	PRON	se
écoutait	VERB	écouter
viol	NOUN	viol
geste	NOUN	geste
minable	ADJ	minable
collection	NOUN	collection
prenait	VERB	prendre
liberté	NOUN	liberté
manuscrits	ADJ	manuscrit
il	PRON	il
était	AUX	être
étant	AUX	être
devait	VERB	devoir
moisi	NOUN	moisi
COUPON	PROPN	COUPON
droit	ADJ	droit
la	DET	le
COUPON	PROPN	COUPON
sans	ADP	sans
poupée	NOUN	poupée
soixantaine	NOUN	soixantaine
qu'	SCONJ	que
LE	DET	le
et	CCONJ	et
l'	PRON	l'
éviter	VERB	éviter
.	PUNCT	.
nous	PRON	nous
C'	PRON	ce
cour	NOUN	cour
DE	ADP	de
©	PROPN	©
pas	ADV	pas
caractère	NOUN	caractère
en	ADP	en
devant	ADP	devant
.	PUNCT	.
fait	VERB	faire
.	PUNCT	.
vous	PRON	vous
,	PUNCT	,
atteindre	VERB	atteindre
très	ADV	très
un	DET	un
d'	ADP	de
BEAU	ADJ	beau
pu	VERB	pouvoir
esprit	NOUN	esprit
Noël	PROPN	Noël
de	ADP	de
Noël	PROPN	Noël
faire	AUX	faire
,	PUNCT	,
allait	VERB	aller
André	PROPN	André
rue	NOUN	rue
pensée	NOUN	pensée
immédiatement	ADV	immédiatement
vous	PRON	vous
d'	ADP	de
Duclaux	PROPN	Duclaux
13	NUM	13
s'	PRON	se
L'	DET	le
Le	DET	le
il	PRON	il
défendre	VERB	défendre
,	PUNCT	,
rugby	NOUN	rugby
sans	ADP	sans
à	ADP	à
-	PROPN	-
.	PUNCT	.
crâne	NOUN	crâne
RUE	NOUN	rue
contrôle	NOUN	contrôle
d'	ADP	de
ses	DET	son
était	AUX	être
un	DET	un
il	PRON	il
à	ADP	à
Il	PRON	il
durer	VERB	durer
ÉDITEUR	NOUN	éditeur
le	PRON	le
la	DET	le
.	PUNCT	.
odeur	NOUN	odeur
des	ADP	de
assises	NOUN	assise
vit	VERB	voir
avec	ADP	avec
examinait	VERB	examiner
de	ADP	de
.	PUNCT	.
le	DET	le
aux	ADP	à
beaucoup	ADV	beaucoup
père	NOUN	père
acheta	VERB	acheter
,	PUNCT	,
qui	PRON	qui
vingt	NUM	vingt
accusation	NOUN	accusation
,	PUNCT	,
obligation	NOUN	obligation
exigeait	VERB	exiger
Père	NOUN	père
le	DET	le
terminé	VERB	terminer
.	PUNCT	.
ce	DET	ce
discutaient	VERB	discuter
un	DET	un
.	PUNCT	.
du	ADP	de
.	PUNCT	.
.	PUNCT	.
Le	DET	le
expliquer	VERB	expliquer
remit	VERB	remettre
.	PUNCT	.
pas	ADV	pas
surveillant	NOUN	surveillant
Comme	ADP	comme
derrière	ADP	derrière
le	DET	le
.	PUNCT	.
son	DET	son
se	PRON	se
dans	ADP	dans
conclure	VERB	conclure
sur	ADP	sur
jugé	VERB	juger
,	PUNCT	,
instinctivement	ADV	instinctivement
autre	ADJ	autre
technique	ADJ	technique
a	VERB	avoir
et	CCONJ	et
cour	NOUN	cour
très	ADV	très
bruns	ADJ	brun
communicatif	ADJ	communicatif
-	NOUN	-
chassa	VERB	chasser
sous	ADP	sous
haussa	VERB	hausser
grande	ADJ	grand
d'	ADP	de
Etudiant	NOUN	etudiant
remboursés	VERB	rembourser
imperfection	NOUN	imperfection
réservés	VERB	réserver
acheté	VERB	acheter
,	PUNCT	,
feuillets	NOUN	feuillet
.	PUNCT	.
,	PUNCT	,
laquelle	PRON	lequel
dégarni	VERB	dégarnir
vous	PRON	vous
suis	AUX	être
deux	NUM	deux
.	PUNCT	.
,	PUNCT	,
réguliers	ADJ	régulier
se	PRON	se
et	CCONJ	et
à	ADP	à
le	DET	le
.	PUNCT	.
complet	NOUN	complet
les	DET	le
sont	AUX	être
Il	PRON	il
,	PUNCT	,
homme	NOUN	homme
en	ADP	en
sur	ADP	sur
Pas	ADV	pas
enfants	NOUN	enfant
caprice	NOUN	caprice
obséquieux	ADJ	obséquieux
Des	DET	un
Le	DET	le
d'	ADP	de
du	ADP	de
ailleurs	ADV	ailleurs
éloigna	VERB	éloigner
des	DET	un
C'	PRON	ce
port	NOUN	port
fini	ADJ	fini
magistrat	NOUN	magistrat
entrée	NOUN	entrée
petit	ADJ	petit
,	PUNCT	,
la	DET	le
?	PUNCT	?
.	PUNCT	.
NOTE	NOUN	note
ça	PRON	cela
,	PUNCT	,
son	DET	son
très	ADV	très
de	ADP	de
de	ADP	de
,	PUNCT	,
être	AUX	être
chaises	NOUN	chaise
du	ADP	de
guetter	VERB	guetter
.	PUNCT	.
le	PRON	le
.	PUNCT	.
en	PRON	en
principe	NOUN	principe
épicerie	NOUN	épicerie
quai	NOUN	quai
y	PRON	y
était	AUX	être
.	PUNCT	.
d'	ADP	de
photographiée	VERB	photographier
que	SCONJ	que
tenait	VERB	tenir
.	PUNCT	.
président	NOUN	président
du	ADP	de
de	ADP	de
Il	PRON	il
courir	VERB	courir
pleuraient	VERB	pleurer
avec	ADP	avec
très	ADV	très
Il	PRON	il
services	NOUN	service
immédiatement	ADV	immédiatement
.	PUNCT	.
leva	VERB	lever
n'	ADV	n'
son	DET	son
,	PUNCT	,
un	DET	un
il	PRON	il
rire	VERB	rire
.	PUNCT	.
Les	DET	le
des	ADP	de
détaillait	VERB	détailler
bureau	NOUN	bureau
rendit	VERB	rendre
l'	DET	le
le	DET	le
bruit	NOUN	bruit
le	DET	le
puis	CCONJ	puis
veste	NOUN	veste
la	DET	le
Christiane	PROPN	Christiane
—	PUNCT	—
-	NOUN	-
à	ADP	à
formalité	NOUN	formalité
une	DET	un
car	CCONJ	car
les	DET	le
Saône	PROPN	Saône
.	PUNCT	.
redressa	VERB	redresser
les	PRON	le
.	PUNCT	.
pour	ADP	pour
au	ADP	au
arrêtaient	VERB	arrêter
.	PUNCT	.
Comme	SCONJ	comme
pour	ADP	pour
Cette	DET	ce
Il	PRON	il
dans	ADP	dans
.	PUNCT	.
qui	PRON	qui
n'	ADV	n'
avait	AUX	avoir
.	PUNCT	.
,	PUNCT	,
pour	ADP	pour
,	PUNCT	,
hésiter	VERB	hésiter
.	PUNCT	.
de	ADP	de
Ça	PRON	cela
,	PUNCT	,
de	ADP	de
Il	PRON	il
aventures	NOUN	aventure
,	PUNCT	,
-	NOUN	-
était	AUX	être
importance	NOUN	importance
dans	ADP	dans
année	NOUN	année
aussi	ADV	aussi
la	DET	le
.	PUNCT	.
verts	ADJ	vert
.	PUNCT	.
sensible	ADJ	sensible
elle	PRON	lui
Il	PRON	il
.	PUNCT	.
La	DET	le
de	ADP	de
Quelquefois	ADV	quelquefois
devant	ADP	devant
président	NOUN	président
Il	PRON	il
un	DET	un
le	DET	le
la	DET	le
amusait	VERB	amuser
son	DET	son
rien	PRON	rien
?	PUNCT	?
derrière	ADP	derrière
quinte	NOUN	quinte
chef	NOUN	chef
Aujourd'hui	ADV	aujourd'hui
l'	PRON	l'
.	PUNCT	.
président	NOUN	président
.	PUNCT	.
surveillant	NOUN	surveillant
de	ADP	de
une	DET	un
prêté	VERB	prêter
André	PROPN	André
compte	NOUN	compte
magasins	NOUN	magasin
sentit	VERB	sentir
étaient	AUX	être
série	NOUN	série
beau	ADJ	beau
venu	VERB	venir
un	DET	un
indifférence	NOUN	indifférence
le	PRON	le
cette	DET	ce
patère	NOUN	patère
Léoni	PROPN	Léoni
elle	PRON	lui
étaient	AUX	être
impression	NOUN	impression
,	PUNCT	,
dirigée	VERB	diriger
de	ADP	de
Rhône	PROPN	Rhône
Aujourd'hui	ADV	aujourd'hui
distant	ADJ	distant
le	DET	le
tout	PRON	tout
,	PUNCT	,
son	DET	son
Tous	ADJ	tout
procès	NOUN	procès
homme	NOUN	homme
suis	AUX	être
ALBERT	PROPN	ALBERT
.	PUNCT	.
obligé	VERB	obliger
sombre	ADJ	sombre
militaire	ADJ	militaire
Il	PRON	il
odeur	NOUN	odeur
LIBRAIRIE	NOUN	librairie
la	DET	le
jeunesse	NOUN	jeunesse
,	PUNCT	,
loisir	NOUN	loisir
franchit	VERB	franchir
ça	PRON	cela
d'	ADP	de
s'	PRON	se
C'	PRON	ce
à	ADP	à
pièce	NOUN	pièce
.	PUNCT	.
le	PRON	le
.	PUNCT	.
Sa	DET	son
dernière	ADJ	dernier
.	PUNCT	.
frais	NOUN	frais
Lyon	PROPN	Lyon
yeux	NOUN	oeil
échangé	VERB	échanger
—	PUNCT	—
installa	VERB	installer
les	DET	le
ses	DET	son
.	PUNCT	.
.	PUNCT	.
probablement	ADV	probablement
.	PUNCT	.
meurtre	NOUN	meurtre
traits	NOUN	trait
villes	NOUN	ville
caramels	NOUN	caramel
silence	NOUN	silence
bien	ADV	bien
les	DET	le
intrigué	VERB	intriguer
,	PUNCT	,
droit	NOUN	droit
blanc	ADJ	blanc
l'	DET	le
cependant	ADV	cependant
main	NOUN	main
,	PUNCT	,
toutes	ADJ	tout
n'	ADV	n'
Partout	ADV	partout
août	NOUN	août
ils	PRON	il
il	PRON	il
à	ADP	à
volumes	NOUN	volume
CHAMPS	NOUN	champ
la	DET	le
aucune	DET	aucun
m'	PRON	me
tous	DET	tout
,	PUNCT	,
.	PUNCT	.
,	PUNCT	,
pour	ADP	pour
LA	DET	le
visage	NOUN	visage
d'	ADP	de
un	DET	un
s'	PRON	se
,	PUNCT	,
homme	NOUN	homme
ELYSÉES	NOUN	elysée
porte	NOUN	porte
Le	DET	le
craindre	VERB	craindre
fait	VERB	faire
la	DET	le
particulière	ADJ	particulier
en	ADP	en
le	DET	le
,	PUNCT	,
imprimés	VERB	imprimer
Le	DET	le
vite	ADV	vite
sans	ADP	sans
soulagement	NOUN	soulagement
le	DET	le
peut	VERB	pouvoir
étaient	AUX	être
HENRY	PROPN	HENRY
Collection	NOUN	collection
d'	ADP	de
était	VERB	être
la	DET	le
était	AUX	être
petite	ADJ	petit
la	DET	le
BEAU	ADJ	beau
table	NOUN	table
Mugnier	PROPN	Mugnier
n'	ADV	n'
MARIGNAN	PROPN	MARIGNAN
se	PRON	se
le	DET	le
d'	DET	d'
Il	PRON	il
.	PUNCT	.
du	ADP	de
TEMPS	NOUN	temps
chez	ADP	chez
le	DET	le
des	DET	un
le	DET	le
acquiesça	VERB	acquiescer
Il	PRON	il
1977	NUM	1977
La	DET	le
adorait	VERB	adorer
Vous	PRON	vous
être	AUX	être
se	PRON	se
sous	ADP	sous
,	PUNCT	,
livre	NOUN	livre
gardien	NOUN	gardien
jours	NOUN	jour
hurlaient	VERB	hurler
il	PRON	il
Il	PRON	il
A	ADP	à
.	PUNCT	.
depuis	ADP	depuis
.	PUNCT	.
il	PRON	il
avoir	AUX	avoir
personne	NOUN	personne
eut	VERB	avoir
je	PRON	je
vendeuse	NOUN	vendeur
les	DET	le
le	DET	le
était	VERB	être
forcer	VERB	forcer
Dans	ADP	dans
même	ADV	même
de	ADP	de
DES	ADP	de
ne	ADV	ne
Dans	ADP	dans
loi	NOUN	loi
DES	ADP	de
de	ADP	de
avantages	NOUN	avantage
par	ADP	par
dans	ADP	dans
sera	AUX	être
Il	PRON	il
se	PRON	se
rendit	VERB	rendre
rougi	VERB	rougir
:	PUNCT	:
et	CCONJ	et
.	PUNCT	.
,	PUNCT	,
mouchoir	NOUN	mouchoir
était	AUX	être
LE	DET	le
aurait	AUX	avoir
une	DET	un
...	PUNCT	...
.	PUNCT	.
.	PUNCT	.
.	PUNCT	.
veille	NOUN	veille
ÉLYSÉES	NOUN	élysée
—	PUNCT	—
est	AUX	être
pleuvait	VERB	pleuvoir
garçon	NOUN	garçon
Il	PRON	il
pas	ADV	pas
.	PUNCT	.
est	AUX	être
bois	NOUN	bois
Ceci	PRON	ceci
incident	NOUN	incident
.	PUNCT	.
était	AUX	être
ne	ADV	ne
décédait	VERB	décéder
lorsque	SCONJ	lorsque
pour	ADP	pour
et	CCONJ	et
était	AUX	être
à	ADP	à
parti	NOUN	parti
frisson	NOUN	frisson
morte	VERB	mourir
caramels	NOUN	caramel
ne	ADV	ne
présider	VERB	présider
,	PUNCT	,
?	PUNCT	?
une	DET	un
ne	ADV	ne
la	DET	le
qu'	ADV	qu'
était	AUX	être
:	PUNCT	:
en	ADP	en
aussi	ADV	aussi
physique	ADJ	physique
elle	PRON	lui
Tous	ADJ	tout
en	ADP	en
s'	PRON	se
ça	PRON	cela
à	ADP	à
ne	ADV	ne
ne	ADV	ne
blonds	ADJ	blond
Il	PRON	il
Marseille	PROPN	Marseille
et	CCONJ	et
du	ADP	de
mourir	VERB	mourir
en	ADP	en
le	DET	le
bouche	NOUN	bouche
envahir	VERB	envahir
jamais	ADV	jamais
premier	ADJ	premier
laissait	VERB	laisser
quoi	PRON	quoi
non	ADV	non
ou	CCONJ	ou
famille	NOUN	famille
père	NOUN	père
,	PUNCT	,
de	ADP	de
plus	ADV	plus
ne	ADV	ne
bien	ADV	bien
.	PUNCT	.
depuis	ADP	depuis
l'	PRON	l'
faible	ADJ	faible
et	CCONJ	et
,	PUNCT	,
Elle	PRON	lui
.	PUNCT	.
plus	ADV	plus
même	ADV	même
peine	ADV	peine
contre	ADP	contre
été	AUX	être
lui	PRON	lui
bon	VERB	bon
pas	ADV	pas
peur	NOUN	peur
,	PUNCT	,
il	PRON	il
,	PUNCT	,
.	PUNCT	.
retenir	VERB	retenir
élevé	VERB	élever
dans	ADP	dans
.	PUNCT	.
pendant	ADP	pendant
tuberculose	NOUN	tuberculose
se	PRON	se
brusquement	ADV	brusquement
de	ADP	de
avait	AUX	avoir
pressé	ADJ	pressé
avait	AUX	avoir
refermée	VERB	refermer
,	PUNCT	,
voulu	VERB	vouloir
qu'	SCONJ	que
Impossible	ADJ	impossible
pas	ADV	pas
la	DET	le
,	PUNCT	,
marche	NOUN	marche
de	DET	de
aurait	AUX	avoir
.	PUNCT	.
insouciants	ADJ	insouciant
lui	PRON	lui
lui	PRON	lui
quand	SCONJ	quand
lui	PRON	lui
.	PUNCT	.
et	CCONJ	et
appris	VERB	apprendre
eut	VERB	avoir
,	PUNCT	,
serait	AUX	être
à	ADP	à
une	DET	un
.	PUNCT	.
déjà	ADV	déjà
enfournait	VERB	enfourner
Un	DET	un
.	PUNCT	.
obligea	VERB	obliger
l'	DET	le
de	ADP	de
accélérée	VERB	accélérer
.	PUNCT	.
animaient	VERB	animer
.	PUNCT	.
une	DET	un
de	ADP	de
...	PUNCT	...
il	PRON	il
Il	PRON	il
avait	AUX	avoir
autrement	ADV	autrement
maison	NOUN	maison
moment	NOUN	moment
laissait	VERB	laisser
pas	ADV	pas
de	ADP	de
mois	NOUN	mois
Il	PRON	il
fois	NOUN	fois
à	ADP	à
la	DET	le
plus	ADV	plus
s'	PRON	se
l'	PRON	l'
dans	ADP	dans
Christiane	PROPN	Christiane
petites	ADJ	petit
âge	NOUN	âge
«	PUNCT	«
la	DET	le
sale	ADJ	sale
rompre	VERB	rompre
et	CCONJ	et
pour	ADP	pour
étiré	VERB	étirer
,	PUNCT	,
avait	AUX	avoir
ailleur	ADV	ailleur
près	ADV	près
Monsieur	NOUN	Monsieur
quittait	VERB	quitter
,	PUNCT	,
compte	NOUN	compte
Après	ADP	après
à	ADP	à
jours	NOUN	jour
gracieux	ADJ	gracieux
passait	VERB	passer
,	PUNCT	,
il	PRON	il
espérait	VERB	espérer
sûr	ADJ	sûr
plus	ADV	plus
et	CCONJ	et
à	ADP	à
première	ADJ	premier
nouvelle	ADJ	nouveau
aussi	ADV	aussi
un	DET	un
,	PUNCT	,
avait	AUX	avoir
voiture	NOUN	voiture
était	AUX	être
sur	ADP	sur
clef	NOUN	clef
Il	PRON	il
on	PRON	on
étaient	AUX	être
adorait	VERB	adorer
.	PUNCT	.
pas	NOUN	pas
autre	PRON	autre
restrictions	NOUN	restriction
.	PUNCT	.
parcourut	VERB	parcourir
autant	ADV	autant
déjà	ADV	déjà
quelques	DET	quelque
ce	DET	ce
deux	NUM	deux
plus	ADV	plus
à	ADP	à
rue	NOUN	rue
plus	ADV	plus
frottant	VERB	frotter
sans	ADP	sans
.	PUNCT	.
devant	ADP	devant
le	DET	le
le	DET	le
,	PUNCT	,
bonne	NOUN	bonne
avait	AUX	avoir
Et	CCONJ	et
sa	DET	son
.	PUNCT	.
yeux	NOUN	oeil
.	PUNCT	.
donc	ADV	donc
rendant	VERB	rendre
était	AUX	être
idiote	NOUN	idiot
.	PUNCT	.
toujours	ADV	toujours
Elle	PRON	lui
avec	ADP	avec
elle	PRON	lui
eue	VERB	avoir
avait	VERB	avoir
s'	PRON	se
compensait	VERB	compenser
avait	AUX	avoir
importe	VERB	importe
.	PUNCT	.
ne	ADV	ne
merveille	NOUN	merveille
presque	ADV	presque
charmante	ADJ	charmant
Un	DET	un
,	PUNCT	,
la	PRON	le
Elle	PRON	lui
les	DET	le
en	ADP	en
était	AUX	être
faire	VERB	faire
aille	VERB	aller
,	PUNCT	,
eu	VERB	avoir
visage	NOUN	visage
eu	VERB	avoir
aussi	ADV	aussi
entouré	VERB	entourer
encore	ADV	encore
quelques	DET	quelque
y	PRON	y
.	PUNCT	.
sautillait	VERB	sautiller
on	PRON	on
se	PRON	se
son	DET	son
de	ADP	de
se	PRON	se
S'	SCONJ	s'
Une	DET	un
Marseille	PROPN	Marseille
nouveaux	ADJ	nouveau
.	PUNCT	.
quelques	DET	quelque
poste	NOUN	poste
sourit	VERB	sourire
Il	PRON	il
mince	ADJ	mince
pose	VERB	pose
fille	NOUN	fille
le	DET	le
chagrin	NOUN	chagrin
.	PUNCT	.
voisins	NOUN	voisin
Son	DET	son
paquet	NOUN	paquet
collègues	NOUN	collègue
était	AUX	être
,	PUNCT	,
,	PUNCT	,
était	AUX	être
le	PRON	le
elle	PRON	lui
arrêtèrent	VERB	arrêter
défaut	NOUN	défaut
à	ADP	à
son	DET	son
Jeanne	PROPN	Jeanne
de	ADP	de
:	PUNCT	:
,	PUNCT	,
être	AUX	être
pas	ADV	pas
dans	ADP	dans
fonctionnait	VERB	fonctionner
se	PRON	se
l'	DET	le
absence	NOUN	absence
figure	NOUN	figure
une	DET	un
Quelquefois	ADV	quelquefois
les	DET	le
Jésuites	NOUN	jésuite
le	PRON	le
,	PUNCT	,
joie	NOUN	joie
Maintenant	ADV	maintenant
à	ADP	à
et	CCONJ	et
douze	NUM	douze
.	PUNCT	.
les	DET	le
les	DET	le
petite	NOUN	petit
au	ADP	au
,	PUNCT	,
s'	SCONJ	s'
de	ADP	de
elle	PRON	lui
en	ADP	en
pas	ADV	pas
,	PUNCT	,
pleurée	VERB	pleurer
.	PUNCT	.
retraite	NOUN	retraite
proche	ADJ	proche
l'	PRON	l'
Christiane	PROPN	Christiane
