représentation	NOUN	représentation
.	PUNCT	.
ordre	NOUN	ordre
ou	CCONJ	ou
attend	VERB	attendre
ouvre	VERB	ouvrir
chercher	VERB	chercher
que	PRON	que
opération	NOUN	opération
n'	ADV	n'
dans	ADP	dans
Le	DET	le
autre	ADJ	autre
à	ADP	à
.	PUNCT	.
attente	NOUN	attente
la	DET	le
Trois	NUM	Trois
temps	NOUN	temps
elle	PRON	lui
retrouver	VERB	retrouver
suis	VERB	suivre
et	CCONJ	et
décervelés	VERB	décerveler
haute	ADJ	haut
un	DET	un
,	PUNCT	,
à	ADP	à
Simon	PROPN	Simon
du	ADP	de
-nous	PRON	nous
dans	ADP	dans
alinéa	NOUN	alinéa
l'	DET	le
autre	ADJ	autre
et	CCONJ	et
voulait	VERB	vouloir
et	CCONJ	et
ou	CCONJ	ou
41	NUM	41
pour	ADP	pour
bien	ADV	bien
Un	PRON	un
les	DET	le
.	PUNCT	.
autant	ADV	autant
la	DET	le
va	VERB	aller
tel	ADJ	tel
©	ADP	©
vivre	VERB	vivre
faire	VERB	faire
si	SCONJ	si
un	DET	un
VIE	NOUN	vie
fixe	ADJ	fixe
entra	VERB	entrer
le	DET	le
.	PUNCT	.
lui	PRON	lui
Simon	PROPN	Simon
ferma	VERB	fermer
monde	NOUN	monde
vous	PRON	vous
marchands	NOUN	marchand
déviance	NOUN	déviance
,	PUNCT	,
Poche	PROPN	Poche
:	PUNCT	:
,	PUNCT	,
fois	NOUN	fois
en	PRON	en
Rien	PRON	rien
-ce	PRON	-ce
des	ADP	de
du	ADP	de
vie	NOUN	vie
visiteurs	NOUN	visiteur
la	DET	le
de	ADP	de
sans	ADP	sans
—	PUNCT	—
recevant	VERB	recevoir
s'	PRON	se
il	PRON	il
corps	NOUN	corps
!	PUNCT	!
monde	NOUN	monde
savait	VERB	savoir
La	DET	le
jusqu'	ADP	jusque
qui	PRON	qui
de	ADP	de
qui	PRON	qui
gueule	NOUN	gueule
Bataille	PROPN	Bataille
,	PUNCT	,
Oui	ADV	oui
ça	PRON	cela
analyses	NOUN	analyse
ou	CCONJ	ou
—	PUNCT	—
se	PRON	se
Mathias	PROPN	Mathias
qui	PRON	qui
talent	NOUN	talent
avec	ADP	avec
ou	CCONJ	ou
allez	VERB	aller
.	PUNCT	.
comprendre	VERB	comprendre
et	CCONJ	et
se	PRON	se
le	DET	le
est	AUX	être
vous	PRON	vous
qu'	SCONJ	que
feu	NOUN	feu
,	PUNCT	,
retournerait	VERB	retourner
40	NUM	40
à	ADP	à
jours	NOUN	jour
,	PUNCT	,
protesta	VERB	protester
dont	PRON	dont
Hegel	PROPN	Hegel
rebelle	ADJ	rebelle
les	DET	le
ne	ADV	ne
compères	NOUN	compère
,	PUNCT	,
qu'	PRON	qu'
cette	DET	ce
moral	ADJ	moral
.	PUNCT	.
,	PUNCT	,
pilule	NOUN	pilule
vissé	VERB	visser
cortexine	NOUN	cortexine
—	PUNCT	—
comme	ADP	comme
noire	ADJ	noir
CORPS	NOUN	corps
de	ADP	de
ayants	NOUN	ayant
dépende	VERB	dépendre
être	AUX	être
Mais	CCONJ	mais
ai	AUX	avoir
se	PRON	se
«	PUNCT	«
Mathias	PROPN	Mathias
étendit	VERB	étendre
soir	NOUN	soir
procédé	NOUN	procédé
ces	DET	ce
Mathias	PROPN	Mathias
stupéfait	VERB	stupéfaire
,	PUNCT	,
facho	NOUN	facho
vous	PRON	vous
Cité	NOUN	cité
nature	NOUN	nature
.	PUNCT	.
vous	PRON	vous
forcée	VERB	forcer
—	PUNCT	—
stoppa	VERB	stopper
.	PUNCT	.
surnommée	VERB	surnommer
quelque	DET	quelque
défi	NOUN	défi
du	ADP	de
physique	ADJ	physique
seul	ADJ	seul
le	DET	le
morale	ADJ	moral
—	PUNCT	—
il	PRON	il
...	PUNCT	...
sang	NOUN	sang
et	CCONJ	et
ou	CCONJ	ou
nuits	NOUN	nuit
tout	PRON	tout
par	ADP	par
)	PUNCT	)
-	NOUN	-
Marie	PROPN	Marie
à	ADP	à
,	PUNCT	,
La	DET	le
la	DET	le
à	ADP	à
Le	DET	le
nuits	NOUN	nuit
mars	NOUN	mars
dans	ADP	dans
ce	PRON	ce
Quatre	PRON	quatre
praticien	NOUN	praticien
souvent	ADV	souvent
avait	VERB	avoir
nos	DET	notre
privé	ADJ	priver
virage	NOUN	virage
qui	PRON	qui
dernier	ADJ	dernier
.	PUNCT	.
tous	ADJ	tout
Comme	SCONJ	comme
réservées	VERB	réserver
en	ADP	en
1er	ADJ	premier
-	NOUN	-
sort	NOUN	sort
d'	ADP	de
voyons	VERB	voir
que	SCONJ	que
au	ADP	au
installé	VERB	installer
haïssait	VERB	haïr
soumise	ADJ	soumettre
passion	NOUN	passion
plus	ADV	plus
médecin	NOUN	médecin
,	PUNCT	,
corps	NOUN	corps
l'	DET	le
gros	ADJ	gros
,	PUNCT	,
vous	PRON	vous
.	PUNCT	.
.	PUNCT	.
de	ADP	de
constituerait	VERB	constituer
de	ADP	de
la	DET	le
à	ADP	à
fou	ADJ	fou
que	SCONJ	que
suivants	ADJ	suivant
non	ADV	non
trop	ADV	trop
que	PRON	que
négociait	VERB	négocier
d'	ADP	de
lui	PRON	lui
avait	VERB	avoir
,	PUNCT	,
DES	ADP	de
personne	PRON	personne
et	CCONJ	et
Marie	PROPN	Marie
Mathias	PROPN	Mathias
trou	NOUN	trou
plus	ADV	plus
la	DET	le
menaçant	ADJ	menaçant
.	PUNCT	.
monde	NOUN	monde
l'	PRON	l'
décor	NOUN	décor
il	PRON	il
LA	DET	le
toute	DET	tout
Cette	DET	ce
article	NOUN	article
.	PUNCT	.
.	PUNCT	.
pas	ADV	pas
nom	NOUN	nom
l'	DET	le
estomac	NOUN	estomac
Et	CCONJ	et
changez	VERB	changer
allez	VERB	aller
l'	DET	le
de	ADP	de
avait	AUX	avoir
,	PUNCT	,
—	PUNCT	—
DOUBLE	NOUN	double
vous	PRON	vous
faite	VERB	faire
,	PUNCT	,
reproductions	NOUN	reproduction
—	PUNCT	—
le	DET	le
dit	VERB	dire
instants	NOUN	instant
dans	ADP	dans
se	PRON	se
Presses	NOUN	presse
consentement	NOUN	consentement
Que	SCONJ	que
Mathias	PROPN	Mathias
à	ADP	à
n'	ADV	n'
aux	ADP	à
tenez	VERB	tenir
usage	NOUN	usage
hydraulique	ADJ	hydraulique
d'	ADP	de
collective	ADJ	collectif
.	PUNCT	.
-	PUNCT	-
mystère	NOUN	mystère
poing	NOUN	poing
je	PRON	je
clé	NOUN	clé
s'	PRON	se
debout	ADV	debout
—	PUNCT	—
vous	PRON	vous
d'	ADP	de
mieux	ADV	mieux
trépied	NOUN	trépied
non	ADV	non
par	ADP	par
partie	NOUN	partie
fort	ADV	fort
à	ADP	à
—	PUNCT	—
toute	DET	tout
femme	NOUN	femme
croyez	VERB	croire
,	PUNCT	,
utilisation	NOUN	utilisation
—	PUNCT	—
acier	NOUN	acier
.	PUNCT	.
pénétrer	VERB	pénétrer
la	DET	le
au	ADP	au
abusait	VERB	abuser
le	PRON	le
!	PUNCT	!
de	ADP	de
,	PUNCT	,
heures	NOUN	heure
majoritairement	ADV	majoritairement
si	ADV	si
un	DET	un
passion	NOUN	passion
prenait	VERB	prendre
limite	NOUN	limite
de	ADP	de
dominer	VERB	dominer
qu'	ADV	qu'
falloir	VERB	falloir
septembre	NOUN	septembre
un	DET	un
de	ADP	de
temps	NOUN	temps
d'	ADP	de
corps	NOUN	corps
son	DET	son
siècle	NOUN	siècle
primature	NOUN	primature
à	ADP	à
vieux	ADJ	vieux
,	PUNCT	,
convoqués	VERB	convoquer
être	AUX	être
est	AUX	être
Marie	PROPN	Marie
grand	ADJ	grand
homme	NOUN	homme
,	NUM	,
regard	NOUN	regard
cette	DET	ce
loup	NOUN	loup
jours	NOUN	jour
l'	DET	le
amuse	VERB	amuse
,	PUNCT	,
,	PUNCT	,
MICHÈLE	PROPN	MICHÈLE
,	PUNCT	,
copiste	NOUN	copiste
CORPS	NOUN	corps
si	ADV	si
peut	VERB	pouvoir
greffer	VERB	greffer
et	CCONJ	et
d'	ADP	de
.	PUNCT	.
patient	NOUN	patient
zombies	NOUN	zombie
et	CCONJ	et
donne	VERB	donne
copies	NOUN	copie
plus	ADV	plus
2	NUM	2
une	DET	un
ordre	NOUN	ordre
humilier	VERB	humilier
savez	VERB	savoir
bousiller	VERB	bousiller
pût	VERB	pouvoir
.	PUNCT	.
avait	VERB	avoir
sur	ADP	sur
.	PUNCT	.
derniers	ADJ	dernier
courtes	ADJ	court
tapis	NOUN	tapis
Baptiste	PROPN	Baptiste
de	ADP	de
comme	SCONJ	comme
pas	ADV	pas
anesthésiant	NOUN	anesthésiant
de	ADP	de
l'	PRON	l'
,	PUNCT	,
même	ADV	même
.	PUNCT	.
Il	PRON	il
accord	NOUN	accord
MÉMOIRE	NOUN	mémoire
vie	NOUN	vie
résistance	NOUN	résistance
un	DET	un
.	PUNCT	.
les	DET	le
le	DET	le
de	ADP	de
les	DET	le
choisir	VERB	choisir
4	NUM	4
.	PUNCT	.
DES	ADP	de
je	PRON	je
du	ADP	de
ne	ADV	ne
reins	NOUN	rein
»	PUNCT	»
par	ADP	par
illustration	NOUN	illustration
,	PUNCT	,
.	PUNCT	.
règles	NOUN	règle
de	ADP	de
marquait	VERB	marquer
dans	ADP	dans
son	DET	son
vie	NOUN	vie
,	PUNCT	,
Le	DET	le
.	PUNCT	.
l'	DET	le
doté	VERB	doter
stupide	ADJ	stupide
le	DET	le
et	CCONJ	et
1957	NUM	1957
un	DET	un
voulu	VERB	vouloir
Maison	PROPN	Maison
prenait	VERB	prendre
surveillance	NOUN	surveillance
Paris	PROPN	Paris
et	CCONJ	et
l'	DET	le
de	ADP	de
citations	NOUN	citation
,	PUNCT	,
dire	VERB	dire
plus	ADV	plus
.	PUNCT	.
elle	PRON	lui
représentation	NOUN	représentation
sous	ADP	sous
dans	ADP	dans
,	PUNCT	,
plus	ADV	plus
destinées	VERB	destiner
nature	NOUN	nature
,	PUNCT	,
Si	SCONJ	si
.	PUNCT	.
l'	DET	le
à	ADP	à
?	PUNCT	?
boyau	NOUN	boyau
de	ADP	de
psy	ADJ	psy
voies	NOUN	voie
,	PUNCT	,
semblait	VERB	sembler
se	PRON	se
enfin	ADV	enfin
ses	DET	son
fût	VERB	être
Elle	PRON	lui
de	ADP	de
à	ADP	à
à	ADP	à
femme	NOUN	femme
,	PUNCT	,
ou	CCONJ	ou
personne	PRON	personne
défi	NOUN	défi
de	ADP	de
articles	NOUN	article
.	PUNCT	.
L'	DET	le
son	DET	son
choisi	VERB	choisir
pour	ADP	pour
deux	NUM	deux
pour	ADP	pour
fit	VERB	faire
Le	DET	le
avait	AUX	avoir
nuits	NOUN	nuit
,	PUNCT	,
,	PUNCT	,
absolu	ADJ	absolu
dociles	ADJ	docile
naturelles	ADJ	naturel
de	ADP	de
Elle	PRON	lui
—	PUNCT	—
de	ADP	de
jours	NOUN	jour
trois	NUM	trois
faire	VERB	faire
QUITTE	NOUN	quitte
Je	PRON	je
et	CCONJ	et
imposée	VERB	imposer
.	PUNCT	.
l'	DET	le
suspension	NOUN	suspension
l'	DET	le
OU	CCONJ	ou
vous	PRON	vous
se	PRON	se
scandale	NOUN	scandale
avait	AUX	avoir
contrefaçon	NOUN	contrefaçon
Trois	NUM	Trois
-il	PRON	il
du	ADP	de
peut-être	ADV	peut-être
,	PUNCT	,
(	PUNCT	(
sanctionnée	VERB	sanctionner
.	PUNCT	.
forces	NOUN	force
sans	ADP	sans
en	ADP	en
ça	PRON	cela
sa	DET	son
.	PUNCT	.
tiendrez	VERB	tenir
de	ADP	de
,	PUNCT	,
nouveau	ADJ	nouveau
ce	PRON	ce
désarmer	VERB	désarmer
rendez-vous	NOUN	rendez-vous
une.part	NOUN	une.part
accompli	VERB	accomplir
couche	NOUN	couche
,	PUNCT	,
pour	ADP	pour
les	DET	le
un	DET	un
de	ADP	de
avaler	VERB	avaler
3	NUM	3
6	NUM	6
A	ADP	à
CITÉ	NOUN	cité
strictement	ADV	strictement
endormie	NOUN	endormie
MÉMOIRE	NOUN	mémoire
cause	NOUN	cause
appeler	VERB	appeler
yeux	NOUN	oeil
son	DET	son
changez	VERB	changer
personne	PRON	personne
le	DET	le
qu'	PRON	qu'
et	CCONJ	et
11	NUM	11
blockhaus	NOUN	blockhaus
droit	NOUN	droit
ce	DET	ce
,	PUNCT	,
est	AUX	être
ainsi	ADV	ainsi
le	DET	le
vous	PRON	vous
:	PUNCT	:
ou	CCONJ	ou
,	PUNCT	,
de	ADP	de
RESSI	PROPN	RESSI
Pour	ADP	pour
laque	NOUN	laque
Il	PRON	il
le	PRON	le
qui	PRON	qui
pour	ADP	pour
,	PUNCT	,
LA	DET	le
et	CCONJ	et
une	DET	un
,	PUNCT	,
revit	VERB	revoir
aussi	ADV	aussi
son	DET	son
ne	ADV	ne
sa	DET	son
primature	NOUN	primature
Simon	PROPN	Simon
termes	NOUN	terme
,	PUNCT	,
des	DET	un
.	PUNCT	.
goutte-à-goutte	NOUN	goutte-à-goutte
but	NOUN	but
de	ADP	de
déjà	ADV	déjà
de	ADP	de
mini-bloc	NOUN	mini-bloc
,	PUNCT	,
charge	NOUN	charge
aussi	ADV	aussi
Oublion	PROPN	Oublion
depuis	ADP	depuis
perdre	VERB	perdre
—	PUNCT	—
tiens	VERB	tenir
en	ADP	en
,	PUNCT	,
l'	DET	le
mise	VERB	mettre
ça	PRON	cela
venue	VERB	venir
nabot	NOUN	nabot
auteur	NOUN	auteur
bordel	NOUN	bordel
jours	NOUN	jour
tabouret	NOUN	tabouret
nuits	NOUN	nuit
part	NOUN	part
à	ADP	à
tout-puissant	ADJ	tout-puissant
intestin	NOUN	intestin
Blanche	PROPN	Blanche
285	NOUN	285
ISBN	NOUN	isbn
Lourde	ADJ	lourd
femme	NOUN	femme
de	ADP	de
je	PRON	je
ventre	NOUN	ventre
Alors	ADV	alors
aux	ADP	à
jours	NOUN	jour
,	PUNCT	,
dans	ADP	dans
du	ADP	de
plomberie	NOUN	plomberie
homme	NOUN	homme
année	NOUN	année
de	ADP	de
de	ADP	de
l'	PRON	l'
sa	DET	son
m'	PRON	me
vie	NOUN	vie
,	PUNCT	,
dit	VERB	dire
sur	ADP	sur
négociaient	VERB	négocier
le	PRON	le
du	ADP	de
je	PRON	je
temps	NOUN	temps
de	ADP	de
son	DET	son
.	PUNCT	.
la	DET	le
de	ADP	de
jours	NOUN	jour
dans	ADP	dans
son	DET	son
jeu	NOUN	jeu
importance	NOUN	importance
au	ADP	au
ses	DET	son
révolte	NOUN	révolte
.	PUNCT	.
C'	PRON	ce
!	PUNCT	!
de	ADP	de
méritait	VERB	mériter
mémoire	NOUN	mémoire
la	DET	le
Presque	ADV	presque
physique	ADJ	physique
d'	ADP	de
dans	ADP	dans
cet	DET	ce
dans	ADP	dans
sur	ADP	sur
,	PUNCT	,
vider	VERB	vider
Il	PRON	il
Vous	PRON	vous
!	PUNCT	!
les	DET	le
décongelée	VERB	décongeler
)	PUNCT	)
carcasse	NOUN	carcasse
Simon	PROPN	Simon
cette	DET	ce
autorisant	VERB	autoriser
illicite	ADJ	illicite
par	ADP	par
Vous	PRON	vous
d'	ADP	de
trois	NUM	trois
:	PUNCT	:
et	CCONJ	et
un	DET	un
à	ADP	à
!	PUNCT	!
le	DET	le
pénal	ADJ	pénal
dit	VERB	dire
la	DET	le
trouverais	VERB	trouver
Première	ADJ	premier
annoncer	VERB	annoncer
à	ADP	à
425	NUM	425
resterai	VERB	rester
peu	ADV	peu
,	PUNCT	,
gris	ADJ	gris
une	DET	un
les	DET	le
Mathias	PROPN	Mathias
mètre	NOUN	mètre
l'	DET	le
de	ADP	de
brûlant	VERB	brûler
article	NOUN	article
révoltait	VERB	révolter
Ils	PRON	il
ville	NOUN	ville
quoi	PRON	quoi
se	PRON	se
,	PUNCT	,
...	PUNCT	...
espoir	NOUN	espoir
affichant	VERB	afficher
en	ADP	en
,	PUNCT	,
d'	ADP	de
Vous	PRON	vous
laser	NOUN	laser
loi	NOUN	loi
de	ADP	de
,	PUNCT	,
falloir	VERB	falloir
LA	DET	le
une	DET	un
le	DET	le
cœur	NOUN	cœur
ombre	NOUN	ombre
voir	VERB	voir
2	NOUN	2
le	DET	le
résurrection	NOUN	résurrection
son	DET	son
exceptionnelle	ADJ	exceptionnel
comme	ADP	comme
un	DET	un
,	PUNCT	,
santé	NOUN	santé
de	ADP	de
obsession	NOUN	obsession
9	NOUN	9
n'	ADV	n'
ou	CCONJ	ou
du	ADP	de
lui	PRON	lui
de	ADP	de
exemple	NOUN	exemple
,	PUNCT	,
commençait	VERB	commencer
ses	DET	son
PRESSES	ADJ	presse
se	PRON	se
,	PUNCT	,
il	PRON	il
mais	CCONJ	mais
Allez	VERB	aller
1990	NUM	1990
,	PUNCT	,
je	PRON	je
ou	CCONJ	ou
raidement	ADV	raidement
vous	PRON	vous
que	SCONJ	que
partielle	ADJ	partiel
à	ADP	à
effacés	VERB	effacer
déjà	ADV	déjà
l'	DET	le
trois	NUM	trois
(	PUNCT	(
refaire	VERB	refaire
de	ADP	de
donc	ADV	donc
oui	ADV	oui
pour	ADP	pour
vit	VERB	voir
deux	NUM	deux
pas	ADV	pas
homme	NOUN	homme
.	PUNCT	.
Alors	ADV	alors
ce	DET	ce
Personne	PRON	personne
une	DET	un
,	PUNCT	,
Alors	ADV	alors
glaçait	VERB	glacer
humiliation	NOUN	humiliation
introduire	VERB	introduire
D'	ADP	de
assis	ADJ	assis
belle	ADJ	bel
que	SCONJ	que
les	DET	le
de	ADP	de
penser	VERB	penser
,	PUNCT	,
la	DET	le
plaisir	NOUN	plaisir
et	CCONJ	et
Il	PRON	il
,	PUNCT	,
empoisonnait	VERB	empoisonner
le	DET	le
s'	PRON	se
soit	VERB	être
est	AUX	être
ne	ADV	ne
avait	AUX	avoir
l'	DET	le
.	PUNCT	.
qui	PRON	qui
en	ADP	en
cette	DET	ce
ne	ADV	ne
ne	ADV	ne
les	DET	le
une	DET	un
comme	ADP	comme
Marie-Bataille	PROPN	Marie-Bataille
de	ADP	de
,	PUNCT	,
va	VERB	aller
2042	NUM	2042
faire	VERB	faire
00438	NOUN	00438
perché	VERB	percher
ce	DET	ce
,	PUNCT	,
volée	VERB	voler
de	ADP	de
.	PUNCT	.
replonger	VERB	replonger
alinéas	NOUN	alinéa
pour	ADP	pour
je	PRON	je
,	PUNCT	,
aurait	AUX	avoir
la	DET	le
—	PUNCT	—
pour	ADP	pour
Mathias	PROPN	Mathias
vigilance	NOUN	vigilance
manières	NOUN	manière
nuit	NOUN	nuit
souffrez	VERB	souffrir
.	PUNCT	.
...	PUNCT	...
—	PUNCT	—
du	ADP	de
au	ADP	au
peine	NOUN	peine
mentit	VERB	mentir
,	PUNCT	,
.	PUNCT	.
mort	NOUN	mort
,	PUNCT	,
Je	PRON	je
Vous	PRON	vous
et	CCONJ	et
un	DET	un
?	PUNCT	?
endormait	VERB	endormir
trois	NUM	trois
vie	NOUN	vie
vite	ADV	vite
Mathias	PROPN	Mathias
Damien	PROPN	Damien
d'	ADP	de
ô	PRON	ô
se	PRON	se
il	PRON	il
diable	NOUN	diable
fil	NOUN	fil
,	PUNCT	,
lui	PRON	lui
il	PRON	il
vous	PRON	vous
ces	DET	ce
mèches	NOUN	mèche
je	PRON	je
peut-être	ADV	peut-être
et	CCONJ	et
méritée	ADJ	mérité
ramena	VERB	ramener
de	ADP	de
pas	ADV	pas
connaissez	VERB	connaître
,	PUNCT	,
quelle	DET	quel
:	PUNCT	:
Mais	CCONJ	mais
proposant	VERB	proposer
sauvé	VERB	sauver
vous	PRON	vous
fichue	ADJ	fichu
la	DET	le
et	CCONJ	et
résigné	VERB	résigner
l'	DET	le
.	PUNCT	.
protéger	VERB	protéger
un	DET	un
mais	CCONJ	mais
son	DET	son
et	CCONJ	et
,	PUNCT	,
,	PUNCT	,
de	ADP	de
aviez	AUX	avoir
avance	NOUN	avance
aussi	ADV	aussi
sombrer	VERB	sombrer
.	PUNCT	.
fadasse	ADJ	fadasse
.	PUNCT	.
qu'	SCONJ	que
et	CCONJ	et
confiance	NOUN	confiance
on	PRON	on
.	PUNCT	.
la	DET	le
jours	NOUN	jour
.	PUNCT	.
.	PUNCT	.
tant	ADV	tant
Simon	PROPN	Simon
sien	PRON	sien
le	DET	le
souffle	NOUN	souffle
il	PRON	il
commune	ADJ	commun
de	ADP	de
en	PRON	en
s'	SCONJ	s'
son	DET	son
-vous	PRON	vous
le	DET	le
.	PUNCT	.
plus	ADV	plus
Un	DET	un
un	DET	un
évidence	NOUN	évidence
phénomène	NOUN	phénomène
Il	PRON	il
qu'	ADV	qu'
centimètres	NOUN	centimètre
bien	ADV	bien
Il	PRON	il
,	PUNCT	,
Mathias	PROPN	Mathias
,	PUNCT	,
un	DET	un
Pas	ADV	pas
tendu	VERB	tendre
,	PUNCT	,
trois	NUM	trois
l'	DET	le
s'	PRON	se
anatomie	NOUN	anatomie
Il	PRON	il
elle-même	PRON	lui-même
murmura	VERB	murmurer
.	PUNCT	.
,	PUNCT	,
au	ADP	au
vous	PRON	vous
,	PUNCT	,
pour	ADP	pour
se	PRON	se
,	PUNCT	,
et	CCONJ	et
n'	ADV	n'
de	ADP	de
après	ADP	après
au	ADP	au
programmait	VERB	programmer
,	PUNCT	,
Mathias	PROPN	Mathias
au	ADP	au
.	PUNCT	.
a	VERB	avoir
faibles	NOUN	faible
ce	DET	ce
une	DET	un
dévolu	NOUN	dévolu
mais	CCONJ	mais
et	CCONJ	et
ce	PRON	ce
la	DET	le
,	PUNCT	,
encore	ADV	encore
Mathias	PROPN	Mathias
aurait	AUX	avoir
.	PUNCT	.
connais	VERB	connaître
avait	AUX	avoir
que	SCONJ	que
aurais	AUX	avoir
fois	NOUN	fois
s'	PRON	se
vie	NOUN	vie
intacte	ADJ	intact
présent	ADJ	présent
autres	NOUN	autre
,	PUNCT	,
mais	CCONJ	mais
n'	ADV	n'
l'	PRON	l'
qu'	SCONJ	que
de	ADP	de
—	PUNCT	—
souffle	NOUN	souffle
voile	NOUN	voile
vive	ADJ	vif
contrôle	NOUN	contrôle
à	ADP	à
c'	PRON	ce
insensée	ADJ	insensé
.	PUNCT	.
merde	NOUN	merde
le	DET	le
qu'	PRON	qu'
—	PUNCT	—
.	PUNCT	.
du	ADP	de
pour	ADP	pour
conscience	NOUN	conscience
avait	AUX	avoir
la	DET	le
un	DET	un
voulut	VERB	vouloir
coquetterie	NOUN	coquetterie
fallait	VERB	falloir
lui	PRON	lui
qu'	SCONJ	que
que	SCONJ	que
sur	ADP	sur
résistait	VERB	résister
sourde	ADJ	sourd
de	ADP	de
s'	PRON	se
était	AUX	être
de	ADP	de
La	DET	le
l'	DET	le
:	PUNCT	:
Damien	PROPN	Damien
.	PUNCT	.
entre	ADP	entre
car	CCONJ	car
ne	ADV	ne
à	ADP	à
insurgea	VERB	insurger
c'	PRON	ce
Parlez	VERB	parler
devait	VERB	devoir
à	ADP	à
Vous	PRON	vous
—	PUNCT	—
Pas	ADV	pas
TSF	PROPN	TSF
y	PRON	y
,	PUNCT	,
de	ADP	de
bras	NOUN	bras
—	PUNCT	—
prime	NOUN	prime
je	PRON	je
.	PUNCT	.
,	PUNCT	,
ai	AUX	avoir
un	DET	un
un	DET	un
couper	VERB	couper
soudaine	ADJ	soudain
—	PUNCT	—
faut	VERB	falloir
Marie	PROPN	Marie
que	SCONJ	que
il	PRON	il
godet	NOUN	godet
devant	ADP	devant
offerte	VERB	offrir
en	ADP	en
.	PUNCT	.
je	PRON	je
passer	VERB	passer
—	PUNCT	—
son	DET	son
de	ADP	de
aux	ADP	à
rebelles	ADJ	rebelle
,	PUNCT	,
dos	NOUN	dos
un	DET	un
dire	VERB	dire
mort	NOUN	mort
à	ADP	à
.	PUNCT	.
jours	NOUN	jour
d'	ADP	de
mémoire	NOUN	mémoire
tordu	ADJ	tordre
lui	PRON	lui
,	PUNCT	,
si	SCONJ	si
à	ADP	à
C'	PRON	ce
Je	PRON	je
,	PUNCT	,
l'	DET	le
et	CCONJ	et
demanda	VERB	demander
vous	PRON	vous
de	ADP	de
se	PRON	se
besoin	NOUN	besoin
le	DET	le
Silvain	PROPN	Silvain
intervention	NOUN	intervention
incroyable	ADJ	incroyable
,	PUNCT	,
d'	ADP	de
se	PRON	se
disputait	VERB	disputer
—	PUNCT	—
pas	ADV	pas
des	DET	un
ça	PRON	cela
!	PUNCT	!
J'	PRON	je
aiguille	NOUN	aiguille
,	PUNCT	,
opposer	VERB	opposer
Comme	ADP	comme
réputation	NOUN	réputation
?	PUNCT	?
ans	NOUN	an
agita	VERB	agiter
trois	NUM	trois
dut	VERB	devoir
la	DET	le
va	VERB	aller
,	PUNCT	,
mais	CCONJ	mais
révélait	VERB	révéler
si	SCONJ	si
corps	NOUN	corps
de	ADP	de
,	PUNCT	,
ne	ADV	ne
lui	PRON	lui
est	AUX	être
—	PUNCT	—
brève	ADJ	bref
ventre	NOUN	ventre
ce	DET	ce
Vous	PRON	vous
.	PUNCT	.
épreuves	NOUN	épreuve
de	ADP	de
,	PUNCT	,
doutait	VERB	douter
.	PUNCT	.
jeune	ADJ	jeune
quand	SCONJ	quand
de	ADP	de
message	NOUN	message
son	DET	son
