américains	ADJ	américain
aux	ADP	à
avait	AUX	avoir
pouvant	VERB	pouvoir
ou	CCONJ	ou
vert	ADJ	vert
de	ADP	de
fois	NOUN	fois
rapacité	NOUN	rapacité
lèpre	NOUN	lèpre
veuve	NOUN	veuve
,	PUNCT	,
le	DET	le
ferme	NOUN	ferme
de	ADP	de
le	DET	le
surmontée	VERB	surmonter
absent	ADJ	absent
chambre	NOUN	chambre
la	PRON	le
de	ADP	de
de	ADP	de
le	PRON	le
avoir	AUX	avoir
la	DET	le
l'	DET	le
les	PRON	le
,	PUNCT	,
sa	DET	son
qui	PRON	qui
sol	NOUN	sol
et	CCONJ	et
C'	PRON	ce
garçon	NOUN	garçon
,	PUNCT	,
les	DET	le
demanda	VERB	demander
à	ADP	à
,	PUNCT	,
se	PRON	se
sous	ADP	sous
étayés	VERB	étayer
ou	CCONJ	ou
que	ADV	que
posait	VERB	poser
vert	NOUN	vert
,	PUNCT	,
entière	ADJ	entier
d'	ADP	de
à	ADP	à
de	ADP	de
,	PUNCT	,
encore	ADV	encore
dont	PRON	dont
café	NOUN	café
la	DET	le
et	CCONJ	et
chambres	NOUN	chambre
ce	PRON	ce
,	PUNCT	,
dépoli	VERB	dépolir
oreiller	NOUN	oreiller
absents	ADJ	absent
lesquelles	PRON	lequel
quarantaine	NOUN	quarantaine
,	PUNCT	,
sculptés	VERB	sculpter
parfois	ADV	parfois
aide	NOUN	aide
de	ADP	de
transparent	ADJ	transparent
sur	ADP	sur
un	DET	un
et	CCONJ	et
pesant	ADJ	pesant
son	DET	son
boue	NOUN	boue
tandis	ADV	tandis
les	DET	le
elle	PRON	lui
relevant	VERB	relever
crêpe	NOUN	crêpe
médailles	NOUN	médaille
.	PUNCT	.
deux	NUM	deux
un	DET	un
des	DET	un
appelé	NOUN	appelé
la	DET	le
les	DET	le
de	ADP	de
par	ADP	par
,	PUNCT	,
crêpe	NOUN	crêpe
enfant	NOUN	enfant
des	DET	un
verres	NOUN	verre
ou	CCONJ	ou
modestie	NOUN	modestie
,	PUNCT	,
veuve	NOUN	veuve
servant	VERB	servir
d'	ADP	de
riches	ADJ	riche
ou	CCONJ	ou
pendait	VERB	pendre
chicots	NOUN	chicot
dans	ADP	dans
toque	NOUN	toque
que	PRON	que
cette	DET	ce
coupe	NOUN	coupe
écorce	NOUN	écorce
(	PUNCT	(
parfois	ADV	parfois
après	ADP	après
le	DET	le
dans	ADP	dans
banquettes	NOUN	banquette
même	ADV	même
une	DET	un
pierre	NOUN	pierre
sac	NOUN	sac
,	PUNCT	,
soir	NOUN	soir
des	DET	un
du	ADP	de
moignons	NOUN	moignon
comme	ADP	comme
où	PRON	où
camions	NOUN	camion
de	ADP	de
que	ADV	que
chaises	NOUN	chaise
pour	ADP	pour
puis	CCONJ	puis
du	ADP	de
gagnaient	VERB	gagner
un	DET	un
impérieux	ADJ	impérieux
pinceau	NOUN	pinceau
grondeuse	ADJ	grondeur
côté	NOUN	côté
été	AUX	être
avec	ADP	avec
qu'	PRON	qu'
seulement	ADV	seulement
dans	ADP	dans
lentement	ADV	lentement
de	ADP	de
cantine	NOUN	cantine
arrachées	VERB	arracher
une	DET	un
la	DET	le
rugueux	ADJ	rugueux
orgueilleuse	ADJ	orgueilleux
où	PRON	où
continuait	VERB	continuer
comme	ADP	comme
démobilisation	NOUN	démobilisation
,	PUNCT	,
Elles	PRON	lui
un	DET	un
on	PRON	on
,	PUNCT	,
matière	NOUN	matière
cabine	NOUN	cabine
en	ADP	en
ses	DET	son
,	PUNCT	,
autrefois	ADV	autrefois
et	CCONJ	et
séparés	VERB	séparer
le	DET	le
,	PUNCT	,
un	DET	un
maisons	NOUN	maison
entrechoqués	VERB	entrechoquer
l'	DET	le
laquelle	PRON	lequel
essuyait	VERB	essuyer
,	PUNCT	,
sur	ADP	sur
temps	NOUN	temps
chacun	PRON	chacun
de	ADP	de
le	DET	le
une	DET	un
peut-être	ADV	peut-être
les	DET	le
à	ADP	à
avidement	ADV	avidement
,	PUNCT	,
dessous	ADV	dessous
qu'	PRON	qu'
,	PUNCT	,
autres	ADJ	autre
palace	NOUN	palace
avec	ADP	avec
manteau	NOUN	manteau
non	ADV	non
cramponnant	VERB	cramponner
ce	DET	ce
dans	ADP	dans
;	PUNCT	;
chaussures	NOUN	chaussure
dans	ADP	dans
de	ADP	de
,	PUNCT	,
.	PUNCT	.
nu	NOUN	nu
chauffeur	NOUN	chauffeur
tordant	VERB	tordre
peut	VERB	pouvoir
silhouette	NOUN	silhouette
bois	NOUN	bois
le	DET	le
,	PUNCT	,
au	ADP	au
qu'	PRON	qu'
bordée	VERB	border
moins	ADV	moins
visage	NOUN	visage
ressorts	NOUN	ressort
,	PUNCT	,
en	ADP	en
une	DET	un
derrière	ADP	derrière
chauffeur	NOUN	chauffeur
crevées	VERB	crever
c'	PRON	ce
elle	PRON	lui
(	PUNCT	(
du	ADP	de
qu'	SCONJ	que
mauvais	ADJ	mauvais
manger	VERB	manger
fois	NOUN	fois
pendant	ADP	pendant
charrue	NOUN	charrue
)	PUNCT	)
chose	NOUN	chose
d'	ADP	de
pauvreté	NOUN	pauvreté
mondain	ADJ	mondain
jaune	ADJ	jaune
était	AUX	être
coin	NOUN	coin
maintenant	ADV	maintenant
mais	CCONJ	mais
,	PUNCT	,
(	PUNCT	(
drap	NOUN	drap
.	PUNCT	.
couvent	NOUN	couvent
,	PUNCT	,
noirs	ADJ	noir
une	DET	un
s'	PRON	se
un	DET	un
lequel	PRON	lequel
séparée	VERB	séparer
la	DET	le
quelque	DET	quelque
pas	ADV	pas
étaient	AUX	être
une	DET	un
odeur	NOUN	odeur
--	PUNCT	--
autre	PRON	autre
dans	ADP	dans
yeux	NOUN	oeil
aux	ADP	à
billard	NOUN	billard
bruit	NOUN	bruit
une	DET	un
grasses	ADJ	gras
attendait	VERB	attendre
,	PUNCT	,
paysage	NOUN	paysage
les	DET	le
depuis	ADP	depuis
noir	ADJ	noir
choix	NOUN	choix
à	ADP	à
garçon	NOUN	garçon
repoussé	VERB	repousser
détrempés	ADJ	détremper
de	ADP	de
et	CCONJ	et
endormit	VERB	endormir
la	DET	le
n'	ADV	n'
sa	DET	son
qualité	NOUN	qualité
comme	ADP	comme
étendues	VERB	étendre
religieuses	NOUN	religieux
ces	DET	ce
sur	ADP	sur
comme	ADP	comme
le	PRON	le
profil	NOUN	profil
elles	PRON	lui
d'	ADP	de
branche	NOUN	branche
tout	ADV	tout
)	PUNCT	)
leurs	DET	leur
ses	DET	son
un	DET	un
avait	AUX	avoir
un	DET	un
de	ADP	de
(	PUNCT	(
enfant	NOUN	enfant
l'	DET	le
le	DET	le
une	DET	un
et	CCONJ	et
souillées	VERB	souiller
un	DET	un
de	ADP	de
parfois	ADV	parfois
pierre	NOUN	pierre
sentir	VERB	sentir
détermination	NOUN	détermination
en	ADP	en
que	PRON	que
Elles	PRON	lui
prix	NOUN	prix
poule	NOUN	poule
le	DET	le
que	ADV	que
patron	NOUN	patron
là	ADV	là
on	PRON	on
jeune	ADJ	jeune
si	SCONJ	si
jaillit	VERB	jaillir
malheur	NOUN	malheur
effondrées	VERB	effondrer
pays	NOUN	pays
une	DET	un
couchèrent	VERB	coucher
ou	CCONJ	ou
en	PRON	en
à	ADP	à
à	ADP	à
louaient	VERB	louer
timides	ADJ	timide
même	ADV	même
dessus	ADP	dessus
billets	NOUN	billet
simplement	ADV	simplement
cinq	NUM	cinq
époque	NOUN	époque
,	PUNCT	,
dandinaient	VERB	dandiner
seulement	ADV	seulement
.	PUNCT	.
tandis	ADV	tandis
même	ADJ	même
de	ADP	de
les	DET	le
quelque	DET	quelque
--	PUNCT	--
noir	ADJ	noir
,	PUNCT	,
ou	CCONJ	ou
servante	NOUN	servante
avait	VERB	avoir
de	ADP	de
nuit	NOUN	nuit
et	CCONJ	et
d'	ADP	de
,	PUNCT	,
,	PUNCT	,
seul	ADJ	seul
À	ADP	à
au	ADP	au
égard	NOUN	égard
les	DET	le
,	PUNCT	,
prix	NOUN	prix
rêche	VERB	rêche
avait	VERB	avoir
par	ADP	par
voir	VERB	voir
cérémonies	NOUN	cérémonie
et	CCONJ	et
où	PRON	où
devinait	VERB	deviner
--	PUNCT	--
ordre	NOUN	ordre
finit	VERB	finir
plantés	VERB	planter
autre	PRON	autre
,	PUNCT	,
des	DET	un
voix	NOUN	voix
,	PUNCT	,
)	PUNCT	)
les	DET	le
,	PUNCT	,
sur	ADP	sur
laissant	VERB	laisser
conçues	VERB	concevoir
chauffeur	NOUN	chauffeur
,	PUNCT	,
son	DET	son
de	ADP	de
dans	ADP	dans
que	SCONJ	que
les	DET	le
pas	ADV	pas
laissant	VERB	laisser
la	DET	le
pour	ADP	pour
qu'	SCONJ	que
fois	NOUN	fois
noirs	ADJ	noir
voix	NOUN	voix
deux	NUM	deux
s'	PRON	se
ces	DET	ce
posés	VERB	poser
le	DET	le
jusque	ADV	jusque
salle	NOUN	salle
rideaux	NOUN	rideau
elles	PRON	lui
à	ADP	à
rejetant	VERB	rejeter
des	DET	un
,	PUNCT	,
la	DET	le
borne	NOUN	borne
que	PRON	que
chauffeur	NOUN	chauffeur
faire	VERB	faire
à	ADP	à
œil	NOUN	œil
dans	ADP	dans
parfois	ADV	parfois
et	CCONJ	et
Lorsqu'	SCONJ	lorsque
,	PUNCT	,
1919	NUM	1919
,	PUNCT	,
et	CCONJ	et
et	CCONJ	et
il	PRON	il
toile	NOUN	toile
ce	PRON	ce
ovale	NOUN	ovale
on	PRON	on
volait	VERB	voler
pauvres	NOUN	pauvre
main	NOUN	main
le	DET	le
des	ADP	de
quelque	DET	quelque
la	DET	le
.	PUNCT	.
l'	DET	le
d'	ADP	de
liseré	NOUN	liseré
l'	DET	le
aucune	DET	aucun
le	DET	le
de	ADP	de
maison	NOUN	maison
un	PRON	un
les	PRON	le
,	PUNCT	,
d'	ADP	de
disparut	VERB	disparaître
simplement	ADV	simplement
y	PRON	y
prés	NOUN	pré
entassaient	VERB	entasser
rongé	VERB	ronger
crasseux	ADJ	crasseux
des	ADP	de
s'	PRON	se
à	ADP	à
penchée	VERB	pencher
le	DET	le
en	PRON	en
n'	ADV	n'
moins	ADV	moins
puisqu'	SCONJ	puisque
la	DET	le
la	DET	le
veuve	NOUN	veuve
boue	NOUN	boue
théâtral	ADJ	théâtral
l'	DET	le
épaisse	ADJ	épais
,	PUNCT	,
dans	ADP	dans
femmes	NOUN	femme
indiquait	VERB	indiquer
hôtel	NOUN	hôtel
l'	DET	le
étendu	VERB	étendre
retournés	VERB	retourner
cireux	ADJ	cireux
-	ADV	-
rebondissaient	VERB	rebondir
corps	NOUN	corps
pouvaient	VERB	pouvoir
ce	PRON	ce
le	DET	le
le	DET	le
espèce	NOUN	espèce
d'	ADP	de
murs	NOUN	mur
autre	PRON	autre
à	ADP	à
,	PUNCT	,
le	DET	le
tenues	NOUN	tenue
en	ADP	en
avaient	AUX	avoir
ou	CCONJ	ou
éviter	VERB	éviter
l'	DET	le
autre	ADJ	autre
de	ADP	de
la	DET	le
fondrières	NOUN	fondrière
de	ADP	de
un	DET	un
qu'	PRON	qu'
lits	NOUN	lit
dessus	ADP	dessus
,	PUNCT	,
chemins	NOUN	chemin
,	PUNCT	,
sœurs	NOUN	sœur
filles	NOUN	fille
ne	ADV	ne
qu'	PRON	qu'
quand	SCONJ	quand
collège	NOUN	collège
à	ADP	à
habilement	ADV	habilement
sévères	ADJ	sévère
.	PUNCT	.
pour	ADP	pour
)	PUNCT	)
,	PUNCT	,
étaient	AUX	être
,	PUNCT	,
il	PRON	il
panneaux	NOUN	panneau
dortoir	NOUN	dortoir
crêpe	NOUN	crêpe
de	ADP	de
du	ADP	de
tard	ADV	tard
à	ADP	à
elles	PRON	lui
l'	DET	le
du	ADP	de
fussent	AUX	être
sœurs	NOUN	sœur
obscur	ADJ	obscur
les	DET	le
région	NOUN	région
:	PUNCT	:
les	DET	le
enfant	NOUN	enfant
vêtements	NOUN	vêtement
(	PUNCT	(
de	ADP	de
l'	PRON	l'
--	PUNCT	--
routes	NOUN	route
ou	CCONJ	ou
voyager	VERB	voyager
cloison	NOUN	cloison
en	ADP	en
,	PUNCT	,
porte	NOUN	porte
battants	NOUN	battant
ce	DET	ce
un	DET	un
quelqu'	PRON	quelqu'
mêmes	PRON	même
avec	ADP	avec
l'	DET	le
du	ADP	de
gloutonnerie	NOUN	gloutonnerie
deux	NUM	deux
la	DET	le
suivaient	VERB	suivre
Tout	ADV	tout
définitif	ADJ	définitif
qu'	PRON	qu'
le	DET	le
plus	ADV	plus
d'	ADP	de
,	PUNCT	,
qui	PRON	qui
même	ADJ	même
sur	ADP	sur
retiré	VERB	retirer
religieuses	NOUN	religieux
assiette	NOUN	assiette
dames	NOUN	dame
rare	ADJ	rare
à	ADP	à
avec	ADP	avec
ils	PRON	il
d'	ADP	de
gants	NOUN	gant
(	PUNCT	(
,	PUNCT	,
,	PUNCT	,
l'	DET	le
(	PUNCT	(
lorsque	SCONJ	lorsque
de	ADP	de
disparaître	VERB	disparaître
hâte	NOUN	hâte
,	PUNCT	,
si	SCONJ	si
,	PUNCT	,
,	PUNCT	,
levée	NOUN	levée
elle	PRON	lui
guirlandes	NOUN	guirlande
éboulis	NOUN	éboulis
,	PUNCT	,
les	DET	le
aspect	NOUN	aspect
assiette	NOUN	assiette
des	DET	un
,	PUNCT	,
celle	PRON	celui
parlant	VERB	parler
bâtiment	NOUN	bâtiment
rapace	NOUN	rapace
transparence	NOUN	transparence
,	PUNCT	,
à	ADP	à
poursuivre	VERB	poursuivre
une	DET	un
peu	ADV	peu
avoir	AUX	avoir
vouées	VERB	vouer
récriminait	VERB	récriminer
,	PUNCT	,
la	DET	le
de	ADP	de
disparaissaient	VERB	disparaître
qu'	SCONJ	que
omelettes	NOUN	omelette
et	CCONJ	et
tranches	NOUN	tranche
bleu	NOUN	bleu
on	PRON	on
source	NOUN	source
de	ADP	de
se	PRON	se
les	DET	le
l'	DET	le
dans	ADP	dans
visage	NOUN	visage
et	CCONJ	et
pâle	ADJ	pâle
se	PRON	se
de	ADP	de
impassible	ADJ	impassible
cuisine	NOUN	cuisine
séparaient	VERB	séparer
du	ADP	de
à	ADP	à
d'	ADP	de
les	DET	le
des	DET	un
sœurs	NOUN	sœur
ou	CCONJ	ou
revenaient	VERB	revenir
,	PUNCT	,
camions	NOUN	camion
questions	NOUN	question
d'	ADP	de
ou	CCONJ	ou
personnes	NOUN	personne
la	DET	le
(	PUNCT	(
.	PUNCT	.
boursouflures	NOUN	boursouflure
pas	ADV	pas
voir	VERB	voir
dont	PRON	dont
relisant	VERB	relire
voracité	NOUN	voracité
celle	PRON	celui
,	PUNCT	,
était	AUX	être
leurs	DET	leur
taxi	NOUN	taxi
faisait	AUX	faire
conversation	NOUN	conversation
Elles	PRON	lui
les	DET	le
Comme	ADP	comme
lieux	NOUN	lieu
,	PUNCT	,
,	PUNCT	,
des	DET	un
quelque	DET	quelque
persister	VERB	persister
de	ADP	de
femmes	NOUN	femme
la	DET	le
tas	NOUN	tas
extrémités	NOUN	extrémité
pas	ADV	pas
une	DET	un
autres	ADJ	autre
n'	ADV	n'
matin	NOUN	matin
de	ADP	de
)	PUNCT	)
du	ADP	de
sursaut	NOUN	sursaut
la	DET	le
d'	ADP	de
et	CCONJ	et
,	PUNCT	,
image	NOUN	image
prix	NOUN	prix
seuls	ADJ	seul
,	PUNCT	,
les	DET	le
graisse	NOUN	graisse
essayés	VERB	essayer
des	DET	un
laissant	VERB	laisser
elle	PRON	lui
,	PUNCT	,
le	DET	le
décombres	NOUN	décombre
avec	ADP	avec
,	PUNCT	,
dépêchaient	VERB	dépêcher
ténèbres	NOUN	ténèbre
des	DET	un
elle	PRON	lui
la	DET	le
ce	DET	ce
les	DET	le
de	ADP	de
attendant	VERB	attendre
,	PUNCT	,
satisfaction	NOUN	satisfaction
de	ADP	de
usant	VERB	user
mais	CCONJ	mais
qui	PRON	qui
,	PUNCT	,
parsemés	VERB	parsemer
elles	PRON	lui
du	ADP	de
d'	ADP	de
était	AUX	être
couleurs	NOUN	couleur
étaient	AUX	être
laquelle	PRON	lequel
suspension	NOUN	suspension
derrière	ADP	derrière
les	PRON	le
elle	PRON	lui
dans	ADP	dans
un	DET	un
inconfort	NOUN	inconfort
l'	DET	le
lenteur	NOUN	lenteur
faisaient	VERB	faire
alors	ADV	alors
aussi	ADV	aussi
habillées	VERB	habiller
leur	PRON	leur
théâtrale	ADJ	théâtral
rance	ADJ	rance
elles	PRON	lui
plâtre	NOUN	plâtre
,	PUNCT	,
en	ADP	en
espèce	NOUN	espèce
,	PUNCT	,
un	DET	un
les	DET	le
leurs	DET	leur
cette	DET	ce
ou	CCONJ	ou
attendant	VERB	attendre
dit	VERB	dire
cataclysme	NOUN	cataclysme
ou	CCONJ	ou
trouvait	VERB	trouver
,	PUNCT	,
d'	ADP	de
papiers	NOUN	papier
que	SCONJ	que
robes	NOUN	robe
,	PUNCT	,
,	PUNCT	,
d'	ADP	de
la	DET	le
l'	DET	le
les	DET	le
quelques	ADJ	quelque
fureur	NOUN	fureur
à	ADP	à
encore	ADV	encore
en	PRON	en
de	ADP	de
les	DET	le
ne	ADV	ne
quelque	DET	quelque
pluie	NOUN	pluie
pain	NOUN	pain
,	PUNCT	,
à	ADP	à
malpropres	ADJ	malpropre
)	PUNCT	)
lui	PRON	lui
différant	VERB	différer
silence	NOUN	silence
soir	NOUN	soir
l'	DET	le
de	ADP	de
On	PRON	on
ni	CCONJ	ni
qui	PRON	qui
arrachée	VERB	arracher
,	PUNCT	,
après	ADP	après
elle	PRON	lui
surface	NOUN	surface
elle-même	PRON	lui-même
et	CCONJ	et
l'	DET	le
de	ADP	de
non	ADV	non
.	PUNCT	.
et	CCONJ	et
les	DET	le
taillés	VERB	tailler
apparu	VERB	apparaître
aurait	AUX	avoir
question	NOUN	question
et	CCONJ	et
,	PUNCT	,
comme	ADP	comme
en	ADP	en
fourrures	NOUN	fourrure
du	ADP	de
crurent	VERB	croire
elles	PRON	lui
de	ADP	de
trop	ADV	trop
de	ADP	de
le	DET	le
elle	PRON	lui
une	DET	un
une	DET	un
,	PUNCT	,
questionnait	VERB	questionner
enfant	NOUN	enfant
tasse	NOUN	tasse
recouverte	VERB	recouvrir
comme	ADP	comme
mauvais	ADJ	mauvais
quoique	ADV	quoique
,	PUNCT	,
extirpait	VERB	extirper
embrassant	VERB	embrasser
autre	PRON	autre
voile	NOUN	voile
,	PUNCT	,
n'	ADV	n'
cafetiers	NOUN	cafetier
de	ADP	de
qui	PRON	qui
plats	NOUN	plat
la	DET	le
accueillait	VERB	accueillir
fouillait	VERB	fouiller
,	PUNCT	,
avaient	AUX	avoir
faufilés	VERB	faufiler
,	PUNCT	,
soit	CCONJ	soit
les	DET	le
que	SCONJ	que
tremper	VERB	tremper
tragique	ADJ	tragique
:	PUNCT	:
au-dessus	ADV	au-dessus
repliée	VERB	replier
qu'	PRON	qu'
elle	PRON	lui
passait	VERB	passer
âcre	ADJ	âcre
En	ADP	en
café	NOUN	café
dictant	VERB	dicter
total	ADJ	total
visiblement	ADV	visiblement
)	PUNCT	)
extérieur	NOUN	extérieur
se	PRON	se
usagées	ADJ	usager
partis	VERB	partir
pu	VERB	pouvoir
omelettes	NOUN	omelette
ce	PRON	ce
même	ADV	même
,	PUNCT	,
l'	DET	le
ombre	NOUN	ombre
là	ADV	là
