pavée	ADJ	paver
.	PUNCT	.
avancer	VERB	avancer
un	DET	un
a	AUX	avoir
est	AUX	être
soigne	VERB	soigne
des	ADP	de
palier	NOUN	palier
endroit	NOUN	endroit
porte	NOUN	porte
Dr	NOUN	dr
à	ADP	à
En	ADP	en
fer	NOUN	fer
boisées	ADJ	boisé
portail	NOUN	portail
qui	PRON	qui
.	PUNCT	.
de	ADP	de
manifesté	VERB	manifester
les	DET	le
Mafra	PROPN	Mafra
à	ADP	à
,	PUNCT	,
les	DET	le
maison	NOUN	maison
peu	ADV	peu
jardin	NOUN	jardin
le	DET	le
est	AUX	être
les	DET	le
cour	NOUN	cour
malades	NOUN	malade
quarantaine	NOUN	quarantaine
,	PUNCT	,
A	ADP	à
traverse	VERB	traverse
de	ADP	de
Région	NOUN	région
,	PUNCT	,
modèle	ADJ	modèle
s'	PRON	se
Il	PRON	il
C'	PRON	ce
médical	ADJ	médical
a	AUX	avoir
du	ADP	de
moderne	ADJ	moderne
de	ADP	de
une	DET	un
d'	ADP	de
ouvre	VERB	ouvrir
science	NOUN	science
la	DET	le
comprend	VERB	comprendre
barreaux	NOUN	barreau
mur	NOUN	mur
hivernaux	ADJ	hivernal
»	PUNCT	»
d'	ADP	de
du	ADP	de
est	AUX	être
,	PUNCT	,
Les	DET	le
femme	NOUN	femme
du	ADP	de
située	VERB	situer
du	ADP	de
.	PUNCT	.
du	ADP	de
.	PUNCT	.
Atlantique	PROPN	Atlantique
d'	PRON	d'
un	DET	un
il	PRON	il
non	ADV	non
La	DET	le
à	ADP	à
de	DET	de
le	DET	le
Domingues	PROPN	Domingues
troisième	ADJ	troisième
de	ADP	de
.	PUNCT	.
la	DET	le
De	ADP	de
petit	ADJ	petit
le	DET	le
cinquantaine	NOUN	cinquantaine
hauteurs	NOUN	hauteur
su	VERB	savoir
,	PUNCT	,
milieu	NOUN	milieu
pavillons	NOUN	pavillon
le	DET	le
en	ADP	en
ouverte	ADJ	ouvert
leur	DET	leur
dans	ADP	dans
parc	NOUN	parc
venues	VERB	venir
sont	AUX	être
toujours	ADV	toujours
solide	ADJ	solide
sert	VERB	servir
sur	ADP	sur
l'	PRON	l'
dans	ADP	dans
Tout	ADV	tout
de	ADP	de
issues	NOUN	issue
deux	NUM	deux
il	PRON	il
à	ADP	à
gauche	NOUN	gauche
élevé	ADJ	élevé
mur	NOUN	mur
a	AUX	avoir
y	PRON	y
inévitablement	ADV	inévitablement
style	NOUN	style
les	DET	le
Au	ADP	au
une	DET	un
leur	DET	leur
,	PUNCT	,
couloir	NOUN	couloir
des	ADP	de
Rogerio	PROPN	Rogerio
réputé	ADJ	réputé
kilomètres	NOUN	kilomètre
pourvue	VERB	pourvoir
entrée	NOUN	entrée
à	ADP	à
au	ADP	au
s'	PRON	se
la	DET	le
dans	ADP	dans
a	VERB	avoir
en	PRON	en
partie	NOUN	partie
deuxième	ADJ	deuxième
issue	NOUN	issue
fouettent	VERB	fouetter
le	DET	le
en	ADP	en
du	ADP	de
disposés	VERB	disposer
dessert	VERB	desservir
coupé	VERB	couper
de	ADP	de
.	PUNCT	.
voit	VERB	voir
.	PUNCT	.
brique	NOUN	brique
longe	VERB	longer
,	PUNCT	,
elle	PRON	lui
à	ADP	à
à	ADP	à
de	ADP	de
autre	ADJ	autre
toutes	ADJ	tout
vaste	ADJ	vaste
sur	ADP	sur
se	PRON	se
donnant	VERB	donner
commence	VERB	commencer
parc	NOUN	parc
un	DET	un
peut	VERB	pouvoir
de	ADP	de
offrir	VERB	offrir
baigne	VERB	baigne
cabinet	NOUN	cabinet
Maison	NOUN	maison
à	ADP	à
de	ADP	de
révolution	NOUN	révolution
faudrait	VERB	falloir
,	PUNCT	,
où	PRON	où
de	ADP	de
nord-ouest	NOUN	nord-ouest
dimensions	NOUN	dimension
dimensions	NOUN	dimension
route	NOUN	route
rendue	VERB	rendre
d'	ADP	de
on	PRON	on
Le	DET	le
de	ADP	de
du	ADP	de
la	DET	le
le	DET	le
garnie	VERB	garnir
fait	VERB	faire
principal	ADJ	principal
se	PRON	se
étendues	ADJ	étendu
escalier	NOUN	escalier
seule	ADJ	seul
n°	NOUN	numéro
1	NUM	1
,	PUNCT	,
portugais	ADJ	portugais
autre	ADJ	autre
du	ADP	de
brouillards	NOUN	brouillard
clinique	ADJ	clinique
mais	CCONJ	mais
double	ADJ	double
Dès	ADP	dès
l'	DET	le
clairière	NOUN	clairière
grande	ADJ	grand
principal	ADJ	principal
humide	ADJ	humide
de	ADP	de
il	PRON	il
et	CCONJ	et
son	DET	son
du	ADP	de
chemin	NOUN	chemin
édifice	NOUN	édifice
.	PUNCT	.
droite	NOUN	droite
bailleurs	NOUN	bailleur
de	ADP	de
du	ADP	de
étant	AUX	être
infléchit	VERB	infléchir
sentiments	NOUN	sentiment
celles	PRON	celui
,	PUNCT	,
sommes	NOUN	somme
obtenus	VERB	obtenir
psychiatre	NOUN	psychiatre
,	PUNCT	,
y	PRON	y
consultations	NOUN	consultation
arrivée	NOUN	arrivée
l'	DET	le
par	ADP	par
.	PUNCT	.
une	DET	un
pas	ADV	pas
,	PUNCT	,
souffle	NOUN	souffle
malades	NOUN	malade
la	DET	le
d'	ADP	de
Lucas	PROPN	Lucas
partie	NOUN	partie
trouve	VERB	trouve
on	PRON	on
-	PRON	-
qui	PRON	qui
ou	CCONJ	ou
endroit	NOUN	endroit
INSTRUCTION	NOUN	instruction
dizaine	NOUN	dizaine
est	AUX	être
sur	ADP	sur
bâtiment	NOUN	bâtiment
rotonde	NOUN	rotonde
fond	NOUN	fond
se	PRON	se
son	DET	son
qu'	ADV	qu'
que	PRON	que
suffisamment	ADV	suffisamment
La	DET	le
un	DET	un
dans	ADP	dans
à	ADP	à
Note	NOUN	note
vers	ADP	vers
ville	NOUN	ville
mur	NOUN	mur
est	AUX	être
percé	VERB	percer
bout	NOUN	bout
par	ADP	par
Loureiro	PROPN	Loureiro
réalisation	NOUN	réalisation
procèdent	VERB	procéder
valeur	NOUN	valeur
de	ADP	de
ou	CCONJ	ou
fonds	NOUN	fonds
,	PUNCT	,
examen	NOUN	examen
en	ADP	en
portail	NOUN	portail
autre	ADJ	autre
comme	ADP	comme
dites	VERB	dire
face	NOUN	face
,	PUNCT	,
voulait	VERB	vouloir
par	ADP	par
,	PUNCT	,
les	DET	le
loquet	NOUN	loquet
d'	ADP	de
.	PUNCT	.
au	ADP	au
un	DET	un
et	CCONJ	et
soient	AUX	être
si	SCONJ	si
échappant	VERB	échapper
Achada	PROPN	Achada
étages	NOUN	étage
pins	NOUN	pin
des	ADP	de
Une	DET	un
le	DET	le
donne	VERB	donne
le	DET	le
,	PUNCT	,
la	DET	le
contigu	ADJ	contigu
partir	VERB	partir
table	NOUN	table
celle	PRON	celui
l'	DET	le
portier	NOUN	portier
place	NOUN	place
,	PUNCT	,
.	PUNCT	.
Santé	NOUN	santé
derrière	ADP	derrière
ses	DET	son
attente	NOUN	attente
route	NOUN	route
dresse	VERB	dresse
intérieur	NOUN	intérieur
Achada	PROPN	Achada
de	ADP	de
le	DET	le
Loureiro	PROPN	Loureiro
la	DET	le
avons	AUX	avoir
portes	NOUN	porte
et	CCONJ	et
un	DET	un
ailleurs	ADV	ailleurs
lui-même	PRON	lui-même
basse	ADJ	bas
maison	NOUN	maison
pénètre	VERB	pénétrer
A	ADP	à
principal	ADJ	principal
la	DET	le
large	ADJ	large
Domingues	PROPN	Domingues
de	ADP	de
premier	ADJ	premier
les	DET	le
ouvrir	VERB	ouvrir
.	PUNCT	.
de	ADP	de
Atlantique	PROPN	Atlantique
a	AUX	avoir
trois	NUM	trois
communiquant	VERB	communiquer
maison	NOUN	maison
réputés	ADJ	réputé
infortunés	NOUN	infortuné
bâtiment	NOUN	bâtiment
se	PRON	se
.	PUNCT	.
DOSSIER	NOUN	dossier
Saint-Jean-de-Dieu	PROPN	Saint-Jean-de-Dieu
le	DET	le
Une	DET	un
satisfaction	NOUN	satisfaction
.	PUNCT	.
ne	ADV	ne
mètres	NOUN	mètre
un	DET	un
Lisbonne	PROPN	Lisbonne
,	PUNCT	,
,	PUNCT	,
arrive	VERB	arrive
de	ADP	de
que	SCONJ	que
l'	PRON	l'
où	PRON	où
la	DET	le
de	ADP	de
on	PRON	on
calme	ADJ	calme
encore	ADV	encore
gravité	NOUN	gravité
aboutissant	VERB	aboutir
appui	NOUN	appui
jusqu'	ADP	jusque
porte	NOUN	porte
plus	ADV	plus
,	PUNCT	,
soumis	VERB	soumettre
d'	ADP	de
dénomme	VERB	dénomme
se	PRON	se
son	DET	son
d'	ADP	de
Ericeira	PROPN	Ericeira
et	CCONJ	et
Colares	PROPN	Colares
il	PRON	il
de	ADP	de
un	DET	un
la	DET	le
dont	PRON	dont
Quiconque	PRON	quiconque
Dr	NOUN	dr
2	NUM	2
ensemble	NOUN	ensemble
et	CCONJ	et
brique	NOUN	brique
environné	VERB	environner
bien	ADV	bien
,	PUNCT	,
dans	ADP	dans
cachés	VERB	cacher
masquée	VERB	masquer
assez	ADV	assez
une	DET	un
pluies	NOUN	pluie
avantages	NOUN	avantage
même	ADV	même
caractère	NOUN	caractère
égale	ADJ	égal
qui	PRON	qui
complet	ADJ	complet
DE	ADP	de
se	PRON	se
peut	VERB	pouvoir
qu'	ADV	qu'
côté	NOUN	côté
la	DET	le
-nous	PRON	nous
celle	PRON	celui
tient	VERB	tenir
on	PRON	on
n°	NOUN	numéro
psychiatrique	ADJ	psychiatrique
autres	ADJ	autre
pour	ADP	pour
ainsi	ADV	ainsi
du	ADP	de
n'	ADV	n'
que	PRON	que
les	DET	le
face	NOUN	face
pour	ADP	pour
chemin	NOUN	chemin
le	DET	le
une	DET	un
ne	ADV	ne
auquel	PRON	auquel
encore	ADV	encore
psychiatrie	NOUN	psychiatrie
existe	VERB	existe
mènent	VERB	mener
,	PUNCT	,
nombre	NOUN	nombre
tient	VERB	tenir
fenêtre	NOUN	fenêtre
portes	NOUN	porte
escalier	NOUN	escalier
Quant	ADV	quant
simple	ADJ	simple
Le	DET	le
,	PUNCT	,
bout	NOUN	bout
.	PUNCT	.
la	DET	le
,	PUNCT	,
des	ADP	de
clef	NOUN	clef
trouve	VERB	trouve
portier	NOUN	portier
ceux	PRON	celui
de	ADP	de
cents	NUM	cent
tirant	VERB	tirer
rarement	ADV	rarement
diverses	ADJ	divers
Loureiro	PROPN	Loureiro
vieux	ADJ	vieux
on	PRON	on
Loureiro	PROPN	Loureiro
,	PUNCT	,
repos	NOUN	repos
couloir	NOUN	couloir
où	PRON	où
tant	ADV	tant
.	PUNCT	.
persuader	VERB	persuader
pièce	NOUN	pièce
,	PUNCT	,
.	PUNCT	.
,	PUNCT	,
,	PUNCT	,
dont	PRON	dont
extérieur	NOUN	extérieur
direction	NOUN	direction
ce	DET	ce
de	ADP	de
lui	PRON	lui
une	DET	un
institution	NOUN	institution
d'	ADP	de
installations	NOUN	installation
édifice	NOUN	édifice
à	ADP	à
leurs	DET	leur
ouvert	VERB	ouvrir
le	DET	le
comme	ADP	comme
s'	PRON	se
enceinte	NOUN	enceinte
y	PRON	y
route	NOUN	route
examen	NOUN	examen
D'	ADP	de
situé	VERB	situer
une	DET	un
trois	NUM	trois
une	DET	un
pas	ADV	pas
résultats	NOUN	résultat
qui	PRON	qui
accède	VERB	accéder
peu	ADV	peu
à	ADP	à
.	PUNCT	.
qui	PRON	qui
aux	ADP	à
la	DET	le
des	ADP	de
par	ADP	par
avec	ADP	avec
malades	NOUN	malade
Lucas	PROPN	Lucas
travers	NOUN	travers
pénètrent	VERB	pénétrer
Solitaire	ADJ	solitaire
toujours	ADV	toujours
large	ADJ	large
«	PUNCT	«
hall	NOUN	hall
donne	VERB	donne
deux	NUM	deux
à	ADP	à
de	ADP	de
loge	NOUN	loge
,	PUNCT	,
,	PUNCT	,
,	PUNCT	,
.	PUNCT	.
,	PUNCT	,
les	DET	le
enthousiasme	NOUN	enthousiasme
les	DET	le
présente	VERB	présente
Asile	PROPN	Asile
.	PUNCT	.
pour	ADP	pour
où	PRON	où
coucher	VERB	coucher
l'	DET	le
ne	ADV	ne
un	DET	un
nécessaires	ADJ	nécessaire
celle-ci	PRON	celui-ci
aucuns	PRON	aucuns
communément	ADV	communément
à	ADP	à
proches	NOUN	proche
un	DET	un
de	ADP	de
franchie	VERB	franchir
sa	DET	son
,	PUNCT	,
distance	NOUN	distance
sa	DET	son
soit	CCONJ	soit
rend	VERB	rendre
est	AUX	être
néanmoins	ADV	néanmoins
et	CCONJ	et
juste	ADJ	juste
entrée	NOUN	entrée
.	PUNCT	.
soit	CCONJ	soit
rez-de-chaussée	NOUN	rez-de-chaussée
entrée	NOUN	entrée
à	ADP	à
viennent	VERB	venir
sur	ADP	sur
,	PUNCT	,
sa	DET	son
une	DET	un
chemin	NOUN	chemin
hameau	NOUN	hameau
,	PUNCT	,
à	ADP	à
Cette	DET	ce
également	ADV	également
portes	NOUN	porte
le	DET	le
de	ADP	de
bien	ADV	bien
qui	PRON	qui
au	ADP	au
quelque	ADV	quelque
,	PUNCT	,
les	DET	le
mur	NOUN	mur
,	PUNCT	,
,	PUNCT	,
riante	ADJ	riant
On	PRON	on
.	PUNCT	.
faut	VERB	falloir
l'	DET	le
Aliénés	PROPN	Aliénés
.	PUNCT	.
à	ADP	à
d'	ADP	de
Pour	ADP	pour
ses	DET	son
assez	ADV	assez
porte	NOUN	porte
de	ADP	de
,	PUNCT	,
PARTIE	NOUN	partie
architectural	ADJ	architectural
de	ADP	de
,	PUNCT	,
presque	ADV	presque
d'	ADP	de
maison	NOUN	maison
sincèrement	ADV	sincèrement
dispos	ADJ	dispos
y	PRON	y
.	PUNCT	.
?	PUNCT	?
ses	DET	son
.	PUNCT	.
entrer	VERB	entrer
de	ADP	de
L'	DET	le
?	PUNCT	?
ans	NOUN	an
,	PUNCT	,
de	ADP	de
installé	VERB	installer
était	AUX	être
qui	PRON	qui
asile	NOUN	asile
de	ADP	de
Arnaldo	PROPN	Arnaldo
-	PUNCT	-
à	ADP	à
Loureiro	PROPN	Loureiro
le	DET	le
,	PUNCT	,
où	PRON	où
mon	DET	mon
C'	PRON	ce
la	DET	le
suis	AUX	être
arrivée	NOUN	arrivée
a	AUX	avoir
son	DET	son
je	PRON	je
passionnée	NOUN	passionné
beau-frère	NOUN	beau-frère
ans	NOUN	an
-	PUNCT	-
aux	ADP	à
prodiguer	VERB	prodiguer
.	PUNCT	.
famille	NOUN	famille
.	PUNCT	.
se	PRON	se
mais	CCONJ	mais
,	PUNCT	,
-	PUNCT	-
.	PUNCT	.
café	NOUN	café
multiples	ADJ	multiple
se	PRON	se
les	DET	le
que	SCONJ	que
ingénieur	NOUN	ingénieur
et	CCONJ	et
attachée	VERB	attacher
vue	NOUN	vue
dans	ADP	dans
première	ADJ	premier
j'	PRON	je
aux	ADP	à
et	CCONJ	et
d'	ADP	de
cinq	NUM	cinq
son	DET	son
assistant	NOUN	assistant
7	NUM	7
l'	PRON	l'
insouciant	ADJ	insouciant
leur	PRON	leur
j'	PRON	je
au	ADP	au
,	PUNCT	,
un	DET	un
cours	NOUN	cours
vainement	ADV	vainement
,	PUNCT	,
ne	ADV	ne
qu'	SCONJ	que
le	DET	le
la	DET	le
objet	NOUN	objet
clef	NOUN	clef
Marié	VERB	marier
La	DET	le
?	PUNCT	?
portée	NOUN	portée
robuste	ADJ	robuste
dans	ADP	dans
entendu	VERB	entendre
la	DET	le
est	AUX	être
l'	DET	le
bras	NOUN	bras
Ses	DET	son
,	PUNCT	,
des	ADP	de
-	PUNCT	-
,	PUNCT	,
dona	PROPN	dona
de	ADP	de
pour	ADP	pour
longtemps	ADV	longtemps
.	PUNCT	.
dans	ADP	dans
est	AUX	être
comme	ADP	comme
,	PUNCT	,
Le	DET	le
de	ADP	de
que	SCONJ	que
?	PUNCT	?
est	ADV	est
dans	ADP	dans
eu	VERB	avoir
psychopathologie	NOUN	psychopathologie
des	ADP	de
renoncé	VERB	renoncer
-	PUNCT	-
maniaque	ADJ	maniaque
qui	PRON	qui
médecin	NOUN	médecin
ayant	AUX	avoir
beau	ADJ	beau
,	PUNCT	,
Ses	DET	son
-	PUNCT	-
malgré	ADP	malgré
quittait	VERB	quitter
Quel	ADJ	quel
de	ADP	de
Le	DET	le
,	PUNCT	,
étude	NOUN	étude
Veuf	ADV	veuf
jours	NOUN	jour
comme	ADP	comme
resté	VERB	rester
n'	ADV	n'
guère	ADV	guère
les	DET	le
-	PUNCT	-
-	PUNCT	-
occupations	NOUN	occupation
jamais	ADV	jamais
agités	NOUN	agité
fille	NOUN	fille
ingénieur	NOUN	ingénieur
,	PUNCT	,
deux	NUM	deux
proche	ADJ	proche
et	CCONJ	et
les	DET	le
j'	PRON	je
étaient	AUX	être
,	PUNCT	,
bouton	NOUN	bouton
de	ADP	de
luisaient	VERB	luire
visites	NOUN	visite
il	PRON	il
de	ADP	de
.	PUNCT	.
-	PUNCT	-
heure	NOUN	heure
vers	ADP	vers
loge	NOUN	loge
membre	NOUN	membre
celui-ci	PRON	celui-ci
de	ADP	de
est	AUX	être
qu'	PRON	qu'
à	ADP	à
réussi	VERB	réussir
son	DET	son
été	AUX	être
.	PUNCT	.
Saint-Jean-de-Dieu	PROPN	Saint-Jean-de-Dieu
vingt	NUM	vingt
-	PUNCT	-
7	NUM	7
relations	NOUN	relation
état	NOUN	état
son	DET	son
la	DET	le
de	ADP	de
Elle	PRON	lui
-	PUNCT	-
,	PUNCT	,
L'	DET	le
1er	ADJ	premier
Ensuite	ADV	ensuite
temps	NOUN	temps
,	PUNCT	,
se	PRON	se
heures	NOUN	heure
avez	AUX	avoir
je	PRON	je
Voyons	VERB	voir
arrivé	VERB	arriver
de	ADP	de
ou	CCONJ	ou
.	PUNCT	.
Non	ADV	non
avait	AUX	avoir
Mais	CCONJ	mais
irritation	NOUN	irritation
que	PRON	que
l'	DET	le
sa	DET	son
était	AUX	être
cela	PRON	cela
à	ADP	à
vivait	VERB	vivre
Abilio	PROPN	Abilio
avait	AUX	avoir
domestiques	NOUN	domestique
son	DET	son
,	PUNCT	,
portant	VERB	porter
ai	AUX	avoir
se	PRON	se
?	PUNCT	?
ai	AUX	avoir
me	PRON	me
,	PUNCT	,
la	DET	le
maigre	ADJ	maigre
on	PRON	on
Dr	NOUN	dr
oiseux	ADJ	oiseux
physique	NOUN	physique
trouva	VERB	trouver
Le	DET	le
à	ADP	à
dire	VERB	dire
.	PUNCT	.
ne	ADV	ne
affection	NOUN	affection
projet	NOUN	projet
Maison	NOUN	maison
a	VERB	avoir
événements	NOUN	événement
dire	VERB	dire
,	PUNCT	,
les	DET	le
Tels	ADJ	tel
sont	AUX	être
,	PUNCT	,
principaux	ADJ	principal
de	ADP	de
ans	NOUN	an
Dr	NOUN	dr
nouveaux	ADJ	nouveau
il	PRON	il
encore	ADV	encore
suffisamment	ADV	suffisamment
pas	ADV	pas
perçants	ADJ	perçant
empêchés	VERB	empêcher
visiteurs	NOUN	visiteur
11	NUM	11
joueur	NOUN	joueur
-	PUNCT	-
,	PUNCT	,
ce	DET	ce
pavillon	NOUN	pavillon
-	PUNCT	-
de	ADP	de
hystérie	NOUN	hystérie
ils	PRON	il
ans	NOUN	an
à	ADV	à
à	ADP	à
étant	AUX	être
d'	ADP	de
,	PUNCT	,
les	DET	le
,	PUNCT	,
infirmiers	NOUN	infirmier
ai	AUX	avoir
de	ADP	de
femme	NOUN	femme
beau-frère	NOUN	beau-frère
et	CCONJ	et
opposé	NOUN	opposé
dans	ADP	dans
son	DET	son
de	ADP	de
,	PUNCT	,
.	PUNCT	.
ai	AUX	avoir
vingt	NUM	vingt
Midi	NOUN	midi
?	PUNCT	?
qui	PRON	qui
au	ADP	au
?	PUNCT	?
,	PUNCT	,
asile	NOUN	asile
portier	NOUN	portier
nécessaires	ADJ	nécessaire
j'	PRON	je
trois	NUM	trois
que	PRON	que
eût	AUX	avoir
sa	DET	son
Loureiro	PROPN	Loureiro
ou	CCONJ	ou
arrivé	VERB	arriver
l'	DET	le
principales	ADJ	principal
des	ADP	de
mode	NOUN	mode
relégué	VERB	reléguer
Automobile	ADJ	automobile
ma	DET	mon
épouse	NOUN	épouse
ont	AUX	avoir
,	PUNCT	,
avait	AUX	avoir
ailleurs	ADV	ailleurs
Loureiro	PROPN	Loureiro
occultes	ADJ	occulte
du	ADP	de
