épouvantable	ADJ	épouvantable
Seigneur	NOUN	seigneur
où	ADV	où
air	VERB	air
las	ADJ	las
pardon	NOUN	pardon
si	SCONJ	si
le	DET	le
«	PUNCT	«
rien	PRON	rien
eu	VERB	avoir
livrer	VERB	livrer
si	SCONJ	si
si	SCONJ	si
dormir	VERB	dormir
et	CCONJ	et
les	DET	le
ou	CCONJ	ou
que	PRON	que
année	NOUN	année
victime	ADJ	victime
se	PRON	se
encore	ADV	encore
des	ADP	de
vous	PRON	vous
,	PUNCT	,
que	PRON	que
d'	ADP	de
disparaissent	VERB	disparaître
ils	PRON	il
,	PUNCT	,
,	PUNCT	,
de	ADP	de
est	AUX	être
la	DET	le
mauvais	ADJ	mauvais
,	PUNCT	,
bien	ADV	bien
ne	ADV	ne
habitude	NOUN	habitude
ou	CCONJ	ou
si	SCONJ	si
pardonner	VERB	pardonner
lâché	VERB	lâcher
et	CCONJ	et
à	ADP	à
classe	NOUN	classe
un	DET	un
,	PUNCT	,
.	PUNCT	.
fait	VERB	faire
de	ADP	de
passe	VERB	passer
comprendre	VERB	comprendre
Loin	ADV	loin
les	DET	le
étiez	AUX	être
monde	NOUN	monde
,	PUNCT	,
de	ADP	de
vos	DET	votre
,	PUNCT	,
ce	DET	ce
et	CCONJ	et
,	PUNCT	,
brillant	ADJ	brillant
porc	NOUN	porc
montagne	NOUN	montagne
vous	PRON	vous
vous	PRON	vous
vous	PRON	vous
–	PUNCT	–
par	ADP	par
probablement	ADV	probablement
automate	NOUN	automate
même	PRON	même
plus	ADV	plus
lorsqu'	SCONJ	lorsque
elle	PRON	lui
qui	PRON	qui
aujourd'hui	ADV	aujourd'hui
vous	PRON	vous
.	PUNCT	.
Plus	ADV	plus
vous	PRON	vous
en	ADP	en
Ce	PRON	ce
,	PUNCT	,
et	CCONJ	et
d'	ADP	de
,	PUNCT	,
appris	VERB	apprendre
,	PUNCT	,
école	NOUN	école
mêmes	ADJ	même
;	PUNCT	;
les	DET	le
cas	NOUN	cas
dire	VERB	dire
inspirer	VERB	inspirer
bas	NOUN	bas
une	DET	un
échelle	NOUN	échelle
Fort	ADV	fort
miel	NOUN	miel
vous	PRON	vous
en	ADP	en
on	PRON	on
ni	CCONJ	ni
si	SCONJ	si
le	DET	le
des	ADP	de
-ce	PRON	-ce
avez	AUX	avoir
la	DET	le
J.	PROPN	J.
vue	NOUN	vue
,	PUNCT	,
La	DET	le
n'	ADV	n'
faisait	VERB	faire
pouvez	VERB	pouvoir
à	ADP	à
air	NOUN	air
stade	NOUN	stade
ne	ADV	ne
nécessairement	ADV	nécessairement
gagné	VERB	gagner
leur	PRON	leur
êtes	AUX	être
la	DET	le
si	SCONJ	si
cela	PRON	cela
d'	ADP	de
meilleur	ADJ	meilleur
,	PUNCT	,
le	DET	le
de	ADP	de
pas	ADV	pas
vos	DET	votre
bon	ADJ	bon
vous	PRON	vous
vous	PRON	vous
les	DET	le
sont	AUX	être
foncier	ADJ	foncier
grand	ADJ	grand
.	PUNCT	.
soit	AUX	être
peu	ADV	peu
comment	ADV	comment
de	ADP	de
encore	ADV	encore
beaucoup	ADV	beaucoup
épargné	VERB	épargner
fortune	NOUN	fortune
.	PUNCT	.
l'	DET	le
moitié	ADV	moitié
devenus	VERB	devenir
de	ADP	de
,	PUNCT	,
mais	CCONJ	mais
plus	ADV	plus
moins	ADV	moins
absolument	ADV	absolument
se	PRON	se
–	PUNCT	–
de	ADP	de
faire	VERB	faire
Quant	ADV	quant
de	ADP	de
de	ADP	de
tiré	VERB	tirer
À	ADP	à
absurdes	ADJ	absurde
enfants	NOUN	enfant
ne	ADV	ne
emmerdants	ADJ	emmerdant
le	PRON	le
pied	NOUN	pied
ses	DET	son
une	DET	un
être	AUX	être
À	ADP	à
(	PUNCT	(
ma	DET	mon
en	ADP	en
le	DET	le
qui	PRON	qui
genoux	NOUN	genou
années	NOUN	année
,	PUNCT	,
malgré	ADP	malgré
,	PUNCT	,
)	PUNCT	)
ou	CCONJ	ou
est	AUX	être
à	ADP	à
vous	PRON	vous
à	ADP	à
vie	NOUN	vie
dit	VERB	dire
l'	DET	le
l'	PRON	l'
une	DET	un
êtes	AUX	être
,	PUNCT	,
étincelles	NOUN	étincelle
vous	PRON	vous
qu'	SCONJ	que
.	PUNCT	.
connaissance	NOUN	connaissance
matin	NOUN	matin
erreurs	NOUN	erreur
existence	NOUN	existence
alors	ADV	alors
vous	PRON	vous
à	ADP	à
Les	DET	le
une	DET	un
financier	NOUN	financier
m'	PRON	me
se	PRON	se
.	PUNCT	.
devrait	VERB	devoir
la	DET	le
mon	DET	mon
seront	AUX	être
si	SCONJ	si
–	PUNCT	–
par	ADP	par
de	ADP	de
ayez	AUX	avoir
de	ADP	de
d'	ADP	de
m'	PRON	me
il	PRON	il
passé	NOUN	passé
minus	NOUN	minus
,	PUNCT	,
les	DET	le
de	ADP	de
.	PUNCT	.
.	PUNCT	.
des	ADP	de
génie	NOUN	génie
Surtout	ADV	surtout
sans	ADP	sans
marche	NOUN	marche
.	PUNCT	.
vous	PRON	vous
–	PUNCT	–
il	PRON	il
de	ADP	de
vous	PRON	vous
retrouve	VERB	retrouve
conservé	VERB	conserver
leçon	NOUN	leçon
faiblesses	NOUN	faiblesse
lors	ADV	lors
qu'	SCONJ	que
détesterez	VERB	détester
Finalement	ADV	finalement
.	PUNCT	.
,	PUNCT	,
va	VERB	aller
que	SCONJ	que
L'	DET	le
,	PUNCT	,
égal	ADJ	égal
que	SCONJ	que
dans	ADP	dans
vos	DET	votre
c'	PRON	ce
d'	ADP	de
savoir	VERB	savoir
Le	DET	le
première	ADJ	premier
,	PUNCT	,
et	CCONJ	et
gars	NOUN	gars
hommes	NOUN	homme
à	ADP	à
pas	ADV	pas
oubli	NOUN	oubli
qui	PRON	qui
commettre	VERB	commettre
siffler	VERB	siffler
enculer	VERB	enculer
dire	VERB	dire
à	ADP	à
imbécile	NOUN	imbécile
connais	VERB	connaître
Virage	NOUN	virage
relâche	NOUN	relâche
général	ADJ	général
l'	DET	le
comptent	VERB	compter
l'	DET	le
pour	ADP	pour
se	PRON	se
un	PRON	un
.	PUNCT	.
chose	NOUN	chose
à	ADP	à
(	PUNCT	(
sa	DET	son
de	ADP	de
douzaine	NOUN	douzaine
le	DET	le
Quant	ADV	quant
soir	NOUN	soir
encore	ADV	encore
de	ADP	de
voyez	VERB	voir
carrière	NOUN	carrière
que	SCONJ	que
quatre-vingts	PRON	quatre-vingts
Jules	PROPN	Jules
au	ADP	au
.	PUNCT	.
gens	NOUN	gens
est	AUX	être
–	PUNCT	–
et	CCONJ	et
vite	ADV	vite
En	ADP	en
évidente	ADJ	évident
qui	PRON	qui
avant	ADP	avant
.	PUNCT	.
fait	VERB	faire
la	DET	le
ne	ADV	ne
développent	VERB	développer
,	PUNCT	,
bon	ADJ	bon
est	AUX	être
ni	CCONJ	ni
de	ADP	de
succès	NOUN	succès
cela	PRON	cela
au	DET	au
Le	DET	le
,	PUNCT	,
À	ADP	à
emmerdeurs	NOUN	emmerdeur
change	VERB	changer
désirent	VERB	désirer
serait	VERB	être
l'	DET	le
liste	NOUN	liste
encore	ADV	encore
vous	PRON	vous
disais	VERB	dire
,	PUNCT	,
sans	ADP	sans
à	ADP	à
seulement	ADV	seulement
dire	VERB	dire
je	PRON	je
a	VERB	avoir
.	PUNCT	.
avec	ADP	avec
large	ADJ	large
votre	DET	votre
Va	VERB	aller
rares	ADJ	rare
la	DET	le
la	DET	le
gardez	VERB	garder
acquisition	NOUN	acquisition
que	SCONJ	que
du	ADP	de
vinaigre	NOUN	vinaigre
liberté	NOUN	liberté
après	ADP	après
et	CCONJ	et
de	ADP	de
révèle	VERB	révéler
,	PUNCT	,
sans	ADP	sans
d'	ADP	de
seconde	NOUN	seconde
autre	ADJ	autre
autrefois	ADV	autrefois
en	ADP	en
sans	ADP	sans
ou	CCONJ	ou
mon	DET	mon
amis	NOUN	ami
puissiez	VERB	pouvoir
invalide	ADJ	invalide
devient	VERB	devenir
des	ADP	de
a	VERB	avoir
,	PUNCT	,
le	DET	le
cinq	NUM	cinq
vous	PRON	vous
une	DET	un
pour	ADP	pour
plus	ADV	plus
vie	NOUN	vie
crime	NOUN	crime
paraît	VERB	paraître
grandes	ADJ	grand
vue	NOUN	vue
auteur	NOUN	auteur
l'	DET	le
est	VERB	être
commettiez	VERB	commettre
et	CCONJ	et
santé	NOUN	santé
enfants	NOUN	enfant
-	PRON	-
force	NOUN	force
ni	CCONJ	ni
évoluent	VERB	évoluer
–	PUNCT	–
de	ADP	de
est	AUX	être
que	PRON	que
si	SCONJ	si
pour	ADP	pour
les	DET	le
reconnaîtraient	VERB	reconnaître
.	PUNCT	.
ni	CCONJ	ni
)	PUNCT	)
,	PUNCT	,
ne	ADV	ne
de	ADP	de
fin	NOUN	fin
vous	PRON	vous
il	PRON	il
tandis	ADV	tandis
il	PRON	il
vous	PRON	vous
,	PUNCT	,
la	DET	le
vu	VERB	voir
s'	SCONJ	s'
,	PUNCT	,
chose	NOUN	chose
cul	NOUN	cul
les	DET	le
où	PRON	où
ne	ADV	ne
tout	ADJ	tout
est	AUX	être
général	NOUN	général
succès	NOUN	succès
de	ADP	de
autre	PRON	autre
vient	VERB	venir
mort	NOUN	mort
pas	ADV	pas
monde	NOUN	monde
.	PUNCT	.
il	PRON	il
nombre	NOUN	nombre
.	PUNCT	.
maître	NOUN	maître
à	ADP	à
rose	NOUN	rose
écrivain	NOUN	écrivain
les	DET	le
,	PUNCT	,
ensemble	ADV	ensemble
a	AUX	avoir
il	PRON	il
mon	DET	mon
en	ADP	en
avoir	AUX	avoir
angle	NOUN	angle
,	PUNCT	,
se	PRON	se
vous	PRON	vous
ou	CCONJ	ou
plus	ADV	plus
la	DET	le
vieillissez	VERB	vieillir
la	DET	le
les	PRON	le
pas	ADV	pas
n'	ADV	n'
une	DET	un
malgré	ADP	malgré
c'	PRON	ce
soi	PRON	soi
goûter	VERB	goûter
cœur	NOUN	cœur
ils	PRON	il
de	ADP	de
la	DET	le
guère	ADV	guère
avec	ADP	avec
,	PUNCT	,
continuent	VERB	continuer
,	PUNCT	,
on	PRON	on
types	NOUN	type
-vous	PRON	vous
,	PUNCT	,
la	DET	le
fléau	NOUN	fléau
choses	NOUN	chose
votre	DET	votre
des	DET	un
détestiez	VERB	détester
tous	ADJ	tout
occupé	ADJ	occupé
bien-intentionnés	NOUN	bien-intentionné
d'	ADP	de
pilule	NOUN	pilule
pouvez	VERB	pouvoir
mille	NUM	mille
ou	CCONJ	ou
fleurs	NOUN	fleur
réclame	VERB	réclame
repas	NOUN	repas
pleine	ADJ	plein
votre	DET	votre
comme	SCONJ	comme
d'	ADP	de
mis	VERB	mettre
,	PUNCT	,
il	PRON	il
jeunes	NOUN	jeune
bonne	ADJ	bon
et	CCONJ	et
doute	NOUN	doute
servir	VERB	servir
cela	PRON	cela
il	PRON	il
pour	ADP	pour
si	SCONJ	si
philosophie	NOUN	philosophie
tenir	VERB	tenir
de	ADP	de
à	ADP	à
êtres	NOUN	être
,	PUNCT	,
êtes	AUX	être
loisir	NOUN	loisir
:	PUNCT	:
à	ADP	à
te	PRON	te
plus	ADV	plus
,	PUNCT	,
,	PUNCT	,
si	SCONJ	si
remercier	VERB	remercier
fesses	NOUN	fesse
au	ADP	au
est	VERB	être
désolé	ADJ	désolé
de	ADP	de
leurs	DET	leur
ceux	PRON	celui
apprend	VERB	apprendre
plus	ADV	plus
.	PUNCT	.
Mais	CCONJ	mais
vous	PRON	vous
forcément	ADV	forcément
donne	VERB	donne
ne	ADV	ne
vous	PRON	vous
fois	NOUN	fois
garder	VERB	garder
aient	AUX	avoir
vient	VERB	venir
,	PUNCT	,
,	PUNCT	,
peut-être	ADV	peut-être
en	PRON	en
comme	SCONJ	comme
faire	AUX	faire
époque	NOUN	époque
.	PUNCT	.
n'	ADV	n'
sur	ADP	sur
vos	DET	votre
ils	PRON	il
à	ADP	à
ce	PRON	ce
vous	PRON	vous
alors	ADV	alors
.	PUNCT	.
accrocheuses	ADJ	accrocheur
heureusement	ADV	heureusement
entièrement	ADV	entièrement
que	SCONJ	que
haut	NOUN	haut
in	X	in
.	PUNCT	.
d'	ADP	de
.	PUNCT	.
plus	ADV	plus
à	ADP	à
jours	NOUN	jour
le	DET	le
sera	AUX	être
Huysmans	PROPN	Huysmans
Et	CCONJ	et
la	DET	le
sans	ADP	sans
emmerder	VERB	emmerder
et	CCONJ	et
le	DET	le
dès	ADP	dès
jour	NOUN	jour
l'	DET	le
.	PUNCT	.
tout	ADV	tout
respectiez	VERB	respecter
on	PRON	on
ce	DET	ce
ce	PRON	ce
est	AUX	être
en	ADP	en
par	ADP	par
,	PUNCT	,
années	NOUN	année
la	DET	le
les	PRON	le
pouvez	VERB	pouvoir
tête	NOUN	tête
lutte	NOUN	lutte
figures	NOUN	figure
encore	ADV	encore
En	ADP	en
à	ADP	à
jour	NOUN	jour
pouvoir	VERB	pouvoir
chêne	NOUN	chêne
;	PUNCT	;
assez	ADV	assez
,	PUNCT	,
ne	ADV	ne
.	PUNCT	.
son	DET	son
vie	NOUN	vie
va	VERB	aller
S'	SCONJ	s'
nous	PRON	nous
se	PRON	se
,	PUNCT	,
une	DET	un
,	PUNCT	,
l'	DET	le
rare	ADJ	rare
Loin	ADV	loin
sorte	NOUN	sorte
,	PUNCT	,
,	PUNCT	,
parents	NOUN	parent
passé	NOUN	passé
déjà	ADV	déjà
compte	NOUN	compte
demeure	VERB	demeure
suffit	VERB	suffire
que	PRON	que
de	DET	de
bonté	NOUN	bonté
caractère	NOUN	caractère
les	DET	le
monde	NOUN	monde
ai	AUX	avoir
.	PUNCT	.
vos	DET	votre
est	AUX	être
,	PUNCT	,
votre	DET	votre
je	PRON	je
idiots	ADJ	idiot
petites	ADJ	petit
,	PUNCT	,
tous	ADJ	tout
nénés	NOUN	néné
je	PRON	je
individus	NOUN	individu
,	PUNCT	,
plus	ADV	plus
j'	PRON	je
le	DET	le
à	ADP	à
observant	VERB	observer
âge	NOUN	âge
viable	ADJ	viable
monde	NOUN	monde
une	DET	un
,	PUNCT	,
à	ADP	à
.	PUNCT	.
souvent	ADV	souvent
les	DET	le
Et	CCONJ	et
à	ADP	à
à	ADP	à
,	PUNCT	,
nom	NOUN	nom
quel	DET	quel
avaler	VERB	avaler
vous	PRON	vous
seul	ADJ	seul
oiseaux	NOUN	oiseau
si	SCONJ	si
de	ADP	de
de	ADP	de
qui	PRON	qui
»	PUNCT	»
pouvez	VERB	pouvoir
qu'	PRON	qu'
jours	NOUN	jour
au	ADP	au
moins	ADV	moins
de	DET	de
l'	DET	le
heureuse	ADJ	heureux
monde	NOUN	monde
il	PRON	il
avenir	NOUN	avenir
,	PUNCT	,
soi	PRON	soi
ans	NOUN	an
Rebours	PROPN	Rebours
Malgré	ADP	malgré
commencer	VERB	commencer
pas	ADV	pas
.	PUNCT	.
huitième	ADJ	huitième
plus	ADV	plus
.	PUNCT	.
le	DET	le
Il	PRON	il
le	DET	le
rend	VERB	rendre
de	ADP	de
quelle	DET	quel
savoir	VERB	savoir
il	PRON	il
,	PUNCT	,
les	PRON	le
qui	PRON	qui
déjà	ADV	déjà
fortuné	ADJ	fortuné
,	PUNCT	,
Si	SCONJ	si
,	PUNCT	,
empêcher	VERB	empêcher
À	ADP	à
tourner	VERB	tourner
:	PUNCT	:
c'	PRON	ce
Le	DET	le
grandir	VERB	grandir
personne	PRON	personne
)	PUNCT	)
succès	NOUN	succès
jeune	ADJ	jeune
qui	PRON	qui
intéresse	VERB	intéresse
l'	DET	le
fendre	VERB	fendre
n'	ADV	n'
.	PUNCT	.
chaque	DET	chaque
les	DET	le
fois	NOUN	fois
merde	NOUN	merde
aussi	ADV	aussi
,	PUNCT	,
en	ADP	en
À	ADP	à
porc	NOUN	porc
si	SCONJ	si
empêcher	VERB	empêcher
bien	ADV	bien
,	PUNCT	,
et	CCONJ	et
leçons	NOUN	leçon
(	PUNCT	(
problème	NOUN	problème
,	PUNCT	,
fait	VERB	faire
là	ADV	là
c'	PRON	ce
ni	CCONJ	ni
quelques	DET	quelque
À	ADP	à
ne	ADV	ne
rendre	VERB	rendre
pas	ADV	pas
présent	NOUN	présent
gars	NOUN	gars
imbéciles	NOUN	imbécile
est	AUX	être
je	PRON	je
point	NOUN	point
l'	DET	le
exceptions	NOUN	exception
Quand	SCONJ	quand
en	ADP	en
vous	PRON	vous
petto	PROPN	petto
vous	PRON	vous
se	PRON	se
écrivain	NOUN	écrivain
leurs	DET	leur
vous	PRON	vous
est	AUX	être
hargne	NOUN	hargne
vérité	NOUN	vérité
QUATRE-VINGTS	NUM	QUATRE-VINGTS
une	DET	un
quelque	DET	quelque
peut	VERB	pouvoir
rien	PRON	rien
meilleurs	ADJ	meilleur
allumer	VERB	allumer
et	CCONJ	et
ne	ADV	ne
et	CCONJ	et
,	PUNCT	,
nous	PRON	nous
plaisir	NOUN	plaisir
à	ADP	à
,	PUNCT	,
accompagne	VERB	accompagne
le	DET	le
vous	PRON	vous
pouvez	VERB	pouvoir
La	DET	le
de	ADP	de
les	DET	le
restez	VERB	rester
amoureux	ADJ	amoureux
en	PRON	en
ou	CCONJ	ou
,	PUNCT	,
l'	DET	le
que	PRON	que
debout	ADV	debout
pas	ADV	pas
prendre	VERB	prendre
faire	VERB	faire
cynisme	NOUN	cynisme
homme	NOUN	homme
enfants	NOUN	enfant
son	DET	son
comment	ADV	comment
plupart	NOUN	plupart
fautes	NOUN	faute
suis	AUX	être
plaît	VERB	plaire
ni	CCONJ	ni
une	DET	un
esprit	NOUN	esprit
,	PUNCT	,
l'	DET	le
que	SCONJ	que
s'	SCONJ	s'
au	DET	au
est	AUX	être
bousculer	VERB	bousculer
où	PRON	où
,	PUNCT	,
ce	PRON	ce
que	ADV	que
sous	ADP	sous
et	CCONJ	et
Le	DET	le
une	DET	un
,	PUNCT	,
sinistre	ADJ	sinistre
espèce	NOUN	espèce
,	PUNCT	,
Ne	ADV	ne
cela	PRON	cela
méprisiez	VERB	mépriser
n'	ADV	n'
atteigne	VERB	atteindre
véritable	ADJ	véritable
visage	NOUN	visage
jour	NOUN	jour
jeune	ADJ	jeune
des	ADP	de
.	PUNCT	.
faire	VERB	faire
je	PRON	je
autre	ADJ	autre
J'	PRON	je
a	VERB	avoir
trop	ADV	trop
et	CCONJ	et
l'	DET	le
ami	NOUN	ami
.	PUNCT	.
.	PUNCT	.
monde	NOUN	monde
parler	VERB	parler
mais	CCONJ	mais
des	DET	un
le	DET	le
.	PUNCT	.
Dans	ADP	dans
se	PRON	se
ans	NOUN	an
ai	AUX	avoir
qu'	SCONJ	que
,	PUNCT	,
à	ADP	à
j'	PRON	je
,	PUNCT	,
avec	ADP	avec
cette	DET	ce
que	SCONJ	que
un	DET	un
si	SCONJ	si
,	PUNCT	,
donné	VERB	donner
lequel	PRON	lequel
(	PUNCT	(
ne	ADV	ne
j'	PRON	je
.	PUNCT	.
,	PUNCT	,
baignons	VERB	baigner
par	ADP	par
a	AUX	avoir
plus	ADV	plus
sûrement	ADV	sûrement
visionnaires	NOUN	visionnaire
soit	PRON	soit
être	ADV	être
:	PUNCT	:
cela	PRON	cela
pas	ADV	pas
facilité	NOUN	facilité
est	VERB	être
faire	VERB	faire
avec	ADP	avec
n'	ADV	n'
a	AUX	avoir
juge	VERB	juger
seule	ADJ	seul
est	AUX	être
eu	VERB	avoir
mon	DET	mon
avenir	NOUN	avenir
émerveillement	NOUN	émerveillement
souvent	ADV	souvent
reste	VERB	reste
sentir	VERB	sentir
vraiment	ADV	vraiment
tant	ADV	tant
et	CCONJ	et
dit	VERB	dire
le	DET	le
idéal	NOUN	idéal
classe	NOUN	classe
est	VERB	être
appelle	VERB	appeler
même	ADV	même
avais	AUX	avoir
eu	VERB	avoir
me	PRON	me
me	PRON	me
.	PUNCT	.
trentaine	NOUN	trentaine
le	DET	le
religion	NOUN	religion
.	PUNCT	.
charme	NOUN	charme
des	ADP	de
devenait	VERB	devenir
est	AUX	être
passé	VERB	passer
est	AUX	être
une	DET	un
pouvoir	VERB	pouvoir
mauvais	ADJ	mauvais
.	PUNCT	.
en	PRON	en
rarement	ADV	rarement
que	PRON	que
m'	PRON	me
moi	PRON	moi
ci	PRON	ci
la	DET	le
le	DET	le
il	PRON	il
est	AUX	être
d'	ADP	de
,	PUNCT	,
À	ADP	à
me	PRON	me
lier	VERB	lier
ce	PRON	ce
amis	NOUN	ami
mes	DET	mon
bénédiction	NOUN	bénédiction
de	ADP	de
et	CCONJ	et
ait	AUX	avoir
,	PUNCT	,
imaginer	VERB	imaginer
ni	CCONJ	ni
la	DET	le
ait	VERB	avoir
»	PUNCT	»
pas	ADV	pas
une	PRON	un
le	DET	le
dans	ADP	dans
sont	AUX	être
le	DET	le
Toute	ADJ	tout
distinction	NOUN	distinction
suis	AUX	être
un	DET	un
les	DET	le
insatiable	ADJ	insatiable
jeunesse	NOUN	jeunesse
soixante	NUM	soixante
peut	VERB	pouvoir
de	ADP	de
que	PRON	que
être	AUX	être
laissant	VERB	laisser
.	PUNCT	.
;	PUNCT	;
vague	ADJ	vague
Ce	PRON	ce
,	PUNCT	,
alors	ADV	alors
que	PRON	que
j'	PRON	je
avec	ADP	avec
quand	SCONJ	quand
ne	ADV	ne
–	PUNCT	–
je	PRON	je
jeune	ADJ	jeune
adage	NOUN	adage
lui-même	PRON	lui-même
d'	ADP	de
.	PUNCT	.
où	PRON	où
le	DET	le
qui	PRON	qui
de	ADP	de
J'	PRON	je
de	ADP	de
ai	AUX	avoir
avec	ADP	avec
que	SCONJ	que
la	DET	le
De	ADP	de
jeunesse	NOUN	jeunesse
liens	NOUN	lien
j'	PRON	je
vie	NOUN	vie
,	PUNCT	,
:	PUNCT	:
pas	ADV	pas
.	PUNCT	.
éveiller	VERB	éveiller
écrivain	NOUN	écrivain
,	PUNCT	,
de	ADP	de
la	DET	le
mais	CCONJ	mais
préservé	VERB	préserver
jamais	ADV	jamais
Elle	PRON	lui
.	PUNCT	.
amis	NOUN	ami
quelques	DET	quelque
,	PUNCT	,
optimiste	NOUN	optimiste
que	ADV	que
tout	ADV	tout
et	CCONJ	et
autres	PRON	autre
une	DET	un
tous	PRON	tout
a	VERB	avoir
je	PRON	je
les	DET	le
à	ADP	à
la	DET	le
amis	NOUN	ami
-	ADV	-
position	NOUN	position
de	ADP	de
.	PUNCT	.
de	ADP	de
et	CCONJ	et
la	PRON	le
me	PRON	me
rit	VERB	rire
fois	NOUN	fois
me	PRON	me
,	PUNCT	,
bien	NOUN	bien
.	PUNCT	.
offrir	VERB	offrir
vie	NOUN	vie
franchement	ADV	franchement
les	PRON	le
par	ADP	par
nôtres	ADJ	nôtre
.	PUNCT	.
jamais	ADV	jamais
peur	NOUN	peur
au-dessus	ADV	au-dessus
n'	ADV	n'
des	ADP	de
été	VERB	être
goûter	VERB	goûter
une	DET	un
commence	VERB	commencer
n'	ADV	n'
.	PUNCT	.
à	ADP	à
est	AUX	être
de	ADP	de
eu	VERB	avoir
l'	DET	le
resserré	VERB	resserrer
,	PUNCT	,
se	PRON	se
.	PUNCT	.
avenir	NOUN	avenir
ma	DET	mon
dire	VERB	dire
«	PUNCT	«
et	CCONJ	et
pas	ADV	pas
souvient	VERB	souvenir
moins	ADV	moins
tu	PRON	tu
vivent	VERB	vivre
n'	ADV	n'
ans	NOUN	an
je	PRON	je
en	ADP	en
sage	NOUN	sage
tomber	VERB	tomber
point	NOUN	point
-là	NOUN	-là
soucie	VERB	soucier
l'	DET	le
De	ADP	de
et	CCONJ	et
qui	PRON	qui
Il	PRON	il
a	AUX	avoir
qui	PRON	qui
sont	AUX	être
courage	NOUN	courage
Il	PRON	il
–	PUNCT	–
me	PRON	me
le	PRON	le
pénible	ADJ	pénible
suis	AUX	être
entre	ADP	entre
une	DET	un
passé	NOUN	passé
moment	NOUN	moment
avais	AUX	avoir
adolescence	NOUN	adolescence
La	DET	le
absolue	ADJ	absolu
pleurer	VERB	pleurer
est	VERB	être
c'	PRON	ce
moi	PRON	moi
ne	ADV	ne
qu'	PRON	qu'
cessé	VERB	cesser
de	ADP	de
,	PUNCT	,
,	PUNCT	,
et	CCONJ	et
côté	NOUN	côté
tard	ADV	tard
des	ADP	de
ou	CCONJ	ou
ma	DET	mon
vision	NOUN	vision
;	PUNCT	;
.	PUNCT	.
,	PUNCT	,
femme	NOUN	femme
et	CCONJ	et
ma	DET	mon
homme	NOUN	homme
quelque	ADV	quelque
que	ADV	que
,	PUNCT	,
mon	DET	mon
ce	PRON	ce
a	AUX	avoir
vie	NOUN	vie
c'	PRON	ce
ce	DET	ce
qui	PRON	qui
trente	NUM	trente
grandes	ADJ	grand
de	ADP	de
l'	DET	le
jamais	ADV	jamais
et	CCONJ	et
ne	ADV	ne
Peut	ADV	peut
à	ADP	à
avis	NOUN	avis
curiosité	NOUN	curiosité
tout	PRON	tout
il	PRON	il
est	AUX	être
laquelle	PRON	lequel
le	DET	le
libre	ADJ	libre
méprise	VERB	méprendre
amitié	NOUN	amitié
de	DET	de
monde	NOUN	monde
le	PRON	le
ai	AUX	avoir
le	DET	le
amis	NOUN	ami
te	PRON	te
qu'	SCONJ	que
profondeurs	NOUN	profondeur
tripes	NOUN	tripe
qui	PRON	qui
un	DET	un
est	AUX	être
savoir	VERB	savoir
L'	DET	le
plus	ADV	plus
j'	PRON	je
