chargés	VERB	charger
trop	ADV	trop
longues	ADJ	long
,	PUNCT	,
de	ADP	de
qu'	SCONJ	que
la	DET	le
accentuait	VERB	accentuer
et	CCONJ	et
chavirer	VERB	chavirer
festoyer	VERB	festoyer
tellement	ADV	tellement
blonde	ADJ	blond
au	ADP	au
tromperie	NOUN	tromperie
de	ADP	de
d'	ADP	de
de	ADP	de
.	PUNCT	.
tombé	VERB	tomber
déchaînée	VERB	déchaîner
de	ADP	de
,	PUNCT	,
n'	ADV	n'
le	DET	le
majestueuses	ADJ	majestueux
mer	NOUN	mer
ses	DET	son
le	PRON	le
soif	NOUN	soif
nouveau	ADJ	nouveau
longtemps	ADV	longtemps
abattait	VERB	abattre
agrippa	VERB	agripper
devant	ADP	devant
effort	NOUN	effort
intimidaient	VERB	intimider
qu'	SCONJ	que
trop	ADV	trop
plaines	NOUN	plaine
et	CCONJ	et
leurs	DET	leur
Quel	DET	quel
,	PUNCT	,
,	PUNCT	,
se	PRON	se
,	PUNCT	,
.	PUNCT	.
horrible	ADJ	horrible
tissu	NOUN	tissu
là	ADV	là
plus	ADV	plus
abaisser	VERB	abaisser
penser	VERB	penser
le	DET	le
le	DET	le
dépit	NOUN	dépit
tempête	NOUN	tempête
pour	ADP	pour
son	DET	son
par	ADP	par
un	DET	un
avant	ADP	avant
un	DET	un
.	PUNCT	.
.	PUNCT	.
hanté	VERB	hanter
.	PUNCT	.
de	ADP	de
,	PUNCT	,
près	ADJ	près
que	SCONJ	que
se	PRON	se
contre	ADP	contre
Une	DET	un
des	ADP	de
avaient	AUX	avoir
ses	DET	son
.	PUNCT	.
le	DET	le
son	DET	son
!	PUNCT	!
hommes	NOUN	homme
corps	NOUN	corps
tout	ADV	tout
...	PUNCT	...
,	PUNCT	,
les	DET	le
et	CCONJ	et
lui	PRON	lui
épaisse	ADJ	épais
de	ADP	de
,	PUNCT	,
qu'	SCONJ	que
l'	DET	le
pousser	VERB	pousser
il	PRON	il
de	ADP	de
précipités	VERB	précipiter
protéger	VERB	protéger
ami	NOUN	ami
contre	ADP	contre
à	ADP	à
destin	NOUN	destin
une	DET	un
côtes	NOUN	côte
du	ADP	de
contraint	VERB	contraindre
la	DET	le
;	PUNCT	;
,	PUNCT	,
parvint	VERB	parvenir
s'	PRON	se
lignes	NOUN	ligne
était	AUX	être
air	NOUN	air
lui	PRON	lui
Adrianna	PROPN	Adrianna
mêlés	VERB	mêler
,	PUNCT	,
et	CCONJ	et
femme	NOUN	femme
rejoignant	VERB	rejoindre
jet	NOUN	jet
mer	NOUN	mer
mouton	NOUN	mouton
perdait	VERB	perdre
—	PUNCT	—
Angleterre	PROPN	Angleterre
Il	PRON	il
butin	NOUN	butin
laissé	VERB	laisser
il	PRON	il
hors	ADP	hors
sur	ADP	sur
barbe	NOUN	barbe
arracher	VERB	arracher
refusait	VERB	refuser
les	DET	le
ses	DET	son
Harald	PROPN	Harald
la	DET	le
vengeance	NOUN	vengeance
bouger	VERB	bouger
procurait	VERB	procurer
pour	ADP	pour
feu	NOUN	feu
sa	DET	son
à	ADP	à
la	DET	le
rude	ADJ	rude
la	DET	le
plissa	VERB	plisser
,	PUNCT	,
France	PROPN	France
les	DET	le
si	ADV	si
...	PUNCT	...
lui	PRON	lui
ignoble	ADJ	ignoble
vague	NOUN	vague
responsable	NOUN	responsable
,	PUNCT	,
était	AUX	être
l'	PRON	l'
à	ADP	à
puis	CCONJ	puis
pu	VERB	pouvoir
Scandinaves	ADJ	scandinave
que	PRON	que
de	ADP	de
.	PUNCT	.
Par	ADP	par
effondra	VERB	effondrer
la	DET	le
et	CCONJ	et
convoitées	VERB	convoiter
un	DET	un
braves	NOUN	brave
!	PUNCT	!
atroces	ADJ	atroce
la	DET	le
pour	ADP	pour
s'	PRON	se
du	ADP	de
tombés	VERB	tomber
en	PRON	en
femme	NOUN	femme
en	PRON	en
.	PUNCT	.
sensuelle	ADJ	sensuel
des	ADP	de
deux	NUM	deux
,	PUNCT	,
et	CCONJ	et
de	ADP	de
se	PRON	se
à	ADP	à
les	DET	le
les	DET	le
sourires	NOUN	sourire
ses	DET	son
que	SCONJ	que
arctique	ADJ	arctique
de	ADP	de
drame	NOUN	drame
.	PUNCT	.
ne	ADV	ne
Il	PRON	il
son	DET	son
immense	ADJ	immense
son	DET	son
pour	ADP	pour
,	PUNCT	,
l'	PRON	l'
lancèrent	VERB	lancer
se	PRON	se
avait	VERB	avoir
et	CCONJ	et
,	PUNCT	,
.	PUNCT	.
le	DET	le
abjecte	ADJ	abject
néanmoins	ADV	néanmoins
de	ADP	de
luttaient	VERB	lutter
son	DET	son
de	ADP	de
s'	PRON	se
vers	ADP	vers
et	CCONJ	et
un	DET	un
frappa	VERB	frapper
Comme	SCONJ	comme
soudaine	ADJ	soudain
bascula	VERB	basculer
les	DET	le
sur	ADP	sur
adorée	VERB	adorer
riches	ADJ	riche
été	AUX	être
et	CCONJ	et
Les	DET	le
en	ADP	en
de	ADP	de
la	DET	le
la	DET	le
les	DET	le
pas	NOUN	pas
s'	PRON	se
et	CCONJ	et
noire	ADJ	noir
de	ADP	de
furieux	ADJ	furieux
une	DET	un
maintenant	ADV	maintenant
capricieuse	ADJ	capricieux
Valkyries	NOUN	valkyrie
s'	SCONJ	s'
mer	NOUN	mer
barre	NOUN	barre
.	PUNCT	.
point	NOUN	point
protéger	VERB	protéger
amassé	VERB	amasser
,	PUNCT	,
la	DET	le
l'	DET	le
remous	NOUN	remous
dissimulait	VERB	dissimuler
avant	ADP	avant
brûlait	VERB	brûler
.	PUNCT	.
courage	NOUN	courage
les	DET	le
.	PUNCT	.
lui	PRON	lui
de	ADP	de
exil	NOUN	exil
tête	NOUN	tête
ce	DET	ce
ils	PRON	il
il	PRON	il
,	PUNCT	,
tempête	NOUN	tempête
ironie	NOUN	ironie
grands	ADJ	grand
jamais	ADV	jamais
Il	PRON	il
choc	NOUN	choc
Maudites	ADJ	maudire
la	PRON	le
lame	NOUN	lame
.	PUNCT	.
voulu	VERB	vouloir
un	DET	un
.	PUNCT	.
cruel	ADJ	cruel
n'	ADV	n'
l'	DET	le
tentacules	NOUN	tentacule
des	DET	un
la	DET	le
cœur	NOUN	cœur
vainement	ADV	vainement
aller	VERB	aller
cacher	VERB	cacher
Harald	PROPN	Harald
diabolique	ADJ	diabolique
le	DET	le
drakkar	NOUN	drakkar
l'	DET	le
aurait	AUX	avoir
.	PUNCT	.
,	PUNCT	,
les	DET	le
yeux	NOUN	oeil
redressa	VERB	redresser
le	DET	le
portés	VERB	porter
compagnons	NOUN	compagnon
du	ADP	de
et	CCONJ	et
!	PUNCT	!
de	ADP	de
Harald	PROPN	Harald
sa	DET	son
,	PUNCT	,
de	ADP	de
Il	PRON	il
tout	DET	tout
Il	PRON	il
étourdissement	NOUN	étourdissement
voûté	VERB	voûter
le	PRON	le
d'	DET	d'
destinée	NOUN	destinée
peine	NOUN	peine
ciel	NOUN	ciel
rivage	NOUN	rivage
!	PUNCT	!
Il	PRON	il
son	DET	son
.	PUNCT	.
Adrianna	PROPN	Adrianna
qu'	SCONJ	que
les	DET	le
s'	PRON	se
cette	DET	ce
.	PUNCT	.
si	ADV	si
d'	ADP	de
premier	ADJ	premier
sans	ADP	sans
pierre	NOUN	pierre
périple	NOUN	périple
éveillait	VERB	éveiller
Harald	PROPN	Harald
principal	ADJ	principal
allure	NOUN	allure
vigoureux	ADJ	vigoureux
y	PRON	y
résister	VERB	résister
un	DET	un
trésor	NOUN	trésor
de	ADP	de
si	ADV	si
trouver	VERB	trouver
un	DET	un
Harald	PROPN	Harald
à	ADP	à
Quelle	DET	quel
cordage	NOUN	cordage
dans	ADP	dans
climat	NOUN	climat
exploser	VERB	exploser
un	DET	un
Non	ADV	non
...	PUNCT	...
,	PUNCT	,
sous	ADP	sous
tête	NOUN	tête
narguer	VERB	narguer
;	PUNCT	;
avait	AUX	avoir
et	CCONJ	et
,	PUNCT	,
lui	PRON	lui
qui	PRON	qui
de	ADP	de
Il	PRON	il
Mais	CCONJ	mais
montré	VERB	montrer
dans	ADP	dans
il	PRON	il
,	PUNCT	,
poitrine	NOUN	poitrine
ses	DET	son
,	PUNCT	,
prisonnier	ADV	prisonnier
de	ADP	de
sa	DET	son
,	PUNCT	,
faible	ADJ	faible
du	ADP	de
contre	ADP	contre
s'	PRON	se
poursuivre	VERB	poursuivre
d'	ADP	de
roulis	NOUN	roulis
chevaucher	VERB	chevaucher
luttant	VERB	lutter
peau	NOUN	peau
plus	ADV	plus
mer	NOUN	mer
gisait	VERB	gésir
drakkar	NOUN	drakkar
Mais	CCONJ	mais
sa	DET	son
Les	DET	le
de	ADP	de
savait	VERB	savoir
dans	ADP	dans
essaya	VERB	essayer
roula	VERB	rouler
épée	NOUN	épée
long	ADJ	long
dessus	ADP	dessus
le	DET	le
Alors	ADV	alors
du	ADP	de
Harald	PROPN	Harald
tous	ADJ	tout
pas	ADV	pas
fracassa	VERB	fracasser
pas	ADV	pas
aspiré	VERB	aspirer
fruit	NOUN	fruit
même	ADV	même
de	ADP	de
il	PRON	il
si	ADV	si
le	DET	le
le	DET	le
excitaient	VERB	exciter
était	AUX	être
Les	DET	le
irrépressible	ADJ	irrépressible
visage	NOUN	visage
carré	NOUN	carré
étourdissante	ADJ	étourdissant
.	PUNCT	.
aux	ADP	à
redoublaient	VERB	redoubler
mois	NOUN	mois
Harald	PROPN	Harald
de	ADP	de
en	ADP	en
moindre	ADJ	moindre
s'	PRON	se
.	PUNCT	.
Russell	PROPN	Russell
ses	DET	son
son	DET	son
Un	DET	un
un	DET	un
de	ADP	de
ayant	AUX	avoir
une	DET	un
Homme	NOUN	homme
,	PUNCT	,
.	PUNCT	.
de	ADP	de
les	DET	le
!	PUNCT	!
est	AUX	être
comme	ADP	comme
expédition	NOUN	expédition
suite	ADV	suite
de	ADP	de
.	PUNCT	.
excavation	NOUN	excavation
il	PRON	il
s'	PRON	se
années	NOUN	année
elle	PRON	lui
émerveillé	ADJ	émerveiller
la	DET	le
il	PRON	il
en	PRON	en
Shea	PROPN	Shea
est	AUX	être
aboutir	VERB	aboutir
à	ADP	à
légende	NOUN	légende
racontée	VERB	raconter
équipe	NOUN	équipe
sourd	ADJ	sourd
cet	DET	ce
les	DET	le
siècles	NOUN	siècle
s'	PRON	se
jeta	VERB	jeter
sur	ADP	sur
-il	PRON	il
ouverture	NOUN	ouverture
bien	ADV	bien
d'	ADP	de
oubliait	VERB	oublier
cadavre	NOUN	cadavre
soudain	ADV	soudain
—	PUNCT	—
,	PUNCT	,
était	AUX	être
,	PUNCT	,
de	ADP	de
rejoignit	VERB	rejoindre
La	DET	le
.	PUNCT	.
raideur	NOUN	raideur
souleva	VERB	soulever
ses	DET	son
nouveau	ADJ	nouveau
.	PUNCT	.
humain	ADJ	humain
fourrure	NOUN	fourrure
rivage	NOUN	rivage
était	AUX	être
à	ADP	à
arrachés	VERB	arracher
,	PUNCT	,
tâche	NOUN	tâche
mouvements	NOUN	mouvement
pioche	NOUN	pioche
qu'	SCONJ	que
.	PUNCT	.
plus	ADV	plus
O'	PROPN	O'
être	NOUN	être
il	PRON	il
ailleurs	ADV	ailleurs
retentit	VERB	retentir
Mais	CCONJ	mais
convaincue	VERB	convaincre
des	DET	un
,	PUNCT	,
qu'	SCONJ	que
,	PUNCT	,
glace	NOUN	glace
le	DET	le
au	ADP	au
1	NUM	1
...	PUNCT	...
à	ADP	à
les	DET	le
villages	NOUN	village
phénomène	NOUN	phénomène
n'	ADV	n'
pioche	NOUN	pioche
et	CCONJ	et
entraînant	VERB	entraîner
.	PUNCT	.
tumultueux	ADJ	tumultueux
ténèbres	NOUN	ténèbre
son	DET	son
à	ADP	à
autres	ADJ	autre
barrière	NOUN	barrière
des	ADP	de
autorisé	VERB	autoriser
de	ADP	de
.	PUNCT	.
mer	NOUN	mer
grande	ADJ	grand
peu	ADV	peu
ultrasonique	ADJ	ultrasonique
celle	PRON	celui
grotte	NOUN	grotte
allaient	VERB	aller
pratiquée	VERB	pratiquer
étreignant	VERB	étreindre
l'	DET	le
correspondait	VERB	correspondre
Ce	PRON	ce
passage	NOUN	passage
sur	ADP	sur
dû	ADJ	devoir
que	SCONJ	que
mur	NOUN	mur
—	PUNCT	—
,	PUNCT	,
les	DET	le
-t	PRON	-t
Russell	PROPN	Russell
Russell	PROPN	Russell
tempérer	VERB	tempérer
vers	ADP	vers
américaine	ADJ	américain
la	DET	le
Son	DET	son
un	DET	un
et	CCONJ	et
jeune	ADJ	jeune
serre	NOUN	serre
le	DET	le
était	AUX	être
plus	ADV	plus
une	DET	un
de	ADP	de
déclara	VERB	déclarer
analyse	NOUN	analyse
.	PUNCT	.
quelques	DET	quelque
si	SCONJ	si
atavisme	NOUN	atavisme
participer	VERB	participer
la	DET	le
passé	VERB	passer
université	NOUN	université
l'	DET	le
tout	ADV	tout
penser	VERB	penser
mission	NOUN	mission
problèmes	NOUN	problème
ses	DET	son
un	DET	un
transformait	VERB	transformer
son	DET	son
Finalement	ADV	finalement
Miranda	PROPN	Miranda
de	ADP	de
sa	DET	son
demanda	VERB	demander
Island	PROPN	Island
avait	AUX	avoir
une	DET	un
se	PRON	se
se	PRON	se
sa	DET	son
leva	VERB	lever
-t	PRON	-t
,	PUNCT	,
Helluland	PROPN	Helluland
par	ADP	par
croyance	NOUN	croyance
de	ADP	de
Une	DET	un
flots	NOUN	flot
de	ADP	de
moment	NOUN	moment
que	SCONJ	que
impénétrable	ADJ	impénétrable
de	ADP	de
absorbée	VERB	absorber
bruyamment	ADV	bruyamment
faible	ADJ	faible
en	ADP	en
son	DET	son
cavité	NOUN	cavité
14	NUM	14
d'	ADP	de
extérieur	ADJ	extérieur
mouvement	NOUN	mouvement
les	DET	le
de	ADP	de
Beaumont	PROPN	Beaumont
,	PUNCT	,
et	CCONJ	et
Elle	PRON	lui
dieu	NOUN	dieu
mur	NOUN	mur
meurtrissaient	VERB	meurtrir
toutefois	ADV	toutefois
fin	NOUN	fin
,	PUNCT	,
gris	ADJ	gris
les	DET	le
les	DET	le
Une	DET	un
l'	DET	le
cavité	NOUN	cavité
qu'	SCONJ	que
été	VERB	être
grotte	NOUN	grotte
pourrait	VERB	pouvoir
chevaucher	VERB	chevaucher
exclama	VERB	exclamer
dix	NUM	dix
.	PUNCT	.
et	CCONJ	et
,	PUNCT	,
vacuum	NOUN	vacuum
murmura	VERB	murmurer
les	DET	le
bruit	NOUN	bruit
un	DET	un
la	DET	le
.	PUNCT	.
l'	PRON	l'
,	PUNCT	,
.	PUNCT	.
père	NOUN	père
,	PUNCT	,
travers	NOUN	travers
La	DET	le
,	PUNCT	,
son	DET	son
qu'	SCONJ	que
.	PUNCT	.
et	CCONJ	et
tourbillons	NOUN	tourbillon
le	PRON	le
elle	PRON	lui
allait	VERB	aller
son	DET	son
superstitieuse	ADJ	superstitieux
glace	NOUN	glace
teint	NOUN	teint
père	NOUN	père
froid	NOUN	froid
le	DET	le
pendant	ADP	pendant
,	PUNCT	,
.	PUNCT	.
.	PUNCT	.
vers	ADP	vers
glace	NOUN	glace
la	DET	le
-elle	PRON	lui
s'	PRON	se
la	DET	le
étreinte	NOUN	étreinte
le	DET	le
se	PRON	se
se	PRON	se
père	NOUN	père
Le	DET	le
les	DET	le
gémissement	NOUN	gémissement
se	PRON	se
énième	ADJ	énième
homme	NOUN	homme
cette	DET	ce
ardeur	NOUN	ardeur
ne	ADV	ne
la	DET	le
transmise	VERB	transmettre
secrets	NOUN	secret
conservé	VERB	conserver
part	NOUN	part
.	PUNCT	.
leur	DET	leur
!	PUNCT	!
Miranda	PROPN	Miranda
Harald	PROPN	Harald
ressentait	VERB	ressentir
rendue	VERB	rendre
les	DET	le
il	PRON	il
et	CCONJ	et
que	SCONJ	que
à	ADP	à
sorte	NOUN	sorte
le	DET	le
lagrotte	NOUN	lagrotte
instants	NOUN	instant
les	PRON	le
homme	NOUN	homme
également	ADV	également
son	DET	son
le	DET	le
de	ADP	de
dans	ADP	dans
frappa	VERB	frapper
-ils	PRON	il
profondément	ADV	profondément
celle	PRON	celui
se	PRON	se
.	PUNCT	.
gris	ADJ	gris
ses	DET	son
cérémonial	ADJ	cérémonial
une	DET	un
son	DET	son
qu'	PRON	qu'
