résidentiel	ADJ	résidentiel
et	CCONJ	et
--	PUNCT	--
ceux	PRON	celui
ses	DET	son
municipale	ADJ	municipal
sur	ADP	sur
s'	PRON	se
Catalan	PROPN	Catalan
,	PUNCT	,
net	ADJ	net
.	PUNCT	.
dormait	VERB	dormir
pure	ADJ	pur
croyaient	VERB	croire
droit	ADJ	droit
au	ADP	au
sur	ADP	sur
un	PRON	un
mégot	NOUN	mégot
.	PUNCT	.
:	PUNCT	:
dans	ADP	dans
deux	NUM	deux
Grec	NOUN	grec
était	AUX	être
.	PUNCT	.
Les	DET	le
avait	VERB	avoir
les	DET	le
des	ADP	de
mort	NOUN	mort
qui	PRON	qui
voir	VERB	voir
rue	NOUN	rue
--	PUNCT	--
poêle	NOUN	poêle
»	PUNCT	»
rabrouer	VERB	rabrouer
nulle	ADJ	nul
fin	ADJ	fin
»	PUNCT	»
CP	NOUN	cp
raison	NOUN	raison
,	PUNCT	,
tous	ADJ	tout
,	PUNCT	,
Avant	ADP	avant
de	ADP	de
sa	DET	son
benne	NOUN	benne
d'	ADP	de
restait	VERB	rester
âme	NOUN	âme
plus	ADV	plus
dimanche	NOUN	dimanche
y	PRON	y
,	PUNCT	,
apprêtaient	VERB	apprêter
vous	PRON	vous
dans	ADP	dans
orné	VERB	orner
,	PUNCT	,
ont	VERB	avoir
d'	ADP	de
un	DET	un
,	PUNCT	,
à	ADP	à
tour	NOUN	tour
jours	NOUN	jour
n'	ADV	n'
À	ADP	à
Où	ADV	où
la	DET	le
,	PUNCT	,
touchez	VERB	toucher
,	PUNCT	,
hochèrent	VERB	hocher
celui	PRON	celui
tant	ADV	tant
du	ADP	de
c'	PRON	ce
en	PRON	en
aiguë	ADJ	aigu
calme	NOUN	calme
sentent	VERB	sentir
propre	ADJ	propre
à	ADP	à
mais	CCONJ	mais
matin	NOUN	matin
qu'	SCONJ	que
c'	PRON	ce
,	PUNCT	,
nuit	NOUN	nuit
benne	NOUN	benne
Non	ADV	non
entre	ADP	entre
presque	ADV	presque
pas	ADV	pas
vain	ADJ	vain
fallut	VERB	falloir
brûler	VERB	brûler
pendant	ADP	pendant
ils	PRON	il
de	ADP	de
.	PUNCT	.
bleu	ADJ	bleu
?	PUNCT	?
à	ADP	à
langue	NOUN	langue
C'	PRON	ce
,	PUNCT	,
quartier	NOUN	quartier
devant	ADP	devant
les	DET	le
de	ADP	de
au	ADP	au
gauche	ADJ	gauche
nous	PRON	nous
!	PUNCT	!
œil	NOUN	œil
pour	ADP	pour
bouclée	ADJ	bouclé
?	PUNCT	?
poussés	VERB	pousser
chaussée	NOUN	chaussée
et	CCONJ	et
fleuris	ADJ	fleuri
Moi	PRON	moi
dix-sept	NUM	dix-sept
,	PUNCT	,
de	ADP	de
!	PUNCT	!
Mais	CCONJ	mais
.	PUNCT	.
,	PUNCT	,
de	ADP	de
vois	VERB	voir
ne	ADV	ne
leva	VERB	lever
!	PUNCT	!
Les	DET	le
,	PUNCT	,
...	PUNCT	...
l'	DET	le
un	DET	un
le	DET	le
de	ADP	de
escogriffe	NOUN	escogriffe
police	NOUN	police
grand	ADJ	grand
qui	PRON	qui
était	AUX	être
de	ADP	de
»	PUNCT	»
raisons	NOUN	raison
et	CCONJ	et
austère	ADJ	austère
saouls	ADJ	saoûl
«	PUNCT	«
or	NOUN	or
ivrogne	NOUN	ivrogne
as	AUX	avoir
l'	DET	le
benne	NOUN	benne
trio	NOUN	trio
et	CCONJ	et
en	ADP	en
,	PUNCT	,
escogriffe	NOUN	escogriffe
faisait	VERB	faire
quelqu'	PRON	quelqu'
l'	DET	le
l'	PRON	l'
:	PUNCT	:
l'	DET	le
explique	VERB	explique
pour	ADP	pour
sais	VERB	savoir
autre	PRON	autre
leur	PRON	leur
leurs	DET	leur
...	PUNCT	...
qu'	ADV	qu'
,	PUNCT	,
Tu	PRON	tu
au	ADP	au
siège	NOUN	siège
vous	PRON	vous
habitude	NOUN	habitude
aux	ADP	à
de	ADP	de
D'	ADP	de
fallut	VERB	falloir
fond	NOUN	fond
non	ADV	non
emmerdements	NOUN	emmerdement
sifflements	NOUN	sifflement
sans	ADP	sans
demie	NOUN	demie
la	DET	le
mégot	NOUN	mégot
la	DET	le
du	ADP	de
s'	PRON	se
gênait	VERB	gêner
ciel	NOUN	ciel
...	PUNCT	...
.	PUNCT	.
escogriffe	NOUN	escogriffe
respectueusement	ADV	respectueusement
horizon	NOUN	horizon
Et	CCONJ	et
le	DET	le
son	DET	son
Ils	PRON	il
à	ADP	à
à	ADP	à
Espagnol	NOUN	espagnol
,	PUNCT	,
Va	VERB	aller
.	PUNCT	.
bleu	ADJ	bleu
y	PRON	y
épaisses	ADJ	épais
sweater	NOUN	sweater
l'	DET	le
lit	NOUN	lit
Papiers	NOUN	papier
consulta	VERB	consulter
son	DET	son
qui	PRON	qui
l'	PRON	l'
pied	NOUN	pied
signalisation	NOUN	signalisation
les	DET	le
Chaudes	PROPN	Chaudes
delà	ADV	delà
pluie	NOUN	pluie
,	PUNCT	,
,	PUNCT	,
œil	NOUN	œil
jours	NOUN	jour
,	PUNCT	,
silence	NOUN	silence
Moi	PRON	moi
de	ADP	de
préférèrent	VERB	préférer
,	PUNCT	,
!	PUNCT	!
donc	ADV	donc
malade	ADJ	malade
.	PUNCT	.
,	PUNCT	,
un	DET	un
Il	PRON	il
,	PUNCT	,
une	DET	un
meurt	VERB	mourir
Il	PRON	il
tout	PRON	tout
des	ADP	de
la	DET	le
avec	ADP	avec
,	PUNCT	,
Montagnié	PROPN	Montagnié
téléphoner	VERB	téléphoner
le	DET	le
semelle	NOUN	semelle
sa	DET	son
,	PUNCT	,
,	PUNCT	,
Santander	PROPN	Santander
est	AUX	être
démarrer	VERB	démarrer
étaient	VERB	être
l'	DET	le
tous	ADJ	tout
resté	VERB	rester
-ce	PRON	-ce
arrêts	NOUN	arrêt
a	VERB	avoir
ans	NOUN	an
!	PUNCT	!
torrent	NOUN	torrent
,	PUNCT	,
,	PUNCT	,
,	PUNCT	,
lumière	NOUN	lumière
de	ADP	de
»	PUNCT	»
est	AUX	être
risquez	VERB	risquer
Mais	CCONJ	mais
,	PUNCT	,
jeune	ADJ	jeune
Arabes	NOUN	arabe
jaunes	ADJ	jaune
Il	PRON	il
quart	NOUN	quart
aperçut	VERB	apercevoir
les	DET	le
soulignaient	VERB	souligner
bord	NOUN	bord
«	PUNCT	«
ou	CCONJ	ou
question	NOUN	question
belote	NOUN	belote
--	PUNCT	--
contemplait	VERB	contempler
il	PRON	il
était	AUX	être
deux	NUM	deux
»	PUNCT	»
Ils	PRON	il
peu	NOUN	peu
ouvert	ADJ	ouvert
.	PUNCT	.
dix	NUM	dix
internationales	ADJ	international
l'	DET	le
Les	DET	le
jaune	ADJ	jaune
qu'	PRON	qu'
la	DET	le
J'	PRON	je
qui	PRON	qui
possible	ADJ	possible
œil	NOUN	œil
colorés	ADJ	coloré
perpétuité	NOUN	perpétuité
éclairés	VERB	éclairer
le	PRON	le
la	DET	le
heures	NOUN	heure
cirque	NOUN	cirque
de	ADP	de
.	PUNCT	.
--	PUNCT	--
modérément	ADV	modérément
fallait	VERB	falloir
la	DET	le
«	PUNCT	«
avaient	VERB	avoir
rejetées	VERB	rejeter
casaque	NOUN	casaque
Il	PRON	il
de	ADP	de
C'	PRON	ce
le	DET	le
s'	SCONJ	s'
d'	ADP	de
malade	ADJ	malade
Dis	VERB	dire
avait	VERB	avoir
terre	NOUN	terre
sifflaient	VERB	siffler
leur	PRON	leur
vais	VERB	aller
tourner	VERB	tourner
au	ADP	au
À	ADP	à
un	DET	un
un	PRON	un
pas	ADV	pas
ce	DET	ce
de	ADP	de
qu'	SCONJ	que
.	PUNCT	.
de	ADP	de
Ils	PRON	il
)	PUNCT	)
quoi	PRON	quoi
ses	DET	son
en	ADP	en
montre	NOUN	montre
Sierra	NOUN	sierra
:	PUNCT	:
les	PRON	le
en	ADP	en
d'	ADP	de
voiture	NOUN	voiture
Arabes	NOUN	arabe
était	AUX	être
de	ADP	de
?	PUNCT	?
affirma	VERB	affirmer
et	CCONJ	et
coinchée	VERB	coincher
aux	ADP	à
.	PUNCT	.
de	ADP	de
savait	VERB	savoir
.	PUNCT	.
il	PRON	il
ombre	NOUN	ombre
encore	ADV	encore
à	ADP	à
«	PUNCT	«
L'	DET	le
relever	VERB	relever
vous	PRON	vous
lui	PRON	lui
Mais	CCONJ	mais
fermé	ADJ	fermé
en	ADP	en
en	ADP	en
repartît	VERB	repartir
Ils	PRON	il
chaussée	NOUN	chaussée
Aujourd'hui	ADV	aujourd'hui
de	ADP	de
étendit	VERB	étendre
vous	PRON	vous
?	PUNCT	?
Laviolette	PROPN	Laviolette
gravité	NOUN	gravité
place	NOUN	place
.	PUNCT	.
y	PRON	y
,	PUNCT	,
refusé	VERB	refuser
âme	NOUN	âme
les	PRON	le
ici	ADV	ici
Un	DET	un
savait	VERB	savoir
en	ADP	en
,	PUNCT	,
,	PUNCT	,
?	PUNCT	?
barbe	NOUN	barbe
une	DET	un
dont	PRON	dont
,	PUNCT	,
descendit	VERB	descendre
Ils	PRON	il
,	PUNCT	,
joyeuses	ADJ	joyeux
toucherais	VERB	toucher
leur	DET	leur
un	DET	un
La	DET	le
un	DET	un
Ils	PRON	il
lèvres	NOUN	lèvre
et	CCONJ	et
,	PUNCT	,
Comme	SCONJ	comme
!	PUNCT	!
tous	ADJ	tout
ses	DET	son
face	NOUN	face
»	PUNCT	»
rallumant	VERB	rallumer
barrait	VERB	barrer
vêtu	VERB	vêtir
cadavre	NOUN	cadavre
Il	PRON	il
aux	ADP	à
Irun	PROPN	Irun
son	DET	son
enclos	NOUN	enclos
l'	DET	le
croiront	VERB	croire
collines	NOUN	colline
,	PUNCT	,
de	ADP	de
son	DET	son
poindre	VERB	poindre
en	ADP	en
boulevards	NOUN	boulevard
ou	CCONJ	ou
eux	PRON	lui
»	PUNCT	»
concerter	VERB	concerter
leur	PRON	leur
pointillait	VERB	pointiller
l'	DET	le
Teruel	PROPN	Teruel
--	PUNCT	--
bruit	NOUN	bruit
pas	ADV	pas
mort	ADJ	mort
réentendre	VERB	réentendre
le	DET	le
au	ADP	au
Il	PRON	il
feux	NOUN	feu
piétiner	VERB	piétiner
C'	PRON	ce
Malijai	PROPN	Malijai
--	PUNCT	--
allèrent	VERB	aller
bloc	NOUN	bloc
ensemble	NOUN	ensemble
le	DET	le
y	PRON	y
entre	ADP	entre
pour	ADP	pour
à	ADP	à
.	PUNCT	.
fumée	NOUN	fumée
le	PRON	le
faction	NOUN	faction
L'	DET	le
chemin	NOUN	chemin
mazout	NOUN	mazout
n'	ADV	n'
que	ADV	que
se	PRON	se
ce	DET	ce
lui	PRON	lui
avait	VERB	avoir
cheveux	NOUN	cheveu
il	PRON	il
Il	PRON	il
L'	DET	le
le	DET	le
.	PUNCT	.
grand	ADJ	grand
--	PUNCT	--
séminaires	NOUN	séminaire
les	DET	le
publique	ADJ	public
voie	NOUN	voie
science	NOUN	science
était	AUX	être
mit	VERB	mettre
Arabes	NOUN	arabe
sur	ADP	sur
précédaient	VERB	précéder
escogriffe	NOUN	escogriffe
Mais	CCONJ	mais
un	DET	un
votre	DET	votre
Ils	PRON	il
dans	ADP	dans
Avec	ADP	avec
schistes	NOUN	schiste
se	PRON	se
bougnouls	NOUN	bougnoul
virent	VERB	voir
Oh	INTJ	Oh
ses	DET	son
est	AUX	être
devant	ADP	devant
de	ADP	de
de	ADP	de
Comment	ADV	comment
au	ADP	au
faisait	VERB	faire
douter	VERB	douter
n'	ADV	n'
dos	NOUN	dos
heures	NOUN	heure
,	PUNCT	,
Vous	PRON	vous
.	PUNCT	.
apprendre	VERB	apprendre
«	PUNCT	«
.	PUNCT	.
allongé	VERB	allonger
le	DET	le
sur	ADP	sur
,	PUNCT	,
,	PUNCT	,
lui	PRON	lui
Barrême	PROPN	Barrême
de	ADP	de
d'	ADP	de
de	ADP	de
des	DET	un
Il	PRON	il
commissaire	NOUN	commissaire
y	PRON	y
rayon	NOUN	rayon
n'	ADV	n'
est	AUX	être
profita	VERB	profiter
Je	PRON	je
une	DET	un
«	PUNCT	«
.	PUNCT	.
devant	ADP	devant
de	ADP	de
L'	DET	le
!	PUNCT	!
une	DET	un
c'	PRON	ce
immenses	ADJ	immense
lui	PRON	lui
route	NOUN	route
.	PUNCT	.
corps	NOUN	corps
circulation	NOUN	circulation
à	ADP	à
Au	ADP	au
qui	PRON	qui
vinrent	VERB	venir
,	PUNCT	,
deux	PRON	deux
!	PUNCT	!
large	ADJ	large
la	DET	le
!	PUNCT	!
publicitaire	ADJ	publicitaire
un	DET	un
immobile	ADJ	immobile
hâte	NOUN	hâte
sport	NOUN	sport
Comment	ADV	comment
,	PUNCT	,
est	AUX	être
.	PUNCT	.
1	NUM	1
,	PUNCT	,
le	DET	le
À	ADP	à
Barcelonnette	PROPN	Barcelonnette
,	PUNCT	,
clignotant	NOUN	clignotant
.	PUNCT	.
interpellations	NOUN	interpellation
reste	VERB	reste
,	PUNCT	,
l'	PRON	l'
,	PUNCT	,
:	PUNCT	:
!	PUNCT	!
du	ADP	de
vive	VERB	vivre
avec	ADP	avec
à	ADP	à
Leurs	DET	leur
diagonale	NOUN	diagonale
!	PUNCT	!
Gentianesur	PROPN	Gentianesur
longs	ADJ	long
au-dessus	ADV	au-dessus
est	AUX	être
fraternellement	ADV	fraternellement
de	ADP	de
lueur	NOUN	lueur
Il	PRON	il
!	PUNCT	!
.	PUNCT	.
!	PUNCT	!
je	PRON	je
debout	ADV	debout
faire	AUX	faire
la	DET	le
clignotant	NOUN	clignotant
en	PRON	en
là	ADV	là
la	DET	le
en	ADP	en
voulurent	VERB	vouloir
benne	NOUN	benne
ils	PRON	il
,	PUNCT	,
n'	ADV	n'
,	PUNCT	,
torrents	NOUN	torrent
premier	ADJ	premier
relevèrent	VERB	relever
la	DET	le
et	CCONJ	et
Bléone	PROPN	Bléone
Un	DET	un
la	DET	le
ne	ADV	ne
mort	NOUN	mort
plus	ADV	plus
occupez	VERB	occuper
Entre	ADP	entre
pas	ADV	pas
tête	NOUN	tête
quatre	NUM	quatre
vers	ADP	vers
taillaient	VERB	tailler
,	PUNCT	,
bougeait	VERB	bouger
il	PRON	il
.	PUNCT	.
cadavre	NOUN	cadavre
était	AUX	être
voulu	VERB	vouloir
Rhin	PROPN	Rhin
un	DET	un
se	PRON	se
en	PRON	en
a	AUX	avoir
papiers	NOUN	papier
sommeil	NOUN	sommeil
l'	PRON	l'
,	PUNCT	,
fils	NOUN	fils
il	PRON	il
examiner	VERB	examiner
se	PRON	se
moi	PRON	moi
commissaire	NOUN	commissaire
Enfin	ADV	enfin
»	PUNCT	»
cadavre	NOUN	cadavre
Du	ADP	de
bougonnantes	ADJ	bougonnante
doute	NOUN	doute
tromper	VERB	tromper
Le	DET	le
bajoues	NOUN	bajoue
être	AUX	être
-il	PRON	il
pour	ADP	pour
rien	PRON	rien
ai	AUX	avoir
,	PUNCT	,
,	PUNCT	,
c'	PRON	ce
,	PUNCT	,
,	PUNCT	,
""""	PUNCT	""""
est	AUX	être
l'	DET	le
l'	DET	le
--	PUNCT	--
pas	ADV	pas
à	ADP	à
n'	ADV	n'
Un	DET	un
l'	DET	le
seul	ADJ	seul
la	PRON	le
faire	AUX	faire
je	PRON	je
comme	ADP	comme
avez	AUX	avoir
Non	ADV	non
investigations	NOUN	investigation
à	ADP	à
tenait	VERB	tenir
anglaise	ADJ	anglais
au	ADP	au
Oui	ADV	oui
?	PUNCT	?
Laviolette	PROPN	Laviolette
bien	ADV	bien
ans	NOUN	an
coup-de-fil	NOUN	coup-de-fil
angle	NOUN	angle
,	PUNCT	,
Si	SCONJ	si
retrouvé	VERB	retrouver
et	CCONJ	et
!	PUNCT	!
C'	PRON	ce
,	PUNCT	,
aurait	AUX	avoir
,	PUNCT	,
,	PUNCT	,
le	DET	le
,	PUNCT	,
«	PUNCT	«
.	PUNCT	.
!	PUNCT	!
cadavre	NOUN	cadavre
de	ADP	de
haut	ADV	haut
enfoncement	NOUN	enfoncement
Il	PRON	il
!	PUNCT	!
agent	NOUN	agent
--	PUNCT	--
mort	NOUN	mort
?	PUNCT	?
le	PRON	le
le	DET	le
réfléchissait	VERB	réfléchir
sa	DET	son
,	PUNCT	,
reconnu	VERB	reconnaître
avoir	VERB	avoir
dessous	NOUN	dessous
--	PUNCT	--
congé	NOUN	congé
perd	VERB	perdre
experte	ADJ	expert
Bon	ADJ	bon
tenir	VERB	tenir
-vous	PRON	vous
le	DET	le
.	PUNCT	.
pas	ADV	pas
crime	NOUN	crime
peu	ADV	peu
pariétal	NOUN	pariétal
L'	DET	le
une	DET	un
soir	NOUN	soir
par	ADP	par
«	PUNCT	«
se	PRON	se
y	PRON	y
sa	DET	son
ai	AUX	avoir
un	DET	un
,	PUNCT	,
!	PUNCT	!
,	PUNCT	,
?	PUNCT	?
escogriffe	NOUN	escogriffe
...	PUNCT	...
lui	PRON	lui
.	PUNCT	.
,	PUNCT	,
dans	ADP	dans
Parini	PROPN	Parini
des	ADP	de
.	PUNCT	.
,	PUNCT	,
?	PUNCT	?
une	DET	un
roche	NOUN	roche
un	DET	un
la	DET	le
.	PUNCT	.
Oh	INTJ	Oh
,	PUNCT	,
dans	ADP	dans
plus	ADV	plus
être	ADV	être
se	PRON	se
rue	NOUN	rue
lendemain	NOUN	lendemain
fils	NOUN	fils
Celui	PRON	celui
,	PUNCT	,
en	ADP	en
me	PRON	me
chef	NOUN	chef
moment	NOUN	moment
m'	PRON	me
Il	PRON	il
--	PUNCT	--
,	PUNCT	,
Jouve	PROPN	Jouve
?	PUNCT	?
arme	NOUN	arme
ni	CCONJ	ni
,	PUNCT	,
au	ADP	au
bien	ADV	bien
les	PRON	le
le	DET	le
un	DET	un
de	ADP	de
déjà	ADV	déjà
Il	PRON	il
,	PUNCT	,
.	PUNCT	.
carrée	ADJ	carré
Qu'	PRON	qu'
un	DET	un
les	PRON	le
région	NOUN	région
,	PUNCT	,
par	ADP	par
annoncé	VERB	annoncer
malheur	NOUN	malheur
.	PUNCT	.
picoussin	NOUN	picoussin
était	AUX	être
.	PUNCT	.
Et	CCONJ	et
.	PUNCT	.
privé	VERB	priver
abruti	ADJ	abruti
.	PUNCT	.
Landru	PROPN	Landru
brigadier	NOUN	brigadier
avait	AUX	avoir
sol	NOUN	sol
sa	DET	son
,	PUNCT	,
heure	NOUN	heure
,	PUNCT	,
.	PUNCT	.
ans	NOUN	an
m'	PRON	me
!	PUNCT	!
arrivée	NOUN	arrivée
banquet	NOUN	banquet
«	PUNCT	«
Une	DET	un
pas	ADV	pas
.	PUNCT	.
au	ADP	au
blessure	NOUN	blessure
est	AUX	être
J'	PRON	je
,	PUNCT	,
les	DET	le
!	PUNCT	!
,	PUNCT	,
un	DET	un
assister	VERB	assister
dix	NUM	dix
le	DET	le
-il	PRON	il
Montagnié	PROPN	Montagnié
vers	ADP	vers
.	PUNCT	.
.	PUNCT	.
plus	ADV	plus
ses	DET	son
un	DET	un
avis	NOUN	avis
,	PUNCT	,
--	PUNCT	--
dans	ADP	dans
mieux	ADV	mieux
des	DET	un
dit	VERB	dire
police	NOUN	police
moteur	NOUN	moteur
boule	NOUN	boule
Jouve	PROPN	Jouve
?	PUNCT	?
.	PUNCT	.
pas	ADV	pas
sa	DET	son
.	PUNCT	.
Il	PRON	il
clé	NOUN	clé
,	PUNCT	,
à	ADP	à
pas	ADV	pas
Il	PRON	il
.	PUNCT	.
ne	ADV	ne
que	SCONJ	que
.	PUNCT	.
enfoncé	VERB	enfoncer
Appelez	VERB	appeler
laissée	VERB	laisser
caillot	NOUN	caillot
de	ADP	de
,	PUNCT	,
y	PRON	y
sur	ADP	sur
dans	ADP	dans
hier	ADV	hier
là	ADV	là
,	PUNCT	,
que	SCONJ	que
Il	PRON	il
.	PUNCT	.
il	PRON	il
un	DET	un
ça	PRON	cela
était	AUX	être
ça	PRON	cela
eût	AUX	avoir
j'	PRON	je
collaborateur	NOUN	collaborateur
,	PUNCT	,
aller	VERB	aller
espagnolette	NOUN	espagnolette
...	PUNCT	...
Z'	PRON	z'
tourna	VERB	tourner
je	PRON	je
pariétal	NOUN	pariétal
Non	ADV	non
était	AUX	être
,	PUNCT	,
la	DET	le
Personne	PRON	personne
vous	PRON	vous
ne	ADV	ne
dix	NUM	dix
non	ADV	non
Un	DET	un
anglaise	ADJ	anglais
--	PUNCT	--
,	PUNCT	,
plus	ADV	plus
votre	DET	votre
de	ADP	de
saurait	VERB	savoir
!	PUNCT	!
Arabes	NOUN	arabe
.	PUNCT	.
ou	CCONJ	ou
une	DET	un
bien	ADV	bien
Comme	SCONJ	comme
il	PRON	il
Vial	PROPN	Vial
-moi	PRON	moi
,	PUNCT	,
«	PUNCT	«
encore	ADV	encore
de	ADP	de
cadavre	NOUN	cadavre
cette	DET	ce
Après	ADP	après
de	ADP	de
,	PUNCT	,
un	DET	un
police	NOUN	police
d'	ADP	de
fonctionnaires	NOUN	fonctionnaire
d'	ADP	de
puis	CCONJ	puis
,	PUNCT	,
vous	PRON	vous
,	PUNCT	,
médecin	NOUN	médecin
,	PUNCT	,
large	ADJ	large
