Tenez	VERB	tenir
son	DET	son
Personne	PRON	personne
était	AUX	être
...	PUNCT	...
le	DET	le
chambre	NOUN	chambre
a	AUX	avoir
de	ADP	de
bateaux	NOUN	bateau
«	PUNCT	«
Non	ADV	non
deux	NUM	deux
de	ADP	de
d'	ADP	de
,	PUNCT	,
quelque	DET	quelque
«	PUNCT	«
central	ADJ	central
assure	VERB	assure
fini	VERB	finir
puisque	SCONJ	puisque
la	DET	le
au	ADP	au
les	DET	le
fixé	VERB	fixer
,	PUNCT	,
est	AUX	être
séjourné	VERB	séjourner
dit	VERB	dire
voulait	VERB	vouloir
Halte	NOUN	halte
.	PUNCT	.
compagnie	NOUN	compagnie
en	ADP	en
été	NOUN	été
la	DET	le
!	PUNCT	!
lit	NOUN	lit
mieux	ADV	mieux
à	ADP	à
de	ADP	de
Piggot	PROPN	Piggot
n'	ADV	n'
Oh	INTJ	Oh
criait	VERB	crier
!	PUNCT	!
zéro	NUM	zéro
trou	NOUN	trou
,	PUNCT	,
,	PUNCT	,
Londres	PROPN	Londres
Patientons	VERB	patienter
première	ADJ	premier
Halte	NOUN	halte
,	PUNCT	,
d'	ADP	de
dès	ADP	dès
!	PUNCT	!
venus	VERB	venir
sergent	NOUN	sergent
sergent	NOUN	sergent
Recevait	VERB	recevoir
pub	NOUN	pub
ce	DET	ce
leva	VERB	lever
a	AUX	avoir
parler	VERB	parler
soir	NOUN	soir
dîner	VERB	dîner
montée	VERB	monter
du	ADP	de
nous	PRON	nous
l'	DET	le
.	PUNCT	.
depuis	ADV	depuis
à	ADP	à
le	DET	le
théière	NOUN	théière
Bowers	PROPN	Bowers
sortez	VERB	sortir
,	PUNCT	,
.	PUNCT	.
vrai	ADJ	vrai
entré	VERB	entrer
il	PRON	il
—	PUNCT	—
ainsi	ADV	ainsi
de	ADP	de
thé	NOUN	thé
il	PRON	il
et	CCONJ	et
adressait	VERB	adresser
Trouvez	VERB	trouver
,	PUNCT	,
,	PUNCT	,
village	NOUN	village
.	PUNCT	.
arrivée	NOUN	arrivée
réapparaisse	VERB	réapparaître
un	DET	un
.	PUNCT	.
lui	PRON	lui
Charles	PROPN	Charles
-elle	PRON	lui
cuisine	NOUN	cuisine
adressé	VERB	adresser
a	AUX	avoir
imaginaires	ADJ	imaginaire
femmes	NOUN	femme
coucher	VERB	coucher
infuser	VERB	infuser
autobus	NOUN	autobus
un	DET	un
eau	NOUN	eau
l'	PRON	l'
patron	NOUN	patron
sièges	NOUN	siège
!	PUNCT	!
pantalons	NOUN	pantalon
genre	NOUN	genre
de	ADP	de
disparu	VERB	disparaître
vous	PRON	vous
a	AUX	avoir
chaque	DET	chaque
—	PUNCT	—
pas	ADV	pas
qu'	SCONJ	que
Et	CCONJ	et
—	PUNCT	—
tombé	VERB	tomber
vers	ADP	vers
cette	DET	ce
du	ADP	de
voilà	VERB	voilà
.	PUNCT	.
pendre	VERB	pendre
jamais	ADV	jamais
de	ADP	de
ses	DET	son
.	PUNCT	.
le	DET	le
parasols	NOUN	parasol
le	DET	le
se	PRON	se
peu	ADV	peu
qu'	ADV	qu'
ce	DET	ce
Piggot	PROPN	Piggot
ne	ADV	ne
-moi	PRON	moi
tombée	VERB	tomber
tapota	VERB	tapoter
que	PRON	que
vous	PRON	vous
au	ADP	au
contre	ADP	contre
,	PUNCT	,
continué	VERB	continuer
aurai	AUX	avoir
ce	DET	ce
emblée	ADV	emblée
.	PUNCT	.
-	PRON	-
,	PUNCT	,
beau	ADJ	beau
étaient	AUX	être
Bessie	PROPN	Bessie
,	PUNCT	,
sujet	NOUN	sujet
nous	PRON	nous
d'	ADP	de
—	PUNCT	—
!	PUNCT	!
de	ADP	de
sa	DET	son
Bill	PROPN	Bill
il	PRON	il
Mr	NOUN	mr
ai	AUX	avoir
...	PUNCT	...
et	CCONJ	et
allés	VERB	aller
compagnie	NOUN	compagnie
avis	NOUN	avis
vers	ADP	vers
Bowers	PROPN	Bowers
vénérable	ADJ	vénérable
représenté	VERB	représenter
a	AUX	avoir
est	AUX	être
,	PUNCT	,
,	PUNCT	,
l'	DET	le
bar	NOUN	bar
Elle	PRON	lui
seule	ADJ	seul
fortes	ADJ	fort
panne	NOUN	panne
?	PUNCT	?
-t	PRON	-t
tasse	NOUN	tasse
...	PUNCT	...
qui	PRON	qui
Au	ADP	au
,	PUNCT	,
est	AUX	être
il	PRON	il
la	DET	le
et	CCONJ	et
intervenons	VERB	intervenir
Coombs	PROPN	Coombs
lentement	ADV	lentement
s'	PRON	se
il	PRON	il
au	ADP	au
a	AUX	avoir
heures	NOUN	heure
toujours	ADV	toujours
faisait	VERB	faire
crois	VERB	croire
connaissez	VERB	connaître
.	PUNCT	.
.	PUNCT	.
Piggot	PROPN	Piggot
,	PUNCT	,
Piggot	PROPN	Piggot
Du	ADP	de
croyant	VERB	croire
.	PUNCT	.
suis	AUX	être
que	SCONJ	que
,	PUNCT	,
une	DET	un
frapper	VERB	frapper
j'	PRON	je
même	PRON	même
!	PUNCT	!
de	ADP	de
pub	NOUN	pub
Coombs	PROPN	Coombs
plan	NOUN	plan
date	NOUN	date
s'	PRON	se
mois	NOUN	mois
et	CCONJ	et
pis	ADV	pis
sans	ADP	sans
et	CCONJ	et
délai	NOUN	délai
...	PUNCT	...
de	ADP	de
.	PUNCT	.
et	CCONJ	et
un	DET	un
vivre	VERB	vivre
blancs	ADJ	blanc
pas	ADV	pas
,	PUNCT	,
pensez	VERB	penser
excursionnistes	NOUN	excursionniste
L'	DET	le
O	NOUN	o
Après	ADP	après
acceptent	VERB	accepter
Piggot	PROPN	Piggot
grimpants	ADJ	grimpant
,	PUNCT	,
l'	DET	le
A	ADP	à
vers	ADP	vers
pas	ADV	pas
bière	NOUN	bière
dents	NOUN	dent
La	DET	le
...	PUNCT	...
n'	ADV	n'
-il	PRON	il
très	ADV	très
endroit	NOUN	endroit
,	PUNCT	,
auberge	NOUN	auberge
-t	PRON	-t
prendre	VERB	prendre
qui	PRON	qui
plus	ADV	plus
de	ADP	de
sale	ADJ	sale
la	DET	le
avait	AUX	avoir
comment	ADV	comment
de	ADP	de
Entre	ADP	entre
entier	ADJ	entier
-il	PRON	il
Et	CCONJ	et
!	PUNCT	!
lendemain	NOUN	lendemain
.	PUNCT	.
mais	CCONJ	mais
étrange	ADJ	étrange
cette	DET	ce
mais	CCONJ	mais
,	PUNCT	,
des	DET	un
une	DET	un
:	PUNCT	:
salon	NOUN	salon
Oh	INTJ	Oh
peu	ADV	peu
auparavant	ADV	auparavant
pas	ADV	pas
de	ADP	de
O	PRON	o
jours	NOUN	jour
...	PUNCT	...
en	ADP	en
tout	ADV	tout
...	PUNCT	...
puis	CCONJ	puis
panne	NOUN	panne
entrés	VERB	entrer
répondu	VERB	répondre
Une	DET	un
I	NOUN	i
instant	NOUN	instant
jour	NOUN	jour
réparer	VERB	réparer
accueillit	VERB	accueillir
son	DET	son
façon	NOUN	façon
en	ADP	en
La	DET	le
L'	DET	le
femme	NOUN	femme
pas	ADV	pas
trois	NUM	trois
quinze	NUM	quinze
même	ADJ	même
.	PUNCT	.
que	SCONJ	que
sergent	NOUN	sergent
...	PUNCT	...
—	PUNCT	—
Le	DET	le
les	DET	le
amie	NOUN	amie
suite	NOUN	suite
et	CCONJ	et
ne	ADV	ne
cinq	NUM	cinq
réglementaire	ADJ	réglementaire
Si	SCONJ	si
,	PUNCT	,
Parce	SCONJ	parce
montrons	VERB	montrer
s'	PRON	se
...	PUNCT	...
commissariat	NOUN	commissariat
ici	ADV	ici
avoir	AUX	avoir
n'	ADV	n'
alors	ADV	alors
quinzaine	NOUN	quinzaine
—	PUNCT	—
.	PUNCT	.
Mrs	NOUN	mr
tout	ADV	tout
est	AUX	être
réfléchit	VERB	réfléchir
,	PUNCT	,
d'	ADP	de
à	ADP	à
il	PRON	il
»	PUNCT	»
?	PUNCT	?
Coombs	PROPN	Coombs
réponse	NOUN	réponse
installait	VERB	installer
Six	NUM	Six
dans	ADP	dans
...	PUNCT	...
—	PUNCT	—
est	AUX	être
dirigé	VERB	diriger
nouveau	ADJ	nouveau
ne	ADV	ne
est	AUX	être
sont	AUX	être
tous	ADJ	tout
vous	PRON	vous
locataire	NOUN	locataire
Coombs	PROPN	Coombs
—	PUNCT	—
,	PUNCT	,
témoin	NOUN	témoin
Il	PRON	il
vous	PRON	vous
aux	ADP	à
confié	VERB	confier
à	ADP	à
moment	NOUN	moment
venaient	VERB	venir
une	DET	un
laissez	VERB	laisser
me	PRON	me
petit	ADJ	petit
est	AUX	être
la	DET	le
.	PUNCT	.
,	PUNCT	,
particulier	ADJ	particulier
Puis	CCONJ	puis
après	ADP	après
effet	NOUN	effet
Il	PRON	il
consommateur	NOUN	consommateur
!	PUNCT	!
le	DET	le
police	NOUN	police
?	PUNCT	?
une	DET	un
Piggot	PROPN	Piggot
prévenu	VERB	prévenir
appelle	VERB	appeler
habitant	NOUN	habitant
lorsqu'	SCONJ	lorsque
selon	ADP	selon
,	PUNCT	,
.	PUNCT	.
son	DET	son
de	ADP	de
murs	NOUN	mur
Des	DET	un
Piggot	PROPN	Piggot
Enfin	ADV	enfin
changer	VERB	changer
—	PUNCT	—
.	PUNCT	.
—	PUNCT	—
il	PRON	il
inspecteur	NOUN	inspecteur
thé	NOUN	thé
plaisance	NOUN	plaisance
semaines	NOUN	semaine
et	CCONJ	et
entendu	VERB	entendre
sortis	VERB	sortir
plus	ADV	plus
—	PUNCT	—
en	ADP	en
-nous	PRON	nous
sa	DET	son
comment	ADV	comment
vous	PRON	vous
pas	ADV	pas
!	PUNCT	!
grand-chose	NOUN	grand-chose
est	AUX	être
endroit	NOUN	endroit
,	PUNCT	,
les	DET	le
se	PRON	se
minutes	NOUN	minute
qu'	PRON	qu'
le	DET	le
bâtisse	NOUN	bâtisse
la	DET	le
de	ADP	de
,	PUNCT	,
pareil	ADJ	pareil
.	PUNCT	.
go	ADV	go
la	DET	le
moi	PRON	moi
parterre	NOUN	parterre
Piggot	PROPN	Piggot
l'	DET	le
chef	NOUN	chef
vu	VERB	voir
cuillerée	NOUN	cuillerée
l'	DET	le
n'	ADV	n'
de	ADP	de
.	PUNCT	.
à	ADP	à
Un	DET	un
,	PUNCT	,
-là	NOUN	-là
je	PRON	je
à	ADP	à
concentrations	NOUN	concentration
Deux	NUM	Deux
déchaîné	VERB	déchaîner
thé	NOUN	thé
jours	NOUN	jour
!	PUNCT	!
enfants	NOUN	enfant
les	DET	le
.	PUNCT	.
,	PUNCT	,
son	DET	son
oreille	NOUN	oreille
-ce	PRON	-ce
Excusez	VERB	excuser
leva	VERB	lever
nous	PRON	nous
avec	ADP	avec
...	PUNCT	...
un	DET	un
dans	ADP	dans
.	PUNCT	.
lui	PRON	lui
,	PUNCT	,
faut	VERB	falloir
—	PUNCT	—
Des	DET	un
jours	NOUN	jour
remonte	VERB	remonte
environ	ADV	environ
une	DET	un
l'	DET	le
et	CCONJ	et
!	PUNCT	!
Mrs	NOUN	mr
—	PUNCT	—
a	AUX	avoir
Totalement	ADV	totalement
se	PRON	se
consommateurs	NOUN	consommateur
,	PUNCT	,
allaient	VERB	aller
Lors	ADV	lors
ne	ADV	ne
,	PUNCT	,
,	PUNCT	,
affaires	NOUN	affaire
Et	CCONJ	et
pas	ADV	pas
disparu	VERB	disparaître
Mrs	PROPN	Mrs
,	PUNCT	,
fait	AUX	faire
un	DET	un
A	ADP	à
plus	ADP	plus
occurrence	NOUN	occurrence
femmes	NOUN	femme
dit	VERB	dire
Wilson	PROPN	Wilson
trop	ADV	trop
bout	NOUN	bout
lui	PRON	lui
rendu	VERB	rendre
vacanciers	NOUN	vacancier
en	PRON	en
Soudain	ADV	soudain
Comment	ADV	comment
a	AUX	avoir
haut	NOUN	haut
hommes	NOUN	homme
,	PUNCT	,
particulière	ADJ	particulier
encourrons	VERB	encourir
du	ADP	de
patron	NOUN	patron
le	DET	le
chez	ADP	chez
habitude	NOUN	habitude
autobus	NOUN	autobus
Que	PRON	que
pour	ADP	pour
,	PUNCT	,
rester	VERB	rester
la	DET	le
loger	VERB	loger
Wilson	PROPN	Wilson
jamais	ADV	jamais
la	DET	le
contre	ADP	contre
chez	ADP	chez
-je	PRON	je
prenait	VERB	prendre
mot	NOUN	mot
coiffés	VERB	coiffer
nous	PRON	nous
réalité	NOUN	réalité
'	PUNCT	'
,	PUNCT	,
,	PUNCT	,
Une	DET	un
multicolores	ADJ	multicolore
sait	VERB	savoir
sens	NOUN	sens
yeux	NOUN	oeil
Assez	ADV	assez
pris	VERB	prendre
attirait	VERB	attirer
!	PUNCT	!
où	PRON	où
sérieuse	ADJ	sérieux
contre	ADP	contre
Il	PRON	il
.	PUNCT	.
voix	NOUN	voix
.	PUNCT	.
allez	VERB	aller
Non	ADV	non
...	PUNCT	...
lui	PRON	lui
jour	NOUN	jour
après	ADV	après
pour	ADP	pour
il	PRON	il
D'	ADP	de
.	PUNCT	.
l'	PRON	l'
à	ADP	à
le	DET	le
un	DET	un
pêcheur	NOUN	pêcheur
heures	NOUN	heure
thé	NOUN	thé
à	ADP	à
,	PUNCT	,
groupe	NOUN	groupe
Quel	DET	quel
.	PUNCT	.
de	ADP	de
—	PUNCT	—
.	PUNCT	.
de	ADP	de
poisson	NOUN	poisson
,	PUNCT	,
«	PUNCT	«
,	PUNCT	,
simplement	ADV	simplement
U	NOUN	u
,	PUNCT	,
Bessie	PROPN	Bessie
L'	DET	le
!	PUNCT	!
doute	NOUN	doute
ailleurs	ADV	ailleurs
Wilson	PROPN	Wilson
de	ADP	de
Weems	PROPN	Weems
de	ADP	de
premiers	ADJ	premier
,	PUNCT	,
,	PUNCT	,
partie	NOUN	partie
trouvait	VERB	trouver
du	ADP	de
du	ADP	de
fantaisie	NOUN	fantaisie
—	PUNCT	—
,	PUNCT	,
perdre	VERB	perdre
s'	PRON	se
juste	ADV	juste
Il	PRON	il
n'	ADV	n'
de	ADP	de
.	PUNCT	.
?	PUNCT	?
a	AUX	avoir
de	ADP	de
est	AUX	être
sur	ADP	sur
au	ADP	au
me	PRON	me
hommes	NOUN	homme
...	PUNCT	...
—	PUNCT	—
.	PUNCT	.
en	ADP	en
parlait	VERB	parler
.	PUNCT	.
demande	VERB	demande
se	PRON	se
veuve	NOUN	veuve
,	PUNCT	,
défait	VERB	défaire
?	PUNCT	?
est	AUX	être
de	ADP	de
Reprenons	VERB	reprendre
pêcheur	NOUN	pêcheur
Mr	NOUN	mr
,	PUNCT	,
Pas	ADV	pas
des	DET	un
...	PUNCT	...
Mrs	PROPN	Mrs
regard	NOUN	regard
la	DET	le
sa	DET	son
,	PUNCT	,
,	PUNCT	,
du	ADP	de
lac	NOUN	lac
en	ADP	en
.	PUNCT	.
—	PUNCT	—
civilisés	ADJ	civilisé
...	PUNCT	...
En	ADP	en
,	PUNCT	,
De	ADP	de
il	PRON	il
servir	VERB	servir
—	PUNCT	—
Je	PRON	je
ai	AUX	avoir
.	PUNCT	.
tasse	NOUN	tasse
trois	NUM	trois
dans	ADP	dans
colère	NOUN	colère
de	ADP	de
contre	ADP	contre
»	PUNCT	»
de	ADP	de
Je	PRON	je
autobus	NOUN	autobus
!	PUNCT	!
inspecteur	NOUN	inspecteur
!	PUNCT	!
ne	ADV	ne
?	PUNCT	?
le	DET	le
adresse	NOUN	adresse
que	SCONJ	que
.	PUNCT	.
le	DET	le
à	ADP	à
si	SCONJ	si
sans	ADP	sans
tout	ADV	tout
Les	DET	le
tables	NOUN	table
.	PUNCT	.
d'	ADP	de
d'	ADP	de
.	PUNCT	.
se	PRON	se
erra	VERB	errer
malade	ADJ	malade
.	PUNCT	.
I	ADJ	i
sur	ADP	sur
à	ADP	à
—	PUNCT	—
improviste	NOUN	improviste
récente	ADJ	récent
adressa	VERB	adresser
a	AUX	avoir
il	PRON	il
temps	NOUN	temps
«	PUNCT	«
bonne	ADJ	bon
grand-chose	PRON	grand-chose
époque	NOUN	époque
j'	PRON	je
ne	ADV	ne
sweaters	NOUN	sweater
immense	ADJ	immense
je	PRON	je
métal	NOUN	métal
au	ADP	au
—	PUNCT	—
,	PUNCT	,
porte	NOUN	porte
Étrange	ADJ	étrange
plaisez	VERB	plaire
Coombs	PROPN	Coombs
patronne	NOUN	patronne
CHAPITRE	NOUN	chapitre
Le	DET	le
sont	AUX	être
lettres	NOUN	lettre
en	ADP	en
peut-être	ADV	peut-être
—	PUNCT	—
!	PUNCT	!
Europe	PROPN	Europe
est	AUX	être
colombage	NOUN	colombage
Sans	ADP	sans
en	ADP	en
devant	ADP	devant
à	ADP	à
il	PRON	il
clients	NOUN	client
les	DET	le
qu'	SCONJ	que
se	PRON	se
,	PUNCT	,
jours	NOUN	jour
!	PUNCT	!
Un	DET	un
,	PUNCT	,
après	ADP	après
-il	PRON	il
tapissés	VERB	tapisser
allée	VERB	aller
—	PUNCT	—
cours	NOUN	cours
année	NOUN	année
annoncé	VERB	annoncer
,	PUNCT	,
qu'	SCONJ	que
l'	DET	le
En	ADP	en
table	NOUN	table
s'	PRON	se
que	SCONJ	que
d'	ADP	de
.	PUNCT	.
la	DET	le
Si	SCONJ	si
en	ADP	en
le	DET	le
faudrait	VERB	falloir
puis	CCONJ	puis
lieu	NOUN	lieu
ne	ADV	ne
l'	PRON	l'
sillonnaient	VERB	sillonner
qu'	PRON	qu'
a	AUX	avoir
.	PUNCT	.
.	PUNCT	.
de	ADP	de
sans	ADP	sans
son	DET	son
a	AUX	avoir
.	PUNCT	.
disparition	NOUN	disparition
s'	PRON	se
.	PUNCT	.
repas	NOUN	repas
légal	ADJ	légal
infuse	VERB	infuse
—	PUNCT	—
Quelques	DET	quelque
chambre	NOUN	chambre
une	DET	un
vous	PRON	vous
Piggot	PROPN	Piggot
village	NOUN	village
connaissais	VERB	connaître
l'	DET	le
ignorait	VERB	ignorer
—	PUNCT	—
de	ADP	de
homme	NOUN	homme
dans	ADP	dans
...	PUNCT	...
ne	ADV	ne
-vous	PRON	vous
—	PUNCT	—
n'	ADV	n'
l'	DET	le
rappela	VERB	rappeler
cette	DET	ce
cacher	VERB	cacher
je	PRON	je
air	NOUN	air
son	DET	son
être	AUX	être
recherche	NOUN	recherche
agent	NOUN	agent
,	PUNCT	,
jardin	NOUN	jardin
Ils	PRON	il
,	PUNCT	,
!	PUNCT	!
,	PUNCT	,
—	PUNCT	—
n'	ADV	n'
,	PUNCT	,
dans	ADP	dans
particulier	ADJ	particulier
?	PUNCT	?
.	PUNCT	.
Désirez	VERB	désirer
...	PUNCT	...
?	PUNCT	?
message	NOUN	message
L'	DET	le
,	PUNCT	,
-il	PRON	il
tribunal	NOUN	tribunal
s'	PRON	se
nous	PRON	nous
Betts	PROPN	Betts
pas	ADV	pas
il	PRON	il
au	ADP	au
pour	ADP	pour
savait	VERB	savoir
ne	ADV	ne
ne	ADV	ne
venu	VERB	venir
d'	ADP	de
un	DET	un
Mr	NOUN	mr
autobus	NOUN	autobus
*	PUNCT	*
.	PUNCT	.
Je	PRON	je
emprunt	NOUN	emprunt
tête	NOUN	tête
Que	PRON	que
mais	CCONJ	mais
grand	ADJ	grand
comme	ADP	comme
fois	NOUN	fois
.	PUNCT	.
avis	NOUN	avis
pas	ADV	pas
mal	NOUN	mal
rosier	NOUN	rosier
Betts	PROPN	Betts
aime	VERB	aime
grand	ADV	grand
dans	ADP	dans
Morton	PROPN	Morton
dit	VERB	dire
Piggot	PROPN	Piggot
a	AUX	avoir
il	PRON	il
me	PRON	me
Le	PRON	le
crois	VERB	croire
accoutumée	NOUN	accoutumée
au	ADP	au
Quoi	PRON	quoi
a	AUX	avoir
Charlie	PROPN	Charlie
II	ADJ	ii
un	PRON	un
—	PUNCT	—
où	ADV	où
de	ADP	de
entrait	VERB	entrer
Il	PRON	il
-vous	PRON	vous
pouvez	VERB	pouvoir
le	DET	le
avait	VERB	avoir
cru	VERB	croire
-vous	PRON	vous
vous	PRON	vous
inspecteur	NOUN	inspecteur
questions	NOUN	question
était	AUX	être
.	PUNCT	.
dès	ADP	dès
Mis	VERB	mettre
effarouché	VERB	effaroucher
ne	ADV	ne
?	PUNCT	?
il	PRON	il
Mais	CCONJ	mais
pas	ADV	pas
,	PUNCT	,
déposition	NOUN	déposition
comprendre	VERB	comprendre
de	ADP	de
,	PUNCT	,
Non	ADV	non
publié	VERB	publier
se	PRON	se
On	PRON	on
Tu	PRON	tu
.	PUNCT	.
non	ADV	non
...	PUNCT	...
tenaient	VERB	tenir
à	ADP	à
l'	PRON	l'
occupe	VERB	occupe
n'	ADV	n'
près	ADV	près
,	PUNCT	,
m'	PRON	me
deviendrais	VERB	devenir
en	ADP	en
petit	ADJ	petit
.	PUNCT	.
s'	PRON	se
des	DET	un
—	PUNCT	—
...	PUNCT	...
l'	DET	le
jardiner	VERB	jardiner
—	PUNCT	—
Alderton	PROPN	Alderton
vous	PRON	vous
emprunt	NOUN	emprunt
—	PUNCT	—
secondes	NOUN	seconde
?	PUNCT	?
jamais	ADV	jamais
été	AUX	être
,	PUNCT	,
-vous	PRON	vous
J'	PRON	je
alors	ADV	alors
,	PUNCT	,
,	PUNCT	,
lequel	PRON	lequel
et	CCONJ	et
Jamais	ADV	jamais
café	NOUN	café
où	ADV	où
regarder	VERB	regarder
...	PUNCT	...
Betts	PROPN	Betts
silence	NOUN	silence
ai	AUX	avoir
Voyons	VERB	voir
.	PUNCT	.
ça	PRON	cela
—	PUNCT	—
lui	PRON	lui
proposait	VERB	proposer
d'	ADP	de
cellule	NOUN	cellule
d'	ADP	de
exemple	NOUN	exemple
Nous	PRON	nous
calmez	VERB	calmer
Aussi	ADV	aussi
quelques	DET	quelque
Wilson	PROPN	Wilson
Charlie	PROPN	Charlie
Le	DET	le
.	PUNCT	.
de	ADP	de
,	PUNCT	,
-vous	PRON	vous
-	ADV	-
Yard	PROPN	Yard
vous	PRON	vous
peu	ADV	peu
-ce	PRON	-ce
espère	VERB	espérer
lui	PRON	lui
ici	ADV	ici
Peu	ADV	peu
à	ADP	à
qui	PRON	qui
plantes	NOUN	plante
un	DET	un
j'	PRON	je
,	PUNCT	,
intention	NOUN	intention
,	PUNCT	,
n'	ADV	n'
serais	AUX	être
—	PUNCT	—
—	PUNCT	—
moi	PRON	moi
d'	ADP	de
franchit	VERB	franchir
attendait	VERB	attendre
Vous	PRON	vous
savent	VERB	savoir
n'	ADV	n'
.	PUNCT	.
me	PRON	me
réagir	VERB	réagir
Philip	PROPN	Philip
camarade	NOUN	camarade
argent	NOUN	argent
Piggot	PROPN	Piggot
qu'	PRON	qu'
et	CCONJ	et
a	AUX	avoir
la	DET	le
savez	VERB	savoir
devais	VERB	devoir
...	PUNCT	...
rien	PRON	rien
a	AUX	avoir
ne	ADV	ne
Il	PRON	il
installation	NOUN	installation
vous	PRON	vous
tiendraient	VERB	tenir
ne	ADV	ne
A	ADP	à
,	PUNCT	,
déposais	VERB	déposer
.	PUNCT	.
,	PUNCT	,
m'	PRON	me
ses	DET	son
après	ADP	après
,	PUNCT	,
sa	DET	son
je	PRON	je
-vous	PRON	vous
ne	ADV	ne
7	NUM	7
suis	AUX	être
avez	AUX	avoir
désigna	VERB	désigner
.	PUNCT	.
Je	PRON	je
Quand	SCONJ	quand
inspecteur	NOUN	inspecteur
l'	DET	le
Charlie	PROPN	Charlie
le	DET	le
me	PRON	me
Alors	ADV	alors
se	PRON	se
assure	VERB	assure
raconte	VERB	raconte
Superin	PROPN	Superin
ne	ADV	ne
de	ADP	de
même	ADV	même
il	PRON	il
pourquoi	ADV	pourquoi
m'	PRON	me
!	PUNCT	!
est	AUX	être
...	PUNCT	...
dit	VERB	dire
observa	VERB	observer
,	PUNCT	,
pour	ADP	pour
Alderton	PROPN	Alderton
,	PUNCT	,
Quel	DET	quel
asseyaient	VERB	asseoir
s'	PRON	se
parlé	VERB	parler
ses	DET	son
ne	ADV	ne
—	PUNCT	—
message	NOUN	message
,	PUNCT	,
—	PUNCT	—
je	PRON	je
meurtre	NOUN	meurtre
J'	PRON	je
Joe	PROPN	Joe
—	PUNCT	—
—	PUNCT	—
CHAPITRE	NOUN	chapitre
.	PUNCT	.
...	PUNCT	...
vous	PRON	vous
racontait	VERB	raconter
,	PUNCT	,
traversa	VERB	traverser
—	PUNCT	—
sa	DET	son
est	AUX	être
nous	PRON	nous
vu	VERB	voir
,	PUNCT	,
contentait	VERB	contenter
N'	ADV	n'
Joe	PROPN	Joe
Betts	PROPN	Betts
.	PUNCT	.
Ne	ADV	ne
voir	VERB	voir
pas	ADV	pas
entrée	NOUN	entrée
et	CCONJ	et
abouti	VERB	aboutir
écrivait	VERB	écrire
-ce	PRON	-ce
